fid,username,organization_name,project_name,project_id,is_badgeholder
765452,anamarija,,RetroPGF Community ,0x5e0885d3e3872ed231d0501c7f3f5f93663106faf7dc1b2e23065517f722c603,False
17246,andyguzmaneth,InBest,Optimism Governance in Costa Rica,0xe1c04b37660084b206fb3b851acc5f930ce88672787cd869ec84114244bcd33b,False
542384,annakaic,Spearbit/Cantina Security Services,Cantina.xyz - Security Audit for OP Cycle 19,0xd4d64a473140c3ce516878d6c5e6883a077c5598220383ce6294c9ee0b855133,False
470918,antoinevergne,Missions Publiques,Deliberative Process on the definition of profit,0xe6f7ea9e066d6de019178f1afb535c26956fef27acb561a6c3fd057432542a0c,False
244092,ar-farcaster,,Gadgets-gizmo ,0xca0a77290d883bc0beb2d820c941fb77e35379e528e3bf27214084974e90a29f,False
585626,ardev,,Badgeholder Onchain Analysis,0xd7d890ece3fe2b8970a04986254c6d68f941ec066f18ab06c8610b6867740751,False
585626,ardev,,Measuring the Concentration of Power in Optimism,0xa70e1e284ea8fecc5c46328b61e547d1491955e59a89b7160922ae0faa7cde74,False
455376,arijuels,Ari Juels's research group at Cornell Tech,Voting-Bloc Entropy (VBE),0x5f1def93f7d757bd498e7766d3b3735f5fd899c48ddda039b5e23b73a95fa4ec,False
7059,atlantropa.eth,Tribuni,Tribuni Telegram Bot,0xbb1e4aadda991e93d4ba4630582f222b2c57c0b0d729e29247cf2a3873936808,False
7059,atlantropa.eth,,OP Governance Trackor,0x911fdab3df5d61b7f4ed78e2edb31ee40f4c4a6bbfc58591c602701b63e91485,False
319408,aurelianob,Snapshot Labs,Snapshot,0x5e6c436e48e56d6d9622ba5d0be0035c314e2b29d2afc8f5f1ee8ac75cd42532,False
6048,austingriffith,🏰 BuidlGuidl,Impact Calculator Prototype,0xa48910be16b303051d04ee3b002a0c5e5b6b362d68723234df46fae3e987e40d,True
747339,austlike,OPTECH,test,0x8e49172e0b8fad0744e14b2c91025d2c51731d94e31485831074c819317b9a53,False
13970,ayaz,,Pairwise,0x98877a3c5f3d5eee496386ae93a23b17f0f51b70b3041b3c8226f98fbeca09ec,False
535496,baiqi-bj,OPTECH,test,0x8e49172e0b8fad0744e14b2c91025d2c51731d94e31485831074c819317b9a53,False
865455,bananhm,,BDrop,0xcf1d3267a0dac2254b8fbd37ddb3c73a897b9c08f5f730cea6e201709bedb4dc,False
9848,bap,Ethereum Attestation Service (EAS),Ethereum Attestation Service (EAS),0xa88844cea135382e3484e39c3172033437121b35ca0bc8b10b9b8253984876b5,False
835663,bear100,Token Engineering Commons,Token Engineering Commons,0xd95c5255033f7bfa9edae64d802ada17b638cd8214836565ba5ec7b6a0252fb3,False
11745,benedictvs,Metagov,Grant Innovation Lab,0xda96b973f206589044d7ea1578683ae48332f4383c05bae3ae090c513242fc2f,False
861791,benzaid,,Ben Zaid's Optimism Community Support Initiative,0xb168c103f3f39298d5584753f81b73b4d3ab6d7ecbb6080ef1b515ec935d7b06,False
256806,ber4mins,,ber4mins,0x432e5f61903ae611d2643ca56fe4e50c573a57bd566161bb323a2ea23072f5f7,False
863175,biancagadelha,,Gravity DAO,0xa8c946244b7b2b556c9a5bba875d7d86f13de7758e6c16c5b8cf15311ccdb8a9,False
843901,billy191,Catalyzt,Builder Ideas,0xb9d78191b74ed2c934424b7ba8d7fd8505bb5d1b0f989353edab2130bcf19bbc,False
843901,billy191,Catalyzt,Impact Calculator Experiment,0x7fe47a283e3af8e94764ce6ce7f861cf0706572978997fbdfdfe7c2072d541d9,False
843901,billy191,Catalyzt,RetroPGF Hub,0x4d840826049258b3895326fd67680cca25df9543d67859df49b9ff5635b62598,False
14923,blockdev,,Optimism Developer Advisory Board (S6),0x74f635c5e7c0791e65d8574cf6c622125b3685017876b99661843d06608e9f90,False
218932,boardroom,Boardroom,Boardroom,0x21baeb053d557821f9ad4050e665332b3f086ecb320aa64f5191eab2fcb0bafa,False
18391,brichis,Anticapture Commission,Anticapture Commission [Season 5],0x6b990218e8307b1209f4275cb6660d02aad2f9a6d5b67b78935ee430b7fe590b,True
18391,brichis,Anticapture Commission,Anticapture Commission [Season 6],0x27582c35a76cc0d2c36c13e8ba1900d67077479e8c78c7e0c19bbd16b0959cc4,True
18391,brichis,Collective Feedback Commission,Collective Feedback Commission Citizens House,0x9056aef66264e926d4aefa66cf45438b2586459934515dff43432e7a95d0d972,True
18391,brichis,GovNERDs,GovNERDs [Season 5],0x7949ba6d89f7352a58920e22fa88f619ed3deb4d2dc1e5d78e0ecec27c226135,True
18391,brichis,GovNERDs,GovNERDs [Season 6],0xe201af5c5e4ab6b35a0a7b740d614497736ae5631650c6f7847c113628a0c74e,True
18391,brichis,Grants Council,Grants Council [Season 6],0xb1008ff614a6942ab770dbbf4f2978d58bdc51b6b7386223b12fb5bc46b7bb29,True
369302,brolag,InBest,Optimism Governance in Costa Rica,0xe1c04b37660084b206fb3b851acc5f930ce88672787cd869ec84114244bcd33b,False
9775,brucexu,LXDAO,LXDAO,0xd77daddc2108d9ea5d87b66d2ec5a8dd6265084b2a3e67ec6b94afe2136ee1c9,False
864657,bunnic,Grants Council,Grants Council [Season 5],0xff70c6ae94fa0b644e08bab08e1f91f3d596ba9b7facbdf3e63fa83668dd000d,False
864657,bunnic,Grants Council,Grants Council [Season 6],0xb1008ff614a6942ab770dbbf4f2978d58bdc51b6b7386223b12fb5bc46b7bb29,False
19725,capitulation,,Aragon ,0xa08c7ab7824d147d6cb87ffb4e86cec454a030d48b8c395bad6d64456be3d911,False
343051,carletex,🏰 BuidlGuidl,Impact Calculator Prototype,0xa48910be16b303051d04ee3b002a0c5e5b6b362d68723234df46fae3e987e40d,False
10376,catjam,,Gitcoin,0x6aa80764b6082947c3b2de86fe12804eb475b0afb719de50b9eed60b86f20535,True
472,ccarella.eth,CharmVerse,CharmVerse Grants,0xe2247097961708233325f253d676ba2f9d8011147e1bb08e0e50d55894138dc7,True
472,ccarella.eth,CharmVerse,Retro Funding Application Review,0xfb52bbc12284743f2bf1ad88e2b1b5b3b08d88fa1a7414eefd256ee2ad4e6c73,True
472,ccarella.eth,CharmVerse,SUNNYs Awards webapps,0x223dc0c33e137fd8032a738c7c8d7001cac203ecec3f37cb39e3c4b46f0c0b52,True
19412,cerv1,Collective Feedback Commission,Collective Feedback Commission Citizens House,0x9056aef66264e926d4aefa66cf45438b2586459934515dff43432e7a95d0d972,True
19412,cerv1,Open Source Observer,OSO Insights & Data Science,0x77cc2b19e794565ceacafa96ad5fdc27964b605296e0a2303acc93d12659891d,True
19412,cerv1,Open Source Observer,Onchain Impact Metrics for Retro Funding,0x6ccd260d86dd63ca323df3563561de58e3c6fc04f94b200ae5dbdfc7c625d562,True
19412,cerv1,OpenRank,Retro 5 Expert Voter Selection: Developer Reputation Score using Recursive Trust,0xdff778291bf6893ac1c67540cb7b552781721138767dbf59dd1d1ba132a4c377,True
19412,cerv1,OpenRank,Retro 5 Metrics: Trusted Github Contributors/Stars/Forks,0x61400c6b679bc467d522c7124819332c8a660716c55ea71f76f708d6bc296c22,True
404728,cgamble,Tribuni,Tribuni Telegram Bot,0xbb1e4aadda991e93d4ba4630582f222b2c57c0b0d729e29247cf2a3873936808,False
193247,chain-l,,Badgeholder Onchain Analysis,0xd7d890ece3fe2b8970a04986254c6d68f941ec066f18ab06c8610b6867740751,False
193247,chain-l,,Measuring the Concentration of Power in Optimism,0xa70e1e284ea8fecc5c46328b61e547d1491955e59a89b7160922ae0faa7cde74,False
193247,chain-l,,Mission Tracking Dashboard Season5,0x2c74c6388b7c82a83a2da5e166b55e325039a77a62aa96891588bd0bb6ddc126,False
193247,chain-l,,numbaNERDs,0x431eb34f7f4cfd3c8eda4c60e32bf1cc0bf292d3051467903369c47ffca3a10a,False
4434,chandresh.eth,IDriss,Governance widget for X and Farcaster,0x941a54c065d6e191d7816a63c83648764e6d219db0a2fe804706576a957fcc4d,False
2610,charliecf,Agora,OP Governance App,0x32942ffa0d751769bb55b53d9c32085463e9bfe668ae8aa5d4a736c46b4130c5,False
2610,charliecf,Agora,OP Governance Contracts,0x8d7569742539aab697bd8825e7c49883743778b38b6090660fbdf84ec2c3938f,False
2610,charliecf,Agora,Retro Funding & Token House API,0xf752ab3ca3a629004c99cd509b9b018e317c20ccc69344e491431a48836229ec,False
2610,charliecf,Agora,Retro Funding 3 Voting App,0x10d59efed113e75efd8931b2d65079881e0c43466bb8edce2c22abcd2fb7b985,False
2610,charliecf,Agora,Retro Funding App (Sign up and Identity),0x86945b0e97c101bc4cfdb82f897bd5cd16dcdf28b60b4c8887de88155c5c70da,False
468611,chinapanda,Upnode,Farcaster Attestation,0xaa4cf223915387f8e0cd66640f86f4f770d0c1edfc4303ce1d596a735747e673,False
468611,chinapanda,,RetroList,0xdd197ad6aa36b5d3753c1710960b40f1e23e941b6967444afe36860c3f2e288c,False
328679,chomtana.eth,Chomtana Individual Contribution,Grant Unlocking and Claim Analysis,0x1c28bf96edba24046aee68034bfe1d33b4759eb166e7167a8aeb231ff9b6b92c,False
328679,chomtana.eth,Upnode,Farcaster Attestation,0xaa4cf223915387f8e0cd66640f86f4f770d0c1edfc4303ce1d596a735747e673,False
328679,chomtana.eth,,RetroList,0xdd197ad6aa36b5d3753c1710960b40f1e23e941b6967444afe36860c3f2e288c,False
358280,cotabe,,Delegate Match,0x2aed462c71fc322e9b783e4b4454cdd01eb1909cdaf85f32ce70e9e5f3dc0f33,False
862629,criptocosi,InBest,Optimism Governance in Costa Rica,0xe1c04b37660084b206fb3b851acc5f930ce88672787cd869ec84114244bcd33b,False
21268,danftz,,Optimism Grants Changelog,0x75d2e148d485f9d4b6c09410290d095c4d611419a92a4949f123d7524929ba97,False
211935,dansingjoy,Optimystics,Eden Fractal Events,0x7c0fc0f80040cbf421f3c6988a653927cbd58fb433d11008da79dca50c2f7dd5,False
211935,dansingjoy,Optimystics,Optimism Fractal Respect Game Events,0x20617cf248dedb300831241862962584e00d2e3832f33bff8a582732c9ab8e2f,False
211935,dansingjoy,Optimystics,Optimism Town Hall + RetroPitches,0xdf635255c0fb3ee88b6b973bf2437f4f3ffe30fb77535325985ba5735a6f87eb,False
211935,dansingjoy,Optimystics,Optimystics Tools,0xb35c0226e7701f1e9e63caeb56b2e1a8130c41bc651d1aed009cbcda43b387eb,False
240123,daveytea,x23.ai,Optimism Newsfeed + Assistant,0x2e32e115776c29c86d4f82f20109d78964f8886ee735e86a3a049ede6c822099,False
6045,devtooligan,,Optimism Developer Advisory Board (S6),0x74f635c5e7c0791e65d8574cf6c622125b3685017876b99661843d06608e9f90,False
316685,divergent,Divergent,L2 Lounge: Call’s,0xaf7653803fedd458240baf20bd3156170d251fea19d07b565ba076a9e6835267,False
316685,divergent,,FrameMaker,0xf173b116c6383d6d7557d633de525a4535543265d800af3d8b15bc224dbab982,False
316685,divergent,,Superchain CIS,0xbefbd5a6174eac1bcd63f40fd545d3a1bd7bec20c0b55146a0bc93eb83724290,False
10938,divine-comedian,Giveth,DeVouch powered by Giveth,0x5decc7c7bb5ac6448be3408fd18e5c75738725d739711985e2c55026d2fa1391,True
508007,divinevessel,Ethereum Nigeria,Ethereum Nigeria,0x0c803940dbc4431e3a24f750becdd055105e0798bf8cb83ee7aa6017c225d7a3,False
190167,django,Flexy,Flexy,0xba55e9105a705f1a6f1ade71ae09d9e30706e553864f27c5412ef27bc6056e1c,False
777864,dmars300,GovNERDs,GovNERDs [Season 5],0x7949ba6d89f7352a58920e22fa88f619ed3deb4d2dc1e5d78e0ecec27c226135,True
777864,dmars300,GovNERDs,GovNERDs [Season 6],0xe201af5c5e4ab6b35a0a7b740d614497736ae5631650c6f7847c113628a0c74e,True
769549,dragonessi,Missions Publiques,Deliberative Process on the definition of profit,0xe6f7ea9e066d6de019178f1afb535c26956fef27acb561a6c3fd057432542a0c,False
192810,drea,Missions Publiques,Deliberative Process on the definition of profit,0xe6f7ea9e066d6de019178f1afb535c26956fef27acb561a6c3fd057432542a0c,False
476284,durgadas.eth,,Gravity DAO,0xa8c946244b7b2b556c9a5bba875d7d86f13de7758e6c16c5b8cf15311ccdb8a9,False
316578,ecohealing,,the1opus,0x016368b1434c826732ce14ef749ffc8f22a287e8845e9528bce6795b7d4a6ce1,False
608752,eleventh19,Metagov,Grant Innovation Lab,0xda96b973f206589044d7ea1578683ae48332f4383c05bae3ae090c513242fc2f,False
608752,eleventh19,Metagov,Metagov's Overall Activities,0xf43aadb10e4db7e22dc1b9c2557aeeff2a6869fafe4b833751cd56ae9a106070,False
4289,emthemaker,Louie's Kingdom,Test Project,0x52d53d44856f5a356053e55e3ad339d7207486b0210fe48aa2c1a0ec79c55d9c,False
325043,enseitankado,VRNouns,VRNouns,0x8997fa34367532a9072ca36c424498162980303a8d36fc49d58c5ac7daac9311,False
20971,escottalexander,🏰 BuidlGuidl,Impact Calculator Prototype,0xa48910be16b303051d04ee3b002a0c5e5b6b362d68723234df46fae3e987e40d,False
19639,eth-wave,growthepie.xyz 🥧📏,growthepie 🥧📏 RetroPGF 3 tracker - Clarity for Badgeholders and Project Owners,0xa38f3efb4fb8f6fcefb80f0262645ac05d5548cad0308ee49520c48c4e8cbd1f,False
13165,ethdaily.eth,,ETH Daily,0x8d1971ff2cf36055f986399fc91bff2d3bf815d2cff4f169f154fc70035fc193,False
399652,ethosprotocol,Ethereans Protocol,Ethereans Protocol,0x3cb4f0aa229688086892ef9059db814d0643c551faed159a59f855e5c022730b,False
371797,ez420,Upnode,Farcaster Attestation,0xaa4cf223915387f8e0cd66640f86f4f770d0c1edfc4303ce1d596a735747e673,False
928,fei,SEED Gov,SEED Gov ,0x78321a16ccf90916db134d71eb0aca96eed5a4845695700a08427ba77bb8fa43,False
216939,felpsmiera,Felps Miera,Felps Miera,0x0195f68a7bb14957b36e5fe8a384a7f7f6eacc84e856b83aab2125081e99a64f,False
541145,freshelle,Giveth,DeVouch powered by Giveth,0x5decc7c7bb5ac6448be3408fd18e5c75738725d739711985e2c55026d2fa1391,False
541145,freshelle,,Pairwise,0x98877a3c5f3d5eee496386ae93a23b17f0f51b70b3041b3c8226f98fbeca09ec,False
388213,geleeroyale,Giveth,DeVouch powered by Giveth,0x5decc7c7bb5ac6448be3408fd18e5c75738725d739711985e2c55026d2fa1391,False
9309,geoist,IDriss,Governance widget for X and Farcaster,0x941a54c065d6e191d7816a63c83648764e6d219db0a2fe804706576a957fcc4d,False
253829,gideonro,Token Engineering Commons,Token Engineering Commons,0xd95c5255033f7bfa9edae64d802ada17b638cd8214836565ba5ec7b6a0252fb3,False
864600,givethjake,Giveth,DeVouch powered by Giveth,0x5decc7c7bb5ac6448be3408fd18e5c75738725d739711985e2c55026d2fa1391,False
18138,gloriakexinwu,OpenRank,Retro 4 Metrics: Trusted User Models and OpenRank Trusted User Model,0x008875f970469e090a5a843c68e3f8444e110a741990f03938e4ea42df8d11a2,False
18138,gloriakexinwu,OpenRank,Retro 5 Expert Voter Selection: Developer Reputation Score using Recursive Trust,0xdff778291bf6893ac1c67540cb7b552781721138767dbf59dd1d1ba132a4c377,False
18138,gloriakexinwu,OpenRank,Retro 5 Metrics: Trusted Github Contributors/Stars/Forks,0x61400c6b679bc467d522c7124819332c8a660716c55ea71f76f708d6bc296c22,False
18138,gloriakexinwu,OpenRank,Self-Serve Developer Ranking platform,0x09b585a065b43e85d9d86c9901b13fa80ac872228c57ffb23ed0063d1f2da28a,False
240062,godji.eth,3D Nouns,3D Nouns Lego,0x89044bf985fc4577932131a0ca7a4eddb864dba7b08ca65999477c1f741f4d34,False
17229,gonna,GovNERDs,GovNERDs [Season 5],0x7949ba6d89f7352a58920e22fa88f619ed3deb4d2dc1e5d78e0ecec27c226135,True
17229,gonna,GovNERDs,GovNERDs [Season 6],0xe201af5c5e4ab6b35a0a7b740d614497736ae5631650c6f7847c113628a0c74e,True
17229,gonna,Grants Council,Grants Council [Season 5],0xff70c6ae94fa0b644e08bab08e1f91f3d596ba9b7facbdf3e63fa83668dd000d,True
17229,gonna,Grants Council,Grants Council [Season 6],0xb1008ff614a6942ab770dbbf4f2978d58bdc51b6b7386223b12fb5bc46b7bb29,True
535226,gravitydao,,Gravity DAO,0xa8c946244b7b2b556c9a5bba875d7d86f13de7758e6c16c5b8cf15311ccdb8a9,False
437679,griff.eth,Collective Feedback Commission,Collective Feedback Commission Citizens House,0x9056aef66264e926d4aefa66cf45438b2586459934515dff43432e7a95d0d972,True
437679,griff.eth,Giveth,DeVouch powered by Giveth,0x5decc7c7bb5ac6448be3408fd18e5c75738725d739711985e2c55026d2fa1391,True
437679,griff.eth,Praise,Praise,0x1e08897960cdb18df87f253f4e0f047b2edba189ea7403e5448ed2ba443f0013,True
437679,griff.eth,Praise,Superchain Attestation Explorer,0x2217fff9c71c330355d013523284df732b70530b5f1f15c590e6f6292f5a989c,True
437679,griff.eth,,Pairwise,0x98877a3c5f3d5eee496386ae93a23b17f0f51b70b3041b3c8226f98fbeca09ec,True
17069,growthepie,growthepie.xyz 🥧📏,growthepie 🥧📏 RetroPGF 3 tracker - Clarity for Badgeholders and Project Owners,0xa38f3efb4fb8f6fcefb80f0262645ac05d5548cad0308ee49520c48c4e8cbd1f,False
378939,hanners717,Giveth,DeVouch powered by Giveth,0x5decc7c7bb5ac6448be3408fd18e5c75738725d739711985e2c55026d2fa1391,False
417327,haotian,,Demystifying OP Stack: Strategies and Governance Plans Explained,0x4d0200c9a41ba39fbad5f11f46c622c146e60e4401f9a7be43ab7645d154bb1e,False
862975,hillclimbing,Collective Exponents Ltd,Quantitative Simulations and Analysis of RetroPGF Voting Mechanisms,0xdf3c24c2193f7c8b87f17e87daea9b39aaa6f5b2b39b9c26b1538f2d16a32ee6,False
217408,ikba,Tribuni,Tribuni Telegram Bot,0xbb1e4aadda991e93d4ba4630582f222b2c57c0b0d729e29247cf2a3873936808,False
524016,inbestprogram,InBest,Optimism Governance in Costa Rica,0xe1c04b37660084b206fb3b851acc5f930ce88672787cd869ec84114244bcd33b,False
427926,irawati22,,Nfts ,0x965d10dd8af44d0286af95744897ac7e066f92114c080c021e628f4af3eda298,False
11789,jackanorak,Grants Council,Grants Council [Season 5],0xff70c6ae94fa0b644e08bab08e1f91f3d596ba9b7facbdf3e63fa83668dd000d,False
11789,jackanorak,Grants Council,Grants Council [Season 6],0xb1008ff614a6942ab770dbbf4f2978d58bdc51b6b7386223b12fb5bc46b7bb29,False
15284,jarisjames,daospace,daospace,0x8873b49c52bc007a83cf418e5529fd6fb55e22022e2173fa435b3f9c7b7a1ca7,False
573302,jashdotfi,Superchain Eco,Superchain Space,0x1b505ba12a6da678657a18bfa072a7c0cca2a2bec0352903641235a055e75dd9,False
711331,jason42,,Badgeholder Onchain Analysis,0xd7d890ece3fe2b8970a04986254c6d68f941ec066f18ab06c8610b6867740751,False
18522,jasonmorton,EZKL,Proving Retroactive Funding with EZKL,0xa20ade372da3150ca8720c7dc096768f273c60d5d9fddd5c82bd0954126009df,False
19071,jengajojo,DAOplomats,DAOplomats Delegate Platform,0x780359b099852c198eef1b09642d27d8a3ec8f69aa52dd95a0482003a0330bc8,False
366587,jkm.eth,Lighthouse,Grant Round Analysis (S5R2),0x17fca417865c62eee4400512da5625a6882739a13aa8cc5b1bb30f62ce1843f0,False
366587,jkm.eth,Lighthouse,Lighthouse | Native Governance,0xb6ec40384dd32ac1b251c84c572afc016d1eec222e6c5a4070f75a29965558bc,False
195722,joanbp,Collective Feedback Commission,Collective Feedback Commission Citizens House,0x9056aef66264e926d4aefa66cf45438b2586459934515dff43432e7a95d0d972,True
191212,jonassft,Louie's Kingdom,Test Project,0x52d53d44856f5a356053e55e3ad339d7207486b0210fe48aa2c1a0ec79c55d9c,False
191212,jonassft,,Test Project,0x51504348243d8e8fa59cf2ba983d9255373e5eb23fe22a0d18c0d36028561ace,False
19867,joxes,Grants Council,Grants Council [Season 5],0xff70c6ae94fa0b644e08bab08e1f91f3d596ba9b7facbdf3e63fa83668dd000d,True
19867,joxes,SEED Gov,SEED Gov ,0x78321a16ccf90916db134d71eb0aca96eed5a4845695700a08427ba77bb8fa43,True
20605,jrocki,Grants Council,Grants Council [Season 6],0xb1008ff614a6942ab770dbbf4f2978d58bdc51b6b7386223b12fb5bc46b7bb29,False
20605,jrocki,,Mission Request Workshop,0x51fdeea1d3842c25e677a3bdc0a68e6a1e774f3d5a40224e7909f5d1a1189f8d,False
586482,juankbell,,Gravity DAO,0xa8c946244b7b2b556c9a5bba875d7d86f13de7758e6c16c5b8cf15311ccdb8a9,False
4132,juar.eth,,Aragon ,0xa08c7ab7824d147d6cb87ffb4e86cec454a030d48b8c395bad6d64456be3d911,False
828542,just-daniel,IDriss,Governance widget for X and Farcaster,0x941a54c065d6e191d7816a63c83648764e6d219db0a2fe804706576a957fcc4d,False
540766,karmaticacid,Giveth,DeVouch powered by Giveth,0x5decc7c7bb5ac6448be3408fd18e5c75738725d739711985e2c55026d2fa1391,False
230991,katiegarcia,Grants Council,Grants Council [Season 5],0xff70c6ae94fa0b644e08bab08e1f91f3d596ba9b7facbdf3e63fa83668dd000d,True
230991,katiegarcia,Grants Council,Grants Council [Season 6],0xb1008ff614a6942ab770dbbf4f2978d58bdc51b6b7386223b12fb5bc46b7bb29,True
9749,kbw,Passport XYZ,Passport XYZ | Gitcoin Passport,0x120cdd8e43ae1efbafdf02eda876e1952c05a52870c8d5a8f56d9ec0f79f586d,True
350951,ken12369,Tribuni,Tribuni Telegram Bot,0xbb1e4aadda991e93d4ba4630582f222b2c57c0b0d729e29247cf2a3873936808,False
189762,kenobi,,Gadgets-gizmo ,0xca0a77290d883bc0beb2d820c941fb77e35379e528e3bf27214084974e90a29f,False
5092,kent,Agora,OP Governance App,0x32942ffa0d751769bb55b53d9c32085463e9bfe668ae8aa5d4a736c46b4130c5,False
5092,kent,Agora,OP Governance Contracts,0x8d7569742539aab697bd8825e7c49883743778b38b6090660fbdf84ec2c3938f,False
5092,kent,Agora,Retro Funding & Token House API,0xf752ab3ca3a629004c99cd509b9b018e317c20ccc69344e491431a48836229ec,False
5092,kent,Agora,Retro Funding 3 Voting App,0x10d59efed113e75efd8931b2d65079881e0c43466bb8edce2c22abcd2fb7b985,False
5092,kent,Agora,Retro Funding App (Sign up and Identity),0x86945b0e97c101bc4cfdb82f897bd5cd16dcdf28b60b4c8887de88155c5c70da,False
5092,kent,Louie's Kingdom,Test Project,0x52d53d44856f5a356053e55e3ad339d7207486b0210fe48aa2c1a0ec79c55d9c,False
5092,kent,,Test Project,0x51504348243d8e8fa59cf2ba983d9255373e5eb23fe22a0d18c0d36028561ace,False
212036,kevinknielsen,Boardroom,Boardroom,0x21baeb053d557821f9ad4050e665332b3f086ecb320aa64f5191eab2fcb0bafa,False
212036,kevinknielsen,Grants Council,Grants Council [Season 6],0xb1008ff614a6942ab770dbbf4f2978d58bdc51b6b7386223b12fb5bc46b7bb29,False
465576,keziii,,DUDEGEN,0xcfdf593a1dcae61d54ab45ec7ca24e35082620d05fabd96d11aa680f9fd1861c,False
218552,klikamyairdropy.eth,,klikamyairdropy,0x5383801ad2773f732d478b910db37ce13138c945e4a373221bbd620805681764,False
19311,koday,Giveth,DeVouch powered by Giveth,0x5decc7c7bb5ac6448be3408fd18e5c75738725d739711985e2c55026d2fa1391,False
211185,kof,DeepDAO,DeepDAO,0x6dab3b38a62faa0195c0a989aca19c1b11e8ebbc97cf9d7269018850e0606550,False
10699,krati,Giveth,DeVouch powered by Giveth,0x5decc7c7bb5ac6448be3408fd18e5c75738725d739711985e2c55026d2fa1391,False
10699,krati,GovGraph,GovGraph.fyi,0x4201a4ad6468dff549edc3096367ac4beec946b701f94da7abc11182320d15a3,False
10699,krati,Praise,Praise,0x1e08897960cdb18df87f253f4e0f047b2edba189ea7403e5448ed2ba443f0013,False
10699,krati,Praise,Superchain Attestation Explorer,0x2217fff9c71c330355d013523284df732b70530b5f1f15c590e6f6292f5a989c,False
10699,krati,,Pairwise,0x98877a3c5f3d5eee496386ae93a23b17f0f51b70b3041b3c8226f98fbeca09ec,False
191999,kristofer,,Attest Fest,0x4d7ac580e10414ef62d024b14ad94ebd1434efacd1fd3f453560b2916f2606d2,False
16060,krst,Grants Council,Grants Council [Season 5],0xff70c6ae94fa0b644e08bab08e1f91f3d596ba9b7facbdf3e63fa83668dd000d,True
11851,lamboshi,EthStaker,EthStaker,0x6ceb5c34712b46e7680bb49f1c55a5054b23bc146e944079585343bd619745ea,False
11596,launamu,Collective Feedback Commission,Collective Feedback Commission Citizens House,0x9056aef66264e926d4aefa66cf45438b2586459934515dff43432e7a95d0d972,True
11596,launamu,Metagov,Grant Innovation Lab,0xda96b973f206589044d7ea1578683ae48332f4383c05bae3ae090c513242fc2f,True
11596,launamu,Metrics Garden Labs,Impact Evaluation Framework + Metrics Garden Database,0x7753d360506e1d538e9a4720677595b2b811b3a3e74b81bd54c52ddfaaf51537,True
11596,launamu,Metrics Garden Labs,Impact Garden,0x1465ff94f25adde905a672156b32db43cb6604aa1625343e6fd567c9d3e03348,True
11596,launamu,,Badgeholder Sessions,0x028d6844eb60c25ac000df81091f61e98461b9eb760a7a56ee5a7bbe765e015d,True
