fid,username,organization_name,project_name,project_id,is_badgeholder
496865,lawyerd,Lawyerd,Lawyerd,0x28e4e251a3d4c82029f0510ba3d10bb18eaf60d30fbaaf871bffcc87c23b9ceb,False
563904,leadowski,OPTECH,test,0x8e49172e0b8fad0744e14b2c91025d2c51731d94e31485831074c819317b9a53,False
288719,lehmannlorenz,growthepie.xyz 🥧📏,growthepie 🥧📏 RetroPGF 3 tracker - Clarity for Badgeholders and Project Owners,0xa38f3efb4fb8f6fcefb80f0262645ac05d5548cad0308ee49520c48c4e8cbd1f,False
236822,leuts.eth,,Aragon ,0xa08c7ab7824d147d6cb87ffb4e86cec454a030d48b8c395bad6d64456be3d911,False
9910,levertz,IDriss,Governance widget for X and Farcaster,0x941a54c065d6e191d7816a63c83648764e6d219db0a2fe804706576a957fcc4d,False
5283,limes.eth,Onchain Clarity Co,GovScore,0x4a4f522807b32a1e1362a37c868d107f63407947d4efdc4e9ecc94c0fa77db0c,False
836338,lioba,,Attacks on DAOs (Academic Research Project),0x40fa5bb784b8ccb83aaca90dd00532f59f090f16652d050a4a14053b64617bb1,False
375191,luukdao,Superchain Eco,Superchain Space,0x1b505ba12a6da678657a18bfa072a7c0cca2a2bec0352903641235a055e75dd9,False
17881,m4rio,Grants Council,Grants Council [Season 6],0xb1008ff614a6942ab770dbbf4f2978d58bdc51b6b7386223b12fb5bc46b7bb29,False
864191,mahdiii,,Pairwise,0x98877a3c5f3d5eee496386ae93a23b17f0f51b70b3041b3c8226f98fbeca09ec,False
210859,manishiwa,growthepie.xyz 🥧📏,growthepie 🥧📏 RetroPGF 3 tracker - Clarity for Badgeholders and Project Owners,0xa38f3efb4fb8f6fcefb80f0262645ac05d5548cad0308ee49520c48c4e8cbd1f,False
192845,marcela,Agora,OP Governance App,0x32942ffa0d751769bb55b53d9c32085463e9bfe668ae8aa5d4a736c46b4130c5,False
192845,marcela,Agora,OP Governance Contracts,0x8d7569742539aab697bd8825e7c49883743778b38b6090660fbdf84ec2c3938f,False
192845,marcela,Agora,Retro Funding & Token House API,0xf752ab3ca3a629004c99cd509b9b018e317c20ccc69344e491431a48836229ec,False
192845,marcela,Agora,Retro Funding 3 Voting App,0x10d59efed113e75efd8931b2d65079881e0c43466bb8edce2c22abcd2fb7b985,False
192845,marcela,Agora,Retro Funding App (Sign up and Identity),0x86945b0e97c101bc4cfdb82f897bd5cd16dcdf28b60b4c8887de88155c5c70da,False
345624,marcelorefi.eth,Giveth,DeVouch powered by Giveth,0x5decc7c7bb5ac6448be3408fd18e5c75738725d739711985e2c55026d2fa1391,False
438002,marcuszheng,LXDAO,LXDAO,0xd77daddc2108d9ea5d87b66d2ec5a8dd6265084b2a3e67ec6b94afe2136ee1c9,False
438002,marcuszheng,,FairSharing,0xddd8fe12e137d98708193e5149c564a8fa308ff576d65e00e28a60a4223b09f5,False
538276,markop,Giveth,DeVouch powered by Giveth,0x5decc7c7bb5ac6448be3408fd18e5c75738725d739711985e2c55026d2fa1391,False
538276,markop,,Pairwise,0x98877a3c5f3d5eee496386ae93a23b17f0f51b70b3041b3c8226f98fbeca09ec,False
3468,mashal,Metagov,Grant Innovation Lab,0xda96b973f206589044d7ea1578683ae48332f4383c05bae3ae090c513242fc2f,False
234582,mastermojo,Grants Council,Grants Council [Season 5],0xff70c6ae94fa0b644e08bab08e1f91f3d596ba9b7facbdf3e63fa83668dd000d,True
234582,mastermojo,Grants Council,Grants Council [Season 6],0xb1008ff614a6942ab770dbbf4f2978d58bdc51b6b7386223b12fb5bc46b7bb29,True
15954,mateodaza,Giveth,DeVouch powered by Giveth,0x5decc7c7bb5ac6448be3408fd18e5c75738725d739711985e2c55026d2fa1391,False
190923,mattgov.eth,Grants Council,Grants Council [Season 5],0xff70c6ae94fa0b644e08bab08e1f91f3d596ba9b7facbdf3e63fa83668dd000d,True
190923,mattgov.eth,Grants Council,Grants Council [Season 6],0xb1008ff614a6942ab770dbbf4f2978d58bdc51b6b7386223b12fb5bc46b7bb29,True
849514,matthewfx,Upnode,Farcaster Attestation,0xaa4cf223915387f8e0cd66640f86f4f770d0c1edfc4303ce1d596a735747e673,False
208141,mattstephenson,Collective Feedback Commission,Collective Feedback Commission Citizens House,0x9056aef66264e926d4aefa66cf45438b2586459934515dff43432e7a95d0d972,True
328366,maxsemenchuk,GovGraph,GovGraph.fyi,0x4201a4ad6468dff549edc3096367ac4beec946b701f94da7abc11182320d15a3,False
286924,metawavestudio,,Academy,0x4140053e8fb4a2dd1017ab794cf6242cee78c664af8fad74d39744aa3b6e7708,False
18149,mikely,,FairSharing,0xddd8fe12e137d98708193e5149c564a8fa308ff576d65e00e28a60a4223b09f5,False
593869,mistermeow,OP Grants Tracker,Optimism Grant analytics: Grant3,0xd40ddc75030d57f8bad628a6563e33363f2a81ffa5fdc468ba222b8f0ab24fb3,False
476,mmurthy,Grants Council,Grants Council [Season 5],0xff70c6ae94fa0b644e08bab08e1f91f3d596ba9b7facbdf3e63fa83668dd000d,False
476,mmurthy,Grants Council,Grants Council [Season 6],0xb1008ff614a6942ab770dbbf4f2978d58bdc51b6b7386223b12fb5bc46b7bb29,False
860410,moenick,,Pairwise,0x98877a3c5f3d5eee496386ae93a23b17f0f51b70b3041b3c8226f98fbeca09ec,False
236230,moneymandoug,Grants Council,Grants Council [Season 5],0xff70c6ae94fa0b644e08bab08e1f91f3d596ba9b7facbdf3e63fa83668dd000d,False
236230,moneymandoug,Grants Council,Grants Council [Season 6],0xb1008ff614a6942ab770dbbf4f2978d58bdc51b6b7386223b12fb5bc46b7bb29,False
865235,monkelmoo,growthepie.xyz 🥧📏,growthepie 🥧📏 RetroPGF 3 tracker - Clarity for Badgeholders and Project Owners,0xa38f3efb4fb8f6fcefb80f0262645ac05d5548cad0308ee49520c48c4e8cbd1f,False
9516,mseidl,growthepie.xyz 🥧📏,growthepie 🥧📏 RetroPGF 3 tracker - Clarity for Badgeholders and Project Owners,0xa38f3efb4fb8f6fcefb80f0262645ac05d5548cad0308ee49520c48c4e8cbd1f,False
862535,mtnkrazy,Collective Exponents Ltd,Quantitative Simulations and Analysis of RetroPGF Voting Mechanisms,0xdf3c24c2193f7c8b87f17e87daea9b39aaa6f5b2b39b9c26b1538f2d16a32ee6,False
864622,naderfyi,growthepie.xyz 🥧📏,growthepie 🥧📏 RetroPGF 3 tracker - Clarity for Badgeholders and Project Owners,0xa38f3efb4fb8f6fcefb80f0262645ac05d5548cad0308ee49520c48c4e8cbd1f,False
230751,natesuits.eth,Token Engineering Commons,Token Engineering Commons,0xd95c5255033f7bfa9edae64d802ada17b638cd8214836565ba5ec7b6a0252fb3,False
20542,ncale.eth,Onchain Clarity Co,GovScore,0x4a4f522807b32a1e1362a37c868d107f63407947d4efdc4e9ecc94c0fa77db0c,False
228052,nemmtor,IDriss,Governance widget for X and Farcaster,0x941a54c065d6e191d7816a63c83648764e6d219db0a2fe804706576a957fcc4d,False
547810,nikolatrix,,Gravity DAO,0xa8c946244b7b2b556c9a5bba875d7d86f13de7758e6c16c5b8cf15311ccdb8a9,False
490810,nikty279,,Uni z,0x14767fadc6106fbb0e94971a5cdebf965705fddba87cafa46b010e3f1bd78094,False
4996,nixo,EthStaker,EthStaker,0x6ceb5c34712b46e7680bb49f1c55a5054b23bc146e944079585343bd619745ea,True
352574,noah-eth,,Optimism Developer Advisory Board (S6),0x74f635c5e7c0791e65d8574cf6c622125b3685017876b99661843d06608e9f90,False
655671,notpr0,Scry,Vault,0xe67bc412f944dcb88d35a3d1ae9ff86834b28ca921b601a12ddde332e5c59e26,False
655671,notpr0,,Scry Protocol,0x278442aa60cfdfad09d58112baecb05486dde654b47db21fb3d2274a2639bd47,False
850761,nub88,Spearbit/Cantina Security Services,Cantina.xyz - Security Audit for OP Cycle 19,0xd4d64a473140c3ce516878d6c5e6883a077c5598220383ce6294c9ee0b855133,False
5882,obront,,Developer Advisory Board (Season 5),0xba7c8a2db32c58edd81ac40c8330f8d3492def1bd9adc31d6048ec75e88ad523,False
5882,obront,,Optimism Developer Advisory Board (S6),0x74f635c5e7c0791e65d8574cf6c622125b3685017876b99661843d06608e9f90,False
192336,opmichael,Grants Council,Grants Council [Season 5],0xff70c6ae94fa0b644e08bab08e1f91f3d596ba9b7facbdf3e63fa83668dd000d,True
192336,opmichael,Grants Council,Grants Council [Season 6],0xb1008ff614a6942ab770dbbf4f2978d58bdc51b6b7386223b12fb5bc46b7bb29,True
192336,opmichael,,OP Badgeholder Analysis and Dashboard,0x243b5228be95d796c94acfaa33fd7c3efe020301dd417485ea20db7e8d007cb9,True
192336,opmichael,,OPDelegate.com,0xc4780d63f80531d1ba1ea9b05697b9288da5598fb1f6f8b78afd91c007c97b1b,True
192336,opmichael,,Optimism Governance Calls,0x5e273cdfe70177d7e48afcc29f2cc76a361d9bc49edf294d72089d2fed156871,True
854360,optimismtester,,Unichain,0x302b1d4bca9f442c52ea11d3ad6838eea61d0ff587ffa3f2de8eb46f61480ecc,False
12690,owocki,,Gitcoin,0x6aa80764b6082947c3b2de86fe12804eb475b0afb719de50b9eed60b86f20535,False
390184,pabl0cks,🏰 BuidlGuidl,Impact Calculator Prototype,0xa48910be16b303051d04ee3b002a0c5e5b6b362d68723234df46fae3e987e40d,False
20928,partydao,,Party.app + Party Protocol,0x850df51e29f2846a5f085d88e6b6fc13fad51ad7161f8a825ed09d470668161a,False
707675,paslar,Praise,Praise,0x1e08897960cdb18df87f253f4e0f047b2edba189ea7403e5448ed2ba443f0013,False
707675,paslar,Praise,Superchain Attestation Explorer,0x2217fff9c71c330355d013523284df732b70530b5f1f15c590e6f6292f5a989c,False
320694,pfedprog,Dspyt,EVM Explorer,0x229bbc8163bdee3891cde1c18c74ab3afc72e8683692fc7f1b767570cbe7c4a7,False
855067,pgov,Code of Conduct S5,Code of Conduct Council S5,0xb048fd114695d6c903457e968fed1d67681b52400a31e10fe4f9f9d053279792,False
855067,pgov,Grants Council,Grants Council [Season 5],0xff70c6ae94fa0b644e08bab08e1f91f3d596ba9b7facbdf3e63fa83668dd000d,False
855067,pgov,Grants Council,Grants Council [Season 6],0xb1008ff614a6942ab770dbbf4f2978d58bdc51b6b7386223b12fb5bc46b7bb29,False
559551,pgpsam,,Tadpole,0xe3dc2b3eea3c439d3662eab18bee971125398397a9eb2e769120b16c678e070c,False
394600,poonpetch,Upnode,Farcaster Attestation,0xaa4cf223915387f8e0cd66640f86f4f770d0c1edfc4303ce1d596a735747e673,False
394600,poonpetch,,RetroList,0xdd197ad6aa36b5d3753c1710960b40f1e23e941b6967444afe36860c3f2e288c,False
18344,pumbi,SEED Gov,SEED Gov ,0x78321a16ccf90916db134d71eb0aca96eed5a4845695700a08427ba77bb8fa43,False
866336,rachel-reown,WalletConnect Foundation,WalletConnect Network,0xf5af54fc0c301d0714cbbba7624a5f82960590b62196780e4aa841f1ce17214b,False
284553,rashmivabbigeri,DAOstar,DAOstar,0x81f3e812a5677ddc5fb1a1e0c38ce6eb03f3b0a11a65283f42cdf93ceb5f66f8,False
211697,raven50mm,50MM Collective,Sunny GPT,0x9704577ccb496eefa8c0a44e024b60229b621dea5d3f982dbea1ba07ef510c2f,False
196332,rayjun,LXDAO,LXDAO,0xd77daddc2108d9ea5d87b66d2ec5a8dd6265084b2a3e67ec6b94afe2136ee1c9,False
196332,rayjun,,FairSharing,0xddd8fe12e137d98708193e5149c564a8fa308ff576d65e00e28a60a4223b09f5,False
251810,retropgf,,RetroPGF Community ,0x5e0885d3e3872ed231d0501c7f3f5f93663106faf7dc1b2e23065517f722c603,False
17672,rev,Collective Feedback Commission,Collective Feedback Commission Citizens House,0x9056aef66264e926d4aefa66cf45438b2586459934515dff43432e7a95d0d972,True
361151,ricktik,,Aragon ,0xa08c7ab7824d147d6cb87ffb4e86cec454a030d48b8c395bad6d64456be3d911,False
350465,robertramdev,InBest,Optimism Governance in Costa Rica,0xe1c04b37660084b206fb3b851acc5f930ce88672787cd869ec84114244bcd33b,False
863948,robin-ethz,,Attacks on DAOs (Academic Research Project),0x40fa5bb784b8ccb83aaca90dd00532f59f090f16652d050a4a14053b64617bb1,False
334657,rpsn,Airdrop Finder,Airdrop Finder,0x33c6a6da4958c551038286a8fc5e05aab6a48f919320193e3172262681f6ca66,False
866371,rxcmtp,RadicalxChange Foundation,Quadratic Funding Development and Evangelism,0x54eea775f49b3a29c6b83ebe8f5e7db6a9906666d08411f5c262931d130bfed0,False
190564,ryscheng,Open Source Observer,OSO Insights & Data Science,0x77cc2b19e794565ceacafa96ad5fdc27964b605296e0a2303acc93d12659891d,False
190564,ryscheng,Open Source Observer,Onchain Impact Metrics for Retro Funding,0x6ccd260d86dd63ca323df3563561de58e3c6fc04f94b200ae5dbdfc7c625d562,False
725,sahil,OpenRank,Retro 4 Metrics: Trusted User Models and OpenRank Trusted User Model,0x008875f970469e090a5a843c68e3f8444e110a741990f03938e4ea42df8d11a2,False
725,sahil,OpenRank,Retro 5 Expert Voter Selection: Developer Reputation Score using Recursive Trust,0xdff778291bf6893ac1c67540cb7b552781721138767dbf59dd1d1ba132a4c377,False
725,sahil,OpenRank,Retro 5 Metrics: Trusted Github Contributors/Stars/Forks,0x61400c6b679bc467d522c7124819332c8a660716c55ea71f76f708d6bc296c22,False
725,sahil,OpenRank,Self-Serve Developer Ranking platform,0x09b585a065b43e85d9d86c9901b13fa80ac872228c57ffb23ed0063d1f2da28a,False
306944,sarahallen,Ari Juels's research group at Cornell Tech,Voting-Bloc Entropy (VBE),0x5f1def93f7d757bd498e7766d3b3735f5fd899c48ddda039b5e23b73a95fa4ec,True
306944,sarahallen,Collective Feedback Commission,Collective Feedback Commission Citizens House,0x9056aef66264e926d4aefa66cf45438b2586459934515dff43432e7a95d0d972,True
14176,sayo,,Delegate Match,0x2aed462c71fc322e9b783e4b4454cdd01eb1909cdaf85f32ce70e9e5f3dc0f33,False
268835,seedgov,SEED Gov,SEED Gov ,0x78321a16ccf90916db134d71eb0aca96eed5a4845695700a08427ba77bb8fa43,False
479358,shausome,OPTECH,test,0x8e49172e0b8fad0744e14b2c91025d2c51731d94e31485831074c819317b9a53,False
221311,shinya-mori,Fracton Research,Fracton Research - Retrospective Quantitative Review of Grants,0x9878b43855fa30e4a9c770cf80d777dc41c9ba2483d4f6a4d0eb185becc9a7ed,False
221311,shinya-mori,Metagov,Grant Innovation Lab,0xda96b973f206589044d7ea1578683ae48332f4383c05bae3ae090c513242fc2f,False
6390,shutanaka.eth,Fracton Research,Fracton Research - Retrospective Quantitative Review of Grants,0x9878b43855fa30e4a9c770cf80d777dc41c9ba2483d4f6a4d0eb185becc9a7ed,False
6116,sio.eth,,Aragon ,0xa08c7ab7824d147d6cb87ffb4e86cec454a030d48b8c395bad6d64456be3d911,False
531174,sixtykeys,daospace,daospace,0x8873b49c52bc007a83cf418e5529fd6fb55e22022e2173fa435b3f9c7b7a1ca7,False
4469,sov,Grants Council,Grants Council [Season 6],0xb1008ff614a6942ab770dbbf4f2978d58bdc51b6b7386223b12fb5bc46b7bb29,False
3864,spengrah.eth,Collective Feedback Commission,Collective Feedback Commission Citizens House,0x9056aef66264e926d4aefa66cf45438b2586459934515dff43432e7a95d0d972,True
284439,subssquid,,Unichain,0x302b1d4bca9f442c52ea11d3ad6838eea61d0ff587ffa3f2de8eb46f61480ecc,False
248128,suede,,Delegate Match,0x2aed462c71fc322e9b783e4b4454cdd01eb1909cdaf85f32ce70e9e5f3dc0f33,False
288927,superchaineco,Superchain Eco,Superchain Space,0x1b505ba12a6da678657a18bfa072a7c0cca2a2bec0352903641235a055e75dd9,False
1249,takeshi,Grants Council,Grants Council [Season 6],0xb1008ff614a6942ab770dbbf4f2978d58bdc51b6b7386223b12fb5bc46b7bb29,False
11961,tekr0x.eth,,Optimism Delegate Frame on Farcaster,0x3d7a2f24e671dc213e741a3e485ae306fdeabc488222496566a93491df40fbf6,False
11299,tempetechie.eth,,Optimism Delegate Frame on Farcaster,0x3d7a2f24e671dc213e741a3e485ae306fdeabc488222496566a93491df40fbf6,False
529669,thelastjosh,DAOstar,DAOstar,0x81f3e812a5677ddc5fb1a1e0c38ce6eb03f3b0a11a65283f42cdf93ceb5f66f8,False
529669,thelastjosh,Metagov,Grant Innovation Lab,0xda96b973f206589044d7ea1578683ae48332f4383c05bae3ae090c513242fc2f,False
529669,thelastjosh,Metagov,Metagov's Overall Activities,0xf43aadb10e4db7e22dc1b9c2557aeeff2a6869fafe4b833751cd56ae9a106070,False
291843,tobsch,growthepie.xyz 🥧📏,growthepie 🥧📏 RetroPGF 3 tracker - Clarity for Badgeholders and Project Owners,0xa38f3efb4fb8f6fcefb80f0262645ac05d5548cad0308ee49520c48c4e8cbd1f,False
361015,tokengineering,Token Engineering Academy (TE Academy),GovXS,0x684a9b5fbc38b6577950f0c641631e190c6edafc67d00ba6d8334a87ac95b407,False
815929,tommy37,IDriss,Governance widget for X and Farcaster,0x941a54c065d6e191d7816a63c83648764e6d219db0a2fe804706576a957fcc4d,False
314114,tox1c,ZoraMintTrading,ZoraMintTrading,0x5e67f2805efc2a9503b61506a76b92bd3fe4e3d90cd1c58d2c6093c75eeca5d6,False
318387,v3naru,Curia Lab,Curia OP Governance Analytics Dashboard,0x6b68c75e9dcd10c64f2b440e47589eb9ef29e17352055816e4f974401eab2358,True
318387,v3naru,Curia Lab,OP Passport,0xf718cb944a663318db4e425bfb8aeed45b3718e6cf9f665d17962e9d2cb71ef5,True
318387,v3naru,Grants Council,Grants Council [Season 5],0xff70c6ae94fa0b644e08bab08e1f91f3d596ba9b7facbdf3e63fa83668dd000d,True
318387,v3naru,Grants Council,Grants Council [Season 6],0xb1008ff614a6942ab770dbbf4f2978d58bdc51b6b7386223b12fb5bc46b7bb29,True
12144,wbnns,,Optimism Developer Advisory Board (S6),0x74f635c5e7c0791e65d8574cf6c622125b3685017876b99661843d06608e9f90,False
436039,web3citizenxyz,Web3 Citizen,Grants Pathfinder,0xb877b0180630c87746f9bc03999b5783ac41c7b82f1dbee4f144b186281f7261,False
436039,web3citizenxyz,Web3 Citizen,OP Bulletin,0xc750e06098f5e1e25a1535c8b9237f258777455466a53bb392738ba4bb7799c4,False
196389,websurfer.eth,🏰 BuidlGuidl,Impact Calculator Prototype,0xa48910be16b303051d04ee3b002a0c5e5b6b362d68723234df46fae3e987e40d,False
758615,wheebill,,OP Badgeholder Analysis and Dashboard,0x243b5228be95d796c94acfaa33fd7c3efe020301dd417485ea20db7e8d007cb9,False
541898,whyldwanderer,Giveth,DeVouch powered by Giveth,0x5decc7c7bb5ac6448be3408fd18e5c75738725d739711985e2c55026d2fa1391,False
16215,wildmolasses.eth,,Optimism Developer Advisory Board (S6),0x74f635c5e7c0791e65d8574cf6c622125b3685017876b99661843d06608e9f90,True
7255,wish,Anticapture Commission,Anticapture Commission [Season 5],0x6b990218e8307b1209f4275cb6660d02aad2f9a6d5b67b78935ee430b7fe590b,False
7255,wish,Anticapture Commission,Anticapture Commission [Season 6],0x27582c35a76cc0d2c36c13e8ba1900d67077479e8c78c7e0c19bbd16b0959cc4,False
842286,wit03,Catalyzt,Builder Ideas,0xb9d78191b74ed2c934424b7ba8d7fd8505bb5d1b0f989353edab2130bcf19bbc,False
842286,wit03,Catalyzt,Impact Calculator Experiment,0x7fe47a283e3af8e94764ce6ce7f861cf0706572978997fbdfdfe7c2072d541d9,False
842286,wit03,Catalyzt,RetroPGF Hub,0x4d840826049258b3895326fd67680cca25df9543d67859df49b9ff5635b62598,False
862466,yannvon,,Attacks on DAOs (Academic Research Project),0x40fa5bb784b8ccb83aaca90dd00532f59f090f16652d050a4a14053b64617bb1,False
101,yitong,Agora,OP Governance App,0x32942ffa0d751769bb55b53d9c32085463e9bfe668ae8aa5d4a736c46b4130c5,False
101,yitong,Agora,OP Governance Contracts,0x8d7569742539aab697bd8825e7c49883743778b38b6090660fbdf84ec2c3938f,False
101,yitong,Agora,Retro Funding & Token House API,0xf752ab3ca3a629004c99cd509b9b018e317c20ccc69344e491431a48836229ec,False
101,yitong,Agora,Retro Funding 3 Voting App,0x10d59efed113e75efd8931b2d65079881e0c43466bb8edce2c22abcd2fb7b985,False
101,yitong,Agora,Retro Funding App (Sign up and Identity),0x86945b0e97c101bc4cfdb82f897bd5cd16dcdf28b60b4c8887de88155c5c70da,False
307012,zefirium,,FrameMaker,0xf173b116c6383d6d7557d633de525a4535543265d800af3d8b15bc224dbab982,False
307012,zefirium,,Superchain CIS,0xbefbd5a6174eac1bcd63f40fd545d3a1bd7bec20c0b55146a0bc93eb83724290,False
307012,zefirium,,ZEFIRIUM,0x5838e2d718457331744eafbc1543f4c0443190a9294e48eeaabb7f3d0291f841,False
488597,zeptimus,,Pairwise,0x98877a3c5f3d5eee496386ae93a23b17f0f51b70b3041b3c8226f98fbeca09ec,False
259525,zulfian666,,Tadpole,0xe3dc2b3eea3c439d3662eab18bee971125398397a9eb2e769120b16c678e070c,False
