applicationId,projectId,applicationCategory,organization_name,name,has_github,has_contracts,has_venture_funding,has_revenue,past_grants,past_retrofunding,team_usernames,num_badgeholders
0x565c0d3fa78d5952f578158607bbcaa3ad6dbd50901b2ac68153185344a5403c,0x61400c6b679bc467d522c7124819332c8a660716c55ea71f76f708d6bc296c22,GOVERNANCE_INFRA_AND_TOOLING,OpenRank,Retro 5 Metrics: Trusted Github Contributors/Stars/Forks,False,False,True,False,0.0,0.0,"['gloriakexinwu', 'cerv1', 'sahil']",1
0x02801e8c789e9e80b518e06306062db04812dce557c961cfa0ff25928b7154af,0x09b585a065b43e85d9d86c9901b13fa80ac872228c57ffb23ed0063d1f2da28a,GOVERNANCE_INFRA_AND_TOOLING,OpenRank,Self-Serve Developer Ranking platform,False,False,True,False,0.0,0.0,"['sahil', 'gloriakexinwu']",0
0x8d402469d2681f25023a01407e8d511b9d26e91d8c31e81966d870dd2bc3b9b9,0x7c0fc0f80040cbf421f3c6988a653927cbd58fb433d11008da79dca50c2f7dd5,GOVERNANCE_LEADERSHIP,Optimystics,Eden Fractal Events,False,False,False,False,0.0,30000.0,['dansingjoy'],0
0x73e9613c45fcc2525d2886636d1adbb74f9eba411514dab62dfcd5ce9c31de8a,0x20617cf248dedb300831241862962584e00d2e3832f33bff8a582732c9ab8e2f,GOVERNANCE_LEADERSHIP,Optimystics,Optimism Fractal Respect Game Events,True,False,False,False,0.0,30000.0,['dansingjoy'],0
0x6ea7f149472e251980d3dae9a88430564fbe4651f0fc1e38fa37932e340409b1,0xdf635255c0fb3ee88b6b973bf2437f4f3ffe30fb77535325985ba5735a6f87eb,GOVERNANCE_LEADERSHIP,Optimystics,Optimism Town Hall + RetroPitches,False,False,False,False,0.0,0.0,['dansingjoy'],0
0x336ac39aefc89a9f2bb8832f362074d32a95a9d6fabec9195d0a162fcf23ff01,0xb35c0226e7701f1e9e63caeb56b2e1a8130c41bc651d1aed009cbcda43b387eb,GOVERNANCE_INFRA_AND_TOOLING,Optimystics,Optimystics Tools,True,True,False,False,0.0,30000.0,['dansingjoy'],0
0xd1616c95b99f6b04b37a2113aaac75131ee19ec9cc5f028d2a57127419b560e2,0x120cdd8e43ae1efbafdf02eda876e1952c05a52870c8d5a8f56d9ec0f79f586d,GOVERNANCE_INFRA_AND_TOOLING,Passport XYZ,Passport XYZ | Gitcoin Passport,True,True,True,False,0.0,69078.0,['kbw'],1
0x6023480205c8c7eb56ed2089526be236bd2683fb029e10ee23ee0b1af91cb8a4,0x1e08897960cdb18df87f253f4e0f047b2edba189ea7403e5448ed2ba443f0013,GOVERNANCE_INFRA_AND_TOOLING,Praise,Praise,True,True,False,False,112000.0,68916.0,"['paslar', 'ahmad', 'griff.eth', 'krati']",1
0xe848d4e43eb528f85c31b72eabec72f1dfc368c71e1a837daa576e96cb56862a,0x2217fff9c71c330355d013523284df732b70530b5f1f15c590e6f6292f5a989c,GOVERNANCE_INFRA_AND_TOOLING,Praise,Superchain Attestation Explorer,True,False,False,False,0.0,0.0,"['paslar', 'ahmad', 'griff.eth', 'krati']",1
0x0b45ced16f073bed0daeb1ce76b4b9f36fa49be9cfa217e471ea9c4fa92133b2,0x54eea775f49b3a29c6b83ebe8f5e7db6a9906666d08411f5c262931d130bfed0,GOVERNANCE_INFRA_AND_TOOLING,RadicalxChange Foundation,Quadratic Funding Development and Evangelism,True,False,False,False,0.0,50000.0,['rxcmtp'],0
0xd4631b6d489a02fe50d3385c99086c1e804eac3f5eab4f6a618f626e460bd353,0x130e9d79e5ca7415cb248002b196809f622d525578e10738bfd45696fab22f93,GOVERNANCE_ANALYTICS,Remox,Remox,True,False,True,False,0.0,0.0,[],0
0xca91efd33f6449174e49f67dd9fb9fcbc8194760fc8c04af6bd3de89c19b412a,0x78321a16ccf90916db134d71eb0aca96eed5a4845695700a08427ba77bb8fa43,GOVERNANCE_ANALYTICS,SEED Gov,SEED Gov ,False,False,False,False,10000.0,74936.0,"['seedgov', 'joxes', 'pumbi', 'fei']",1
0x4904c0e72694d140f5f3e3024c1438e9bf71a87849908883fd2777f788c51221,0xe67bc412f944dcb88d35a3d1ae9ff86834b28ca921b601a12ddde332e5c59e26,GOVERNANCE_INFRA_AND_TOOLING,Scry,Vault,True,True,False,False,0.0,0.0,['notpr0'],0
