date,git_repo,git_user,event_type,amount
2025-04-01 00:00:00,blockscout/blockscout,k1rill-fedoseev,PULL_REQUEST_REVIEW_COMMENT,2
2025-04-01 00:00:00,chainsafe/forest,hanabi1224,COMMIT_CODE,2
2025-04-01 00:00:00,probe-lab/website,dennis-tra,COMMIT_CODE,3
2025-04-01 00:00:00,libp2p/go-libp2p,abc105123,FORKED,1
2025-04-01 00:00:00,opensource-observer/oso,ryscheng,PULL_REQUEST_MERGED,1
2025-04-01 00:00:00,ipfs/boxo,hsanjuan,PULL_REQUEST_CLOSED,1
2025-04-01 00:00:00,libp2p/go-libp2p,abc105123,STARRED,1
2025-04-01 00:00:00,ipfs/boxo,gammazero,PULL_REQUEST_CLOSED,1
2025-04-01 00:00:00,opensource-observer/oso,ccerv1,PULL_REQUEST_MERGED,2
2025-04-01 00:00:00,opensource-observer/oso,ccerv1,ISSUE_COMMENT,1
2025-04-01 00:00:00,libp2p/go-libp2p,sukunrt,PULL_REQUEST_MERGED,3
2025-04-01 00:00:00,filecoin-project/venus,simlecode,RELEASE_PUBLISHED,1
2025-04-01 00:00:00,opensource-observer/oso,icarog,PULL_REQUEST_OPENED,1
2025-04-01 00:00:00,ipfs-force-community/droplet,simlecode,RELEASE_PUBLISHED,1
2025-04-01 00:00:00,blockscout/blockscout,vbaranov,ISSUE_CLOSED,10
2025-04-01 00:00:00,blockscout/blockscout,ztm0929,STARRED,1
2025-04-01 00:00:00,chainsafe/forest,lesnyrumcajs,PULL_REQUEST_OPENED,1
2025-04-01 00:00:00,libp2p/py-libp2p,panditdhamdhere,ISSUE_COMMENT,1
2025-04-01 00:00:00,blockscout/blockscout,fedor-ivn,ISSUE_COMMENT,3
2025-04-01 00:00:00,ipfs-force-community/droplet,simlecode,PULL_REQUEST_MERGED,1
2025-04-01 00:00:00,chainsafe/forest,hanabi1224,ISSUE_COMMENT,2
2025-04-01 00:00:00,libp2p/go-libp2p,sukunrt,ISSUE_CLOSED,1
2025-04-01 00:00:00,opensource-observer/oso,ccerv1,COMMIT_CODE,2
2025-04-01 00:00:00,opensource-observer/oso,ravenac95,PULL_REQUEST_MERGED,2
2025-04-01 00:00:00,opensource-observer/oso,rohitmalekar,ISSUE_COMMENT,2
2025-04-01 00:00:00,blockscout/blockscout,blockchaindevsh,ISSUE_CLOSED,1
2025-04-01 00:00:00,blockscout/blockscout,varasev,PULL_REQUEST_MERGED,1
2025-04-01 00:00:00,filecoin-project/curio,snadrus,PULL_REQUEST_REVIEW_COMMENT,2
2025-04-01 00:00:00,filecoin-project/curio,lexluthr,COMMIT_CODE,3
2025-04-01 00:00:00,blockscout/blockscout,fedor-ivn,PULL_REQUEST_MERGED,3
2025-04-01 00:00:00,drips-network/app,efstajas,PULL_REQUEST_CLOSED,2
2025-04-01 00:00:00,chainsafe/forest,elmattic,PULL_REQUEST_CLOSED,1
2025-04-01 00:00:00,blockscout/blockscout,vbaranov,PULL_REQUEST_MERGED,2
2025-04-01 00:00:00,ipfs/boxo,astronaut1712,STARRED,1
2025-04-01 00:00:00,filecoin-project/curio,lexluthr,ISSUE_COMMENT,6
2025-04-01 00:00:00,blockscout/blockscout,varasev,PULL_REQUEST_REVIEW_COMMENT,5
2025-04-01 00:00:00,libp2p/go-libp2p,volodymyrbg,ISSUE_COMMENT,1
2025-04-01 00:00:00,ipfs/boxo,hsanjuan,PULL_REQUEST_MERGED,1
2025-04-01 00:00:00,opensource-observer/oso,ccerv1,ISSUE_OPENED,2
2025-04-01 00:00:00,opensource-observer/oso,ryscheng,ISSUE_CLOSED,6
2025-04-01 00:00:00,filecoin-project/fips,rvagg,ISSUE_COMMENT,3
2025-04-01 00:00:00,blockscout/blockscout,fedor-ivn,COMMIT_CODE,1
2025-04-01 00:00:00,opensource-observer/oso,ravenac95,PULL_REQUEST_CLOSED,2
2025-04-01 00:00:00,opensource-observer/oso,ryscheng,ISSUE_COMMENT,9
2025-04-01 00:00:00,blockscout/blockscout,fedor-ivn,PULL_REQUEST_OPENED,2
2025-04-01 00:00:00,ipfs/ipfs-desktop,randymcmillan,STARRED,1
2025-04-01 00:00:00,opensource-observer/oso,ryscheng,ISSUE_OPENED,4
2025-04-01 00:00:00,opensource-observer/oso,ryscheng,PULL_REQUEST_CLOSED,1
2025-04-01 00:00:00,libp2p/libp2p,16point7,STARRED,1
2025-04-01 00:00:00,gainforest/ecocertain,s-adamantine,COMMIT_CODE,2
2025-04-01 00:00:00,blockscout/blockscout,fedor-ivn,ISSUE_CLOSED,1
2025-04-01 00:00:00,ipfs-force-community/droplet,simlecode,PULL_REQUEST_OPENED,1
2025-04-01 00:00:00,filecoin-project/curio,strahe,PULL_REQUEST_OPENED,1
2025-04-01 00:00:00,blockscout/blockscout,sreesohtml,STARRED,1
2025-04-01 00:00:00,filecoin-project/venus,simlecode,PULL_REQUEST_OPENED,2
2025-04-01 00:00:00,gainforest/ecocertain,satyam-mishra-pce,ISSUE_COMMENT,1
2025-04-01 00:00:00,ipfs/boxo,gammazero,ISSUE_COMMENT,4
2025-04-01 00:00:00,ipfs/ipfs-desktop,mic851,FORKED,1
2025-04-01 00:00:00,opensource-observer/oso,ravenac95,PULL_REQUEST_OPENED,2
2025-04-01 00:00:00,opensource-observer/oso,ryscheng,COMMIT_CODE,1
2025-04-01 00:00:00,gainforest/ecocertain,s-adamantine,ISSUE_COMMENT,1
2025-04-01 00:00:00,chainsafe/forest,hanabi1224,PULL_REQUEST_MERGED,2
2025-04-01 00:00:00,filecoin-project/venus,simlecode,PULL_REQUEST_CLOSED,1
2025-04-01 00:00:00,gainforest/ecocertain,s-adamantine,ISSUE_COMMENT,1
2025-04-01 00:00:00,filecoin-project/curio,strahe,PULL_REQUEST_MERGED,1
2025-04-01 00:00:00,libp2p/libp2p,ferraridavide,STARRED,1
2025-04-01 00:00:00,blockscout/blockscout,nikitosing,ISSUE_COMMENT,4
2025-04-01 00:00:00,libp2p/go-libp2p,sukunrt,PULL_REQUEST_REVIEW_COMMENT,3
2025-04-01 00:00:00,chainsafe/forest,lemmih,ISSUE_OPENED,1
2025-04-01 00:00:00,libp2p/go-libp2p,sukunrt,PULL_REQUEST_CLOSED,3
2025-04-01 00:00:00,chainsafe/forest,lesnyrumcajs,ISSUE_OPENED,1
2025-04-01 00:00:00,chainsafe/forest,hanabi1224,PULL_REQUEST_CLOSED,4
2025-04-01 00:00:00,blockscout/blockscout,fedor-ivn,PULL_REQUEST_CLOSED,1
2025-04-01 00:00:00,axelarnetwork/axelar-contract-deployments,cgorenflo,PULL_REQUEST_MERGED,1
2025-04-01 00:00:00,axelarnetwork/axelar-contract-deployments,cgorenflo,PULL_REQUEST_CLOSED,1
2025-04-01 00:00:00,gainforest/ecocertain,s-adamantine,COMMIT_CODE,2
2025-04-01 00:00:00,libp2p/go-libp2p,sukunrt,COMMIT_CODE,1
2025-04-01 00:00:00,gainforest/ecocertain,s4mmyb,STARRED,1
2025-04-01 00:00:00,chainsafe/forest,hanabi1224,PULL_REQUEST_REVIEW_COMMENT,4
2025-04-01 00:00:00,filecoin-project/venus,simlecode,PULL_REQUEST_MERGED,2
2025-04-01 00:00:00,axelarnetwork/axelar-contract-deployments,cgorenflo,COMMIT_CODE,1
2025-04-01 00:00:00,blockscout/blockscout,fedor-ivn,PULL_REQUEST_REVIEW_COMMENT,4
2025-04-01 00:00:00,filecoin-project/curio,lexluthr,PULL_REQUEST_CLOSED,3
2025-04-01 00:00:00,opensource-observer/oso,ryscheng,PULL_REQUEST_OPENED,1
2025-04-01 00:00:00,blockscout/blockscout,mustafacryptolife,STARRED,2
2025-04-01 00:00:00,opensource-observer/oso,ravenac95,COMMIT_CODE,3
2025-04-01 00:00:00,ipfs-force-community/droplet,tediou5,COMMIT_CODE,4
2025-04-01 00:00:00,blockscout/blockscout,akolotov,PULL_REQUEST_REVIEW_COMMENT,4
2025-04-01 00:00:00,blockscout/blockscout,vbaranov,PULL_REQUEST_CLOSED,9
2025-04-01 00:00:00,filecoin-project/venus,tediou5,PULL_REQUEST_CLOSED,1
2025-04-01 00:00:00,ipfs-force-community/droplet,tediou5,PULL_REQUEST_CLOSED,1
2025-04-01 00:00:00,drips-network/app,efstajas,ISSUE_CLOSED,2
2025-04-01 00:00:00,opensource-observer/oso,ccerv1,ISSUE_CLOSED,1
2025-04-01 00:00:00,filecoin-project/curio,lexluthr,PULL_REQUEST_MERGED,2
2025-04-01 00:00:00,blockscout/blockscout,akolotov,PULL_REQUEST_OPENED,1
2025-04-01 00:00:00,opensource-observer/oso,ccerv1,PULL_REQUEST_CLOSED,2
2025-04-01 00:00:00,drips-network/app,efstajas,COMMIT_CODE,1
2025-04-01 00:00:00,blockscout/blockscout,nikitosing,PULL_REQUEST_MERGED,3
2025-04-01 00:00:00,ipfs/helia,dhruv-varshney-developer,ISSUE_COMMENT,1
2025-04-01 00:00:00,ipfs/boxo,hsanjuan,COMMIT_CODE,3
2025-04-01 00:00:00,blockscout/blockscout,vbaranov,PULL_REQUEST_REVIEW_COMMENT,7
2025-04-01 00:00:00,gainforest/ecocertain,s4mmyb,STARRED,1
2025-04-01 00:00:00,drand/drand,anomalroil,PULL_REQUEST_OPENED,1
2025-04-01 00:00:00,chainsafe/forest,sudo-shashank,ISSUE_OPENED,1
2025-04-01 00:00:00,drips-network/app,efstajas,PULL_REQUEST_MERGED,1
2025-04-01 00:00:00,filecoin-project/curio,lexluthr,ISSUE_CLOSED,4
2025-04-01 00:00:00,libp2p/py-libp2p,paschal533,ISSUE_COMMENT,1
2025-04-01 00:00:00,fil-builders/fil-frame,harshs1611,STARRED,1
2025-04-01 00:00:00,blockscout/blockscout,vbaranov,COMMIT_CODE,9
2025-04-01 00:00:00,filecoin-project/fips,rvagg,PULL_REQUEST_REVIEW_COMMENT,5
2025-04-01 00:00:00,ipfs/boxo,versalixis,ISSUE_COMMENT,1
2025-04-01 00:00:00,chainsafe/forest,akaladarshi,PULL_REQUEST_REVIEW_COMMENT,1
2025-04-01 00:00:00,filecoin-project/fips,rvagg,PULL_REQUEST_OPENED,1
2025-04-01 00:00:00,libp2p/py-libp2p,paschal533,PULL_REQUEST_CLOSED,1
2025-04-01 00:00:00,filecoin-project/venus,tediou5,COMMIT_CODE,5
2025-04-01 00:00:00,blockscout/blockscout,votik-admin,STARRED,1
2025-04-01 00:00:00,libp2p/go-libp2p,vladopajic,ISSUE_COMMENT,1
2025-04-01 00:00:00,opensource-observer/oso,jabolol,ISSUE_OPENED,1
2025-04-01 00:00:00,blockscout/blockscout,vbaranov,ISSUE_COMMENT,2
2025-04-01 00:00:00,probe-lab/website,probelab-cmi,COMMIT_CODE,9
2025-04-01 00:00:00,chainsafe/forest,lesnyrumcajs,PULL_REQUEST_REVIEW_COMMENT,6
2025-04-01 00:00:00,blockscout/blockscout,nikitosing,PULL_REQUEST_REVIEW_COMMENT,10
2025-04-01 00:00:00,blockscout/blockscout,xchmwang,STARRED,1
2025-04-01 00:00:00,axelarnetwork/axelar-contract-deployments,ahramy,PULL_REQUEST_REVIEW_COMMENT,3
2025-04-01 00:00:00,filecoin-project/venus,simlecode,COMMIT_CODE,2
2025-04-01 00:00:00,opensource-observer/oso,ravenac95,ISSUE_OPENED,1
2025-04-01 00:00:00,rpcpool/yellowstone-faithful,anjor,ISSUE_COMMENT,2
2025-04-01 00:00:00,chainsafe/forest,hanabi1224,PULL_REQUEST_OPENED,3
2025-04-01 00:00:00,filecoin-project/boost,linjintiande,STARRED,1
2025-04-01 00:00:00,opensource-observer/oso,ccerv1,PULL_REQUEST_OPENED,1
2025-04-01 00:00:00,opensource-observer/oso,ravenac95,ISSUE_COMMENT,3
2025-04-01 00:00:00,libp2p/go-libp2p,marcopolo,PULL_REQUEST_REVIEW_COMMENT,2
2025-04-02 00:00:00,libp2p/py-libp2p,pacrob,ISSUE_COMMENT,1
2025-04-02 00:00:00,filecoin-project/fips,rvagg,PULL_REQUEST_CLOSED,1
2025-04-02 00:00:00,filecoin-project/fips,rvagg,PULL_REQUEST_MERGED,1
2025-04-02 00:00:00,blockscout/blockscout,vbaranov,ISSUE_CLOSED,4
2025-04-02 00:00:00,libp2p/go-libp2p,marcopolo,PULL_REQUEST_REVIEW_COMMENT,2
2025-04-02 00:00:00,filecoin-project/fips,rvagg,PULL_REQUEST_REVIEW_COMMENT,3
2025-04-02 00:00:00,chainsafe/forest,akaladarshi,ISSUE_COMMENT,1
2025-04-02 00:00:00,chainsafe/forest,sudo-shashank,COMMIT_CODE,1
2025-04-02 00:00:00,fil-builders/fil-frame,barbaraperic,ISSUE_OPENED,1
2025-04-02 00:00:00,filecoin-project/curio,lexluthr,PULL_REQUEST_OPENED,1
2025-04-02 00:00:00,ipfs/helia,ivon852,STARRED,1
2025-04-02 00:00:00,opensource-observer/oso,ravenac95,ISSUE_OPENED,2
2025-04-02 00:00:00,libp2p/go-libp2p,pramod-325,STARRED,1
2025-04-02 00:00:00,blockscout/blockscout,vbaranov,ISSUE_COMMENT,2
2025-04-02 00:00:00,filecoin-project/boost,lexluthr,PULL_REQUEST_OPENED,1
2025-04-02 00:00:00,libp2p/go-libp2p,pramod-325,FORKED,1
2025-04-02 00:00:00,opensource-observer/oso,rohitmalekar,ISSUE_OPENED,3
2025-04-02 00:00:00,filecoin-project/fips,rvagg,COMMIT_CODE,1
2025-04-02 00:00:00,blockscout/blockscout,vbaranov,PULL_REQUEST_REVIEW_COMMENT,9
2025-04-02 00:00:00,blockscout/blockscout,gimlucom,ISSUE_COMMENT,1
2025-04-02 00:00:00,opensource-observer/oso,ccerv1,PULL_REQUEST_MERGED,2
2025-04-02 00:00:00,blockscout/blockscout,mosawiseyedreza092png,ISSUE_OPENED,1
2025-04-02 00:00:00,filecoin-project/curio,lexluthr,COMMIT_CODE,4
2025-04-02 00:00:00,opensource-observer/oso,ccerv1,ISSUE_OPENED,2
2025-04-02 00:00:00,opensource-observer/oso,ravenac95,COMMIT_CODE,5
2025-04-02 00:00:00,blockscout/blockscout,vbaranov,PULL_REQUEST_CLOSED,12
2025-04-02 00:00:00,opensource-observer/oso,ccerv1,PULL_REQUEST_OPENED,3
2025-04-02 00:00:00,axelarnetwork/axelar-contract-deployments,ahramy,PULL_REQUEST_REVIEW_COMMENT,2
2025-04-02 00:00:00,davidgasquez/filecoin-data-portal,tkh,STARRED,1
2025-04-02 00:00:00,probe-lab/website,probelab-cmi,COMMIT_CODE,8
2025-04-02 00:00:00,blockscout/blockscout,vbaranov,PULL_REQUEST_MERGED,1
2025-04-02 00:00:00,filecoin-project/curio,lexluthr,PULL_REQUEST_CLOSED,5
2025-04-02 00:00:00,gainforest/ecocertain,s-adamantine,PULL_REQUEST_CLOSED,4
2025-04-02 00:00:00,libp2p/go-libp2p,acbdef123,FORKED,1
2025-04-02 00:00:00,filecoin-project/boost,lexluthr,PULL_REQUEST_CLOSED,1
2025-04-02 00:00:00,libp2p/go-libp2p,marcopolo,ISSUE_COMMENT,1
2025-04-02 00:00:00,chainsafe/forest,lemmih,ISSUE_OPENED,1
2025-04-02 00:00:00,blockscout/blockscout,vbaranov,COMMIT_CODE,13
2025-04-02 00:00:00,gainforest/ecocertain,s-adamantine,PULL_REQUEST_OPENED,1
2025-04-02 00:00:00,filecoin-project/curio,lexluthr,ISSUE_COMMENT,4
2025-04-02 00:00:00,opensource-observer/oso,ryscheng,ISSUE_OPENED,3
2025-04-02 00:00:00,opensource-observer/oso,rohitmalekar,ISSUE_CLOSED,1
2025-04-02 00:00:00,filecoin-project/curio,lexluthr,ISSUE_CLOSED,2
2025-04-02 00:00:00,opensource-observer/oso,ravenac95,ISSUE_COMMENT,5
2025-04-02 00:00:00,opensource-observer/oso,ryscheng,ISSUE_COMMENT,2
2025-04-02 00:00:00,libp2p/py-libp2p,mystical-prog,PULL_REQUEST_OPENED,1
2025-04-02 00:00:00,ipfs/boxo,2color,PULL_REQUEST_REVIEW_COMMENT,1
2025-04-02 00:00:00,gainforest/ecocertain,s-adamantine,PULL_REQUEST_CLOSED,4
2025-04-02 00:00:00,gainforest/ecocertain,satyam-mishra-pce,PULL_REQUEST_MERGED,4
2025-04-02 00:00:00,ipfs/boxo,gammazero,ISSUE_COMMENT,2
2025-04-02 00:00:00,filecoin-project/boost,lexluthr,PULL_REQUEST_MERGED,1
2025-04-02 00:00:00,chainsafe/forest,akaladarshi,PULL_REQUEST_REVIEW_COMMENT,2
2025-04-02 00:00:00,opensource-observer/oso,ravenac95,PULL_REQUEST_REVIEW_COMMENT,1
2025-04-02 00:00:00,gainforest/ecocertain,satyam-mishra-pce,PULL_REQUEST_OPENED,4
2025-04-02 00:00:00,filecoin-project/curio,lexluthr,PULL_REQUEST_MERGED,2
2025-04-02 00:00:00,libp2p/go-libp2p,sunyihoo,STARRED,1
2025-04-02 00:00:00,opensource-observer/oso,rohitmalekar,ISSUE_COMMENT,3
2025-04-02 00:00:00,ipfs/boxo,hsanjuan,ISSUE_COMMENT,1
2025-04-02 00:00:00,chainsafe/forest,hanabi1224,PULL_REQUEST_MERGED,2
2025-04-02 00:00:00,filecoin-project/fips,rvagg,ISSUE_COMMENT,3
2025-04-02 00:00:00,blockscout/blockscout,nikitosing,PULL_REQUEST_MERGED,1
2025-04-02 00:00:00,filecoin-project/fips,bumblefudge,ISSUE_COMMENT,1
2025-04-02 00:00:00,hugomrdias/filecoin,hugomrdias,PULL_REQUEST_MERGED,3
2025-04-02 00:00:00,hugomrdias/filecoin,hugomrdias,ISSUE_COMMENT,3
2025-04-02 00:00:00,blockscout/blockscout,nikitosing,ISSUE_COMMENT,1
2025-04-02 00:00:00,probe-lab/website,dennis-tra,COMMIT_CODE,1
2025-04-02 00:00:00,axelarnetwork/axelar-contract-deployments,isi8787,PULL_REQUEST_REVIEW_COMMENT,3
2025-04-02 00:00:00,chainsafe/forest,hanabi1224,PULL_REQUEST_CLOSED,3
2025-04-02 00:00:00,chainsafe/forest,elmattic,PULL_REQUEST_REVIEW_COMMENT,4
2025-04-02 00:00:00,chainsafe/forest,lesnyrumcajs,PULL_REQUEST_CLOSED,2
2025-04-02 00:00:00,chainsafe/forest,lesnyrumcajs,PULL_REQUEST_MERGED,1
2025-04-02 00:00:00,hugomrdias/filecoin,hugomrdias,COMMIT_CODE,8
2025-04-02 00:00:00,filecoin-project/curio,snadrus,ISSUE_COMMENT,1
2025-04-02 00:00:00,opensource-observer/oso,ccerv1,COMMIT_CODE,2
2025-04-02 00:00:00,ipfs/boxo,lidel,PULL_REQUEST_OPENED,1
2025-04-02 00:00:00,hugomrdias/filecoin,hugomrdias,PULL_REQUEST_CLOSED,3
2025-04-02 00:00:00,libp2p/go-libp2p,rdnt,STARRED,1
2025-04-02 00:00:00,ipfs/boxo,codealandebug,STARRED,1
2025-04-02 00:00:00,chainsafe/forest,lesnyrumcajs,PULL_REQUEST_REVIEW_COMMENT,2
2025-04-02 00:00:00,blockscout/blockscout,nikitosing,PULL_REQUEST_REVIEW_COMMENT,2
2025-04-02 00:00:00,blockscout/blockscout,fedor-ivn,PULL_REQUEST_REVIEW_COMMENT,7
2025-04-02 00:00:00,drips-network/app,brandonhaslegs,ISSUE_CLOSED,1
2025-04-02 00:00:00,chainsafe/forest,lesnyrumcajs,COMMIT_CODE,1
2025-04-02 00:00:00,opensource-observer/oso,ravenac95,PULL_REQUEST_OPENED,3
2025-04-02 00:00:00,chainsafe/forest,sudo-shashank,PULL_REQUEST_MERGED,1
2025-04-02 00:00:00,gainforest/ecocertain,s-adamantine,PULL_REQUEST_OPENED,1
2025-04-02 00:00:00,opensource-observer/oso,ccerv1,PULL_REQUEST_CLOSED,2
2025-04-02 00:00:00,ipfs/helia,sgtpooki,PULL_REQUEST_REVIEW_COMMENT,3
2025-04-02 00:00:00,filecoin-project/curio,rjan90,PULL_REQUEST_REVIEW_COMMENT,2
2025-04-02 00:00:00,chainsafe/forest,hanabi1224,COMMIT_CODE,1
2025-04-02 00:00:00,hugomrdias/filecoin,hugomrdias,RELEASE_PUBLISHED,1
2025-04-02 00:00:00,filecoin-project/curio,snadrus,PULL_REQUEST_MERGED,1
2025-04-02 00:00:00,libp2p/py-libp2p,acul71,PULL_REQUEST_MERGED,1
2025-04-02 00:00:00,opensource-observer/oso,akhileshthite,STARRED,1
2025-04-02 00:00:00,blockscout/blockscout,nikitosing,ISSUE_OPENED,1
2025-04-02 00:00:00,drips-network/app,brandonhaslegs,ISSUE_OPENED,3
2025-04-02 00:00:00,ipfs-force-community/droplet,simlecode,ISSUE_OPENED,1
2025-04-02 00:00:00,chainsafe/forest,lesnyrumcajs,ISSUE_COMMENT,1
2025-04-02 00:00:00,ipfs/boxo,lidel,PULL_REQUEST_REVIEW_COMMENT,1
2025-04-02 00:00:00,libp2p/py-libp2p,pacrob,ISSUE_CLOSED,1
2025-04-02 00:00:00,ipfs/helia,sgtpooki,ISSUE_COMMENT,1
2025-04-02 00:00:00,libp2p/py-libp2p,pacrob,PULL_REQUEST_CLOSED,1
2025-04-02 00:00:00,libp2p/go-libp2p,vladopajic,ISSUE_COMMENT,1
2025-04-02 00:00:00,rpcpool/yellowstone-faithful,woodpecker-eye,ISSUE_COMMENT,1
2025-04-02 00:00:00,opensource-observer/oso,ravenac95,PULL_REQUEST_MERGED,3
2025-04-02 00:00:00,ipfs/boxo,lidel,ISSUE_COMMENT,1
2025-04-02 00:00:00,blockscout/blockscout,fedor-ivn,ISSUE_COMMENT,2
2025-04-02 00:00:00,opensource-observer/oso,ravenac95,PULL_REQUEST_CLOSED,3
2025-04-02 00:00:00,axelarnetwork/axelar-contract-deployments,milapsheth,PULL_REQUEST_REVIEW_COMMENT,5
2025-04-02 00:00:00,ipfs/ipfs-desktop,ifchen0,STARRED,1
2025-04-02 00:00:00,blockscout/blockscout,kiitofar27,FORKED,1
2025-04-02 00:00:00,opensource-observer/oso,ravenac95,ISSUE_CLOSED,2
2025-04-02 00:00:00,blockscout/blockscout,socheadev,STARRED,1
2025-04-02 00:00:00,ipfs/boxo,lidel,PULL_REQUEST_CLOSED,1
2025-04-02 00:00:00,chainsafe/forest,lesnyrumcajs,ISSUE_CLOSED,2
2025-04-03 00:00:00,libp2p/go-libp2p,khwahish29,ISSUE_COMMENT,1
2025-04-03 00:00:00,opensource-observer/oso,ccerv1,PULL_REQUEST_OPENED,1
2025-04-03 00:00:00,opensource-observer/oso,ryscheng,ISSUE_CLOSED,1
2025-04-03 00:00:00,ipfs/boxo,gammazero,PULL_REQUEST_CLOSED,1
2025-04-03 00:00:00,libp2p/go-libp2p,khwahish29,PULL_REQUEST_OPENED,1
2025-04-03 00:00:00,secured-finance/stablecoin-contracts,biga816,COMMIT_CODE,1
2025-04-03 00:00:00,blockscout/blockscout,nikitosing,ISSUE_CLOSED,34
2025-04-03 00:00:00,rpcpool/yellowstone-faithful,gagliardetto,ISSUE_COMMENT,1
2025-04-03 00:00:00,chainsafe/forest,akaladarshi,PULL_REQUEST_REVIEW_COMMENT,1
2025-04-03 00:00:00,axelarnetwork/axelar-contract-deployments,cjcobb23,PULL_REQUEST_CLOSED,1
2025-04-03 00:00:00,gainforest/ecocertain,s-adamantine,PULL_REQUEST_CLOSED,2
2025-04-03 00:00:00,chainsafe/forest,lesnyrumcajs,PULL_REQUEST_CLOSED,2
2025-04-03 00:00:00,opensource-observer/oso,ryscheng,PULL_REQUEST_CLOSED,2
2025-04-03 00:00:00,probe-lab/website,probelab-cmi,COMMIT_CODE,6
2025-04-03 00:00:00,probe-lab/website,dennis-tra,COMMIT_CODE,1
2025-04-03 00:00:00,gainforest/ecocertain,s-adamantine,PULL_REQUEST_CLOSED,2
2025-04-03 00:00:00,blockscout/blockscout,nikitosing,ISSUE_COMMENT,22
2025-04-03 00:00:00,opensource-observer/oso,ravenac95,ISSUE_COMMENT,6
2025-04-03 00:00:00,libp2p/py-libp2p,acul71,ISSUE_OPENED,1
2025-04-03 00:00:00,ipfs/helia,2color,ISSUE_COMMENT,1
2025-04-03 00:00:00,chainsafe/forest,lesnyrumcajs,ISSUE_COMMENT,1
2025-04-03 00:00:00,axelarnetwork/axelar-contract-deployments,cjcobb23,COMMIT_CODE,1
2025-04-03 00:00:00,davidgasquez/filecoin-data-portal,davidgasquez,PULL_REQUEST_CLOSED,1
2025-04-03 00:00:00,libp2p/libp2p,jershell,STARRED,1
2025-04-03 00:00:00,axelarnetwork/axelar-contract-deployments,ahramy,PULL_REQUEST_REVIEW_COMMENT,3
2025-04-03 00:00:00,chainsafe/forest,morrigan,COMMIT_CODE,1
2025-04-03 00:00:00,chainsafe/forest,morrigan,PULL_REQUEST_MERGED,1
2025-04-03 00:00:00,chainsafe/forest,morrigan,PULL_REQUEST_OPENED,1
2025-04-03 00:00:00,ipfs/ipfs-desktop,earthsouls,STARRED,1
2025-04-03 00:00:00,blockscout/blockscout,nikitosing,ISSUE_OPENED,1
2025-04-03 00:00:00,libp2p/go-libp2p,isuemendy,STARRED,1
2025-04-03 00:00:00,chainsafe/forest,akaladarshi,COMMIT_CODE,1
2025-04-03 00:00:00,opensource-observer/oso,ravenac95,PULL_REQUEST_OPENED,1
2025-04-03 00:00:00,axelarnetwork/axelar-contract-deployments,cjcobb23,PULL_REQUEST_OPENED,1
2025-04-03 00:00:00,libp2p/py-libp2p,acul71,ISSUE_COMMENT,1
2025-04-03 00:00:00,opensource-observer/oso,ravenac95,ISSUE_OPENED,3
2025-04-03 00:00:00,chainsafe/forest,hanabi1224,ISSUE_CLOSED,1
2025-04-03 00:00:00,axelarnetwork/axelar-contract-deployments,cjcobb23,PULL_REQUEST_MERGED,1
2025-04-03 00:00:00,opensource-observer/oso,ravenac95,PULL_REQUEST_REVIEW_COMMENT,3
2025-04-03 00:00:00,chainsafe/forest,masih,ISSUE_COMMENT,1
2025-04-03 00:00:00,chainsafe/forest,akaladarshi,PULL_REQUEST_MERGED,1
2025-04-03 00:00:00,libp2p/go-libp2p,marcopolo,ISSUE_COMMENT,2
2025-04-03 00:00:00,opensource-observer/oso,rohitmalekar,ISSUE_CLOSED,1
2025-04-03 00:00:00,opensource-observer/oso,rohitmalekar,ISSUE_OPENED,1
2025-04-03 00:00:00,opensource-observer/oso,ccerv1,ISSUE_COMMENT,1
2025-04-03 00:00:00,axelarnetwork/axelar-contract-deployments,milapsheth,PULL_REQUEST_REVIEW_COMMENT,6
2025-04-03 00:00:00,blockscout/blockscout,vbaranov,ISSUE_COMMENT,1
2025-04-03 00:00:00,opensource-observer/oso,ravenac95,COMMIT_CODE,1
2025-04-03 00:00:00,blockscout/blockscout,gimlucom,ISSUE_COMMENT,1
2025-04-03 00:00:00,ipfs/boxo,hsanjuan,PULL_REQUEST_REVIEW_COMMENT,2
2025-04-03 00:00:00,opensource-observer/oso,rohitmalekar,ISSUE_COMMENT,1
2025-04-03 00:00:00,chainsafe/forest,lesnyrumcajs,PULL_REQUEST_REVIEW_COMMENT,2
2025-04-03 00:00:00,ipfs/ipfs-desktop,gordonje,STARRED,1
2025-04-03 00:00:00,opensource-observer/oso,ravenac95,PULL_REQUEST_MERGED,1
2025-04-03 00:00:00,rpcpool/yellowstone-faithful,redactedchad,STARRED,1
2025-04-03 00:00:00,gainforest/ecocertain,satyam-mishra-pce,PULL_REQUEST_MERGED,1
2025-04-03 00:00:00,gainforest/ecocertain,satyam-mishra-pce,ISSUE_COMMENT,1
2025-04-03 00:00:00,secured-finance/stablecoin-contracts,princeleonal,STARRED,1
2025-04-03 00:00:00,opensource-observer/oso,icarog,PULL_REQUEST_CLOSED,1
2025-04-03 00:00:00,chainsafe/forest,hanabi1224,ISSUE_OPENED,1
2025-04-03 00:00:00,opensource-observer/oso,ryscheng,PULL_REQUEST_MERGED,2
2025-04-03 00:00:00,opensource-observer/oso,icarog,COMMIT_CODE,1
