ID,Project Name,GitHub URL,Repo Maintainer,Language,First Activity Time,Last Activity Time,Age Months,Has Packages,Package Count,Release Count,Star Count,Fork Count,Contributor Count,Forks (6 Months),Stars (6 Months),Contributor Count (6 Months),Avg Monthly Active Devs (6 Months)
c02a1d73-b0bc-4bbf-a2e9-c031e5301592,Web3 Billing & Invoicing System – Building Verifiable Workflows on Filecoin for Digital Public Goods,https://github.com/seetadev/govtinvoice,seetadev,JavaScript,2023-09-10,2025-11-03,25.0,False,0.0,0.0,18.0,43.0,8.0,7.0,,6.0,0.8
470f9413-79eb-4908-956d-4cf13b80903c,Filmint,https://github.com/ancients-research/retropgf,ancients-research,,2024-10-23,2024-11-21,0.0,False,0.0,0.0,0.0,0.0,1.0,,,1.0,
c5d01928-6cd6-49ef-a075-d1e89391dc19,Lighthouse,https://github.com/lighthouse-web3/lighthouse-package,lighthouse-web3,TypeScript,2021-11-19,2025-11-03,47.0,True,3.0,21.0,18.0,13.0,15.0,2.0,,6.0,1.2
85ca22cb-5ac0-4b02-8fe4-0cad03193378,4EVERLAND,https://github.com/4everland/dashboard-website,4everland,Vue,2022-03-28,2025-10-16,42.0,False,0.0,0.0,5.0,18.0,9.0,1.0,,3.0,1.7
c109716c-62fb-44df-acaf-abd7a4a00fcb,B<>rder/ess Developers Program,https://github.com/b-rder-ess-dev-hub/borderlessdevprogram,b-rder-ess-dev-hub,,2023-11-01,2025-10-17,23.0,False,0.0,0.0,0.0,0.0,0.0,,,,
5a90aa6b-868d-431d-bd42-78964b253bc3,FilDOS,https://github.com/arqoslabs/fildos,arqoslabs,,2025-08-18,2025-10-05,1.0,False,0.0,0.0,,,1.0,,,,
195f83d0-6ac2-4d65-b1cb-e727954ab936,boxo-starter-kit,https://github.com/gosuda/boxo-starter-kit,gosuda,Go,2025-09-11,2025-10-20,1.0,False,0.0,0.0,8.0,0.0,2.0,,5.0,2.0,0.3
de506e15-2f76-457f-b912-b28d53a6e3fe,Retrieval Tester,https://github.com/supercoolkayy/retrieval-tester,supercoolkayy,,2025-07-06,2025-07-06,0.0,False,0.0,0.0,,,1.0,,,,
6a76818e-f2da-4094-a94d-b781e841c0fa,FilPonto: Public goods chain infrastructure & collaborations support for Filecoin,https://github.com/filponto/filponto-drips,filponto,,2025-09-03,2025-09-03,0.0,False,0.0,0.0,0.0,0.0,0.0,,,,
b5872441-4eb3-4e65-b1af-8fddf990bcc3,filecoin-checker,https://github.com/beck-8/filecoin-checker,beck-8,,2025-05-21,2025-07-06,1.0,True,1.0,2.0,,,1.0,,,,
b61f7aa2-9ff4-4238-8cdf-7660bb4e8abd,Curio Snark Market,https://github.com/filecoin-project/curio,filecoin-project,Go,2024-05-24,2025-11-05,17.0,True,1.0,13.0,44.0,32.0,44.0,9.0,7.0,23.0,7.7
d2ca6872-0dc0-4df7-8293-46ec11f6faab,Asia-SPWG,https://github.com/asia-spwg/retropgf,asia-spwg,,2024-10-23,2024-11-21,0.0,False,0.0,0.0,0.0,0.0,1.0,,,,
d166b8fe-b505-4686-902b-c7b87ce71b87,FilPunks,https://github.com/filpunks/retropgf,filpunks,,2024-10-23,2024-11-21,0.0,False,0.0,0.0,0.0,0.0,1.0,,,,
940de67a-f153-4633-8193-27952a1ac9e3,Ancients Research,https://github.com/ancients-research/retropgf,ancients-research,,2024-10-23,2024-11-21,0.0,False,0.0,0.0,0.0,0.0,1.0,,,1.0,
2e56ed6a-3bed-4332-b91c-4d42dea1d332,Curio APT Repository (Filecoin APT),https://github.com/filecoin-project/apt,filecoin-project,Shell,2024-04-17,2025-10-13,17.0,False,0.0,0.0,0.0,1.0,5.0,,,2.0,0.8
ab06b3a2-2adf-4646-bd61-083707ea5dbd,Filecoin Data Portal,https://github.com/davidgasquez/filecoin-data-portal,davidgasquez,Python,2023-06-13,2025-11-05,28.0,False,0.0,0.0,30.0,9.0,9.0,,2.0,1.0,1.0
e728ac44-f9fc-4d7b-b8a6-39ad50c75802,SealGuard,https://github.com/fmsticks2/sealguard,fmsticks2,TypeScript,2025-08-30,2025-11-03,2.0,False,0.0,0.0,0.0,0.0,1.0,,,1.0,0.2
99448aa8-08fc-4ada-afce-ff05457fe5b8,Axelar Network,https://github.com/axelarnetwork/axelar-contract-deployments,axelarnetwork,JavaScript,2023-05-22,2025-11-05,29.0,True,2.0,6.0,15.0,29.0,46.0,1.0,1.0,30.0,13.0
8c95867e-3aeb-4dc4-b8bc-1d448b9317ad,Boxo and Kubo,https://github.com/ipfs/boxo,ipfs,Go,2022-11-28,2025-10-30,35.0,True,5.0,48.0,265.0,138.0,88.0,16.0,17.0,15.0,5.2
7a4f6567-20bf-4ae0-a918-b79ab5ce1758,Multichain Storage,https://github.com/filswan/multi-chain-storage,filswan,Vue,2022-03-14,2025-11-04,43.0,False,0.0,4.0,8.0,12.0,13.0,1.0,,1.0,0.2
d165ce6a-7864-43ae-9b5b-0a33ce8e48b1,DevTTY Filecoin Mainnet Bootstrap Nodes,https://github.com/magik6k/lotus-bootstrap-devtty,magik6k,,2025-10-13,2025-10-13,0.0,False,0.0,0.0,0.0,0.0,0.0,,,,
8f034a68-515e-4c03-b2e6-2f8269115cd3,Curio Storage,https://github.com/filecoin-project/curio,filecoin-project,Go,2024-05-24,2025-11-05,17.0,True,1.0,13.0,44.0,32.0,44.0,9.0,7.0,23.0,7.7
2ac959e8-673b-4a20-a94e-907c4c3e74c9,Curio Smart Cordon & Restart System,https://github.com/filecoin-project/curio,filecoin-project,Go,2024-05-24,2025-11-05,17.0,True,1.0,13.0,44.0,32.0,44.0,9.0,7.0,23.0,7.7
339010d4-e4eb-4e70-ae73-b895740cedce,Guide To Filecoin - Easing the Transition to Filecoin.,https://github.com/kencloud-tech/kenlabs-education,kencloud-tech,HTML,2023-03-24,2025-01-20,21.0,False,0.0,0.0,0.0,0.0,1.0,,,,
8b69af4a-8d42-495e-8d0a-08a0cf9fa1ff,CalibrationNet Stability Project,https://github.com/reiers/the-calibrationnet-stability-project,reiers,,2025-01-06,2025-05-24,4.0,False,0.0,0.0,0.0,0.0,1.0,,,1.0,0.2
62ab931a-d667-41c4-a9f6-0dd33986675b,Chain.Love,https://github.com/glifio/filecoin-iac,glifio,HCL,2022-07-18,2025-09-30,38.0,False,0.0,0.0,13.0,2.0,8.0,,,1.0,0.3
a6b88855-f0f2-45d0-abe3-a5da9c282564,Filecoin Deal Tool - Droplet,https://github.com/ipfs-force-community/droplet,ipfs-force-community,Go,2021-04-26,2025-10-21,53.0,True,1.0,26.0,23.0,21.0,19.0,1.0,1.0,5.0,1.5
5c01c7c2-4c6c-4a05-b3db-c952e2726abe,Boost,https://github.com/filecoin-project/boost,filecoin-project,Go,2021-10-18,2025-10-31,48.0,True,2.0,62.0,120.0,76.0,98.0,2.0,3.0,4.0,0.8
afba8b0b-538e-4095-95cc-dc21d830274a,Filecoin Address Drainer,https://github.com/reiers/filecoin-drainer,reiers,Shell,2025-08-21,2025-10-13,1.0,False,0.0,0.0,0.0,0.0,1.0,,,1.0,0.2
f744cff9-446b-44be-80a4-cdad54cd6ae9,The Epoch Clock,https://github.com/reiers/epochclock,reiers,JavaScript,2023-03-19,2025-10-13,30.0,False,0.0,0.0,1.0,0.0,1.0,,,,
2747e810-1c8a-42dd-9124-ff5f4fa5e6e2,witnesschain,https://github.com/hany-almnaem/witnesschain,hany-almnaem,JavaScript,2025-10-12,2025-10-18,0.0,False,0.0,0.0,0.0,0.0,0.0,,,,
868aaecc-bcd6-4753-bef3-6d45b923aabf,WarmWeb,https://github.com/warmweb/warmweb-upload-dapp-try2,warmweb,TypeScript,2025-09-11,2025-09-22,0.0,False,0.0,1.0,0.0,0.0,1.0,,,1.0,0.2
83c9ac2a-38c6-44d9-89f0-7882d806b65e,Filecoin Slack Community Admin,https://github.com/reiers/filecoin-slack-admin-program,reiers,,2025-10-22,2025-10-22,0.0,False,0.0,0.0,0.0,0.0,0.0,,,,
ce89d759-3602-4ca3-92d1-1c109f96d815,Eastore,https://github.com/eastore-project/fildeal,eastore-project,Go,2024-09-02,2025-02-21,5.0,True,1.0,0.0,0.0,3.0,1.0,,,,
1407a021-8b89-40ff-bc7b-de04d960b946,Filecoin Community Service -VenusHub,https://github.com/ipfs-force-community/venus-hub,ipfs-force-community,,2022-03-07,2025-09-22,42.0,False,0.0,0.0,0.0,2.0,5.0,,,,
f16c41b8-9b64-4cd2-a02a-02e3effc751e,Filscan Explorer,https://github.com/ipfs-force-community/filscan-frontend,ipfs-force-community,,2025-01-07,2025-01-07,0.0,False,0.0,0.0,,,6.0,,,,
f16c41b8-9b64-4cd2-a02a-02e3effc751e,Filscan Explorer,https://github.com/ipfs-force-community/filscan-frontend,ipfs-force-community,,2020-02-20,2021-08-31,18.0,False,0.0,0.0,,,6.0,,,,
f4976f77-f232-49d3-b605-cfe78eefd10c,Filliquid,https://github.com/fill-lab/fill,fill-lab,Solidity,2023-01-21,2024-11-22,22.0,False,0.0,0.0,4.0,2.0,7.0,,,,
9ef5342a-8500-41b3-9423-2d05e93c027e,Filecoin Client Implementation - Venus,https://github.com/filecoin-project/venus,filecoin-project,Go,2017-12-05,2025-11-05,95.0,True,3.0,97.0,2059.0,482.0,85.0,9.0,8.0,11.0,3.8
163ab215-74db-458f-bb91-95d950e28d4b,Filecoin FIPs Tracker,https://github.com/ipfs-force-community/janus,ipfs-force-community,TypeScript,2025-08-29,2025-10-27,1.0,False,0.0,0.0,0.0,0.0,2.0,,,2.0,0.3
7bd72c4a-542f-4232-8917-e13aebbe73c6,Root Key Holder management portal,https://github.com/fidlabs/rkh-frontend,fidlabs,TypeScript,2025-01-27,2025-10-27,8.0,False,0.0,0.0,0.0,5.0,9.0,4.0,,7.0,3.0
c9778ce6-1da9-401b-bdd2-2d1e51330ebe,libp2p Community Architecting and Infra Management,https://github.com/libp2p/libp2p,libp2p,,2016-06-18,2025-11-03,112.0,True,1.0,0.0,2860.0,281.0,74.0,9.0,82.0,3.0,0.3
1f64b8a1-bdbe-4068-8711-603b6624fb58,Forest,https://github.com/chainsafe/forest,chainsafe,Rust,2019-11-11,2025-11-05,71.0,True,24.0,65.0,682.0,181.0,95.0,11.0,20.0,15.0,6.2
aa897945-b83f-4d99-80a7-e822d18756f5,GainForest: The world’s first community-owned data commons for nature impact,https://github.com/gainforest/ecocertain,gainforest,TypeScript,2024-10-27,2025-11-05,12.0,False,0.0,1.0,10.0,5.0,5.0,,2.0,3.0,2.2
3c4ddafc-9700-4415-a1cc-28427437d222,IPFS Public Utilities,https://github.com/ipshipyard/waterworks-community,ipshipyard,,2023-05-05,2025-11-03,29.0,False,0.0,0.0,1.0,0.0,8.0,,,1.0,
37719aa9-51b2-4ae4-8865-12488f0a623c,go-libp2p,https://github.com/libp2p/go-libp2p,libp2p,Go,2015-09-30,2025-11-05,121.0,True,6.0,140.0,6577.0,1205.0,512.0,46.0,158.0,37.0,6.8
761584d7-5376-47a0-bf1f-98fe35da3317,Forest Archive,https://github.com/chainsafe/forest,chainsafe,Rust,2019-11-11,2025-11-05,71.0,True,24.0,65.0,682.0,181.0,95.0,11.0,20.0,15.0,6.2
52fb7f13-1706-4551-b5be-b6cb16eed052,Filecoin Community Services,https://github.com/chainsafe/filecoin-community-services,chainsafe,,2024-10-31,2024-10-31,0.0,False,0.0,0.0,0.0,0.0,1.0,,,,
86b0976c-3f9f-4d1a-977d-2963c89c23b4,filsnap,https://github.com/filecoin-project/filsnap,filecoin-project,TypeScript,2023-06-12,2025-10-29,28.0,True,3.0,53.0,21.0,12.0,16.0,,3.0,3.0,0.7
1104a741-807e-4508-a12f-9e29b40dfac0,iso-filecoin,https://github.com/hugomrdias/filecoin,hugomrdias,TypeScript,2023-10-30,2025-10-14,23.0,True,4.0,28.0,1.0,1.0,4.0,,,1.0,0.7
534e0e33-cc50-4869-839b-b7995de479a7,Filecoin Orbit Uganda ,https://github.com/ahimbisibwebrian/orbit-community-uganda-,ahimbisibwebrian,,2025-09-23,2025-10-13,0.0,False,0.0,0.0,0.0,0.0,1.0,,,1.0,0.2
4499d1d8-a659-41f0-a8ee-845813d3c316,Blockscout Open Source Filecoin Explorer,https://github.com/blockscout/blockscout,blockscout,Elixir,2018-01-12,2025-11-05,93.0,True,1.0,67.0,4259.0,2873.0,2626.0,108.0,169.0,75.0,10.5
b7f84da2-da41-462f-9676-8b61be3d087e,Meet with Huddle01,https://github.com/ramitphi/huddle01,ramitphi,,2025-10-14,2025-10-14,0.0,False,0.0,0.0,0.0,0.0,0.0,,,,
5833634b-d194-41bc-ad77-f2707e3c704f,IPFS及Filecoin价值资讯传递（南山居士Hill）,https://github.com/hill168/filecoinhill,hill168,,2024-10-28,2024-12-25,1.0,False,0.0,0.0,0.0,0.0,1.0,,,,
d6e2c8bd-98f7-418e-8151-7a8a30e57f67,NanoDC Project,https://github.com/filsogoood/nanodcproject,filsogoood,CSS,2024-09-05,2025-10-30,13.0,False,0.0,0.0,1.0,1.0,2.0,1.0,,1.0,0.2
d4754591-e080-4a32-be54-3e8008dd0043,Filecoin BigQuery Data Repository,https://github.com/starboard-ventures/sync_lily_to_bigquery,starboard-ventures,Python,2024-07-28,2025-10-28,14.0,False,0.0,0.0,0.0,0.0,0.0,,,,
40a6feb3-d63d-4370-a933-f9230cc9afcd,Forest Explorer,https://github.com/chainsafe/forest-explorer,chainsafe,,2024-07-18,2025-09-30,14.0,False,0.0,1.0,,,13.0,,,,
a2097341-9681-4d04-9165-8a5a5006e1cb,FIP 100 Research & Development,https://github.com/celtd/cel,celtd,,2024-01-08,2025-10-30,21.0,False,0.0,0.0,0.0,0.0,1.0,,,,
7a4b461f-b620-4964-a326-0166e067137a,FIL RetroPGF Data Analysis & Round Modeling,https://github.com/fil-retropgf/rpgf3,fil-retropgf,Jupyter Notebook,2025-09-25,2025-11-05,1.0,False,0.0,0.0,0.0,0.0,0.0,,,,
392b614d-683f-44a6-a7c5-020ce1c2dcbe,Filosign,https://github.com/filosign-dapp/core,filosign-dapp,TypeScript,2025-09-03,2025-11-05,2.0,False,0.0,0.0,0.0,0.0,3.0,,,,
80c92010-ca1d-4b17-ac1d-8bb3d998b750,Open Source Observer (OSO),https://github.com/opensource-observer/oso,opensource-observer,Python,2023-07-25,2025-11-05,27.0,True,2.0,0.0,107.0,36.0,42.0,10.0,8.0,18.0,8.8
28288464-b209-4206-84ac-d3d47b340169,Spacescope: API service for the Filecoin ecosystem,https://github.com/spacescope/meta-task,spacescope,Go,2022-11-01,2025-10-28,35.0,False,0.0,0.0,3.0,2.0,6.0,1.0,,2.0,0.7
306102d4-d22a-41e2-b31e-af28c6dcd136,Lily: blockchain data extraction for Filecoin,https://github.com/filecoin-project/lily,filecoin-project,Go,2020-09-09,2025-10-28,61.0,True,2.0,39.0,49.0,47.0,40.0,,,2.0,0.8
60851f21-e8c3-4622-9f27-d0b1578a35fa,Storacha-Solana-SDK,https://github.com/seetadev/storacha-solana-sdk,seetadev,,2025-07-19,2025-09-18,1.0,True,1.0,0.0,,,8.0,,,,
7a2776ec-ce9a-4654-bec4-fcfd5d8417ba,FilOz – Advancing the Filecoin Protocol,https://github.com/filozone/retropgf-drips,filozone,,2024-12-20,2025-06-04,5.0,False,0.0,0.0,0.0,0.0,1.0,,,,
160e0cbc-91cc-4dcd-b720-c3a13183cacf,Fil Implementers WG - Cross-Client Coordination and Governance,https://github.com/filozone/fil-implemeter-wg,filozone,,2024-11-03,2025-06-04,7.0,False,0.0,0.0,0.0,0.0,2.0,,,,
8d43236b-7b9a-4559-b9e2-d9c1e6613df4,"Lotus, Builtin Actors, and ref-FVM - Core Filecoin Protocol Implementations",https://github.com/filozone/lotus-drips,filozone,,2025-01-16,2025-06-04,4.0,False,0.0,0.0,0.0,0.0,0.0,,,,
918dcaeb-7b42-4ebf-90af-d292d3e46833,MYRAD,https://github.com/argyporgy/myrad,argyporgy,TypeScript,2025-09-27,2025-11-05,1.0,False,0.0,0.0,23.0,3.0,3.0,,,3.0,0.5
cb5ef3e5-c93b-45d3-8c9a-b38a9a8dc3e6,"Oku.trade - Filecoin’s premier DeFi aggregator for deep liquidity, LP management and cross-chain interoperability - 0% fee swaps & bridges.",https://github.com/oku-trade/uniswap-sdks,oku-trade,TypeScript,2025-09-12,2025-10-29,1.0,False,0.0,0.0,1.0,0.0,1.0,,,1.0,0.2
36873163-7b77-4e7b-a2f5-dfd375d61a3a,Filecoin Spark,https://github.com/checkernetwork/spark,,,,,,,,,,,,,,,
d6a289df-2b58-4717-9a6d-f9f95a6e6255,"Filecoin Onchain Cloud (FOC) - Verifiable Storage, Retrieval, and Payments",https://github.com/filozone/retropgf-drips,filozone,,2024-12-20,2025-06-04,5.0,False,0.0,0.0,0.0,0.0,1.0,,,,
b967b145-6917-4800-9a29-c9f54746ad0f,FIP Editors - Filecoin Improvement Proposal Governance,https://github.com/filecoin-project/fips,filecoin-project,Jupyter Notebook,2019-04-03,2025-10-30,78.0,False,0.0,0.0,338.0,186.0,136.0,4.0,4.0,16.0,6.0
c34c108f-0df0-4ade-9245-6e1bfa0570e6,MechaFIL-JAX,https://github.com/celtd/mechafil-jax,celtd,Jupyter Notebook,2024-01-08,2025-10-31,21.0,False,0.0,0.0,0.0,0.0,2.0,,,2.0,0.7
6f19ece8-826e-42a8-baaa-7ad7c2cdf85a,万佳社区,https://github.com/pp1314car/wanjia-storage,pp1314car,,2024-10-16,2024-11-22,1.0,False,0.0,0.0,0.0,0.0,0.0,,,,
3ce6595a-fd17-4f39-b951-ed02fb3dc865,drand - the distributed randomness beacon project powering the League of Entropy and Filecoin Leader Election,https://github.com/drand/drand,drand,Go,2017-08-18,2025-11-02,98.0,True,4.0,81.0,785.0,126.0,77.0,6.0,17.0,4.0,1.3
23cfaeef-a367-44a9-ad63-3e85a80a839d,py-libp2p: The Python libp2p Stack for Filecoin & IPFS,https://github.com/libp2p/py-libp2p,libp2p,Python,2018-09-17,2025-11-05,85.0,True,2.0,3.0,569.0,189.0,87.0,28.0,31.0,40.0,14.3
ac98c17b-6751-4b3b-b8b0-fe3d817c2ad8,IPFS Desktop and Companion,https://github.com/ipfs/ipfs-desktop,ipfs,JavaScript,2015-05-30,2025-11-05,125.0,True,1.0,49.0,6406.0,897.0,554.0,11.0,126.0,11.0,1.7
06b06e85-3bca-4636-b07c-d0b59e534357,PLDG Dashboard: Developer Analytics for the Protocol Labs Dev Guild,https://github.com/seetadev/pldg-dashboard,seetadev,TypeScript,2024-11-15,2025-11-05,11.0,False,0.0,0.0,8.0,27.0,17.0,11.0,2.0,14.0,2.5
b1b92b46-5ce8-4098-83e3-7c3eb48ee114,Old Faithful,https://github.com/rpcpool/yellowstone-faithful,rpcpool,Go,2023-05-12,2025-10-31,29.0,True,1.0,36.0,159.0,40.0,29.0,7.0,22.0,12.0,3.3
6e894c47-b5ce-4631-807c-d7f1e38b45d9,UCAN,https://github.com/ucan-wg/.github,ucan-wg,,2022-04-10,2025-07-16,39.0,False,0.0,0.0,1.0,2.0,9.0,1.0,,2.0,0.3
3a9d5de6-444d-4fee-a7d0-ce640948848c,Filecoin Kenya Community,https://github.com/wengi-web/filecoin-kenya-community,wengi-web,,2024-11-12,2024-11-12,0.0,False,0.0,0.0,0.0,0.0,1.0,,,,
30131037-cc18-45ff-9ed8-0991c1101373,JZFS - Building Data Hub-and-Spoke Model with Filecoin,https://github.com/gitdataai/jzfs,gitdataai,TypeScript,2023-11-24,2025-11-04,23.0,False,0.0,0.0,110.0,12.0,4.0,,2.0,3.0,0.8
53604d52-caf7-4775-800e-788da6f6eace,OrbitChina,https://github.com/irmago/orbitchinarpgf,irmago,,2024-10-18,2024-11-24,1.0,False,0.0,0.0,0.0,0.0,1.0,,,,
a9a4e608-e6d5-46da-9963-4cd4ae35c372,Crossfi,https://github.com/crossfidao/crossfi,crossfidao,Solidity,2021-04-20,2024-12-22,44.0,False,0.0,0.0,0.0,0.0,2.0,,,,
926a86f8-14ee-4839-9715-004b10816367,Silvi: IPFS-Powered Biodiversity Infrastructure,https://github.com/silviprotocol/silvi,silviprotocol,JavaScript,2023-07-28,2025-11-02,27.0,False,0.0,0.0,1.0,1.0,0.0,,,,
9332241c-1ecf-4bd3-9f86-d95318a56dcf,Curio Dashboard,https://github.com/web3tea/curio-dashboard,web3tea,Vue,2024-08-27,2025-10-17,13.0,True,1.0,2.0,20.0,4.0,5.0,1.0,1.0,4.0,1.7
1855e0c8-6176-4492-9966-535738b38084,Cuview,https://github.com/strahe/cuview,strahe,,2025-08-28,2025-10-08,1.0,False,0.0,0.0,,,2.0,,,,
4c103024-a6f6-4419-99ac-f73ae6280d84,FIL-B (FIL Builders) DX and Community,https://github.com/fil-builders/fil-frame,fil-builders,TypeScript,2024-09-10,2025-08-28,11.0,False,0.0,0.0,19.0,14.0,16.0,,3.0,1.0,0.2
f5d89c28-94fc-4bbe-b761-daafdbb23836,Filecoin Beam,https://github.com/filbeam/funding,filbeam,,2025-10-31,2025-10-31,0.0,False,0.0,0.0,0.0,0.0,0.0,,,,
0b4979fd-39c8-451d-a993-11e65910c398,chainfee,https://github.com/beck-8/chainfee,beck-8,Go,2023-07-20,2025-11-03,27.0,False,0.0,0.0,14.0,9.0,2.0,,1.0,2.0,0.7
32c9890d-111f-4652-92ae-4d538018f11c,Secured Finance ,https://github.com/secured-finance/stablecoin-contracts,secured-finance,JavaScript,2024-09-24,2025-11-03,13.0,False,0.0,0.0,4.0,6.0,5.0,4.0,1.0,3.0,1.3
744d619d-36dc-4fda-9389-8a0a2c1b1b1e,ND Labs,https://github.com/ndlabs-leo/rpgf2---ndlabs,ndlabs-leo,,2024-10-16,2024-11-24,1.0,False,0.0,0.0,0.0,0.0,1.0,,,,
e0e6962b-0401-4da0-9dba-77a5e616b38f,Filecoin Nigeria,https://github.com/filecoin-nigeria/education-outreach,filecoin-nigeria,,2024-11-04,2024-12-03,0.0,False,0.0,0.0,0.0,0.0,1.0,,,,
59c4afee-5d3c-4c21-9977-4d0b88406bd2,Cyberport Data Integration,https://github.com/ndlabs-leo/rpgf3---cyberport,ndlabs-leo,,2025-11-03,2025-11-03,0.0,False,0.0,0.0,0.0,0.0,0.0,,,,
2d1d635b-d63e-45ae-83a1-d5ebdac6b7b5,Lynx – Storage Provider Retrieval Analytics Platform,https://github.com/26dos/retropgf,26dos,,2025-11-03,2025-11-03,0.0,False,0.0,0.0,0.0,0.0,0.0,,,,
95d06632-35cf-4c8a-883e-5b1dd865edbb,OneForm – SocialCap,https://github.com/worldpeace1121/filrpgf,worldpeace1121,,2025-11-03,2025-11-03,0.0,False,0.0,0.0,0.0,0.0,0.0,,,,
383211c9-7940-4f3a-a6b1-fb60a761560b,OpenEdStore Decentralized Educational Storage Platform,https://github.com/filecoin-nigeria/education-outreach,filecoin-nigeria,,2024-11-04,2024-12-03,0.0,False,0.0,0.0,0.0,0.0,1.0,,,,
1aa8d1d9-4d73-43d8-93ee-2d833c95689d,MUSE,https://github.com/beaconlabs-io/muse,beaconlabs-io,TypeScript,2025-04-15,2025-10-31,6.0,False,0.0,0.0,2.0,0.0,4.0,,1.0,3.0,0.5
d35a6555-f564-4491-9670-5e77c2cfb6fe,OP Medicine – Filecoin-Powered Healthcare Infrastructure,https://github.com/aspiringsecurity/emttr,aspiringsecurity,Python,2022-11-11,2025-11-02,35.0,False,0.0,0.0,13.0,6.0,2.0,,,,
9a7fb291-1c0a-48fc-9e38-756139545663,Keypo,https://github.com/decentralized-storage/keypo-sdk-v2,,,,,,,,,,,,,,,
d2e69d18-cb8d-4b23-bd61-7829ec390bcd,ETH-FIL swap,https://github.com/seetadev/eth-fil-swap,seetadev,,2025-08-03,2025-08-28,0.0,False,0.0,0.0,,,2.0,,,,
a26a233e-c9df-4729-8cf4-526b2ae3a197,FileScope AI: Blockchain-Powered Dataset Analysis Platform,https://github.com/filecoin-nigeria/education-outreach,filecoin-nigeria,,2024-11-04,2024-12-03,0.0,False,0.0,0.0,0.0,0.0,1.0,,,,
e6cc730e-b8dd-40f3-933a-3b196bd89018,CIDgravity Filecoin Gateway,https://github.com/cidgravity/gw,cidgravity,Go,2023-02-01,2025-10-13,32.0,False,0.0,0.0,28.0,3.0,2.0,2.0,,2.0,0.7
04075bb8-3220-4e24-85fe-91595b81548c,CIDgravity Nextcloud App,https://github.com/cidgravity/nextcloud-cidgravity-app,cidgravity,PHP,2024-06-13,2025-10-13,16.0,False,0.0,3.0,2.0,0.0,2.0,,,1.0,0.2
54092e46-ee6a-4098-86f5-daba1886e095,Helia,https://github.com/ipfs/helia,ipfs,TypeScript,2022-10-25,2025-11-05,36.0,True,21.0,321.0,1238.0,134.0,129.0,10.0,82.0,12.0,2.7
2b37d2df-098e-4212-bdd5-417c0682e942,Filecoin Orbit Bootcamp Africa,https://github.com/filecoin-africa/education-outreach-repository,filecoin-africa,,2024-10-14,2024-12-03,1.0,False,0.0,0.0,0.0,0.0,1.0,,,,
521f797a-7ab4-4ed8-8290-edd8abfbc5b6,ETHAccra,https://github.com/ethaccra/fil-retropgf,ethaccra,,2025-11-03,2025-11-03,0.0,False,0.0,0.0,0.0,0.0,0.0,,,,
