,seed_repo_owner,seed_repo_name,package_name,package_repo_owner,package_repo_name,package_source
29135,zondax,web-beryx-explorer,querystringify,unshiftio,querystringify,NPM
29136,zondax,web-beryx-explorer,colord,omgovich,colord,NPM
29137,zondax,web-beryx-explorer,extend,justmoon,node-extend,NPM
29138,zondax,web-beryx-explorer,@svgr/plugin-jsx,gregberge,svgr,NPM
29139,zondax,web-beryx-explorer,wif,bitcoinjs,wif,NPM
29140,zondax,web-beryx-explorer,css-functions-list,niksy,css-functions-list,NPM
29141,zondax,web-beryx-explorer,superstruct,ianstormtaylor,superstruct,NPM
29142,zondax,web-beryx-explorer,clone,pvorb,node-clone,NPM
29143,zondax,web-beryx-explorer,@babel/plugin-syntax-numeric-separator,babel,babel,NPM
29144,zondax,web-beryx-explorer,web3-eth-contract,ethereum,web3.js,NPM
29145,zondax,web-beryx-explorer,callsites,sindresorhus,callsites,NPM
29146,zondax,web-beryx-explorer,@ethersproject/properties,ethers-io,ethers.js,NPM
29147,zondax,web-beryx-explorer,@mui/x-data-grid,mui,mui-x,NPM
29148,zondax,web-beryx-explorer,@babel/helper-validator-option,babel,babel,NPM
29149,zondax,web-beryx-explorer,@rollup/rollup-android-arm64,rollup,rollup,NPM
29150,zondax,web-beryx-explorer,@esbuild/sunos-x64,evanw,esbuild,NPM
29151,zondax,web-beryx-explorer,@sentry-internal/feedback,getsentry,sentry-javascript,NPM
29152,zondax,web-beryx-explorer,es-abstract,ljharb,es-abstract,NPM
29153,zondax,web-beryx-explorer,@img/sharp-libvips-linuxmusl-arm64,lovell,sharp-libvips,NPM
29154,zondax,web-beryx-explorer,tsscmp,suryagh,tsscmp,NPM
29155,zondax,web-beryx-explorer,regenerate-unicode-properties,mathiasbynens,regenerate-unicode-properties,NPM
29156,zondax,web-beryx-explorer,array.prototype.findlastindex,es-shims,array.prototype.findlastindex,NPM
29157,zondax,web-beryx-explorer,accepts,jshttp,accepts,NPM
29158,zondax,web-beryx-explorer,clean-stack,sindresorhus,clean-stack,NPM
29159,zondax,web-beryx-explorer,@bcoe/v8-coverage,demurgos,v8-coverage,NPM
29160,zondax,web-beryx-explorer,@babel/plugin-transform-exponentiation-operator,babel,babel,NPM
29161,zondax,web-beryx-explorer,@img/sharp-libvips-linux-arm64,lovell,sharp-libvips,NPM
29162,zondax,web-beryx-explorer,isexe,isaacs,isexe,NPM
29163,zondax,web-beryx-explorer,iso-base,hugomrdias,iso-repo,NPM
29164,zondax,web-beryx-explorer,npm-run-path,sindresorhus,npm-run-path,NPM
29165,zondax,web-beryx-explorer,@babel/helper-replace-supers,babel,babel,NPM
29166,zondax,web-beryx-explorer,micromark-util-chunked,micromark,micromark,NPM
29167,zondax,web-beryx-explorer,possible-typed-array-names,ljharb,possible-typed-array-names,NPM
29168,zondax,web-beryx-explorer,minipass-sized,isaacs,minipass-sized,NPM
29169,zondax,web-beryx-explorer,object.assign,ljharb,object.assign,NPM
29170,zondax,web-beryx-explorer,@lhci/cli,googlechrome,lighthouse-ci,NPM
29171,zondax,web-beryx-explorer,wrappy,npm,wrappy,NPM
29172,zondax,web-beryx-explorer,path-to-regexp,pillarjs,path-to-regexp,NPM
29173,zondax,web-beryx-explorer,string.prototype.trimend,es-shims,string.prototype.trimend,NPM
29174,zondax,web-beryx-explorer,web3-validator,chainsafe,web3.js,NPM
29175,zondax,web-beryx-explorer,walker,daaku,nodejs-walker,NPM
29176,zondax,web-beryx-explorer,acorn,acornjs,acorn,NPM
29177,zondax,web-beryx-explorer,css-select,fb55,css-select,NPM
29178,zondax,web-beryx-explorer,jsdom,tmpvar,jsdom,NPM
29179,zondax,web-beryx-explorer,cors,expressjs,cors,NPM
29180,zondax,web-beryx-explorer,rehype-raw,rehypejs,rehype-raw,NPM
29181,zondax,web-beryx-explorer,diff,kpdecker,jsdiff,NPM
29182,zondax,web-beryx-explorer,@sentry/minimal,getsentry,sentry-javascript,NPM
29183,zondax,web-beryx-explorer,scheduler,facebook,react,NPM
29184,zondax,web-beryx-explorer,vfile-matter,vfile,vfile-matter,NPM
29185,zondax,web-beryx-explorer,babel-preset-current-node-syntax,nicolo-ribaudo,babel-preset-current-node-syntax,NPM
29186,zondax,web-beryx-explorer,localforage,localforage,localforage,NPM
29187,zondax,web-beryx-explorer,ripemd160,crypto-browserify,ripemd160,NPM
29188,zondax,web-beryx-explorer,slice-ansi,chalk,slice-ansi,NPM
29189,zondax,web-beryx-explorer,@tootallnate/once,tootallnate,once,NPM
29190,zondax,web-beryx-explorer,tmpl,daaku,nodejs-tmpl,NPM
29191,zondax,web-beryx-explorer,micromark-util-character,micromark,micromark,NPM
29192,zondax,web-beryx-explorer,@ledgerhq/logs,ledgerhq,ledgerjs,NPM
29193,zondax,web-beryx-explorer,split-on-first,sindresorhus,split-on-first,NPM
29194,zondax,web-beryx-explorer,camelize,ljharb,camelize,NPM
29195,zondax,web-beryx-explorer,rehype-class-names,riderjensen,rehype-class-names,NPM
29196,zondax,web-beryx-explorer,xtend,raynos,xtend,NPM
29197,zondax,web-beryx-explorer,dequal,lukeed,dequal,NPM
29198,zondax,web-beryx-explorer,@babel/helper-module-imports,babel,babel,NPM
29199,zondax,web-beryx-explorer,emoji-regex,mathiasbynens,emoji-regex,NPM
29200,zondax,web-beryx-explorer,make-error,jscommunity,make-error,NPM
29201,zondax,web-beryx-explorer,minipass,isaacs,minipass,NPM
29202,zondax,web-beryx-explorer,@resvg/resvg-wasm,yisibl,resvg-js,NPM
29203,zondax,web-beryx-explorer,@babel/plugin-transform-for-of,babel,babel,NPM
29204,zondax,web-beryx-explorer,mdast-util-gfm-autolink-literal,syntax-tree,mdast-util-gfm-autolink-literal,NPM
29205,zondax,web-beryx-explorer,@metamask/json-rpc-middleware-stream,metamask,core,NPM
29206,zondax,web-beryx-explorer,remark-mdx,mdx-js,mdx,NPM
29207,zondax,web-beryx-explorer,available-typed-arrays,inspect-js,available-typed-arrays,NPM
29208,zondax,web-beryx-explorer,eslint-config-turbo,vercel,turborepo,NPM
29209,zondax,web-beryx-explorer,next-router-mock,scottrippey,next-router-mock,NPM
29210,zondax,web-beryx-explorer,is-fullwidth-code-point,sindresorhus,is-fullwidth-code-point,NPM
29211,zondax,web-beryx-explorer,vfile-location,vfile,vfile-location,NPM
29212,zondax,web-beryx-explorer,@babel/helpers,babel,babel,NPM
29213,zondax,web-beryx-explorer,configstore,yeoman,configstore,NPM
29214,zondax,web-beryx-explorer,zwitch,wooorm,zwitch,NPM
29215,zondax,web-beryx-explorer,bytes,visionmedia,bytes.js,NPM
29216,zondax,web-beryx-explorer,@babel/helper-create-regexp-features-plugin,babel,babel,NPM
29217,zondax,web-beryx-explorer,micromark-extension-gfm-tagfilter,micromark,micromark-extension-gfm-tagfilter,NPM
29218,zondax,web-beryx-explorer,formik,formium,formik,NPM
29219,zondax,web-beryx-explorer,object.groupby,es-shims,object.groupby,NPM
29220,zondax,web-beryx-explorer,simple-swizzle,qix-,node-simple-swizzle,NPM
29221,zondax,web-beryx-explorer,@sentry/browser,getsentry,sentry-javascript,NPM
29222,zondax,web-beryx-explorer,react-transition-group,reactjs,react-transition-group,NPM
29223,zondax,web-beryx-explorer,is-shared-array-buffer,inspect-js,is-shared-array-buffer,NPM
29224,zondax,web-beryx-explorer,immutable,immutable-js,immutable-js,NPM
29225,zondax,web-beryx-explorer,only,visionmedia,node-only,NPM
29226,zondax,web-beryx-explorer,@babel/plugin-transform-reserved-words,babel,babel,NPM
29227,zondax,web-beryx-explorer,@babel/plugin-transform-optional-chaining,babel,babel,NPM
29228,zondax,web-beryx-explorer,word-wrap,jonschlinkert,word-wrap,NPM
29229,zondax,web-beryx-explorer,@webassemblyjs/helper-wasm-bytecode,xtuc,webassemblyjs,NPM
29230,zondax,web-beryx-explorer,echarts,apache,echarts,NPM
29231,zondax,web-beryx-explorer,ajv-keywords,epoberezkin,ajv-keywords,NPM
29232,zondax,web-beryx-explorer,direction,wooorm,direction,NPM
29233,zondax,web-beryx-explorer,@babel/types,babel,babel,NPM
29234,zondax,web-beryx-explorer,tsconfck,dominikg,tsconfck,NPM
29235,zondax,web-beryx-explorer,typeforce,dcousens,typeforce,NPM
29236,zondax,web-beryx-explorer,remark-rehype,remarkjs,remark-rehype,NPM
29237,zondax,web-beryx-explorer,entities,fb55,entities,NPM
29238,zondax,web-beryx-explorer,@open-draft/until,open-draft,until,NPM
29239,zondax,web-beryx-explorer,postcss,postcss,postcss,NPM
29240,zondax,web-beryx-explorer,es-shim-unscopables,ljharb,es-shim-unscopables,NPM
29241,zondax,web-beryx-explorer,@img/sharp-libvips-linux-x64,lovell,sharp-libvips,NPM
29242,zondax,web-beryx-explorer,@xtuc/long,dcodeio,long.js,NPM
29243,zondax,web-beryx-explorer,git-hooks-list,fisker,git-hooks-list,NPM
29244,zondax,web-beryx-explorer,lodash.merge,lodash,lodash,NPM
29245,zondax,web-beryx-explorer,is-alphabetical,wooorm,is-alphabetical,NPM
29246,zondax,web-beryx-explorer,ansi-styles,chalk,ansi-styles,NPM
29247,zondax,web-beryx-explorer,tiny-case,jquense,tiny-case,NPM
29248,zondax,web-beryx-explorer,call-bind,ljharb,call-bind,NPM
29249,zondax,web-beryx-explorer,resolve-from,sindresorhus,resolve-from,NPM
29250,zondax,web-beryx-explorer,@webassemblyjs/helper-buffer,xtuc,webassemblyjs,NPM
29251,zondax,web-beryx-explorer,@babel/plugin-transform-modules-systemjs,babel,babel,NPM
29252,zondax,web-beryx-explorer,@babel/regjsgen,bnjmnt4n,regjsgen,NPM
29253,zondax,web-beryx-explorer,process,shtylman,node-process,NPM
29254,zondax,web-beryx-explorer,react-dom,facebook,react,NPM
29255,zondax,web-beryx-explorer,require-main-filename,yargs,require-main-filename,NPM
29256,zondax,web-beryx-explorer,@types/js-yaml,definitelytyped,definitelytyped,NPM
29257,zondax,web-beryx-explorer,@types/jsdom,definitelytyped,definitelytyped,NPM
29258,zondax,web-beryx-explorer,is-symbol,inspect-js,is-symbol,NPM
29259,zondax,web-beryx-explorer,picocolors,alexeyraspopov,picocolors,NPM
29260,zondax,web-beryx-explorer,monaco-editor-webpack-plugin,microsoft,monaco-editor,NPM
29261,zondax,web-beryx-explorer,@babel/plugin-bugfix-v8-spread-parameters-in-optional-chaining,babel,babel,NPM
29262,zondax,web-beryx-explorer,dom-helpers,react-bootstrap,dom-helpers,NPM
29263,zondax,web-beryx-explorer,@floating-ui/react-dom,floating-ui,floating-ui,NPM
29264,zondax,web-beryx-explorer,hast-util-to-parse5,syntax-tree,hast-util-to-parse5,NPM
29265,zondax,web-beryx-explorer,terser,terser,terser,NPM
29266,zondax,web-beryx-explorer,through2,rvagg,through2,NPM
29267,zondax,web-beryx-explorer,concat-map,ljharb,concat-map,NPM
29268,zondax,web-beryx-explorer,@swc/core-linux-arm64-gnu,swc-project,swc,NPM
29269,zondax,web-beryx-explorer,end-of-stream,mafintosh,end-of-stream,NPM
29270,zondax,web-beryx-explorer,dom-serializer,cheeriojs,dom-serializer,NPM
29271,zondax,web-beryx-explorer,dot-case,blakeembrey,change-case,NPM
29272,zondax,web-beryx-explorer,strip-bom,sindresorhus,strip-bom,NPM
29273,zondax,web-beryx-explorer,through,dominictarr,through,NPM
29274,zondax,web-beryx-explorer,@types/debug,definitelytyped,definitelytyped,NPM
29275,zondax,web-beryx-explorer,@tsconfig/node16,tsconfig,bases,NPM
29276,zondax,web-beryx-explorer,@ethersproject/hash,ethers-io,ethers.js,NPM
29277,zondax,web-beryx-explorer,postcss-safe-parser,postcss,postcss-safe-parser,NPM
29278,zondax,web-beryx-explorer,arg,vercel,arg,NPM
29279,zondax,web-beryx-explorer,image-ssim,darosh,image-ssim-js,NPM
29280,zondax,web-beryx-explorer,async,caolan,async,NPM
29281,zondax,web-beryx-explorer,@webassemblyjs/helper-wasm-section,xtuc,webassemblyjs,NPM
29282,zondax,web-beryx-explorer,@humanwhocodes/module-importer,humanwhocodes,module-importer,NPM
29283,zondax,web-beryx-explorer,graceful-fs,isaacs,node-graceful-fs,NPM
29284,zondax,web-beryx-explorer,eslint-rule-composer,not-an-aardvark,eslint-rule-composer,NPM
29285,zondax,web-beryx-explorer,eslint-config-next,vercel,next.js,NPM
29286,zondax,web-beryx-explorer,@emotion/weak-memoize,emotion-js,emotion,NPM
29287,zondax,web-beryx-explorer,estree-util-visit,syntax-tree,estree-util-visit,NPM
29288,zondax,web-beryx-explorer,@babel/plugin-transform-function-name,babel,babel,NPM
29289,zondax,web-beryx-explorer,@babel/helper-create-class-features-plugin,babel,babel,NPM
29290,zondax,web-beryx-explorer,zod,colinhacks,zod,NPM
29291,zondax,web-beryx-explorer,mathml-tag-names,wooorm,mathml-tag-names,NPM
29292,zondax,web-beryx-explorer,jest-validate,jestjs,jest,NPM
29293,zondax,web-beryx-explorer,fast-safe-stringify,davidmarkclements,fast-safe-stringify,NPM
29294,zondax,web-beryx-explorer,path-scurry,isaacs,path-scurry,NPM
29295,zondax,web-beryx-explorer,aggregate-error,sindresorhus,aggregate-error,NPM
29296,zondax,web-beryx-explorer,array-differ,sindresorhus,array-differ,NPM
29297,zondax,web-beryx-explorer,eslint-visitor-keys,eslint,js,NPM
29298,zondax,web-beryx-explorer,@jest/core,jestjs,jest,NPM
29299,zondax,web-beryx-explorer,rlp,ethereumjs,ethereumjs-monorepo,NPM
29300,zondax,web-beryx-explorer,esquery,estools,esquery,NPM
29301,zondax,web-beryx-explorer,@types/cookie,definitelytyped,definitelytyped,NPM
29302,zondax,web-beryx-explorer,acorn-import-assertions,xtuc,acorn-import-assertions,NPM
29303,zondax,web-beryx-explorer,@carbon/icon-helpers,carbon-design-system,carbon,NPM
29304,zondax,web-beryx-explorer,lodash.memoize,lodash,lodash,NPM
29305,zondax,web-beryx-explorer,ethers,ethers-io,ethers.js,NPM
29306,zondax,web-beryx-explorer,web3-rpc-providers,chainsafe,web3.js,NPM
29307,zondax,web-beryx-explorer,@svgr/babel-plugin-transform-svg-component,gregberge,svgr,NPM
29308,zondax,web-beryx-explorer,data-urls,jsdom,data-urls,NPM
29309,zondax,web-beryx-explorer,on-finished,jshttp,on-finished,NPM
29310,zondax,web-beryx-explorer,nth-check,fb55,nth-check,NPM
29311,zondax,web-beryx-explorer,data-view-buffer,inspect-js,data-view-buffer,NPM
29312,zondax,web-beryx-explorer,cookies-next,andreizanik,cookies-next,NPM
29313,zondax,web-beryx-explorer,multiformats,multiformats,js-multiformats,NPM
29314,zondax,web-beryx-explorer,get-stdin,sindresorhus,get-stdin,NPM
29315,zondax,web-beryx-explorer,string.prototype.codepointat,mathiasbynens,string.prototype.codepointat,NPM
29316,zondax,web-beryx-explorer,fast-json-stable-stringify,epoberezkin,fast-json-stable-stringify,NPM
29317,zondax,web-beryx-explorer,iso-web,hugomrdias,iso-repo,NPM
29318,zondax,web-beryx-explorer,statuses,jshttp,statuses,NPM
29319,zondax,web-beryx-explorer,delay,sindresorhus,delay,NPM
29320,zondax,web-beryx-explorer,trim-lines,wooorm,trim-lines,NPM
29321,zondax,web-beryx-explorer,@img/sharp-win32-x64,lovell,sharp,NPM
29322,zondax,web-beryx-explorer,@swc/core-win32-x64-msvc,swc-project,swc,NPM
29323,zondax,web-beryx-explorer,@webassemblyjs/wasm-edit,xtuc,webassemblyjs,NPM
29324,zondax,web-beryx-explorer,@ethereumjs/common,ethereumjs,ethereumjs-monorepo,NPM
29325,zondax,web-beryx-explorer,stringify-entities,wooorm,stringify-entities,NPM
29326,zondax,web-beryx-explorer,eslint-import-resolver-typescript,import-js,eslint-import-resolver-typescript,NPM
29327,zondax,web-beryx-explorer,@babel/plugin-syntax-import-attributes,babel,babel,NPM
29328,zondax,web-beryx-explorer,bs58,cryptocoinjs,bs58,NPM
29329,zondax,web-beryx-explorer,@emotion/is-prop-valid,emotion-js,emotion,NPM
29330,zondax,web-beryx-explorer,micromark-factory-whitespace,micromark,micromark,NPM
29331,zondax,web-beryx-explorer,jest-haste-map,jestjs,jest,NPM
29332,zondax,web-beryx-explorer,periscopic,rich-harris,periscopic,NPM
29333,zondax,web-beryx-explorer,is-hexadecimal,wooorm,is-hexadecimal,NPM
29334,zondax,web-beryx-explorer,@mui/joy,mui,material-ui,NPM
29335,zondax,web-beryx-explorer,fast-levenshtein,hiddentao,fast-levenshtein,NPM
29336,zondax,web-beryx-explorer,@img/sharp-darwin-x64,lovell,sharp,NPM
29337,zondax,web-beryx-explorer,ylru,node-modules,ylru,NPM
29338,zondax,web-beryx-explorer,@emotion/cache,emotion-js,emotion,NPM
29339,zondax,web-beryx-explorer,ast-types,benjamn,ast-types,NPM
29340,zondax,web-beryx-explorer,lines-and-columns,eventualbuddha,lines-and-columns,NPM
29341,zondax,web-beryx-explorer,@babel/helper-simple-access,babel,babel,NPM
29342,zondax,web-beryx-explorer,delegates,visionmedia,node-delegates,NPM
29343,zondax,web-beryx-explorer,@mswjs/interceptors,mswjs,interceptors,NPM
29344,zondax,web-beryx-explorer,@swc/core-win32-arm64-msvc,swc-project,swc,NPM
29345,zondax,web-beryx-explorer,buffer,feross,buffer,NPM
29346,zondax,web-beryx-explorer,turbo-windows-arm64,vercel,turborepo,NPM
29347,zondax,web-beryx-explorer,bl,rvagg,bl,NPM
29348,zondax,web-beryx-explorer,devlop,wooorm,devlop,NPM
29349,zondax,web-beryx-explorer,@babel/helper-hoist-variables,babel,babel,NPM
29350,zondax,web-beryx-explorer,micromark-util-html-tag-name,micromark,micromark,NPM
29351,zondax,web-beryx-explorer,parallax-controller,jscottsmith,parallax-controller,NPM
29352,zondax,web-beryx-explorer,serve-static,expressjs,serve-static,NPM
29353,zondax,web-beryx-explorer,xmlchars,lddubeau,xmlchars,NPM
29354,zondax,web-beryx-explorer,minizlib,isaacs,minizlib,NPM
29355,zondax,web-beryx-explorer,@babel/plugin-transform-object-super,babel,babel,NPM
29356,zondax,web-beryx-explorer,on-headers,jshttp,on-headers,NPM
29357,zondax,web-beryx-explorer,diff-sequences,jestjs,jest,NPM
29358,zondax,web-beryx-explorer,unicode-match-property-value-ecmascript,mathiasbynens,unicode-match-property-value-ecmascript,NPM
29359,zondax,web-beryx-explorer,micro-ftch,paulmillr,micro-ftch,NPM
29360,zondax,web-beryx-explorer,multimatch,sindresorhus,multimatch,NPM
29361,zondax,web-beryx-explorer,jsonc-parser,microsoft,node-jsonc-parser,NPM
29362,zondax,web-beryx-explorer,slash,sindresorhus,slash,NPM
29363,zondax,web-beryx-explorer,log-symbols,sindresorhus,log-symbols,NPM
29364,zondax,web-beryx-explorer,@next/env,vercel,next.js,NPM
29365,zondax,web-beryx-explorer,is-plain-obj,sindresorhus,is-plain-obj,NPM
29366,zondax,web-beryx-explorer,postcss-modules-values,css-modules,postcss-modules-values,NPM
29367,zondax,web-beryx-explorer,regenerator-runtime,facebook,regenerator,NPM
29368,zondax,web-beryx-explorer,object.entries,es-shims,object.entries,NPM
29369,zondax,web-beryx-explorer,@porscheofficial/cookie-consent-banner-react,porscheofficial,cookie-consent-banner,NPM
29370,zondax,web-beryx-explorer,hast-util-whitespace,syntax-tree,hast-util-whitespace,NPM
29371,zondax,web-beryx-explorer,string.prototype.trim,es-shims,string.prototype.trim,NPM
29372,zondax,web-beryx-explorer,koa-compose,koajs,compose,NPM
29373,zondax,web-beryx-explorer,csstype,frenic,csstype,NPM
29374,zondax,web-beryx-explorer,deep-is,thlorenz,deep-is,NPM
29375,zondax,web-beryx-explorer,socks,joshglazebrook,socks,NPM
29376,zondax,web-beryx-explorer,@babel/plugin-transform-template-literals,babel,babel,NPM
29377,zondax,web-beryx-explorer,queue-microtask,feross,queue-microtask,NPM
29378,zondax,web-beryx-explorer,whatwg-mimetype,jsdom,whatwg-mimetype,NPM
29379,zondax,web-beryx-explorer,react-monaco-editor,superraytin,react-monaco-editor,NPM
29380,zondax,web-beryx-explorer,yn,sindresorhus,yn,NPM
29381,zondax,web-beryx-explorer,ccount,wooorm,ccount,NPM
29382,zondax,web-beryx-explorer,pac-resolver,tootallnate,proxy-agents,NPM
29383,zondax,web-beryx-explorer,depcheck,depcheck,depcheck,NPM
29384,zondax,web-beryx-explorer,range-parser,jshttp,range-parser,NPM
29385,zondax,web-beryx-explorer,secp256k1,cryptocoinjs,secp256k1-node,NPM
29386,zondax,web-beryx-explorer,@next/swc-win32-x64-msvc,vercel,next.js,NPM
29387,zondax,web-beryx-explorer,tiny-inflate,devongovett,tiny-inflate,NPM
29388,zondax,web-beryx-explorer,is-interactive,sindresorhus,is-interactive,NPM
29389,zondax,web-beryx-explorer,minimist,minimistjs,minimist,NPM
29390,zondax,web-beryx-explorer,source-map-support,evanw,node-source-map-support,NPM
29391,zondax,web-beryx-explorer,min-indent,thejameskyle,min-indent,NPM
29392,zondax,web-beryx-explorer,p-locate,sindresorhus,p-locate,NPM
29393,zondax,web-beryx-explorer,core-util-is,isaacs,core-util-is,NPM
29394,zondax,web-beryx-explorer,jest-diff,jestjs,jest,NPM
29395,zondax,web-beryx-explorer,@esbuild/openbsd-x64,evanw,esbuild,NPM
29396,zondax,web-beryx-explorer,css-tree,csstree,csstree,NPM
29397,zondax,web-beryx-explorer,@types/eslint,definitelytyped,definitelytyped,NPM
29398,zondax,web-beryx-explorer,hast-util-from-parse5,syntax-tree,hast-util-from-parse5,NPM
29399,zondax,web-beryx-explorer,@types/set-cookie-parser,definitelytyped,definitelytyped,NPM
29400,zondax,web-beryx-explorer,is-weakmap,inspect-js,is-weakmap,NPM
29401,zondax,web-beryx-explorer,data-view-byte-length,inspect-js,data-view-byte-length,NPM
29402,zondax,web-beryx-explorer,html-react-parser,remarkablemark,html-react-parser,NPM
29403,zondax,web-beryx-explorer,@types/trusted-types,definitelytyped,definitelytyped,NPM
29404,zondax,web-beryx-explorer,safe-array-concat,ljharb,safe-array-concat,NPM
29405,zondax,web-beryx-explorer,which-collection,inspect-js,which-collection,NPM
29406,zondax,web-beryx-explorer,iterator.prototype,ljharb,iterator.prototype,NPM
29407,zondax,web-beryx-explorer,@open-draft/logger,open-draft,logger,NPM
29408,zondax,web-beryx-explorer,unicorn-magic,sindresorhus,unicorn-magic,NPM
29409,zondax,web-beryx-explorer,@rollup/rollup-linux-arm-gnueabihf,rollup,rollup,NPM
29410,zondax,web-beryx-explorer,@types/react,definitelytyped,definitelytyped,NPM
29411,zondax,web-beryx-explorer,@jridgewell/sourcemap-codec,jridgewell,sourcemap-codec,NPM
29412,zondax,web-beryx-explorer,@ledgerhq/cryptoassets,ledgerhq,ledger-live,NPM
29413,zondax,web-beryx-explorer,please-upgrade-node,typicode,please-upgrade-node,NPM
29414,zondax,web-beryx-explorer,expect,jestjs,jest,NPM
29415,zondax,web-beryx-explorer,regenerator-transform,facebook,regenerator,NPM
29416,zondax,web-beryx-explorer,strip-json-comments,sindresorhus,strip-json-comments,NPM
29417,zondax,web-beryx-explorer,postcss-modules-scope,css-modules,postcss-modules-scope,NPM
29418,zondax,web-beryx-explorer,symbol-tree,jsdom,js-symbol-tree,NPM
29419,zondax,web-beryx-explorer,import-fresh,sindresorhus,import-fresh,NPM
29420,zondax,web-beryx-explorer,@scure/bip32,paulmillr,scure-bip32,NPM
29421,zondax,web-beryx-explorer,is-lambda,watson,is-lambda,NPM
29422,zondax,web-beryx-explorer,@swc/helpers,swc-project,swc,NPM
29423,zondax,web-beryx-explorer,bs58check,bitcoinjs,bs58check,NPM
29424,zondax,web-beryx-explorer,@dual-bundle/import-meta-resolve,un-es,import-meta-resolve,NPM
29425,zondax,web-beryx-explorer,@typescript-eslint/type-utils,typescript-eslint,typescript-eslint,NPM
29426,zondax,web-beryx-explorer,which-builtin-type,inspect-js,which-builtin-type,NPM
29427,zondax,web-beryx-explorer,hash.js,indutny,hash.js,NPM
29428,zondax,web-beryx-explorer,ejs,mde,ejs,NPM
29429,zondax,web-beryx-explorer,v8-to-istanbul,istanbuljs,v8-to-istanbul,NPM
29430,zondax,web-beryx-explorer,web3-eth-ens,chainsafe,web3.js,NPM
29431,zondax,web-beryx-explorer,postcss-selector-parser,postcss,postcss-selector-parser,NPM
29432,zondax,web-beryx-explorer,not,raynos,not,NPM
29433,zondax,web-beryx-explorer,mimic-fn,sindresorhus,mimic-fn,NPM
29434,zondax,web-beryx-explorer,run-parallel,feross,run-parallel,NPM
29435,zondax,web-beryx-explorer,homedir-polyfill,doowb,homedir-polyfill,NPM
29436,zondax,web-beryx-explorer,@webassemblyjs/ieee754,xtuc,webassemblyjs,NPM
29437,zondax,web-beryx-explorer,define-lazy-prop,sindresorhus,define-lazy-prop,NPM
29438,zondax,web-beryx-explorer,style-to-object,remarkablemark,style-to-object,NPM
29439,zondax,web-beryx-explorer,extension-port-stream,metamask,extension-port-stream,NPM
29440,zondax,web-beryx-explorer,comma-separated-tokens,wooorm,comma-separated-tokens,NPM
29441,zondax,web-beryx-explorer,estree-walker,rich-harris,estree-walker,NPM
29442,zondax,web-beryx-explorer,@npmcli/agent,npm,agent,NPM
29443,zondax,web-beryx-explorer,@humanfs/node,humanwhocodes,humanfs,NPM
29444,zondax,web-beryx-explorer,@floating-ui/utils,floating-ui,floating-ui,NPM
29445,zondax,web-beryx-explorer,immediate,calvinmetcalf,immediate,NPM
29446,zondax,web-beryx-explorer,@esbuild/android-x64,evanw,esbuild,NPM
29447,zondax,web-beryx-explorer,globjoin,amobiz,globjoin,NPM
29448,zondax,web-beryx-explorer,hoist-non-react-statics,mridgway,hoist-non-react-statics,NPM
29449,zondax,web-beryx-explorer,hast-util-raw,syntax-tree,hast-util-raw,NPM
29450,zondax,web-beryx-explorer,@typescript-eslint/utils,typescript-eslint,typescript-eslint,NPM
29451,zondax,web-beryx-explorer,define-data-property,ljharb,define-data-property,NPM
29452,zondax,web-beryx-explorer,@babel/traverse,babel,babel,NPM
29453,zondax,web-beryx-explorer,turbo-darwin-64,vercel,turborepo,NPM
29454,zondax,web-beryx-explorer,@emotion/serialize,emotion-js,emotion,NPM
29455,zondax,web-beryx-explorer,strip-ansi,chalk,strip-ansi,NPM
29456,zondax,web-beryx-explorer,@babel/plugin-syntax-optional-catch-binding,babel,babel,NPM
29457,zondax,web-beryx-explorer,get-port,sindresorhus,get-port,NPM
29458,zondax,web-beryx-explorer,babel-jest,facebook,jest,NPM
29459,zondax,web-beryx-explorer,cacache,zkat,cacache,NPM
29460,zondax,web-beryx-explorer,vscode-textmate,microsoft,vscode-textmate,NPM
29461,zondax,web-beryx-explorer,@ipld/dag-cbor,ipld,js-dag-cbor,NPM
29462,zondax,web-beryx-explorer,@babel/plugin-transform-arrow-functions,babel,babel,NPM
29463,zondax,web-beryx-explorer,js-levenshtein,gustf,js-levenshtein,NPM
29464,zondax,web-beryx-explorer,cross-spawn,moxystudio,node-cross-spawn,NPM
29465,zondax,web-beryx-explorer,babel-plugin-polyfill-corejs3,babel,babel-polyfills,NPM
29466,zondax,web-beryx-explorer,@img/sharp-libvips-linuxmusl-x64,lovell,sharp-libvips,NPM
29467,zondax,web-beryx-explorer,compressible,jshttp,compressible,NPM
29468,zondax,web-beryx-explorer,hast-util-to-estree,syntax-tree,hast-util-to-estree,NPM
29469,zondax,web-beryx-explorer,@types/bn.js,definitelytyped,definitelytyped,NPM
29470,zondax,web-beryx-explorer,micromark-util-encode,micromark,micromark,NPM
29471,zondax,web-beryx-explorer,@ledgerhq/hw-transport-webusb,ledgerhq,ledgerjs,NPM
29472,zondax,web-beryx-explorer,jest-mock,facebook,jest,NPM
29473,zondax,web-beryx-explorer,import-local,sindresorhus,import-local,NPM
29474,zondax,web-beryx-explorer,http-errors,jshttp,http-errors,NPM
29475,zondax,web-beryx-explorer,eslint-scope,eslint,js,NPM
29476,zondax,web-beryx-explorer,micromark-factory-destination,micromark,micromark,NPM
