date,forecasted_Transaction Count,forecasted_Active Users,forecasted_Unique Users,forecasted_Gas Fees,forecasted_Total Transferred,forecasted_Net Transferred,forecasted_TVL-balmy_protocol,forecasted_TVL_opchain-balmy_protocol
2024-09-01 00:00:00,0.0,0.022605222109046783,0.0,0.0,0.0,0.0,639757.0393224801,710236.3760285942
2024-09-02 00:00:00,0.0,0.0317797929718774,0.0,0.0,0.0,0.0,612101.0339779155,672907.7188486485
2024-09-03 00:00:00,0.0,0.020978625641526905,0.0,0.0,0.0,0.0,642801.8394698681,720393.8444121681
2024-09-04 00:00:00,0.009098483670420128,0.010532012530656186,0.004501316062702414,0.0,0.0,0.0,642141.302496583,622485.0139686931
2024-09-05 00:00:00,0.016067422397618828,0.018415979574226988,0.01252150746061382,0.0,0.0,0.0,572045.9722302756,735329.7787923433
2024-09-06 00:00:00,0.022305507084289675,0.010769870370598351,0.009792761655811645,0.0,0.0,0.0,651388.2823966346,705840.5834028791
2024-09-07 00:00:00,0.014807258913084822,0.005140825522086755,0.0,-2.8385396995887562e-06,0.0,0.0,585625.2051519636,724423.0062470118
2024-09-08 00:00:00,0.025821893997813646,0.0036286309791028386,0.0,-2.8774178185497526e-06,0.0,0.0,638729.967871313,653241.8854863772
2024-09-09 00:00:00,0.022972369327196124,0.00300643874946374,0.0,-2.2680282179439952e-06,0.0,0.0,597987.691749106,643820.397936399
2024-09-10 00:00:00,0.006742336254326423,0.008967934238290863,0.0,-4.3179208326718114e-06,0.0,0.0,593731.5030270482,683215.6396192686
2024-09-11 00:00:00,0.004473088453136157,0.024772760443586166,0.0,-1.1931094103688588e-05,0.0,0.0,624452.5950692102,726402.8809499867
2024-09-12 00:00:00,0.018331601776144367,0.02251238277110782,0.0,-1.375275713660492e-05,0.0,0.0,586525.4077333685,671011.4414565279
2024-09-13 00:00:00,0.01918796690397382,0.016411392734399143,0.0,0.0,0.0,0.0,593441.9774620252,673666.5534367097
2024-09-14 00:00:00,0.04503482512914241,0.009064796332797193,0.0,0.0,0.0,0.0,585851.3256963071,669510.1722585146
2024-09-15 00:00:00,0.036544807803481426,0.013681341114234425,0.0,0.0,0.0,0.0,575740.5023224168,731171.8309391685
2024-09-16 00:00:00,0.0335103192639095,0.011912553694459144,0.02276939541727399,0.0,0.0,0.0,588515.3104752516,677118.544998121
2024-09-17 00:00:00,0.027441222062290622,0.0061817010376155595,0.011769512181033963,0.0,0.0,0.0,584436.1240557065,733743.118706853
2024-09-18 00:00:00,0.02524487863887372,0.011031123670949163,0.014026302921432185,0.0,0.0,0.0,585811.2523651686,718876.6450143717
2024-09-19 00:00:00,0.009382257564950168,0.018388722676857032,0.0,0.0,0.0,0.0,590314.0992254874,737521.8529565017
2024-09-20 00:00:00,0.008975239513056395,0.021481622801593755,0.0,0.0,0.0,0.0,549485.1570542338,656773.9524305402
2024-09-21 00:00:00,0.005654158626654953,0.02582326321795486,0.0,0.0,0.0,0.0,578784.6793288211,695967.6455405942
2024-09-22 00:00:00,0.009540692261955867,0.00832386743125431,0.0,0.0,0.0,0.0,541697.2742957249,700784.905974662
2024-09-23 00:00:00,0.010112625782622092,0.012557782361950567,0.0,0.0,0.0,0.0,613334.5832054737,668795.0645306709
2024-09-24 00:00:00,0.006208779173840044,0.01079470603868421,0.0,0.0,0.0,0.0,600642.4057869324,729922.2252739603
2024-09-25 00:00:00,0.015489775288522968,0.009080428408234385,0.0,0.0,0.0,0.0,615611.4800788776,736148.4493125227
2024-09-26 00:00:00,0.01814983472031702,0.010251106627062204,0.0,0.0,0.0,0.0,612984.3732130787,716849.5504097603
2024-09-27 00:00:00,0.02007542483128979,0.009924793990234057,0.0,0.0,0.0,0.0,583279.8051121022,771845.1131107919
2024-09-28 00:00:00,0.012583328214244537,0.01015415765339085,0.009067913735515343,0.0,0.0,0.0,568452.8403378496,738856.7627751199
2024-09-29 00:00:00,0.014236000939189742,0.008171461418658885,0.004872909619314727,0.0,0.0,0.0,610365.7013040828,795358.4999367066
2024-09-30 00:00:00,0.012298282305777172,0.013373022296458207,0.0026089743799351433,0.0,0.0,0.0,626923.2504997111,717718.7309830049
2024-10-01 00:00:00,-0.00383675112990656,0.009733376765415148,0.0,0.0,0.0,0.0,629684.2198139209,648278.3641813227
2024-10-02 00:00:00,0.00472252477582685,0.00921976809413026,0.0,0.0,0.0,0.0,596915.9566300334,696718.8867461149
2024-10-03 00:00:00,0.0,0.009705338773366894,0.0,0.0,0.0,0.0,662921.5699839124,670660.8753570976
2024-10-04 00:00:00,0.0,0.01025305778054212,0.0008925301198339025,0.0,0.0,0.0,665738.1978644643,590462.0836943382
2024-10-05 00:00:00,0.0,0.009213345019564743,0.0012008521731148752,0.0,0.0,0.0,690568.2938832755,777087.2255312477
2024-10-06 00:00:00,0.0,0.014286854369931852,0.0016740555032716674,0.0,0.0,0.0,607019.1991871659,771266.3319384886
