date,forecasted_Transaction Count,forecasted_Active Users,forecasted_Unique Users,forecasted_Total Transferred,forecasted_Net Transferred,forecasted_TVL-extra_finance_leverage_farming_protocol,forecasted_TVL_opchain-extra_finance_leverage_farming_protocol
2024-09-01 00:00:00,-0.06482141706043139,0.030763790801758964,-0.07618803773035317,0.0,110403490.23513274,115245180.31400986,109917990.62172425
2024-09-02 00:00:00,-0.1288827038855922,0.025133632745031876,-0.020471745636794842,0.0,107071872.89092788,122858497.22946358,102980960.49182436
2024-09-03 00:00:00,-0.12756665933654077,0.029766650337114443,-0.08795231743849828,0.0,97596076.60445842,115346621.85044006,103567062.09598297
2024-09-04 00:00:00,0.012158042531196482,0.11659492151709118,0.05277986460858642,0.0,49367280.85713593,114646041.5265157,114293512.22736795
2024-09-05 00:00:00,0.012501581722231684,0.12302617165064957,0.053212100157615946,0.0,97703582.9671075,115405272.08768018,106768540.49213985
2024-09-06 00:00:00,0.0076439711908369515,0.15761822296924552,0.051810485273324124,0.0,89997983.57730627,111955680.9579792,104720932.46584651
2024-09-07 00:00:00,0.05589965420790499,-0.050999933964626466,-0.031679836559763044,0.0,92897884.33357076,104930883.47341773,100881816.54351467
2024-09-08 00:00:00,0.2944918607057308,-0.08616884097675966,0.00795682953333529,0.0,82754009.56436498,110922566.61207,103993310.85152872
2024-09-09 00:00:00,0.2061035448921131,-0.1252241536088391,-0.03585536194558531,0.0,110397565.93844692,110147632.39336732,98029553.11991043
2024-09-10 00:00:00,0.14993619272102285,0.015017774345112166,0.11547798219422788,0.0,129523363.9465878,105823313.07645209,103679306.47514917
2024-09-11 00:00:00,0.11037091228925648,0.007102612964645481,0.14189563690626936,0.0,71517680.42933992,115974592.22077107,114831172.64367586
2024-09-12 00:00:00,0.05698887577230279,0.002221641674799865,0.15676686407975954,0.0,108117157.30509059,96083125.55964643,105492305.63022377
2024-09-13 00:00:00,-0.016522375653604916,0.004121153802137832,0.16368348677119215,0.0,74135693.00402789,96589192.31669268,113364488.50616409
2024-09-14 00:00:00,-0.01396936949978527,-0.0023107692282235883,0.21210451720592255,0.0,107337529.17227802,84215670.19385557,115080897.33714183
2024-09-15 00:00:00,-0.03055384633170691,-0.008355890508521575,0.1433168520187803,0.0,61392626.91328697,91440420.00728276,113137784.11878721
2024-09-16 00:00:00,0.04983319625119469,0.25805325527676665,0.033929212254344324,0.0,61235760.04405175,91522264.87823607,119949731.49167196
2024-09-17 00:00:00,0.03646759318303188,0.11457105684429222,0.04322240484376795,0.0,114398928.41123816,92657923.18882777,111575225.40898822
2024-09-18 00:00:00,0.0313774602783081,0.13439031875829707,0.06890031379659917,0.0,106758977.56395037,90508016.26366088,105604353.9696207
2024-09-19 00:00:00,0.08135761990537442,0.10860945188700033,0.16526279219977175,0.0,48949143.563759945,88275904.23925324,111397155.11893152
2024-09-20 00:00:00,0.08378326184045311,0.16156630990978796,0.10211725847072896,0.0,53844520.73733014,92226162.24250397,111859040.91926093
2024-09-21 00:00:00,0.1110306898165814,0.21048896642264442,0.010075408750457438,0.0,56714506.333927274,92383751.99023636,121887885.59398223
2024-09-22 00:00:00,0.06789118673620093,0.1741794021766603,0.16698279412725778,0.0,57566772.8442942,88224747.98222046,116492176.72005758
2024-09-23 00:00:00,-0.01836787379202069,0.19523209227963687,0.16452991030772693,0.0,75253728.46387692,95552193.83809517,127343803.52727784
2024-09-24 00:00:00,0.13864212284217892,0.19432654521813328,0.10800462177776349,0.0,75255265.511405,95919224.34327684,114804362.77196747
2024-09-25 00:00:00,0.17470762175719612,0.060090287108774766,0.0374804325069271,0.0,72851882.56609751,90312170.87503967,128620714.9814003
2024-09-26 00:00:00,0.12313157492410023,0.12575591651275916,0.04640370768275755,0.0,46200701.649159215,99271050.60141265,125844570.55326015
2024-09-27 00:00:00,0.0913184728713126,0.06152757809174544,0.03668902726053564,0.0,94483770.52857538,98160945.91719988,128361663.82648307
2024-09-28 00:00:00,0.10915634990221322,0.3889995830020193,0.12071913336704149,0.0,42926889.385118596,90420081.51090246,126078535.417268
2024-09-29 00:00:00,0.08982344731430973,0.505487945385176,0.1461740384214227,0.0,82249868.017929,96183155.21162063,111109829.12830886
2024-09-30 00:00:00,0.14727520704296979,0.31566575674083863,0.04096672038169311,0.0,66202707.47767657,110247543.04414795,134311529.87331226
2024-10-01 00:00:00,0.2986294583276403,0.1986996680984816,0.14947371481275976,0.0,74587286.32672666,119290551.47032169,121857107.0801312
2024-10-02 00:00:00,0.273174100157234,0.11627678362150841,0.15798337766152099,0.0,82222333.56093822,114955154.05852404,124625050.03782973
2024-10-03 00:00:00,0.2762022185285634,0.23085491181366974,0.1188625756627684,0.0,34732586.31689307,122395199.5043493,116027432.47919826
2024-10-04 00:00:00,0.16615554464517046,0.076762820213778,0.13889676100930584,0.0,65854018.95099614,115273040.0133776,120602188.00443415
2024-10-05 00:00:00,0.195256005566918,0.27335175949991225,0.06770315097955566,0.0,67062194.652447954,126869456.98444669,115671099.93675585
2024-10-06 00:00:00,0.17214752356080687,0.18268406166815526,0.11725834582066959,0.0,56453135.390132196,128693928.07617809,119215579.58856218
2024-10-07 00:00:00,0.1259086091231917,0.21179863252928668,0.10451692143848752,0.0,77019565.42221782,139906486.36546165,122772078.91712958
2024-10-08 00:00:00,0.17101432255471577,0.19748096505173726,0.09073248831105506,0.0,58096159.04266496,118461567.60649489,130746577.74210149
2024-10-09 00:00:00,0.12846655171995813,0.2243934882735974,0.14786762257790392,0.0,62116201.99792728,120683490.30027902,123796048.65308864
2024-10-10 00:00:00,0.3032739383838534,0.14842741038996607,0.16475194951243852,0.0,48920093.95827243,127394228.85073103,118258600.065021
2024-10-11 00:00:00,0.1989711478155367,0.23266679477377167,0.11615141422082516,0.0,74356296.8585194,119561658.6635687,117457813.42049347
2024-10-12 00:00:00,0.5012306714827416,0.24768474101319354,0.1931125759261122,0.0,61595389.775991425,109260938.4614177,140462264.71768686
2024-10-13 00:00:00,0.1616698316644669,0.2155946127073532,0.09845430175458741,0.0,49405660.361644916,117258907.37996049,124160556.15594639
2024-10-14 00:00:00,0.10588936883854586,0.28851921244369044,0.09502996456256912,0.0,81700373.08260395,109722951.51279812,111312681.76617807
2024-10-15 00:00:00,0.08995401695792075,0.23204595243390128,0.07497791951598022,0.0,64763891.3478488,92677855.09808564,129193017.822289
2024-10-16 00:00:00,0.12445088292497591,0.23588357060616233,0.07449055334450706,0.0,76451912.4042131,97671937.03851208,126419404.5459078
2024-10-17 00:00:00,0.13223122826705275,0.27846677813527776,0.10111667989121532,0.0,61129647.91137462,95466168.25076135,130099815.34402758
2024-10-18 00:00:00,0.08845938957612513,0.1912624718457514,0.1648766007456786,0.0,51620031.989673674,93155404.42435585,122250725.12386869
2024-10-19 00:00:00,0.11644646875233042,0.2719247953708329,0.10521544401485201,0.0,68478011.96918617,92823373.75228886,123540365.68836175
