transaction_date,address,transaction_cnt,active_users,total_transferred,gas_fee,unique_users,cum_transferred
2024-06-01,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,2.0,2.0,0.0,1.205236699745e-06,2.0,0.0
2024-06-02,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,1.0,1.0,0.0,4.750370379e-07,1.0,0.0
2024-06-03,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,2.0,2.0,0.0,8.782175558000001e-07,1.0,0.0
2024-06-04,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,1.0,1.0,0.0,5.627096845641e-06,1.0,0.0
2024-06-05,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,1.0,1.0,0.0,5.642012297385e-06,1.0,0.0
2024-06-06,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,1.0,1.0,0.0,1.33102341284e-05,1.0,0.0
2024-06-07,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,2.0,2.0,0.0,2.0113805278848e-05,2.0,0.0
2024-06-08,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,1.0,1.0,0.0,1.13781379124e-05,1.0,0.0
2024-06-09,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,1.0,1.0,0.0,6.645703469877e-06,1.0,0.0
2024-06-10,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,2.0,2.0,0.0,9.999217995911e-06,2.0,0.0
2024-06-11,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,1.0,1.0,0.0,5.533975588941e-06,1.0,0.0
2024-06-12,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,5.0,5.0,0.0,8.029457607059e-06,4.0,0.0
2024-06-13,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,2.0,2.0,0.0,3.0064899981e-07,1.0,0.0
2024-06-14,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,1.0,1.0,0.0,2.28332117628e-07,1.0,0.0
2024-06-15,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,1.0,1.0,0.0,3.846135618e-07,0.0,0.0
2024-06-16,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-17,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-18,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,2.0,1.0,0.0,1.2151105803354e-05,0.0,0.0
2024-06-19,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,2.0,2.0,0.0,1.215486480276e-05,1.0,0.0
2024-06-20,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,2.0,2.0,0.0,1.930939158036e-05,1.0,0.0
2024-06-21,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,1.0,1.0,0.0,4.94759506026e-06,0.0,0.0
2024-06-22,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,2.0,2.0,0.0,1.2875819175773999e-05,1.0,0.0
2024-06-23,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-24,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,1.0,1.0,0.0,1.7808144309684e-05,1.0,0.0
2024-06-25,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-26,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,1.0,1.0,0.0,6.067873347982e-06,1.0,0.0
2024-06-27,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-28,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-29,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-30,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,1.0,1.0,0.0,1.552554945e-07,1.0,0.0
2024-07-01,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-02,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-03,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-04,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-05,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-06,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-07,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-08,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,1.0,1.0,0.0,6.021153570825e-06,1.0,0.0
2024-07-09,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-10,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-11,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-12,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,1.0,1.0,0.0,2.942650155e-07,1.0,0.0
2024-07-13,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-14,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-16,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-17,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,1.0,1.0,0.0,7.129148708535e-06,1.0,0.0
2024-07-19,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-20,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-21,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-23,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-24,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-25,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-26,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-28,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-29,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-30,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-31,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-01,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-02,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-03,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-04,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-05,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-06,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-07,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-08,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-09,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-10,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-11,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-12,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-13,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-14,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-15,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-16,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-17,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-18,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-19,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-20,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-21,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-22,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-23,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-24,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-25,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-26,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-27,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-28,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-29,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-30,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-31,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-01,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-02,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-03,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-04,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-05,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-06,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-07,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-08,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-09,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-10,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-11,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-12,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-13,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-14,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-15,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-16,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-17,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-18,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-19,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-20,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-21,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-22,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-23,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-24,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-25,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-26,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-27,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-28,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-29,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-30,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-01,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-02,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-03,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-04,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-05,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-06,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-07,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-08,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-09,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-10,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-11,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-12,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-13,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-14,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-15,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-16,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-17,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-18,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-19,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-20,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-21,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-22,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-23,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-24,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-25,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-26,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-27,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-28,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-29,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-30,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-31,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-01,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-02,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-03,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-05,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-06,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-07,0x01ef58e98e389ff5fb80a7b00e495b81cb6298d9,0.0,0.0,0.0,0.0,0.0,0.0
