transaction_date,address,cnt,total_transferred,total_transferred_in_tokens,net_transferred,net_transferred_in_tokens
2024-11-09,0xc224bf25dcc99236f00843c7d8c4194abe8aa94a,1,0.0,0.0,0.0,0.0
2024-11-09,0xe04bb5b4de60fa2fba69a93ade13a8b3b569d5b4,16,0.0,0.0,0.0,0.0
2024-11-10,0xe04bb5b4de60fa2fba69a93ade13a8b3b569d5b4,26,0.0,0.0,0.0,0.0
2024-11-11,0xe04bb5b4de60fa2fba69a93ade13a8b3b569d5b4,24,0.0,0.0,0.0,0.0
2024-11-12,0xe04bb5b4de60fa2fba69a93ade13a8b3b569d5b4,23,0.0,0.0,0.0,0.0
2024-11-13,0xe04bb5b4de60fa2fba69a93ade13a8b3b569d5b4,31,0.0,0.0,0.0,0.0
2024-11-14,0xe04bb5b4de60fa2fba69a93ade13a8b3b569d5b4,6,0.0,0.0,0.0,0.0
2024-11-15,0xe04bb5b4de60fa2fba69a93ade13a8b3b569d5b4,7,0.0,0.0,0.0,0.0
2024-11-16,0xe04bb5b4de60fa2fba69a93ade13a8b3b569d5b4,16,0.0,0.0,0.0,0.0
2024-11-17,0xe04bb5b4de60fa2fba69a93ade13a8b3b569d5b4,37,0.0,0.0,0.0,0.0
2024-11-18,0xe04bb5b4de60fa2fba69a93ade13a8b3b569d5b4,28,0.0,0.0,0.0,0.0
2024-11-19,0xc224bf25dcc99236f00843c7d8c4194abe8aa94a,1,0.0,0.0,0.0,0.0
2024-11-19,0xe04bb5b4de60fa2fba69a93ade13a8b3b569d5b4,27,0.0,0.0,0.0,0.0
2024-11-20,0xc224bf25dcc99236f00843c7d8c4194abe8aa94a,1,0.0,0.0,0.0,0.0
2024-11-20,0xe04bb5b4de60fa2fba69a93ade13a8b3b569d5b4,19,0.0,0.0,0.0,0.0
2024-11-21,0xe04bb5b4de60fa2fba69a93ade13a8b3b569d5b4,23,0.0,0.0,0.0,0.0
2024-11-22,0xe04bb5b4de60fa2fba69a93ade13a8b3b569d5b4,24,0.0,0.0,0.0,0.0
2024-11-23,0xe04bb5b4de60fa2fba69a93ade13a8b3b569d5b4,16,0.0,0.0,0.0,0.0
2024-11-24,0xe04bb5b4de60fa2fba69a93ade13a8b3b569d5b4,12,0.0,0.0,0.0,0.0
2024-11-25,0xe04bb5b4de60fa2fba69a93ade13a8b3b569d5b4,11,0.0,0.0,0.0,0.0
2024-11-26,0xc224bf25dcc99236f00843c7d8c4194abe8aa94a,3,0.0,0.0,0.0,0.0
2024-11-26,0xe04bb5b4de60fa2fba69a93ade13a8b3b569d5b4,3,0.0,0.0,0.0,0.0
2024-11-27,0xe04bb5b4de60fa2fba69a93ade13a8b3b569d5b4,17,0.0,0.0,0.0,0.0
2024-11-28,0xc224bf25dcc99236f00843c7d8c4194abe8aa94a,1,0.0,0.0,0.0,0.0
2024-11-28,0xe04bb5b4de60fa2fba69a93ade13a8b3b569d5b4,23,0.0,0.0,0.0,0.0
2024-11-29,0xe04bb5b4de60fa2fba69a93ade13a8b3b569d5b4,10,0.0,0.0,0.0,0.0
2024-11-30,0xe04bb5b4de60fa2fba69a93ade13a8b3b569d5b4,13,0.0,0.0,0.0,0.0
2024-12-01,0xe04bb5b4de60fa2fba69a93ade13a8b3b569d5b4,8,0.0,0.0,0.0,0.0
2024-12-02,0xe04bb5b4de60fa2fba69a93ade13a8b3b569d5b4,15,0.0,0.0,0.0,0.0
2024-12-03,0xc224bf25dcc99236f00843c7d8c4194abe8aa94a,2,0.0,0.0,0.0,0.0
2024-12-03,0xe04bb5b4de60fa2fba69a93ade13a8b3b569d5b4,18,0.0,0.0,0.0,0.0
2024-12-04,0xe04bb5b4de60fa2fba69a93ade13a8b3b569d5b4,15,0.0,0.0,0.0,0.0
2024-12-05,0xe04bb5b4de60fa2fba69a93ade13a8b3b569d5b4,17,0.0,0.0,0.0,0.0
2024-12-06,0xe04bb5b4de60fa2fba69a93ade13a8b3b569d5b4,42,0.0,0.0,0.0,0.0
2024-12-07,0xe04bb5b4de60fa2fba69a93ade13a8b3b569d5b4,22,0.0,0.0,0.0,0.0
2024-12-08,0xe04bb5b4de60fa2fba69a93ade13a8b3b569d5b4,46,0.0,0.0,0.0,0.0
2024-12-09,0xe04bb5b4de60fa2fba69a93ade13a8b3b569d5b4,11,0.0,0.0,0.0,0.0
