date,token,value,readable_date,protocol
1649116800,SETH,1062234.59984,2022-04-05 00:00:00,polynomial_earn_protocol
1649116800,SUSD,1002454.91113,2022-04-05 00:00:00,polynomial_earn_protocol
1649203200,SETH,996276.08439,2022-04-06 00:00:00,polynomial_earn_protocol
1649203200,SUSD,1003994.46552,2022-04-06 00:00:00,polynomial_earn_protocol
1649289600,SETH,958499.67905,2022-04-07 00:00:00,polynomial_earn_protocol
1649289600,SUSD,1000727.43464,2022-04-07 00:00:00,polynomial_earn_protocol
1649376000,SETH,981987.44926,2022-04-08 00:00:00,polynomial_earn_protocol
1649376000,SUSD,1005935.99233,2022-04-08 00:00:00,polynomial_earn_protocol
1649462400,SETH,972939.41258,2022-04-09 00:00:00,polynomial_earn_protocol
1649462400,SUSD,1008288.17394,2022-04-09 00:00:00,polynomial_earn_protocol
1649548800,SETH,984039.18945,2022-04-10 00:00:00,polynomial_earn_protocol
1649548800,SUSD,1005196.82888,2022-04-10 00:00:00,polynomial_earn_protocol
1649635200,SETH,969421.81381,2022-04-11 00:00:00,polynomial_earn_protocol
1649635200,SUSD,1003853.11617,2022-04-11 00:00:00,polynomial_earn_protocol
1649721600,SETH,1343831.51499,2022-04-12 00:00:00,polynomial_earn_protocol
1649721600,SUSD,1502873.09036,2022-04-12 00:00:00,polynomial_earn_protocol
1649808000,SETH,1367369.3932,2022-04-13 00:00:00,polynomial_earn_protocol
1649808000,SUSD,1505485.10702,2022-04-13 00:00:00,polynomial_earn_protocol
1649894400,SETH,1406855.77872,2022-04-14 00:00:00,polynomial_earn_protocol
1649894400,SUSD,1501859.89888,2022-04-14 00:00:00,polynomial_earn_protocol
1649980800,SETH,1363736.53544,2022-04-15 00:00:00,polynomial_earn_protocol
1649980800,SUSD,1500095.52016,2022-04-15 00:00:00,polynomial_earn_protocol
1650067200,SETH,1370680.8438,2022-04-16 00:00:00,polynomial_earn_protocol
1650067200,SUSD,1496114.88617,2022-04-16 00:00:00,polynomial_earn_protocol
1650153600,SETH,1376342.62,2022-04-17 00:00:00,polynomial_earn_protocol
1650153600,SUSD,1496850.13209,2022-04-17 00:00:00,polynomial_earn_protocol
1650240000,SETH,1345460.44959,2022-04-18 00:00:00,polynomial_earn_protocol
1650240000,SUSD,1497160.70973,2022-04-18 00:00:00,polynomial_earn_protocol
1650326400,SETH,1375634.49984,2022-04-19 00:00:00,polynomial_earn_protocol
1650326400,SUSD,1500252.05269,2022-04-19 00:00:00,polynomial_earn_protocol
1650412800,SETH,1386477.31252,2022-04-20 00:00:00,polynomial_earn_protocol
1650412800,SUSD,1499549.61919,2022-04-20 00:00:00,polynomial_earn_protocol
1650499200,SETH,1383924.4706,2022-04-21 00:00:00,polynomial_earn_protocol
1650499200,SUSD,1498293.66207,2022-04-21 00:00:00,polynomial_earn_protocol
1650585600,SETH,1343976.55385,2022-04-22 00:00:00,polynomial_earn_protocol
1650585600,SUSD,1500682.2368,2022-04-22 00:00:00,polynomial_earn_protocol
1650672000,SETH,1332212.3521,2022-04-23 00:00:00,polynomial_earn_protocol
1650672000,SUSD,1503151.18331,2022-04-23 00:00:00,polynomial_earn_protocol
1650758400,SETH,1326512.5971,2022-04-24 00:00:00,polynomial_earn_protocol
