chain,date,token,value,readable_date
BOB,1724803200,ETH,0.01636,2024-08-28 00:00:00
BOB,1724803200,SOV,37.00353,2024-08-28 00:00:00
BOB,1724803200,TBTC,0.00034,2024-08-28 00:00:00
BOB,1724803200,USDC,20.45163,2024-08-28 00:00:00
BOB,1724803200,USDT,21.37815,2024-08-28 00:00:00
BOB,1724803200,WBTC,0.00034,2024-08-28 00:00:00
BOB,1724889600,ETH,0.01636,2024-08-29 00:00:00
BOB,1724889600,SOV,37.00353,2024-08-29 00:00:00
BOB,1724889600,TBTC,0.00034,2024-08-29 00:00:00
BOB,1724889600,USDC,20.45163,2024-08-29 00:00:00
BOB,1724889600,USDT,21.37815,2024-08-29 00:00:00
BOB,1724889600,WBTC,0.00034,2024-08-29 00:00:00
BOB,1724976000,ETH,0.01636,2024-08-30 00:00:00
BOB,1724976000,SOV,37.00353,2024-08-30 00:00:00
BOB,1724976000,TBTC,0.00034,2024-08-30 00:00:00
BOB,1724976000,USDC,20.45163,2024-08-30 00:00:00
BOB,1724976000,USDT,21.37815,2024-08-30 00:00:00
BOB,1724976000,WBTC,0.00034,2024-08-30 00:00:00
BOB,1725062400,ETH,0.01636,2024-08-31 00:00:00
BOB,1725062400,SOV,37.00353,2024-08-31 00:00:00
BOB,1725062400,TBTC,0.00034,2024-08-31 00:00:00
BOB,1725062400,USDC,20.45163,2024-08-31 00:00:00
BOB,1725062400,USDT,21.37815,2024-08-31 00:00:00
BOB,1725062400,WBTC,0.00034,2024-08-31 00:00:00
BOB,1725148800,ETH,0.01636,2024-09-01 00:00:00
BOB,1725148800,SOV,37.00353,2024-09-01 00:00:00
BOB,1725148800,TBTC,0.00034,2024-09-01 00:00:00
BOB,1725148800,USDC,20.45163,2024-09-01 00:00:00
BOB,1725148800,USDT,21.37815,2024-09-01 00:00:00
BOB,1725148800,WBTC,0.00034,2024-09-01 00:00:00
BOB,1725235200,ETH,0.01636,2024-09-02 00:00:00
BOB,1725235200,SOV,37.00353,2024-09-02 00:00:00
BOB,1725235200,TBTC,0.00034,2024-09-02 00:00:00
BOB,1725235200,USDC,20.45163,2024-09-02 00:00:00
BOB,1725235200,USDT,21.37815,2024-09-02 00:00:00
BOB,1725235200,WBTC,0.00034,2024-09-02 00:00:00
BOB,1725321600,ETH,0.01636,2024-09-03 00:00:00
BOB,1725321600,SOV,37.00353,2024-09-03 00:00:00
BOB,1725321600,TBTC,0.00034,2024-09-03 00:00:00
BOB,1725321600,USDC,20.45163,2024-09-03 00:00:00
BOB,1725321600,USDT,21.37815,2024-09-03 00:00:00
BOB,1725321600,WBTC,0.00034,2024-09-03 00:00:00
BOB,1725408000,ETH,0.03056,2024-09-04 00:00:00
BOB,1725408000,SOV,37.00353,2024-09-04 00:00:00
BOB,1725408000,TBTC,0.00034,2024-09-04 00:00:00
BOB,1725408000,USDC,20.45163,2024-09-04 00:00:00
BOB,1725408000,USDT,21.37815,2024-09-04 00:00:00
BOB,1725408000,WBTC,0.00034,2024-09-04 00:00:00
BOB,1725494400,ETH,0.03056,2024-09-05 00:00:00
BOB,1725494400,SOV,37.00353,2024-09-05 00:00:00
BOB,1725494400,TBTC,0.00034,2024-09-05 00:00:00
BOB,1725494400,USDC,20.45163,2024-09-05 00:00:00
BOB,1725494400,USDT,21.37815,2024-09-05 00:00:00
BOB,1725494400,WBTC,0.00034,2024-09-05 00:00:00
BOB,1725580800,ETH,0.03056,2024-09-06 00:00:00
BOB,1725580800,SOV,37.00353,2024-09-06 00:00:00
BOB,1725580800,TBTC,0.00034,2024-09-06 00:00:00
BOB,1725580800,USDC,20.45163,2024-09-06 00:00:00
BOB,1725580800,USDT,21.37815,2024-09-06 00:00:00
BOB,1725580800,WBTC,0.00036,2024-09-06 00:00:00
BOB,1725667200,ETH,0.03056,2024-09-07 00:00:00
BOB,1725667200,SOV,37.00353,2024-09-07 00:00:00
BOB,1725667200,TBTC,0.00034,2024-09-07 00:00:00
BOB,1725667200,USDC,20.45163,2024-09-07 00:00:00
BOB,1725667200,USDT,21.37815,2024-09-07 00:00:00
BOB,1725667200,WBTC,0.00036,2024-09-07 00:00:00
BOB,1725753600,ETH,0.03056,2024-09-08 00:00:00
BOB,1725753600,SOV,37.00353,2024-09-08 00:00:00
BOB,1725753600,TBTC,0.00034,2024-09-08 00:00:00
BOB,1725753600,USDC,20.45163,2024-09-08 00:00:00
BOB,1725753600,USDT,21.37815,2024-09-08 00:00:00
BOB,1725753600,WBTC,0.00051,2024-09-08 00:00:00
BOB,1725840000,ETH,0.03056,2024-09-09 00:00:00
BOB,1725840000,SOV,37.00353,2024-09-09 00:00:00
BOB,1725840000,TBTC,0.00034,2024-09-09 00:00:00
BOB,1725840000,USDC,20.45163,2024-09-09 00:00:00
BOB,1725840000,USDT,21.37815,2024-09-09 00:00:00
BOB,1725840000,WBTC,0.00051,2024-09-09 00:00:00
BOB,1725926400,ETH,0.03056,2024-09-10 00:00:00
BOB,1725926400,SOV,37.00353,2024-09-10 00:00:00
BOB,1725926400,TBTC,0.00034,2024-09-10 00:00:00
BOB,1725926400,USDC,20.45163,2024-09-10 00:00:00
BOB,1725926400,USDT,21.37815,2024-09-10 00:00:00
BOB,1725926400,WBTC,0.00051,2024-09-10 00:00:00
BOB,1726012800,ETH,0.03056,2024-09-11 00:00:00
BOB,1726012800,SOV,37.00353,2024-09-11 00:00:00
BOB,1726012800,TBTC,0.00034,2024-09-11 00:00:00
BOB,1726012800,USDC,20.45163,2024-09-11 00:00:00
BOB,1726012800,USDT,21.37815,2024-09-11 00:00:00
BOB,1726012800,WBTC,0.00051,2024-09-11 00:00:00
BOB,1726099200,ETH,0.03056,2024-09-12 00:00:00
BOB,1726099200,SOV,37.00353,2024-09-12 00:00:00
BOB,1726099200,TBTC,0.00034,2024-09-12 00:00:00
BOB,1726099200,USDC,20.45163,2024-09-12 00:00:00
BOB,1726099200,USDT,21.37815,2024-09-12 00:00:00
BOB,1726099200,WBTC,0.00051,2024-09-12 00:00:00
BOB,1726185600,ETH,0.03056,2024-09-13 00:00:00
BOB,1726185600,SOV,37.00353,2024-09-13 00:00:00
BOB,1726185600,TBTC,0.00034,2024-09-13 00:00:00
BOB,1726185600,USDC,20.45163,2024-09-13 00:00:00
BOB,1726185600,USDT,51.37815,2024-09-13 00:00:00
BOB,1726185600,WBTC,0.00051,2024-09-13 00:00:00
BOB,1726272000,ETH,0.07056,2024-09-14 00:00:00
BOB,1726272000,SOV,37.00353,2024-09-14 00:00:00
BOB,1726272000,TBTC,0.00034,2024-09-14 00:00:00
BOB,1726272000,USDC,20.45163,2024-09-14 00:00:00
BOB,1726272000,USDT,51.37815,2024-09-14 00:00:00
BOB,1726272000,WBTC,0.00051,2024-09-14 00:00:00
BOB,1726358400,ETH,0.03056,2024-09-15 00:00:00
BOB,1726358400,SOV,37.00353,2024-09-15 00:00:00
BOB,1726358400,TBTC,0.00034,2024-09-15 00:00:00
BOB,1726358400,USDC,20.45163,2024-09-15 00:00:00
BOB,1726358400,USDT,51.37815,2024-09-15 00:00:00
BOB,1726358400,WBTC,0.00051,2024-09-15 00:00:00
BOB,1726444800,ETH,0.03056,2024-09-16 00:00:00
BOB,1726444800,SOV,37.00353,2024-09-16 00:00:00
BOB,1726444800,TBTC,0.00034,2024-09-16 00:00:00
BOB,1726444800,USDC,20.45163,2024-09-16 00:00:00
BOB,1726444800,USDT,51.37815,2024-09-16 00:00:00
BOB,1726444800,WBTC,0.00051,2024-09-16 00:00:00
BOB,1726531200,ETH,0.05056,2024-09-17 00:00:00
BOB,1726531200,SOV,37.00353,2024-09-17 00:00:00
BOB,1726531200,TBTC,0.00034,2024-09-17 00:00:00
BOB,1726531200,USDC,20.45163,2024-09-17 00:00:00
BOB,1726531200,USDT,51.37815,2024-09-17 00:00:00
BOB,1726531200,WBTC,0.00051,2024-09-17 00:00:00
BOB,1726617600,ETH,0.05256,2024-09-18 00:00:00
BOB,1726617600,SOV,37.00353,2024-09-18 00:00:00
BOB,1726617600,TBTC,0.00034,2024-09-18 00:00:00
BOB,1726617600,USDC,26.43126,2024-09-18 00:00:00
BOB,1726617600,USDT,51.37815,2024-09-18 00:00:00
BOB,1726617600,WBTC,0.00051,2024-09-18 00:00:00
BOB,1726704000,ETH,0.05256,2024-09-19 00:00:00
BOB,1726704000,SOV,37.00353,2024-09-19 00:00:00
BOB,1726704000,TBTC,0.00034,2024-09-19 00:00:00
BOB,1726704000,USDC,26.43126,2024-09-19 00:00:00
BOB,1726704000,USDT,51.37815,2024-09-19 00:00:00
BOB,1726704000,WBTC,0.00051,2024-09-19 00:00:00
BOB,1726790400,ETH,0.05256,2024-09-20 00:00:00
BOB,1726790400,SOV,37.00353,2024-09-20 00:00:00
BOB,1726790400,TBTC,0.00034,2024-09-20 00:00:00
BOB,1726790400,USDC,26.43126,2024-09-20 00:00:00
BOB,1726790400,USDT,51.37815,2024-09-20 00:00:00
BOB,1726790400,WBTC,0.00051,2024-09-20 00:00:00
BOB,1726876800,ETH,0.05256,2024-09-21 00:00:00
BOB,1726876800,SOV,37.00353,2024-09-21 00:00:00
BOB,1726876800,TBTC,0.00034,2024-09-21 00:00:00
BOB,1726876800,USDC,26.43126,2024-09-21 00:00:00
BOB,1726876800,USDT,51.37815,2024-09-21 00:00:00
BOB,1726876800,WBTC,0.00051,2024-09-21 00:00:00
BOB,1726963200,ETH,0.05256,2024-09-22 00:00:00
BOB,1726963200,SOV,37.00353,2024-09-22 00:00:00
BOB,1726963200,TBTC,0.00034,2024-09-22 00:00:00
BOB,1726963200,USDC,26.43126,2024-09-22 00:00:00
BOB,1726963200,USDT,51.37815,2024-09-22 00:00:00
BOB,1726963200,WBTC,0.00051,2024-09-22 00:00:00
BOB,1727049600,ETH,0.0625,2024-09-23 00:00:00
BOB,1727049600,SOV,37.00353,2024-09-23 00:00:00
BOB,1727049600,TBTC,0.00034,2024-09-23 00:00:00
BOB,1727049600,USDC,56.43127,2024-09-23 00:00:00
BOB,1727049600,USDT,68.94817,2024-09-23 00:00:00
BOB,1727049600,WBTC,0.00051,2024-09-23 00:00:00
BOB,1727136000,ETH,0.05256,2024-09-24 00:00:00
BOB,1727136000,SOV,37.00353,2024-09-24 00:00:00
BOB,1727136000,TBTC,0.00034,2024-09-24 00:00:00
BOB,1727136000,USDC,56.43127,2024-09-24 00:00:00
BOB,1727136000,USDT,78.64723,2024-09-24 00:00:00
BOB,1727136000,WBTC,0.00051,2024-09-24 00:00:00
BOB,1727222400,ETH,0.05256,2024-09-25 00:00:00
BOB,1727222400,SOV,37.00353,2024-09-25 00:00:00
BOB,1727222400,TBTC,0.00034,2024-09-25 00:00:00
BOB,1727222400,USDC,56.43127,2024-09-25 00:00:00
BOB,1727222400,USDT,78.64724,2024-09-25 00:00:00
BOB,1727222400,WBTC,0.00051,2024-09-25 00:00:00
BOB,1727308800,ETH,0.05256,2024-09-26 00:00:00
BOB,1727308800,SOV,37.00353,2024-09-26 00:00:00
BOB,1727308800,TBTC,0.00034,2024-09-26 00:00:00
BOB,1727308800,USDC,58.43145,2024-09-26 00:00:00
BOB,1727308800,USDT,78.64724,2024-09-26 00:00:00
BOB,1727308800,WBTC,0.01075,2024-09-26 00:00:00
BOB,1727395200,ETH,0.06656,2024-09-27 00:00:00
BOB,1727395200,SOV,37.00353,2024-09-27 00:00:00
BOB,1727395200,TBTC,0.09104,2024-09-27 00:00:00
BOB,1727395200,USDC,52.61327,2024-09-27 00:00:00
BOB,1727395200,USDT,53.64724,2024-09-27 00:00:00
BOB,1727395200,WBTC,0.0594,2024-09-27 00:00:00
BOB,1727481600,ETH,0.06656,2024-09-28 00:00:00
BOB,1727481600,SOV,37.00353,2024-09-28 00:00:00
BOB,1727481600,TBTC,0.09104,2024-09-28 00:00:00
BOB,1727481600,USDC,52.61327,2024-09-28 00:00:00
BOB,1727481600,USDT,53.64724,2024-09-28 00:00:00
BOB,1727481600,WBTC,0.0594,2024-09-28 00:00:00
BOB,1727568000,ETH,0.27656,2024-09-29 00:00:00
BOB,1727568000,SOV,37.00353,2024-09-29 00:00:00
BOB,1727568000,TBTC,0.09104,2024-09-29 00:00:00
BOB,1727568000,USDC,52.61327,2024-09-29 00:00:00
BOB,1727568000,USDT,53.64724,2024-09-29 00:00:00
BOB,1727568000,WBTC,0.01075,2024-09-29 00:00:00
BOB,1727654400,ETH,0.27656,2024-09-30 00:00:00
BOB,1727654400,SOV,3203.05885,2024-09-30 00:00:00
BOB,1727654400,TBTC,0.09104,2024-09-30 00:00:00
BOB,1727654400,USDC,52.61328,2024-09-30 00:00:00
BOB,1727654400,USDT,54.64724,2024-09-30 00:00:00
BOB,1727654400,WBTC,0.01075,2024-09-30 00:00:00
BOB,1727740800,ETH,0.27656,2024-10-01 00:00:00
BOB,1727740800,SOV,3203.05885,2024-10-01 00:00:00
BOB,1727740800,TBTC,0.09104,2024-10-01 00:00:00
BOB,1727740800,USDC,52.61328,2024-10-01 00:00:00
BOB,1727740800,USDT,54.64724,2024-10-01 00:00:00
BOB,1727740800,WBTC,0.01075,2024-10-01 00:00:00
BOB,1727827200,ETH,0.27656,2024-10-02 00:00:00
BOB,1727827200,SOV,3203.05885,2024-10-02 00:00:00
BOB,1727827200,TBTC,0.04037,2024-10-02 00:00:00
BOB,1727827200,USDC,52.61328,2024-10-02 00:00:00
BOB,1727827200,USDT,24.64023,2024-10-02 00:00:00
BOB,1727827200,WBTC,0.00075,2024-10-02 00:00:00
BOB,1727913600,ETH,0.27656,2024-10-03 00:00:00
BOB,1727913600,SOV,3203.05885,2024-10-03 00:00:00
BOB,1727913600,TBTC,0.04037,2024-10-03 00:00:00
BOB,1727913600,USDC,52.61328,2024-10-03 00:00:00
BOB,1727913600,USDT,24.64023,2024-10-03 00:00:00
BOB,1727913600,WBTC,0.00075,2024-10-03 00:00:00
BOB,1728000000,ETH,0.27656,2024-10-04 00:00:00
BOB,1728000000,SOV,3203.05885,2024-10-04 00:00:00
BOB,1728000000,TBTC,0.04037,2024-10-04 00:00:00
BOB,1728000000,USDC,52.61328,2024-10-04 00:00:00
BOB,1728000000,USDT,24.64023,2024-10-04 00:00:00
BOB,1728000000,WBTC,0.00075,2024-10-04 00:00:00
BOB,1728086400,ETH,0.27656,2024-10-05 00:00:00
BOB,1728086400,SOV,3203.05885,2024-10-05 00:00:00
BOB,1728086400,TBTC,0.04037,2024-10-05 00:00:00
BOB,1728086400,USDC,52.61328,2024-10-05 00:00:00
BOB,1728086400,USDT,24.64023,2024-10-05 00:00:00
BOB,1728086400,WBTC,0.00075,2024-10-05 00:00:00
BOB,1728172800,ETH,0.27656,2024-10-06 00:00:00
BOB,1728172800,SOV,3203.05885,2024-10-06 00:00:00
BOB,1728172800,TBTC,0.04037,2024-10-06 00:00:00
BOB,1728172800,USDC,52.61328,2024-10-06 00:00:00
BOB,1728172800,USDT,24.64023,2024-10-06 00:00:00
BOB,1728172800,WBTC,0.00075,2024-10-06 00:00:00
BOB,1728259200,ETH,0.27656,2024-10-07 00:00:00
BOB,1728259200,SOV,3203.05885,2024-10-07 00:00:00
BOB,1728259200,TBTC,0.04037,2024-10-07 00:00:00
BOB,1728259200,USDC,52.61328,2024-10-07 00:00:00
BOB,1728259200,USDT,24.64023,2024-10-07 00:00:00
