date,token,value,readable_date
1706227200,WETH,68.0586,2024-01-26 00:00:00
1706313600,WETH,45.373,2024-01-27 00:00:00
1706313600,USDC,11.35335,2024-01-27 00:00:00
1706313600,USDT,4.99817,2024-01-27 00:00:00
1706400000,WETH,45.3676,2024-01-28 00:00:00
1706400000,USDC,11.35552,2024-01-28 00:00:00
1706400000,USDT,5.53948,2024-01-28 00:00:00
1706486400,WETH,47.27793,2024-01-29 00:00:00
1706486400,USDC,34.52759,2024-01-29 00:00:00
1706486400,USDT,8.24643,2024-01-29 00:00:00
1706572800,WETH,94.82439,2024-01-30 00:00:00
1706572800,USDC,45.28625,2024-01-30 00:00:00
1706572800,USDT,4.25552,2024-01-30 00:00:00
1706659200,USDC,25058.89395,2024-01-31 00:00:00
1706659200,WETH,407.76143,2024-01-31 00:00:00
1706659200,USDT,4.36055,2024-01-31 00:00:00
1706745600,WETH,2178701.06523,2024-02-01 00:00:00
1706745600,USDC,2083733.27885,2024-02-01 00:00:00
1706745600,USDT,1317248.2168,2024-02-01 00:00:00
1706832000,WETH,6367244.8197,2024-02-02 00:00:00
1706832000,USDC,3356516.49474,2024-02-02 00:00:00
1706832000,USDT,2440896.90852,2024-02-02 00:00:00
1706918400,WETH,7913892.70922,2024-02-03 00:00:00
1706918400,USDC,5503238.5452,2024-02-03 00:00:00
1706918400,USDT,4719515.45957,2024-02-03 00:00:00
1707004800,WETH,9102603.67985,2024-02-04 00:00:00
1707004800,USDC,5722364.9416,2024-02-04 00:00:00
1707004800,USDT,4729070.09704,2024-02-04 00:00:00
1707091200,WETH,9393182.80461,2024-02-05 00:00:00
1707091200,USDC,5959555.37213,2024-02-05 00:00:00
1707091200,USDT,5092924.17776,2024-02-05 00:00:00
1707177600,WETH,10719394.84652,2024-02-06 00:00:00
1707177600,USDC,6198018.26334,2024-02-06 00:00:00
1707177600,USDT,4911955.31082,2024-02-06 00:00:00
1707264000,WETH,12370065.4606,2024-02-07 00:00:00
1707264000,USDC,6431484.92703,2024-02-07 00:00:00
1707264000,USDT,5102092.31631,2024-02-07 00:00:00
1707350400,WETH,13029775.29824,2024-02-08 00:00:00
1707350400,USDC,6966592.34257,2024-02-08 00:00:00
1707350400,USDT,5242135.45956,2024-02-08 00:00:00
1707436800,WETH,13107959.60748,2024-02-09 00:00:00
1707436800,USDC,7080619.97424,2024-02-09 00:00:00
1707436800,USDT,5264475.50532,2024-02-09 00:00:00
1707523200,WETH,13706682.27498,2024-02-10 00:00:00
1707523200,USDC,7001563.78628,2024-02-10 00:00:00
1707523200,USDT,5342669.0672,2024-02-10 00:00:00
1707609600,WETH,14167669.94882,2024-02-11 00:00:00
1707609600,USDC,7061183.39324,2024-02-11 00:00:00
1707609600,USDT,5318873.76434,2024-02-11 00:00:00
1707696000,WETH,15237308.12135,2024-02-12 00:00:00
1707696000,USDT,5305299.70193,2024-02-12 00:00:00
1707696000,USDC,6735843.99156,2024-02-12 00:00:00
1707782400,WETH,15947405.8375,2024-02-13 00:00:00
1707782400,USDC,7023980.59984,2024-02-13 00:00:00
1707782400,USDT,5077612.68642,2024-02-13 00:00:00
1707868800,WETH,15935425.67013,2024-02-14 00:00:00
1707868800,USDC,6947629.80539,2024-02-14 00:00:00
1707868800,USDT,5124437.80659,2024-02-14 00:00:00
1707955200,WETH,17271284.11806,2024-02-15 00:00:00
1707955200,USDC,6830875.17907,2024-02-15 00:00:00
1707955200,USDT,4893388.9655,2024-02-15 00:00:00
1708041600,WETH,18655598.1571,2024-02-16 00:00:00
1708041600,USDC,7080215.71132,2024-02-16 00:00:00
1708041600,USDT,4962063.8621,2024-02-16 00:00:00
1708128000,WETH,18900227.96976,2024-02-17 00:00:00
1708128000,USDC,6983617.13183,2024-02-17 00:00:00
1708128000,USDT,4828109.52923,2024-02-17 00:00:00
1708214400,WETH,19068224.85424,2024-02-18 00:00:00
1708214400,USDC,7052587.60951,2024-02-18 00:00:00
1708214400,USDT,4756907.86322,2024-02-18 00:00:00
1708300800,WETH,20129122.55613,2024-02-19 00:00:00
1708300800,USDC,6906008.41751,2024-02-19 00:00:00
1708300800,USDT,4814700.35208,2024-02-19 00:00:00
1708387200,WETH,21195693.19436,2024-02-20 00:00:00
1708387200,USDC,7170315.36763,2024-02-20 00:00:00
1708387200,USDT,4691866.33447,2024-02-20 00:00:00
1708473600,WETH,22411869.28597,2024-02-21 00:00:00
1708473600,USDC,7193048.45248,2024-02-21 00:00:00
1708473600,USDT,4986726.53289,2024-02-21 00:00:00
1708560000,WETH,22166675.4841,2024-02-22 00:00:00
1708560000,USDC,7619544.7117,2024-02-22 00:00:00
1708560000,USDT,5106562.94137,2024-02-22 00:00:00
1708646400,WETH,22635292.56492,2024-02-23 00:00:00
1708646400,USDC,7507966.04056,2024-02-23 00:00:00
1708646400,USDT,5108556.76458,2024-02-23 00:00:00
1708732800,USDC,6820076.43625,2024-02-24 00:00:00
1708732800,USDT,4427553.12268,2024-02-24 00:00:00
1708732800,WETH,22811722.24074,2024-02-24 00:00:00
1708819200,WETH,23732365.2011,2024-02-25 00:00:00
1708819200,USDC,6994561.18988,2024-02-25 00:00:00
1708819200,USDT,4448027.79686,2024-02-25 00:00:00
1708905600,WETH,26035653.13926,2024-02-26 00:00:00
1708905600,USDC,6981374.65596,2024-02-26 00:00:00
1708905600,USDT,9548011.82165,2024-02-26 00:00:00
1708905600,WBTC,5064515.73467,2024-02-26 00:00:00
1708992000,WETH,26711523.14451,2024-02-27 00:00:00
1708992000,USDC,7043870.64544,2024-02-27 00:00:00
1708992000,USDT,9670898.80068,2024-02-27 00:00:00
1708992000,WBTC,5355067.98707,2024-02-27 00:00:00
1709078400,WETH,26777963.59382,2024-02-28 00:00:00
1709078400,USDC,7082143.51044,2024-02-28 00:00:00
1709078400,USDT,9661299.52128,2024-02-28 00:00:00
1709078400,WBTC,5592682.6692,2024-02-28 00:00:00
1709164800,WETH,27140959.0407,2024-02-29 00:00:00
1709164800,USDC,6624133.77779,2024-02-29 00:00:00
1709164800,WBTC,6071524.45918,2024-02-29 00:00:00
1709164800,USDT,9263014.46725,2024-02-29 00:00:00
1709251200,USDT,8844620.05494,2024-03-01 00:00:00
1709251200,WBTC,6049871.73711,2024-03-01 00:00:00
1709251200,WETH,26416938.58363,2024-03-01 00:00:00
1709251200,USDC,6650873.09138,2024-03-01 00:00:00
1709337600,WETH,34076495.06074,2024-03-02 00:00:00
