,v,git_user
245,10.860478810807562,jumpsiegel
246,10.843788173727505,manneredboor
247,10.777754868245983,"ripatel-jump,ripatel-fd"
248,10.658858299513359,chase-45
249,10.607977512615895,kayconfig
250,10.563383318694381,zakhap
251,10.555233967355107,miaplacidus
252,10.549291531220756,optke3
253,10.529414524955467,faridsalau
254,10.13640434170507,alimansour0002
255,9.991530595637016,danielisaacgeslin
256,9.95405752046296,anton-lisanin
257,9.920443286013137,raykyri
258,9.689154487194104,soos3d
259,9.633275663033837,ethella
260,9.484374994205925,anhductn2001
261,9.392591182672952,marianososto
262,9.305150058413117,"dnnnvx,dvvvxx"
263,9.182900152808397,ysavchenko
264,9.035553185260886,mat1asm
265,9.008497667454025,evgeniko
266,9.006971414563049,krogla
267,8.948819341952447,dillchen
268,8.851304960700942,forestmars
269,8.700105798015956,igorbaltiyskiy-rari
270,8.660254037844386,tompntn
271,8.658511231875929,"njk-64,njkumr"
272,8.589405883975274,phelpsdb
273,8.426149773176359,mschneider
274,8.322671625654731,svc-magic-git
275,8.29101436091203,franculio
276,8.221799557386857,aadam-10
277,8.209750300709517,pleasew8t
278,8.203597023480457,lorisleiva
279,8.066005541792935,ivan-liljeqvist
280,8.013409833705998,"kristohberg,0xksure"
281,7.885598684409518,ibhatt-jumptrading
282,7.864101615137755,kbhargava-jump
283,7.745966692414834,buffalu
284,7.604490255454753,salman-neslit
285,7.491452184303207,slavik191
286,7.434936533515758,owfie
287,7.397317805692079,nazihkalo
288,7.33684232518743,irina-yugfeld
289,7.211102550927978,tiamo
290,7.182379392899064,gipsh
291,7.16227766016838,faramozzayw
292,7.0749185954437,nembokid
293,7.068805911797671,mariobern
294,7.0447244982652375,bingyuyap
295,7.0,shrinathnr
296,6.9751008742847365,tuguilin1
297,6.964520383487789,reshzera
298,6.928203230275509,jjsloboda
299,6.805532555380877,tabascoatw
300,6.753097943933914,yehohanan7
301,6.66800476409103,marukohao
302,6.646783026762608,laurenluz
303,6.51183077970723,vorobeyko
304,6.479620845920257,"koderholic,weboluchi"
305,6.385677383692255,thmzlt
306,6.354801119714975,mhagel
307,6.301846700175194,sushantchandla
308,6.254508742482805,whyldwanderer
309,6.222387264774273,"dpradellmoralis,dpradell-dev,dpradell-moralis"
310,6.191313529845735,rahulmaganti47
311,6.185174921376381,afalaleev
312,6.104151869113701,nickfrosty
313,6.101496942207922,kovalgek
314,6.078873317836356,mizdler
315,6.0,kstepanovdev
316,5.981054013584072,mohaijiang
317,5.885017544089328,sherzod-bakhodirov
318,5.853210082843726,hkaliraipyth
319,5.826473678517619,"sthreal,happysean2845"
320,5.762427708976535,xnyl
321,5.753468464922461,alexlido
322,5.744562646538029,alliad
323,5.731488224263446,siong1987
324,5.69081196103692,nimesh-notifi
325,5.6592720161575025,folkyatina
326,5.656854249492381,dariusc93
327,5.639176614909696,"oguzhanali,ogous"
328,5.463757052443455,0xyankee
329,5.419673560777892,zfy0701
330,5.388877434122992,mmcgee-jump
331,5.3279027838215685,andginja
332,5.1690526126760306,dennyscode
333,5.167625928490825,rialco
334,5.077874950560684,astewart1510
335,4.957491791678102,gdjohnson
336,4.928696779280384,joshocalico
337,4.80977744520813,haoqian-zheng
338,4.763117171709828,rkolpakov
339,4.673167182453487,solidovic
340,4.6590227958031045,mcamou
341,4.6323057861694386,br3d
342,4.606432328381619,infoster42
343,4.564254982609575,eldios
344,4.449489742783179,havencross
345,4.44386955690579,oleg-glagovskiy
346,4.4030882682669805,kryptocodes
347,4.4,"two-heart,sevenmaster,0x0ece,lidatong,ecesena"
348,4.323105625617661,kristinanikolaevaa
349,4.3188261323486845,tarens2
350,4.315089802078284,ookami-kb
351,4.304865692760217,abhidtu2014
352,4.2708280167797055,chaitanyapotti
353,4.242640687119285,danenbm
354,4.220849569792162,ant013
355,4.20222684958582,hiker-hope
356,4.123105625617661,boogvar
357,4.118299493715836,kai-notifi
358,4.104875150354759,banescusebi
359,4.06939798987516,dnechay
360,4.021383771022807,portuu3
361,4.001700828833395,choooze
362,4.0,ashneverdawn
363,3.9962684204285224,dianaaiym
364,3.8031525525560945,gxmxni-hashflow
365,3.7416573867739413,juchiast
366,3.7382241751550476,nosana-bot
367,3.659645430712624,shuoshubao
368,3.6159919825454283,mayuranganesathas
369,3.6110019381554634,zhimaol
370,3.6038225275864644,anjor
371,3.5991065252530134,mpaella
372,3.514684723790911,callumgrindle
373,3.4446750333149856,"vp4242,vp42ldo"
374,3.439407919983446,yajin
375,3.419630789878539,troykessler
376,3.373591360084072,idirall22
377,3.357076644592109,yaroslavnekryach
378,3.3455037801183707,hans-notifi
379,3.3166247903554,gaussianswan
380,3.30907842155486,crispheaney
381,3.303699016405689,tima-t
382,3.282947052231015,iamnp
383,3.268555772028297,lukassf
384,3.2396032189318307,ankush-notifi
385,3.1995866372047397,hly1445
386,3.1923610109984657,sebastian-xlabs
387,3.1400290758652605,tejasbadadare
388,3.134790127915514,burner
389,3.133046157830602,haopeiwen
390,3.111269837220809,"ravyu-jump,yufeng-jump"
391,3.0215889859476257,omurovch
392,2.9999999999999996,last-las
393,2.956826763661452,renzroque
394,2.9446040214321085,nvsriram
395,2.932310737368766,swetshaw
396,2.8919945737853463,0xshiba1
397,2.8653990606286466,amilz
398,2.8360587850306884,mw2000
399,2.835941178211902,johannafransn
400,2.824889378365107,heyayushh
401,2.7734993995195194,grebois
402,2.7658633371878665,aetet
403,2.6773092499148627,dzeranov
404,2.611287675802818,skozin
405,2.6068416972464368,mindrunner
406,2.5907878753766953,pringblocks
407,2.5813617553371246,faddat
408,2.4819347291981715,chambaz
409,2.4583005244258365,gnad13
410,2.4580207660406366,addminus
411,2.4494897427831783,billythedummy
412,2.418660786203795,fsher
413,2.415681229364684,jasonkliu
414,2.394367500298786,olivbau
415,2.3823449411916076,"cruzshia,shiahan"
416,2.3664319132398464,samgutentag
417,2.2936926496469434,jamado95
418,2.2816082075790645,aakashthumaty
419,2.26812365305923,jmderby
420,2.23606797749979,skeremidchiev
421,2.217535655673847,sameer-hashflow
422,2.1732050807568877,nlgripto
423,2.1540659228538015,romin-halltari
424,2.1267516039331964,chris-covali
425,2.1098871401584294,jian-guo-s
426,2.083266665599966,fum-is-chum
427,2.0485281374238573,"gregshestakovlido,gregshestakovp2p"
428,2.043498579870261,ayazabbas
429,2.007639128970739,sebastianboehler
430,1.988963010219901,iamjaysway
431,1.9702243470522194,hasankhadra
432,1.8919368891199073,abhay
433,1.8771731298096386,filipzeta
434,1.8742805325958773,himanshuchawla009
435,1.8667886614384295,"jlvihv,hygf99"
436,1.8654758106177631,linuskendall
437,1.8066320017806248,expertdicer
438,1.8,rory660
439,1.7492855684535904,"darunrs,shashank729"
440,1.7449329371882416,mvaleev
441,1.7320508075688772,samuelvanderwaal
442,1.7302441957126786,sgiovacchini
443,1.7123662188328415,hoangdv2429
444,1.6934771117021752,zorato
445,1.6852299546352718,wjthieme
446,1.641640786499874,ciottigiorgio
447,1.6370705543744901,vaishali-notifi
448,1.6230181375737571,"tjm-lido,j-tulforov"
449,1.6090126615123477,m-cote
450,1.5968719422671311,tsmbl
451,1.5874507866387546,"mgl2150,mgialong215"
452,1.5873890205990961,iskurenkov
453,1.5839964919438863,eshaben
454,1.5811388300841898,funkatronics
455,1.558257569495584,spacedragon
456,1.5377692973058688,"gagiuntoli,gg1991"
457,1.5362291495737217,petersng
458,1.451884288456962,taariq
459,1.4411002819702032,opanasiuk-oleksii
460,1.3638181696985858,prsvic
461,1.3416407864998738,ibrica
462,1.328142899468705,jthiller
463,1.30384048104053,josephrarible
464,1.2727922061357855,"duwenjieg,thorondir,dwj-aa,jaxgg"
465,1.264911064067352,wphan
466,1.2569805089976536,"spacemandev-git,brownie79"
467,1.254462165105617,devlyn37
468,1.2449899597988734,matrixa
469,1.2124355652982142,rolazo
470,1.175005282252895,adiwajshing
471,1.1747340124470733,sssssabinaaa
472,1.1591109915468818,am-os
473,1.152535876087249,vtrush88
474,1.1313708498984762,"moenick,nickolasmv"
475,1.1224972160321824,loga4
476,1.1077170108775873,thegreat-vanderlinde
477,1.0880300102233418,coderfishgzh
478,1.072993138041166,geoffrey-hashflow
479,1.053516942700323,eduardoveduard
480,1.052331294650965,brian-cheung
481,1.0488088481701516,monokh
482,1.0414213562373096,pavelpoddubnyi
483,1.0392304845413265,"albertoelias,wmb81321,harlexkhal"
484,1.0195456435198011,dannpl
485,1.0000000000000002,valpil
