date,forecasted_Transaction Count,forecasted_Active Users,forecasted_Unique Users,forecasted_Gas Fees,forecasted_Total Transferred,forecasted_Net Transferred,forecasted_TVL-extra_finance_leverage_farming_protocol,forecasted_TVL_opchain-extra_finance_leverage_farming_protocol
2024-09-24 00:00:00,0.0,0.013021290124158178,0.013555865041837638,-5.0030270923698e-06,0.0,0.0,114484839.81246728,115652328.85851564
2024-09-25 00:00:00,0.025642929395427214,0.008555399734828394,0.0,-2.3403798551963494e-06,0.0,0.0,119265217.41189808,112306562.37823404
2024-09-26 00:00:00,0.02118487722029182,0.010106972708347732,0.0,-2.4831338296585416e-06,0.0,0.0,126481001.31975432,120993051.2453559
2024-09-27 00:00:00,0.01663099477113834,0.006145873511104359,0.0,-3.6472225648957074e-06,0.0,0.0,113976645.96155284,128262786.53464694
2024-09-28 00:00:00,0.0,0.0,0.00756670324941234,-4.232154968610979e-06,0.0,0.0,107738291.05490728,112708656.99004246
2024-09-29 00:00:00,0.0,0.0,0.018047461217766646,-4.336411067521054e-06,0.0,0.0,117883458.77062562,113052429.35493861
2024-09-30 00:00:00,0.0,0.0,0.014376325161530406,-5.8940353844282694e-06,0.0,0.0,112875349.8228732,102796204.43309589
2024-10-01 00:00:00,0.0,0.0,0.0,-3.1270897167390943e-06,0.0,0.0,103388143.50915289,116046400.21714656
2024-10-02 00:00:00,0.0,0.0,0.0,-2.6463887934846677e-06,0.0,0.0,123716336.69092448,112854875.96351399
2024-10-03 00:00:00,0.0,0.0,0.0,-4.229524509094803e-06,0.0,0.0,116945527.78390543,108512923.09277527
2024-10-04 00:00:00,0.028327406527763926,0.015170373407798093,0.0,7.867126645292764e-10,0.0,0.0,105982862.92128642,105010250.30534364
2024-10-05 00:00:00,0.029412946547831127,0.026104934405200824,0.0,8.00031295537671e-10,0.0,0.0,133854183.24048276,104535092.58978802
2024-10-06 00:00:00,0.031775736854289006,0.01984125183346129,0.0,8.034341152769187e-10,0.0,0.0,118857409.76852658,106157877.45229435
2024-10-07 00:00:00,0.01715658265635696,0.013138503987668268,0.0,8.739848735894477e-10,0.0,0.0,109612791.22559953,106438153.3136686
2024-10-08 00:00:00,0.017170138525473725,0.010002200801348749,0.0,1.1283078561428618e-09,0.0,0.0,128437998.46877456,111765625.22934899
2024-10-09 00:00:00,0.00804482355775958,0.010687878899011266,0.0,9.236909608909891e-10,0.0,0.0,122285847.38969402,111493663.276376
2024-10-10 00:00:00,0.010182374532664335,0.010601469355081203,0.002043648580300238,0.0,0.0,0.0,109129265.36132298,105763584.81967832
2024-10-11 00:00:00,0.017960644932131335,0.00865071204402158,0.00363423351435697,0.0,0.0,0.0,132230318.87530626,105408416.5872033
2024-10-12 00:00:00,0.011504541509032807,0.004873227485986934,0.004127112670846572,0.0,0.0,0.0,120039508.6214071,111350153.70458886
2024-10-13 00:00:00,0.012260954565635057,0.0071692515705589046,0.0015756200801626135,-2.647367263168501e-06,0.0,0.0,105579631.48163481,105404793.86180937
2024-10-14 00:00:00,0.013538685775938227,0.004355685032370799,0.001241142393547334,-3.4673050162807485e-06,0.0,0.0,127172706.98943268,99153023.10043786
2024-10-15 00:00:00,0.012002842835214137,0.00879742177245028,0.0017404269221376995,-4.79128917365271e-06,0.0,0.0,124179210.54973593,107179868.78398795
2024-10-16 00:00:00,0.012867078691174056,0.00935326544874133,0.0,1.0692052111152949e-09,0.0,0.0,107963411.03746171,109401282.30583039
2024-10-17 00:00:00,0.011498185275732124,0.00893086449441579,0.0,1.2928598922975123e-09,0.0,0.0,123325193.08435655,120240787.63454682
2024-10-18 00:00:00,0.013841062304955562,0.005833894234836035,0.0,1.2332547275290854e-09,0.0,0.0,129230550.19246012,119228363.46617517
2024-10-19 00:00:00,0.01148866029063741,0.0027067949024536914,0.0,9.977989656531501e-10,0.0,0.0,113721805.88404617,118468140.84839356
2024-10-20 00:00:00,0.007486166789973959,0.005934843006258849,0.0,1.1317454207248216e-09,0.0,0.0,131116078.78894778,111917201.2783169
2024-10-21 00:00:00,0.01694459880661373,0.003428146435511379,0.0,4.5012034447762317e-10,0.0,0.0,135383596.24451664,103471480.6993663
2024-10-22 00:00:00,0.01715496678342755,0.0,0.0,5.1668684789876373e-11,0.0,0.0,115504994.96859112,103019825.29852268
2024-10-23 00:00:00,0.011674727439280705,0.0,0.0,5.031004903626195e-11,0.0,0.0,121291084.56105506,113042511.43063585
2024-10-24 00:00:00,0.010988895660145818,0.0,0.0,7.022184120252376e-11,0.0,0.0,123088711.67661369,107822566.86253314
2024-10-25 00:00:00,0.022464593260185364,0.006890191580250914,0.0016716197738100625,8.619605058911878e-10,0.0,0.0,104695755.87136807,111247402.39378014
2024-10-26 00:00:00,0.023884653259492693,0.009598730605822156,0.0024422812758700943,5.814141555634822e-10,0.0,0.0,114891266.811945,109247357.9232692
2024-10-27 00:00:00,0.014662337505240602,0.009228080527521478,0.0034041991213285493,2.7344044870277755e-10,0.0,0.0,111571473.99845217,103736400.22580126
2024-10-28 00:00:00,0.016654989624054258,0.0,0.0,4.3236761825688506e-10,0.0,0.0,103675238.7840226,105442541.94380227
2024-10-29 00:00:00,0.012862293649754225,0.0,0.0,3.646191116385136e-10,0.0,0.0,94984013.66204298,103571443.97016488
2024-10-30 00:00:00,0.013439561217395934,0.0,0.0,1.812646858039469e-10,0.0,0.0,118256997.4720353,116680475.42893216
2024-10-31 00:00:00,0.018785488885023634,0.012645470498210494,0.0,3.993560717552659e-10,0.0,0.0,105442205.16175713,110553872.28509854
2024-11-01 00:00:00,0.018460436096015633,0.006923021202462733,0.0,7.119890945107494e-10,0.0,0.0,87423382.92465442,99768607.39154169
2024-11-02 00:00:00,0.02779106651504135,0.010757179666312329,0.0,1.2707797711714429e-09,0.0,0.0,112130991.03203958,102507825.5284439
2024-11-03 00:00:00,0.008341339274084833,0.008157437425341274,0.0,1.3053217551105914e-09,0.0,0.0,96764027.41337053,92988917.15783322
2024-11-04 00:00:00,0.00889754054799966,0.0054547379273250365,0.0,6.44728850180378e-10,0.0,0.0,98052844.69036384,102655797.57546946
2024-11-05 00:00:00,0.00898899894209137,0.007203982707567931,0.0,1.0262516407306454e-09,0.0,0.0,104203346.07401094,105284231.81302151
2024-11-06 00:00:00,0.012761555195820984,0.0,0.0,0.0,0.0,0.0,93750861.26759043,99665665.35620227
2024-11-07 00:00:00,0.01110544706150343,0.0,0.0,0.0,0.0,0.0,94271745.5671662,110453357.89290597
2024-11-08 00:00:00,0.010615806303315588,0.0,0.0,0.0,0.0,0.0,101849243.1024011,109901766.99473542
2024-11-09 00:00:00,0.01941404002643384,0.0017440227580246815,0.0,7.694064744227607e-10,0.0,0.0,95892089.4176313,109287066.6732722
2024-11-10 00:00:00,0.007401617949114784,0.0025168132297203887,0.0,8.244196012004019e-10,0.0,0.0,98534902.92082731,126104469.67263713
2024-11-11 00:00:00,0.009961686046067115,0.0020588618933441087,0.0,1.0824927042804133e-09,0.0,0.0,94310809.3984113,120173435.84843126
2024-11-12 00:00:00,0.009982705165503234,0.0014373881895366732,0.0,1.1965426499298732e-09,0.0,0.0,93327319.65853377,126555696.95979632
2024-11-13 00:00:00,0.013212452891252722,0.0015427910575914333,0.0,9.426329870318995e-10,0.0,0.0,87666310.92770582,126084267.22426021
2024-11-14 00:00:00,0.013716180258920678,0.0018292222779981795,0.0,6.334830172955927e-10,0.0,0.0,92623954.6656616,117642574.97038619
2024-11-15 00:00:00,0.016782716130753796,0.006516650969747536,0.0,1.0965412497190049e-09,0.0,0.0,83450530.20149858,117128911.89106025
2024-11-16 00:00:00,0.009447325925687339,0.005740217803314372,0.0,9.178087944381719e-10,0.0,0.0,89871118.24200948,116014198.34052673
2024-11-17 00:00:00,0.011075720979650476,0.003897552709807375,0.0,1.349565672756295e-09,0.0,0.0,87963741.66349086,119971048.93920775
2024-11-18 00:00:00,0.01576375886127763,0.004375467884630238,0.0,-5.98556423636167e-06,0.0,0.0,82586757.6503914,119291926.97374621
2024-11-19 00:00:00,0.013956552033181944,0.0037959435562407834,0.0,-3.80742168621522e-06,0.0,0.0,81874708.11865059,124497347.90796982
2024-11-20 00:00:00,0.010490968201523952,0.004570766220985508,0.0,-4.2664299046028575e-06,0.0,0.0,89638474.93026744,110114679.11874624
2024-11-21 00:00:00,0.021188339871002233,0.021982991940488278,0.0,5.936202019789637e-10,0.0,0.0,81224013.14944212,117006056.54601678
2024-11-22 00:00:00,0.0,0.02160311492901853,0.0,1.106740297791293e-09,0.0,0.0,84494793.7470341,114087809.91807045
2024-11-23 00:00:00,0.0,0.01868912287593923,0.0,1.2071835566153328e-09,0.0,0.0,94621791.71524404,122477220.09357245
2024-11-24 00:00:00,0.009633868776692676,0.0032509516269153852,0.0,2.2165495568807683e-10,0.0,0.0,78043510.42488857,130209518.73751062
2024-11-25 00:00:00,0.014731182265231705,0.004728616226564348,0.0,8.637106743540484e-11,0.0,0.0,84071643.96952935,121809722.92722537
2024-11-26 00:00:00,0.011939413157731123,0.0024479220923488898,0.0,1.4367243379751767e-10,0.0,0.0,89105019.68439318,132465322.75715621
2024-11-27 00:00:00,0.008614750895658009,0.0044480831128001575,0.0003413511522889484,7.733354204824237e-15,0.0,0.0,82028953.68983196,134294126.74636093
2024-11-28 00:00:00,0.008578161574614204,0.007552291240099431,0.0004154131266947439,6.27259240170205e-15,0.0,0.0,86263524.14180169,133082890.01253691
2024-11-29 00:00:00,0.005575478244688434,0.007366639914435696,0.0009148474778018319,2.8845832972188534e-15,0.0,0.0,83308091.50196838,140126058.4656164
2024-11-30 00:00:00,0.01277628491210366,0.011922444213169996,0.010982283355431152,-3.029932787529951e-06,0.0,0.0,75745489.49459594,134775804.08704203
2024-12-01 00:00:00,0.011909872552705257,0.006083464635293097,0.009080644389832344,-3.723306296761274e-06,0.0,0.0,81121332.17689314,138091581.99910223
2024-12-02 00:00:00,0.01319495176451664,0.0049159731863246655,0.009308981583012674,-3.4685593015613675e-06,0.0,0.0,89134921.77277127,139286015.03677258
2024-12-03 00:00:00,0.013359771611224213,0.008377261041348226,0.00645611485781107,-3.253613979091316e-06,0.0,0.0,81193163.25114551,138743981.329199
2024-12-04 00:00:00,0.01696971410957406,0.004789375067442653,0.002339436595863216,-5.3519606582407945e-06,0.0,0.0,86240454.30679016,137533735.35445637
2024-12-05 00:00:00,0.014337371570970718,0.003962996804524335,0.001065028817582267,-4.295675278043658e-06,0.0,0.0,85417716.13229808,145575576.1655559
2024-12-06 00:00:00,0.009006863978059837,0.007032299744955885,0.009545609931290116,-4.1318859484066136e-06,0.0,0.0,83042079.71468934,131692859.87135148
2024-12-07 00:00:00,0.017020794942922114,0.00936785224366095,0.009327537014698446,-4.836098669432653e-06,0.0,0.0,80974862.03257607,160894945.38713324
2024-12-08 00:00:00,0.014053046565977225,0.005271285713818294,0.010220733820870288,-4.415525324018137e-06,0.0,0.0,87910934.81056699,148101241.39544848
2024-12-09 00:00:00,0.007636353933418999,0.007854216104685568,0.00032964575592159127,2.924293591236501e-10,0.0,0.0,79145517.25577985,149344710.92379934
2024-12-10 00:00:00,0.007248327215429882,0.007804187603814666,0.0008482082153005904,0.0,0.0,0.0,87095410.65647028,124058120.50569482
2024-12-11 00:00:00,0.012839015567188135,0.006360209918908793,0.001051602303811409,0.0,0.0,0.0,81601605.2597913,128519226.93171787
2024-12-12 00:00:00,0.013808802933865045,0.006261530228233567,0.0,1.1720106382164575e-09,0.0,0.0,77792048.23678988,148579999.5375738
2024-12-13 00:00:00,0.011200913453683013,0.007242442839177138,0.0,1.2488641422009287e-09,0.0,0.0,85855038.0686638,139340671.14824516
2024-12-14 00:00:00,0.008768162990936607,0.006275475049316483,0.0,1.00839478774317e-09,0.0,0.0,83230373.78597465,142234127.2704338
2024-12-15 00:00:00,0.01799460628504185,0.011604703674034,0.00047560649761672213,6.194280878752876e-10,0.0,0.0,71106797.15402055,133423302.87268612
2024-12-16 00:00:00,0.0,0.009650099233105473,0.0007466778366497908,5.750371945368834e-10,0.0,0.0,86556675.66442065,138078331.85203606
2024-12-17 00:00:00,0.0,0.010209115365622096,0.001344952156970269,1.1659445863505782e-09,0.0,0.0,86177094.74590175,140150578.36935893
2024-12-18 00:00:00,0.00815828010793002,0.004770068511949276,0.0013051826374239684,-4.720174389723493e-06,0.0,0.0,77682626.54355147,133008415.3003024
2024-12-19 00:00:00,0.01239177258836723,0.009124920575201858,0.0010408745662842255,-4.202643086706391e-06,0.0,0.0,86492987.40584978,131678952.15210955
2024-12-20 00:00:00,0.013244385443201804,0.01061866888014688,0.0014079835094217355,-4.687680143437293e-06,0.0,0.0,86717038.02040176,125924187.90816095
2024-12-21 00:00:00,0.012035767395766037,0.010870400332288439,0.0013265523115614784,-2.564890075285594e-06,0.0,0.0,79468146.039213,119511397.54921632
2024-12-22 00:00:00,0.010507886728825558,0.01617921974933575,0.00112549874661352,-3.712479790220318e-06,0.0,0.0,90149536.72085333,138361882.01991618
2024-12-23 00:00:00,0.014404367189239103,0.015294951212236957,0.0015813755364076515,-3.6397469429716657e-06,0.0,0.0,85654128.8863486,115053474.84406915
2024-12-24 00:00:00,0.008996712465130605,0.005680460687639715,0.0009122452714837827,5.317749862978786e-10,0.0,0.0,78430184.82384114,128502807.36081561
2024-12-25 00:00:00,0.010771427603390709,0.004643758235596986,0.0012552135688285969,6.605087115671415e-10,0.0,0.0,94435035.8159064,133576828.24442492
2024-12-26 00:00:00,0.010373531828210358,0.007208833781990512,0.001339293874394854,5.785499298453633e-10,0.0,0.0,95753635.69369705,139590832.3025925
2024-12-27 00:00:00,0.015158112351551256,0.010925983669887682,0.0,-4.954228210201135e-06,0.0,0.0,81865137.66845357,128341859.60674036
2024-12-28 00:00:00,0.010902952420591897,0.012375347226481146,0.0,-4.258159260072671e-06,0.0,0.0,104906011.47921418,111951508.77247824
2024-12-29 00:00:00,0.01363284663121609,0.010952499825914494,0.0,-5.378159415853015e-06,0.0,0.0,91504691.75633553,111927939.68536325
2024-12-30 00:00:00,0.010761972933921936,0.010706131848499034,0.0007485433342958049,1.2880393905982662e-09,0.0,0.0,82570753.04620561,122340219.1015892
2024-12-31 00:00:00,0.00639598321703213,0.012380501601449649,0.0014139619842853473,1.3385560379394337e-09,0.0,0.0,95996028.40246332,118951068.84176381
2025-01-01 00:00:00,0.006275861174973335,0.005518346051202885,0.0008472314522387139,1.2293051876272178e-09,0.0,0.0,92003722.85940301,116054231.0244534
2025-01-02 00:00:00,0.01938086488584786,0.005231264024857172,0.005981412135194224,9.752977868073161e-10,0.0,0.0,83574021.46566504,124858730.60136643
2025-01-03 00:00:00,0.01598012166214971,0.002498243978148038,0.006248961439098031,1.4116927179893866e-09,0.0,0.0,89950648.31654064,119362147.11857656
2025-01-04 00:00:00,0.013139200318770495,0.0029228119144303123,0.009241713186973755,1.4443947752191328e-09,0.0,0.0,95603737.2929511,130858541.04809062
2025-01-05 00:00:00,0.008038691010669773,0.006890066029297702,0.0,-6.6219873420806506e-06,0.0,0.0,84113129.32951728,126829741.20395724
2025-01-06 00:00:00,0.01797893751328563,0.006045314587118548,0.0,-5.249438952841506e-06,0.0,0.0,95947963.65992318,126951879.14915243
2025-01-07 00:00:00,0.011358401249681167,0.009216671814154058,0.0,-5.356459721163517e-06,0.0,0.0,85595560.48776908,129594836.48292817
2025-01-08 00:00:00,0.00988234174715153,0.007907499412701096,0.009885984134199022,1.349312079090976e-09,0.0,0.0,77040702.9691888,100538346.71961969
2025-01-09 00:00:00,0.013222277680513744,0.01106991644143781,0.006943417742761176,1.0430445009906492e-09,0.0,0.0,87843931.51468664,120733134.65177724
2025-01-10 00:00:00,0.013128912403274007,0.007041673530922769,0.006355593223266126,1.2331461275718036e-09,0.0,0.0,81388070.59786572,125766709.7900749
2025-01-11 00:00:00,0.015598769476995332,0.009790887813772247,0.0049293604965652375,1.5020773843130506e-09,0.0,0.0,81634745.06688909,132312909.91653678
2025-01-12 00:00:00,0.015420891832386348,0.00788891068381952,0.0031514563713156943,1.4282222252601069e-09,0.0,0.0,88878099.95702858,118920306.42021734
2025-01-13 00:00:00,0.00796421255665589,0.008683674035240363,0.005361388598981433,8.685996380935055e-10,0.0,0.0,82248516.08058381,125779296.16860826
2025-01-14 00:00:00,0.010427492257788752,0.007877202601426351,0.0010087021740613287,3.8401004513688386e-10,0.0,0.0,78341274.32469071,121913571.8715101
2025-01-15 00:00:00,0.017437961501245394,0.005256312181868947,0.001224236701879194,3.983642830063023e-10,0.0,0.0,83810422.72106048,121615956.71121936
2025-01-16 00:00:00,0.01254494397673713,0.003274851021820284,0.0003557648487859171,4.558639764560814e-10,0.0,0.0,79040052.74085456,135305062.39893875
2025-01-17 00:00:00,0.017093330614079714,0.007452248330483523,0.0062315744986318,5.783287474369659e-10,0.0,0.0,74131988.27070539,112677225.78174128
2025-01-18 00:00:00,0.028436616653797295,0.006124497934641017,0.005851745622104103,9.495086469809834e-10,0.0,0.0,79951316.76216248,124162886.58887096
2025-01-19 00:00:00,0.01182931031000833,0.008545853535653486,0.0027163419877395826,7.462941923128725e-10,0.0,0.0,72829517.00331272,133646702.23208499
2025-01-20 00:00:00,0.023569895946759813,0.005165710927711314,0.00831211111510954,5.100903623548801e-10,0.0,0.0,70329693.78815706,108356245.4894788
2025-01-21 00:00:00,0.015702180948244136,0.006928734061584338,0.008870600641983131,3.6227309644149086e-10,0.0,0.0,74593029.64285037,120401551.40579998
2025-01-22 00:00:00,0.01827889545246383,0.00818428761790495,0.005708507136457751,1.329280570730053e-09,0.0,0.0,67424996.49154092,113280352.21730419
2025-01-23 00:00:00,0.01457818386794234,0.006510130766895238,0.005898537670287134,-2.9675772198796063e-06,0.0,0.0,67667369.55802238,128511223.78578074
2025-01-24 00:00:00,0.013484516438772635,0.013656099306222944,0.003999291557598878,-3.0365931266300525e-06,0.0,0.0,73220248.96062388,134211866.55756946
2025-01-25 00:00:00,0.013124141466210229,0.0076765620063803325,0.0042541820551072335,-5.123514814513018e-06,0.0,0.0,66473206.301904164,122127368.6587753
2025-01-26 00:00:00,0.017741729554597584,4.340990248650242e-19,0.004352014650038134,-6.455741223583417e-06,0.0,0.0,70205023.08120136,121809904.73451844
2025-01-26 02:59:23,0.01838436651973092,5.496766634720074e-19,0.008604511028391356,-3.0830065975375615e-06,0.0,0.0,,
2025-01-26 03:37:35,0.014137032398586455,2.516962963265637e-19,0.008754482348190405,-5.6003647681347975e-06,0.0,0.0,75340514.57382776,
2025-01-27 00:00:00,0.014004594421391016,0.006781755100230526,0.005017774277628486,1.0237406156581702e-09,0.0,0.0,,
2025-01-28 00:00:00,0.0184261778532087,0.008689673741614203,0.004920813629509307,1.3758387834513638e-09,0.0,0.0,,
2025-01-29 00:00:00,0.012952624636072623,0.00790879688721317,0.005172192080500723,1.6209942933000144e-09,0.0,0.0,,
2025-01-30 00:00:00,0.01614228275644675,0.0048695235710811535,0.007085539637834211,4.2677376548947403e-10,0.0,0.0,,
2025-01-31 00:00:00,0.006645345242569477,0.004437166643076017,0.009089650290902643,0.0,0.0,0.0,,
2025-02-01 00:00:00,0.01543406953763888,0.003429195722196242,0.007957623509251664,0.0,0.0,0.0,,
2025-02-02 00:00:00,0.013179481500090804,0.007747164088857739,0.011166931788413171,7.088393831304913e-10,0.0,0.0,,
2025-02-03 00:00:00,0.010155960380160358,0.002779206610418544,0.01095011167108783,1.2371349084150671e-09,0.0,0.0,,
2025-02-04 00:00:00,0.01215183500993832,0.00868212174334556,0.012301323591525708,9.396564679063073e-10,0.0,0.0,,
2025-02-05 00:00:00,0.01088438043676165,0.00502193155013216,0.002702066877610517,-3.4624853436739203e-06,0.0,0.0,,
2025-02-06 00:00:00,0.011014386052282487,0.005979056915971854,0.0061448316548947364,-3.0881893283568374e-06,0.0,0.0,,
2025-02-07 00:00:00,0.009822857788875324,0.007144786987635946,0.004507642597513128,-5.450625947154094e-06,0.0,0.0,,
2025-02-08 00:00:00,0.011930386907225518,0.007222248248341693,0.003432849751598469,5.463992605178706e-10,0.0,0.0,,
2025-02-09 00:00:00,0.010891044767806186,0.004453183972611552,0.005051896828595653,3.2020888252341253e-10,0.0,0.0,,
2025-02-10 00:00:00,0.016920934114962462,0.007718653395452254,0.004615211194766418,3.713101030342098e-10,0.0,0.0,,
2025-02-11 00:00:00,0.015015868464814893,0.008126364046471353,0.0037371253509601594,3.020353734195883e-10,0.0,0.0,,
