date,forecasted_Transaction Count,forecasted_Active Users,forecasted_Unique Users,forecasted_Total Transferred,forecasted_Retained Daily Active Users,forecasted_DAA/MAA,forecasted_TVL-frax_swap_protocol,forecasted_TVL_opchain-frax_swap_protocol
2024-10-12 00:00:00,11952.557711115373,5708.40717538453,2020.6609100031208,1.005477334715806e+20,0.8150317659734648,0.2529722952394043,20468586.24703092,38502281.21488065
2024-10-13 00:00:00,10905.254428800106,5886.368563474089,1202.1536073088798,2.749870470559999e+20,0.8483129912378206,0.1411014680850438,20898254.71528085,38749751.112068504
2024-10-14 00:00:00,9649.71068759099,4070.6450670534464,1286.5381150621386,1.5714750788530877e+20,1.0707078765310345,0.217787245931923,19836026.437049128,37558923.66812637
2024-10-15 00:00:00,11032.96246866468,5278.158287211199,828.9601881078228,2.2757998035195825e+20,0.750805714100805,0.2307722228225185,19246950.07868797,42677215.62958651
2024-10-16 00:00:00,8239.899548633344,5466.275378306602,1144.7047919387894,1.1713788470407368e+20,0.9297706157684632,0.2980943722439172,18328540.31770591,42871337.42487643
2024-10-17 00:00:00,14295.332625215333,6184.6788130724035,911.2152627833595,1.7797803858373594e+20,0.7690411798503223,0.1939746565076422,20059598.651437216,36699831.78143745
2024-10-18 00:00:00,9907.036927582152,5614.853421657686,1194.4434101071895,1.2460098151861946e+20,0.7867377275928041,0.1904810140116562,18989867.96680543,36834235.97915536
2024-10-19 00:00:00,10795.815000258115,2971.9509950152706,1495.550772615249,1.888032163899307e+20,0.8478086945935849,0.2095449234310871,18833092.294816785,38967955.23894449
2024-10-20 00:00:00,15156.502218506705,4077.870004886308,1636.9729748012508,1.7530173770083235e+20,0.8426209094820138,0.1797909566949191,18741715.87349485,41844704.74413499
2024-10-21 00:00:00,14028.119911971577,2185.8918457765326,1572.4366753071213,1.742180241754672e+20,0.8389955737219892,0.3042704978258519,19694817.255165163,39824705.32142685
2024-10-22 00:00:00,13218.597129231215,3101.1069031298257,1164.7506115424171,1.838271855660313e+20,0.6923203932962166,0.1907758936927024,18697872.275327463,39168507.25492226
2024-10-23 00:00:00,11338.0367102514,3783.8939797008065,1551.8480627898666,1.0902063064242174e+20,1.1896069311485673,0.2117168466347315,19219741.02389451,38603085.292511635
2024-10-24 00:00:00,11669.351488379449,3527.8960388152836,1880.2610408839344,1.2849284907037748e+20,1.1584121393010791,0.2131676435255268,18091714.35633116,38866306.648707815
2024-10-25 00:00:00,15313.363427340542,4781.503559329629,1846.653942279626,2.0623223990047624e+20,1.406967816186146,0.1523608262179517,19696418.61094619,38760414.62083946
2024-10-26 00:00:00,16932.495552828215,3194.615576407604,1486.9570962117125,1.5723376064487473e+20,1.1741580355891168,0.2425641931128708,17002253.03106877,37085163.482945055
2024-10-27 00:00:00,9646.128437772337,5992.431831139877,1484.360094358972,2.376939512763125e+20,0.8393357122548568,0.2391871818799225,16811893.75220915,39760145.02720021
2024-10-28 00:00:00,9175.148838508208,4569.715628679821,1137.4004512240338,1.33635720703999e+20,0.7775577506568871,0.3088043988720232,18063719.104647014,37247255.225039445
2024-10-29 00:00:00,6533.907388229297,2785.965172873428,1256.6943365065993,1.6080390518612577e+20,0.8722398127636806,0.173199945659102,16544464.93048232,36383077.258024596
2024-10-30 00:00:00,8869.78866551055,3555.508356974179,1319.383309149549,2.2125844275938728e+20,1.1258206314222232,0.2180827323249646,17646977.85475315,37096226.97925265
2024-10-31 00:00:00,8438.322889351106,3800.149540682048,732.0694951181088,2.2743522804684207e+20,0.7121346187195727,0.2565725900551006,15967375.02791681,37344574.497205496
2024-11-01 00:00:00,8064.085077536354,6431.669721175576,1239.0146856607064,1.9186103060664245e+20,0.9548773637312364,0.2598381942899066,18199458.61788104,37330165.522711545
2024-11-02 00:00:00,3850.170606646157,5815.6360006710765,1180.9579087189288,1.669544447315814e+20,1.0596427515328932,0.1988088047112657,16124986.417663692,31026735.66666299
2024-11-03 00:00:00,11948.80318734295,4599.661478511298,2931.651246716543,1.409964821886016e+20,1.1805056483164185,0.1667343067428488,18059309.61364188,33880036.102239564
2024-11-04 00:00:00,9795.660832675036,5588.066330215607,4707.047005842829,1.3870651601920336e+20,0.985460484197489,0.2422273341406264,16495278.048105331,32406143.939082056
2024-11-05 00:00:00,9293.546650033672,2283.5314079035165,1994.8594626080712,9.275956818870388e+19,0.8634592352966292,0.1349833243292193,14755267.474171683,27217404.556152698
2024-11-06 00:00:00,9008.088805024185,4846.070987419042,1679.7088784316709,2.4344255319214863e+20,0.5537297282489443,0.3023968165491188,15907053.79437846,33867105.79727957
2024-11-07 00:00:00,12361.29080170071,4231.868635496975,1497.356020988045,2.6387815674220344e+20,0.8368003336533391,0.2193601581466758,14992853.84091954,38230618.98297094
2024-11-08 00:00:00,8515.984526481447,4328.408734363317,2104.6194980340233,2.1512842458441833e+20,0.9444301092466376,0.3433822441775701,14495725.646984665,40624393.12575702
2024-11-09 00:00:00,9663.221135641852,4571.475176998604,2046.0073673823408,2.428566445131935e+20,1.1527532311044368,0.2292352096117331,14403030.38710483,38407246.816231795
2024-11-10 00:00:00,16405.538493196455,4415.942706414852,1265.7773363685055,1.4159540139582048e+20,0.977260804242189,0.2110779757178658,14935050.615054443,41172275.16968528
2024-11-11 00:00:00,16747.388847484075,5881.740332523705,1449.480465972175,1.4614715796328612e+20,1.032163174146179,0.1745164619444241,14621361.808593564,42315807.39266068
2024-11-12 00:00:00,13239.549923000126,4380.752427079265,1261.847692074135,2.809513505368318e+20,1.2445989122853809,0.1713706851808029,14782127.264106248,46615621.20843744
2024-11-13 00:00:00,17783.44723444037,3176.6949212696504,807.9878286141884,2.2230670295294647e+20,0.6770182404087883,0.2155667582484826,13346128.633737234,50257746.83690193
2024-11-14 00:00:00,12734.30261831096,2995.1653290084864,1433.8563999932,1.0137107844845e+20,0.902097994983292,0.1537427600429,13124207.08117948,47620079.48019451
2024-11-15 00:00:00,11873.855691039224,4079.5074466455194,1491.251041703585,2.0014096911346388e+20,1.2395037112489484,0.1868937151557948,14308078.440580845,42737558.92357039
2024-11-16 00:00:00,8765.16172391245,3515.4021437187853,1061.3687844448236,2.3056562006219584e+20,0.8651365684740884,0.2130793194310449,12832613.936144896,40670166.87479252
2024-11-17 00:00:00,13189.261454685204,2819.84692277138,1021.8741066149024,2.406390348473832e+20,0.8262956838016698,0.1912618942794388,11883621.8184098,45287956.61750519
2024-11-18 00:00:00,8192.153759701567,3634.743049468322,1433.3551226756456,1.7795878845280997e+20,0.9082363916997078,0.2678359841059451,12867794.473885735,40101405.625960946
2024-11-19 00:00:00,10209.898569925206,4013.720140439728,1929.356262822898,1.5699144133583615e+20,0.9341458649910308,0.1942808799077767,11695275.266221987,39716981.57987634
2024-11-20 00:00:00,11916.508726156166,3649.5241731601504,2053.772282252293,1.2196451960399589e+20,0.8202929768074362,0.2732815829516521,12377451.124597834,42218881.28856337
2024-11-21 00:00:00,12557.597788274172,2201.8033070249553,1881.7718926778768,1.5859921866534516e+20,0.4596107881470469,0.2035003869351613,13027030.456020463,40990403.75802176
2024-11-22 00:00:00,10350.807436317276,4648.906040842101,1835.3299029829104,2.0129977954674367e+20,1.1962499224866392,0.1754564957119024,12072753.079384442,44520162.57646068
2024-11-23 00:00:00,12534.387623199522,5310.285100893953,1482.2748565060183,1.869558200576554e+20,1.047097140621378,0.1879315410391756,11786934.5646543,41184678.11466174
2024-11-24 00:00:00,9622.781009756498,5429.192461840313,2059.091218431196,1.1422563679787088e+20,1.1380054017606829,0.2853163049305124,13347004.856210813,49808325.79086876
2024-11-25 00:00:00,13052.964351660214,5750.273426399149,2339.2263784566685,1.9643514296494368e+20,0.8944677281557522,0.309027292137797,12217726.843825882,45025454.96001591
2024-11-26 00:00:00,13083.904100603264,4141.69150824761,1071.2141846807992,1.825364313330237e+20,0.9979706203568612,0.2454835973180743,12312277.652525794,51887847.81977161
2024-11-27 00:00:00,8375.681925378669,5506.27168374687,1338.7261598264663,1.451809090896604e+20,0.9481105460479572,0.20170728967939,13015256.908144675,44230693.37091331
2024-11-28 00:00:00,14696.432739725387,3348.067040316057,1788.82120121379,1.9437560085795825e+20,1.0483261742571148,0.2268369077032554,11986350.41143095,46828901.218385234
2024-11-29 00:00:00,13515.405469207812,4152.0964070670325,1917.4964028058291,2.2728589073176337e+20,0.8084671925214567,0.1322125739554641,12418263.032819165,52359231.91745139
2024-11-30 00:00:00,7951.933187155873,4332.5529186621025,984.76418469716,2.4661031945503975e+20,0.7071223326792196,0.2536902202078929,13138625.56081512,55464913.51714817
2024-12-01 00:00:00,6872.451371572001,4541.828732949684,1630.0289835523242,2.146463273674583e+20,1.0407009242845344,0.3389157889393456,12930094.835791718,56919945.39143424
2024-12-02 00:00:00,11844.250440666325,3487.158427889428,1109.2866674535785,2.0774908682799904e+20,0.8761896742139154,0.2686583872090645,11859759.461147698,50963588.255753025
2024-12-03 00:00:00,11856.042495681751,5504.63231797749,2043.4702972993407,1.1588235219547868e+20,0.871406355601729,0.3437088124047357,11867000.40452282,49810514.05374828
2024-12-04 00:00:00,12691.877354302942,3575.5014804903235,759.0585411568546,2.0310903604949657e+20,1.2055675082432795,0.3057814910344599,12188207.52916576,51120882.47233879
2024-12-05 00:00:00,15240.610544802656,3472.8713704462853,1100.4096236414362,2.0316509110182527e+20,0.7448716692913842,0.3312155518025832,11415958.067139553,51457770.97031269
2024-12-06 00:00:00,9157.474720792585,3969.007848721453,1622.90425274805,1.8960729297382385e+20,0.2772606499886257,0.2485492436511173,11242372.512186954,52105307.835683286
2024-12-07 00:00:00,8808.330146860932,2824.1748102237425,1102.505035935004,2.0503930155657232e+20,0.5004684041754185,0.2376110145866474,10521657.942026824,55992490.95497276
2024-12-08 00:00:00,14851.23945723896,3402.71459863297,919.220450827238,2.1260079121464656e+20,1.0272476164890512,0.2916277023838587,11247284.44500461,53653640.62737547
2024-12-09 00:00:00,9972.84903102884,3295.314226895529,1496.3182256219368,2.0816350432299388e+20,0.6845084612630205,0.3596557405107249,10594802.971175885,54667864.27932454
2024-12-10 00:00:00,12957.14291127474,3313.674414418798,1146.8424113602166,1.8136598873156184e+20,1.057393963921845,0.1059559863561802,10602837.688822469,46492354.677056365
2024-12-11 00:00:00,6787.950064996025,4019.299070127712,1256.8106066740236,2.0901540633238933e+20,0.953055226246134,0.1974397325114397,11459790.929044288,50816579.00048047
2024-12-12 00:00:00,5882.23028408857,1885.2724375987343,1634.2699553945492,1.5729452412561297e+20,0.8665195229378679,0.2653451437768613,10386772.406759344,48992251.33988539
2024-12-13 00:00:00,14613.981934493757,2151.2299983148205,2064.3341099935337,2.8762272908413924e+20,0.9460623537851623,0.077216078119415,10989018.530011808,47758033.52730073
2024-12-14 00:00:00,7666.788576238293,3247.522116889314,1441.1947282690385,2.075150797846005e+20,0.7533812891104651,0.2256131951431152,11240367.250477968,49953388.71507862
2024-12-15 00:00:00,15922.507745730416,2835.6689986191977,1992.343212295867,1.5464288984012535e+20,0.4185976554747063,0.292255560632415,11194690.367981588,43835828.59466985
2024-12-16 00:00:00,10839.45974101606,2741.188117902535,1749.9568068951942,1.6604465321079584e+20,0.804231418705052,0.3107307471827847,10491246.959262624,47362579.05667154
2024-12-17 00:00:00,13184.36456268012,4355.890202149167,780.281490669321,1.222971611371323e+20,0.7203035548552396,0.1764816855001012,10610492.908491155,51180519.76151782
2024-12-18 00:00:00,6711.054646599519,2964.449453728977,793.906789828632,1.1761988184011707e+20,1.393008749942764,0.1368593307734762,9958356.149639184,53565364.04114732
2024-12-19 00:00:00,8389.262147548621,5350.874928697306,1605.0153091723298,1.6722499230160775e+20,0.5101591891631195,0.1945861781338642,10450230.165908594,45738207.95244759
2024-12-20 00:00:00,13187.687899471031,4244.595749462231,1068.6466642333571,1.5669971714833813e+20,0.3792555037264094,0.1541637790285167,10704299.117992906,46088522.61919605
2024-12-21 00:00:00,12475.253399389365,2272.385181544984,1825.9900409548077,1.3640984444002229e+20,0.6803321032784886,0.216876966754613,10472698.01106454,43679915.384264946
2024-12-22 00:00:00,9214.490559173071,3353.4687335585672,1219.9935255434425,2.4638045506163248e+20,0.6326100999738996,0.2035584952841977,11061942.457634354,42840777.79297081
2024-12-23 00:00:00,8479.296073046262,4087.040094312704,1698.841112115452,1.8991950132560252e+20,0.7318778855164193,0.2928920453612197,9591634.953228649,40253543.98711665
2024-12-24 00:00:00,11102.973067228297,3782.9492213962826,676.8791376455918,2.374836539001409e+20,0.880107546771505,0.2519252017390716,10163777.352875125,46793220.319093294
2024-12-25 00:00:00,8312.381235617459,3773.522415999199,1285.179797530756,1.732121791654817e+20,0.8017045712548345,0.3629764538306589,9121085.569988923,42672177.046840586
2024-12-25 22:59:06,12434.18758119057,3634.1020556238186,1286.139558518365,1.8446050852202637e+20,0.992361719989294,0.1959530594468976,,
2024-12-26 00:00:00,10056.4942722925,2977.327313075626,1681.515922558804,2.0500283155919343e+20,0.7765101520187263,0.2333254260497395,9978701.435502756,
2024-12-27 00:00:00,8512.241361186916,2154.308784448801,1580.6707424258154,1.5611378330493328e+20,0.9221968717560798,0.219727499306838,9274788.01599443,
2024-12-28 00:00:00,15590.96711222537,3017.495318895126,2111.5029728524937,1.2493121875323452e+20,0.7896527980774158,0.1738087372307828,9438166.90508423,
2024-12-29 00:00:00,16978.46907406076,2577.312749937744,1578.1124066755567,1.3886497148928233e+20,0.884762368977936,0.1975340092068699,10053013.53893763,
2024-12-30 00:00:00,9450.820014211416,1705.9415842639416,1693.8633695403175,1.5058242173787534e+20,1.2131664200353691,0.3053849996752437,8977701.411397755,
2024-12-31 00:00:00,9294.442165799976,2631.5547608421,681.126139606271,1.997902223245084e+20,0.8000611695907219,0.2139759572208742,9433051.018209033,
2025-01-01 00:00:00,15157.398442668751,3311.413198452157,1393.1187694131863,1.3160805462818896e+20,0.8796793104114292,0.3907938141478567,9589218.158472843,
2025-01-02 00:00:00,10919.890023497655,4295.457635592649,1129.1295980099492,1.802321915017153e+20,0.9837700157463848,0.1588018955733136,8766466.123713449,
2025-01-03 00:00:00,8378.61610981641,2755.1523546866288,1512.5135138424578,2.399460197001307e+20,0.9769023383309056,0.1917080358655651,9812867.64243848,
2025-01-04 00:00:00,16296.04058437175,3610.460232481107,1960.033096613496,2.325493154043927e+20,0.9677058061787482,0.2772469719508923,9142514.04801585,
2025-01-05 00:00:00,10662.897396560844,4452.13017042069,735.3411425129503,1.8268393588761215e+20,0.9034998067699392,0.2041712836038235,8703371.009629153,
2025-01-06 00:00:00,9521.546798541072,3166.773650390547,1130.4331257430413,1.893901440767656e+20,0.564517964128343,0.1578089396370666,9307084.482122015,
2025-01-07 00:00:00,9800.376017445144,2872.272079556934,1517.9045683606273,1.1522959042577346e+20,0.8793216636755546,0.2178160753817622,9435441.515219549,
2025-01-08 00:00:00,9044.485482771894,3280.8054024880507,1360.2773438418217,1.5380311436484307e+20,0.978724263421614,0.2628894879774648,9466774.8948667,
2025-01-09 00:00:00,8821.164988477585,2980.6647438761156,999.0860438472672,2.4601596298324915e+20,0.7488995483121388,0.1904251012500228,8228006.403216436,
2025-01-10 00:00:00,12067.936871859149,4110.624880091852,606.0824954130885,1.4892655521389186e+20,0.5232007586835183,0.2749480127245269,8609710.977691937,
2025-01-11 00:00:00,11682.000315806888,4535.357691725681,959.4073389007224,5.830157263230692e+19,0.5198831036533891,0.2319221420819908,9144644.23290546,
2025-01-12 00:00:00,11468.83397504414,3905.212198726114,1241.505660687647,1.8425678564112328e+20,0.62361371778936,0.1146609215908443,8911756.058482027,
2025-01-13 00:00:00,15013.18590165774,2177.64622926676,1369.1113998815445,1.8703559624178113e+20,0.4387798363566147,0.1465809711657369,8494449.801625682,
2025-01-14 00:00:00,12383.871222332024,4190.143566917231,1405.6412589783556,1.3687794923199268e+20,0.70106935960267,0.1593179104429027,7795279.935815162,
2025-01-15 00:00:00,12887.616824164425,3351.03288851346,1167.166163619291,1.4069207003035764e+20,1.0236953306410836,0.243333887928916,8702646.859838078,
2025-01-16 00:00:00,13198.193695695889,3415.3123310020737,1381.2362725078983,1.8520236514535568e+20,0.919807584895124,0.2476628983781161,8632046.883081526,
2025-01-17 00:00:00,5823.288110395001,4884.4522116550625,1177.036577119714,1.5541644477969318e+20,1.3291806534648816,0.2173503568400407,8871774.127820717,
2025-01-18 00:00:00,11245.040353485389,4136.652065245562,1793.609260120675,1.5186915129999737e+20,0.4108670790741281,0.1686251268676004,8934092.954253426,
2025-01-19 00:00:00,11800.045774888846,3219.775647088502,1103.043761502914,9.920723683963978e+19,1.2177134720193268,0.1246184781564785,8910206.012115614,
2025-01-20 00:00:00,11650.163581267065,3274.8112128412376,1777.7264307262053,1.5752134010937845e+20,0.5855947924979498,0.0743106434506337,7980040.079965888,
2025-01-21 00:00:00,10769.703747737123,4091.82268502789,1773.6023972437094,2.1056473985817952e+20,0.8339781617398471,0.133094794922412,8592544.597667584,
2025-01-22 00:00:00,9617.338649605492,4087.610173049837,1543.496955459418,1.3193218324171802e+20,0.9033567278855982,0.2395727825639378,9041244.094649734,
2025-01-23 00:00:00,5665.189732359826,5662.533203442445,1896.9777052733073,1.7749474052973606e+20,0.703725951360659,0.2414240359171713,8331325.22502704,
2025-01-24 00:00:00,14140.27683005092,4305.639973213796,1430.8422058122246,1.3126072557524124e+20,0.9147045150656996,0.2686419275560935,7940004.13663287,
2025-01-25 00:00:00,5493.0875951849675,3943.613755522748,2031.1937262190536,1.8538940152909444e+20,0.5912470797682282,0.2217537731282,7873155.71953449,
2025-01-26 00:00:00,16533.39149428338,3981.9455120959633,1110.5321103667768,1.9089595846749068e+20,0.7662963803331487,0.1885407105765799,7826464.842558597,
2025-01-26 02:54:11,11414.422713243215,5475.042233185826,1167.9907675495033,2.295147134323435e+20,1.0040943879550697,0.214309510037025,7494531.124954084,
2025-01-26 03:33:59,11116.016860891288,4533.319730981674,599.5155710281134,1.8083115558827812e+20,0.8613340355540188,0.2240043174799278,,
2025-01-26 03:35:59,9851.602238077525,5418.638053320647,516.2677491612425,1.1280771951211812e+20,1.1155227867394897,0.1740497093508484,,
