date,token,value,readable_date
1608163200,USDC,149.07848,2020-12-17
1608249600,USDC,217.78555,2020-12-18
1608336000,USDC,211.2384,2020-12-19
1608422400,USDC,210.53813,2020-12-20
1608508800,USDC,2248086.81045,2020-12-21
1608595200,USDC,31169389.56508,2020-12-22
1608681600,USDC,27984317.40984,2020-12-23
1608768000,USDC,25741934.00731,2020-12-24
1608854400,USDC,24894977.53448,2020-12-25
1608940800,USDC,25127498.49352,2020-12-26
1609027200,USDC,25013045.4475,2020-12-27
1609113600,USDC,26484440.90839,2020-12-28
1609200000,USDC,30179231.01818,2020-12-29
1609286400,USDC,32590329.5977,2020-12-30
1609372800,USDC,53888646.15727,2020-12-31
1609459200,USDC,55413843.48946,2021-01-01
1609545600,USDC,67996797.94825,2021-01-02
1609632000,USDC,73794195.37449,2021-01-03
1609718400,USDC,74157591.28683,2021-01-04
1609804800,USDC,72166022.50207,2021-01-05
1609891200,USDC,72091810.74502,2021-01-06
1609977600,USDC,71901233.96362,2021-01-07
1610064000,USDC,70630157.83324,2021-01-08
1610150400,USDC,71958258.61436,2021-01-09
1610236800,USDC,71831371.21378,2021-01-10
1610323200,USDC,79011055.16003,2021-01-11
1610409600,USDC,79054922.25805,2021-01-12
1610496000,USDC,82867393.9093,2021-01-13
1610582400,USDC,85254287.31783,2021-01-14
1610668800,USDC,88485715.93018,2021-01-15
1610755200,USDC,91740624.23029,2021-01-16
1610841600,USDC,99126814.02571,2021-01-17
1610928000,USDC,103716355.8572,2021-01-18
1611014400,USDC,108052209.12809,2021-01-19
1611100800,USDC,111371707.09181,2021-01-20
1611187200,USDC,109876427.97481,2021-01-21
1611273600,USDC,104254457.45811,2021-01-22
1611360000,USDC,100449188.40477,2021-01-23
1611446400,USDC,87626680.6779,2021-01-24
1611532800,USDC,89327132.06993,2021-01-25
1611619200,USDC,90061586.59269,2021-01-26
1611705600,USDC,84243771.84352,2021-01-27
1611792000,USDC,75769043.00367,2021-01-28
1611878400,USDC,73805483.80609,2021-01-29
1611964800,USDC,73092386.49723,2021-01-30
1612051200,USDC,72471557.58779,2021-01-31
1612137600,USDC,73056676.803,2021-02-01
1612224000,USDC,71934833.15364,2021-02-02
1612310400,USDC,71404365.05938,2021-02-03
1612396800,USDC,71141330.39575,2021-02-04
1612483200,USDC,69538029.24841,2021-02-05
1612569600,USDC,68868544.12497,2021-02-06
1612656000,USDC,68061300.9295,2021-02-07
1612742400,USDC,68128883.53679,2021-02-08
1612828800,USDC,67899751.44795,2021-02-09
1612915200,USDC,69142518.72254,2021-02-10
1613001600,USDC,70182556.37718,2021-02-11
1613088000,USDC,69932420.42535,2021-02-12
1613174400,USDC,70137014.19975,2021-02-13
1613260800,USDC,70193591.95216,2021-02-14
1613347200,USDC,70913320.28689,2021-02-15
1613433600,USDC,71285194.1503,2021-02-16
1613520000,USDC,72388542.46408,2021-02-17
1613606400,USDC,71539374.67826,2021-02-18
1613692800,USDC,79206215.11133,2021-02-19
1613779200,USDC,80359809.35299,2021-02-20
1613865600,USDC,81712952.0927,2021-02-21
1613952000,USDC,80531803.76057,2021-02-22
1614038400,USDC,78190934.01793,2021-02-23
1614124800,USDC,73089309.1911,2021-02-24
1614211200,USDC,72183744.03867,2021-02-25
1614297600,USDC,71519741.277,2021-02-26
1614384000,USDC,70913049.70486,2021-02-27
1614470400,USDC,71536962.90404,2021-02-28
1614556800,USDC,72321416.66745,2021-03-01
1614643200,USDC,73799238.54807,2021-03-02
1614729600,USDC,74263357.74652,2021-03-03
1614816000,USDC,74897684.76817,2021-03-04
1614902400,USDC,75194494.43292,2021-03-05
1614988800,USDC,75162220.01467,2021-03-06
1615075200,USDC,75224403.96503,2021-03-07
1615161600,USDC,75718093.31448,2021-03-08
1615248000,USDC,76158081.68199,2021-03-09
1615334400,USDC,78002758.69925,2021-03-10
1615420800,USDC,78989675.41092,2021-03-11
1615507200,USDC,80541162.32006,2021-03-12
1615593600,USDC,83795368.25711,2021-03-13
1615680000,USDC,90634510.91288,2021-03-14
1615766400,USDC,95442097.73542,2021-03-15
1615852800,USDC,96532939.43533,2021-03-16
1615939200,USDC,97690282.03448,2021-03-17
1616025600,USDC,96504636.40329,2021-03-18
1616112000,USDC,96841649.29113,2021-03-19
1616198400,USDC,96742121.54693,2021-03-20
1616284800,USDC,97271884.43962,2021-03-21
1616371200,USDC,96657990.79792,2021-03-22
1616457600,USDC,94038040.96539,2021-03-23
1616544000,USDC,94393271.69032,2021-03-24
1616630400,USDC,94084420.799,2021-03-25
1616716800,USDC,91654882.06675,2021-03-26
1616803200,USDC,91669284.69648,2021-03-27
1616889600,USDC,91631706.83823,2021-03-28
1616976000,USDC,92497452.58574,2021-03-29
1617062400,USDC,90103253.36968,2021-03-30
1617148800,USDC,92238851.4983,2021-03-31
1617235200,USDC,93555660.63508,2021-04-01
1617321600,USDC,93014453.70933,2021-04-02
1617408000,USDC,92740029.42803,2021-04-03
1617494400,USDC,91285207.71629,2021-04-04
1617580800,USDC,91284303.12369,2021-04-05
1617667200,USDC,91361491.9558,2021-04-06
1617753600,USDC,91005342.64685,2021-04-07
1617840000,USDC,90917258.16643,2021-04-08
1617926400,USDC,91155945.08438,2021-04-09
1618012800,USDC,90960382.79662,2021-04-10
1618099200,USDC,92021221.40647,2021-04-11
1618185600,USDC,91867384.86117,2021-04-12
1618272000,USDC,91961094.88911,2021-04-13
1618358400,USDC,91754026.05594,2021-04-14
1618444800,USDC,92010923.46091,2021-04-15
1618531200,USDC,92504827.27077,2021-04-16
1618617600,USDC,92365536.09204,2021-04-17
1618704000,USDC,92636551.69108,2021-04-18
1618790400,USDC,88916821.77805,2021-04-19
1618876800,USDC,89491646.68064,2021-04-20
1618963200,USDC,88393951.39901,2021-04-21
1619049600,USDC,89473967.07162,2021-04-22
1619136000,USDC,90940427.76816,2021-04-23
1619222400,USDC,87364846.23803,2021-04-24
1619308800,USDC,87044954.72972,2021-04-25
1619395200,USDC,87225494.44218,2021-04-26
1619481600,USDC,87300937.18579,2021-04-27
1619568000,USDC,87799671.19737,2021-04-28
1619654400,USDC,88990421.83761,2021-04-29
1619740800,USDC,89525803.22494,2021-04-30
1619827200,USDC,90555455.15538,2021-05-01
1619913600,USDC,91883157.99844,2021-05-02
1620000000,USDC,90167204.42083,2021-05-03
1620086400,USDC,94306786.05475,2021-05-04
1620172800,USDC,94295577.72704,2021-05-05
1620259200,USDC,93715589.60537,2021-05-06
1620345600,USDC,95286571.88215,2021-05-07
1620432000,USDC,95303330.9358,2021-05-08
1620518400,USDC,96054675.64659,2021-05-09
1620604800,USDC,97159353.76623,2021-05-10
1620691200,USDC,114741826.18173,2021-05-11
1620777600,USDC,117763976.97305,2021-05-12
1620864000,USDC,118905184.26749,2021-05-13
1620950400,USDC,117197853.97235,2021-05-14
1621036800,USDC,112969005.54119,2021-05-15
1621123200,USDC,112684540.74742,2021-05-16
1621209600,USDC,109864082.75306,2021-05-17
1621296000,USDC,107176579.24444,2021-05-18
1621382400,USDC,106759404.50704,2021-05-19
1621468800,USDC,105075416.95161,2021-05-20
1621555200,USDC,104017552.6326,2021-05-21
1621641600,USDC,101695991.81133,2021-05-22
1621728000,USDC,100921471.67068,2021-05-23
1621814400,USDC,94918479.96039,2021-05-24
1621900800,USDC,94754907.4277,2021-05-25
1621987200,USDC,94759866.15377,2021-05-26
1622073600,USDC,95232988.67264,2021-05-27
1622160000,USDC,95689596.05413,2021-05-28
1622246400,USDC,95418533.51415,2021-05-29
1622332800,USDC,96365851.97689,2021-05-30
1622419200,USDC,98678896.92021,2021-05-31
1622505600,USDC,99385158.05278,2021-06-01
1622592000,USDC,101083732.21046,2021-06-02
1622678400,USDC,102283332.6025,2021-06-03
1622764800,USDC,102367572.11052,2021-06-04
1622851200,USDC,102152269.53635,2021-06-05
1622937600,USDC,102394104.74383,2021-06-06
1623024000,USDC,102483676.87926,2021-06-07
1623110400,USDC,102501033.88295,2021-06-08
1623196800,USDC,99078891.68637,2021-06-09
1623283200,USDC,100033979.32208,2021-06-10
1623369600,USDC,99002436.79402,2021-06-11
1623456000,USDC,99078300.71036,2021-06-12
1623542400,USDC,98868201.76562,2021-06-13
1623628800,USDC,99072608.36245,2021-06-14
1623715200,USDC,99436443.38965,2021-06-15
1623801600,USDC,99168551.97529,2021-06-16
1623888000,USDC,99243426.5802,2021-06-17
1623974400,USDC,99492677.0604,2021-06-18
1624060800,USDC,99746597.60588,2021-06-19
1624147200,USDC,99786405.80976,2021-06-20
1624233600,USDC,99155897.21328,2021-06-21
1624320000,USDC,108472189.24202,2021-06-22
1624406400,USDC,97804939.56857,2021-06-23
1624492800,USDC,90332942.74277,2021-06-24
1624579200,USDC,91606186.65464,2021-06-25
1624665600,USDC,92391862.56973,2021-06-26
1624752000,USDC,95171350.66615,2021-06-27
1624838400,USDC,96761211.17842,2021-06-28
1624924800,USDC,109749721.54985,2021-06-29
1625011200,USDC,126131307.40568,2021-06-30
1625097600,USDC,127173840.69597,2021-07-01
1625184000,USDC,135540867.4025,2021-07-02
1625270400,USDC,140709952.09292,2021-07-03
1625356800,USDC,152953086.15519,2021-07-04
1625443200,USDC,153609088.28384,2021-07-05
1625529600,USDC,153370147.4178,2021-07-06
1625616000,USDC,158016125.23279,2021-07-07
1625702400,USDC,158075753.6923,2021-07-08
1625788800,USDC,163579787.58946,2021-07-09
1625875200,USDC,168892824.50577,2021-07-10
1625961600,USDC,169132320.36377,2021-07-11
1626048000,USDC,168560966.4987,2021-07-12
1626134400,USDC,169135293.8254,2021-07-13
1626220800,USDC,169142028.9729,2021-07-14
1626307200,USDC,168710189.12205,2021-07-15
1626393600,USDC,171459978.20776,2021-07-16
1626480000,USDC,170234786.11382,2021-07-17
1626566400,USDC,173891045.97114,2021-07-18
