,uuid,recipient,project_type,category,address,status,num_drops,num_unique_minters_90D,num_unique_minters_180D,num_farcaster_minters_90D,num_farcaster_minters_180D,num_transactions_90D,num_transactions_180D,usd_value_of_transactions_90D,usd_value_of_transactions_180D
24,5880ec5b-6180-423d-97d7-0457ab05c429,0x85F15D0E945D96Cf43a9156BC6ff63f8821b904a,Creator,Art NFTs,0x85f15d0e945d96cf43a9156bc6ff63f8821b904a,metrics_available,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.69304315,3.3600211499999997
25,f82b5f57-be2a-479e-a068-e2bff7351db8,0x05F5EB1f02aCB65dF6A2f0f6D7Ba36490eE2D693,Creator,Art NFTs,0x6fb53031e2b3d7d4d6f7fad6d69952f87477bc82,metrics_available,16.0,873.0,1228.0,513.0,655.0,1184.0,1669.0,5481.243787000017,10174.836578020013
26,18f80718-61ca-4bb5-a684-275c2c05e600,0xcbc7d0Ff51D37b60ba741bF566496BBa53b5eea2,Creator,Art NFTs,0xcbc7d0ff51d37b60ba741bf566496bba53b5eea2,metrics_available,7.0,0.0,317.0,0.0,285.0,0.0,383.0,0.0,441.29090677000005
27,7c94c0d5-0fd7-4c17-9935-f4ba6a94b2af,0x9391546d6A2A73FC5F2FD61237De9F783c535570,Creator,Art NFTs,0x391102852da9bf9c7644dce39864f3edb2f9a162,metrics_available,30.0,79.0,96.0,61.0,77.0,271.0,494.0,71.11141149938199,72.84136834985812
28,da900335-9896-498c-a469-0307fe1fd24b,0x0438053b82cB27004bd80d3ca18b8eF6b23F20Cf,Creator,Art NFTs,0x0438053b82cb27004bd80d3ca18b8ef6b23f20cf,metrics_available,3.0,31.0,98.0,26.0,83.0,65.0,198.0,6.110764561595002,6.110764561595002
29,7cd06486-3233-45f6-8820-17799cf7f439,0xb48cB3742868bFEfE0B29c1f298Dae0573E1C79c,Creator,Art NFTs,0xb48cb3742868bfefe0b29c1f298dae0573e1c79c,metrics_available,1.0,4.0,61.0,2.0,44.0,4.0,92.0,0.0,0.0
30,cd9c0a08-4fba-4c16-8753-cdc5e5ca0de0,0x2Fb0e475F6D495DFdfd9176aF9113f48F7687565,Creator,Art NFTs,0x2fb0e475f6d495dfdfd9176af9113f48f7687565,metrics_available,23.0,66456.0,66493.0,10520.0,10556.0,100563.0,100614.0,57367.61476216846,57469.219082418385
31,1d357ee9-fea5-445c-88e7-3810a7f5d915,0xd25759Ae674F1dFaaED24a020F50a118a7E664bf,Creator,Art NFTs,0x1dd661c2e76e6e0e1157d54a2a0cdbed4c47fcf5,metrics_available,1.0,0.0,209.0,0.0,24.0,0.0,219.0,0.0,7.994092
32,be0db3c4-1c4f-4dc2-9865-2903faba16b8,0x04715503034aE1DF07883A3Ad01aEa4e58c32D94,Creator,Other Media NFTs,0x68a375bf740163db10ef7c2f705fbab37b5cc6ea,metrics_available,20.0,0.0,1.0,0.0,1.0,0.0,134.0,0.0,3062.278988995697
33,c8a77ede-eab3-4160-86e3-52f5265672f8,0x62873F603c1247929D574c4647A488d471DeEDe0,Creator,Art NFTs,0xaf10c74e31f7ac4179ce9fc0698d41307b6a2797,metrics_available,2.0,2531.0,3001.0,5.0,18.0,2538.0,3173.0,4.7202280000000005,4.7202280000012795
34,5e4f9dcf-8863-46dd-8be8-3f367fbb7c5e,0x80897383D295d79079dfeC48F4343F121DCB7C03,Creator,Art NFTs,0x80897383d295d79079dfec48f4343f121dcb7c03,metrics_available,4.0,14.0,58.0,12.0,50.0,14.0,90.0,58.86197688,341.16827334
35,cfce1eaa-fa91-4945-af72-6a1470dfb507,0xADCcEE0ce6629e10b38A2fA7881683110F445FF6,Creator,Art NFTs,0xadccee0ce6629e10b38a2fa7881683110f445ff6,metrics_available,4.0,1.0,1.0,1.0,1.0,1.0,13.0,0.0,2.76012933
36,95463ca3-70e3-46b2-85ec-4dc44a65a08e,0xbACB708162D8Ae383c267b50D578B70c357a1654,Creator,Art NFTs,0x1c901aa311dbb319c1062f37b1a38927b2c68a37,metrics_available,3.0,255.0,271.0,81.0,88.0,279.0,297.0,389.7877318,924.0691118
37,59f9d1e9-e0e6-4128-9835-cf729d4bcdef,0x3d4B58964Ed615a2622E7e0eB66013B395718C98,Creator,Art NFTs,0x3d4b58964ed615a2622e7e0eb66013b395718c98,metrics_available,4.0,546.0,1113.0,276.0,578.0,857.0,1687.0,1589.9377252300003,3429.2780614900016
38,eefea347-f135-4e2b-9dc7-54956a292ecc,0xAFAca46F253c85D4BA372f82A8A4F4b0dd5D7dfC,Creator,Art NFTs,0x74ae32114e19ab369f0f24cf894ce06546436e23,metrics_available,2.0,24.0,26.0,11.0,12.0,31.0,34.0,1298.6894880000004,1611.5260140000005
39,659495b2-cc57-4943-af0c-f2f6aba19636,0x9f327969A2AEaD18c7D0424c537a05C597080261,Creator,Art NFTs,0x9f327969a2aead18c7d0424c537a05c597080261,metrics_available,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.655646,0.655646
40,b72338cc-4692-4eeb-8584-64e6719a1076,0xD41cEF4f79a2cF4b9Ceb670E64029A93a62b8FB6,Creator,Art NFTs,0xd41cef4f79a2cf4b9ceb670e64029a93a62b8fb6,metrics_available,2.0,2.0,25.0,2.0,20.0,3.0,34.0,0.0,92.21359853999998
41,d1bc8c04-ccc5-41f8-90e3-ef1d0dabce19,0x724e431e104e58B0131AfDb71427cAae533347ef,Creator,Art NFTs,0x32306db25a75744f399512e12b06c80e76847d2e,metrics_available,1.0,0.0,853.0,0.0,11.0,0.0,858.0,0.0,7.27858
42,27573595-74fe-4582-bbf5-09de35e9584e,0x16364a6B7ac1d7085346Ce6A144A1FD35bA80871,Creator,Art NFTs,0x16364a6b7ac1d7085346ce6a144a1fd35ba80871,metrics_available,8.0,6138.0,6138.0,896.0,896.0,15759.0,15759.0,11.1830728,11.1830728
43,63c5c248-56df-4c1e-b034-3a83c46c1502,0x109094D990aDbdfC97c5c9Ea5F5bcE54f4EB1BDB,Creator,Art NFTs,0xb8ee69bc61734b2658a79f166302f6271035ad36,metrics_available,1.0,0.0,1254.0,0.0,17.0,0.0,1284.0,0.0,0.0
44,76e3cc1f-f40f-4ba3-9e55-2a17c4ef08d4,0xFe952DEf1c0E295048374cCd0B8ebe7001F1123E,Creator,Art NFTs,0xfe952def1c0e295048374ccd0b8ebe7001f1123e,metrics_available,16.0,1.0,10.0,1.0,2.0,5.0,27.0,0.0,37.35652949999999
45,50ea9d76-9fa9-4e21-b698-32108f4ad411,0x2aEFa2502B1fcB16B8091c31Ce7C70e17f0172Ba,Creator,Art NFTs,0x1cfefd8524ca8b63f2f7a5e90c16055b2e6e3701,metrics_available,1.0,0.0,316.0,0.0,84.0,0.0,380.0,0.0,239.79695999999987
46,dbd98c8c-46c7-4708-ac4a-20abd1074334,0xE7578Cc2F047c9574406bB0d260C4A3CF92eB51d,Creator,Art NFTs,0xa8392669232422227d4b29ed224f90fd666953f3,metrics_available,1.0,0.0,2201.0,0.0,142.0,0.0,1404.0,0.0,0.0
47,e30f30c7-195a-45a1-87a4-cc5f50a05775,0x5B759eF9085C80CCa14F6B54eE24373f8C765474,Creator,Other Media NFTs,0xd91c4283ebbc00af162b73418ec4ab0b3c159900,metrics_available,7.0,13378.0,14763.0,7965.0,9110.0,18615.0,20451.0,58407.101842699085,62128.133965479086
48,0e2d9d7a-b8ad-4fed-aaac-16225552ad66,0x8e3a724Ab1c58941aa71Aa47372d91E6eEA4c45f,Creator,Art NFTs,0x8e3a724ab1c58941aa71aa47372d91e6eea4c45f,metrics_available,13.0,3919.0,4184.0,1713.0,1963.0,4190.0,4443.0,7850.015814483217,7850.015814483217
49,269a13b2-f01f-45c6-93dc-473869c28bec,0x08feaF513989e844d6E221E817EF8ec1b7f31745,Creator,Art NFTs,0xd5ef05cd64c5d7087af62f92c959c5fe1bca5286,metrics_available,1.0,1.0,252.0,0.0,14.0,1.0,252.0,0.0,0.0
50,fd3430fd-229d-4f8c-9683-32bfed41fe2d,0x275725190DE3690e270fd65B12E4D717060F16B4,Creator,Art NFTs,0x2cde199725785d4a679862b8411df4cc45e5881b,metrics_available,1.0,0.0,2163.0,0.0,64.0,0.0,1974.0,0.0,0.0
51,09246e90-94ee-452f-827c-b76adc306ab3,0x275725190DE3690e270fd65B12E4D717060F16B4,Creator,Other Media NFTs,0x913758d7abd90693d600935c7d75e1eac2f2b5fd,metrics_available,2.0,8.0,217.0,1.0,89.0,9.0,279.0,1.459752,417.7264539999999
52,4c27cb4a-2c17-4002-a59d-21cda7814f05,0xc68Dc28Ac70Ec11469BB4c212A0eb132D910529C,Creator,Other Media NFTs,0x813208ecc630550bd8ea30df5888995643cabaac,metrics_available,1.0,1.0,2342.0,0.0,86.0,1.0,1403.0,3.056067,73.63652279999998
53,8f267809-2774-46fa-a981-f883edec88d0,0x8e3a724Ab1c58941aa71Aa47372d91E6eEA4c45f,Creator,Art NFTs,0x8e3a724ab1c58941aa71aa47372d91e6eea4c45f,metrics_available,13.0,3919.0,4184.0,1713.0,1963.0,4190.0,4443.0,7850.015814483217,7850.015814483217
54,dbdf5a7b-9635-4703-ad41-7fb29f96f88d,0x829C0F59FF906fd617F84f6790AF18f440D0C108,Creator,Art NFTs,0x829c0f59ff906fd617f84f6790af18f440d0c108,metrics_available,15.0,72234.0,96761.0,11604.0,24445.0,75922.0,110164.0,55597.25480398008,220935.03348302853
55,46d04a32-72ea-4ad0-a69e-08fa2a8e1ffa,0x61b84CaB9dd4B629cC934Bb2D1D69f9Dc43f0d34,Creator,Art NFTs,0x61b84cab9dd4b629cc934bb2d1d69f9dc43f0d34,metrics_available,7.0,552.0,890.0,296.0,446.0,1059.0,1713.0,1368.4238408100018,2307.5730182100024
56,68c3c1ab-b463-4bac-9ac9-d082714de866,0x75C83356987c8d813829D9FBb5DE504b547750A6,Creator,Art NFTs,0x75c83356987c8d813829d9fbb5de504b547750a6,metrics_available,22.0,52188.0,53633.0,9241.0,9925.0,64670.0,67415.0,49403.458399840114,66230.02166458007
57,a5c3b1f5-7c1b-402f-ae58-c1aae4c2c557,0x9dd7604F02f9BA324F7CeA8F08E8a1945165be9f,Creator,Art NFTs,0x9dd7604f02f9ba324f7cea8f08e8a1945165be9f,metrics_available,3.0,5.0,41.0,4.0,38.0,8.0,46.0,17.9094615,211.0313507399999
58,841d4ccc-d13c-4eab-bccf-9b19866ea8f0,0x62873F603c1247929D574c4647A488d471DeEDe0,Creator,Art NFTs,0x3f32c4f9d3f3b4c82129dd7318f6b118d50754ce,metrics_available,3.0,5.0,209.0,2.0,36.0,8.0,247.0,1.060046,1.060046
59,4d468f6c-3859-464f-966f-3f698911e483,0xa6E5411A621A00D5195Bb55d736505F4a5E7C289,Creator,Art NFTs,0xa6e5411a621a00d5195bb55d736505f4a5e7c289,metrics_available,3.0,14.0,44.0,14.0,40.0,15.0,51.0,7.06534476,64.32657732
60,caf3b198-91f2-495e-96fd-67b9cb622e73,0x07BD4932D08e5956faB224965a58BF1a441134A1,Creator,Art NFTs,0x07bd4932d08e5956fab224965a58bf1a441134a1,metrics_available,46.0,52420.0,79621.0,9575.0,23711.0,55755.0,87187.0,55018.51495546048,184352.02368848876
61,6476b680-2ea8-4d07-9a1b-226dc70d200a,0x702ba46435D1E55B18440100BC81EB055574875e,Creator,Art NFTs,0x702ba46435d1e55b18440100bc81eb055574875e,metrics_available,16.0,83.0,190.0,36.0,118.0,191.0,425.0,365.01516119999997,1699.7007478199998
62,8ab5a45b-2035-4824-be5a-e9c63662e0fc,0x7E5283035e728073E8ED1cB1d26490A7dAeA3766,Creator,Other Media NFTs,0x7e5283035e728073e8ed1cb1d26490a7daea3766,metrics_available,12.0,17.0,36.0,13.0,18.0,35.0,81.0,20.60050896,27.34025156
63,e6028388-0b30-4157-9b2a-d660e5b12fb4,0x8F28495185676fdc2666282bB528a71C13fa5da6,Creator,Channels,0x8f28495185676fdc2666282bb528a71c13fa5da6,metrics_available,5.0,2.0,10.0,2.0,7.0,4.0,20.0,15.511101499999999,86.53112149999998
64,c737f082-a6df-49b4-9c5f-a25e68c3772c,0xeA124F96A1226d0956D38DD95c089d5cd5f82D71,Creator,Other Media NFTs,0xea124f96a1226d0956d38dd95c089d5cd5f82d71,metrics_available,6.0,4441.0,4619.0,1822.0,1897.0,5260.0,5581.0,28020.037136999938,28233.535623819935
65,82019dd2-e754-45db-becb-6ab9fd9111f7,0x24a0e4EE348f33252e83fE1e824499381dd21aa9,Creator,Art NFTs,0x24a0e4ee348f33252e83fe1e824499381dd21aa9,metrics_available,15.0,405.0,537.0,134.0,180.0,426.0,583.0,1252.5338630927106,1570.5683003027104
66,ba8a7d76-d142-4718-b4e8-93ec7938bd05,0xd25759Ae674F1dFaaED24a020F50a118a7E664bf,Creator,Other Media NFTs,0x2e25cd6f84e1414eb5818d5c61b0601ba09ff5b0,metrics_available,1.0,0.0,44.0,0.0,3.0,0.0,44.0,0.0,2.7622154000000005
67,d49da5b1-b921-4bb8-8d9f-7cb5f9df4c0d,0x61b84CaB9dd4B629cC934Bb2D1D69f9Dc43f0d34,Creator,Art NFTs,0x61b84cab9dd4b629cc934bb2d1d69f9dc43f0d34,metrics_available,7.0,552.0,890.0,296.0,446.0,1059.0,1713.0,1368.4238408100018,2307.5730182100024
68,1edab2e2-9ea4-45ec-b6ba-090553712281,0xd25759Ae674F1dFaaED24a020F50a118a7E664bf,Creator,Art NFTs,0xc32b2829a1f1e5d10a73616558777cdce31c0392,metrics_available,1.0,0.0,7.0,0.0,3.0,0.0,8.0,0.0,19.95729
69,1e7bd524-ab1f-4c85-92b1-0ff8274873b8,0x08feaF513989e844d6E221E817EF8ec1b7f31745,Creator,Art NFTs,0x21dab6eb2b5977c148b04b34b76b65f5f6cca209,metrics_available,2.0,2.0,15.0,0.0,1.0,2.0,18.0,6.82962,6.82962
70,1a2cb058-6976-41ba-b7e7-9c7f7370583f,0x275725190DE3690e270fd65B12E4D717060F16B4,Creator,Art NFTs,0xdee03bc4b39616fbb7d115e54cb92e5f5dc92f0e,metrics_available,1.0,0.0,214.0,0.0,52.0,0.0,253.0,0.0,228.80943100000007
71,e0505063-a3ad-4af1-bdf1-28e103188c52,0x61b84CaB9dd4B629cC934Bb2D1D69f9Dc43f0d34,Creator,Art NFTs,0x4d7d85df9d9dd17c41fcca32aa8fc49ed0d973ab,metrics_available,52.0,519.0,1172.0,274.0,538.0,1455.0,3114.0,1034.0814178888877,2281.7650716412822
72,545355c4-7731-463d-a075-0a01f8cade60,0xD41cEF4f79a2cF4b9Ceb670E64029A93a62b8FB6,Creator,Art NFTs,0xd41cef4f79a2cf4b9ceb670e64029a93a62b8fb6,metrics_available,2.0,2.0,25.0,2.0,20.0,3.0,34.0,0.0,92.21359853999998
73,e80de980-f9a5-45aa-b958-395e4e25a3ba,0x033f68fd9DF6bAc726e6651e95aC399dbCa3dC58,Other Application,Community & Curation,0x3028159a3fcc48053cade0bae7def0ba7440187e,metrics_available,31.0,192.0,521.0,53.0,123.0,291.0,890.0,124.77226839000004,349.77090407000003
74,dfac5569-d035-4b83-9c13-e7fa2c4013bb,0x29930111Ff12D3C75b5BE8889568C5aD6A9D6CB1,Creator,Art NFTs,0x29930111ff12d3c75b5be8889568c5ad6a9d6cb1,metrics_available,19.0,22196.0,22391.0,6177.0,6349.0,31414.0,31931.0,52612.36095254829,54980.91968652646
75,6a0ef0ef-2a1a-4ca0-91f3-677f14054c04,0x61b84CaB9dd4B629cC934Bb2D1D69f9Dc43f0d34,Creator,Art NFTs,0x4d7d85df9d9dd17c41fcca32aa8fc49ed0d973ab,metrics_available,52.0,519.0,1172.0,274.0,538.0,1455.0,3114.0,1034.0814178888877,2281.7650716412822
76,286190cc-ebaf-4303-b272-d04dab5b570c,0xc68Dc28Ac70Ec11469BB4c212A0eb132D910529C,Creator,Community & Curation,0x4e14d9a750f9fa38d83a01e029ffd3aaec72f5c2,metrics_available,1.0,0.0,1083.0,0.0,87.0,0.0,1132.0,0.0,22.21999600000001
77,b705ddbc-8c22-4b6d-9f37-13be423993e3,0x4cc1a03191dDF0C39d82098f059ef3412113A36e,Creator,Art NFTs,0x4cc1a03191ddf0c39d82098f059ef3412113a36e,metrics_available,9.0,42.0,170.0,28.0,124.0,63.0,316.0,137.01398761645714,1525.0330355020656
78,60e3199b-39bd-48d1-9ac5-42aaa41fd432,0x4005470902ba4113d8D92E6AB4413C6142dC7150,Creator,Other Media NFTs,0x4005470902ba4113d8d92e6ab4413c6142dc7150,metrics_available,18.0,55.0,673.0,38.0,413.0,106.0,779.0,13.837396128920266,162.79419155892026
79,ad1ef790-e6da-454c-a340-fe777dc22faf,0x9d05b346C796b8Df1f089e4eb815b007E55abDC1,Creator,Art NFTs,0x9d05b346c796b8df1f089e4eb815b007e55abdc1,metrics_available,27.0,74.0,232.0,56.0,162.0,128.0,1057.0,0.30928887,6.399097642933569
80,9db29f52-f3c7-44b1-aa52-cd2d4c35eecd,0x9aDdd91874B08F6856bF6b4A2263665d2Bc0d933,Creator,Art NFTs,0x9addd91874b08f6856bf6b4a2263665d2bc0d933,metrics_available,7.0,2.0,111.0,2.0,97.0,2.0,186.0,30.9751186,845.7435463799999
81,fc647a67-ef6c-489c-a6e0-109c88127c84,0xc199d54bE70c9837449b8DeD44B6C960dde9dFe3,Creator,Frames,0xc199d54be70c9837449b8ded44b6c960dde9dfe3,metrics_available,2.0,16.0,108.0,16.0,71.0,23.0,94.0,125.38397801870974,1172.3500938187099
82,029d2a92-4838-4be7-9169-4b52642ca6da,0xB7B32c7E0F83533314018a8caa1ccdc2838FCFD4,Creator,Art NFTs,0xb7b32c7e0f83533314018a8caa1ccdc2838fcfd4,metrics_available,4.0,29.0,39.0,18.0,22.0,48.0,72.0,2.948270884622369,6.042148230291953
83,252f5c84-9e4f-45f4-b90b-8604a7dc37a1,0x4cc1a03191dDF0C39d82098f059ef3412113A36e,Creator,Art NFTs,0x4cc1a03191ddf0c39d82098f059ef3412113a36e,metrics_available,9.0,42.0,170.0,28.0,124.0,63.0,316.0,137.01398761645714,1525.0330355020656
84,ece12bca-735c-47c6-9813-e60bebdcf8e1,0x49000B54784C0359A9ed744a5f3505d39043e451,Creator,Art NFTs,0x49000b54784c0359a9ed744a5f3505d39043e451,metrics_available,15.0,2324.0,2346.0,774.0,789.0,6210.0,6258.0,10.565310889207753,313.00522888920773
85,ceddbb35-fe03-4c88-93de-da4cba8b0bcd,0x42Ab1FD7Acf8eb27Be57B64D829c6Ae7Baf3E791,Creator,Other Media NFTs,0x62ac844c59257d3e922c98e6cc386ce2aecbe797,metrics_available,5.0,17.0,1653.0,4.0,31.0,50.0,1719.0,62.583782,62.583782
86,06a035d4-b268-4095-b665-b43eee8d4d92,0xa51fC978850C373dd965ab7D1eDF24692d0D0d61,Creator,Art NFTs,0xa51fc978850c373dd965ab7d1edf24692d0d0d61,metrics_available,4.0,391.0,392.0,76.0,77.0,461.0,463.0,159.07351264752825,163.68414517752825
87,bfc4336b-55ff-415c-8949-85f7de499957,0x275725190DE3690e270fd65B12E4D717060F16B4,Creator,Other Media NFTs,0x083c66abcf9c82dedb6d75e1242e6bda7d28aea9,metrics_available,2.0,1.0,386.0,0.0,33.0,1.0,296.0,1.469316,145.3257839999998
88,ceb43856-9a4b-48c8-8560-e6744fbd2e3d,0x9C87A1065994f156f0B7b87AAa8B3c5F7BD67E02,Creator,Art NFTs,0x9c87a1065994f156f0b7b87aaa8b3c5f7bd67e02,metrics_available,13.0,44.0,1903.0,35.0,1500.0,60.0,1038.0,206.08216818000002,3062.3429114879973
89,d3dd8330-b63b-4760-876b-ce7d9034b40e,0x6d1b0721A5564E0e6984aA74165979771ed00521,Creator,Art NFTs,0x6d1b0721a5564e0e6984aa74165979771ed00521,metrics_available,23.0,246.0,1077.0,216.0,955.0,468.0,1369.0,546.4578090336072,8016.2206615722
90,1e18dc4d-b5dc-4304-8c00-ae29ed5fcf9b,0x508dd44Ff3404e618D430D4562C3773B073a5Ccc,Creator,Art NFTs,0x508dd44ff3404e618d430d4562c3773b073a5ccc,metrics_available,15.0,684.0,4710.0,532.0,4148.0,882.0,3202.0,1830.7310865926295,14477.902477411275
91,21aaf79e-3e32-4c6c-aee5-ff5d04f65d81,0x6d1b0721A5564E0e6984aA74165979771ed00521,Creator,Art NFTs,0x6d1b0721a5564e0e6984aa74165979771ed00521,metrics_available,23.0,246.0,1077.0,216.0,955.0,468.0,1369.0,546.4578090336072,8016.2206615722
