,uuid,recipient,project_type,category,address,status,num_drops,num_unique_minters_90D,num_unique_minters_180D,num_farcaster_minters_90D,num_farcaster_minters_180D,num_transactions_90D,num_transactions_180D,usd_value_of_transactions_90D,usd_value_of_transactions_180D
92,b1f2d7de-3b37-4fa8-9c22-2d2e0f1147e1,0xd6b84A2dE711DA13A98466988d1bea18a427E8B5,Creator,Art NFTs,0xd6b84a2de711da13a98466988d1bea18a427e8b5,metrics_available,14.0,603.0,1469.0,370.0,836.0,1491.0,2798.0,1604.27422212,10231.383069750003
93,974887b1-00d8-4f8f-886a-cc759d623bee,0x8aaeF3C365f90318d15944587D1D3d842e16565A,Creator,Other Media NFTs,0x8aaef3c365f90318d15944587d1d3d842e16565a,metrics_available,17.0,7.0,54.0,7.0,41.0,17.0,87.0,78.33337424999999,810.9891862455526
94,accb98a3-5dc7-4697-b538-66507263618f,0x99bd730362bF96288E47Ae5736b52b48adc3A081,Creator,Art NFTs,0x99bd730362bf96288e47ae5736b52b48adc3a081,metrics_available,3.0,99.0,159.0,64.0,117.0,116.0,214.0,276.1131238199999,608.4885645599998
95,7528bd62-8e2b-42f1-afbf-f7c922b63390,0xCEEd9585854F12F81A0103861b83b995A64AD915,Creator,Channels,0x96be08fd17922c525cb6c66f872d1e44f0d07f16,metrics_available,10.0,231.0,523.0,205.0,449.0,249.0,584.0,787.7845505995244,7980.975198289
96,c73cee98-499c-496d-bca9-1d8ddc34b284,0x3d4B58964Ed615a2622E7e0eB66013B395718C98,Creator,Art NFTs,0x3d4b58964ed615a2622e7e0eb66013b395718c98,metrics_available,4.0,546.0,1113.0,276.0,578.0,857.0,1687.0,1589.9377252300003,3429.2780614900016
97,fb07ceb3-64e3-4c7a-b6d3-79ba2e6e3cd9,0x265985d0a57A4339509cd785f854668055924AF5,Creator,Art NFTs,0xf3f71b3c0932880f333c6bf7be4ff18815be1e40,metrics_available,3.0,2.0,4.0,1.0,3.0,10.0,12.0,2.41496262,4.7005003499999995
98,9e0b863b-571d-4740-aba7-f2e63305a9c9,0xdE3975723d5dE76070Ca2169aB8716e48b3B4b81,Creator,Art NFTs,0xde3975723d5de76070ca2169ab8716e48b3b4b81,metrics_available,5.0,57.0,136.0,40.0,106.0,79.0,358.0,697.3797950449776,1934.3058619249775
99,84c008f7-f494-4bc9-820a-eebe1c955317,0x829C0F59FF906fd617F84f6790AF18f440D0C108,Creator,Art NFTs,0x829c0f59ff906fd617f84f6790af18f440d0c108,metrics_available,15.0,72234.0,96761.0,11604.0,24445.0,75922.0,110164.0,55597.25480398008,220935.03348302853
100,8de5b2db-5a24-44c4-bc50-cc0b8a909a71,0x2eA49C863BE976ee9c10CB8EF382757E48F0b9e5,Creator,Art NFTs,0x2ea49c863be976ee9c10cb8ef382757e48f0b9e5,metrics_available,2.0,6615.0,6757.0,1696.0,1710.0,6871.0,7074.0,5360.313006019926,5684.501581099945
101,c48e4018-68d0-4689-b903-4a9a408e4b49,0xC793eE64E6Ac6239C527fd041a78A8FCaa245e4f,Creator,Art NFTs,0xc793ee64e6ac6239c527fd041a78a8fcaa245e4f,metrics_available,1.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0
102,9970dbf4-7ac3-4302-9765-0e5f9825d91b,0x7E5283035e728073E8ED1cB1d26490A7dAeA3766,Creator,Channels,0xb2d39905d4acec5e4b759c15b5d4a302b99af5ef,metrics_available,4.0,7.0,7.0,6.0,6.0,12.0,12.0,41.355970335193405,41.355970335193405
103,f30733c3-49bf-4427-b008-06bbf416f7bb,0x8EB48F7dCc00655E931fDe29BeaA3311021438F9,Creator,Art NFTs,0x8eb48f7dcc00655e931fde29beaa3311021438f9,metrics_available,10.0,602.0,1383.0,289.0,554.0,778.0,1667.0,898.2099675620318,2962.436621282032
104,3c6f92c8-d7d6-4adf-a438-cca0a5959bba,0x0F23189b256939996dEc01766F6b2E581AFb5bB3,Creator,Other Media NFTs,0x664f5784fcf72ce34e96c5c419bcaa7976703752,metrics_available,2.0,6.0,6.0,1.0,1.0,168.0,168.0,0.0,0.0
105,9c812967-de4a-42e0-be53-5b684ca7fa2c,0x45165da1Cb4E338147fB507B9d00BA4F9DCc1706,Creator,Art NFTs,0xcc8a6399eac8f65bd21263a234c371a711045474,metrics_available,1.0,43.0,43.0,25.0,25.0,71.0,71.0,0.0,0.0
106,bc70deb4-b73f-4f92-8f9b-40eb25f7c85f,0xae0768E5Ee2d5F140802f998C7293E2fF00297B2,Creator,Other Media NFTs,0x47cee63b7cad5583171afe378c75e36d9d46c90c,metrics_available,17.0,2839.0,8783.0,1005.0,5388.0,2910.0,5662.0,6744.659732749964,21913.57712000026
107,6883ce07-91e8-4071-802b-2cd5715d7a3d,0x2Fb0e475F6D495DFdfd9176aF9113f48F7687565,Creator,Art NFTs,0x2fb0e475f6d495dfdfd9176af9113f48f7687565,metrics_available,23.0,66456.0,66493.0,10520.0,10556.0,100563.0,100614.0,57367.61476216846,57469.219082418385
108,57d3fbef-b17c-410b-9a09-5660fa0412e8,0x45052B2C15D9BFC3E64ADf9D2F0fc28fD0e6cE71,Creator,Art NFTs,0x1bae19af613bd5db94baf043d5817e16a53a4c33,metrics_available,12.0,12302.0,12302.0,3328.0,3328.0,12663.0,12663.0,6689.215618165782,6689.215618165782
109,33f68577-3acf-4834-88ce-f62c53a7d2d9,0x16364a6B7ac1d7085346Ce6A144A1FD35bA80871,Creator,Art NFTs,0x16364a6b7ac1d7085346ce6a144a1fd35ba80871,metrics_available,8.0,6138.0,6138.0,896.0,896.0,15759.0,15759.0,11.1830728,11.1830728
110,a974f9c4-7ac4-4902-8cd2-2b16379806a2,0x1198B8935fF1A7f981f09560b12707409Db431f0,Creator,Art NFTs,0xdf69a725e9c43aff53c12bce5c923b669d2f814b,metrics_available,6.0,700.0,1416.0,172.0,433.0,727.0,1790.0,3238.1422863299913,7186.450373759997
111,b11ba29e-cfdf-4aeb-8bd1-f93fe163e505,0xE3abbbAaE7809E8352D554c742fde7f5f9D41DC4,Creator,Art NFTs,0xe06383ece7b8bbb6c3f65a95fc2b6450e9077a6c,metrics_available,9.0,200.0,617.0,175.0,536.0,347.0,928.0,553.4258018999999,3525.8249429400025
112,61a8beb7-5de6-4011-9f83-f955347a449c,0x62873F603c1247929D574c4647A488d471DeEDe0,Creator,Art NFTs,0xaf10c74e31f7ac4179ce9fc0698d41307b6a2797,metrics_available,2.0,2531.0,3001.0,5.0,18.0,2538.0,3173.0,4.7202280000000005,4.7202280000012795
113,fe57a377-74d6-4129-911a-ecc65f01a14b,0x61b84CaB9dd4B629cC934Bb2D1D69f9Dc43f0d34,Creator,Art NFTs,0x61b84cab9dd4b629cc934bb2d1d69f9dc43f0d34,metrics_available,7.0,552.0,890.0,296.0,446.0,1059.0,1713.0,1368.4238408100018,2307.5730182100024
114,5cd966ac-44ad-4688-ab63-eef9c2a9a587,0x1609f039A96ce10756f5C6D403a80400DC081a02,Creator,Other Media NFTs,0x1609f039a96ce10756f5c6d403a80400dc081a02,metrics_available,13.0,166.0,289.0,82.0,108.0,205.0,405.0,143.05060398,495.9462728399999
115,90bd6d32-e6a5-4339-9c97-5eccfd6d350c,0x675D882d6CDcDd8b2eAEA95F21Fbfc6916aF89f8,Creator,Art NFTs,0x675d882d6cdcdd8b2eaea95f21fbfc6916af89f8,metrics_available,21.0,454.0,550.0,415.0,493.0,572.0,1232.0,3431.512443796677,15103.610219109103
116,ccd139de-e7b6-4f9c-8058-b46b9e34bb23,0x212fC47e707eD36409154ebf8bCfd2aA0E26517B,Creator,Art NFTs,0xbe7bfad8952ae92abb8779aa4d6826839e82fa3d,metrics_available,11.0,61238.0,61238.0,10746.0,10746.0,83296.0,83296.0,41857.802596072244,41857.802596072244
117,a50712c4-9aa0-4db6-92d7-448f897e9651,0x3Bb967f53afA4502000Ab0C773a233D789760a08,Creator,Art NFTs,0xe3d88025dff1e334e1a9ac1fc56a8067038aacf5,metrics_available,8.0,1.0,1.0,0.0,0.0,8.0,8.0,1.7893688399999998,1.7893688399999998
118,f8f1746e-cee8-49a6-a367-af14a7b807a9,0x381CC779761212344f8400373a994d29E17522c6,Creator,Other Media NFTs,0x381cc779761212344f8400373a994d29e17522c6,metrics_available,31.0,70.0,839.0,30.0,203.0,118.0,241.0,303.53977667284585,494.8392570528458
119,acbd3ec6-ca82-4ac1-8142-b7137bc8b319,0xE4427defBaA51FB3A4a0c31ED9929b878664BF73,Creator,Art NFTs,0xe4427defbaa51fb3a4a0c31ed9929b878664bf73,metrics_available,10.0,2.0,11.0,1.0,10.0,28.0,69.0,0.59477352,80.12842304
120,c9994c68-2b6d-46f3-8149-a6725a23148f,0xd35D60B1746cAEc2289c892EAC7351D66d63455B,Creator,Other Media NFTs,0x4da2d658ec798af7e723069dedeea27bc7f8ba52,metrics_available,2.0,1.0,5.0,0.0,3.0,1.0,5.0,2.63945346,15.306280260000005
121,21e6df3a-d043-443e-9528-54479620c0a5,0xD3028b4D448C88a31Ae5A11Cb35d0426763727fe,Creator,Art NFTs,0xd3028b4d448c88a31ae5a11cb35d0426763727fe,metrics_available,2.0,8.0,17.0,5.0,12.0,9.0,39.0,0.0,0.0
122,460dc781-d353-46da-8fd4-197ccebced6d,0xD6C09962E907428112069273d5C0dc861e7B1C57,Creator,Art NFTs,0xd6c09962e907428112069273d5c0dc861e7b1c57,metrics_available,3.0,2.0,7.0,0.0,5.0,2.0,10.0,13.13160921,45.199661940000006
123,67ffa063-a16a-4fd0-81c0-699138086a52,0xF8C80Ebf80Ff0C17bdfBc08A91e64a890aAE8e3c,Creator,Art NFTs,0xf8c80ebf80ff0c17bdfbc08a91e64a890aae8e3c,metrics_available,7.0,2884.0,2884.0,1051.0,1051.0,3053.0,3054.0,7256.926583143037,7256.926583143037
124,da46d436-1926-4eca-9174-a4d27e02df0b,0xf3c0f24ECA4b1c02117711c7945Ce1FBb19c0940,Creator,Channels,0xf3c0f24eca4b1c02117711c7945ce1fbb19c0940,metrics_available,11.0,5.0,887.0,5.0,773.0,5.0,1638.0,92.570016,4353.329877519997
125,f27ffa4c-816c-4c2d-b44c-176464a282c4,0x5cdA2630E196D8A984eACf0514f67eCa3481d66f,Creator,Art NFTs,0xd2e9cdff51da09a677fbfa51678a2d453de4ff6e,metrics_available,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.799297,0.799297
126,ea598ca7-7c99-4197-8275-d15ead9395af,0x5B45daBABe4756460D131C355d36cC4F82EDccf3,Creator,Art NFTs,0x5b45dababe4756460d131c355d36cc4f82edccf3,metrics_available,1.0,2.0,2.0,0.0,0.0,2.0,2.0,1.10631702,1.10631702
127,48f868ab-a3b0-45db-bbf3-7fbd9c329533,0x5de2B5B72A0b49f7D4490a1fEF61Afa8415971F5,Creator,Art NFTs,0x5de2b5b72a0b49f7d4490a1fef61afa8415971f5,metrics_available,31.0,0.0,600.0,0.0,564.0,0.0,300.0,0.0,35.20338954
128,91fc8d85-dc3c-440d-99bc-77b328fdd13d,0xd25759Ae674F1dFaaED24a020F50a118a7E664bf,Creator,Community & Curation,0x2c2520452cd5a3bf10eecd496c40a9f1a397165f,metrics_available,1.0,0.0,85.0,0.0,43.0,0.0,109.0,0.0,213.34208
129,66ac2a6a-81bd-4e2e-8f03-61c9878b3a4a,0xB53B26F0bDe66Fb1203A187c79E1d25c8F0e9549,Creator,Other Media NFTs,0xb53b26f0bde66fb1203a187c79e1d25c8f0e9549,metrics_available,6.0,40.0,129.0,37.0,106.0,55.0,200.0,166.04368794737405,650.0744677163377
130,f0917f3c-2a74-4dc1-8193-cd3f2835d908,0x830540B0750350b0e17c377c1Cc56b19b7AF4885,Creator,Art NFTs,0x830540b0750350b0e17c377c1cc56b19b7af4885,metrics_available,16.0,433.0,1573.0,263.0,658.0,905.0,2421.0,2325.00761642,10462.997647779986
131,fa9af5c7-ee69-48d4-b5f5-c0a571514607,0x830540B0750350b0e17c377c1Cc56b19b7AF4885,Creator,Art NFTs,0x830540b0750350b0e17c377c1cc56b19b7af4885,metrics_available,16.0,433.0,1573.0,263.0,658.0,905.0,2421.0,2325.00761642,10462.997647779986
132,cca26bbf-8bda-401a-a119-4614c6e84ca5,0x056d8e22759a9aE9359A21749c6D7d6C12d97177,Creator,Art NFTs,0x38d0f7ea91610610c8fb35bbb75d31388db082c7,metrics_available,1.0,0.0,4.0,0.0,3.0,0.0,4.0,0.0,0.4281241664917156
133,5fe954e4-2d46-4ab0-927d-d7d8c24ad3b2,0x056d8e22759a9aE9359A21749c6D7d6C12d97177,Creator,Art NFTs,0x38d0f7ea91610610c8fb35bbb75d31388db082c7,metrics_available,1.0,0.0,4.0,0.0,3.0,0.0,4.0,0.0,0.4281241664917156
134,9e020804-e6bc-4111-8c9e-ffc536bba0fb,0x22D02786f813A70c5699621810D0ea85efA07332,Creator,Art NFTs,0x22d02786f813a70c5699621810d0ea85efa07332,metrics_available,6.0,247.0,326.0,171.0,242.0,318.0,432.0,4357.325818400001,5497.68628204
135,39c5fe87-832c-4cb6-abdf-7be77f68c753,0x1F2a9082A7692aD4f1049B573313c52E49400137,Creator,Art NFTs,0x1f2a9082a7692ad4f1049b573313c52e49400137,metrics_available,16.0,324.0,355.0,252.0,279.0,980.0,1025.0,587.7518401199999,699.94938712
136,85abc968-8f91-4325-99dd-d7357d1669ac,0x317970B030bD686F855Ac72b4D96Ec6Bc0116A3a,Creator,Art NFTs,0xdbc1f0b92e37b01ae58944435d553aa2382eb9d3,metrics_available,30.0,1608.0,3370.0,465.0,1106.0,2160.0,4607.0,3165.02058299583,9601.0280495188
137,234d83aa-5cad-4d9f-b7c6-86ab8d8f9bc0,0x2613515bE64341067Ea095f27b4EF3f80f12d009,Creator,Art NFTs,0x2613515be64341067ea095f27b4ef3f80f12d009,metrics_available,6.0,27.0,118.0,18.0,76.0,30.0,159.0,95.64891866999999,626.2117758300001
138,d4e299dd-0a4b-4a24-a412-29702e28843d,0x62873F603c1247929D574c4647A488d471DeEDe0,Creator,Art NFTs,0xabf11882d9d08c98c682348bbb76ab1602cad4e6,metrics_available,2.0,286.0,287.0,5.0,6.0,300.0,301.0,50.62856799999999,50.62856799999999
139,092db950-25bf-449c-b35d-2f37e12bacf2,0xFe952DEf1c0E295048374cCd0B8ebe7001F1123E,Creator,Art NFTs,0xfe952def1c0e295048374ccd0b8ebe7001f1123e,metrics_available,16.0,1.0,10.0,1.0,2.0,5.0,27.0,0.0,37.35652949999999
140,c6d55e98-2e93-4bb8-a480-cae8a4bf2a99,0x590f4cA9b70860d1B89be8A7e69f22E59f6dCF6f,Creator,Art NFTs,0x590f4ca9b70860d1b89be8a7e69f22e59f6dcf6f,metrics_available,8.0,98.0,246.0,81.0,223.0,137.0,328.0,580.9681544584156,1913.0287013984166
141,5bd51678-eb8a-48b0-a7f3-0bf979ace7ad,0xd36DAA3AE2e8D8500565fB70774c0fcabe772651,Creator,Art NFTs,0x123c6d03cc6810e35b9e396402c55bc501602b8e,metrics_available,3.0,0.0,200.0,0.0,181.0,0.0,230.0,0.0,330.88886244
142,0f29a16f-8bee-471d-8852-bbfd79b3c9ad,0x0cE98350b9Dea81fe0b47DBC4787a1E9f8F1D7ff,Creator,Art NFTs,0x862464bbd83d5743f9cf873c6ea3d187d0f909bf,metrics_available,10.0,53262.0,54108.0,8021.0,8753.0,62136.0,63135.0,36820.78336264175,52901.93737610063
143,4c0c7095-8558-4491-b471-6ec9fd78e4a8,0x688f1d8b0C59e9716d3512A0Cbf32CDa837544DC,Creator,Art NFTs,0x0d3c16f2d152373539610da87d231f4d78f73a35,metrics_available,14.0,380.0,406.0,211.0,225.0,411.0,474.0,1629.0268603452305,1800.6793460552303
144,c6e85325-2f65-49a2-9b71-cd7e02449544,0x317A1EA96DC4B10C1ea60E3aF59C472316D31303,Creator,Art NFTs,0x317a1ea96dc4b10c1ea60e3af59c472316d31303,metrics_available,6.0,1.0,5.0,1.0,3.0,23.0,76.0,0.0,95.32891599999999
145,84f6693e-df7a-4215-941a-b40c4ded2b66,0x056d8e22759a9aE9359A21749c6D7d6C12d97177,Creator,Art NFTs,0x38d0f7ea91610610c8fb35bbb75d31388db082c7,metrics_available,1.0,0.0,4.0,0.0,3.0,0.0,4.0,0.0,0.4281241664917156
146,5a5c2189-78a2-44cd-bc9a-cf5c47c3921e,0x2Fb0e475F6D495DFdfd9176aF9113f48F7687565,Creator,Art NFTs,0x2fb0e475f6d495dfdfd9176af9113f48f7687565,metrics_available,23.0,66456.0,66493.0,10520.0,10556.0,100563.0,100614.0,57367.61476216846,57469.219082418385
147,64398469-2bc5-4ed0-9904-d1adabcfb546,0x64A15b1D2DE581097CB48e5D82619203E24BB3e1,Creator,Art NFTs,0x64a15b1d2de581097cb48e5d82619203e24bb3e1,metrics_available,24.0,110.0,151.0,76.0,95.0,224.0,297.0,199.45751276000004,536.7991189820001
148,3ac2a5ed-4140-4e37-bd60-1208d40bcfd0,0x8E332aeF84f6eA698D19441e955136db20483247,Creator,Art NFTs,0xe334006198b3e6cfd2e1b99b847a04b3eefba1df,metrics_available,6.0,2.0,2.0,2.0,2.0,8.0,8.0,6.415396,6.415396
149,f5e827fd-533d-4099-b4f0-33e36b50eb12,0xc609Cfa28553a2Cd21176b2849F27824090A8aA3,Creator,Art NFTs,0xc609cfa28553a2cd21176b2849f27824090a8aa3,metrics_available,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
150,5228c991-7111-4253-bc1b-0df49898fb79,0x830540B0750350b0e17c377c1Cc56b19b7AF4885,Creator,Art NFTs,0x830540b0750350b0e17c377c1cc56b19b7af4885,metrics_available,16.0,433.0,1573.0,263.0,658.0,905.0,2421.0,2325.00761642,10462.997647779986
151,033f3087-ea8b-4dbb-9ce5-ecc847829092,0x5090c4Fead5Be112b643BC75d61bF42339675448,Creator,Other Media NFTs,0x5090c4fead5be112b643bc75d61bf42339675448,metrics_available,15.0,768.0,1793.0,351.0,1044.0,969.0,2235.0,5722.820507744708,10552.920828329288
152,601c9165-1b9b-4553-8f84-bf7b9f325e24,0x49000B54784C0359A9ed744a5f3505d39043e451,Creator,Art NFTs,0x49000b54784c0359a9ed744a5f3505d39043e451,metrics_available,15.0,2324.0,2346.0,774.0,789.0,6210.0,6258.0,10.565310889207753,313.00522888920773
153,3a0e3f4f-4862-4269-9500-d3fbd8c1e321,0x61b84CaB9dd4B629cC934Bb2D1D69f9Dc43f0d34,Creator,Art NFTs,0x61b84cab9dd4b629cc934bb2d1d69f9dc43f0d34,metrics_available,7.0,552.0,890.0,296.0,446.0,1059.0,1713.0,1368.4238408100018,2307.5730182100024
154,6e6228be-6e91-4b8f-bdf8-54ab3a9f3625,0x2e63A76A0025BF1D92CECdA73c5Efd342849fd0d,Creator,Art NFTs,0x2e63a76a0025bf1d92cecda73c5efd342849fd0d,metrics_available,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.58102206
155,a3a22002-cfec-42fb-a04a-4ac0d3e70ea6,0xd75097a10ed517b85e1234f7cc8Af5c4FC4bF1a4,Creator,Art NFTs,0xd75097a10ed517b85e1234f7cc8af5c4fc4bf1a4,metrics_available,13.0,3349.0,3442.0,1322.0,1350.0,4007.0,4145.0,4201.277916332212,11157.847964099037
156,184736b6-fe8f-415b-9bbc-35e2eaf62a66,0x07BD4932D08e5956faB224965a58BF1a441134A1,Creator,Art NFTs,0x07bd4932d08e5956fab224965a58bf1a441134a1,metrics_available,46.0,52420.0,79621.0,9575.0,23711.0,55755.0,87187.0,55018.51495546048,184352.02368848876
157,97b4b151-a73c-41f2-88e4-462f1ae4f674,0x6a7415B36133C6C3957e4772B8009068e170C648,Creator,Art NFTs,0x6a7415b36133c6c3957e4772b8009068e170c648,metrics_available,13.0,5.0,202.0,4.0,163.0,5.0,329.0,13.80551844,951.9691614799998
158,51686e28-8eb5-4ebb-b43c-8cc48a6f359a,0x829C0F59FF906fd617F84f6790AF18f440D0C108,Creator,Art NFTs,0x829c0f59ff906fd617f84f6790af18f440d0c108,metrics_available,15.0,72234.0,96761.0,11604.0,24445.0,75922.0,110164.0,55597.25480398008,220935.03348302853
159,0ef5fb13-5098-471a-a9bd-fcf8cd14f727,0xBc1691780C0578e736323380A9C5FfD2ca578360,Creator,Other Media NFTs,0xeb40a065854bd90126a4e697aea0976ba51b2ee7,metrics_available,16.0,10618.0,11263.0,7584.0,7979.0,11198.0,12063.0,19373.53269201118,20542.17059443118
160,5578abce-d318-4189-887c-9fad9d24b428,0x1fd2A56907B1db9B29c2D8F0037b6D4E104f5711,Creator,Community & Curation,0x35b0c64cedc2fd1a7298984cba5c7e402970bc6b,metrics_available,5.0,27.0,40.0,7.0,7.0,10.0,18.0,0.0,0.0
161,5c13293b-2b89-4655-a6aa-7dbee558138c,0x2613515bE64341067Ea095f27b4EF3f80f12d009,Creator,Art NFTs,0x2613515be64341067ea095f27b4ef3f80f12d009,metrics_available,6.0,27.0,118.0,18.0,76.0,30.0,159.0,95.64891866999999,626.2117758300001
162,339e131b-ffa1-4d57-b73a-f433eae41e24,0x759C4eBeBE5071DB56C78B6c7bae53c15CB2F6D8,Creator,Art NFTs,0x759c4ebebe5071db56c78b6c7bae53c15cb2f6d8,metrics_available,6.0,253.0,3116.0,124.0,1959.0,318.0,3519.0,2204.257537082654,35602.56975508248
163,0d3df48f-b7d3-413b-8606-0f6bff5be3eb,0x620CB697d40B5Ae77008e63aEB2F105Fe0F3BFcd,Creator,Art NFTs,0x095ff8acd86e3c3f52bc4705540a0803ffbaeb37,metrics_available,20.0,16.0,58.0,15.0,54.0,116.0,402.0,1.875835275052474,53.07611833573671
164,a978da12-e50b-4a57-ba97-cafc617e0f46,0x1A1c37C145a1EaB58C43F003EBB55C18083b5987,Creator,Art NFTs,0x1a1c37c145a1eab58c43f003ebb55c18083b5987,metrics_available,41.0,16396.0,16829.0,2478.0,2630.0,17481.0,18090.0,9723.13990847081,17923.60553798081
165,04c4bd73-f213-4c72-a97c-87dc040a7dd4,0x99aF5A5bcb390fC3d6B7B5E876a2e4B45d003254,Creator,Art NFTs,0x99af5a5bcb390fc3d6b7b5e876a2e4b45d003254,metrics_available,17.0,389.0,750.0,147.0,261.0,465.0,973.0,1119.4596433690172,2413.4464168220347
166,d2cfb67a-68a2-4f40-92c5-6f763a35e410,0x28abA2DFcf42eAdfEe60CeBFA650aC7184652424,Creator,Art NFTs,0x28aba2dfcf42eadfee60cebfa650ac7184652424,metrics_available,1.0,4.0,4.0,3.0,3.0,4.0,4.0,1.22576634,1.22576634
167,c1d4070f-519f-423b-a5a2-87f4d9cc0944,0xe2906617C0Fc9Bad975dFD24EeD826f00C1065E0,Creator,Art NFTs,0xe2906617c0fc9bad975dfd24eed826f00c1065e0,metrics_available,8.0,69.0,158.0,16.0,46.0,77.0,193.0,38.04923826530522,464.6297176916853
168,740c8b1f-6b1b-41af-b6fe-3397ec6fc755,0xd25759Ae674F1dFaaED24a020F50a118a7E664bf,Creator,Community & Curation,0x9c219d27a10f184ce30b880974d6336d777221f1,metrics_available,1.0,2.0,73.0,1.0,33.0,2.0,117.0,0.0,74.75594
169,f0320e17-8922-4113-b394-502a23137a7a,0x409538216575caefE49af5Af9B12ef4b4496041B,Creator,Art NFTs,0x409538216575caefe49af5af9b12ef4b4496041b,metrics_available,3.0,1.0,2.0,1.0,1.0,2.0,9.0,0.0,7.447613073403845
170,38fb0ed2-21a0-48ce-8b66-8eb20332774c,0xB3e836fA510e9D663594aD20A0063d9C52afBa9f,Creator,Community & Curation,0x8aefdc51ba952f52982e5f6ed79772e54964fdb2,metrics_available,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
171,eb70eba6-c999-48a6-aadf-b5bffa6fed7a,0x45165da1Cb4E338147fB507B9d00BA4F9DCc1706,Creator,Art NFTs,0x0b379f1848fa2aab7790966373618f4b0fea6a6e,metrics_available,14.0,16655.0,27888.0,7108.0,13612.0,17254.0,35076.0,70913.25517535018,135380.44244858003
172,ba074fec-16f5-41da-8d8b-a0f4afca827b,0x2Fb0e475F6D495DFdfd9176aF9113f48F7687565,Creator,Art NFTs,0x2fb0e475f6d495dfdfd9176af9113f48f7687565,metrics_available,23.0,66456.0,66493.0,10520.0,10556.0,100563.0,100614.0,57367.61476216846,57469.219082418385
173,078d1b6c-dc51-4ff0-a8cc-43556e56b327,0x381CC779761212344f8400373a994d29E17522c6,Creator,Other Media NFTs,0x381cc779761212344f8400373a994d29e17522c6,metrics_available,31.0,70.0,839.0,30.0,203.0,118.0,241.0,303.53977667284585,494.8392570528458
174,d115a5f1-f88a-468d-8988-2f062c02331e,0x5CdF8F7c2951022064039d36B6076582a82dCC6c,Creator,Art NFTs,0x24255d06cfb9dbae774f9fb8697f7850f1d8a5f1,metrics_available,5.0,2.0,57.0,2.0,54.0,8.0,70.0,3.4407759999999996,266.30128622
175,7087dd8b-6c5d-4030-80d7-04ff51ad2fe2,0x2613515bE64341067Ea095f27b4EF3f80f12d009,Creator,Art NFTs,0x2613515be64341067ea095f27b4ef3f80f12d009,metrics_available,6.0,27.0,118.0,18.0,76.0,30.0,159.0,95.64891866999999,626.2117758300001
176,970147ca-2781-4930-8710-96e4be41ddb6,0x5090c4Fead5Be112b643BC75d61bF42339675448,Creator,Other Media NFTs,0x5090c4fead5be112b643bc75d61bf42339675448,metrics_available,15.0,768.0,1793.0,351.0,1044.0,969.0,2235.0,5722.820507744708,10552.920828329288
177,b81f7e08-41d9-415e-b227-1d750a31af07,0x61b84CaB9dd4B629cC934Bb2D1D69f9Dc43f0d34,Creator,Art NFTs,0x61b84cab9dd4b629cc934bb2d1d69f9dc43f0d34,metrics_available,7.0,552.0,890.0,296.0,446.0,1059.0,1713.0,1368.4238408100018,2307.5730182100024
178,284cae0c-c330-46d9-a3d6-19699f6bee72,0xA78a151A0a2a103830D040bC44CF143703C5eD61,Creator,Art NFTs,0xa78a151a0a2a103830d040bc44cf143703c5ed61,metrics_available,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
179,4eac0c0f-9331-4f97-9ffd-daf428ab4fe5,0xf1f5D35c46Fd62fDD9150C39acc4A1b6A8327Ae4,Creator,Art NFTs,0xf1f5d35c46fd62fdd9150c39acc4a1b6a8327ae4,metrics_available,10.0,23.0,671.0,12.0,261.0,38.0,87.0,16.29158584,39.35677524
180,21f12c2a-ff53-4a19-b2ad-e57c09394480,0x589FFBbdA0EaCD5A9C2BA208b379c886B2630503,Creator,Other Media NFTs,0x589ffbbda0eacd5a9c2ba208b379c886b2630503,metrics_available,38.0,2197.0,45003.0,1044.0,20475.0,2420.0,54374.0,8613.071010489428,231071.61838433784
181,e96523ec-5189-4e6e-8565-b23f335edc52,0xf56E55e35d2CCa5A34F5Ba568454974424aEA0F4,Creator,Art NFTs,0xf56e55e35d2cca5a34f5ba568454974424aea0f4,metrics_available,124.0,769.0,2416.0,462.0,1893.0,815.0,1353.0,1962.143973240002,3880.0442260100017
182,d80ff7b9-4913-4585-8272-c0c04ade3c31,0x5fB8bbf7B9C064BCF41ad99Cf8736b1b204FF9f2,Creator,Art NFTs,0x3e00e8a658924c4b5fd37784393e0932bb269189,metrics_available,2.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0
183,83ae6055-131b-4129-9787-8d807c784132,0x7960F1B90b257BfF29D5164D16bca4C8030b7f6D,Creator,Art NFTs,0x7960f1b90b257bff29d5164d16bca4c8030b7f6d,metrics_available,9.0,3302.0,3328.0,1318.0,1344.0,3680.0,3727.0,9957.861632759988,10081.359970799978
