uuid,name,recipient,project_type,category,address,chain,contract_type,transactions_90D,transactions_180D,active_addresses_90D,active_addresses_180D,farcaster_users_90D,farcaster_users_180D,daily_active_addresses_90D,daily_active_addresses_180D,block_explorer
7184f549-29f4-47c2-bdef-d5c6d569f678,Dot,0xFE35e15bE885750D9b2363cbB6aBDd57AC9C4c40,App,Gaming,0xdc50bffdc67d3657e45aa9fe0d3d426d16b33ae7,Base,dapp_contract,17553.0,18936.0,1503.0,1511.0,67.0,69.0,20.0,10.0,https://basescan.org/address/0xdc50bffdc67d3657e45aa9fe0d3d426d16b33ae7
d43a073e-a744-43a7-804c-3e1c402c2c9a,Dragon Academy,0x8d17B248525EDB99cc36c4D458871aDC8B025cD0,App,Identity,0xcb1e86b32cf0b7f5949e829716408f6d6ab373fe,Base,dapp_contract,11.0,11.0,10.0,10.0,5.0,5.0,0.0,0.0,https://basescan.org/address/0xcb1e86b32cf0b7f5949e829716408f6d6ab373fe
da1a427e-de53-42d2-a8e1-92cc90c01a91,DUDEGEN,0x0000000000000000000000000000000000000000,App,Meme Community,0x5180621a9ada1c084d55a624d635150a5c59496b,Base,trace_contract,24795.0,24795.0,1300.0,1300.0,217.0,217.0,24.0,12.0,https://basescan.org/address/0x5180621a9ada1c084d55a624d635150a5c59496b
700f7d42-49f5-4a42-a75c-09fae7f20a6b,EFIHUB,0xbB08A11275989a00b0bFbEE807dfb5e18AA3d19B,App,Gaming,0x7580f82c279401f4d1f49fdae63396f306c4e859,Kroma,pending_kroma,22398.0,22510.0,16163.0,16187.0,2457.0,2466.0,208.0,104.0,https://kromascan.com/address/0x7580f82c279401f4d1f49fdae63396f306c4e859
ddbf8816-6804-4541-8e2a-1b99cd1a4d5a,EFIHUB,0xbB08A11275989a00b0bFbEE807dfb5e18AA3d19B,App,Gaming,0x2be665ab9b4507278b0965332a4d0907f7cffdc2,Base,dapp_contract,62.0,109.0,21.0,30.0,6.0,12.0,0.0,0.0,https://basescan.org/address/0x2be665ab9b4507278b0965332a4d0907f7cffdc2
7f55e01c-0242-4272-9d30-6c7109a1504e,Equalizer Exchange,0x0000000000000000000000000000000000000000,App,DEX,0x46abb88ae1f2a35ea559925d99fdc5441b592687,Base,dapp_contract,15098.0,34397.0,786.0,1316.0,66.0,137.0,83.0,103.0,https://basescan.org/address/0x46abb88ae1f2a35ea559925d99fdc5441b592687
e76e956b-4d97-4568-ab35-3f2753f37969,Ethereum Ecosystem,0xB03E094e643a50E145E804b35787C28292E6Afe4,App,Community & Curation,0x4200000000000000000000000000000000000021,Optimism,invalid_contract,,,,,,,,,https://optimistic.etherscan.io/address/0x4200000000000000000000000000000000000021
278bd0d9-4887-44bb-bbdd-37f88a5f0e6b,Event Horizon DEX,0x091Ce12B4592f1b434e597374BF6F054904F200A,App,DEX,0x948c634086661bda90cd15246ea4fe98b03530a2,Optimism,dapp_contract,46207.0,46224.0,45660.0,45677.0,5994.0,5997.0,510.0,255.0,https://optimistic.etherscan.io/address/0x948c634086661bda90cd15246ea4fe98b03530a2
3b2e3fce-6673-4e1d-8b7d-83431ad27ee6,Event Horizon DEX,0x091Ce12B4592f1b434e597374BF6F054904F200A,App,DEX,0x026968b5ced079eccd6cc78f35a5dfddc13f9af8,Optimism,dapp_contract,3157.0,3157.0,2373.0,2373.0,372.0,372.0,32.0,16.0,https://optimistic.etherscan.io/address/0x026968b5ced079eccd6cc78f35a5dfddc13f9af8
3bbe2463-0d9b-4d12-bf59-1eaab405e941,Event Horizon DEX,0x091Ce12B4592f1b434e597374BF6F054904F200A,App,DEX,0x7101f6810ee5af89bc669aff7684e3f3bf30d568,Optimism,dapp_contract,497.0,497.0,215.0,215.0,21.0,21.0,2.0,1.0,https://optimistic.etherscan.io/address/0x7101f6810ee5af89bc669aff7684e3f3bf30d568
4c5edadc-00b0-4063-a62c-fc768c164921,Event Horizon DEX,0x091Ce12B4592f1b434e597374BF6F054904F200A,App,DEX,0xa3afba1b88eab52db731ad1cf618ce5254b2592b,Optimism,dapp_contract,1780.0,1780.0,1765.0,1765.0,218.0,218.0,19.0,9.0,https://optimistic.etherscan.io/address/0xa3afba1b88eab52db731ad1cf618ce5254b2592b
578a22eb-31d1-47d4-90fe-516b380b588a,Event Horizon DEX,0x091Ce12B4592f1b434e597374BF6F054904F200A,App,DEX,0x459b604d9528a7de94d6bd2e1dc06907682ff6d6,Optimism,trace_contract,163055.0,163122.0,44.0,47.0,8.0,8.0,5.0,2.0,https://optimistic.etherscan.io/address/0x459b604d9528a7de94d6bd2e1dc06907682ff6d6
643b9cf2-c91b-4b10-9efc-3afa8beec654,Event Horizon DEX,0x091Ce12B4592f1b434e597374BF6F054904F200A,App,DEX,0x1dc046482737c267bc597a24cbb8404ccdc61705,Optimism,dapp_contract,897.0,897.0,897.0,897.0,108.0,108.0,9.0,4.0,https://optimistic.etherscan.io/address/0x1dc046482737c267bc597a24cbb8404ccdc61705
8280bdf5-79bf-4d5e-88c0-2ab18741e0f9,Event Horizon DEX,0x091Ce12B4592f1b434e597374BF6F054904F200A,App,DEX,0x5fb24bd9538e857bb65053f2623adeaeb6fca907,Optimism,dapp_contract,1115.0,1115.0,1115.0,1115.0,125.0,125.0,12.0,6.0,https://optimistic.etherscan.io/address/0x5fb24bd9538e857bb65053f2623adeaeb6fca907
8e56e88c-f02d-48cd-8208-9ebef2287d21,Event Horizon DEX,0x091Ce12B4592f1b434e597374BF6F054904F200A,App,DEX,0x4b2f4f777e043b470dae9a1bea4874f4be13c2bf,Optimism,trace_contract,1414.0,1414.0,512.0,512.0,53.0,53.0,6.0,3.0,https://optimistic.etherscan.io/address/0x4b2f4f777e043b470dae9a1bea4874f4be13c2bf
a8e6bf30-59cb-4b11-b938-8353effd846c,Event Horizon DEX,0x091Ce12B4592f1b434e597374BF6F054904F200A,App,DEX,0x1ee981c521f3c6cd520c0a30ef7a1d2910fdd057,Optimism,dapp_contract,50730.0,50748.0,49934.0,49952.0,4371.0,4374.0,558.0,279.0,https://optimistic.etherscan.io/address/0x1ee981c521f3c6cd520c0a30ef7a1d2910fdd057
baa4fa61-e1e8-4e5f-91a4-9fceb08796ff,Event Horizon DEX,0x091Ce12B4592f1b434e597374BF6F054904F200A,App,DEX,0x1ee981c521f3c6cd520c0a30ef7a1d2910fdd057,Optimism,dapp_contract,50730.0,50748.0,49934.0,49952.0,4371.0,4374.0,558.0,279.0,https://optimistic.etherscan.io/address/0x1ee981c521f3c6cd520c0a30ef7a1d2910fdd057
faf04b5f-abdb-463b-af10-138a6ca5d589,EVM Builder's Challenge,0xF40479CAd328803c418084f9E6f7407C2810c795,App,DEX,0xfecfbc1da8fb941c6838c470b8d4a10b3a16c10e,Base,unknown,,,,,,,,,https://basescan.org/address/0xfecfbc1da8fb941c6838c470b8d4a10b3a16c10e
d45949c7-7660-479f-86cb-62b87f2f39f8,Exactly Protocol,0xDf9F3B69A9E2B57B05d4720798E2DBD28ABf8092,Other Application,Lending,0xf9bab58ec88a3d452215a9609f065b94f13816ba,Optimism,unknown,,,,,,,,,https://optimistic.etherscan.io/address/0xf9bab58ec88a3d452215a9609f065b94f13816ba
05d2a0b5-d992-41f2-8084-08322192abc4,Extra Finance (Base),0x0000000000000000000000000000000000000000,App,Lending,0xff0af22b732cd437b0089969b707e7b22bca4116,Base,trace_contract,50279.0,51443.0,493.0,499.0,63.0,63.0,24.0,12.0,https://basescan.org/address/0xff0af22b732cd437b0089969b707e7b22bca4116
0eb3749d-9ea7-4c1c-9908-0e4fb4755975,Extra Finance (Base),0x0000000000000000000000000000000000000000,App,Lending,0x63aad522e182a1074a1a8205e40d75c20a9d0d04,Base,trace_contract,11505.0,11505.0,48.0,48.0,5.0,5.0,4.0,2.0,https://basescan.org/address/0x63aad522e182a1074a1a8205e40d75c20a9d0d04
10168062-e18c-4f91-a214-a126cd9f3cbc,Extra Finance (Base),0x0000000000000000000000000000000000000000,App,Lending,0x778441da950e82686191a24d9690c505341256ae,Base,trace_contract,75657.0,151823.0,317.0,640.0,15.0,48.0,18.0,18.0,https://basescan.org/address/0x778441da950e82686191a24d9690c505341256ae
136a42d8-4e02-4932-836c-aff33bb9bcbe,Extra Finance (Base),0x0000000000000000000000000000000000000000,App,Lending,0x291ee82e394557c2fa4e4bcb97b0a2af25a6c3fa,Base,token_contract,8990.0,14429.0,710.0,1043.0,33.0,61.0,26.0,22.0,https://basescan.org/address/0x291ee82e394557c2fa4e4bcb97b0a2af25a6c3fa
4087168d-f788-45ea-ad71-08105452abaf,Extra Finance (Base),0x0000000000000000000000000000000000000000,App,Lending,0xcbafa036638f9b128bed110420d4594353d03c55,Base,token_contract,12541.0,12744.0,1756.0,1765.0,117.0,117.0,40.0,20.0,https://basescan.org/address/0xcbafa036638f9b128bed110420d4594353d03c55
42097b50-47c5-45bb-8872-6f1c42c32663,Extra Finance (Base),0x0000000000000000000000000000000000000000,App,Lending,0x88f6e275dd40250782ff48c9b561c8a875934043,Base,trace_contract,94304.0,183157.0,745.0,1338.0,25.0,55.0,34.0,34.0,https://basescan.org/address/0x88f6e275dd40250782ff48c9b561c8a875934043
4802f118-d388-40ff-8625-2587830088b8,Extra Finance (Base),0x0000000000000000000000000000000000000000,App,Lending,0xc401a24ef266d98dcb882651e206f42d99fb2b3d,Optimism,unknown,,,,,,,,,https://optimistic.etherscan.io/address/0xc401a24ef266d98dcb882651e206f42d99fb2b3d
4d17dd6e-543e-4fd3-8b72-9070f0a9cd96,Extra Finance (Base),0x0000000000000000000000000000000000000000,App,Lending,0xb037bb52dfe4330d5db81cbeb775968b98e46198,Base,trace_contract,16695.0,32246.0,122.0,191.0,5.0,8.0,12.0,13.0,https://basescan.org/address/0xb037bb52dfe4330d5db81cbeb775968b98e46198
4f185f8a-50c9-44c0-b7c1-e918881df887,Extra Finance (Base),0x0000000000000000000000000000000000000000,App,Lending,0xe714870af8d0047d77129aa3de1606f5ac95ffa0,Base,token_contract,2560.0,2560.0,87.0,87.0,5.0,5.0,4.0,2.0,https://basescan.org/address/0xe714870af8d0047d77129aa3de1606f5ac95ffa0
548d8432-a50b-40a6-bba3-47b208636b79,Extra Finance (Base),0x0000000000000000000000000000000000000000,App,Lending,0x57ae662e6515fb3a38dd19aa577dd0bfc7c4780e,Base,token_contract,52038.0,54900.0,8713.0,8954.0,1879.0,1900.0,142.0,75.0,https://basescan.org/address/0x57ae662e6515fb3a38dd19aa577dd0bfc7c4780e
5c6bafc8-a69e-4550-a8a8-603ec33b59e2,Extra Finance (Base),0x0000000000000000000000000000000000000000,App,Lending,0xe8ac89ceed886368b3afd651592e43f656f996a4,Base,token_contract,6177.0,7180.0,420.0,469.0,34.0,36.0,17.0,10.0,https://basescan.org/address/0xe8ac89ceed886368b3afd651592e43f656f996a4
6650e99e-f9fa-4760-9c4a-1772ff426ed7,Extra Finance (Base),0x0000000000000000000000000000000000000000,App,Lending,0x92714c7772b07f15ec7e37c2e5d7899729b411c9,Base,token_contract,12811.0,24186.0,1272.0,2319.0,53.0,113.0,42.0,41.0,https://basescan.org/address/0x92714c7772b07f15ec7e37c2e5d7899729b411c9
6d13d31a-d799-46f1-a02a-9de4dfdeb121,Extra Finance (Base),0x0000000000000000000000000000000000000000,App,Lending,0x9657220d5e39e232a92e06874a36e61d40d37a31,Base,trace_contract,21991.0,29082.0,54.0,80.0,1.0,3.0,13.0,9.0,https://basescan.org/address/0x9657220d5e39e232a92e06874a36e61d40d37a31
6da6fff9-2fd0-4717-97de-f57e20186ddd,Extra Finance (Base),0x0000000000000000000000000000000000000000,App,Lending,0x8e341b050ea9f2978251e0818e7a3037cf0455ee,Base,trace_contract,16392.0,37816.0,32.0,74.0,2.0,6.0,11.0,13.0,https://basescan.org/address/0x8e341b050ea9f2978251e0818e7a3037cf0455ee
71db67a7-2a54-4837-afbf-8ba2de77d4a1,Extra Finance (Base),0x0000000000000000000000000000000000000000,App,Lending,0x5022a377de7b35163d65066bc51df04bcaeabfdb,Base,trace_contract,32900.0,67275.0,277.0,485.0,9.0,19.0,18.0,18.0,https://basescan.org/address/0x5022a377de7b35163d65066bc51df04bcaeabfdb
73e34214-0625-41ba-a0a1-664c0f734812,Extra Finance (Base),0x0000000000000000000000000000000000000000,App,Lending,0xdc28fcca0513795fad15f1dbfb7d74646ec0f116,Base,trace_contract,16620.0,64973.0,61.0,438.0,7.0,40.0,9.0,16.0,https://basescan.org/address/0xdc28fcca0513795fad15f1dbfb7d74646ec0f116
7a6b336c-5033-4129-9464-c880bc59d655,Extra Finance (Base),0x0000000000000000000000000000000000000000,App,Lending,0x559756d476d5ed4533edc3ac98e5a9468176378c,Base,token_contract,67441.0,120770.0,6322.0,9362.0,266.0,527.0,212.0,184.0,https://basescan.org/address/0x559756d476d5ed4533edc3ac98e5a9468176378c
81033a44-0cd1-49d0-a55f-13949cad7a24,Extra Finance (Base),0x0000000000000000000000000000000000000000,App,Lending,0x2fba9b0a08a87a9038a31c62f881516c21b1e1f7,Base,trace_contract,14228.0,14228.0,89.0,89.0,2.0,2.0,10.0,5.0,https://basescan.org/address/0x2fba9b0a08a87a9038a31c62f881516c21b1e1f7
85d0503d-645f-4328-a207-726a4cba55d5,Extra Finance (Base),0x0000000000000000000000000000000000000000,App,Lending,0x1cc24200e91e83c04f829329cf4ad8c3d345f5fd,Base,unknown,,,,,,,,,https://basescan.org/address/0x1cc24200e91e83c04f829329cf4ad8c3d345f5fd
87db91eb-a5df-4b74-bf86-bf36e2870d57,Extra Finance (Base),0x0000000000000000000000000000000000000000,App,Lending,0xca221984f58da3701afb907ccd5da8bfacac55e4,Base,token_contract,21482.0,26141.0,2118.0,3233.0,150.0,226.0,35.0,26.0,https://basescan.org/address/0xca221984f58da3701afb907ccd5da8bfacac55e4
87ef3ebc-8a8c-4db5-af6c-eb0c4fe28dab,Extra Finance (Base),0x0000000000000000000000000000000000000000,App,Lending,0x915f77e6836f84c3c8a11ae3d582d7377d179f58,Base,unknown,,,,,,,,,https://basescan.org/address/0x915f77e6836f84c3c8a11ae3d582d7377d179f58
95899926-4ec1-4857-8912-7be3d5b828d7,Extra Finance (Base),0x0000000000000000000000000000000000000000,App,Lending,0xc0101f57cf3e8aba569634deb72a3f8cf9909c58,Base,trace_contract,22911.0,41903.0,38.0,79.0,1.0,5.0,12.0,10.0,https://basescan.org/address/0xc0101f57cf3e8aba569634deb72a3f8cf9909c58
95e3e0e4-772f-4b7f-8fbd-0fa1a35c39f7,Extra Finance (Base),0x0000000000000000000000000000000000000000,App,Lending,0x47489bb7327b7944bce90717771a50baaf00a734,Base,trace_contract,190980.0,304535.0,370.0,973.0,12.0,40.0,17.0,20.0,https://basescan.org/address/0x47489bb7327b7944bce90717771a50baaf00a734
980a311c-0f9a-45b3-9cf9-2e0e17081bbf,Extra Finance (Base),0x0000000000000000000000000000000000000000,App,Lending,0x92b2ea322c96745498273187e0c9d9d8005eaba5,Base,trace_contract,8614.0,33006.0,60.0,212.0,3.0,11.0,12.0,14.0,https://basescan.org/address/0x92b2ea322c96745498273187e0c9d9d8005eaba5
9bd47e9c-34d7-4aa6-8045-0e86088a01d4,Extra Finance (Base),0x0000000000000000000000000000000000000000,App,Lending,0x4a4c71fd1cfa1971bbbed65bc0d699043fa474e4,Base,trace_contract,112027.0,324851.0,892.0,1930.0,52.0,137.0,35.0,46.0,https://basescan.org/address/0x4a4c71fd1cfa1971bbbed65bc0d699043fa474e4
9d0adf25-f380-4af5-929d-ca0ee009a046,Extra Finance (Base),0x0000000000000000000000000000000000000000,App,Lending,0x3510db57b98866b40dd5d913a73a0117fb6014f0,Optimism,unknown,,,,,,,,,https://optimistic.etherscan.io/address/0x3510db57b98866b40dd5d913a73a0117fb6014f0
9fae12f9-81b2-4bf5-82af-df8359ea07de,Extra Finance (Base),0x0000000000000000000000000000000000000000,App,Lending,0x7dbd7fb2559138f5c8c0e573c0b7e17022006677,Base,trace_contract,11121.0,14895.0,74.0,98.0,11.0,17.0,12.0,8.0,https://basescan.org/address/0x7dbd7fb2559138f5c8c0e573c0b7e17022006677
a2fdba82-31b9-4790-ab9f-943c3938a500,Extra Finance (Base),0x0000000000000000000000000000000000000000,App,Lending,0xfb43a995011bc34a6f52fdc628fb26b59d571a89,Base,token_contract,818.0,818.0,35.0,35.0,3.0,3.0,1.0,0.0,https://basescan.org/address/0xfb43a995011bc34a6f52fdc628fb26b59d571a89
a9636d73-db9f-462a-9dd4-7d23cdfc72a7,Extra Finance (Base),0x0000000000000000000000000000000000000000,App,Lending,0x3d2673a5a253052bf2b46ebb70da77876cd085ac,Base,token_contract,88085.0,191422.0,10869.0,20153.0,751.0,1490.0,241.0,262.0,https://basescan.org/address/0x3d2673a5a253052bf2b46ebb70da77876cd085ac
addaa447-104d-48d9-a587-13a46065266a,Extra Finance (Base),0x0000000000000000000000000000000000000000,App,Lending,0x08e1da3335ddc84ddd926eb49946a5df3093ff7f,Base,token_contract,2273.0,2835.0,231.0,277.0,19.0,24.0,9.0,6.0,https://basescan.org/address/0x08e1da3335ddc84ddd926eb49946a5df3093ff7f
b84fe5d1-5507-4388-9451-4e657edd54da,Extra Finance (Base),0x0000000000000000000000000000000000000000,App,Lending,0x996969b93132c6b1c91d4b4892fa4ff51b9c2e27,Base,trace_contract,13479.0,13479.0,41.0,41.0,3.0,3.0,9.0,4.0,https://basescan.org/address/0x996969b93132c6b1c91d4b4892fa4ff51b9c2e27
d67f6334-f1d9-4cb9-8a17-9167ae690b16,Extra Finance (Base),0x0000000000000000000000000000000000000000,App,Lending,0xcec27adf31bec4aaab95c33a283d4bff88e90927,Base,trace_contract,151449.0,246826.0,121.0,451.0,7.0,32.0,12.0,13.0,https://basescan.org/address/0xcec27adf31bec4aaab95c33a283d4bff88e90927
dc40120d-41c7-4417-b83a-b28fcbe01b6e,Extra Finance (Base),0x0000000000000000000000000000000000000000,App,Lending,0x172541df2112dd0edd20dac2b340fe0de0932845,Base,trace_contract,32404.0,32404.0,218.0,218.0,12.0,12.0,12.0,6.0,https://basescan.org/address/0x172541df2112dd0edd20dac2b340fe0de0932845
e22f7b65-2395-455f-8b69-1c95ac959acc,Extra Finance (Base),0x0000000000000000000000000000000000000000,App,Lending,0x1fbed2def982f5c144ee65425296c64a12c056d3,Base,trace_contract,42029.0,53608.0,195.0,256.0,10.0,14.0,15.0,9.0,https://basescan.org/address/0x1fbed2def982f5c144ee65425296c64a12c056d3
e57a7b35-20a5-4022-ae69-d0dfa9c6a7b7,Extra Finance (Base),0x0000000000000000000000000000000000000000,App,Lending,0xbeca3916ea9cab70265d936729c446669dc12bb1,Base,token_contract,87012.0,164200.0,4197.0,6157.0,206.0,390.0,248.0,234.0,https://basescan.org/address/0xbeca3916ea9cab70265d936729c446669dc12bb1
f1e3fce7-8fae-44b9-bd66-766f621cdbc2,Extra Finance (Base),0x0000000000000000000000000000000000000000,App,Lending,0xa23b5b8f7c7a9c86f39849af12867addd1273e3c,Base,token_contract,26494.0,48261.0,1952.0,2992.0,95.0,164.0,80.0,71.0,https://basescan.org/address/0xa23b5b8f7c7a9c86f39849af12867addd1273e3c
f4592ad4-0857-4032-87c6-3d11dd4c937a,Extra Finance (Base),0x0000000000000000000000000000000000000000,App,Lending,0xf755e062859e2c47c4abcf1790fcad8c1d933784,Base,trace_contract,11553.0,34996.0,100.0,231.0,4.0,12.0,11.0,13.0,https://basescan.org/address/0xf755e062859e2c47c4abcf1790fcad8c1d933784
1c4bdd60-f869-4885-be1f-07c758a92898,Extra Finance,0x0000000000000000000000000000000000000000,App,Lending,0xbb505c54d71e9e599cb8435b4f0ceec05fc71cbd,Base,dapp_contract,138497.0,237500.0,30077.0,44466.0,3016.0,4023.0,879.0,741.0,https://basescan.org/address/0xbb505c54d71e9e599cb8435b4f0ceec05fc71cbd
2042cf4f-a3dd-4f1c-946b-057cacfbda24,Extra Finance,0x0000000000000000000000000000000000000000,App,Lending,0xf9cfb8a62f50e10adde5aa888b44cf01c5957055,Optimism,dapp_contract,49266.0,137851.0,1105.0,2146.0,98.0,195.0,54.0,77.0,https://optimistic.etherscan.io/address/0xf9cfb8a62f50e10adde5aa888b44cf01c5957055
2562f1d8-773d-48cf-ac3c-d65e632e1e74,Extra Finance,0x0000000000000000000000000000000000000000,App,Lending,0x2546fe1f2ca9a31ebed04035eba7c4544bff2745,Base,token_contract,30242.0,43535.0,1443.0,1874.0,52.0,70.0,92.0,65.0,https://basescan.org/address/0x2546fe1f2ca9a31ebed04035eba7c4544bff2745
68e080cb-967a-4311-9114-40a71e48d6bb,Extra Finance,0x0000000000000000000000000000000000000000,App,Lending,0xf9cfb8a62f50e10adde5aa888b44cf01c5957055,Base,dapp_contract,194823.0,361919.0,19320.0,22281.0,318.0,539.0,686.0,686.0,https://basescan.org/address/0xf9cfb8a62f50e10adde5aa888b44cf01c5957055
ef5a836a-3133-4322-bcda-5878dfbdddc1,Extra Finance,0x0000000000000000000000000000000000000000,App,Lending,0xbb505c54d71e9e599cb8435b4f0ceec05fc71cbd,Optimism,dapp_contract,16955.0,51141.0,2830.0,6047.0,256.0,598.0,121.0,154.0,https://optimistic.etherscan.io/address/0xbb505c54d71e9e599cb8435b4f0ceec05fc71cbd
0052287b-4f92-4994-9289-2eec8dcdef7a,Extra Finance (OP),0x0000000000000000000000000000000000000000,App,Lending,0x164422e420c295e6c4c1e14398aae2fccffb7dcd,Optimism,token_contract,3476.0,4233.0,236.0,295.0,25.0,28.0,11.0,7.0,https://optimistic.etherscan.io/address/0x164422e420c295e6c4c1e14398aae2fccffb7dcd
0f01e1a1-4a16-41e0-bebb-587e79ebdb8e,Extra Finance (OP),0x0000000000000000000000000000000000000000,App,Lending,0x607014d617ff72ec8b27fe9ff405f81890553be3,Optimism,trace_contract,41823.0,73996.0,226.0,417.0,22.0,39.0,16.0,16.0,https://optimistic.etherscan.io/address/0x607014d617ff72ec8b27fe9ff405f81890553be3
14c58b16-5a99-4420-ab80-0ff6f547f6bc,Extra Finance (OP),0x0000000000000000000000000000000000000000,App,Lending,0xff816051c62b2adba5803d9d909ba4f301e45da5,Optimism,trace_contract,19042.0,65879.0,68.0,344.0,4.0,33.0,10.0,15.0,https://optimistic.etherscan.io/address/0xff816051c62b2adba5803d9d909ba4f301e45da5
214d10f5-cc07-4aaf-8cd0-c6acc4b2663f,Extra Finance (OP),0x0000000000000000000000000000000000000000,App,Lending,0x796836229a75c5cb230cd1fae4edbc1da6ee18d8,Optimism,unknown,,,,,,,,,https://optimistic.etherscan.io/address/0x796836229a75c5cb230cd1fae4edbc1da6ee18d8
21526586-4609-4794-a4ba-6580844ea614,Extra Finance (OP),0x0000000000000000000000000000000000000000,App,Lending,0x919db75700945210eb5c7e25ccd3637f376d47f2,Optimism,token_contract,4252.0,14430.0,415.0,1150.0,35.0,89.0,14.0,23.0,https://optimistic.etherscan.io/address/0x919db75700945210eb5c7e25ccd3637f376d47f2
2cb8e3bd-afb8-468e-b6ee-6b726cce8337,Extra Finance (OP),0x0000000000000000000000000000000000000000,App,Lending,0xe05d780e81bff6ab633f70c540e5135cf0511248,Optimism,trace_contract,10203.0,34250.0,34.0,81.0,4.0,11.0,10.0,12.0,https://optimistic.etherscan.io/address/0xe05d780e81bff6ab633f70c540e5135cf0511248
2f3f760c-dff7-47e6-a262-0ad44049ba32,Extra Finance (OP),0x0000000000000000000000000000000000000000,App,Lending,0x8e8fa14c0f70954f683971cb7ef826d50450f70b,Optimism,trace_contract,17368.0,36420.0,79.0,159.0,3.0,8.0,12.0,11.0,https://optimistic.etherscan.io/address/0x8e8fa14c0f70954f683971cb7ef826d50450f70b
45eff953-055d-489a-bc62-60615cb3af35,Extra Finance (OP),0x0000000000000000000000000000000000000000,App,Lending,0x85b16a35d310db338d7ba35b85f83ea44182a396,Optimism,token_contract,13028.0,30266.0,1101.0,2009.0,65.0,135.0,45.0,53.0,https://optimistic.etherscan.io/address/0x85b16a35d310db338d7ba35b85f83ea44182a396
4b8f6560-3041-4230-ac4f-19c36b87cae9,Extra Finance (OP),0x0000000000000000000000000000000000000000,App,Lending,0x9558ff42e95dca076a8deb67c8ff8b86f52b2f8c,Optimism,trace_contract,31889.0,44947.0,98.0,117.0,9.0,10.0,13.0,13.0,https://optimistic.etherscan.io/address/0x9558ff42e95dca076a8deb67c8ff8b86f52b2f8c
5a277efe-8a04-4614-a70d-736d831bdc93,Extra Finance (OP),0x0000000000000000000000000000000000000000,App,Lending,0xd848260dc819b723c8d73cd33c80e83268b5078e,Optimism,trace_contract,25141.0,70293.0,145.0,353.0,15.0,32.0,15.0,17.0,https://optimistic.etherscan.io/address/0xd848260dc819b723c8d73cd33c80e83268b5078e
5c0ce389-9fd0-4f29-8849-279d13403dd7,Extra Finance (OP),0x0000000000000000000000000000000000000000,App,Lending,0x92fdadf23af38cbb8149f4570ce276e6a77c5e05,Optimism,unknown,,,,,,,,,https://optimistic.etherscan.io/address/0x92fdadf23af38cbb8149f4570ce276e6a77c5e05
8322a99b-fb04-47fb-bd7a-0c8fe51bb335,Extra Finance (OP),0x0000000000000000000000000000000000000000,App,Lending,0xac6475d3759f760923178cec9fa2c34b212403be,Optimism,trace_contract,24120.0,25335.0,50.0,55.0,8.0,9.0,12.0,6.0,https://optimistic.etherscan.io/address/0xac6475d3759f760923178cec9fa2c34b212403be
8bfbfe7c-d66a-4e72-83be-88bf7ce40dc0,Extra Finance (OP),0x0000000000000000000000000000000000000000,App,Lending,0xceb0d75ccceef863b660bda57146e411f4d5259b,Optimism,token_contract,1629.0,3934.0,165.0,339.0,25.0,52.0,6.0,8.0,https://optimistic.etherscan.io/address/0xceb0d75ccceef863b660bda57146e411f4d5259b
954dde9d-68a0-488a-b2ad-46feab3ff5ca,Extra Finance (OP),0x0000000000000000000000000000000000000000,App,Lending,0xc89bddb6e5aada6ef9e15eea77e9c5e0db9dae5d,Optimism,token_contract,7566.0,18987.0,579.0,1356.0,68.0,151.0,28.0,36.0,https://optimistic.etherscan.io/address/0xc89bddb6e5aada6ef9e15eea77e9c5e0db9dae5d
95d8efac-7497-4efa-a583-ea86f705e50f,Extra Finance (OP),0x0000000000000000000000000000000000000000,App,Lending,0xe0bec4f45aef64cec9dcb9010d4beffb13e91466,Optimism,dapp_contract,8374.0,17465.0,1800.0,2724.0,220.0,349.0,78.0,81.0,https://optimistic.etherscan.io/address/0xe0bec4f45aef64cec9dcb9010d4beffb13e91466
974cdc54-fdb7-454e-8868-91c974ea56da,Extra Finance (OP),0x0000000000000000000000000000000000000000,App,Lending,0xf65563c686398da682090d822fcb1c9270e3c76e,Optimism,trace_contract,14500.0,42231.0,92.0,257.0,12.0,36.0,11.0,13.0,https://optimistic.etherscan.io/address/0xf65563c686398da682090d822fcb1c9270e3c76e
c560111e-7d25-4bf1-9e59-50730fe7bba1,Extra Finance (OP),0x0000000000000000000000000000000000000000,App,Lending,0xcb80336c8ff45949e597a0acd48ce54312d483a4,Optimism,trace_contract,25699.0,54748.0,147.0,205.0,6.0,8.0,14.0,14.0,https://optimistic.etherscan.io/address/0xcb80336c8ff45949e597a0acd48ce54312d483a4
cbca61eb-2453-4483-b1ce-8ba29c91f933,Extra Finance (OP),0x0000000000000000000000000000000000000000,App,Lending,0x1de04dcd405b2e5e5ecd9cb9875b764416c1c055,Optimism,token_contract,2008.0,8481.0,379.0,1031.0,46.0,137.0,10.0,18.0,https://optimistic.etherscan.io/address/0x1de04dcd405b2e5e5ecd9cb9875b764416c1c055
