,recipient,name,status,transactions_90D,active_addresses_90D,daily_active_addresses_90D,farcaster_users_90D,transactions_180D,active_addresses_180D,daily_active_addresses_180D,farcaster_users_180D,uuid_list
10,0x0c9E725902f2eeEC063c16d253F38684E3192001,Boregon Trail,metrics_available,74768.0,2648.0,75.0,962.0,183331.0,19870.0,234.0,6407.0,['b6dff2cb-33fa-449a-8434-6ef6ea5624c6']
11,0x1014f9499259988e35F1C45F6aE6Aa9FBA011E80,fxhash,metrics_available,8095.0,3959.0,61.0,1614.0,136948.0,49057.0,298.0,18719.0,['74f31cd5-dcd5-4ae5-a481-a2b70b2d5200']
12,0x11a434254794e96d2606f249c6911E94765a5796,SwapBased,metrics_available,116396.0,12191.0,329.0,489.0,462387.0,43262.0,662.0,1893.0,['78f5358d-b614-42ec-a07b-7cad08ac4d9b']
13,0x1395348Cb0E7b62E9DbaadA079B10A4E6AC26a8F,Ionic,metrics_available,4325.0,2491.0,31.0,1076.0,189826.0,38293.0,413.0,10926.0,['62fc6280-e66f-4e03-a93f-c04f2b11f383']
14,0x1b9706227704F49e412ABC9da7Dd7D35aFa60c22,NFTarot,metrics_available,2150.0,1540.0,18.0,642.0,2150.0,1540.0,9.0,642.0,['9b4e49fb-b436-41eb-8cf2-d66f53bab05a']
15,0x1d671d1B191323A38490972D58354971E5c1cd2A,Based Bits,metrics_available,4469.0,192.0,49.0,114.0,6367.0,294.0,35.0,163.0,['08868559-3e11-4d15-9ec4-6a589a2d91f2']
16,0x1e23166194aB72B70Faf90aA20Adab36607B4c78,NPC Labs,metrics_available,102.0,85.0,1.0,6.0,102.0,85.0,0.0,6.0,['0c682377-2b21-414c-8ae2-51a2aec4fc10']
17,0x1e4c7ff127B2321eD05c43AF5E1015dFd8885F30,Overtime Markets,metrics_available,207521.0,2974.0,130.0,1532.0,207593.0,2975.0,65.0,1532.0,['3fe23b54-e0a8-4869-9e59-c2d1ef8fa5c7']
18,0x1e4c7ff127B2321eD05c43AF5E1015dFd8885F30,Thales Protocol,metrics_available,1461.0,257.0,8.0,78.0,9865.0,1021.0,23.0,239.0,['4c2bd46d-c518-4798-84f8-27b0bdca3c73']
19,0x2055149768d71910aA4125CcBb9fDc46EdeB2436,Quidli,metrics_available,114.0,17.0,0.0,13.0,114.0,17.0,0.0,13.0,['be4c1824-c482-4316-b5c6-706e926061da']
20,0x2462B983E444B317C999b85CE3BBa79840D36F76,Degen Name Service,metrics_available,52.0,19.0,0.0,2.0,52.0,19.0,0.0,2.0,['6d5a0660-c0c9-4936-8621-406289645d2b']
21,0x265985d0a57A4339509cd785f854668055924AF5,CC: App Type 8.20.24,metrics_available,24515.0,22132.0,256.0,2299.0,24515.0,22132.0,128.0,2299.0,['1e90433c-90da-444b-a9c0-7f2a50caf423']
22,0x26a65cA76E1Bd0E3962DF3795fd160782Db24fc4,WOOFi,metrics_available,5007.0,3510.0,42.0,216.0,14321.0,9738.0,62.0,652.0,['b27c62f4-d5f7-4b9a-8769-468b5fa4c792']
23,0x288262DcdF3e2f3dbcb2DcFbF9DCC0D9AdC50f8a,Swaye,metrics_available,96.0,36.0,0.0,1.0,96.0,36.0,0.0,1.0,['bf0f3f7d-e39c-43eb-a546-a0d383a1cae5']
24,0x300ecEb6f549c14779DdCBD9BdFce4a2B1C7DFaB,Savings-USX $sUSX,metrics_available,25.0,11.0,0.0,0.0,25.0,11.0,0.0,0.0,['07cbabee-44a5-4fb9-96d3-f03d52f3dd37']
25,0x3363b291a21cC692A5e07C9C63E3DF45F135EFcd,Feed,metrics_available,91.0,8.0,0.0,1.0,91.0,8.0,0.0,1.0,['8b32b54d-42e7-4b11-8e97-d2c95a160164']
26,0x357843d6d1ECE85ABA4032EfA31a2e813F519261,Checkin: Location-based “Checkin and Earn” social to connect IRL and onchain,metrics_available,1922.0,320.0,4.0,290.0,1922.0,320.0,2.0,290.0,['649e921b-3f19-4a5a-8d8e-6a42508c2741']
27,0x372082138ea420eBe56078D73F0359D686A7E981,Target Onchain 🎯,metrics_available,50518.0,273.0,7.0,139.0,60008.0,677.0,7.0,338.0,['b1b4f593-14a5-4eb0-8b08-f08aea75137d']
28,0x37A6156e4a6E8B60b2415AF040546cF5e91699bd,Metronome,metrics_available,4.0,3.0,0.0,0.0,70.0,24.0,0.0,0.0,['76e7ae2e-7aa9-4d6b-832a-6a838772da18']
29,0x37A6156e4a6E8B60b2415AF040546cF5e91699bd,Vesper Finance,metrics_available,8.0,6.0,0.0,0.0,50.0,25.0,0.0,0.0,['6104ece1-68f7-40a9-aeef-723f33e440ce']
30,0x3d4aaFbe86059d17C6263332c560f18C4F1Fec34,Gaslite Drop,metrics_available,45937.0,239.0,9.0,12.0,81157.0,502.0,8.0,46.0,['98dc9e5e-44d2-4c74-85fc-ea192fc2a251']
31,0x3fb4920e09493b2bC7e9b7e14EA7585Ca8bAbF21,Songbirdz,metrics_available,4119.0,1688.0,20.0,739.0,4209.0,1690.0,10.0,739.0,['ec336ada-b777-42e2-9878-812a87d7bf13']
32,0x41a8709A508f07e6fA33dB0111813C5084fDC50D,Silo Finance,metrics_available,150729.0,303.0,38.0,0.0,150738.0,303.0,19.0,0.0,"['0e554b3f-68d3-4b76-9850-4d7e639bb06d', '2d687960-ac06-4525-86d4-c6f4550eee07', '79ca5360-e99c-4b63-a147-3b9ba74f81ac', '7f3f7eda-5a61-44c8-b8d3-e89fd718c4b3', 'fef42e13-7204-4f1f-a20c-065e6baf2b51']"
33,0x44e156CBb4506cee55A96b45D10A77806E012469,Pixotchi,metrics_available,138627.0,10898.0,203.0,1499.0,188240.0,14307.0,156.0,1740.0,['55ea809f-3a8b-4ccf-abbf-4e25374dd239']
34,0x460464c72E010A805043195c56690347f67BE746,BLOCKLORDS,metrics_available,152353.0,290.0,4.0,19.0,152363.0,292.0,2.0,19.0,['0d9b31cc-c2ef-41c3-8ba0-dea4a3a37de1']
35,0x4A0658bdADEF6CBbF7cB6d55eb7CB684886Fc74B,Safaricaster,metrics_available,131.0,81.0,1.0,69.0,131.0,81.0,0.0,69.0,['f229ae60-0332-47ad-8f82-87ab52e06b68']
36,0x4A29c8fF7D6669618580A68dc691565B07b19e25,Demo STG Project - Contract - Prelaunch,metrics_available,59.0,25.0,0.0,2.0,361.0,95.0,1.0,17.0,['3ef45361-b5be-4fea-9ca7-841ca479a89f']
