,name,project_type,category,chain,explorer,contract_type,status,transactions_90D,active_addresses_90D,daily_active_addresses_90D,farcaster_users_90D,transactions_180D,active_addresses_180D,daily_active_addresses_180D,farcaster_users_180D,uuid,recipient,address
124,RubyScore,App,Identity,Zora,https://zora.thesuperscan.io/address/0xdc3d8318fbaec2de49281843f5bba22e78338146,dapp_contract,metrics_available,57295.0,8142.0,522.0,1713.0,121865.0,18523.0,562.0,2428.0,cbd87620-2028-4bc0-a2a2-d915bb2454b9,0xD50A234082C1CEa12A7A9DD6F37a85fcc55ED459,0xdc3d8318fbaec2de49281843f5bba22e78338146
125,Safaricaster,App,Frames,Base,https://basescan.org/address/0xd2bf1158aa670dcdcf5197821d153195dd8d8f4f,dapp_contract,metrics_available,131.0,81.0,1.0,69.0,131.0,81.0,0.0,69.0,f229ae60-0332-47ad-8f82-87ab52e06b68,0x4A0658bdADEF6CBbF7cB6d55eb7CB684886Fc74B,0xd2bf1158aa670dcdcf5197821d153195dd8d8f4f
126,Savings-USX $sUSX,App,Lending,Optimism,https://optimistic.etherscan.io/address/0xbc404429558292ee2d769e57d57d6e74bbd2792d,token_contract,metrics_available,25.0,11.0,0.0,0.0,25.0,11.0,0.0,0.0,07cbabee-44a5-4fb9-96d3-f03d52f3dd37,0x300ecEb6f549c14779DdCBD9BdFce4a2B1C7DFaB,0xbc404429558292ee2d769e57d57d6e74bbd2792d
127,Scoop,App,Gaming,Base,https://basescan.org/address/0xaeea89678b36c20493e2c069cdcea72e1b34a9ed,dapp_contract,metrics_available,161652.0,3070.0,191.0,10.0,161652.0,3070.0,95.0,10.0,3922c00b-976f-43dd-8e1a-616b686efee1,0x0B3CF56E7dF3BB3Fb7201fFcD96d279b05DDd2E3,0xaeea89678b36c20493e2c069cdcea72e1b34a9ed
128,Seamless Protocol,App,Lending,Base,https://basescan.org/address/0x36291d2d51a0122b9facbe3c3f989cc6b1f859b3,trace_contract,metrics_available,2.0,1.0,0.0,0.0,10.0,2.0,0.0,0.0,70454ef1-f5d4-4b74-a3d0-ce63504972fe,0xc87e97a6219725ce2A184A668Ae74f3733D4C510,0x36291d2d51a0122b9facbe3c3f989cc6b1f859b3
129,/send,App,Payments,Base,https://basescan.org/address/0x008c9561857b6555584d20ac55110335759aa2c2,dapp_contract,metrics_available,4216.0,1.0,0.0,0.0,4216.0,1.0,0.0,0.0,40e9c64b-e468-4a27-8dfa-b392f5813c2e,0x02cdD55Bea4d8Ef7E7dDA6A60305a03dfaB0C128,0x008c9561857b6555584d20ac55110335759aa2c2
130,/send,App,Payments,Base,https://basescan.org/address/0x36f43082d01df4801af2d95aeed1a0200c5510ae,trace_contract,metrics_available,844.0,405.0,4.0,0.0,844.0,405.0,2.0,0.0,91d27ce9-b7f8-4c31-bba2-f8a0ba72eadb,0x02cdD55Bea4d8Ef7E7dDA6A60305a03dfaB0C128,0x36f43082d01df4801af2d95aeed1a0200c5510ae
131,/send,App,Payments,Base,https://basescan.org/address/0x592e1224d203be4214b15e205f6081fbbacfcd2d,trace_contract,metrics_available,17450.0,6.0,1.0,1.0,17450.0,6.0,0.0,1.0,b6cb620b-63ad-4ff7-b9bf-53c66db71dad,0x02cdD55Bea4d8Ef7E7dDA6A60305a03dfaB0C128,0x592e1224d203be4214b15e205f6081fbbacfcd2d
132,/send,App,Payments,Base,https://basescan.org/address/0x3f14920c99beb920afa163031c4e47a3e03b3e4a,token_contract,metrics_available,11126.0,1409.0,40.0,129.0,23456.0,3358.0,57.0,293.0,f7e0b2d9-b0c5-4464-9994-9ae3984a3579,0x02cdD55Bea4d8Ef7E7dDA6A60305a03dfaB0C128,0x3f14920c99beb920afa163031c4e47a3e03b3e4a
133,Silo Finance,App,Lending,Optimism,https://optimistic.etherscan.io/address/0x1ebf59146ccdc4650044fc70cafac298a6083f5f,trace_contract,metrics_available,40185.0,143.0,14.0,0.0,40188.0,145.0,7.0,0.0,0e554b3f-68d3-4b76-9850-4d7e639bb06d,0x41a8709A508f07e6fA33dB0111813C5084fDC50D,0x1ebf59146ccdc4650044fc70cafac298a6083f5f
134,Silo Finance,App,Lending,Optimism,https://optimistic.etherscan.io/address/0x12ee4be944b993c81b6840e088ba1dcc57f07b1d,trace_contract,metrics_available,69439.0,107.0,9.0,0.0,69439.0,107.0,4.0,0.0,2d687960-ac06-4525-86d4-c6f4550eee07,0x41a8709A508f07e6fA33dB0111813C5084fDC50D,0x12ee4be944b993c81b6840e088ba1dcc57f07b1d
135,Silo Finance,App,Lending,Optimism,https://optimistic.etherscan.io/address/0x8ed1609d796345661d36291b411992e85de7b224,trace_contract,metrics_available,29656.0,40.0,12.0,0.0,29659.0,42.0,6.0,0.0,79ca5360-e99c-4b63-a147-3b9ba74f81ac,0x41a8709A508f07e6fA33dB0111813C5084fDC50D,0x8ed1609d796345661d36291b411992e85de7b224
136,Silo Finance,App,Lending,Optimism,https://optimistic.etherscan.io/address/0xd9b605f0b9e64328ae50d1b44ec14d38c009a702,trace_contract,metrics_available,4037.0,15.0,1.0,0.0,4037.0,15.0,0.0,0.0,7f3f7eda-5a61-44c8-b8d3-e89fd718c4b3,0x41a8709A508f07e6fA33dB0111813C5084fDC50D,0xd9b605f0b9e64328ae50d1b44ec14d38c009a702
137,Silo Finance,App,Lending,Optimism,https://optimistic.etherscan.io/address/0x03d0b417b7bcd0c399f1db3321985353a515b2b8,trace_contract,metrics_available,7412.0,43.0,10.0,0.0,7415.0,45.0,5.0,0.0,fef42e13-7204-4f1f-a20c-065e6baf2b51,0x41a8709A508f07e6fA33dB0111813C5084fDC50D,0x03d0b417b7bcd0c399f1db3321985353a515b2b8
138,Smellcheckmate,App,Community & Curation,Base,https://basescan.org/address/0x3f3c9fcd3d34b568c5c1e9caa2ae4c6d5775c651,dapp_contract,metrics_available,37.0,32.0,0.0,28.0,37.0,32.0,0.0,28.0,c4d583a8-91fc-424e-861f-f995e976f58d,0x7639b96593B2E34F27Ee57f4B1583c4b33dd9679,0x3f3c9fcd3d34b568c5c1e9caa2ae4c6d5775c651
139,Snickerdoodle,App,Frames,Base,https://basescan.org/address/0x4054ad4648a2c33e1be07ba05d381b4ca032cefc,trace_contract,metrics_available,133808.0,6.0,0.0,1.0,135362.0,8.0,0.0,3.0,951cae03-ee9e-4408-8e5e-203d97be52e9,0x7A254a1271f338995d4768C5066508B1b0946aA8,0x4054ad4648a2c33e1be07ba05d381b4ca032cefc
140,Songbirdz,App,Gaming,Base,https://basescan.org/address/0x7c3b795e2174c5e0c4f7d563a2fb34f024c8390b,dapp_contract,metrics_available,4119.0,1688.0,20.0,739.0,4209.0,1690.0,10.0,739.0,ec336ada-b777-42e2-9878-812a87d7bf13,0x3fb4920e09493b2bC7e9b7e14EA7585Ca8bAbF21,0x7c3b795e2174c5e0c4f7d563a2fb34f024c8390b
141,Spotlight,App,Community & Curation,Base,https://basescan.org/address/0x4abdc4cfd98fc6eaa21514ab3005f0310e255b65,trace_contract,metrics_available,99.0,39.0,0.0,1.0,99.0,39.0,0.0,1.0,2b3eb503-4f39-4737-ac25-8b78b54aac7e,0xe999E0cEf99050b59DbE9472aa9a3c3E0816FdB5,0x4abdc4cfd98fc6eaa21514ab3005f0310e255b65
142,Starta x Degen Bridge,App,Bridges,Base,https://basescan.org/address/0x67e2ef29a62a7827823ebed495115458286b7d12,dapp_contract,metrics_available,18.0,12.0,0.0,7.0,183.0,85.0,0.0,65.0,628e384f-7826-4f97-8509-aff80c9bf4f2,0xee5a3e1C0049089683F6183Cb5a4928085b330c0,0x67e2ef29a62a7827823ebed495115458286b7d12
143,Sturdy,App,Lending,Mode,https://explorer.mode.network/address/0xd60dd6981ec336fda40820f8ca5e99cd17dd25a0,dapp_contract,metrics_available,4079.0,2461.0,35.0,777.0,33772.0,7756.0,84.0,2151.0,480aae5a-3e1b-4b9e-a8e8-3a06a47f78af,0x56eeD2aa6DF7da7FD721629a99f3890E814167DB,0xd60dd6981ec336fda40820f8ca5e99cd17dd25a0
144,Sunnypunx,App,Art NFTs,Optimism,https://optimistic.etherscan.io/address/0x2da61a0ec93e3209c0046397ba9aa3e2bcc339f9,dapp_contract,metrics_available,47.0,15.0,0.0,9.0,56.0,22.0,0.0,14.0,63313238-bd94-43ab-b981-b9e778917ad2,0x73f6F1eD2B4246Aa5313abD8799164F632E4409C,0x2da61a0ec93e3209c0046397ba9aa3e2bcc339f9
145,Supa,App,Community & Curation,Base,https://basescan.org/address/0xb0057ed0100643b4b2852799a3c3fed33947d47c,dapp_contract,metrics_available,1.0,1.0,0.0,1.0,1039.0,60.0,0.0,35.0,6b6c1870-6136-488d-a8bb-d55a65a3f69a,0x9d8a155f084741fF4C69c3B1272b5b30A8373d1b,0xb0057ed0100643b4b2852799a3c3fed33947d47c
146,SuperBoring,App,DEX,Base,https://basescan.org/address/0x37d607bd9dfff80acf37184c1f27e88388914262,dapp_contract,metrics_available,2730.0,186.0,16.0,149.0,2730.0,186.0,8.0,149.0,29f32cfe-7faa-4d47-829c-440137a7899c,0x4E030653a39B3478aDc03d2c7B6F8C45aE685882,0x37d607bd9dfff80acf37184c1f27e88388914262
147,Superbridge,App,Bridges,Base,https://basescan.org/address/0x3154cf16ccdb4c6d922629664174b904d80f2c35,dapp_contract,metrics_available,44.0,40.0,0.0,2.0,91.0,72.0,0.0,3.0,c091964f-8f72-433b-a294-effd324e34ed,0xc9a5cb4bDA310fBcDcd83Fc502C146645280Ce7A,0x3154cf16ccdb4c6d922629664174b904d80f2c35
148,Superform,App,Other Category,Base,https://basescan.org/address/0xa195608c2306a26f727d5199d5a382a4508308da,dapp_contract,metrics_available,91890.0,41033.0,817.0,11284.0,123151.0,50024.0,536.0,13351.0,7c20aa1a-9c30-4a6c-aa77-f1fdf0570c59,0xec14D5F694841Ca7b851013F096B0060026FD38C,0xa195608c2306a26f727d5199d5a382a4508308da
149,Surreal,App,Other Media Marketplace,Zora,https://zora.thesuperscan.io/address/0x5675fa187311ab57794c5c2bb99cd4502353f6aa,dapp_contract,metrics_available,119.0,69.0,1.0,38.0,266.0,154.0,1.0,65.0,e50d1f7e-57e9-4d5c-8e71-ec627032d4b0,0xA582360DA4ae1fBb912C975fcce1A0C0e2af91e8,0x5675fa187311ab57794c5c2bb99cd4502353f6aa
150,SwapBased,App,DEX,Base,https://basescan.org/address/0xd07379a755a8f11b57610154861d694b2a0f615a,token_contract,metrics_available,116396.0,12191.0,329.0,489.0,462387.0,43262.0,662.0,1893.0,78f5358d-b614-42ec-a07b-7cad08ac4d9b,0x11a434254794e96d2606f249c6911E94765a5796,0xd07379a755a8f11b57610154861d694b2a0f615a
151,Swaye,App,Betting & Prediction Markets,Base,https://basescan.org/address/0x1674035ddbfa10efd75762a3f102883f6390cdfa,dapp_contract,metrics_available,96.0,36.0,0.0,1.0,96.0,36.0,0.0,1.0,bf0f3f7d-e39c-43eb-a546-a0d383a1cae5,0x288262DcdF3e2f3dbcb2DcFbF9DCC0D9AdC50f8a,0x1674035ddbfa10efd75762a3f102883f6390cdfa
152,SynFutures,App,DEX,Base,https://basescan.org/address/0xec6c44e704eb1932ec5fe1e4aba58db6fee71460,dapp_contract,metrics_available,622027.0,85773.0,2089.0,114.0,622027.0,85773.0,1044.0,114.0,223128bf-802d-40f8-9c33-25f88a114c7e,0x7aA49f55A538586764b65a0C4C7e1D8C6243C027,0xec6c44e704eb1932ec5fe1e4aba58db6fee71460
153,Talent Protocol,App,Identity,Base,https://basescan.org/address/0xb477a9bd2547ad61f4ac22113172dd909e5b2331,trace_contract,metrics_available,18659.0,2.0,0.0,0.0,18659.0,2.0,0.0,0.0,f3a42626-c33e-40c6-bea0-fbfc53aa402a,0xC925bD0E839E8e22A7DDEbe7f4C21b187deeC358,0xb477a9bd2547ad61f4ac22113172dd909e5b2331
154,Target Onchain 🎯,App,Frames,Base,https://basescan.org/address/0x4200000000000000000000000000000000000021,dapp_contract,metrics_available,50518.0,273.0,7.0,139.0,60008.0,677.0,7.0,338.0,b1b4f593-14a5-4eb0-8b08-f08aea75137d,0x372082138ea420eBe56078D73F0359D686A7E981,0x4200000000000000000000000000000000000021
155,Tasseo,App,Art NFTs,Base,https://basescan.org/address/0x2fbdb8d7c9e4d6ab341541361895ce8a2611717c,dapp_contract,metrics_available,193.0,92.0,1.0,43.0,193.0,92.0,0.0,43.0,7c4ccb00-8e0d-4b6f-8f95-befe7d702d10,0xCFFbda2841Ef95DF3e977982eCc55429B8D82eB5,0x2fbdb8d7c9e4d6ab341541361895ce8a2611717c
156,Thales Protocol,App,DEX,Optimism,https://optimistic.etherscan.io/address/0x170a5714112daeff20e798b6e92e25b86ea603c1,dapp_contract,metrics_available,1461.0,257.0,8.0,78.0,9865.0,1021.0,23.0,239.0,4c2bd46d-c518-4798-84f8-27b0bdca3c73,0x1e4c7ff127B2321eD05c43AF5E1015dFd8885F30,0x170a5714112daeff20e798b6e92e25b86ea603c1
157,TOCD Studio,App,Gaming,Base,https://basescan.org/address/0x868517f2542381fb116d77fce094d31ed966fe71,trace_contract,metrics_available,279.0,10.0,1.0,1.0,4067.0,11.0,1.0,1.0,e9644a11-f9dd-4efd-b4dc-0d197047512d,0xd271e65Ff057cE4aDE07c52Da78d54b391AD4dcD,0x868517f2542381fb116d77fce094d31ed966fe71
158,Top Test,App,Airdrop,Base,https://basescan.org/address/0xc42c77b6b2a2b220b9502f357bbf51334db3c93f,trace_contract,metrics_available,15.0,12.0,0.0,0.0,46.0,21.0,0.0,0.0,869cb124-1c70-477c-936d-449a9bccd567,0xc42c77b6B2A2B220b9502F357bBf51334Db3C93f,0xc42c77b6b2a2b220b9502f357bbf51334db3c93f
159,Toros (Base),App,DEX,Base,https://basescan.org/address/0xe10ed1e5354eed0f7c9d2e16250ba8996c12db7a,dapp_contract,metrics_available,9149.0,6507.0,94.0,1432.0,9402.0,6582.0,48.0,1434.0,11c708c3-7202-47ef-83eb-93128333efea,0x5c54560B6da16dCEdFAeF1d9118c547ED2F373eC,0xe10ed1e5354eed0f7c9d2e16250ba8996c12db7a
160,Toros (Optimism),App,DEX,Optimism,https://optimistic.etherscan.io/address/0x3988513793bce39f0167064a9f7fc3617faf35ab,dapp_contract,metrics_available,48375.0,4593.0,283.0,148.0,52060.0,5539.0,157.0,314.0,b0de8ea4-0efe-4cd0-95be-d3fd697b8986,0x5c54560B6da16dCEdFAeF1d9118c547ED2F373eC,0x3988513793bce39f0167064a9f7fc3617faf35ab
161,Uniswap Position,App,DEX,Base,https://basescan.org/address/0x37418c1ee8145121c628b8f19d6dae1e435f359b,trace_contract,metrics_available,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,ac82dcda-5f32-48b2-9117-b2e348ff6c35,0xF660c9E24A79aE74215A2e2300113CE79094c9C6,0x37418c1ee8145121c628b8f19d6dae1e435f359b
162,Velodrome Finance,App,DEX,Optimism,https://optimistic.etherscan.io/address/0x9560e827af36c94d2ac33a39bce1fe78631088db,token_contract,metrics_available,7272044.0,49244.0,1853.0,15345.0,9712930.0,76271.0,2015.0,18900.0,b607f3fb-dd0e-4a9e-b56e-191f8f28fa01,0xc687f7c9BDfF8d40cF4f789FA105f7dCF0771d6a,0x9560e827af36c94d2ac33a39bce1fe78631088db
163,Vesper Finance,App,Staking,Optimism,https://optimistic.etherscan.io/address/0x32934ad7b1121defc631080b58599a0eaab89878,trace_contract,metrics_available,8.0,6.0,0.0,0.0,50.0,25.0,0.0,0.0,6104ece1-68f7-40a9-aeef-723f33e440ce,0x37A6156e4a6E8B60b2415AF040546cF5e91699bd,0x32934ad7b1121defc631080b58599a0eaab89878
164,Votecaster,App,Frames,Base,https://basescan.org/address/0x52b7fdb72db7b1279919ec1cf69d3f5cb51d1243,trace_contract,metrics_available,23.0,4.0,0.0,3.0,23.0,4.0,0.0,3.0,1c0ae0df-9238-497d-8fa0-ad05f381cf34,0xf3B06b503652a5E075D423F97056DFde0C4b066F,0x52b7fdb72db7b1279919ec1cf69d3f5cb51d1243
165,WebHash.com,App,Identity,Base,https://basescan.org/address/0x8448860bff06fb2f942270402a4a846b864abd92,dapp_contract,metrics_available,598.0,271.0,3.0,55.0,1563.0,481.0,3.0,137.0,d4a2d1b2-ae53-4e4a-a860-8fcbffb48351,0x8dA48e5846c06B558970ACd42EDc7Da8799481E4,0x8448860bff06fb2f942270402a4a846b864abd92
166,Welcome Onchain,App,Other Category,Base,https://basescan.org/address/0x4200000000000000000000000000000000000021,dapp_contract,metrics_available,50518.0,273.0,7.0,139.0,60008.0,677.0,7.0,338.0,d1571cc0-0d88-455b-be2e-91447ddac859,0x84EEb7dB3f93feb5A8A98F56Dabb970A6797c187,0x4200000000000000000000000000000000000021
167,WOOFi,App,DEX,Optimism,https://optimistic.etherscan.io/address/0x4c4af8dbc524681930a27b2f1af5bcc8062e6fb7,dapp_contract,metrics_available,5007.0,3510.0,42.0,216.0,14321.0,9738.0,62.0,652.0,b27c62f4-d5f7-4b9a-8769-468b5fa4c792,0x26a65cA76E1Bd0E3962DF3795fd160782Db24fc4,0x4c4af8dbc524681930a27b2f1af5bcc8062e6fb7
168,Yunan90,App,DEX,Base,https://basescan.org/address/0x9b7816f3eb2d35a24edd9bb4f33f05e9a2332494,dapp_contract,metrics_available,13.0,7.0,0.0,0.0,43.0,17.0,0.0,1.0,49ee3492-1af1-41e2-8ef2-f5f388470d46,0x9b7816f3eb2d35A24edD9BB4F33f05E9a2332494,0x9b7816f3eb2d35a24edd9bb4f33f05e9a2332494
169,5050IO,App,Donations,Base,https://basescan.org/address/0x0ce9a74dc442b8b7dc4b3edd5833cad8ac52afb9,factory_contract,pending_factory_indexing,,,,,,,,,9dbc583f-6672-48cd-9ddc-90d35e1a9474,0xA89946F00052Bc385B3121b45420316a7cE20E60,0x0ce9a74dc442b8b7dc4b3edd5833cad8ac52afb9
170,AlfaFrens,App,Community & Curation,Base,https://basescan.org/address/0x30e0b740acfb45b6edb9eed40094134f24d8f159,factory_contract,pending_factory_indexing,,,,,,,,,62729a7e-c90a-4494-8391-3646724a2fce,0x908f23Be36C2447db79Df2aE3A8A21c079217546,0x30e0b740acfb45b6edb9eed40094134f24d8f159
171,Avantis ,App,DEX,Base,https://basescan.org/address/0x2d898e46a20ebfc1424d4bbf69bacd92dc1ae8bb,dapp_contract,no_onchain_activity_90D,,,,,,,,,0592c036-8570-4c55-83bd-759ac99860ad,0xeAb4717efb29f91429dB6322F42Edc53C94F0941,0x2d898e46a20ebfc1424d4bbf69bacd92dc1ae8bb
172,baby Dragon,App,Meme Community,Base,https://basescan.org/address/0xa5f8daa537afeca842cdd39758744fd3155a26cb,token_contract,no_onchain_activity_90D,,,,,,,,,9a65dbec-2fb8-4889-9ef3-e1e2bbef14d4,0xAa66fC4433DFD254F05A720A8c8a2f1F2fbDCB58,0xa5f8daa537afeca842cdd39758744fd3155a26cb
173,Bankless Academy,App,Other Media NFTs,Optimism,https://optimistic.etherscan.io/address/0x235f3dfe5106f137d8b137c1b7fa115076e8b476,unknown,no_onchain_activity_180D,,,,,,,,,51f04987-614d-412f-bd4b-d6ac060f5b41,0xe1887fF140BfA9D3b45D0B2077b7471124acD242,0x235f3dfe5106f137d8b137c1b7fa115076e8b476
174,Bankless Academy,App,Frames,Base,https://basescan.org/address/0xbdded96eb5334406b4c204c02b08f9a9fb0a92dc,unknown,no_onchain_activity_180D,,,,,,,,,b20f0560-d71d-4d4f-aeae-e65092a146ca,0xe1887fF140BfA9D3b45D0B2077b7471124acD242,0xbdded96eb5334406b4c204c02b08f9a9fb0a92dc
175,Bitmon ,App,Community & Curation,Cyber,https://cyberscan.co/address/0x684f866bb78bdd2def3474152ca3426cdc9c8d4a,cyber,pending_chain_indexing,,,,,,,,,5225cd1b-ea62-411e-afc6-8b0b28164186,0x18C18eFB421B205a77d5cE858eb640059542F6a5,0x684f866bb78bdd2def3474152ca3426cdc9c8d4a
176,Bitsave Protocol,App,Other Category,Lisk,https://blockscout.lisk.com/address/0x01f0443daec78fbabb2d0927fedff5c20a4a39b5,lisk,pending_chain_indexing,,,,,,,,,f921c6a9-824a-4423-a35e-dcb31fa996d7,0x9DCbA70B2dfe5807e2A847E065EBb666791F8b8A,0x01f0443daec78fbabb2d0927fedff5c20a4a39b5
177,Bond,App,Meme Community,Base,https://basescan.org/address/0x35706dfbe28425dc831af3517b41b176e009cd0d,factory_contract,pending_factory_indexing,,,,,,,,,22a0a8ea-0acf-4669-9d8d-d0cfa10e1104,0x16420FC422F1Ae747Cc6BbC7075C466efBA07b4d,0x35706dfbe28425dc831af3517b41b176e009cd0d
178,Bored Town,App,Art NFTs,Optimism,https://optimistic.etherscan.io/address/0x28e43bb3ee202e1da587c88b0a8398309e8d4c2d,dapp_contract,no_onchain_activity_90D,,,,,,,,,0674ed13-3026-4dad-9565-b522a40c8eff,0x9D63038e7f74bc089eb38e61Be8Da937918900D6,0x28e43bb3ee202e1da587c88b0a8398309e8d4c2d
179,CantinaVerse,App,Art Marketplace,Optimism,https://optimistic.etherscan.io/address/0xd19fd90fd1e0e0e4399d341deaefe18de5565bfd,unknown,no_onchain_activity_180D,,,,,,,,,7c031575-b308-4dd8-901d-70dd45c9a29f,0x0cE9e1336158d6600C11DA0610A3282b82817834,0xd19fd90fd1e0e0e4399d341deaefe18de5565bfd
180,CantinaVerse,App,Art Marketplace,Base,https://basescan.org/address/0xa999dc0749657e77ac3216d8fa6be16874f8e50c,unknown,no_onchain_activity_180D,,,,,,,,,ed6040e7-515a-436e-ab8b-869011a58f00,0x0cE9e1336158d6600C11DA0610A3282b82817834,0xa999dc0749657e77ac3216d8fa6be16874f8e50c
181,Cat Town | Supermarket,App,Gaming,Base,https://basescan.org/address/0xa27aaf29f94c40589e7fb523c96b5e03311dff4f,unknown,no_onchain_activity_180D,,,,,,,,,60263648-dc1a-4778-85a6-66d6ba111304,0xf40eD759BF4C05DF1Af180FE27d470E52D7ca611,0xa27aaf29f94c40589e7fb523c96b5e03311dff4f
182,Chainnode,App,Other Category,SwanChain,https://mainnet-explorer.swanchain.io/address/0x35b107de530d75d730bda32ffe7d72a1be41474b,swanchain,pending_chain_indexing,,,,,,,,,e54a93fb-ec4c-482f-9765-e67d7b84bf87,0xFf0A5E35E2400d7f0610d8Ae2Eda108366C9a5C2,0x35b107de530d75d730bda32ffe7d72a1be41474b
183,Clutch,App,Gaming,Kroma,https://kromascan.com/address/0xe84ccdd7bc243a021df06a2062785d933c0ca274,kroma,pending_chain_indexing,,,,,,,,,aa0baef9-7dda-4cf5-a235-b2a8265a0ce2,0xb6A2Db1a7bE6d7C41f397f49dfB258468580f33E,0xe84ccdd7bc243a021df06a2062785d933c0ca274
184,Comet Protocol,App,Bridges,Mint,https://explorer.mintchain.io/address/0xb50ac92d6d8748ac42721c25a3e2c84637385a6b,mint,pending_chain_indexing,,,,,,,,,96eacee2-22ed-498e-9423-3ed4a545c1b1,0x5D06A3EDC921B5F69bE1D21b66A5160C3b5e2856,0xb50ac92d6d8748ac42721c25a3e2c84637385a6b
185,coNFT,App,Art Marketplace,Mint,https://explorer.mintchain.io/address/0x7990414a50e306972b54f7d1c8a58fb1da4315c3,mint,pending_chain_indexing,,,,,,,,,c34b5ac9-9ccc-44ea-81a7-86b2971dce51,0xb4D0E8Be45395E72e9C1aF25f59d854bc7Dc5B48,0x7990414a50e306972b54f7d1c8a58fb1da4315c3
186,Crypto: The Game S2,App,Gaming,Base,https://basescan.org/address/0x3abb25038da5a6ee9f524cc16c7f7ec68db7eb3b,factory_contract,pending_factory_indexing,,,,,,,,,1986d0d8-3cfc-4685-899e-909464944ae5,0xc446b8Dee9721C1E28A2Cd2E010bcAd7e3BC5909,0x3abb25038da5a6ee9f524cc16c7f7ec68db7eb3b
187,Crypto: The Game S2,App,Gaming,Base,https://basescan.org/address/0x3abb25038da5a6ee9f524cc16c7f7ec68db7eb3b,factory_contract,pending_factory_indexing,,,,,,,,,7ffac1e8-4d34-4e95-b9a6-5bbe40ac81ff,0xc446b8Dee9721C1E28A2Cd2E010bcAd7e3BC5909,0x3abb25038da5a6ee9f524cc16c7f7ec68db7eb3b
188,EFIHUB,App,Gaming,Kroma,https://kromascan.com/address/0x7580f82c279401f4d1f49fdae63396f306c4e859,kroma,pending_chain_indexing,,,,,,,,,700f7d42-49f5-4a42-a75c-09fae7f20a6b,0xbB08A11275989a00b0bFbEE807dfb5e18AA3d19B,0x7580f82c279401f4d1f49fdae63396f306c4e859
189,EVM Builder's Challenge,App,DEX,Base,https://basescan.org/address/0xfecfbc1da8fb941c6838c470b8d4a10b3a16c10e,unknown,no_onchain_activity_180D,,,,,,,,,faf04b5f-abdb-463b-af10-138a6ca5d589,0xF40479CAd328803c418084f9E6f7407C2810c795,0xfecfbc1da8fb941c6838c470b8d4a10b3a16c10e
190,Flat Money,App,DEX,Base,https://basescan.org/address/0x95fa1ddc9a78273f795e67abe8f1cd2cd39831ff,factory_contract,pending_factory_indexing,,,,,,,,,b85791b4-89d0-4eb5-89a6-a3e5f2e5e30c,0xB9e0caEA4304b4716f33Cbe08f2Cb6c34b5440cb,0x95fa1ddc9a78273f795e67abe8f1cd2cd39831ff
191,Glass,App,Frames,Base,https://basescan.org/address/0x704cf202792341d79a9fd6dd97046aa7ef3f4319,factory_contract,pending_factory_indexing,,,,,,,,,b81130c1-7f80-46f2-a26e-dfa4fcc1ce7d,0x704CF202792341d79A9Fd6DD97046aa7eF3F4319,0x704cf202792341d79a9fd6dd97046aa7ef3f4319
192,HALP,App,Payments,Base,https://basescan.org/address/0x008e42e3c360946d94d25baa2d66b7f13fc5b75a,factory_contract,pending_factory_indexing,,,,,,,,,d12ccce1-4376-421c-989e-bc7c48d3fd13,0xF6bA9cFAA9EB5b3a23D8a837Bc326f2C297ae283,0x008e42e3c360946d94d25baa2d66b7f13fc5b75a
193,Hypersub,App,Payments,Base,https://basescan.org/address/0x90e1c94ca5e161acb420e59d8be5041db931c9dd,unknown,no_onchain_activity_180D,,,,,,,,,a3bb33f3-4bdd-4eb7-942d-14a54fcfa318,0xb6f6Dce6000cA88cC936B450cEDB16a5c15f157f,0x90e1c94ca5e161acb420e59d8be5041db931c9dd
194,ImaginAIryNFTs,App,Art NFTs,Mint,https://explorer.mintchain.io/address/0xb99e5534d42500eb1d5820fba3bb8416ccb76396,mint,pending_chain_indexing,,,,,,,,,3464991c-1190-4445-97c3-0ae78521592c,0x1426FBd146942e153653863cbe633780c17268DA,0xb99e5534d42500eb1d5820fba3bb8416ccb76396
195,Imperfect Form,App,Other Category,Base,https://basescan.org/address/0x8b62d610c83c42ea8a8fc10f80581d9b7701cd37,unknown,no_onchain_activity_180D,,,,,,,,,98d9efb2-6c5a-49fd-8d6c-8dc46441f29e,0x55A5705453Ee82c742274154136Fce8149597058,0x8b62d610c83c42ea8a8fc10f80581d9b7701cd37
196,jumper,App,DEX,Optimism,https://optimistic.etherscan.io/address/0xe88d5d3b7abe28ef7d80ed26d05d133a61c8f703,unknown,no_onchain_activity_180D,,,,,,,,,ef16ccd0-57d9-4182-b843-5b9340da2b21,0xb1734CF72feD961b32C8c4de1a10eAEbd78A1E24,0xe88d5d3b7abe28ef7d80ed26d05d133a61c8f703
197,Kim Exchange,App,DEX,Mode,https://explorer.mode.network/address/0xc02155946dd8c89d3d3238a6c8a64d04e2cd4500,factory_contract,pending_factory_indexing,,,,,,,,,3ea994a4-c20a-4849-8b72-5b0c33c12b73,0x6f1130E4b96C681e2721667DDfFcA99dD6824a2d,0xc02155946dd8c89d3d3238a6c8a64d04e2cd4500
