,uuid,recipient,project_type,category,address,chain
103,caf3b198-91f2-495e-96fd-67b9cb622e73,0x07BD4932D08e5956faB224965a58BF1a441134A1,Creator,Art NFTs,0x07bd4932d08e5956fab224965a58bf1a441134a1,Optimism
104,caf3b198-91f2-495e-96fd-67b9cb622e73,0x07BD4932D08e5956faB224965a58BF1a441134A1,Creator,Art NFTs,0x07bd4932d08e5956fab224965a58bf1a441134a1,Zora
105,8ab5a45b-2035-4824-be5a-e9c63662e0fc,0x7E5283035e728073E8ED1cB1d26490A7dAeA3766,Creator,Other Media NFTs,0x7e5283035e728073e8ed1cb1d26490a7daea3766,Base
106,8ab5a45b-2035-4824-be5a-e9c63662e0fc,0x7E5283035e728073E8ED1cB1d26490A7dAeA3766,Creator,Other Media NFTs,0x7e5283035e728073e8ed1cb1d26490a7daea3766,Optimism
107,8ab5a45b-2035-4824-be5a-e9c63662e0fc,0x7E5283035e728073E8ED1cB1d26490A7dAeA3766,Creator,Other Media NFTs,0x7e5283035e728073e8ed1cb1d26490a7daea3766,Zora
108,e6028388-0b30-4157-9b2a-d660e5b12fb4,0x8F28495185676fdc2666282bB528a71C13fa5da6,Creator,Channels,0x8f28495185676fdc2666282bb528a71c13fa5da6,Base
109,e6028388-0b30-4157-9b2a-d660e5b12fb4,0x8F28495185676fdc2666282bB528a71C13fa5da6,Creator,Channels,0x8f28495185676fdc2666282bb528a71c13fa5da6,Optimism
110,e6028388-0b30-4157-9b2a-d660e5b12fb4,0x8F28495185676fdc2666282bB528a71C13fa5da6,Creator,Channels,0x8f28495185676fdc2666282bb528a71c13fa5da6,Zora
111,c737f082-a6df-49b4-9c5f-a25e68c3772c,0xeA124F96A1226d0956D38DD95c089d5cd5f82D71,Creator,Other Media NFTs,0xea124f96a1226d0956d38dd95c089d5cd5f82d71,Base
112,c737f082-a6df-49b4-9c5f-a25e68c3772c,0xeA124F96A1226d0956D38DD95c089d5cd5f82D71,Creator,Other Media NFTs,0xea124f96a1226d0956d38dd95c089d5cd5f82d71,Optimism
