,uuid,recipient,project_type,category,address,chain
113,c737f082-a6df-49b4-9c5f-a25e68c3772c,0xeA124F96A1226d0956D38DD95c089d5cd5f82D71,Creator,Other Media NFTs,0xea124f96a1226d0956d38dd95c089d5cd5f82d71,Zora
114,82019dd2-e754-45db-becb-6ab9fd9111f7,0x24a0e4EE348f33252e83fE1e824499381dd21aa9,Creator,Art NFTs,0x24a0e4ee348f33252e83fe1e824499381dd21aa9,Base
115,82019dd2-e754-45db-becb-6ab9fd9111f7,0x24a0e4EE348f33252e83fE1e824499381dd21aa9,Creator,Art NFTs,0x24a0e4ee348f33252e83fe1e824499381dd21aa9,Optimism
116,82019dd2-e754-45db-becb-6ab9fd9111f7,0x24a0e4EE348f33252e83fE1e824499381dd21aa9,Creator,Art NFTs,0x24a0e4ee348f33252e83fe1e824499381dd21aa9,Zora
117,7f452fb1-1740-48ba-bbce-d09376d0f03c,0xcBF1a1Fbbc12706b8f9e713E420E4b57CFEE20Dd,Creator,Art NFTs,0x919364818153ef009d6ad6ef9644066b24fa2f04,Base
118,7f452fb1-1740-48ba-bbce-d09376d0f03c,0xcBF1a1Fbbc12706b8f9e713E420E4b57CFEE20Dd,Creator,Art NFTs,0x919364818153ef009d6ad6ef9644066b24fa2f04,Optimism
119,7f452fb1-1740-48ba-bbce-d09376d0f03c,0xcBF1a1Fbbc12706b8f9e713E420E4b57CFEE20Dd,Creator,Art NFTs,0x919364818153ef009d6ad6ef9644066b24fa2f04,Zora
120,545355c4-7731-463d-a075-0a01f8cade60,0xD41cEF4f79a2cF4b9Ceb670E64029A93a62b8FB6,Creator,Art NFTs,0xd41cef4f79a2cf4b9ceb670e64029a93a62b8fb6,Base
121,545355c4-7731-463d-a075-0a01f8cade60,0xD41cEF4f79a2cF4b9Ceb670E64029A93a62b8FB6,Creator,Art NFTs,0xd41cef4f79a2cf4b9ceb670e64029a93a62b8fb6,Optimism
122,545355c4-7731-463d-a075-0a01f8cade60,0xD41cEF4f79a2cF4b9Ceb670E64029A93a62b8FB6,Creator,Art NFTs,0xd41cef4f79a2cf4b9ceb670e64029a93a62b8fb6,Zora
123,dfac5569-d035-4b83-9c13-e7fa2c4013bb,0x29930111Ff12D3C75b5BE8889568C5aD6A9D6CB1,Creator,Art NFTs,0x29930111ff12d3c75b5be8889568c5ad6a9d6cb1,Base
124,dfac5569-d035-4b83-9c13-e7fa2c4013bb,0x29930111Ff12D3C75b5BE8889568C5aD6A9D6CB1,Creator,Art NFTs,0x29930111ff12d3c75b5be8889568c5ad6a9d6cb1,Optimism
125,dfac5569-d035-4b83-9c13-e7fa2c4013bb,0x29930111Ff12D3C75b5BE8889568C5aD6A9D6CB1,Creator,Art NFTs,0x29930111ff12d3c75b5be8889568c5ad6a9d6cb1,Zora
126,b705ddbc-8c22-4b6d-9f37-13be423993e3,0x4cc1a03191dDF0C39d82098f059ef3412113A36e,Creator,Art NFTs,0x4cc1a03191ddf0c39d82098f059ef3412113a36e,Base
127,b705ddbc-8c22-4b6d-9f37-13be423993e3,0x4cc1a03191dDF0C39d82098f059ef3412113A36e,Creator,Art NFTs,0x4cc1a03191ddf0c39d82098f059ef3412113a36e,Optimism
128,b705ddbc-8c22-4b6d-9f37-13be423993e3,0x4cc1a03191dDF0C39d82098f059ef3412113A36e,Creator,Art NFTs,0x4cc1a03191ddf0c39d82098f059ef3412113a36e,Zora
129,60e3199b-39bd-48d1-9ac5-42aaa41fd432,0x4005470902ba4113d8D92E6AB4413C6142dC7150,Creator,Other Media NFTs,0x4005470902ba4113d8d92e6ab4413c6142dc7150,Base
130,60e3199b-39bd-48d1-9ac5-42aaa41fd432,0x4005470902ba4113d8D92E6AB4413C6142dC7150,Creator,Other Media NFTs,0x4005470902ba4113d8d92e6ab4413c6142dc7150,Optimism
131,60e3199b-39bd-48d1-9ac5-42aaa41fd432,0x4005470902ba4113d8D92E6AB4413C6142dC7150,Creator,Other Media NFTs,0x4005470902ba4113d8d92e6ab4413c6142dc7150,Zora
132,ad1ef790-e6da-454c-a340-fe777dc22faf,0x9d05b346C796b8Df1f089e4eb815b007E55abDC1,Creator,Art NFTs,0x9d05b346c796b8df1f089e4eb815b007e55abdc1,Base
133,ad1ef790-e6da-454c-a340-fe777dc22faf,0x9d05b346C796b8Df1f089e4eb815b007E55abDC1,Creator,Art NFTs,0x9d05b346c796b8df1f089e4eb815b007e55abdc1,Optimism
134,ad1ef790-e6da-454c-a340-fe777dc22faf,0x9d05b346C796b8Df1f089e4eb815b007E55abDC1,Creator,Art NFTs,0x9d05b346c796b8df1f089e4eb815b007e55abdc1,Zora
135,9db29f52-f3c7-44b1-aa52-cd2d4c35eecd,0x9aDdd91874B08F6856bF6b4A2263665d2Bc0d933,Creator,Art NFTs,0x9addd91874b08f6856bf6b4a2263665d2bc0d933,Base
136,9db29f52-f3c7-44b1-aa52-cd2d4c35eecd,0x9aDdd91874B08F6856bF6b4A2263665d2Bc0d933,Creator,Art NFTs,0x9addd91874b08f6856bf6b4a2263665d2bc0d933,Optimism
137,9db29f52-f3c7-44b1-aa52-cd2d4c35eecd,0x9aDdd91874B08F6856bF6b4A2263665d2Bc0d933,Creator,Art NFTs,0x9addd91874b08f6856bf6b4a2263665d2bc0d933,Zora
138,fc647a67-ef6c-489c-a6e0-109c88127c84,0xc199d54bE70c9837449b8DeD44B6C960dde9dFe3,Creator,Frames,0xc199d54be70c9837449b8ded44b6c960dde9dfe3,Base
139,fc647a67-ef6c-489c-a6e0-109c88127c84,0xc199d54bE70c9837449b8DeD44B6C960dde9dFe3,Creator,Frames,0xc199d54be70c9837449b8ded44b6c960dde9dfe3,Optimism
140,fc647a67-ef6c-489c-a6e0-109c88127c84,0xc199d54bE70c9837449b8DeD44B6C960dde9dFe3,Creator,Frames,0xc199d54be70c9837449b8ded44b6c960dde9dfe3,Zora
141,029d2a92-4838-4be7-9169-4b52642ca6da,0xB7B32c7E0F83533314018a8caa1ccdc2838FCFD4,Creator,Art NFTs,0xb7b32c7e0f83533314018a8caa1ccdc2838fcfd4,Base
142,029d2a92-4838-4be7-9169-4b52642ca6da,0xB7B32c7E0F83533314018a8caa1ccdc2838FCFD4,Creator,Art NFTs,0xb7b32c7e0f83533314018a8caa1ccdc2838fcfd4,Optimism
143,029d2a92-4838-4be7-9169-4b52642ca6da,0xB7B32c7E0F83533314018a8caa1ccdc2838FCFD4,Creator,Art NFTs,0xb7b32c7e0f83533314018a8caa1ccdc2838fcfd4,Zora
144,252f5c84-9e4f-45f4-b90b-8604a7dc37a1,0x4cc1a03191dDF0C39d82098f059ef3412113A36e,Creator,Art NFTs,0x4cc1a03191ddf0c39d82098f059ef3412113a36e,Base
145,252f5c84-9e4f-45f4-b90b-8604a7dc37a1,0x4cc1a03191dDF0C39d82098f059ef3412113A36e,Creator,Art NFTs,0x4cc1a03191ddf0c39d82098f059ef3412113a36e,Optimism
146,252f5c84-9e4f-45f4-b90b-8604a7dc37a1,0x4cc1a03191dDF0C39d82098f059ef3412113A36e,Creator,Art NFTs,0x4cc1a03191ddf0c39d82098f059ef3412113a36e,Zora
147,ceddbb35-fe03-4c88-93de-da4cba8b0bcd,0x42Ab1FD7Acf8eb27Be57B64D829c6Ae7Baf3E791,Creator,Other Media NFTs,0x62ac844c59257d3e922c98e6cc386ce2aecbe797,Base
148,ceddbb35-fe03-4c88-93de-da4cba8b0bcd,0x42Ab1FD7Acf8eb27Be57B64D829c6Ae7Baf3E791,Creator,Other Media NFTs,0x62ac844c59257d3e922c98e6cc386ce2aecbe797,Optimism
149,ceddbb35-fe03-4c88-93de-da4cba8b0bcd,0x42Ab1FD7Acf8eb27Be57B64D829c6Ae7Baf3E791,Creator,Other Media NFTs,0x62ac844c59257d3e922c98e6cc386ce2aecbe797,Zora
150,9735337b-dcf7-4eef-b64f-4e0fba2305f8,0x3783c56C35963D83742d1FE3EAb546F61D0Eb9C7,Creator,Art NFTs,0x3783c56c35963d83742d1fe3eab546f61d0eb9c7,Base
151,9735337b-dcf7-4eef-b64f-4e0fba2305f8,0x3783c56C35963D83742d1FE3EAb546F61D0Eb9C7,Creator,Art NFTs,0x3783c56c35963d83742d1fe3eab546f61d0eb9c7,Optimism
152,9735337b-dcf7-4eef-b64f-4e0fba2305f8,0x3783c56C35963D83742d1FE3EAb546F61D0Eb9C7,Creator,Art NFTs,0x3783c56c35963d83742d1fe3eab546f61d0eb9c7,Zora
153,ceb43856-9a4b-48c8-8560-e6744fbd2e3d,0x9C87A1065994f156f0B7b87AAa8B3c5F7BD67E02,Creator,Art NFTs,0x9c87a1065994f156f0b7b87aaa8b3c5f7bd67e02,Base
154,ceb43856-9a4b-48c8-8560-e6744fbd2e3d,0x9C87A1065994f156f0B7b87AAa8B3c5F7BD67E02,Creator,Art NFTs,0x9c87a1065994f156f0b7b87aaa8b3c5f7bd67e02,Optimism
155,ceb43856-9a4b-48c8-8560-e6744fbd2e3d,0x9C87A1065994f156f0B7b87AAa8B3c5F7BD67E02,Creator,Art NFTs,0x9c87a1065994f156f0b7b87aaa8b3c5f7bd67e02,Zora
156,d3dd8330-b63b-4760-876b-ce7d9034b40e,0x6d1b0721A5564E0e6984aA74165979771ed00521,Creator,Art NFTs,0x6d1b0721a5564e0e6984aa74165979771ed00521,Base
157,d3dd8330-b63b-4760-876b-ce7d9034b40e,0x6d1b0721A5564E0e6984aA74165979771ed00521,Creator,Art NFTs,0x6d1b0721a5564e0e6984aa74165979771ed00521,Optimism
158,d3dd8330-b63b-4760-876b-ce7d9034b40e,0x6d1b0721A5564E0e6984aA74165979771ed00521,Creator,Art NFTs,0x6d1b0721a5564e0e6984aa74165979771ed00521,Zora
159,1e18dc4d-b5dc-4304-8c00-ae29ed5fcf9b,0x508dd44Ff3404e618D430D4562C3773B073a5Ccc,Creator,Art NFTs,0x508dd44ff3404e618d430d4562c3773b073a5ccc,Base
160,1e18dc4d-b5dc-4304-8c00-ae29ed5fcf9b,0x508dd44Ff3404e618D430D4562C3773B073a5Ccc,Creator,Art NFTs,0x508dd44ff3404e618d430d4562c3773b073a5ccc,Optimism
161,1e18dc4d-b5dc-4304-8c00-ae29ed5fcf9b,0x508dd44Ff3404e618D430D4562C3773B073a5Ccc,Creator,Art NFTs,0x508dd44ff3404e618d430d4562c3773b073a5ccc,Zora
162,21aaf79e-3e32-4c6c-aee5-ff5d04f65d81,0x6d1b0721A5564E0e6984aA74165979771ed00521,Creator,Art NFTs,0x6d1b0721a5564e0e6984aa74165979771ed00521,Base
163,21aaf79e-3e32-4c6c-aee5-ff5d04f65d81,0x6d1b0721A5564E0e6984aA74165979771ed00521,Creator,Art NFTs,0x6d1b0721a5564e0e6984aa74165979771ed00521,Optimism
164,21aaf79e-3e32-4c6c-aee5-ff5d04f65d81,0x6d1b0721A5564E0e6984aA74165979771ed00521,Creator,Art NFTs,0x6d1b0721a5564e0e6984aa74165979771ed00521,Zora
165,3e579fd8-a70c-4961-a351-c1884556a243,0xbEe1f7e369B3271088Ed58bF225DF13Cd96D32d5,Creator,Art NFTs,0xa49ddbd56b9b603b7b54f188bd472744e0dbebbf,Base
166,3e579fd8-a70c-4961-a351-c1884556a243,0xbEe1f7e369B3271088Ed58bF225DF13Cd96D32d5,Creator,Art NFTs,0xa49ddbd56b9b603b7b54f188bd472744e0dbebbf,Optimism
167,3e579fd8-a70c-4961-a351-c1884556a243,0xbEe1f7e369B3271088Ed58bF225DF13Cd96D32d5,Creator,Art NFTs,0xa49ddbd56b9b603b7b54f188bd472744e0dbebbf,Zora
168,b1f2d7de-3b37-4fa8-9c22-2d2e0f1147e1,0xd6b84A2dE711DA13A98466988d1bea18a427E8B5,Creator,Art NFTs,0xd6b84a2de711da13a98466988d1bea18a427e8b5,Base
169,b1f2d7de-3b37-4fa8-9c22-2d2e0f1147e1,0xd6b84A2dE711DA13A98466988d1bea18a427E8B5,Creator,Art NFTs,0xd6b84a2de711da13a98466988d1bea18a427e8b5,Optimism
170,b1f2d7de-3b37-4fa8-9c22-2d2e0f1147e1,0xd6b84A2dE711DA13A98466988d1bea18a427E8B5,Creator,Art NFTs,0xd6b84a2de711da13a98466988d1bea18a427e8b5,Zora
171,c148e420-3561-4bda-9ad1-d31d473ffc15,0xB3a47293793d061F9d6ED02C08C63fc0c7cEd52e,Creator,Art NFTs,0x063b597d2f281959c3218a49792f09558329cbda,Base
172,c148e420-3561-4bda-9ad1-d31d473ffc15,0xB3a47293793d061F9d6ED02C08C63fc0c7cEd52e,Creator,Art NFTs,0x063b597d2f281959c3218a49792f09558329cbda,Optimism
173,c148e420-3561-4bda-9ad1-d31d473ffc15,0xB3a47293793d061F9d6ED02C08C63fc0c7cEd52e,Creator,Art NFTs,0x063b597d2f281959c3218a49792f09558329cbda,Zora
174,accb98a3-5dc7-4697-b538-66507263618f,0x99bd730362bF96288E47Ae5736b52b48adc3A081,Creator,Art NFTs,0x99bd730362bf96288e47ae5736b52b48adc3a081,Base
175,accb98a3-5dc7-4697-b538-66507263618f,0x99bd730362bF96288E47Ae5736b52b48adc3A081,Creator,Art NFTs,0x99bd730362bf96288e47ae5736b52b48adc3a081,Optimism
176,accb98a3-5dc7-4697-b538-66507263618f,0x99bd730362bF96288E47Ae5736b52b48adc3A081,Creator,Art NFTs,0x99bd730362bf96288e47ae5736b52b48adc3a081,Zora
177,7528bd62-8e2b-42f1-afbf-f7c922b63390,0xCEEd9585854F12F81A0103861b83b995A64AD915,Creator,Channels,0x96be08fd17922c525cb6c66f872d1e44f0d07f16,Base
178,7528bd62-8e2b-42f1-afbf-f7c922b63390,0xCEEd9585854F12F81A0103861b83b995A64AD915,Creator,Channels,0x96be08fd17922c525cb6c66f872d1e44f0d07f16,Optimism
179,7528bd62-8e2b-42f1-afbf-f7c922b63390,0xCEEd9585854F12F81A0103861b83b995A64AD915,Creator,Channels,0x96be08fd17922c525cb6c66f872d1e44f0d07f16,Zora
180,fb07ceb3-64e3-4c7a-b6d3-79ba2e6e3cd9,0x265985d0a57A4339509cd785f854668055924AF5,Creator,Art NFTs,0xf3f71b3c0932880f333c6bf7be4ff18815be1e40,Base
181,fb07ceb3-64e3-4c7a-b6d3-79ba2e6e3cd9,0x265985d0a57A4339509cd785f854668055924AF5,Creator,Art NFTs,0xf3f71b3c0932880f333c6bf7be4ff18815be1e40,Optimism
182,fb07ceb3-64e3-4c7a-b6d3-79ba2e6e3cd9,0x265985d0a57A4339509cd785f854668055924AF5,Creator,Art NFTs,0xf3f71b3c0932880f333c6bf7be4ff18815be1e40,Zora
183,8de5b2db-5a24-44c4-bc50-cc0b8a909a71,0x2eA49C863BE976ee9c10CB8EF382757E48F0b9e5,Creator,Art NFTs,0x2ea49c863be976ee9c10cb8ef382757e48f0b9e5,Base
184,8de5b2db-5a24-44c4-bc50-cc0b8a909a71,0x2eA49C863BE976ee9c10CB8EF382757E48F0b9e5,Creator,Art NFTs,0x2ea49c863be976ee9c10cb8ef382757e48f0b9e5,Optimism
185,8de5b2db-5a24-44c4-bc50-cc0b8a909a71,0x2eA49C863BE976ee9c10CB8EF382757E48F0b9e5,Creator,Art NFTs,0x2ea49c863be976ee9c10cb8ef382757e48f0b9e5,Zora
186,87b21a37-82ea-4ae1-8a8d-08656c357385,0x8bF0091F5166B5C0bdEeB7d769a8C8AA85176B9a,Creator,Art NFTs,0x4ae4882e88e2e6f06e243a2ff65899cb9d3fadda,Base
187,87b21a37-82ea-4ae1-8a8d-08656c357385,0x8bF0091F5166B5C0bdEeB7d769a8C8AA85176B9a,Creator,Art NFTs,0x4ae4882e88e2e6f06e243a2ff65899cb9d3fadda,Optimism
188,87b21a37-82ea-4ae1-8a8d-08656c357385,0x8bF0091F5166B5C0bdEeB7d769a8C8AA85176B9a,Creator,Art NFTs,0x4ae4882e88e2e6f06e243a2ff65899cb9d3fadda,Zora
189,c48e4018-68d0-4689-b903-4a9a408e4b49,0xC793eE64E6Ac6239C527fd041a78A8FCaa245e4f,Creator,Art NFTs,0xc793ee64e6ac6239c527fd041a78a8fcaa245e4f,Base
190,c48e4018-68d0-4689-b903-4a9a408e4b49,0xC793eE64E6Ac6239C527fd041a78A8FCaa245e4f,Creator,Art NFTs,0xc793ee64e6ac6239c527fd041a78a8fcaa245e4f,Optimism
191,c48e4018-68d0-4689-b903-4a9a408e4b49,0xC793eE64E6Ac6239C527fd041a78A8FCaa245e4f,Creator,Art NFTs,0xc793ee64e6ac6239c527fd041a78a8fcaa245e4f,Zora
192,d9781ab8-874c-4b09-942e-13ed62e49984,0x589A4d21780B2ecF0cfd9BC5Faa9b5FCa88D7A54,Creator,Art NFTs,0x589a4d21780b2ecf0cfd9bc5faa9b5fca88d7a54,Base
193,d9781ab8-874c-4b09-942e-13ed62e49984,0x589A4d21780B2ecF0cfd9BC5Faa9b5FCa88D7A54,Creator,Art NFTs,0x589a4d21780b2ecf0cfd9bc5faa9b5fca88d7a54,Optimism
194,d9781ab8-874c-4b09-942e-13ed62e49984,0x589A4d21780B2ecF0cfd9BC5Faa9b5FCa88D7A54,Creator,Art NFTs,0x589a4d21780b2ecf0cfd9bc5faa9b5fca88d7a54,Zora
195,9970dbf4-7ac3-4302-9765-0e5f9825d91b,0x7E5283035e728073E8ED1cB1d26490A7dAeA3766,Creator,Channels,0xb2d39905d4acec5e4b759c15b5d4a302b99af5ef,Base
196,9970dbf4-7ac3-4302-9765-0e5f9825d91b,0x7E5283035e728073E8ED1cB1d26490A7dAeA3766,Creator,Channels,0xb2d39905d4acec5e4b759c15b5d4a302b99af5ef,Optimism
197,9970dbf4-7ac3-4302-9765-0e5f9825d91b,0x7E5283035e728073E8ED1cB1d26490A7dAeA3766,Creator,Channels,0xb2d39905d4acec5e4b759c15b5d4a302b99af5ef,Zora
198,3c6f92c8-d7d6-4adf-a438-cca0a5959bba,0x0F23189b256939996dEc01766F6b2E581AFb5bB3,Creator,Other Media NFTs,0x664f5784fcf72ce34e96c5c419bcaa7976703752,Base
199,3c6f92c8-d7d6-4adf-a438-cca0a5959bba,0x0F23189b256939996dEc01766F6b2E581AFb5bB3,Creator,Other Media NFTs,0x664f5784fcf72ce34e96c5c419bcaa7976703752,Optimism
200,3c6f92c8-d7d6-4adf-a438-cca0a5959bba,0x0F23189b256939996dEc01766F6b2E581AFb5bB3,Creator,Other Media NFTs,0x664f5784fcf72ce34e96c5c419bcaa7976703752,Zora
201,9c812967-de4a-42e0-be53-5b684ca7fa2c,0x45165da1Cb4E338147fB507B9d00BA4F9DCc1706,Creator,Art NFTs,0xcc8a6399eac8f65bd21263a234c371a711045474,Base
202,9c812967-de4a-42e0-be53-5b684ca7fa2c,0x45165da1Cb4E338147fB507B9d00BA4F9DCc1706,Creator,Art NFTs,0xcc8a6399eac8f65bd21263a234c371a711045474,Optimism
203,9c812967-de4a-42e0-be53-5b684ca7fa2c,0x45165da1Cb4E338147fB507B9d00BA4F9DCc1706,Creator,Art NFTs,0xcc8a6399eac8f65bd21263a234c371a711045474,Zora
204,bc70deb4-b73f-4f92-8f9b-40eb25f7c85f,0xae0768E5Ee2d5F140802f998C7293E2fF00297B2,Creator,Other Media NFTs,0x47cee63b7cad5583171afe378c75e36d9d46c90c,Base
205,bc70deb4-b73f-4f92-8f9b-40eb25f7c85f,0xae0768E5Ee2d5F140802f998C7293E2fF00297B2,Creator,Other Media NFTs,0x47cee63b7cad5583171afe378c75e36d9d46c90c,Optimism
206,bc70deb4-b73f-4f92-8f9b-40eb25f7c85f,0xae0768E5Ee2d5F140802f998C7293E2fF00297B2,Creator,Other Media NFTs,0x47cee63b7cad5583171afe378c75e36d9d46c90c,Zora
207,57d3fbef-b17c-410b-9a09-5660fa0412e8,0x45052B2C15D9BFC3E64ADf9D2F0fc28fD0e6cE71,Creator,Art NFTs,0x1bae19af613bd5db94baf043d5817e16a53a4c33,Base
208,57d3fbef-b17c-410b-9a09-5660fa0412e8,0x45052B2C15D9BFC3E64ADf9D2F0fc28fD0e6cE71,Creator,Art NFTs,0x1bae19af613bd5db94baf043d5817e16a53a4c33,Optimism
209,57d3fbef-b17c-410b-9a09-5660fa0412e8,0x45052B2C15D9BFC3E64ADf9D2F0fc28fD0e6cE71,Creator,Art NFTs,0x1bae19af613bd5db94baf043d5817e16a53a4c33,Zora
210,a974f9c4-7ac4-4902-8cd2-2b16379806a2,0x1198B8935fF1A7f981f09560b12707409Db431f0,Creator,Art NFTs,0xdf69a725e9c43aff53c12bce5c923b669d2f814b,Base
211,a974f9c4-7ac4-4902-8cd2-2b16379806a2,0x1198B8935fF1A7f981f09560b12707409Db431f0,Creator,Art NFTs,0xdf69a725e9c43aff53c12bce5c923b669d2f814b,Optimism
212,a974f9c4-7ac4-4902-8cd2-2b16379806a2,0x1198B8935fF1A7f981f09560b12707409Db431f0,Creator,Art NFTs,0xdf69a725e9c43aff53c12bce5c923b669d2f814b,Zora
213,b11ba29e-cfdf-4aeb-8bd1-f93fe163e505,0xE3abbbAaE7809E8352D554c742fde7f5f9D41DC4,Creator,Art NFTs,0xe06383ece7b8bbb6c3f65a95fc2b6450e9077a6c,Base
214,b11ba29e-cfdf-4aeb-8bd1-f93fe163e505,0xE3abbbAaE7809E8352D554c742fde7f5f9D41DC4,Creator,Art NFTs,0xe06383ece7b8bbb6c3f65a95fc2b6450e9077a6c,Optimism
215,b11ba29e-cfdf-4aeb-8bd1-f93fe163e505,0xE3abbbAaE7809E8352D554c742fde7f5f9D41DC4,Creator,Art NFTs,0xe06383ece7b8bbb6c3f65a95fc2b6450e9077a6c,Zora
216,5cd966ac-44ad-4688-ab63-eef9c2a9a587,0x1609f039A96ce10756f5C6D403a80400DC081a02,Creator,Other Media NFTs,0x1609f039a96ce10756f5c6d403a80400dc081a02,Base
217,5cd966ac-44ad-4688-ab63-eef9c2a9a587,0x1609f039A96ce10756f5C6D403a80400DC081a02,Creator,Other Media NFTs,0x1609f039a96ce10756f5c6d403a80400dc081a02,Optimism
218,5cd966ac-44ad-4688-ab63-eef9c2a9a587,0x1609f039A96ce10756f5C6D403a80400DC081a02,Creator,Other Media NFTs,0x1609f039a96ce10756f5c6d403a80400dc081a02,Zora
219,90bd6d32-e6a5-4339-9c97-5eccfd6d350c,0x675D882d6CDcDd8b2eAEA95F21Fbfc6916aF89f8,Creator,Art NFTs,0x675d882d6cdcdd8b2eaea95f21fbfc6916af89f8,Base
220,90bd6d32-e6a5-4339-9c97-5eccfd6d350c,0x675D882d6CDcDd8b2eAEA95F21Fbfc6916aF89f8,Creator,Art NFTs,0x675d882d6cdcdd8b2eaea95f21fbfc6916af89f8,Optimism
221,90bd6d32-e6a5-4339-9c97-5eccfd6d350c,0x675D882d6CDcDd8b2eAEA95F21Fbfc6916aF89f8,Creator,Art NFTs,0x675d882d6cdcdd8b2eaea95f21fbfc6916af89f8,Zora
222,ccd139de-e7b6-4f9c-8058-b46b9e34bb23,0x212fC47e707eD36409154ebf8bCfd2aA0E26517B,Creator,Art NFTs,0xbe7bfad8952ae92abb8779aa4d6826839e82fa3d,Base
223,ccd139de-e7b6-4f9c-8058-b46b9e34bb23,0x212fC47e707eD36409154ebf8bCfd2aA0E26517B,Creator,Art NFTs,0xbe7bfad8952ae92abb8779aa4d6826839e82fa3d,Optimism
224,ccd139de-e7b6-4f9c-8058-b46b9e34bb23,0x212fC47e707eD36409154ebf8bCfd2aA0E26517B,Creator,Art NFTs,0xbe7bfad8952ae92abb8779aa4d6826839e82fa3d,Zora
225,a50712c4-9aa0-4db6-92d7-448f897e9651,0x3Bb967f53afA4502000Ab0C773a233D789760a08,Creator,Art NFTs,0xe3d88025dff1e334e1a9ac1fc56a8067038aacf5,Base
226,a50712c4-9aa0-4db6-92d7-448f897e9651,0x3Bb967f53afA4502000Ab0C773a233D789760a08,Creator,Art NFTs,0xe3d88025dff1e334e1a9ac1fc56a8067038aacf5,Optimism
227,a50712c4-9aa0-4db6-92d7-448f897e9651,0x3Bb967f53afA4502000Ab0C773a233D789760a08,Creator,Art NFTs,0xe3d88025dff1e334e1a9ac1fc56a8067038aacf5,Zora
228,acbd3ec6-ca82-4ac1-8142-b7137bc8b319,0xE4427defBaA51FB3A4a0c31ED9929b878664BF73,Creator,Art NFTs,0xe4427defbaa51fb3a4a0c31ed9929b878664bf73,Base
229,acbd3ec6-ca82-4ac1-8142-b7137bc8b319,0xE4427defBaA51FB3A4a0c31ED9929b878664BF73,Creator,Art NFTs,0xe4427defbaa51fb3a4a0c31ed9929b878664bf73,Optimism
230,acbd3ec6-ca82-4ac1-8142-b7137bc8b319,0xE4427defBaA51FB3A4a0c31ED9929b878664BF73,Creator,Art NFTs,0xe4427defbaa51fb3a4a0c31ed9929b878664bf73,Zora
231,c9994c68-2b6d-46f3-8149-a6725a23148f,0xd35D60B1746cAEc2289c892EAC7351D66d63455B,Creator,Other Media NFTs,0x4da2d658ec798af7e723069dedeea27bc7f8ba52,Base
232,c9994c68-2b6d-46f3-8149-a6725a23148f,0xd35D60B1746cAEc2289c892EAC7351D66d63455B,Creator,Other Media NFTs,0x4da2d658ec798af7e723069dedeea27bc7f8ba52,Optimism
233,c9994c68-2b6d-46f3-8149-a6725a23148f,0xd35D60B1746cAEc2289c892EAC7351D66d63455B,Creator,Other Media NFTs,0x4da2d658ec798af7e723069dedeea27bc7f8ba52,Zora
234,21e6df3a-d043-443e-9528-54479620c0a5,0xD3028b4D448C88a31Ae5A11Cb35d0426763727fe,Creator,Art NFTs,0xd3028b4d448c88a31ae5a11cb35d0426763727fe,Base
235,21e6df3a-d043-443e-9528-54479620c0a5,0xD3028b4D448C88a31Ae5A11Cb35d0426763727fe,Creator,Art NFTs,0xd3028b4d448c88a31ae5a11cb35d0426763727fe,Optimism
236,21e6df3a-d043-443e-9528-54479620c0a5,0xD3028b4D448C88a31Ae5A11Cb35d0426763727fe,Creator,Art NFTs,0xd3028b4d448c88a31ae5a11cb35d0426763727fe,Zora
237,460dc781-d353-46da-8fd4-197ccebced6d,0xD6C09962E907428112069273d5C0dc861e7B1C57,Creator,Art NFTs,0xd6c09962e907428112069273d5c0dc861e7b1c57,Base
238,460dc781-d353-46da-8fd4-197ccebced6d,0xD6C09962E907428112069273d5C0dc861e7B1C57,Creator,Art NFTs,0xd6c09962e907428112069273d5c0dc861e7b1c57,Optimism
239,460dc781-d353-46da-8fd4-197ccebced6d,0xD6C09962E907428112069273d5C0dc861e7B1C57,Creator,Art NFTs,0xd6c09962e907428112069273d5c0dc861e7b1c57,Zora
240,67ffa063-a16a-4fd0-81c0-699138086a52,0xF8C80Ebf80Ff0C17bdfBc08A91e64a890aAE8e3c,Creator,Art NFTs,0xf8c80ebf80ff0c17bdfbc08a91e64a890aae8e3c,Base
241,67ffa063-a16a-4fd0-81c0-699138086a52,0xF8C80Ebf80Ff0C17bdfBc08A91e64a890aAE8e3c,Creator,Art NFTs,0xf8c80ebf80ff0c17bdfbc08a91e64a890aae8e3c,Optimism
242,67ffa063-a16a-4fd0-81c0-699138086a52,0xF8C80Ebf80Ff0C17bdfBc08A91e64a890aAE8e3c,Creator,Art NFTs,0xf8c80ebf80ff0c17bdfbc08a91e64a890aae8e3c,Zora
243,da46d436-1926-4eca-9174-a4d27e02df0b,0xf3c0f24ECA4b1c02117711c7945Ce1FBb19c0940,Creator,Channels,0xf3c0f24eca4b1c02117711c7945ce1fbb19c0940,Base
244,da46d436-1926-4eca-9174-a4d27e02df0b,0xf3c0f24ECA4b1c02117711c7945Ce1FBb19c0940,Creator,Channels,0xf3c0f24eca4b1c02117711c7945ce1fbb19c0940,Optimism
245,da46d436-1926-4eca-9174-a4d27e02df0b,0xf3c0f24ECA4b1c02117711c7945Ce1FBb19c0940,Creator,Channels,0xf3c0f24eca4b1c02117711c7945ce1fbb19c0940,Zora
