uuid,recipient,project_type,category,address,chain,contract_type
78b87055-ab6e-4fea-8808-d78eaadc2d3f,0xB1dD2Fdb023cB54b7cc2a0f5D9e8d47a9F7723ce,App,DEX,0x4e74d4db6c0726ccded4656d0bce448876bb4c7a,Base,token_contract
8e44e5b4-87ae-4d63-96eb-b0849eb394ad,0xB1dD2Fdb023cB54b7cc2a0f5D9e8d47a9F7723ce,App,DEX,0x548f93779fbc992010c07467cbaf329dd5f059b7,Base,token_contract
954f07a8-715d-415f-a211-0602eaeac7d2,0xB1dD2Fdb023cB54b7cc2a0f5D9e8d47a9F7723ce,App,DEX,0x6d63921d8203044f6abad8f346d3aea9a2719ddd,Base,dapp_contract
fb221b04-388b-4bb2-be7b-fc95dfc13e51,0xB1dD2Fdb023cB54b7cc2a0f5D9e8d47a9F7723ce,App,DEX,0x6456039168d3fe3bc5fcd9e46f3b716c1abd4ff4,Base,dapp_contract
1edae47f-c33a-43a3-8a8a-b9162a565560,0x094d9F5eB1198ebe30F94841509a77a165f16ab4,Other Application,Other Category,0x9d190f733c863dd50be3a12c4b5185a734e8589a,Optimism,unknown
22a0a8ea-0acf-4669-9d8d-d0cfa10e1104,0x16420FC422F1Ae747Cc6BbC7075C466efBA07b4d,App,Meme Community,0x35706dfbe28425dc831af3517b41b176e009cd0d,Base,trace_contract
0674ed13-3026-4dad-9565-b522a40c8eff,0x9D63038e7f74bc089eb38e61Be8Da937918900D6,App,Art NFTs,0x28e43bb3ee202e1da587c88b0a8398309e8d4c2d,Optimism,dapp_contract
b6dff2cb-33fa-449a-8434-6ef6ea5624c6,0x0c9E725902f2eeEC063c16d253F38684E3192001,App,Gaming,0x70737489dfdf1a29b7584d40500d3561bd4fe196,Base,token_contract
74068a98-86e1-412c-8e44-c3602d55b284,0x974dD3B4e5E00BC3117Fbba15E521B6B5aFC151C,App,DEX,0x26a54955a5fb9472d3edfeac9b8e4c0ab5779ed3,Base,dapp_contract
9833b9ba-50c0-4119-a480-1815f0b8fd3f,0xC925bD0E839E8e22A7DDEbe7f4C21b187deeC358,App,Community & Curation,0x3c281a39944a2319aa653d81cfd93ca10983d234,Base,token_contract
7f2d11e3-2b97-4e36-b732-ac349ed2f1c7,0x9dE1C45449258a21B51fe69eB6cef1Fd71E459a4,App,Donations,0xc1b6844d5134c8e550043f01ffbf49ca66efc77f,Base,token_contract
7c031575-b308-4dd8-901d-70dd45c9a29f,0x0cE9e1336158d6600C11DA0610A3282b82817834,App,Art Marketplace,0xd19fd90fd1e0e0e4399d341deaefe18de5565bfd,Optimism,unknown
ed6040e7-515a-436e-ab8b-869011a58f00,0x0cE9e1336158d6600C11DA0610A3282b82817834,App,Art Marketplace,0xa999dc0749657e77ac3216d8fa6be16874f8e50c,Base,unknown
77e31db9-a73e-4aad-a8eb-694bd5c0ae54,0xf40eD759BF4C05DF1Af180FE27d470E52D7ca611,App,Gaming,0xb75ff8958891ccf264dab717ccd9722acc939f0d,Base,trace_contract
2501e7cb-57f8-4e70-ac38-bcf8efdeae08,0xa6BeE3f99eE2b70672A34A983AF0bBF79C028CD9,App,Gaming,0x8f9c456c928a33a3859fa283fb57b23c908fe843,Base,trace_contract
3838464c-4733-491d-8c02-6c4cad6d53b1,0xa6BeE3f99eE2b70672A34A983AF0bBF79C028CD9,App,Gaming,0x10a77395a07917c5eb71feeb86696b7612f9730f,Base,dapp_contract
60263648-dc1a-4778-85a6-66d6ba111304,0xf40eD759BF4C05DF1Af180FE27d470E52D7ca611,App,Gaming,0xa27aaf29f94c40589e7fb523c96b5e03311dff4f,Base,unknown
1e90433c-90da-444b-a9c0-7f2a50caf423,0x265985d0a57A4339509cd785f854668055924AF5,App,Other Media NFTs,0xe0fe6dd851187c62a79d00a211953fe3b5cec7fe,Base,dapp_contract
e54a93fb-ec4c-482f-9765-e67d7b84bf87,0xFf0A5E35E2400d7f0610d8Ae2Eda108366C9a5C2,App,Other Category,0x35b107de530d75d730bda32ffe7d72a1be41474b,SwanChain,pending_swanchain
5f081f0e-9834-449a-b748-fa86bcfd08c7,0x75F2Ef654919CA7fd03E73BfDF60b9460e5cDE8D,App,Other Category,0x2c1ef27186ae0d306c195b40c8907eef7586f388,Mode,dapp_contract
649e921b-3f19-4a5a-8d8e-6a42508c2741,0x357843d6d1ECE85ABA4032EfA31a2e813F519261,App,Gaming,0x224b2491f28f4a6bde6b515b2371136fe38f5ba2,Base,dapp_contract
9ebf0214-b40d-4310-83ed-acc1f7b2d456,0xcFF7542c8D9B260f0E4D96d3a330b1B42018BAeF,Other Application,Gaming,0x0feea4e2ddaca247c0b81f69139b34e276aff966,Base,trace_contract
aa0baef9-7dda-4cf5-a235-b2a8265a0ce2,0xb6A2Db1a7bE6d7C41f397f49dfB258468580f33E,App,Gaming,0xe84ccdd7bc243a021df06a2062785d933c0ca274,Kroma,pending_kroma
cb6ef65c-3136-4af7-9be1-c993d8789376,0x08D816526BdC9d077DD685Bd9FA49F58A5Ab8e48,App,Art NFTs,0x5d594f484fd286e77363ef5c1deac44d255b5484,Base,dapp_contract
96eacee2-22ed-498e-9423-3ed4a545c1b1,0x5D06A3EDC921B5F69bE1D21b66A5160C3b5e2856,App,Bridges,0xb50ac92d6d8748ac42721c25a3e2c84637385a6b,Mint,pending_mint
c34b5ac9-9ccc-44ea-81a7-86b2971dce51,0xb4D0E8Be45395E72e9C1aF25f59d854bc7Dc5B48,App,Art Marketplace,0x7990414a50e306972b54f7d1c8a58fb1da4315c3,Mint,pending_mint
724e08e7-f5dd-4dcd-bb4f-cf50045c4d53,0x512b55b00d744fC2eDB8474f223a7498c3e5a7ce,Other Application,Other Media NFTs,0xb791556273b26389bcb4865db028898f125e4319,Base,dapp_contract
1f2e7de2-fd5e-4df9-ba8c-f37e1bec64fd,0xcb8515FD5A82e9aCf0c4A96959504ffcAB891B97,App,DEX,0xb27a14fa98608a95d81c22023f09648f2cb714c2,Optimism,trace_contract
10d1b5dc-de39-4529-a9d8-d08517d87c8c,0x0000000000000000000000000000000000000000,App,Other Media NFTs,0x80f1483f117c8eb82748f707d4447fad30086d30,Base,dapp_contract
1986d0d8-3cfc-4685-899e-909464944ae5,0xc446b8Dee9721C1E28A2Cd2E010bcAd7e3BC5909,App,Gaming,0x3abb25038da5a6ee9f524cc16c7f7ec68db7eb3b,Base,factory_contract
7ffac1e8-4d34-4e95-b9a6-5bbe40ac81ff,0xc446b8Dee9721C1E28A2Cd2E010bcAd7e3BC5909,App,Gaming,0x3abb25038da5a6ee9f524cc16c7f7ec68db7eb3b,Base,factory_contract
dcb7fb46-54dd-4887-954f-53c69f819f8e,0xF05b5f04B7a77Ca549C0dE06beaF257f40C66FDB,App,Payments,0xf9d643f5645c6140b8eeb7ef42878b71ebfee40b,Base,factory_contract
ad7d7772-20a5-4786-b34a-3df2cdbe2ff3,0x99Fc221482ca78664d0288FfC6531cb6dfEB0c5a,App,Gaming,0xafa0c0a5a706538c40031224b89d9a5ac6004c65,Base,dapp_contract
d92e0972-0341-4f98-be52-a8735c28b725,0xF7aa6f14f78a7Db6Deaa964bCdB20F492A81f9C0,Other Application,Gaming,0x962847b239b1103d4c8b4eb67bc663ac32a6aeb7,Redstone,pending_redstone
78f0eac0-c56e-489c-a4e3-9c700ccf4ce8,0x022541dF816F50CfC6ce60c9de80619F44f7CeF1,App,Frames,0x79e2b756f9c4c12bd8f80c0aeeb7b954e52ff23c,Base,dapp_contract
cc01681b-a6c3-45be-9230-d15eed63406a,0xe2665C6b02ea68e0Cf3eF1a74B88155EF10243a0,Other Application,Other Category,0x9839c0f5715bda074af1c6802cb9d157169c18d5,Optimism,unknown
6a11ad77-d1d4-47ce-ba2f-d89cf853fd00,0x9ff6d5452a0847949683F97E868d706254a05007,App,DEX,0xd056c0eee354b24fe7c5d4ee762c4d7574badac1,Base,trace_contract
95769850-e99b-4e7f-9aea-734c28df9401,0xfBeB914c3C9B7a193C92De130A18716097478332,Other Application,Other Category,0xe31e85cbef95aec9bd7c056ec52da7a437b9d6fa,Optimism,unknown
c6bad58d-bae9-443d-baa4-40f2548a7e3c,0xBc57373c9B99524f6300664e2602A0427A9ec0db,App,Frames,0x66009decff7db78480bec8a87e042a7eb4bfd23b,Base,dapp_contract
6d5a0660-c0c9-4936-8621-406289645d2b,0x2462B983E444B317C999b85CE3BBa79840D36F76,App,Identity,0x465ea4967479a96d4490d575b5a6cc2b4a4bee65,Base,trace_contract
3ef45361-b5be-4fea-9ca7-841ca479a89f,0x4A29c8fF7D6669618580A68dc691565B07b19e25,App,Real World Assets,0xe3c332a5dce0e1d9bc2cc72a68437790570c28a4,Optimism,token_contract
a8d87029-6393-4e7b-9b48-1c0e2beb4c06,0x4cEa25e9c999E69F45765539783D149024f99F12,App,DEX,0xeb8d770ec18db98db922e9d83260a585b9f0dead,Optimism,unknown
e1020776-ad77-4f46-9736-180038ff0896,0x5083602Bc796Ff1435769a4C66AFD482a4e6E08A,App,DEX,0x49afe3abcf66cf09fab86cb1139d8811c8afe56f,Base,trace_contract
3df2cd3b-06f9-42d3-8a5f-a8e5b377a127,0x5083602Bc796Ff1435769a4C66AFD482a4e6E08A,App,DEX,0x5e61a079a178f0e5784107a4963baae0c5a680c6,Optimism,trace_contract
d9a17633-b5fc-47c8-a00f-6a0b89dadd67,0x330875BED67074B0c261Ec147Ab535806E21EE2D,Other Application,Meme Community,0x6921b130d297cc43754afba22e5eac0fbf8db75b,Base,token_contract
7184f549-29f4-47c2-bdef-d5c6d569f678,0xFE35e15bE885750D9b2363cbB6aBDd57AC9C4c40,App,Gaming,0xdc50bffdc67d3657e45aa9fe0d3d426d16b33ae7,Base,dapp_contract
d43a073e-a744-43a7-804c-3e1c402c2c9a,0x8d17B248525EDB99cc36c4D458871aDC8B025cD0,App,Identity,0xcb1e86b32cf0b7f5949e829716408f6d6ab373fe,Base,dapp_contract
da1a427e-de53-42d2-a8e1-92cc90c01a91,0x0000000000000000000000000000000000000000,App,Meme Community,0x5180621a9ada1c084d55a624d635150a5c59496b,Base,trace_contract
700f7d42-49f5-4a42-a75c-09fae7f20a6b,0xbB08A11275989a00b0bFbEE807dfb5e18AA3d19B,App,Gaming,0x7580f82c279401f4d1f49fdae63396f306c4e859,Kroma,pending_kroma
ddbf8816-6804-4541-8e2a-1b99cd1a4d5a,0xbB08A11275989a00b0bFbEE807dfb5e18AA3d19B,App,Gaming,0x2be665ab9b4507278b0965332a4d0907f7cffdc2,Base,dapp_contract
7f55e01c-0242-4272-9d30-6c7109a1504e,0x0000000000000000000000000000000000000000,App,DEX,0x46abb88ae1f2a35ea559925d99fdc5441b592687,Base,dapp_contract
e76e956b-4d97-4568-ab35-3f2753f37969,0xB03E094e643a50E145E804b35787C28292E6Afe4,App,Community & Curation,0x4200000000000000000000000000000000000021,Optimism,invalid_contract
278bd0d9-4887-44bb-bbdd-37f88a5f0e6b,0x091Ce12B4592f1b434e597374BF6F054904F200A,App,DEX,0x948c634086661bda90cd15246ea4fe98b03530a2,Optimism,dapp_contract
3b2e3fce-6673-4e1d-8b7d-83431ad27ee6,0x091Ce12B4592f1b434e597374BF6F054904F200A,App,DEX,0x026968b5ced079eccd6cc78f35a5dfddc13f9af8,Optimism,dapp_contract
3bbe2463-0d9b-4d12-bf59-1eaab405e941,0x091Ce12B4592f1b434e597374BF6F054904F200A,App,DEX,0x7101f6810ee5af89bc669aff7684e3f3bf30d568,Optimism,dapp_contract
4c5edadc-00b0-4063-a62c-fc768c164921,0x091Ce12B4592f1b434e597374BF6F054904F200A,App,DEX,0xa3afba1b88eab52db731ad1cf618ce5254b2592b,Optimism,dapp_contract
578a22eb-31d1-47d4-90fe-516b380b588a,0x091Ce12B4592f1b434e597374BF6F054904F200A,App,DEX,0x459b604d9528a7de94d6bd2e1dc06907682ff6d6,Optimism,trace_contract
643b9cf2-c91b-4b10-9efc-3afa8beec654,0x091Ce12B4592f1b434e597374BF6F054904F200A,App,DEX,0x1dc046482737c267bc597a24cbb8404ccdc61705,Optimism,dapp_contract
8280bdf5-79bf-4d5e-88c0-2ab18741e0f9,0x091Ce12B4592f1b434e597374BF6F054904F200A,App,DEX,0x5fb24bd9538e857bb65053f2623adeaeb6fca907,Optimism,dapp_contract
8e56e88c-f02d-48cd-8208-9ebef2287d21,0x091Ce12B4592f1b434e597374BF6F054904F200A,App,DEX,0x4b2f4f777e043b470dae9a1bea4874f4be13c2bf,Optimism,trace_contract
a8e6bf30-59cb-4b11-b938-8353effd846c,0x091Ce12B4592f1b434e597374BF6F054904F200A,App,DEX,0x1ee981c521f3c6cd520c0a30ef7a1d2910fdd057,Optimism,dapp_contract
baa4fa61-e1e8-4e5f-91a4-9fceb08796ff,0x091Ce12B4592f1b434e597374BF6F054904F200A,App,DEX,0x1ee981c521f3c6cd520c0a30ef7a1d2910fdd057,Optimism,dapp_contract
faf04b5f-abdb-463b-af10-138a6ca5d589,0xF40479CAd328803c418084f9E6f7407C2810c795,App,DEX,0xfecfbc1da8fb941c6838c470b8d4a10b3a16c10e,Base,unknown
d45949c7-7660-479f-86cb-62b87f2f39f8,0xDf9F3B69A9E2B57B05d4720798E2DBD28ABf8092,Other Application,Lending,0xf9bab58ec88a3d452215a9609f065b94f13816ba,Optimism,unknown
1c4bdd60-f869-4885-be1f-07c758a92898,0x0000000000000000000000000000000000000000,App,Lending,0xbb505c54d71e9e599cb8435b4f0ceec05fc71cbd,Base,dapp_contract
2042cf4f-a3dd-4f1c-946b-057cacfbda24,0x0000000000000000000000000000000000000000,App,Lending,0xf9cfb8a62f50e10adde5aa888b44cf01c5957055,Optimism,dapp_contract
68e080cb-967a-4311-9114-40a71e48d6bb,0x0000000000000000000000000000000000000000,App,Lending,0xf9cfb8a62f50e10adde5aa888b44cf01c5957055,Base,dapp_contract
ef5a836a-3133-4322-bcda-5878dfbdddc1,0x0000000000000000000000000000000000000000,App,Lending,0xbb505c54d71e9e599cb8435b4f0ceec05fc71cbd,Optimism,dapp_contract
95d8efac-7497-4efa-a583-ea86f705e50f,0x0000000000000000000000000000000000000000,App,Lending,0xe0bec4f45aef64cec9dcb9010d4beffb13e91466,Optimism,dapp_contract
9a1f2f0b-ab39-4563-b0f2-5feaef7d0903,0x0000000000000000000000000000000000000000,App,Gaming,0x6c61918eeccc306d35247338fdcf025af0f6120a,Base,unknown
f5576f9d-6149-49ad-b74a-dc82c8246b6c,0x662d5d79849113A5403Af776210307a7c82a5267,App,Community & Curation,0x57140d1c17d41b8d402f17e7ba2bd3772db9fa21,Base,unknown
2963e6a6-0d53-47b8-b239-f40182f7746c,0x997b0CcEd542b6d2A7e0Bae5649aFd9d0861CB4e,App,Community & Curation,0x8db531fe6bea7b474c7735879e9a1000e819bd1d,Optimism,dapp_contract
7456feaf-aa9b-432c-9918-822225685171,0xD17Fe282b5CD09f523340b8ef4AF311FE484a37D,Other Application,Community & Curation,0xd905fe646a553a1f81df0fc12fc9d988e3afeaa8,Base,unknown
8b32b54d-42e7-4b11-8e97-d2c95a160164,0x3363b291a21cC692A5e07C9C63E3DF45F135EFcd,App,Community & Curation,0xdd528829749d6a4656d84cddbdc65e7dc5b350a7,Base,dapp_contract
30e2ef09-65f0-49de-9f98-6625a67353e4,0xA5D224B43EAB837aa2Ee9C6Ed727f1613f301A5E,App,Gaming,0x3273674a8ad56810426828a205cd9840f5aa4c64,Base,dapp_contract
b85791b4-89d0-4eb5-89a6-a3e5f2e5e30c,0xB9e0caEA4304b4716f33Cbe08f2Cb6c34b5440cb,App,DEX,0x6d857e9d24a7566bb72a3fb0847a3e0e4e1c2879,Base,dapp_contract
0c01f116-4cbb-4123-90a7-b8067be7907a,0xC4FC57Dedd2463314A3fD2DBadB86B4404C257e5,App,Art Marketplace,0xb50875d250fca66775f7b6c2cc4e79cd8cbbba34,Optimism,dapp_contract
919641ca-f775-4c03-bf27-100fb0576295,0xC4FC57Dedd2463314A3fD2DBadB86B4404C257e5,App,Art Marketplace,0x18e32dd6e3562db03b8892c5bd51974f0d96376e,Base,dapp_contract
c02b5894-11b8-4f6f-8b40-fb5105b35ff6,0xC4FC57Dedd2463314A3fD2DBadB86B4404C257e5,App,Art Marketplace,0x88cf967c4dc62ebf8efe8d157571a11a7d2c40f4,Mode,unknown
74f31cd5-dcd5-4ae5-a481-a2b70b2d5200,0x1014f9499259988e35F1C45F6aE6Aa9FBA011E80,App,Art Marketplace,0x6e625892c739bfd960671db5544e260757480725,Base,dapp_contract
1c8d19aa-789f-4a52-a624-ee7bda2c885a,0x984195f93DB193EDB0023F321Fd1a4e2278c43f3,App,Betting & Prediction Markets,0x6b4819f78d886ef37d4f9972fd55b0302c947277,Base,dapp_contract
98dc9e5e-44d2-4c74-85fc-ea192fc2a251,0x3d4aaFbe86059d17C6263332c560f18C4F1Fec34,App,Airdrop,0x09350f89e2d7b6e96ba730783c2d76137b045fef,Base,dapp_contract
e7dd162f-b609-465a-a416-a6e4b836da2d,0x0000000000000000000000000000000000000000,App,Other Category,0x187a9763fcc7ecffa9bc50b0fe5bbae71cda7b59,Optimism,dapp_contract
b81130c1-7f80-46f2-a26e-dfa4fcc1ce7d,0x704CF202792341d79A9Fd6DD97046aa7eF3F4319,App,Frames,0x704cf202792341d79a9fd6dd97046aa7ef3f4319,Base,trace_contract
ecf60edd-bb88-415f-97b2-7c612897ebe0,0xD0BFb40F057322FF734a75CBE2F79b9E5C7E4cB3,Other Application,Donations,0x4f604735c1cf31399c6e711d5962b2b3e0225ad3,Optimism,token_contract
b7e11cb2-d643-4f5f-99ce-803f396b31a5,0x073f0DC58e9989C827bA5b7b35570B7315652e63,App,Meme Community,0x4ff77748e723f0d7b161f90b4bc505187226ed0d,Base,token_contract
12bacdd4-2eb0-485f-8c25-9380622e3234,0xA65eEf5D0566Ef2ED242d8719111e3116333278d,Other Application,Community & Curation,0x326f14942f8899406e3224bd63e9f250d275a52e,Base,dapp_contract
d12ccce1-4376-421c-989e-bc7c48d3fd13,0xF6bA9cFAA9EB5b3a23D8a837Bc326f2C297ae283,App,Payments,0x008e42e3c360946d94d25baa2d66b7f13fc5b75a,Base,trace_contract
56c0530e-aa91-46ae-9cae-66d17ebb639b,0xb854e45662770848f0809Ed0764dc1d226125a26,App,Gaming,0xc81c65fcd3727fd56d410756f298d587ae226b82,Base,unknown
1e96baa9-afe3-429c-a3e0-ce88fe2a3d1c,0x6d9fFaede2c6CD9bb48becE230ad589e0E0D981c,App,Community & Curation,0x00000000fc6c5f01fc30151999387bb99a9f489b,Optimism,trace_contract
f9538d16-5991-4972-b240-9a341c26bb87,0xA89946F00052Bc385B3121b45420316a7cE20E60,Other Application,Art NFTs,0x89b76460172f88a851fb17617f9dc3448646931a,Base,dapp_contract
a3bb33f3-4bdd-4eb7-942d-14a54fcfa318,0xb6f6Dce6000cA88cC936B450cEDB16a5c15f157f,App,Payments,0x90e1c94ca5e161acb420e59d8be5041db931c9dd,Base,unknown
320999ba-11c1-420f-bdfa-d86f53e2e0a9,0xF7032A9261BbB04b0E7b4d2bb3E8f96aCF825AE4,App,Lending,0x9ebcb025949ffb5a77ff6ccc142e0de649801697,Optimism,token_contract
3464991c-1190-4445-97c3-0ae78521592c,0x1426FBd146942e153653863cbe633780c17268DA,App,Art NFTs,0xb99e5534d42500eb1d5820fba3bb8416ccb76396,Mint,pending_mint
98d9efb2-6c5a-49fd-8d6c-8dc46441f29e,0x55A5705453Ee82c742274154136Fce8149597058,App,Other Category,0x8b62d610c83c42ea8a8fc10f80581d9b7701cd37,Base,unknown
d415ba93-8f6e-409a-bd9b-d310c6112dc8,0xcfBf34d385EA2d5Eb947063b67eA226dcDA3DC38,App,Art NFTs,0x4b130ef4051a35883e3b399b67d13b9bd4224798,Base,dapp_contract
de37c3d5-3a47-4653-8d62-08ce127b6e59,0x0000000000000000000000000000000000000000,App,Community & Curation,0x2f35fee68a69c17101adf4c416c2dd297e6d1cc9,Base,dapp_contract
62fc6280-e66f-4e03-a93f-c04f2b11f383,0x1395348Cb0E7b62E9DbaadA079B10A4E6AC26a8F,App,Lending,0xfb3323e24743caf4add0fdccfb268565c0685556,Mode,trace_contract
fdf7e73f-40be-436a-8744-41ade2834450,0x1395348Cb0E7b62E9DbaadA079B10A4E6AC26a8F,App,Lending,0xe1a3006be645a80f206311d9f18c866c204ba02f,Base,factory_contract
0faedca5-9e1f-48c5-817e-c21defb36379,0xDB15fcEa49836C09672DeBf8EF53FFe4400cE377,App,Lending,0xb702ce183b4e1faa574834715e5d4a6378d0eed3,Mode,dapp_contract
0a8c18b2-c54f-4334-b1cc-8b655f5b130f,0x0000000000000000000000000000000000000000,Other Application,Community & Curation,0x9fd22a17b4a96da3f83797d122172c450381fb88,Optimism,token_contract
ef16ccd0-57d9-4182-b843-5b9340da2b21,0xb1734CF72feD961b32C8c4de1a10eAEbd78A1E24,App,DEX,0xe88d5d3b7abe28ef7d80ed26d05d133a61c8f703,Optimism,unknown
3ea994a4-c20a-4849-8b72-5b0c33c12b73,0x6f1130E4b96C681e2721667DDfFcA99dD6824a2d,App,DEX,0xc02155946dd8c89d3d3238a6c8a64d04e2cd4500,Mode,factory_contract
a6dbd777-0437-4832-ad60-cf58d20cfdce,0x58f19e55058057B04feAe2EEA88F90B84b7714Eb,App,Frames,0x9d48005c15f7d79221de09fc9677c3b0f3bb81a3,Optimism,unknown
63ccc515-d1aa-4f68-b5a4-2177b10f81cc,0xee324c588ceF1BF1c1360883E4318834af66366d,App,Community & Curation,0x08b7ecfac2c5754abafb789c84f8fa37c9f088b0,Optimism,trace_contract
00df8f90-6f06-4b92-8ed9-13f3fbe8cbcf,0x6A08A2b9C30174506bF4922d0C580995136c762D,App,Gaming,0x1bf81236cacd7fd0c630fe0bb36e49cffda37b4c,Base,trace_contract
25ed3a90-eaff-43c3-b108-e4203e6b748b,0xEAF56cF68C38281252E49b460c5a66925991475B,App,Bridges,0x0000049f63ef0d60abe49fdd8bebfa5a68822222,Optimism,dapp_contract
670de93f-62ec-4b06-b88b-682b641c4e06,0xEAF56cF68C38281252E49b460c5a66925991475B,App,Bridges,0x0000049f63ef0d60abe49fdd8bebfa5a68822222,Base,dapp_contract
9eabb839-0400-443c-bc8f-9870d8ede259,0xEAF56cF68C38281252E49b460c5a66925991475B,App,Bridges,0x222228060e7efbb1d78bb5d454581910e3922222,Base,dapp_contract
afdbf54a-2292-4771-b8a5-8d6f2df3fe8d,0xEAF56cF68C38281252E49b460c5a66925991475B,App,Bridges,0x222228060e7efbb1d78bb5d454581910e3922222,Zora,trace_contract
ef1a8dd7-8708-4b0d-87a5-2560df048a80,0xEAF56cF68C38281252E49b460c5a66925991475B,App,Bridges,0x0000049f63ef0d60abe49fdd8bebfa5a68822222,Zora,dapp_contract
f62ec95e-b0ff-4aa6-a255-8b706700dc36,0xEAF56cF68C38281252E49b460c5a66925991475B,App,Bridges,0x222228060e7efbb1d78bb5d454581910e3922222,Optimism,dapp_contract
b549f7dd-8bec-465a-b88a-e85d82e5e11e,0xFf0A5E35E2400d7f0610d8Ae2Eda108366C9a5C2,App,Other Category,0xdde9e4456a7c822ce3b6452d29e52d9e477e5a0f,SwanChain,pending_swanchain
4de4462a-f27c-40ff-aeb6-01c2f1bbd3b0,0x667AEf1bf93f80eCd0Ea83283e79066839698337,Other Application,Lending,0x9ff826860689483181c5fac9628fd2f70275a700,Optimism,trace_contract
0a08cce6-1a54-40c0-930d-027277dd2205,0x0000000000000000000000000000000000000000,Other Application,Staking,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,Optimism,token_contract
7c519bb4-5e06-403d-92ff-e713860d2c8c,0x4fd9D0eE6D6564E80A9Ee00c0163fC952d0A45Ed,App,Other Category,0x0000000000756d3e6464f5efe7e413a0af1c7474,Optimism,factory_contract
4d172a4b-7c8e-40b6-84f6-475906c42d67,0x9A1d17c82b8FdD83aB3004bEd20C44d3b0131C0b,App,Airdrop,0xf17a42f18c3cf4e58d238e95dd60b4d148eeb47e,Base,token_contract
51ed6802-9581-4be5-bc0e-4226d93a0241,0xE46714C0A87E3A1e1E67C6B050b77DcE2614053e,App,DEX,0x816f722424b49cf1275cc86da9840fbd5a6167e9,Orderly,pending_orderly
e889e847-33a4-4363-a002-5770bc036123,0x35267Fa7083Eb6b22104c1bBB2d25ff402B7072A,App,Donations,0xded85d9e814c4c23d2632511d3be9ac4e49524b0,Base,factory_contract
edbc4be9-766a-4896-9589-3531b578ff5c,0x0000000000000000000000000000000000000000,App,Lending,0xda14fdd72345c4d2511357214c5b89a919768e59,Base,dapp_contract
e694b4c2-9394-4048-ab5d-d23c14c1cef8,0x0000000000000000000000000000000000000000,Other Application,Meme Community,0x17aabf6838a6303fc6e9c5a227dc1eb6d95c829a,Optimism,token_contract
d4836d83-ab33-40a4-8963-60a0c563b21e,0x234dC0C407228B56147c56e4a20b89aaEf6b676e,App,Community & Curation,0x3925f9820c312d968644f12ebd314c13558a7c05,Optimism,token_contract
76a5ab6c-a252-4c73-90c9-cff05b85a2b1,0x92caBFc81734bf827B037065076eF8C78AcBd12F,App,Other Category,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,Optimism,dapp_contract
76e7ae2e-7aa9-4d6b-832a-6a838772da18,0x37A6156e4a6E8B60b2415AF040546cF5e91699bd,App,Lending,0xe01df4ac1e1e57266900e62c37f12c986495a618,Optimism,dapp_contract
4c1fd2f8-1c08-4508-b17b-23cf65ba4d81,0x0000000000000000000000000000000000000000,App,Community & Curation,0xfe6af84f2fa6f2c24c7afb05337f7c2527dd2709,Base,dapp_contract
5627e5e6-0c0e-442e-ac20-2ba8fcf32091,0x0000000000000000000000000000000000000000,App,Frames,0x460f960dd50c2c4cbb633bf084a1cea1a602e807,Base,dapp_contract
88548564-6deb-42dc-bf2b-ba00ebdc2dda,0x980Cd99311f3b3264f5dfdCE33D204A8d6d492E4,Other Application,Other Category,0xc5a076cad94176c2996b32d8466be1ce757faa27,Base,trace_contract
d98895f4-1ab6-443f-8757-0788c1750bcc,0x0000000000000000000000000000000000000000,App,Community & Curation,0x12906892aaa384ad59f2c431867af6632c68100a,Mint,pending_mint
4673d610-235f-45c6-ab81-4c113b93a63b,0x0000000000000000000000000000000000000000,App,Art Marketplace,0x8a6f2c9601a635a6698809c4d62f3be172892d4d,Base,dapp_contract
eca9c362-f6db-42a6-b4bb-2240104e2af8,0xdBe66793535889268fb707993b636d6144962fF9,App,DEX,0x9f7bd1ce3412960524e86183b8f005271c09a5e0,Mint,pending_mint
6a9b53b5-c2b7-43ab-b9ee-fb8b828636da,0x0000000000000000000000000000000000000000,App,DEX,0x08400a262b4261cb1e0191bb843d0328e43d5852,Mode,unknown
dcc07c2b-30d8-4aec-86a0-1d492f09d61d,0x12A2455CCa45D8f6d9149F0e996260Ae49EDA8B4,Other Application,Airdrop,0x669fa5586e6508dfde75a1a7cde89f44d32d8a2a,Mode,dapp_contract
05590f4a-c3c7-4135-8217-7405ce448659,0x4ECfFE726461504516B6B0A93Ab1CE33793E878B,App,Lending,0xe66e3a37c3274ac24fe8590f7d84a2427194dc17,Base,token_contract
0ef95490-90d0-4931-9a0c-7bcd973f82a7,0x4ECfFE726461504516B6B0A93Ab1CE33793E878B,App,Lending,0xbb3b1ab66efb43b10923b87460c0106643b83f9d,Optimism,token_contract
155cfc51-23bb-468b-bb26-45dd6eac111b,0x4ECfFE726461504516B6B0A93Ab1CE33793E878B,App,Lending,0xb8051464c8c92209c92f3a4cd9c73746c4c3cfb3,Base,token_contract
15698120-3260-417b-8200-530bc0b32d71,0x4ECfFE726461504516B6B0A93Ab1CE33793E878B,App,Lending,0xb8051464c8c92209c92f3a4cd9c73746c4c3cfb3,Optimism,token_contract
