uuid,recipient,project_type,category,address,chain,contract_type
72d91704-0a5f-4ec7-9e6b-92d5d72df0bc,0x01133c3834a96aDd681a9C9Ad3b2f955968ed60F,App,Community & Curation,0x85ba183fb4c16d435b076dde459dafc8eff864d8,Optimism,trace_contract
bfaa1c75-7b03-4b76-bdbb-b8a2916bfab9,0x0000000000000000000000000000000000000000,App,Lending,0xda14fdd72345c4d2511357214c5b89a919768e59,Base,dapp_contract
df4b7415-d79b-4bdb-86f0-2ce0d2b86dc2,0x0000000000000000000000000000000000000000,App,Community & Curation,0xc0011bb70cc2f19208ef01f88dd16b43250c7f77,Base,trace_contract
fdceb040-c3e7-4096-a801-6c75adf400ed,0xA8F0048A0d1A04663Ca5010d0bEaC5BCAEeA0eef,App,Payments,0x42d41fe67832eaead51b75d61a132d16a86892f7,Base,unknown
8de485fb-2822-4eac-b6e1-a064604317d1,0x704CF202792341d79A9Fd6DD97046aa7eF3F4319,App,Channels,0x704cf202792341d79a9fd6dd97046aa7ef3f4319,Base,trace_contract
0592c036-8570-4c55-83bd-759ac99860ad,0xeAb4717efb29f91429dB6322F42Edc53C94F0941,App,Real World Assets,0xa96f577821933d127b491d0f91202405b0dbb1bd,Base,dapp_contract
0ca5ba62-a46f-4ae6-b070-c95df77a8c27,0xeAb4717efb29f91429dB6322F42Edc53C94F0941,App,Real World Assets,0x5ff292d70ba9cd9e7ccb313782811b3d7120535f,Base,dapp_contract
b19c03b3-1c99-44bd-af7b-ac398dd1bdee,0xeAb4717efb29f91429dB6322F42Edc53C94F0941,App,Real World Assets,0x83084cb182162473d6feffcd3aa48ba55a7b66f7,Base,token_contract
f037bbd9-1611-4f70-8c24-66a8de113c05,0xeAb4717efb29f91429dB6322F42Edc53C94F0941,App,Real World Assets,0xe9fb8c70af1b99f2baaa07aa926fcf3d237348dd,Base,trace_contract
fbb8d2a3-90a3-478a-ae7b-ee6c50cb024a,0xeAb4717efb29f91429dB6322F42Edc53C94F0941,App,Real World Assets,0x944766f715b51967e56afde5f0aa76ceacc9e7f9,Base,token_contract
ec433206-94a7-46b5-aefd-f2fe2901df93,0x6bAFF8A3449cc2E196F4b873f49e03E09345B1E1,App,Gaming,0x595ab9ace017d77960eeae61d29b3d44bcf53f17,Optimism,unknown
9a65dbec-2fb8-4889-9ef3-e1e2bbef14d4,0xAa66fC4433DFD254F05A720A8c8a2f1F2fbDCB58,App,Meme Community,0xa5f8daa537afeca842cdd39758744fd3155a26cb,Base,token_contract
0a111b32-b39c-4f9e-8e2c-52452c31016f,0x6a2E16EA3a608E8D697B3fc0f59d0012A76901e4,Other Application,DEX,0xba12222222228d8ba445958a75a0704d566bf2c8,Optimism,trace_contract
36037695-465b-46bf-8af8-917d96a2d176,0x6a2E16EA3a608E8D697B3fc0f59d0012A76901e4,App,DEX,0xba12222222228d8ba445958a75a0704d566bf2c8,Mode,dapp_contract
9bdddd91-6261-4fe4-acc6-9b16acfbda38,0x6a2E16EA3a608E8D697B3fc0f59d0012A76901e4,Other Application,DEX,0xba12222222228d8ba445958a75a0704d566bf2c8,Base,trace_contract
bc122237-96a4-48b9-a568-acd523b799cb,0x6a2E16EA3a608E8D697B3fc0f59d0012A76901e4,App,DEX,0xba12222222228d8ba445958a75a0704d566bf2c8,Optimism,trace_contract
d8a47ba1-e10c-4499-80f1-17694ed786b1,0x6a2E16EA3a608E8D697B3fc0f59d0012A76901e4,App,DEX,0xba12222222228d8ba445958a75a0704d566bf2c8,Base,trace_contract
51f04987-614d-412f-bd4b-d6ac060f5b41,0xe1887fF140BfA9D3b45D0B2077b7471124acD242,App,Other Media NFTs,0x235f3dfe5106f137d8b137c1b7fa115076e8b476,Optimism,unknown
b20f0560-d71d-4d4f-aeae-e65092a146ca,0xe1887fF140BfA9D3b45D0B2077b7471124acD242,App,Frames,0xbdded96eb5334406b4c204c02b08f9a9fb0a92dc,Base,unknown
12aef6c3-f681-4483-80be-d754b7f1990a,0x702ba46435D1E55B18440100BC81EB055574875e,App,Gaming,0x814fe70e85025bec87d4ad3f3b713bdcaac0579b,Base,token_contract
08868559-3e11-4d15-9ec4-6a589a2d91f2,0x1d671d1B191323A38490972D58354971E5c1cd2A,App,Art NFTs,0xe842537260634175891925f058498f9099c102eb,Base,dapp_contract
2243495c-9a80-4741-9b5c-effae2ec39f5,0x75C83356987c8d813829D9FBb5DE504b547750A6,Other Application,Other Category,0xb472838c1fb18aa671a63bdd42b0c00e34ce622a,Base,token_contract
fdb1b477-97c1-40a3-8fba-8cdcd1db580b,0x6E23873AB8dD6Fb4823dF8A92D43643Fff537684,App,Meme Community,0x17931cfc3217261ce0fa21bb066633c463ed8634,Base,token_contract
088667fe-da88-4c9d-a185-b48ae63d48ea,0x777c47498b42dbe449fB4cB810871A46cD777777,Other Application,Art NFTs,0xd4c5292b9689238f0a51c8505b1d1d6714ce95a0,Base,trace_contract
127b9325-9491-42cb-af85-94a69055b52a,0xb48E8dA63c2aFc5633702B7acf4BDe830c1dE48b,App,Art NFTs,0xe6249eafdc9c8a809fe28a5213120b1860f9a75f,Base,dapp_contract
83ab7eff-40a3-4d89-bf28-368a5a16faa3,0xbD90Fa61ee83123A5c42EB2024Cd00FEDBb932AE,App,DEX,0x2b0a43dccbd7d42c18f6a83f86d1a19fa58d541a,Base,trace_contract
550daa9a-e20c-439f-b816-7a0eb229b5c1,0x74fa01a5D0ef8039f1E14F4d4C8f90e8602e07B4,App,Donations,0xdec5bd388d7eeeee6c613a6eb75abcab0f6e3bdc,Optimism,unknown
52af194c-b618-47a2-9a64-61c27a21d16b,0x823c6115651D915614EB8d9f899d6d1FA939936D,App,Meme Community,0xfcb65dc6758e2cfd8f1dcdfad185bd4648b0e9c5,Base,token_contract
02ca9ef9-5bb5-4055-b03f-070f6ad6a96b,0xEfCCa47CD11D4b1637e4d52a84Ed5dafFAd38F04,App,Other Category,0x7e240c368272da4bfd77bf5dd0151c8cb57ab609,Optimism,unknown
05a11f31-2eea-4398-99bd-0d0dadfa1b80,0xEfCCa47CD11D4b1637e4d52a84Ed5dafFAd38F04,App,Other Category,0x43f6de3d9fb0d5eed93d7e7e14a8a526b98f8a58,Optimism,token_contract
05b1472f-c1ae-4d15-b416-a412ea8fa632,0xEfCCa47CD11D4b1637e4d52a84Ed5dafFAd38F04,App,Other Category,0x4609a582cb1e36b328a9479ccd3fb152cef76b22,Optimism,token_contract
08b50257-21cf-4c92-bc52-e57274572d38,0xEfCCa47CD11D4b1637e4d52a84Ed5dafFAd38F04,App,Other Category,0x32b2ff41e72ee243c8835bd44476375afe3a38bb,Optimism,token_contract
094cdfb8-2eca-4ed7-84a2-5860f0450ea5,0xEfCCa47CD11D4b1637e4d52a84Ed5dafFAd38F04,App,Other Category,0x48b3edf0d7412b11c232bd9a5114b590b7f28134,Optimism,token_contract
09baa82a-7357-46e3-92f5-e9eee6fcf78f,0xEfCCa47CD11D4b1637e4d52a84Ed5dafFAd38F04,App,Other Category,0x55d0efec44ee905fc3e12ccb9f25bbd5cce0ab9c,Optimism,factory_contract
10bf9064-0058-4f57-91bc-2ac017abf855,0xEfCCa47CD11D4b1637e4d52a84Ed5dafFAd38F04,App,Other Category,0x5cd57fe9d760e6302aba167993a0d1cc03895ed9,Optimism,token_contract
16f41f43-ca2e-434e-8f45-36269ef321da,0xEfCCa47CD11D4b1637e4d52a84Ed5dafFAd38F04,App,Other Category,0x1c45f783fcbab05abbb93e421bc55b38b1d6c6cb,Optimism,unknown
1852c9c0-1300-45e0-9ae6-f8de88569544,0xEfCCa47CD11D4b1637e4d52a84Ed5dafFAd38F04,App,Other Category,0x4d153f47f03c237f6360a6eccd185b4ae09c63d0,Optimism,token_contract
2e642ec7-b0a2-4a70-84cd-829121fe1147,0xEfCCa47CD11D4b1637e4d52a84Ed5dafFAd38F04,App,Other Category,0xf92129fe0923d766c2540796d4ea31ff9ff65522,Optimism,token_contract
2fa5e46e-6f1d-40d0-9742-4ea5b5e52f76,0xEfCCa47CD11D4b1637e4d52a84Ed5dafFAd38F04,App,Other Category,0x3dd36e64784fdaee7bd202c78322a0d8eb1bb32b,Optimism,token_contract
318134f4-8a23-447e-8437-a7ef0d6c8f48,0xEfCCa47CD11D4b1637e4d52a84Ed5dafFAd38F04,App,Other Category,0x0fb22a54a749c3babeed908e04a99d27725a2fae,Optimism,token_contract
3e26cef8-4248-40c5-ba17-f07c65c14b35,0xEfCCa47CD11D4b1637e4d52a84Ed5dafFAd38F04,App,Other Category,0xe200cd5ef01b52bb968402f63e3933897cff367b,Optimism,token_contract
44237527-dba5-48a2-b5f1-4015933c6abc,0xEfCCa47CD11D4b1637e4d52a84Ed5dafFAd38F04,App,Other Category,0x7e6958dd0437f687ad54557ba1ab15e45373478f,Optimism,token_contract
479263e5-edb1-4dc1-98b2-ac065b0ba62b,0xEfCCa47CD11D4b1637e4d52a84Ed5dafFAd38F04,App,Other Category,0x0521b9c8d92d39d0cabe7bb3dcad72d474ecdc7b,Optimism,token_contract
4b17f589-8a59-4a7b-87fc-dd9cb080c18a,0xEfCCa47CD11D4b1637e4d52a84Ed5dafFAd38F04,App,Other Category,0xe9831aefcf8c35ba3f99239391b19eba05336c10,Optimism,token_contract
4c61b4b7-84ba-4554-8ba7-88def4cb612c,0xEfCCa47CD11D4b1637e4d52a84Ed5dafFAd38F04,App,Other Category,0x5d871ab3171daaf1991e9715fbcee5fa34390cfa,Optimism,unknown
50cd5d36-6936-4117-aa32-884612df314e,0xEfCCa47CD11D4b1637e4d52a84Ed5dafFAd38F04,App,Other Category,0x920abfa9d1c99be993e5399634c6d5e1be55a3f4,Optimism,token_contract
510fed45-6658-423d-8667-c2cc89c852db,0xEfCCa47CD11D4b1637e4d52a84Ed5dafFAd38F04,App,Other Category,0x3b6ed6a53a9a357a397fbc7a04c96ba8b4aebed2,Optimism,unknown
51c0df81-19ad-49bb-9a31-22f3b91f8582,0xEfCCa47CD11D4b1637e4d52a84Ed5dafFAd38F04,App,Other Category,0xa6d3769fac465fc0415e7e9f16dcdc96b83c240b,Optimism,factory_contract
5488f94b-595c-4f45-ad07-6a9c17f8a736,0xEfCCa47CD11D4b1637e4d52a84Ed5dafFAd38F04,App,Other Category,0x0234ed3ed84639e930e7e49be557e2ed83bde32e,Optimism,token_contract
56831539-3442-4e16-8ac8-a52c844d7b6a,0xEfCCa47CD11D4b1637e4d52a84Ed5dafFAd38F04,App,Other Category,0xf46346de9c2e5e652fcc37695d3dec3d672c45ba,Optimism,unknown
588898e2-457d-43d7-b051-316668375e73,0xEfCCa47CD11D4b1637e4d52a84Ed5dafFAd38F04,App,Other Category,0xff504594edd93e09309d5eab775e7c35f642931b,Optimism,token_contract
6153f2eb-89d7-42cc-aea5-d027b2ca0f70,0xEfCCa47CD11D4b1637e4d52a84Ed5dafFAd38F04,App,Other Category,0xd019fd6267f93ebe5a92debb760135a4f02a75f7,Optimism,token_contract
687817f4-bf50-4ff0-865e-c5c8e8048fcb,0xEfCCa47CD11D4b1637e4d52a84Ed5dafFAd38F04,App,Other Category,0x3a847e91d632c72a8247727cc09c63a6847f70b4,Optimism,token_contract
6caa7f68-692e-4d92-b3bd-f9def83c98c8,0xEfCCa47CD11D4b1637e4d52a84Ed5dafFAd38F04,App,Other Category,0x587c3e2e17c59b09b120fc2d27e0ead6edd2c71d,Optimism,token_contract
6cbf71a4-544a-4192-a35e-655a84a201da,0xEfCCa47CD11D4b1637e4d52a84Ed5dafFAd38F04,App,Other Category,0x3a00d6d1d8fc0ed0cf481a8eb835f1c1b8760708,Optimism,token_contract
775524c2-2274-4779-b587-d959539326c2,0xEfCCa47CD11D4b1637e4d52a84Ed5dafFAd38F04,App,Other Category,0x70e793220761418a18febcc556efb24a45da123c,Optimism,unknown
7a3ca5c9-377f-40df-a7cf-76454ff3b8fc,0xEfCCa47CD11D4b1637e4d52a84Ed5dafFAd38F04,App,Other Category,0x0bf7616889d0ae18382d9715eac00a3302e9ab92,Optimism,token_contract
7d689117-c1ff-4471-952f-d4a2fa91557a,0xEfCCa47CD11D4b1637e4d52a84Ed5dafFAd38F04,App,Other Category,0x01bff9f1b56c76a619327f681a734c48daa80e74,Optimism,unknown
7e171070-eb97-4332-9861-e4ab89ea8784,0xEfCCa47CD11D4b1637e4d52a84Ed5dafFAd38F04,App,Other Category,0x00acfd3420cd652500f5ba1b90ac7c19f694c5c3,Optimism,token_contract
86a22d5a-30a7-4339-aaa1-c6b8a210300d,0xEfCCa47CD11D4b1637e4d52a84Ed5dafFAd38F04,App,Other Category,0x107dbf9c9c0ef2df114159e5c7dc2baf7c444cff,Optimism,token_contract
87336d1e-0777-41a7-bf8a-3bc006567ac3,0xEfCCa47CD11D4b1637e4d52a84Ed5dafFAd38F04,App,Other Category,0x613f54c8836fd2c09b910869ac9d4de5e49db1d8,Optimism,token_contract
898711ea-098f-4488-895c-828b5cabcddd,0xEfCCa47CD11D4b1637e4d52a84Ed5dafFAd38F04,App,Other Category,0x4eff281247576ec156d7271c46d9ef0f43c6c265,Optimism,unknown
8a5d9ed0-58fe-46d3-9c73-7281af16e612,0xEfCCa47CD11D4b1637e4d52a84Ed5dafFAd38F04,App,Other Category,0x2232455bf4622002c1416153ee59fd32b239863b,Optimism,token_contract
8b2b66ea-5775-421c-822f-95626b95dd83,0xEfCCa47CD11D4b1637e4d52a84Ed5dafFAd38F04,App,Other Category,0x40324434a0b53dd1ed167ba30dcb6b4bd7a9536d,Optimism,token_contract
8e279249-b008-42e3-83a8-8334ffe64cf5,0xEfCCa47CD11D4b1637e4d52a84Ed5dafFAd38F04,App,Other Category,0x25de69da4469a96974fae79d0c41366a63317fdc,Optimism,token_contract
934fd71d-4e66-48a6-8498-734ff260e8ce,0xEfCCa47CD11D4b1637e4d52a84Ed5dafFAd38F04,App,Other Category,0x5d946a0efea185df89520ec0bee29d0c3295c447,Optimism,token_contract
946ce23a-34fb-4a4b-a11a-309da444d13a,0xEfCCa47CD11D4b1637e4d52a84Ed5dafFAd38F04,App,Other Category,0x62e5b9934dcb87618cfc74b222305d16c997e8c1,Base,token_contract
94c62337-1d37-43e7-902b-089065025ab6,0xEfCCa47CD11D4b1637e4d52a84Ed5dafFAd38F04,App,Other Category,0xb8ce10759feb3b63b75557f5f9933bd22127f0ec,Optimism,token_contract
97299943-d8f7-43b3-8972-db7151179fcf,0xEfCCa47CD11D4b1637e4d52a84Ed5dafFAd38F04,App,Other Category,0x48ae9c58af01b3ddd522fc3e161ac4318964c4ee,Optimism,token_contract
97cabf58-7c53-4a67-b012-c41089efca7d,0xEfCCa47CD11D4b1637e4d52a84Ed5dafFAd38F04,App,Other Category,0xbc4a342b0c057501e081484a2d24e576e854f823,Base,factory_contract
9a388c97-2ef8-4672-9e6e-d0fbc32bed54,0xEfCCa47CD11D4b1637e4d52a84Ed5dafFAd38F04,App,Other Category,0xff504594edd93e09309d5eab775e7c35f642931b,Optimism,token_contract
a06d5c53-af11-4fdc-a1c1-0d586dbb6e16,0xEfCCa47CD11D4b1637e4d52a84Ed5dafFAd38F04,App,Other Category,0x062f29e2b5bd99523dd3508207eb2c2cbaf98d50,Optimism,token_contract
a13eef6d-d25a-4f41-b95d-028a110ef239,0xEfCCa47CD11D4b1637e4d52a84Ed5dafFAd38F04,App,Other Category,0x3246893c1f8c1bf928121094ea4558c7b93bdc9a,Optimism,token_contract
a40d0ed6-10eb-4542-a749-6f5a99ebd0ba,0xEfCCa47CD11D4b1637e4d52a84Ed5dafFAd38F04,App,Other Category,0x3532b6f723948ef39d5dcf44c16855239af81082,Optimism,token_contract
b0d81cb2-db15-44c5-bfd7-15d5051bb1a8,0xEfCCa47CD11D4b1637e4d52a84Ed5dafFAd38F04,App,Other Category,0xbc4a342b0c057501e081484a2d24e576e854f823,Mode,dapp_contract
b1a4c561-f46d-4c2f-b8e1-f043e69cf579,0xEfCCa47CD11D4b1637e4d52a84Ed5dafFAd38F04,App,Other Category,0xaf9dd4c1d755402868ffe2a0b7c0e8a6664a0f2f,Optimism,token_contract
b37907c2-3ae7-49b1-9bf0-7c5ed1a65a9d,0xEfCCa47CD11D4b1637e4d52a84Ed5dafFAd38F04,App,Other Category,0x0495a700407975b2641fa61aef5ccd0106f525cc,Optimism,token_contract
b3825d79-10f7-4788-a437-5ffc6b53dc43,0xEfCCa47CD11D4b1637e4d52a84Ed5dafFAd38F04,App,Other Category,0x9f7ed443f5c89b6f2d4fa361d55594e0387dbf57,Optimism,unknown
b38fe5e5-ebad-4b7e-8d3d-ac90ecc305c1,0xEfCCa47CD11D4b1637e4d52a84Ed5dafFAd38F04,App,Other Category,0x81f2f132465ffb4b3c5d11f3d94582cc5c281c04,Optimism,token_contract
b3b0a312-beea-4314-bea0-7ce02e412486,0xEfCCa47CD11D4b1637e4d52a84Ed5dafFAd38F04,App,Other Category,0xcadc68d5834898d54929e694ed19e833e0117694,Optimism,token_contract
bec1f575-a3cd-4faa-a7ec-02a3c6bde686,0xEfCCa47CD11D4b1637e4d52a84Ed5dafFAd38F04,App,Other Category,0xc9737c178d327b410068a1d0ae2d30ef8e428754,Optimism,token_contract
bf656d95-e89a-439a-968e-80e6b96902b2,0xEfCCa47CD11D4b1637e4d52a84Ed5dafFAd38F04,App,Other Category,0xe2f035f59de6a952ff699b4edd0f99c466f25fec,Optimism,token_contract
cf970c70-7eb9-488f-8994-83b3d7c6e9a6,0xEfCCa47CD11D4b1637e4d52a84Ed5dafFAd38F04,App,Other Category,0x8e829cfc629fcb61c1508a54d232af4612e48cc9,Optimism,token_contract
d72afd9a-db75-4fc8-a6c4-f8b65cb3a653,0xEfCCa47CD11D4b1637e4d52a84Ed5dafFAd38F04,App,Other Category,0xfc7a31e1c5c3846d36e49223fae905e28315c1e0,Optimism,token_contract
d8d537b2-b0ce-42a2-8216-2f1f82e34daa,0xEfCCa47CD11D4b1637e4d52a84Ed5dafFAd38F04,App,Other Category,0x1a00e13cd8cbc61c8c342afd46592f4234172005,Optimism,token_contract
dc0cb646-7439-4d21-9ce7-5f42004122db,0xEfCCa47CD11D4b1637e4d52a84Ed5dafFAd38F04,App,Other Category,0xe536f8141d8eb7b1f096934af3329cb581bfe995,Optimism,token_contract
ddc12c53-47c7-44ff-a8f1-b27be7d780eb,0xEfCCa47CD11D4b1637e4d52a84Ed5dafFAd38F04,App,Other Category,0x448423356726dd7dc168e714c80addb077f83738,Optimism,token_contract
de34f8f7-9636-4bcc-93dd-0db3f4367405,0xEfCCa47CD11D4b1637e4d52a84Ed5dafFAd38F04,App,Other Category,0xcccebc4551ff20aca4e0356dad8875806ce8df10,Optimism,unknown
e9a46dba-84a4-41e6-aece-0fe99a8efb74,0xEfCCa47CD11D4b1637e4d52a84Ed5dafFAd38F04,App,Other Category,0x92651e1bbfe0f8423119afc4b0610c747fa125a1,Optimism,token_contract
e9bf025c-f80c-4a3d-b556-adaa1196cb47,0xEfCCa47CD11D4b1637e4d52a84Ed5dafFAd38F04,App,Other Category,0x7ee71053102d54fc843baebaf07277c2b6db64f1,Optimism,token_contract
ebea4582-2442-44f7-904c-bc453c9ee202,0xEfCCa47CD11D4b1637e4d52a84Ed5dafFAd38F04,App,Other Category,0x28f4cc9552f578b5c6e3a9204d6277cba49a9416,Optimism,token_contract
ee3d3bb1-e3cd-403a-bd75-dfc568ce49bf,0xEfCCa47CD11D4b1637e4d52a84Ed5dafFAd38F04,App,Other Category,0xb708038c1b4cf9f91ccb918dad1b9fd757ada5c1,Optimism,token_contract
ef6fef12-f54b-490b-b876-a6483a839f0d,0xEfCCa47CD11D4b1637e4d52a84Ed5dafFAd38F04,App,Other Category,0x0892a178c363b4739e5ac89e9155b9c30214c0c0,Optimism,token_contract
f01aa08d-95e8-4ce0-b3dd-96b3cce9d328,0xEfCCa47CD11D4b1637e4d52a84Ed5dafFAd38F04,App,Other Category,0x79149b500f0d796aa7f85e0170d16c7e79bad3c5,Optimism,token_contract
f3e64503-ac75-4eb7-8d55-46c0ec60d638,0xEfCCa47CD11D4b1637e4d52a84Ed5dafFAd38F04,App,Other Category,0x7bc78990ac1ef0754cfde935b2d84e9acf13ed29,Base,factory_contract
fabc27af-e1be-4107-b877-9e38c05e4675,0xEfCCa47CD11D4b1637e4d52a84Ed5dafFAd38F04,App,Other Category,0x01d9cfb8a9d43013a1fdc925640412d8d2d900f0,Optimism,token_contract
dda6e3ea-38b3-44e8-ae16-2383d8918203,0x842dff65E92cAEcc462D92FcE91ee565dD22c2C9,App,Payments,0x3fb7476ca9b424cff1156267eca49eb878db0b80,Base,factory_contract
5523b0e7-3038-46cc-9218-5f5e52042b14,0x76a71d7D72d746B20187461baCE98806ebBa652f,App,Other Category,0x4c3de014695f6330aa8e58731084424ef7ff78fb,Base,dapp_contract
8bd5539d-ef65-4f2c-9014-3fc11620f12f,0x013437412c41716f72B54fE66d7c11858aFe4894,App,Betting & Prediction Markets,0x80f6bcedd3d4fa1035285affa30e38f464db3895,Base,token_contract
5225cd1b-ea62-411e-afc6-8b0b28164186,0x18C18eFB421B205a77d5cE858eb640059542F6a5,App,Community & Curation,0x684f866bb78bdd2def3474152ca3426cdc9c8d4a,Cyber,pending_cyber
f921c6a9-824a-4423-a35e-dcb31fa996d7,0x9DCbA70B2dfe5807e2A847E065EBb666791F8b8A,App,Other Category,0x01f0443daec78fbabb2d0927fedff5c20a4a39b5,Lisk,pending_lisk
ac2dbb86-c2b4-4994-88ce-c77fa6b84c0f,0x0000000000000000000000000000000000000000,App,Meme Community,0x128a1e35398c72a9a060f482963f594752beccef,Optimism,dapp_contract
e2f98d69-e781-4535-a13a-c779988cd03c,0x0000000000000000000000000000000000000000,App,Art NFTs,0x28e43bb3ee202e1da587c88b0a8398309e8d4c2d,Base,dapp_contract
e077e5b8-7fa9-4ea1-b2b2-0cc8f4e498b2,0x0000000000000000000000000000000000000000,App,Art NFTs,0x4cbda159d77eddce9eba4b8ecddba88040bb3f6f,Mode,dapp_contract
3a90aec1-27a2-4632-aca3-1e7f35a8f06e,0x0000000000000000000000000000000000000000,App,Art NFTs,0x28e43bb3ee202e1da587c88b0a8398309e8d4c2d,Zora,dapp_contract
004e7e42-5b96-47fd-a041-a30871fbe11e,0x460464c72E010A805043195c56690347f67BE746,App,Gaming,0x10d10a2687f040ab174603aeaeaabfef8b258f39,Base,trace_contract
05d53917-0603-43a1-b241-8698bb9280ac,0x460464c72E010A805043195c56690347f67BE746,App,Gaming,0xc62e6e622df9dbd5a101ff24473aaa3b769c434f,Base,trace_contract
0d9b31cc-c2ef-41c3-8ba0-dea4a3a37de1,0x460464c72E010A805043195c56690347f67BE746,App,Gaming,0x0982b3a5b24b2bd8ef74126e15fca2decfd75a28,Base,trace_contract
1039bd70-c8fb-43fa-a01c-d183b08a10c8,0x460464c72E010A805043195c56690347f67BE746,App,Gaming,0x017405a2de0613e12cd3d7b67e691bfefc46debf,Base,trace_contract
45ca9db5-1b98-4e3a-9999-09f69ec6631c,0x460464c72E010A805043195c56690347f67BE746,App,Gaming,0xc18ee20eafbf11776e51dbbfca149262c7b9457a,Base,trace_contract
49c9b843-5d3d-4dde-98ba-7e001dca5c7f,0x460464c72E010A805043195c56690347f67BE746,App,Gaming,0x0bbd06ff6c3dcb4d5c2dfeec55fcd5d0a7ffa953,Base,trace_contract
532b548b-1e3c-4582-bdc2-f7900a8d1a79,0x460464c72E010A805043195c56690347f67BE746,App,Gaming,0x56f60b8e327dc8f580f4ad3ebd675cb818beac75,Base,trace_contract
6d241ba1-8328-41ad-8f3b-712509f5b150,0x460464c72E010A805043195c56690347f67BE746,App,Gaming,0x854d05fb618fe81c8aeb0d6b03bc957ce409d5bc,Base,trace_contract
8185bfc1-5b24-4d67-87f6-3c630da1d34f,0x460464c72E010A805043195c56690347f67BE746,App,Gaming,0x7a7c9b6bc271f7d02bf039e92ade4984db7ec5f7,Base,trace_contract
b76bef3b-9a68-474a-b1ca-3f6a7bc30c2e,0x460464c72E010A805043195c56690347f67BE746,App,Gaming,0xa5eae9b57ce5f22785263223eee03fcad2e4cd76,Base,trace_contract
e453a6bd-98fc-4e91-880f-b7593003ac65,0x460464c72E010A805043195c56690347f67BE746,App,Gaming,0x80625310db240631a91f61659ccc550ea9761742,Base,trace_contract
ff7d4b80-83b7-4c59-93da-5b2524195dc9,0x460464c72E010A805043195c56690347f67BE746,App,Gaming,0xb676f87a6e701f0de8de5ab91b56b66109766db1,Base,token_contract
a622ebca-d695-487e-adc9-931372135973,0xB1dD2Fdb023cB54b7cc2a0f5D9e8d47a9F7723ce,App,DEX,0x927f9c03d1ac6e2630d31e614f226b5ed028d443,Base,trace_contract
094ee083-01d1-41f8-81c6-3fe33232a8c7,0xB1dD2Fdb023cB54b7cc2a0f5D9e8d47a9F7723ce,App,DEX,0xf9fc0b2859f9b6d33fd1cea5b0a9f1d56c258178,Base,dapp_contract
5569f166-7c5c-4cdf-a11b-5a4280086a5a,0xB1dD2Fdb023cB54b7cc2a0f5D9e8d47a9F7723ce,App,DEX,0xc608188e753b1e9558731724b7f7cdde40c3b174,Base,trace_contract
6a1f5979-e9ab-4971-a7ec-80ce58ad15d6,0xB1dD2Fdb023cB54b7cc2a0f5D9e8d47a9F7723ce,App,DEX,0x1e4eed8fd57dfbaae060f894582ec0183c5d6e38,Base,dapp_contract
