uuid,charmverseId,agoraProjectRefUID,id,recipient,time,name,status,profile_name,profile_url,metadata_name,metadata_website,project_type,category,address_type,address,chain_id,chain,flag_multiple_projects_same_profile,flag_creator_no_address,flag_app_missing_contract,flag_channel_no_channel,flag_charmverse_in_name,count_flags,has_flag
399b2fa6-3c51-46b3-a6b5-5e76900103ad,399b2fa6-3c51-46b3-a6b5-5e76900103ad,0x9dd7f6ce2204a55879c11ddeacbf8841f8eb1ba003eb2e875cb3945df21f614a,0x3f510801ba16ee7c0c46c42830303698312ade34c968b76fb75bacc1e684c698,0x0000000000000000000000000000000000000000,1724761621,Radiant Capital,approved,kawz,https://warpcast.com/kawz,Radiant Capital,https://radiant.capital/,App,Lending,contract,0xd722e55c1d9d9fa0021a5215cbb904b92b3dc5d4,8453.0,Base,True,False,False,False,False,1,1
9355b4e4-095e-4854-81da-209c48a065db,9355b4e4-095e-4854-81da-209c48a065db,0xbacd691626fe7ed51578e74a0e3ea3c34054c47c8aa48a5ed929ee233451a5d1,0x017c7ee83075bb3eabb8964bf4d0debb8ef0cdf7ee49531f56ec0941212da1db,0x0000000000000000000000000000000000000000,1724725903,Radiant Capital,approved,kawz,https://warpcast.com/kawz,Radiant Capital,https://radiant.capital/,App,Lending,contract,0xd87f8a52a91680c993ece968b281bf92505a3741,8453.0,Base,True,False,False,False,False,1,1
b5467101-d58e-42ab-8b4d-0155296c9e8a,b5467101-d58e-42ab-8b4d-0155296c9e8a,0xbb32824bf285f17e7b27b9a5ec119e1bae811432b1c6841f7eb08c580c8fc3b7,0xbac3c97e6fb83e860ccd589a398f80d9a3814463f052c1f7ef9565a0627f78e0,0x0000000000000000000000000000000000000000,1724761635,Radiant Capital,approved,kawz,https://warpcast.com/kawz,Radiant Capital,https://radiant.capital/,App,Lending,contract,0x30798cfe2cca822321ceed7e6085e633aabc492f,8453.0,Base,True,False,False,False,False,1,1
fcb66fc0-2516-4b29-83d8-d0b46efec9e8,fcb66fc0-2516-4b29-83d8-d0b46efec9e8,0xc361a5cada8244fc3180ccf3e86e70cc4d750dcf4c361bb4185f54d0897abe71,0x4d40467b7e038b1fa3e68849ddb2441a39dae86bf264f8624501e6364582ee66,0x0674ab75Cbf5f3165Fe70BE116Bed13DF134664A,1724725413,Rolodex,approved,sage,https://warpcast.com/sage,Rolodex,https://rolodex.social,Other Application,Community & Curation,N/A,,8453.0,,False,False,True,False,False,1,1
3dfcf474-83dd-4ffe-9e86-9eca70a90afa,3dfcf474-83dd-4ffe-9e86-9eca70a90afa,,0x939762076f535f296a48bbc02de3756480128e1b6c6b321670b9c7e64ab26456,0x0000000000000000000000000000000000000000,1724765409,Routescan,approved,kawz,https://warpcast.com/kawz,Routescan,https://superscan.network/,Other Application,Other Category,N/A,,,,True,False,True,False,False,2,1
d461090d-30d1-43b7-ae87-d5a8bc9e66e0,d461090d-30d1-43b7-ae87-d5a8bc9e66e0,0x8f293dc730c56f460cc9e99fc71955d7ef7b64e3a07d923eefeafaa72e62556c,0x4b85891f8ac947da5a6f4f2a690c7954237cdde4b556b21578bc82d482bf6ac7,0x829C0F59FF906fd617F84f6790AF18f440D0C108,1725379253,Satoshi's Summer Secret,approved,mx1000,https://warpcast.com/mx1000,Satoshi's Summer Secret,https://satoshissummer.xyz/,Creator,Gaming,mintingWallet,0x829c0f59ff906fd617f84f6790af18f440d0c108,,All Superchain,False,False,True,False,False,1,1
2d3f1fbb-0fcf-4603-8500-6a1cac651ff7,2d3f1fbb-0fcf-4603-8500-6a1cac651ff7,0x4c2e1d9f78e7a55fabe367a58c37c9849e8800344ea207c44b9d51d5ed1ebb47,0x71bd659d3b3ec35c301242c92b8c365eab40f3f4638c191686834be076b80254,0x0000000000000000000000000000000000000000,1724724119,Shoot for the Stars,approved,kawz,https://warpcast.com/kawz,Shoot for the Stars,https://zora.co/collect/base:0xad926faf6bd46b6b0613cbd9a8d3c1fe60ecbea7,Creator,Art NFTs,mintingWallet,0xca9d039a49726cc52e035a8402535b958a63bcd4,,All Superchain,True,False,False,False,False,1,1
a72fdb58-bee0-450c-8512-d0db6e46ae50,a72fdb58-bee0-450c-8512-d0db6e46ae50,,0x47f903b498c4c158e79348d8dea0d15b6c0d09ee6af8bd93730e3cab431050a0,0x0000000000000000000000000000000000000000,1724722647,Stargate Finance,approved,kawz,https://warpcast.com/kawz,Stargate Finance,https://stargate.finance/,Other Application,Bridges,N/A,,,,True,False,True,False,False,2,1
fe568f15-6e68-44fc-a355-de255b01502a,fe568f15-6e68-44fc-a355-de255b01502a,0xaa64734cea7bda013313aec2a1a60ecc7f7dd1e4236f0780ddd5a05ea94d5d30,0x01e15817ba1feed50c67699f8ff4efc5959f6fb0b0dec64ebbfb0075bac5cfbc,0x0000000000000000000000000000000000000000,1725594227,stVol,approved,kawz,https://warpcast.com/kawz,stVol,https://stvol.io,App,Other Category,contract,0x2f6cddd6d22b0fa917cc81166d26b4b9c9834f9a,8453.0,Base,True,False,False,False,False,1,1
7839c8d0-afca-413c-9425-1a5e57f051a7,7839c8d0-afca-413c-9425-1a5e57f051a7,0x6be404cc38e5ea269bade3f903d30f4b9e236c8fe5caf7347f6fea5a8c00c683,0x35ccfbbc2eb2f955d82d54d6cdfbbc3343b5e5b1b7068ce974b7e7d8d49d8814,0x01a1De6Cc68c80bc905CB6b1A8cd9CF099A97209,1724761807,Summer in 8 bits ,approved,kevang30.eth,https://warpcast.com/kevang30.eth,Summer in 8 bits ,https://zora.co/collect/base:0xb20612dc2d5aec4fc71eaea66d5c830e789501ed,Other Application,Art NFTs,N/A,,,,False,True,False,False,False,1,1
74255ab4-152f-4398-aca8-aeb89d17a555,74255ab4-152f-4398-aca8-aeb89d17a555,,0x37064053e8c4faaa683f8e5052a990205d9c3fe3050bc7378ee5641fd6583d6c,0x2eA49C863BE976ee9c10CB8EF382757E48F0b9e5,1724723709,Summer of Base,approved,chompcoin,https://warpcast.com/chompcoin,Summer of Base,https://zora.co/collect/base:0xc99552d3ea7669bde899c64c4b53971c8bf03e74/4,Other Application,Other Media NFTs,N/A,,,,False,True,False,False,False,1,1
6885c08d-4dd0-4403-a507-8d4f9a7661c2,6885c08d-4dd0-4403-a507-8d4f9a7661c2,,0x8b6513b0ffacec67e9a9b125e5a9e00d4bf9f90541bf96c298d592fe1592d189,0x0000000000000000000000000000000000000000,1724725803,Superchain Eco ,approved,kawz,https://warpcast.com/kawz,Superchain Eco ,https://www.superchain.eco/,Other Application,Community & Curation,N/A,,,,True,False,True,False,False,2,1
4c777e80-f963-450b-a965-892a5dc5b319,4c777e80-f963-450b-a965-892a5dc5b319,0x71717757152317defa33a0f9b8b95cc4112f3ed71a2985535f8ebeffde3dfcca,0x3fe449ac8bc01a83a60565e558b6bb71926e29f0132a37925f0f87ee5240ceae,0x0000000000000000000000000000000000000000,1725267693,Superchain enables creativity,approved,kawz,https://warpcast.com/kawz,Superchain enables creativity,https://warpcast.com/theorapiridwan,Creator,Other Media NFTs,mintingWallet,0x5baa6501cdb8be1eaa576a90f0e9b5d99a801294,,All Superchain,True,False,False,False,False,1,1
c456e7ad-3554-4270-ab1b-fa3f5be82ef4,c456e7ad-3554-4270-ab1b-fa3f5be82ef4,0x1a06133b11980e9b8d7952a4bc1ddb9fa46c1a68431b194afab66a40ea773679,0x25b07d3e752a58fdbb436b3359e5959e41cddd8f400141852be57af7d55a76ab,0x56A64159A6C1DF8b8ceA7b3720fcA2AAA2cF997B,1725274111,Superfluid,approved,dopamino,https://warpcast.com/dopamino,Superfluid,https://www.superfluid.finance/,Other Application,Payments,N/A,,,,False,False,True,False,False,1,1
6abf69a8-b174-4fec-8b16-7f923f41623c,6abf69a8-b174-4fec-8b16-7f923f41623c,,0x773c8b23387b96e5d73954792b0bc192313608951b60fa0424fbdb6e7ee43074,0x0000000000000000000000000000000000000000,1724789935,SwapMode,approved,kawz,https://warpcast.com/kawz,SwapMode,https://swapmode.fi/,App,DEX,contract,0x327df1e6de05895d2ab08513aadd9313fe505d86,34443.0,Mode,True,False,False,False,False,1,1
79586cb4-cb58-4424-8c07-3812951588a3,79586cb4-cb58-4424-8c07-3812951588a3,,0x907d871a8a8dc9af0acef038b40189479e8d40ae82c42c7ed84dc0340b8af8be,0x0000000000000000000000000000000000000000,1724789885,SwapMode,approved,kawz,https://warpcast.com/kawz,SwapMode,https://swapmode.fi/,App,DEX,contract,0x327df1e6de05895d2ab08513aadd9313fe505d86,34443.0,Mode,True,False,False,False,False,1,1
8c1a118c-0394-4e12-b263-e25f273ce957,8c1a118c-0394-4e12-b263-e25f273ce957,0x1a797298ad765a54267f2c7c4ea60e3b96763dc913e4fe96b33f19e0162aa9f9,0x66b4ce05584f89dab865e2bce2f82857afbe1257b4ec118a7d973ce7a0d1745a,0x3eEFAa9d6e2ab7972C1001D41C82BB4881389257,1725300269,Tabletop,approved,ispeaknerd.eth,https://warpcast.com/ispeaknerd.eth,Tabletop,https://tabletop.xyz,Other Application,Channels,N/A,,,,False,False,False,True,False,1,1
79167a1f-b26e-42ba-aea5-1303d92e4dcc,79167a1f-b26e-42ba-aea5-1303d92e4dcc,0x6a11f0afb0e68240b82a7c1a1a7779d5771cbeaa779df161537fe584542e6d80,0xefc298535d352ce17b0e170f01139ddb23b3db27e753490802fe8032ffedecc2,0x4bF88042De0220647ACb314AF3c5F310AEc3bCc0,1725481421,the answer is YES to crypto video challenge,approved,yes2crypto.eth,https://warpcast.com/yes2crypto.eth,the answer is YES to crypto video challenge,https://warpcast.com/yes2crypto.eth/0xceae4bbc,Other Application,Community & Curation,N/A,,,,False,False,True,False,False,1,1
286e9c11-c4b2-4693-a6c3-5b606364ebad,286e9c11-c4b2-4693-a6c3-5b606364ebad,0xbe702ab91eb7a195a3a9b7dd44a3648996297fa4c163cf63f61117c0de76d75f,0x8b92005c16499a4081884bd7f8e29626dc39ec4c49866e853925b9d3052933e0,0x0000000000000000000000000000000000000000,1725420319,The MVHQ App,approved,kawz,https://warpcast.com/kawz,The MVHQ App,https://app.mvhq.io/,App,Identity,contract,0xd2c2d1ac51ba7d1ec74da90b07b0fc3fb55294ec,8453.0,Base,True,False,False,False,False,1,1
8b533207-6326-4e37-8be7-c4a60f356d70,8b533207-6326-4e37-8be7-c4a60f356d70,,0x7384b40faa6af048295722dc8205e3a7a72a4dd781289b3afdcf3540debd5f16,0x5D802e2Fe48392c104Ce0401C7ECa8a4456f1F16,1725971243,The Noun Square Onchain Media Collective,approved,toadyhawk.eth,https://warpcast.com/toadyhawk.eth,The Noun Square Onchain Media Collective,https://tns.wtf,Creator,Community & Curation,mintingWallet,0x0b379f1848fa2aab7790966373618f4b0fea6a6e,,All Superchain,False,False,True,False,False,1,1
c998e244-23fe-4172-b850-dd2c1e264529,c998e244-23fe-4172-b850-dd2c1e264529,0x80fb8ba63ef512ba55b34d410e7986582b9ab987f4d8486c6d6a9f6ca46957f8,0x671db75def52fd3641f240f52d5805a50a1c069bcee2525b254ab1b83a1f8900,0x0000000000000000000000000000000000000000,1724722511,Time.fun,approved,kawz,https://warpcast.com/kawz,Time.fun,https://time.fun,App,Other Media Marketplace,contract,0x428aef7fb31e4e86162d62d4530a4dd7232d953d,8453.0,Base,True,False,False,False,False,1,1
5bb4c1ab-f584-4828-85f9-fc3662b0f0e2,5bb4c1ab-f584-4828-85f9-fc3662b0f0e2,0x7cd6441063d8c11174369d79e952c02a8c59435e5b4039f4b89088f00b63d65f,0x576b2c6b6672aaa40f644e413fe7fb0b87e0f44d891eafa1e6e5855a73d01bb4,0xDE3fF91aB5ABA56FD4d253fcC1c1532351356166,1724723927,Titberum,approved,flageston,https://warpcast.com/flageston,Titberum,https://www.mintchain.io/,Creator,Meme Community,mintingWallet,0xce54ca0eb51c00a15e10557de1526f977b1d1bfe,,All Superchain,False,False,True,False,False,1,1
82741ffe-cd51-4f57-a7ab-0d03abaec4d5,82741ffe-cd51-4f57-a7ab-0d03abaec4d5,0x0388cb7065f9535a3c49aef5e4cfe8ee436e376d6d9edbbf5e2929f62405301c,0x7b585f788ea1e274f0bae88f5b6982a440a79180d6c2099db9d3b4805dc3dafe,0x47adE238Cc739dbCE060C572E7393467ED6F0c50,1724762185,ToastAI,approved,zksnarky,https://warpcast.com/zksnarky,ToastAI,https://www.toastonbase.com,Other Application,Other Category,N/A,,,,False,False,True,False,False,1,1
37cfa193-5042-4825-b9b2-9f57c2de6d3d,37cfa193-5042-4825-b9b2-9f57c2de6d3d,,0xb247f740f8e0a1c18cd08a2bb5bbdddb42898108f2964e98f44c2321d512df16,0x596c40063459158649640402a20704e916839F79,1725971273,Token Engineering Commons,approved,bear100,https://warpcast.com/bear100,Token Engineering Commons,https://tecommons.org/,Other Application,Community & Curation,N/A,,,,False,False,True,False,False,1,1
4858cdc8-0b61-4e43-93ca-2f5eca03d9dd,4858cdc8-0b61-4e43-93ca-2f5eca03d9dd,0xd30793381bed5db674fbb71632093359040088761995a9a95b09b33e5b74c62a,0x0854beb52e6b9540d331c6a4177ef3ef716bef030777bebbedde75dd0cd46ca8,0x9bfbF1fC2c161c4B3428FA4f7Da82d9dCE5e5D71,1724722811,Token Relations,approved,tokenrelations,https://warpcast.com/tokenrelations,Token Relations,https://tokenrelations.substack.com,Creator,Community & Curation,mintingWallet,0x3f850be9ba56c2fc4831dc80465d971ff5319d59,,All Superchain,False,False,True,False,False,1,1
0441d637-54e1-4e6b-bce3-4c7b6dc50c47,0441d637-54e1-4e6b-bce3-4c7b6dc50c47,0xcd4430c6e5b5453462a44c930113cf73f322a89b25d3003529881d33cd0fab71,0x35a372e44e86a21b9c4b3b8ff37d29122cba8b4612f010be6a0558b69c983687,0x0000000000000000000000000000000000000000,1725004747,Unitus,approved,kawz,https://warpcast.com/kawz,Unitus,https://unitus.finance/#/,App,Lending,contract,0x0fd11b5ed5b82ef454bee2516d1b23d1b07b6c46,10.0,Optimism,True,False,False,False,False,1,1
7ac18f2a-7d40-4594-a97e-6ff6b8b4d2e6,7ac18f2a-7d40-4594-a97e-6ff6b8b4d2e6,0x444098e12d28ab0e921ae8f851495163d56d3671da452872cee005b3450f7491,0x08929c97a3f14d17c47fd9f937bfad360b29441d9aef93245926790bbef00817,0xC600Fb4541C488B47D812163217327b7F7031C13,1725372527,Xottle : Tokenized Bottle Waste,approved,gihasy,https://warpcast.com/gihasy,Xottle : Tokenized Bottle Waste,https://xottle.asia/,Other Application,Real World Assets,N/A,,,,False,False,True,False,False,1,1
1bcd6bb2-f596-44b8-8c55-e965368a52b7,1bcd6bb2-f596-44b8-8c55-e965368a52b7,0xfc29f8a6c3741d0f19cce940e2d38281f7e3fb7a68fd175d1baf7b02de98fa1f,0xe95b6b5fae786ff68d42b9471c4595f4552859275a65b633652a8357e937eb18,0xb29006bB01F23fffC36b0dfc5c5b7D23e57cE729,1725390659,Zodiac Sign,approved,seaflagcrypto,https://warpcast.com/seaflagcrypto,Zodiac Sign,https://zodiacsign.fun/,Creator,Gaming,mintingWallet,0x7cd3144ec78dfb72772c571d8d12fc102a7e2697,,All Superchain,False,False,True,False,False,1,1
d7359b8e-326b-4315-b751-e0a0578064bc,d7359b8e-326b-4315-b751-e0a0578064bc,,0xf8175624ccac4079541b635563ba436095b87f5367510b7d3f6a129e5411b467,0x7B464DeD7c06C63351936083FE26D72590ce2bE2,1725971189,Zora Mafia,approved,galafete.eth,https://warpcast.com/galafete.eth,Zora Mafia,https://zora.co/@0x66bc13e0970b3184c5944e7438af9aee940c47c7,Creator,Community & Curation,mintingWallet,0x7b464ded7c06c63351936083fe26d72590ce2be2,,All Superchain,False,False,True,False,False,1,1
