transaction_date,transaction_cnt,active_users,total_transferred,unique_users,retained_percent,daa_to_maa_ratio,total_transferred_in_tokens,cum_transferred
2024-06-06,43.0,30.0,3.3719120627350566e+17,19.0,0.4,0.05,337.19120627350566,1.757502455268351e+19
2024-06-07,47.0,33.0,3.595243069791755e+17,20.0,0.2727272727272727,0.05,359.5243069791755,1.7934548859662686e+19
2024-06-08,29.0,21.0,4.882373696277458e+16,11.0,0.47619047619047616,0.03,48.823736962774575,1.7983372596625461e+19
2024-06-09,31.0,23.0,5.865658699650273e+16,10.0,0.4782608695652174,0.04,58.656586996502725,1.8042029183621964e+19
2024-06-10,35.0,25.0,7.348499720481722e+16,16.0,0.28,0.04,73.48499720481722,1.8115514180826782e+19
2024-06-11,34.0,27.0,3.357803872965052e+16,19.0,0.2962962962962963,0.04,33.57803872965052,1.8149092219556432e+19
2024-06-12,28.0,20.0,8.372118679863754e+16,13.0,0.3,0.03,83.72118679863753,1.8232813406355069e+19
2024-06-13,143.0,67.0,2.7924983592518982e+17,51.0,0.08955223880597014,0.1,279.2498359251898,1.851206324228026e+19
2024-06-14,288.0,120.0,1.0644019298661494e+18,77.0,0.23333333333333334,0.18,1064.4019298661494,1.957646517214641e+19
2024-06-15,123.0,65.0,2.5673257058905456e+17,23.0,0.5230769230769231,0.1,256.73257058905455,1.9833197742735462e+19
2024-06-16,161.0,72.0,5.17698062187867e+17,34.0,0.3194444444444444,0.11,517.698062187867,2.035089580492333e+19
2024-06-17,163.0,76.0,9.337535392302872e+17,33.0,0.27631578947368424,0.12,933.7535392302873,2.1284649344153616e+19
2024-06-18,174.0,84.0,2.304116888139213e+17,40.0,0.20238095238095238,0.13,230.4116888139213,2.1515061032967537e+19
2024-06-19,118.0,64.0,6.68668989190041e+17,24.0,0.34375,0.1,668.668989190041,2.218373002215758e+19
2024-06-20,76.0,42.0,1.2892908381595133e+17,13.0,0.35714285714285715,0.06,128.92908381595132,2.231265910597353e+19
2024-06-21,97.0,56.0,9.079464325252216e+16,17.0,0.21428571428571427,0.09,90.79464325252216,2.2403453749226054e+19
2024-06-22,89.0,53.0,6.239846904172598e+16,13.0,0.2830188679245283,0.08,62.39846904172598,2.246585221826778e+19
2024-06-23,111.0,53.0,1.8545760599663994e+17,19.0,0.39622641509433965,0.08,185.45760599663993,2.2651309824264417e+19
