fid,interaction_id,interactions
7472,492983,53
423040,423462,53
448505,193812,53
403619,441632,53
234568,217780,53
552706,370988,53
752610,535436,53
234616,308536,53
192631,278653,53
698923,699020,53
315272,525421,53
505430,506874,53
538196,4482,53
364883,307899,53
20118,473065,53
274325,535436,53
435519,481055,53
512579,481430,53
512380,195117,53
375140,333414,53
522459,14516,53
416707,443036,53
357105,351355,53
507511,427042,53
796985,481404,53
636183,505070,53
426698,401049,53
386213,435501,53
817315,248817,53
782153,429742,53
460229,247143,53
420153,484256,53
521704,400821,53
191446,192053,53
460143,282719,53
419350,421222,53
535199,7418,53
500124,508096,53
520276,270138,53
743577,326677,53
362144,348773,53
474401,388302,53
382802,234616,53
486341,245388,53
460287,513920,53
460287,245902,53
563445,2341,53
10144,446697,53
15776,323070,53
522423,479318,53
707207,535436,53
20649,308337,53
717751,535436,53
612367,245124,53
621706,511145,53
251231,535436,53
789995,782153,53
8447,266782,53
563445,8004,53
494766,528182,53
539,323144,53
247883,498400,53
283144,421198,53
498823,572503,53
512258,511972,53
535953,418752,53
475326,522467,53
612367,222340,53
423311,449748,53
641107,16098,53
570505,508243,53
419871,323144,53
417232,314532,53
12626,665993,53
513728,437433,53
507376,430484,53
401441,636183,53
289289,489498,53
285462,415368,53
502639,408746,53
401818,308625,53
594452,234616,53
274580,378285,53
612196,321969,53
397488,501832,53
784924,439621,53
261625,407655,53
460464,535436,53
790484,343261,53
786858,681495,53
511241,284679,53
460287,479174,53
460287,779813,53
812981,488848,53
6806,431,53
320189,253127,53
424871,422657,53
243818,333414,53
15792,369922,53
349816,383467,53
725122,729084,53
508575,457675,53
786858,508645,53
786858,312726,53
685993,508096,53
437886,330807,53
504678,498568,53
482037,449875,53
515806,465011,53
267225,266271,53
379750,403619,53
421222,500144,53
237884,2904,53
426178,386444,53
535199,417063,53
519325,403839,53
475250,476677,53
2211,602,53
517425,307913,53
316088,473065,53
523673,265356,53
606611,309710,53
379579,403619,53
20286,239,53
4027,395346,53
475771,475330,53
585419,309135,53
534,7143,53
243663,373934,53
461302,420657,53
522899,540820,53
349816,239748,53
439015,305843,53
419578,468545,53
750062,418296,53
383360,382384,53
636183,516034,53
335503,411769,53
354543,434081,53
644667,627302,53
254277,477965,53
354795,463031,53
637966,648105,53
368422,528149,53
509157,645913,53
424856,422910,53
368422,13596,53
411449,453640,53
4567,386213,53
644634,511576,53
685171,730027,53
252427,498059,53
659443,246905,53
812204,369,53
550515,343261,53
13674,15129,53
786858,630063,53
404923,366713,53
500239,388302,53
786858,727170,53
563445,398355,53
460287,747385,53
690212,618323,53
475698,521334,53
324808,260347,53
460287,453989,53
783802,510956,53
711566,704948,53
349975,192707,53
511515,348569,53
508096,416191,53
377731,418881,53
498892,509654,53
4877,436728,53
430462,514032,53
511842,513444,53
449875,349623,53
595886,367639,53
320215,343622,53
472352,443910,53
600545,584830,53
504228,484727,53
500988,449539,53
401818,278239,53
463466,444323,53
389456,4914,53
508096,417059,53
391300,397290,53
587907,310124,53
609751,245124,53
434561,333524,53
472948,440747,53
553423,480609,53
395083,277952,53
286367,505777,53
579440,499956,53
406908,274272,53
334818,348532,53
399892,12342,53
436234,431068,53
421222,309863,53
767876,535436,53
767134,462989,53
420055,419753,53
549754,594241,53
482677,500988,53
460843,432563,53
669666,218454,53
521228,448132,53
426178,386287,53
406668,399339,53
797389,236581,53
438851,786858,53
500235,602,53
454819,784830,53
815837,518780,53
522467,790912,53
478670,499906,53
535953,508407,53
513728,218753,53
15792,351598,53
213263,329774,53
450425,405979,53
241763,449264,53
628552,18481,53
368422,269775,53
739175,272116,53
786359,525098,53
613555,548063,53
542478,535436,53
304989,478830,53
2134,508409,53
508575,419871,53
638859,406815,53
475293,654754,53
475250,475745,53
790645,648105,53
401818,439169,53
511733,505207,53
782124,705662,53
787250,389059,53
532836,535436,53
512534,439799,53
495968,535436,53
790825,701292,53
502982,450944,53
535993,281836,53
520108,419578,53
528150,276588,53
330807,360600,53
503659,360196,53
403619,533404,53
636180,309043,53
543820,506156,53
320215,579848,53
549039,571706,53
543704,531326,53
813514,249121,53
482677,508096,53
274908,266782,53
698054,428352,53
196045,424407,53
595979,308045,53
584502,584830,53
439610,421222,53
393842,308827,53
264563,560606,53
347742,535436,53
344012,600307,53
475745,475771,53
11778,323251,53
535036,310801,53
324808,243830,53
518889,474817,53
686665,404699,53
614273,7464,53
3642,431880,53
506946,618853,53
757658,535436,53
697649,476070,53
211275,15409,53
472,12342,53
357226,565788,53
528230,326805,53
743749,509392,53
760533,535436,53
378430,312016,53
250874,305843,53
499057,404515,53
368422,346162,53
552706,536622,53
799854,800151,53
449176,414304,53
8794,211159,53
255345,17356,53
501052,691626,53
243300,534,53
428725,10095,53
612972,545384,53
511809,402888,53
522467,484625,53
527115,475771,53
357687,349623,53
478802,535436,53
440220,690829,53
706399,787492,53
535238,441632,53
516933,433756,53
585995,747757,53
390104,292951,53
414004,403090,53
335852,267340,53
420055,482677,53
475152,276506,53
407655,273442,53
406863,388876,53
774039,372745,53
813517,249121,53
252428,252469,53
743443,507051,53
278239,265108,53
793906,518218,53
627459,332316,53
540043,533032,53
525522,535436,53
665669,716965,53
621342,292783,53
15211,738574,53
195294,535436,53
504151,247018,53
528150,526662,53
414004,236581,53
617766,535436,53
463031,410523,53
440370,425967,53
595886,266782,53
1407,347,53
368422,248216,53
800641,726902,53
501241,425662,53
512579,407288,53
450425,5431,53
715253,535436,53
533329,420554,53
507082,423873,53
777010,773202,53
462982,454563,53
563445,237884,53
428341,606413,53
247653,621286,53
728688,368278,53
430922,612972,53
527568,560607,53
593020,519957,53
335852,6906,53
503435,508425,53
525386,651987,53
475285,476846,53
599742,349331,53
14537,369922,53
591447,407288,53
563445,5431,53
563445,16098,53
816433,434358,53
490988,368278,53
395346,193826,53
475152,2904,53
815837,391444,53
403225,403959,53
316088,454819,53
502718,245958,53
456675,395131,53
435716,326040,53
509436,572375,53
815837,416704,53
595886,448502,53
411409,426167,53
445210,498134,53
608640,311933,53
388401,349816,53
397290,502052,53
12400,416898,53
526033,525997,53
606589,460666,53
227886,3,53
17855,332502,53
241763,211535,53
470188,528823,53
4753,403619,53
725417,583539,53
218369,242661,53
618323,535490,53
563445,320215,53
429539,500619,53
677558,535436,53
473065,344203,53
237280,535436,53
665993,363197,53
443218,470590,53
481476,435513,53
442770,597941,53
267383,21431,53
288204,310953,53
18745,448905,53
500707,484256,53
377447,296422,53
752737,395346,53
419386,433599,53
662719,760564,53
526510,281836,53
425662,460210,53
440589,419748,53
359814,417426,53
5713,253127,53
509027,273102,53
475293,479318,53
357946,364883,53
210201,310292,53
428352,314532,53
498111,538313,53
459169,462729,53
535389,226690,53
368422,599742,53
527115,476677,53
535036,188169,53
579568,475330,53
813501,249121,53
291765,505430,53
317138,158,53
621342,516505,53
609684,579964,53
743826,535436,53
518694,443225,53
227454,493739,53
325198,456555,53
802238,738829,53
339108,334050,53
596409,240835,53
813505,249121,53
498126,291686,53
492067,13201,53
277952,243719,53
492032,500789,53
274563,602,53
439715,595936,53
12626,435160,53
519147,525997,53
783802,368021,53
482024,330471,53
674464,359298,53
373923,385716,53
747503,713598,53
239345,579964,53
685171,518694,53
549942,278239,53
475285,215784,53
747503,548063,53
378405,407023,53
432062,496925,53
462982,397488,53
647182,320215,53
8447,279037,53
22789,275646,53
472931,382827,53
443198,625770,53
261625,296687,53
811952,391793,53
439015,306416,53
527620,478830,53
503666,308337,53
587907,322682,53
628051,449488,53
420880,274272,53
734400,4905,53
812070,639629,53
502935,372614,53
678602,217834,53
637755,449882,53
270005,264612,53
512258,382645,53
281290,418352,53
545384,275237,53
600664,486560,53
255485,535436,53
368227,509777,53
428361,503566,53
568853,535436,53
336391,193223,53
404627,446852,53
733686,732589,53
718340,535436,53
7418,2904,53
407288,288425,53
347969,436407,53
507516,426435,53
214570,451903,53
367639,422910,53
19510,19581,53
274868,309135,53
239828,809537,53
439169,420304,53
309715,422233,53
503240,500268,53
470590,508096,53
192707,349975,53
443863,332469,53
505633,485415,53
333414,3372,53
529547,6944,53
527115,263354,53
563445,408979,53
11287,515314,53
744958,548063,53
11782,15792,53
478308,510038,53
263333,8476,53
618547,605092,53
275646,482313,53
432062,518780,53
6023,6596,53
368422,214447,53
387246,250874,53
456735,457675,53
323070,462989,53
622814,533558,53
4167,282672,53
313283,15776,53
263574,420554,53
560695,572415,53
421198,249958,53
608640,439799,53
608640,266782,53
398438,816778,53
500710,483322,53
489600,287758,53
509774,782153,53
729916,510364,53
472680,326040,53
430462,399339,53
690583,427042,53
511858,449488,53
601169,893,53
618323,486560,53
448502,99,53
381536,504678,53
443218,542585,53
302556,423378,53
326677,330083,53
519844,423331,53
590238,3,53
492181,443974,53
401137,483322,53
447318,291140,53
409383,409380,53
775380,535436,53
445335,426065,53
499372,448456,53
578163,630384,53
659689,378275,53
274004,535436,53
513728,485585,53
16719,14464,53
773774,296050,53
508096,470655,53
428341,514128,53
385469,514671,53
512874,247883,53
243300,431880,53
307568,335503,53
248762,492393,53
670807,535436,53
803921,535436,53
614273,437433,53
397392,302556,53
368976,768388,53
10947,7992,53
725417,404725,53
347316,221519,53
535389,238853,53
275621,535436,53
429742,782153,53
249988,524466,53
436577,535199,53
368422,1407,53
601169,478791,53
433866,502438,53
505430,545384,53
674434,535436,53
420671,222340,53
406952,416704,53
513345,461134,53
15772,373025,53
648994,627051,53
711856,402888,53
500000,459795,53
652794,448380,53
512250,238853,53
528150,479259,53
511498,368757,53
524554,535436,53
648034,606137,53
11782,5431,53
542585,296315,53
751416,467201,53
433866,501148,53
758264,738829,53
352268,514036,53
525668,523561,53
461283,421085,53
12388,8004,53
612367,283144,53
615794,535436,53
744958,618853,53
540468,632643,53
509436,532260,53
409176,7418,53
467833,421288,53
541880,534154,53
460847,308587,53
450425,472418,53
795126,714776,53
563445,9856,53
432563,446229,53
264222,4482,53
521908,378275,53
442122,307224,53
332469,405729,53
352234,637205,53
540731,483510,53
444033,407704,53
449654,500000,53
544105,505400,53
308755,227936,53
320215,330428,53
434230,434903,53
509774,429742,53
434449,403020,53
470188,636798,53
508738,407021,53
354220,390336,53
507897,599881,53
758751,608157,53
621286,385571,53
540820,499405,53
274908,375727,53
425913,343261,53
419386,499591,53
516034,552706,53
429071,19387,53
522409,535436,53
586512,562494,53
585968,369,53
191780,1407,53
719932,535436,53
330083,417769,53
691045,394023,53
394357,308410,53
522939,602,53
492032,500224,53
254821,535436,53
509436,572442,53
507937,543820,53
243172,725417,53
450723,475293,53
453489,623582,53
504979,247143,53
628230,528914,53
723940,680659,53
620514,737038,53
645913,535490,53
412043,563445,53
690557,780770,53
421924,336902,53
463031,309715,53
321893,277502,53
516256,514505,53
637966,550563,53
414004,382384,53
390336,410690,53
595979,349331,53
563445,447623,53
816433,456675,53
434986,652668,53
344976,277832,53
253746,218369,53
556868,268455,53
773005,651983,53
482024,489165,53
501148,330802,53
783802,250874,53
502438,401049,53
323144,378275,53
405733,548943,53
503240,501067,53
268608,403619,53
528149,380455,53
670113,617978,53
772614,360196,53
788791,332316,53
547421,560695,53
351728,293102,53
517379,418296,53
511655,528,53
521704,259617,53
498823,572574,53
511753,394641,53
12626,284679,53
637966,575629,53
813375,808651,53
432562,248564,53
815837,329190,53
435215,435572,53
399486,515318,53
481582,311223,53
410568,425791,53
343434,435356,53
368013,15594,53
387008,474644,53
368422,247143,53
712434,535436,53
239828,618323,53
415902,281836,53
350766,385716,53
440370,432618,53
327374,311387,53
563445,9391,53
488604,451908,53
431336,401491,53
393989,357393,53
734400,238251,53
563445,248111,53
480498,307726,53
424774,585995,53
671554,12626,53
689732,535436,53
516028,483365,53
528150,481578,53
304840,802706,53
314464,250664,53
616150,584922,53
445359,421198,53
234616,403619,53
500268,496925,53
801892,535436,53
710166,348569,53
521109,521103,53
700516,542689,53
12400,321551,53
519264,412582,53
427538,395748,53
473065,420554,53
354220,247018,53
522467,482313,53
403517,307834,53
270636,239533,53
563445,1689,53
393610,420290,53
804719,604756,53
512874,483322,53
3854,880,53
455767,453640,53
300265,281836,53
465683,486435,53
503344,502438,53
629586,535436,53
533247,526309,53
571158,528230,53
685132,685171,53
527042,526291,53
424658,281836,53
428352,457716,53
294370,253127,53
477086,245017,53
351355,357226,53
493652,517117,53
287806,440212,53
421198,385323,53
257270,276069,53
355271,236581,53
390336,306929,53
343971,364883,53
410224,401137,53
294100,330807,53
560933,380630,53
387008,15983,53
500371,402461,53
4482,282520,53
563445,328041,53
395959,552706,53
445335,283144,53
440524,294370,53
514036,517153,53
573591,573718,53
440352,308032,53
492069,280346,53
758448,789965,53
397488,453804,53
511655,420657,53
403404,308399,53
511498,420671,53
309242,292506,53
284679,262938,53
500205,426698,53
446852,504853,53
522918,545384,53
502438,512251,53
459311,470188,53
277296,691626,53
200375,479482,53
406815,410915,53
483532,449196,53
440589,285462,53
455837,347285,53
444033,19105,53
10174,475488,53
3642,18560,53
440173,440156,53
439396,409573,53
336226,420123,53
5787,14150,53
436566,340217,53
333414,265048,53
425589,511753,53
628552,531649,53
551112,384359,53
594936,579964,53
458191,392118,53
403619,394930,53
505098,303267,53
506483,532378,53
318089,454819,53
698682,442770,53
559849,15776,53
440475,247143,53
434955,511792,53
449882,420123,53
455119,440747,53
772166,439621,53
409616,16308,53
503566,407021,53
522939,478830,53
528230,484793,53
8998,4167,53
716966,535436,53
248216,269694,53
393927,535436,53
315785,393070,53
395096,467833,53
523832,535436,53
528914,481476,53
486468,291140,53
603279,802238,53
774603,773202,53
509436,572551,53
518780,502438,53
552840,577371,53
317332,277529,53
636180,308426,53
425675,416294,53
610718,509234,53
188169,294100,53
402461,553423,53
453489,291771,53
422233,12,53
407704,500619,53
330133,323070,53
382940,518403,53
296687,309567,53
528914,420554,53
702672,535436,53
403689,319721,53
726902,760564,53
531649,521086,53
535238,301144,53
394161,552706,53
599164,584922,53
692587,694861,53
401441,535953,53
478648,476677,53
784503,499405,53
387246,305843,53
714218,601461,53
475293,522467,53
350729,321969,53
507320,388302,53
537227,789628,53
305843,387246,53
352723,680,53
772679,386770,53
511655,1918,53
482775,475395,53
392118,479163,53
390829,12921,53
503541,505013,53
499527,407705,53
460287,425661,53
5254,496118,53
527114,526033,53
504046,304840,53
473070,632356,53
217261,17360,53
406952,499527,53
423770,354760,53
511330,431164,53
440220,236581,53
443805,351662,53
618706,308284,53
420055,496925,53
337018,11528,53
786940,430244,53
541279,374484,53
816106,357554,53
451868,535436,53
489600,508407,53
460973,403028,53
460287,281676,53
816433,302229,53
563445,429,53
411475,428669,53
452094,674774,53
372581,301385,53
378285,17356,53
605834,4567,53
632035,521106,53
435978,402010,53
277196,759083,53
276036,635814,53
781851,422708,53
475023,689634,53
236727,403573,53
351827,505435,53
475293,450723,53
516505,512079,53
723940,570151,53
423515,512008,53
326677,492284,53
480704,448456,53
648105,733464,53
4167,18586,53
192571,12519,53
509654,498892,53
528620,521334,53
800641,515105,53
420657,3,53
612367,221578,53
4167,9391,53
10081,326040,53
651603,532807,53
786858,701919,53
440334,291765,53
370511,377453,53
481404,419350,53
450425,19832,53
542351,665530,53
395662,333061,53
250664,332469,53
509436,533957,53
452094,285998,53
797589,346162,53
296689,468545,53
509436,533965,53
447746,536126,53
420055,503344,53
721734,535436,53
7992,409380,53
507896,754098,53
460287,429867,53
544985,343261,53
649043,513471,53
503362,406952,53
504228,445864,53
773814,758264,53
612743,218142,53
423036,420229,53
574331,450425,53
284408,326306,53
304818,278239,53
259525,386287,53
635814,449301,53
484150,449539,53
511661,531787,53
397488,488767,53
374884,517600,53
421661,332469,53
501701,419871,53
485999,503293,53
503208,516034,53
405348,268455,53
393305,408622,53
813519,249121,53
612367,311933,53
508096,378275,53
684660,535436,53
630271,618494,53
304336,649229,53
406493,518780,53
509042,398438,53
368278,330083,53
360262,354220,53
511741,309710,53
634055,521334,53
482677,492181,53
419386,445335,53
521129,449228,53
498823,572375,53
293382,15983,53
690404,535436,53
626256,685171,53
512040,447233,53
16255,18766,53
712490,535436,53
368422,198538,53
507020,548063,53
388401,411769,53
520276,350139,53
597938,14369,53
288013,426698,53
261625,421198,53
304840,291765,53
691626,436577,53
440173,266656,53
316982,466583,53
374339,7806,53
279477,403517,53
666993,535436,53
606473,216548,53
393317,531150,53
434345,525389,53
612196,458274,53
282417,563566,53
386213,262938,53
481404,343622,53
276562,264612,53
348611,326040,53
618575,443258,53
599994,630384,53
19266,14720,53
368422,2252,53
393842,318213,53
522467,477965,53
636432,425633,53
456675,308284,53
599742,275519,53
463466,427595,53
462999,516034,53
560695,547421,53
719530,311129,53
563445,431085,53
484766,277620,53
379634,404515,53
701292,790825,53
250874,308426,53
798995,795738,53
444691,446139,53
14399,388622,53
458191,407021,53
595886,381536,53
519325,737719,53
481704,481838,53
448920,444860,53
513728,283144,53
374040,421198,53
368422,9055,53
522339,535436,53
514128,428341,53
509597,519786,53
483365,459278,53
257632,255500,53
513598,428228,53
419991,508096,53
403404,16719,53
535087,270090,53
480682,501701,52
793906,659920,52
407704,418456,52
614033,343622,52
484150,432952,52
308134,392018,52
461031,451908,52
655994,680166,52
280346,644790,52
359814,476233,52
393452,279037,52
350698,463466,52
686181,691155,52
472,13121,52
501067,504228,52
391300,508407,52
636110,758264,52
427926,439718,52
490769,422003,52
563445,422310,52
318213,12400,52
308410,375536,52
509436,573222,52
644790,690212,52
652272,428341,52
368422,460892,52
663791,522975,52
535208,483365,52
644790,440523,52
530935,269141,52
448613,419871,52
232512,13674,52
17356,369,52
454428,305456,52
19387,429071,52
723889,310801,52
524396,523990,52
472896,488914,52
573549,535436,52
479859,441960,52
380635,462329,52
617045,265969,52
294370,423995,52
475293,476846,52
285998,364017,52
430767,451007,52
764932,550563,52
368345,409059,52
500789,553423,52
636183,480738,52
629778,479318,52
671554,535389,52
790645,713598,52
401137,488848,52
579583,510296,52
458191,485999,52
257140,506378,52
507511,507037,52
506378,304840,52
463466,404798,52
426167,414955,52
647182,379089,52
532378,506483,52
425680,245579,52
618091,550535,52
717119,535436,52
579583,737038,52
521007,274563,52
506176,645913,52
479482,486126,52
432952,756137,52
457675,486468,52
449044,528707,52
264943,798449,52
483322,488848,52
754098,488602,52
517959,502773,52
606413,511606,52
10144,243719,52
633994,535436,52
481404,302556,52
603390,584922,52
3854,6023,52
542577,551501,52
663832,582633,52
630271,369,52
213434,448061,52
416704,500429,52
440080,7418,52
710215,618762,52
17356,420229,52
582633,517959,52
516505,595886,52
472418,447595,52
16981,285695,52
397392,248216,52
506176,291765,52
512579,349190,52
240661,380998,52
406863,511970,52
503428,468596,52
741262,535436,52
535490,618323,52
426338,309242,52
786858,252797,52
211693,323501,52
501067,403537,52
368422,375245,52
630384,727011,52
440523,507937,52
649057,528182,52
614273,292783,52
12486,813375,52
534931,447233,52
440220,443258,52
567195,567131,52
682796,549942,52
747385,403619,52
458191,478311,52
355677,1110,52
471675,483322,52
743443,505804,52
693654,733477,52
522375,14516,52
10947,314532,52
323063,379435,52
511606,579583,52
425933,366037,52
663832,451908,52
784503,311947,52
598417,535436,52
341337,357393,52
382384,528914,52
19253,362242,52
712878,535436,52
351019,419105,52
266605,535436,52
404871,323144,52
354760,484932,52
460229,274580,52
417299,347050,52
481973,506051,52
410577,535243,52
517425,459311,52
507805,247143,52
665530,472,52
305843,509624,52
480498,210628,52
481404,691626,52
7472,327687,52
514366,365925,52
505026,533965,52
514198,337056,52
472896,515806,52
315697,403090,52
525669,480998,52
385323,459795,52
510773,503240,52
599948,386287,52
471675,486468,52
779916,773771,52
476677,243982,52
505393,268735,52
430767,514128,52
446229,533965,52
573608,567195,52
454563,462982,52
488602,797475,52
416704,427685,52
497249,518694,52
280346,802706,52
515105,726029,52
274563,464079,52
450425,357226,52
614273,426065,52
492695,514128,52
287562,500428,52
460229,251596,52
423873,193238,52
650552,567578,52
382368,326677,52
302556,14511,52
619687,619458,52
500205,492181,52
816575,411778,52
718830,535436,52
528182,384428,52
482024,382261,52
294019,391114,52
730158,492695,52
196045,420100,52
309043,482872,52
337018,16098,52
435338,499599,52
706385,477965,52
553423,440092,52
492983,498983,52
281808,444283,52
644268,386723,52
274580,414004,52
511759,239748,52
314898,419388,52
244852,422263,52
481476,406493,52
622603,430767,52
318078,305843,52
321893,280346,52
460287,421198,52
473086,449044,52
410926,781098,52
816433,308284,52
324808,243171,52
605092,310801,52
374339,499456,52
493739,390336,52
429298,434219,52
435338,461031,52
433866,508575,52
399892,191593,52
448043,395131,52
483505,420035,52
560695,475871,52
423036,644667,52
790645,765086,52
506176,802706,52
273839,535436,52
262938,230238,52
509177,452584,52
412805,345685,52
638939,535436,52
425933,419350,52
503208,417059,52
204221,4528,52
393989,461597,52
18802,18518,52
554495,535436,52
730158,511606,52
534280,239,52
406493,485415,52
618708,510296,52
368181,775643,52
440220,404871,52
196695,450425,52
709194,597938,52
450425,525861,52
521386,302556,52
268290,311933,52
439169,507376,52
368422,352787,52
432563,513778,52
379634,500429,52
606933,732927,52
523619,475871,52
563445,4282,52
350766,372840,52
448905,460892,52
210628,4482,52
512036,462729,52
475293,528230,52
510465,736322,52
677622,784602,52
483322,247653,52
501067,483322,52
511119,758552,52
498197,501383,52
420055,454238,52
404330,484256,52
195956,383801,52
311933,387202,52
508315,410224,52
798449,635393,52
476677,326805,52
273442,458767,52
517425,516002,52
690583,488602,52
318849,237884,52
340986,417769,52
13267,535243,52
614005,612443,52
802613,238032,52
251596,424658,52
440220,349545,52
436423,466946,52
646310,560607,52
503344,458191,52
483365,501095,52
427732,281836,52
815833,405979,52
510296,736322,52
484150,460653,52
652170,268455,52
514505,443960,52
786858,319678,52
786858,479204,52
324808,235387,52
498400,388302,52
18723,356297,52
12400,308587,52
301385,415368,52
601191,247143,52
568898,568710,52
734400,816362,52
783394,368181,52
13404,309242,52
4482,292506,52
729853,394023,52
466583,451916,52
428395,622603,52
393842,360600,52
529465,559896,52
297681,14253,52
758793,348569,52
508188,500707,52
419722,273442,52
511100,513129,52
389486,13121,52
474491,505435,52
488848,463466,52
553417,584830,52
13490,261245,52
806806,535436,52
501169,486468,52
506378,440523,52
519142,419521,52
214709,571706,52
352234,540820,52
499405,434433,52
483322,458191,52
516256,519325,52
506378,359814,52
486677,487742,52
485415,411778,52
767353,12,52
504228,443863,52
512874,498568,52
768869,688946,52
743454,535436,52
327753,535436,52
541583,528230,52
319975,617,52
283144,602,52
599994,779251,52
339205,430159,52
429539,503182,52
533032,420229,52
502333,425933,52
368422,489165,52
404330,504678,52
414955,534,52
506378,257140,52
387008,539,52
572503,547950,52
508575,482677,52
439285,457675,52
516295,535436,52
426178,285462,52
608640,402888,52
535969,446853,52
591439,584922,52
361304,202689,52
278843,275873,52
791097,787380,52
360262,330083,52
815837,428666,52
620087,528230,52
369179,308045,52
679623,535436,52
405979,504228,52
476038,522080,52
535953,423068,52
510077,429894,52
403405,261754,52
15351,394357,52
359814,344976,52
462982,502438,52
326040,195117,52
620508,737038,52
393317,337961,52
421001,544047,52
644193,217834,52
463466,484727,52
394889,501067,52
543820,344976,52
432341,19266,52
400074,247143,52
798801,381208,52
511576,727011,52
437433,354220,52
410224,329190,52
439699,544047,52
636110,593985,52
513598,510465,52
2282,6596,52
316088,408746,52
680763,478646,52
428341,652272,52
637205,506176,52
413958,485415,52
732388,739400,52
694296,263574,52
716965,665669,52
733530,510296,52
411120,380400,52
527115,476287,52
428412,501299,52
212645,351662,52
783802,389808,52
607497,535436,52
499969,403619,52
475023,527513,52
786858,442335,52
535036,238853,52
563445,408979,52
450425,472418,52
460287,579539,52
786858,236248,52
786858,352234,52
512579,239147,52
737038,620514,52
419829,484488,52
647182,510364,52
538690,518694,52
313157,455837,52
519142,508994,52
483188,435356,52
515822,388262,52
349975,462329,52
547396,465823,52
439338,293480,52
564952,374722,52
623918,606413,52
14351,474514,52
424419,453804,52
694817,236581,52
440523,393942,52
270138,249332,52
251596,285462,52
432062,247653,52
382803,459311,52
253489,535436,52
480149,415068,52
327209,298503,52
7472,489156,52
330802,351531,52
436257,579440,52
511809,360196,52
471150,563445,52
522486,535436,52
342329,480998,52
318447,308536,52
450425,401049,52
199989,354760,52
283144,336594,52
19408,339616,52
447318,453804,52
525669,415773,52
512675,432891,52
11528,15850,52
311387,618027,52
462989,261625,52
416925,478830,52
434561,519360,52
439718,253127,52
491420,426698,52
560565,617536,52
368422,426178,52
506378,304336,52
641605,632061,52
516906,535436,52
528961,685770,52
498823,572465,52
240835,478160,52
481582,472606,52
467833,498002,52
575629,662719,52
461852,13833,52
724659,584922,52
507923,535490,52
398825,426167,52
14718,13366,52
249455,253746,52
376175,449301,52
377731,379634,52
302556,576,52
255790,303381,52
196444,316097,52
422233,409573,52
517425,288425,52
503583,513149,52
394889,445864,52
649057,485585,52
431068,436234,52
472680,429819,52
439015,308337,52
508394,508409,52
401271,510071,52
802706,352234,52
508575,427595,52
509303,684442,52
492069,522899,52
5844,388401,52
814837,511184,52
311516,520675,52
501732,426698,52
194604,390273,52
396484,420554,52
612972,263843,52
359814,545384,52
440220,191503,52
518288,449682,52
508856,533965,52
338870,339600,52
275237,645913,52
354088,448307,52
523542,475142,52
521762,526662,52
475142,527115,52
339600,308405,52
342554,436456,52
245902,380950,52
503240,499591,52
238853,403020,52
296583,226690,52
773771,441956,52
599164,584830,52
498927,537227,52
563445,4375,52
460287,665530,52
590715,571706,52
421222,450425,52
421110,517959,52
309639,470903,52
403020,337018,52
777870,343261,52
786858,546612,52
404561,321969,52
460287,355351,52
385955,385955,52
460287,3,52
563445,8949,52
816433,316088,52
368422,7759,52
816575,632577,52
322937,517585,52
437433,354795,52
400074,269694,52
312016,539,52
450425,13596,52
472977,269856,52
451007,758552,52
698191,737038,52
812394,406881,52
443931,435510,52
243300,576,52
552862,505296,52
426338,274272,52
603676,603279,52
550563,507511,52
435501,386213,52
235294,284032,52
475293,478648,52
390939,320343,52
480609,483322,52
802613,606671,52
599742,217780,52
562300,8152,52
601058,308220,52
361272,552732,52
431336,336594,52
976,3621,52
565060,99,52
277296,406881,52
502935,487742,52
503208,417936,52
390104,326492,52
510296,733530,52
405733,504853,52
458614,508094,52
621342,511241,52
717923,465392,52
528230,407078,52
506378,522899,52
439799,14260,52
292057,461031,52
260299,435716,52
560695,476552,52
528182,467312,52
417426,507286,52
608466,526763,52
489600,500256,52
772160,439621,52
523842,508821,52
375536,426167,52
322937,499591,52
601169,539,52
445864,500690,52
521908,2099,52
428352,410577,52
540820,509157,52
319975,9391,52
440220,370263,52
434433,508821,52
813524,249121,52
307726,611651,52
530924,535436,52
608800,275237,52
519844,472931,52
301385,585995,52
503541,420055,52
263664,288578,52
6596,355271,52
351855,351598,52
673020,535436,52
493049,344667,52
654718,525426,52
413614,442770,52
507384,456537,52
654685,580656,52
493452,419748,52
327165,386213,52
606103,606263,52
778085,777010,52
612196,342407,52
665738,506340,52
475142,478648,52
308369,310292,52
542351,318908,52
534063,533965,52
623582,448944,52
459385,437559,52
528707,360196,52
516720,350139,52
291686,16617,52
597938,10636,52
612972,279485,52
14351,535199,52
227454,11004,52
416704,397262,52
502438,500710,52
341980,332502,52
22342,508187,52
425933,482887,52
573608,572940,52
385793,538388,52
528465,501087,52
203666,396484,52
708420,420564,52
370040,308410,52
479318,407288,52
433866,416649,52
649043,19613,52
8447,482953,52
462982,501651,52
606933,737038,52
322937,501006,52
595979,288821,52
416361,399720,52
623304,238853,52
508988,439699,52
790791,792860,52
18723,2211,52
308337,12400,52
511498,516122,52
345851,436257,52
449654,434255,52
512579,529834,52
534,20919,52
291929,416704,52
4914,436577,52
612367,323070,52
443863,284460,52
193928,491527,52
506726,453200,52
563445,281289,52
789778,343261,52
786858,738766,52
460287,453573,52
563445,3112,52
460287,328041,52
702530,434358,52
330471,234616,52
