date,forecasted_Transaction Count,forecasted_Active Users,forecasted_Unique Users,forecasted_Total Transferred,forecasted_Net Transferred,forecasted_TVL-kelp_rseth_protocol,forecasted_TVL_opchain-kelp_rseth_protocol
2024-09-01 00:00:00,0.1455360726491832,0.1176654179421048,0.0,0.0,0.0,652034908.0550985,678818436.848683
2024-09-02 00:00:00,0.0524378786544033,0.1360900799418392,0.0,0.0,0.0,701551875.5211247,594810525.0860153
2024-09-03 00:00:00,0.0980261673074126,0.1557777888227577,0.0,0.0,0.0,566581729.4774302,688307097.1313689
2024-09-04 00:00:00,0.145069417173697,0.1203057233377466,0.0,0.0,0.0,508060840.09656096,776982412.6660559
2024-09-05 00:00:00,0.214702926545954,0.1790124582394114,0.0,0.0,0.0,539026269.3524789,749197980.4878772
2024-09-06 00:00:00,0.2114451064948169,0.1745419316502313,0.0,0.0,0.0,533450779.3264472,797698549.3248376
2024-09-07 00:00:00,-0.0461348442066723,0.108462812362928,0.0075645426632466,0.0,0.0,528140521.8999696,726792060.5153604
2024-09-08 00:00:00,0.2910881031117778,0.0853515228756436,0.0272787569682587,0.0,0.0,522035942.7579811,634834713.3788012
2024-09-09 00:00:00,0.0442816993808378,0.0456354155294809,0.0221943087854165,0.0,0.0,538402064.387321,726418903.0001384
2024-09-10 00:00:00,-0.0678540771187863,0.2037596909093464,0.0,0.0,0.0,501668192.901152,706869095.196326
2024-09-11 00:00:00,-0.0145955222854422,0.0948631407157088,0.0,0.0,0.0,530144752.5043794,825052305.9757228
2024-09-12 00:00:00,0.0201730522998346,0.093120898088071,0.0,0.0,0.0,564421751.9007002,683738173.6073275
2024-09-13 00:00:00,0.1056570317887847,0.0766829536519709,0.0,0.0,0.0,571588059.6025687,811321750.9892138
2024-09-14 00:00:00,0.162151348209524,-0.0194767442481927,0.0,0.0,0.0,546055102.6373162,840863609.9921182
2024-09-15 00:00:00,0.1876506432485989,0.1009793865985258,0.0,0.0,0.0,547386342.6043721,820279424.787957
2024-09-16 00:00:00,0.1707015346385943,0.1255320698471993,0.0,0.0,0.0,517953714.21376973,790705499.112108
2024-09-17 00:00:00,0.1683910598120967,0.1489672203337599,0.0,0.0,0.0,512003481.68288887,817872873.9409754
2024-09-18 00:00:00,0.0718333912989184,0.0799298881434746,0.0,0.0,0.0,521889897.0191156,775161620.2435327
2024-09-19 00:00:00,0.1787690862475743,0.0743513877835759,0.0,0.0,0.0,521209346.8893359,781931340.9358977
2024-09-20 00:00:00,0.2020140437869383,0.1676490586463585,0.0,0.0,0.0,509118464.44169617,793059959.9028713
2024-09-21 00:00:00,0.1887154577835607,0.1110739404179553,0.0,0.0,0.0,526962744.9750952,799600236.6951263
2024-09-22 00:00:00,0.1375644161432132,-0.0260155956576676,0.0,0.0,0.0,530103623.166581,803793931.9122163
2024-09-23 00:00:00,0.1640756057205852,0.198743308340336,0.0,0.0,0.0,469233958.1044072,902551147.3158004
2024-09-24 00:00:00,0.173084638307375,0.0082538616929981,0.0,0.0,0.0,535112469.95635146,809388245.3664047
2024-09-25 00:00:00,0.11382418253734,0.1180832388938352,0.0,0.0,0.0,561130137.5630604,879188245.0740577
2024-09-26 00:00:00,0.1534465787075454,0.1538978666303629,0.0,0.0,0.0,513267292.3474624,891279291.8772737
2024-09-27 00:00:00,0.1379680877814405,0.123503286076508,0.0,0.0,0.0,522661044.70458895,842042337.4690729
2024-09-28 00:00:00,0.2637016599333578,0.1312458548870576,0.0,0.0,0.0,509130109.4585263,882544712.6071392
2024-09-29 00:00:00,0.1328035870057597,0.1045766122168074,0.0,0.0,0.0,501131383.09828067,874494593.9296628
2024-09-30 00:00:00,0.279021082011675,0.0887578796064775,0.0,0.0,0.0,474177683.1010685,872106151.1738625
2024-10-01 00:00:00,0.2891584809040212,0.0318283113530863,0.0,0.0,0.0,462939253.3989646,780945664.8627262
2024-10-02 00:00:00,0.1924109249066419,0.0373945131800166,0.0,0.0,0.0,487297500.2817341,780746220.8674467
2024-10-03 00:00:00,0.2153927061566266,0.0501639753731233,0.0,0.0,0.0,460872678.9070882,804905606.3569331
2024-10-04 00:00:00,0.0989500499348176,0.2245085540427229,0.0176904954107998,0.0,0.0,521182851.5129405,751408265.2349008
2024-10-05 00:00:00,0.2264595715239253,0.1154003272636477,0.0211352711189423,0.0,0.0,496493372.5903627,800923181.9116862
2024-10-06 00:00:00,0.1670535454305576,0.1311337402345013,0.0261610449696486,0.0,0.0,463026675.9364876,749415399.2182142
2024-10-07 00:00:00,0.1991318861171381,0.1051814086739774,0.0,0.0,0.0,467832464.2207371,817965424.9322374
2024-10-08 00:00:00,0.2002972359530208,0.1332082350044869,0.0,0.0,0.0,482709294.4802007,858186543.9748079
2024-10-09 00:00:00,0.1247016771385271,0.1264214416176531,0.0,0.0,0.0,458716618.34647065,765847942.5454379
2024-10-10 00:00:00,0.1196828051885199,0.0616478630714805,0.0059645899242533,0.0,0.0,468666610.43941873,814447021.2723056
2024-10-11 00:00:00,0.0915535539127208,0.083041450056996,0.0012382517293927,0.0,0.0,449316618.88312393,830284625.1502334
2024-10-12 00:00:00,0.1462505454142476,0.148188987073742,0.0105123926961444,0.0,0.0,423875412.7362433,848029438.2910644
2024-10-13 00:00:00,0.1634514577813787,0.0809642781808866,0.0,0.0,0.0,443088902.9461684,852829697.4160415
2024-10-14 00:00:00,0.1127116189303564,0.1089234032142331,0.0,0.0,0.0,396826854.8569446,833376794.991385
2024-10-15 00:00:00,0.1643748697709935,0.1866339958799485,0.0,0.0,0.0,406258175.78532815,897388876.6566948
2024-10-16 00:00:00,0.1752000767150376,0.0959164039641047,0.0001964202858776,0.0,0.0,439493787.1615838,811549279.8721768
2024-10-17 00:00:00,0.1134370624097142,0.1591071338640153,0.0010788767595242,0.0,0.0,393094654.27356625,873209040.2887279
2024-10-18 00:00:00,0.091144028451694,0.1705795014926129,0.0013629621338464,0.0,0.0,411628842.27802896,777432261.8418425
2024-10-19 00:00:00,0.2115697429791627,0.0797520244225869,0.0022017277079391,0.0,0.0,414134051.5184549,877675569.2233306
2024-10-20 00:00:00,0.1634537722037277,0.1329753083855281,0.0028206602299979,0.0,0.0,403728962.6591409,807217294.5398524
2024-10-21 00:00:00,0.1346246514045299,0.1572046786744203,0.0037016878782563,0.0,0.0,373575254.3356286,727793704.0093656
2024-10-22 00:00:00,0.2210847031391059,0.1569549235427189,0.0,0.0,0.0,381939838.8896288,828988117.2446895
2024-10-23 00:00:00,0.1414003090023524,0.1792902148476594,0.0,0.0,0.0,406450447.6479744,884440713.5197383
2024-10-24 00:00:00,0.1395253566314773,0.1112869816006437,0.0,0.0,0.0,354964573.8274163,822370144.3518358
2024-10-25 00:00:00,0.0272702292960182,0.1020212144265799,0.0,0.0,0.0,370575200.427076,845908196.1464486
2024-10-26 00:00:00,0.5108705593309094,0.0693560007406076,0.0,0.0,0.0,361638585.9487151,821455543.6833295
2024-10-27 00:00:00,0.2215718804825565,0.0837905907575672,0.0,0.0,0.0,355035551.18460685,839223643.8727409
2024-10-28 00:00:00,0.0872109956169893,0.0749081206193013,0.0,0.0,0.0,355602401.8150161,844511307.1225115
