transaction_date,address,cnt,total_transferred,direction,total_transferred_in_tokens,net_transferred,net_transferred_in_tokens
2024-06-02,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,253,200099443295407908,in,200.0994432954079,4465287224410638244,4465.287224410638
2024-06-02,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,790143967590456,in,0.790143967590456,4466077368378228700,4466.077368378229
2024-06-02,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,291,230065935884810571,in,230.06593588481056,4696143304263039271,4696.14330426304
2024-06-02,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,795505620229971,in,0.795505620229971,4696938809883269242,4696.93880988327
2024-06-02,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,292,230856079852401027,in,230.85607985240105,4927794889735670269,4927.79488973567
2024-06-02,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,790143967590456,in,0.790143967590456,4928585033703260725,4928.585033703261
2024-06-02,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1775,1403465278295532585,in,1403.4652782955325,6332050311998793310,6332.050311998793
2024-06-02,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,795505620229971,in,0.795505620229971,6332845817619023281,6332.845817619023
2024-06-02,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,790143967590456,in,0.790143967590456,6333635961586613737,6333.635961586614
2024-06-02,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,301,237983460518633676,in,237.98346051863368,6571619422105247413,6571.619422105247
2024-06-02,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,325,257027340530397345,in,257.02734053039734,6828646762635644758,6828.646762635644
2024-06-02,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,790143967590456,in,0.790143967590456,6829436906603235214,6829.436906603235
2024-06-02,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,790143967590456,in,0.790143967590456,6830227050570825670,6830.227050570826
2024-06-02,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,795505620229971,in,0.795505620229971,6831022556191055641,6831.022556191056
2024-06-02,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,299,236408534236092279,in,236.4085342360923,7067431090427147920,7067.431090427148
2024-06-02,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,795505620229971,in,0.795505620229971,7068226596047377891,7068.226596047378
2024-06-02,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,790143967590456,in,0.790143967590456,7069016740014968347,7069.0167400149685
2024-06-02,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,795505620229971,in,0.795505620229971,7069812245635198318,7069.812245635198
2024-06-02,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,790143967590456,in,0.790143967590456,7070602389602788774,7070.602389602788
2024-06-03,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,795505620229971,in,0.795505620229971,7071397895223018745,7071.397895223019
2024-06-03,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,795505620229971,in,0.795505620229971,7072193400843248716,7072.193400843249
2024-06-03,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,792415903544779,in,0.792415903544779,7072985816746793495,7072.985816746794
2024-06-03,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,363,288663489776182945,in,288.663489776183,7361649306522976440,7361.649306522976
2024-06-03,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,352,279897479370227304,in,279.8974793702273,7641546785893203744,7641.546785893203
2024-06-03,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,795505620229971,in,0.795505620229971,7642342291513433715,7642.342291513433
2024-06-03,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,795505620229971,in,0.795505620229971,7643137797133663686,7643.137797133663
2024-06-03,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,948172761108547,in,0.948172761108547,7644085969894772233,7644.0859698947725
2024-06-03,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,352,279916017670338456,in,279.9160176703385,7924001987565110689,7924.0019875651105
2024-06-03,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,795505620229971,in,0.795505620229971,7924797493185340660,7924.7974931853405
2024-06-03,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,795505620229971,in,0.795505620229971,7925592998805570631,7925.592998805571
2024-06-03,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,795505620229971,in,0.795505620229971,7926388504425800602,7926.3885044258
2024-06-03,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,795505620229971,in,0.795505620229971,7927184010046030573,7927.18401004603
2024-06-03,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,795505620229971,in,0.795505620229971,7927979515666260544,7927.97951566626
2024-06-03,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,795505620229971,in,0.795505620229971,7928775021286490515,7928.77502128649
2024-06-03,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,795505620229971,in,0.795505620229971,7929570526906720486,7929.57052690672
2024-06-03,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,792415903544779,in,0.792415903544779,7930362942810265265,7930.362942810265
2024-06-03,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,792415903544779,in,0.792415903544779,7931155358713810044,7931.15535871381
2024-06-03,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,365,290226693566476159,in,290.2266935664762,8221382052280286203,8221.382052280285
2024-06-03,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,355,282280906514232025,in,282.280906514232,8503662958794518228,8503.662958794519
2024-06-03,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,795505620229971,in,0.795505620229971,8504458464414748199,8504.458464414749
2024-06-03,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,792415903544779,in,0.792415903544779,8505250880318292978,8505.250880318294
2024-06-03,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,795505620229971,in,0.795505620229971,8506046385938522949,8506.046385938524
2024-06-03,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,792415903544779,in,0.792415903544779,8506838801842067728,8506.838801842068
2024-06-03,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,795505620229971,in,0.795505620229971,8507634307462297699,8507.634307462298
2024-06-03,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,792415903544779,in,0.792415903544779,8508426723365842478,8508.426723365843
2024-06-03,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,795505620229971,in,0.795505620229971,8509222228986072449,8509.222228986073
2024-06-03,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,792415903544779,in,0.792415903544779,8510014644889617228,8510.014644889618
2024-06-03,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,795505620229971,in,0.795505620229971,8510810150509847199,8510.810150509848
2024-06-03,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,795505620229971,in,0.795505620229971,8511605656130077170,8511.605656130077
2024-06-03,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,795505620229971,in,0.795505620229971,8512401161750307141,8512.401161750307
2024-06-03,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,370,294235118834477934,in,294.23511883447793,8806636280584785075,8806.636280584786
2024-06-03,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,795505620229971,in,0.795505620229971,8807431786205015046,8807.431786205016
2024-06-03,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,795505620229971,in,0.795505620229971,8808227291825245017,8808.227291825246
2024-06-03,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,792415903544779,in,0.792415903544779,8809019707728789796,8809.01970772879
