project_id,project_name,first_commit_date,last_commit_date,repos,stars,forks,contributors,contributors_6_months,new_contributors_6_months,avg_fulltime_devs_6_months,avg_active_devs_6_months,commits_6_months,issues_opened_6_months,issues_closed_6_months,pull_requests_opened_6_months,pull_requests_merged_6_months,project_id_1,num_contracts,first_txn_date,total_txns,total_l2_gas,total_users,txns_6_months,l2_gas_6_months,users_6_months,new_user_count,active_users,high_frequency_users,more_active_users,less_active_users,multi_project_users
drX6MLcw7BBocgVJY4gh_8hjaFRqpFzROc_fIKFQG9E=,NFTPerp,2022-08-15 07:43:08.000000 UTC,2024-02-21 04:47:47.000000 UTC,4.0,16.0,7.0,6.0,4.0,3.0,0.5,1.8333333333333333,134.0,,,6.0,7.0,drX6MLcw7BBocgVJY4gh_8hjaFRqpFzROc_fIKFQG9E=,4.0,,,,,,,,,,,,,
O8mgpLx9jkAEkijblK01dRc8ZraW15K8uQbXiCvSbPY=,Ante Finance,2021-06-15 05:01:00.000000 UTC,2024-02-24 06:00:20.000000 UTC,4.0,39.0,73.0,54.0,4.0,0.0,0.0,0.5,4.0,,,5.0,5.0,O8mgpLx9jkAEkijblK01dRc8ZraW15K8uQbXiCvSbPY=,66.0,,,,,,,,,,,,,
lkqqzo5aNdvRPPb7p47UPA_B25-TpCybT5a9SEwjWHI=,Obvious,2022-09-26 13:54:49.000000 UTC,2024-02-27 02:40:07.000000 UTC,4.0,84.0,17.0,8.0,4.0,1.0,1.0,1.8333333333333333,287.0,1.0,,4.0,3.0,lkqqzo5aNdvRPPb7p47UPA_B25-TpCybT5a9SEwjWHI=,9.0,,,,,,,,,,,,,
EMZ0Oshl_8gwlIC9MX2pUAAXqaR5ju8W8vmgL7PewFs=,VMEX Finance,2023-06-19 16:01:29.000000 UTC,2024-02-24 20:24:05.000000 UTC,4.0,8.0,0.0,8.0,6.0,2.0,0.1666666666666666,2.8333333333333335,105.0,3.0,,53.0,47.0,EMZ0Oshl_8gwlIC9MX2pUAAXqaR5ju8W8vmgL7PewFs=,13.0,2023-10-01,116.0,97569708.0,14.0,116.0,97569708.0,14.0,9.0,9.0,0.0,0.0,9.0,1.0
sRRYdMHGReGRYEPVd47ohkLh7yi65CXLq3GTcBvG9e0=,Gem Wallet,2023-08-16 03:32:28.000000 UTC,2024-02-25 02:13:17.000000 UTC,4.0,27.0,4.0,6.0,6.0,5.0,0.1666666666666666,1.3333333333333333,48.0,1.0,2.0,110.0,18.0,sRRYdMHGReGRYEPVd47ohkLh7yi65CXLq3GTcBvG9e0=,16.0,,,,,,,,,,,,,
3Q0HAjux3q4esTAYm06fwDln45hmUROt5ALD7XaCdg0=,Arbswap,2022-07-07 01:30:58.000000 UTC,2023-01-28 08:25:30.000000 UTC,5.0,14.0,6.0,2.0,0.0,0.0,0.0,0.0,,,,,,3Q0HAjux3q4esTAYm06fwDln45hmUROt5ALD7XaCdg0=,26.0,2021-12-01,412629.0,375606958393.0,158159.0,56903.0,50205552874.0,21563.0,5584.0,9875.0,0.0,238.0,9637.0,6354.0
CQLYG2HcrxaFTKNFdrXGDRGEuL3tRxPVAZN2im8a9yU=,MIND Games,2022-07-01 14:30:25.000000 UTC,2023-06-14 14:54:41.000000 UTC,5.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,,,,,,CQLYG2HcrxaFTKNFdrXGDRGEuL3tRxPVAZN2im8a9yU=,38.0,2022-12-01,61559.0,55049712972.0,2962.0,157.0,114826674.0,65.0,2.0,37.0,0.0,2.0,35.0,28.0
2T3rO-Q2yOXhVgda6YjI0__MXln4vWnM62gyKENLJvk=,EYWA Protocol,2022-04-15 11:25:57.000000 UTC,2023-04-08 10:49:04.000000 UTC,5.0,8.0,5.0,2.0,0.0,0.0,0.0,0.0,,,,,,2T3rO-Q2yOXhVgda6YjI0__MXln4vWnM62gyKENLJvk=,32.0,2023-04-01,9591.0,36479265906.0,729.0,7638.0,30964165116.0,648.0,558.0,611.0,1.0,46.0,564.0,378.0
03kU3p5lLpFpNokCY76xugHThITxzXmzVae__BGZKFc=,Flux Protocol,2021-12-07 20:14:03.000000 UTC,2023-01-13 16:23:22.000000 UTC,5.0,8.0,9.0,5.0,0.0,0.0,0.0,0.0,,,,,,03kU3p5lLpFpNokCY76xugHThITxzXmzVae__BGZKFc=,14.0,2021-10-01,1250.0,840143528.0,260.0,280.0,168688532.0,73.0,22.0,47.0,0.0,1.0,46.0,30.0
rUWmRYXHuYJ3yHkZ_dmFGVNGInrKiQGGPPXzX5bmzCo=,Lodestar Finance,2022-09-06 02:23:35.000000 UTC,2022-12-02 02:38:40.000000 UTC,5.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,,,,,,rUWmRYXHuYJ3yHkZ_dmFGVNGInrKiQGGPPXzX5bmzCo=,65.0,2022-11-01,131818.0,99185880672.0,14323.0,65488.0,47977440123.0,8281.0,2004.0,4302.0,1.0,518.0,3783.0,3897.0
FQGl_X5FAQ-HYCXHLNos2eWU8OlKwiYbPxUKFiOUfG4=,Alps Finance,2021-12-11 09:06:50.000000 UTC,2022-07-19 14:25:40.000000 UTC,5.0,14.0,6.0,6.0,0.0,0.0,0.0,0.0,,,,,,FQGl_X5FAQ-HYCXHLNos2eWU8OlKwiYbPxUKFiOUfG4=,9.0,,,,,,,,,,,,,
l6eertBzC_yST-HWz-Qku2jPRDBtRn5epKnG9vWVqD0=,Gains Network,2022-03-09 10:56:58.000000 UTC,2022-07-12 13:18:13.000000 UTC,5.0,26.0,36.0,1.0,0.0,0.0,0.0,0.0,,,,,,l6eertBzC_yST-HWz-Qku2jPRDBtRn5epKnG9vWVqD0=,39.0,2022-12-01,3839415.0,4510499808170.0,57776.0,1017005.0,1207131159382.0,28104.0,12062.0,16722.0,28.0,4559.0,12135.0,8458.0
650qqEHErkpxxwOOoldHIunUspSpguI9LrqAKY_nVr4=,Satsuma,2022-08-26 21:43:51.000000 UTC,2023-12-19 23:50:03.000000 UTC,5.0,33.0,1.0,9.0,1.0,0.0,0.0,0.1666666666666666,2.0,,,2.0,2.0,650qqEHErkpxxwOOoldHIunUspSpguI9LrqAKY_nVr4=,5.0,,,,,,,,,,,,,
-l5lYZlsyX6HseRihiClGUgMNgC590RWEkxshjHcIYc=,MetaLine,2023-02-05 14:11:20.000000 UTC,2023-12-25 12:58:25.000000 UTC,5.0,5.0,4.0,3.0,1.0,0.0,0.0,0.3333333333333333,5.0,,,,,-l5lYZlsyX6HseRihiClGUgMNgC590RWEkxshjHcIYc=,5.0,,,,,,,,,,,,,
xUH6LRv3jIIMAJpCmw3p2rhCp7vLQhDTD1u7iLuDk5Q=,Defiedge,2022-09-13 12:02:47.000000 UTC,2023-12-04 07:27:10.000000 UTC,5.0,3.0,2.0,3.0,1.0,0.0,0.1666666666666666,0.6666666666666666,65.0,,,,,xUH6LRv3jIIMAJpCmw3p2rhCp7vLQhDTD1u7iLuDk5Q=,151.0,2022-04-01,864.0,4032958757.0,273.0,96.0,620634395.0,42.0,6.0,10.0,0.0,0.0,10.0,8.0
o-88ul2vSlxjgq6tsAwOeKirYFUGl7YbuXY_UStMpew=,Bond Protocol,2022-09-16 14:59:20.000000 UTC,2023-10-31 14:23:13.000000 UTC,5.0,30.0,11.0,3.0,1.0,0.0,0.0,0.1666666666666666,3.0,,,1.0,,o-88ul2vSlxjgq6tsAwOeKirYFUGl7YbuXY_UStMpew=,28.0,2023-05-01,532.0,381320637.0,407.0,166.0,113795144.0,137.0,57.0,58.0,0.0,0.0,58.0,52.0
fwvSMYC3esYBohOqIRGTOLy0YBhnFV5CgovEwG5BIWk=,WeavrDao,2021-05-21 17:39:25.000000 UTC,2023-08-29 16:09:58.000000 UTC,5.0,8.0,18.0,7.0,1.0,0.0,0.0,0.0,,,,3.0,1.0,fwvSMYC3esYBohOqIRGTOLy0YBhnFV5CgovEwG5BIWk=,5.0,,,,,,,,,,,,,
2XCiVvSJWYVMPJcql2-0qjgqyikBpD7L-UhyBMic9uI=,Mozaic,2023-08-23 17:42:58.000000 UTC,2023-09-13 15:37:35.000000 UTC,5.0,3.0,1.0,1.0,1.0,0.0,0.0,0.1666666666666666,7.0,,,6.0,1.0,2XCiVvSJWYVMPJcql2-0qjgqyikBpD7L-UhyBMic9uI=,5.0,,,,,,,,,,,,,
U1fzZDDL-nxJEe6zxo1J8uSMmxpCqeWRjtOryw0iqMI=,Anima Protocol,2022-04-11 15:55:05.000000 UTC,2024-01-09 14:13:22.000000 UTC,5.0,23.0,0.0,5.0,2.0,1.0,0.0,0.5,9.0,,,2.0,2.0,U1fzZDDL-nxJEe6zxo1J8uSMmxpCqeWRjtOryw0iqMI=,7.0,,,,,,,,,,,,,
EPw5l70HDqlAVoyBtspQbh2dFmilf29PA9UF38uVr6c=,Radiant,2022-03-29 18:50:39.000000 UTC,2024-01-23 20:47:56.000000 UTC,5.0,28.0,24.0,7.0,3.0,1.0,0.0,0.6666666666666666,30.0,,,2.0,1.0,EPw5l70HDqlAVoyBtspQbh2dFmilf29PA9UF38uVr6c=,59.0,2022-07-01,2466038.0,3600995026174.0,439370.0,488496.0,833155054956.0,100696.0,22732.0,49224.0,6.0,3419.0,45799.0,34085.0
LqIpOI9RBW5AMayty3aCePMbB2viyMbjxJ6kS_Xva-A=,Pine Finance,2022-01-29 17:53:13.000000 UTC,2023-11-06 14:37:52.000000 UTC,5.0,0.0,1.0,6.0,4.0,3.0,0.0,1.0,18.0,,,6.0,5.0,LqIpOI9RBW5AMayty3aCePMbB2viyMbjxJ6kS_Xva-A=,8.0,,,,,,,,,,,,,
Ef86jVD0sWcRG_FbJytRF4gjjd91JIUxRfSbFfmjPcc=,Magpie,2022-11-11 14:43:55.000000 UTC,2024-02-24 09:05:47.000000 UTC,5.0,5.0,4.0,7.0,5.0,2.0,0.0,0.8333333333333333,14.0,6.0,,1.0,,Ef86jVD0sWcRG_FbJytRF4gjjd91JIUxRfSbFfmjPcc=,93.0,2023-04-01,210092.0,336310017108.0,23195.0,142723.0,246336468820.0,15908.0,6949.0,10348.0,3.0,1670.0,8675.0,8680.0
1_mFOB564SAeALFvREF0eyfuePnOltmbEUmu77jExI4=,Catapulta,2023-05-23 13:32:47.000000 UTC,2024-02-19 17:26:00.000000 UTC,5.0,20.0,5.0,5.0,5.0,4.0,0.5,1.1666666666666667,78.0,4.0,1.0,17.0,14.0,1_mFOB564SAeALFvREF0eyfuePnOltmbEUmu77jExI4=,7.0,,,,,,,,,,,,,
odXbek8q-R48PMfRp4rI5ckiWL26DMYkzTUWOtOpTmk=,Y2K,2022-12-17 08:21:23.000000 UTC,2024-02-27 04:04:09.000000 UTC,5.0,15.0,10.0,10.0,6.0,3.0,0.6666666666666666,2.0,233.0,,,5.0,6.0,odXbek8q-R48PMfRp4rI5ckiWL26DMYkzTUWOtOpTmk=,27.0,2022-10-01,13421.0,13524962399.0,1012.0,2748.0,3766071368.0,412.0,17.0,211.0,0.0,18.0,193.0,183.0
ymqQhSJcYNOwnBDF7IM8jUaTcECV7c6fzFrty_E3h4U=,HMX,2022-11-11 04:39:28.000000 UTC,2024-02-20 01:33:48.000000 UTC,5.0,28.0,12.0,8.0,7.0,2.0,0.5,2.8333333333333335,520.0,1.0,1.0,80.0,81.0,ymqQhSJcYNOwnBDF7IM8jUaTcECV7c6fzFrty_E3h4U=,12.0,,,,,,,,,,,,,
JxLQf13En8Go-5s_Jh0sExpEmpAbzN9qfkr3dNgXHE4=,Vertex Protocol,2023-05-16 02:19:22.000000 UTC,2024-02-23 20:39:38.000000 UTC,5.0,40.0,35.0,10.0,8.0,4.0,1.0,2.5,177.0,3.0,1.0,86.0,77.0,JxLQf13En8Go-5s_Jh0sExpEmpAbzN9qfkr3dNgXHE4=,76.0,2023-03-01,933815.0,14335023133552.0,22418.0,716610.0,11807601825999.0,20614.0,6401.0,10827.0,2.0,1154.0,9671.0,9019.0
JE6W7Yfq6LzvVo2bJ7Yl0d_E5jXEDVYko7xpmg89wB0=,uxuycom,2023-04-19 10:41:01.000000 UTC,2024-02-27 01:53:09.000000 UTC,5.0,20.0,7.0,11.0,8.0,7.0,0.3333333333333333,1.3333333333333333,125.0,5.0,1.0,24.0,20.0,JE6W7Yfq6LzvVo2bJ7Yl0d_E5jXEDVYko7xpmg89wB0=,18.0,2023-03-01,10539.0,4752891332.0,4785.0,2886.0,1304326019.0,1272.0,135.0,213.0,0.0,1.0,212.0,10.0
GVboljZKY6m9JBjDCnrT0lUfAe28t1W5UFNJRIH-xfY=,Rabbithole,2023-01-11 20:13:51.000000 UTC,2024-02-27 04:56:00.000000 UTC,5.0,93.0,33.0,17.0,15.0,11.0,1.3333333333333333,3.5,1583.0,5.0,2.0,290.0,272.0,GVboljZKY6m9JBjDCnrT0lUfAe28t1W5UFNJRIH-xfY=,159.0,2023-03-01,11811478.0,11534334954305.0,81827.0,11807069.0,11529842341804.0,81681.0,68771.0,73791.0,1593.0,55899.0,16299.0,43816.0
7BgG9kGGcmyzlhuIDM9OgK5RUQfRWSmhhLhx94zeacg=,Tarot Finance,2021-06-07 20:52:46.000000 UTC,2021-09-06 21:09:32.000000 UTC,6.0,44.0,50.0,1.0,0.0,0.0,0.0,0.0,,,,,,7BgG9kGGcmyzlhuIDM9OgK5RUQfRWSmhhLhx94zeacg=,145.0,2022-11-01,55691.0,56645610803.0,1361.0,5638.0,4436119660.0,553.0,218.0,261.0,1.0,6.0,254.0,229.0
TPSqgrZQhD01B-igBPMnj9zRfB8fGFpvXOjMlUDetvs=,chocomintapp,2021-03-23 04:19:24.000000 UTC,2022-10-27 05:24:10.000000 UTC,6.0,21.0,7.0,7.0,0.0,0.0,0.0,0.0,,,,,,TPSqgrZQhD01B-igBPMnj9zRfB8fGFpvXOjMlUDetvs=,12.0,,,,,,,,,,,,,
qCSotYHGerJv9bls0BkChjT_mwoGhM3o_tbPEneOrxc=,Hundred Finance,2021-03-17 07:37:38.000000 UTC,2023-04-20 11:45:44.000000 UTC,6.0,38.0,43.0,7.0,0.0,0.0,0.0,0.0,,,,,,qCSotYHGerJv9bls0BkChjT_mwoGhM3o_tbPEneOrxc=,182.0,2021-09-01,84519.0,73712810849.0,4025.0,1975.0,1285801593.0,349.0,104.0,204.0,0.0,16.0,188.0,165.0
N2LeMbLNp_JBmukn_9jxJeyzs_iOBC5vBJcvN6759DY=,GoPlus,2021-07-19 15:03:56.000000 UTC,2022-08-08 01:59:40.000000 UTC,6.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,,,,,,N2LeMbLNp_JBmukn_9jxJeyzs_iOBC5vBJcvN6759DY=,15.0,,,,,,,,,,,,,
_30W1lufMWxN0fRiJLpWZ_4zBTDpAfr7_ET1tcIpzpE=,Swell,2022-02-06 09:46:38.000000 UTC,2024-01-27 08:10:12.000000 UTC,6.0,48.0,49.0,11.0,2.0,0.0,0.0,0.3333333333333333,4.0,,,2.0,,_30W1lufMWxN0fRiJLpWZ_4zBTDpAfr7_ET1tcIpzpE=,12.0,,,,,,,,,,,,,
LkOfNrjw2M7nRTTexkaelPEA-bl8YjzyB8rsSd558zs=,Steadefi,2022-07-25 13:36:37.000000 UTC,2024-02-16 12:11:01.000000 UTC,6.0,3.0,1.0,6.0,3.0,1.0,0.1666666666666666,0.8333333333333333,53.0,,,2.0,2.0,LkOfNrjw2M7nRTTexkaelPEA-bl8YjzyB8rsSd558zs=,13.0,,,,,,,,,,,,,
6uocWVIx1PXyV5HN-lE9XMij3Q4w_jAk2iri0r2XUOg=,Wido,2021-04-19 17:49:08.000000 UTC,2023-12-26 12:31:02.000000 UTC,6.0,19.0,13.0,7.0,4.0,0.0,0.1666666666666666,1.3333333333333333,64.0,,,14.0,12.0,6uocWVIx1PXyV5HN-lE9XMij3Q4w_jAk2iri0r2XUOg=,59.0,2022-12-01,8852.0,17605548433.0,1872.0,5088.0,8066289261.0,1237.0,63.0,77.0,0.0,7.0,70.0,52.0
vhSM9hICtkkikygzGDbAACjfY98Cj0DyUlZVZOr23DU=,Hashflow,2021-12-07 03:37:16.000000 UTC,2024-01-02 20:03:07.000000 UTC,6.0,21.0,8.0,8.0,4.0,1.0,0.0,2.1666666666666665,140.0,,,42.0,37.0,vhSM9hICtkkikygzGDbAACjfY98Cj0DyUlZVZOr23DU=,85.0,2022-02-01,146936.0,139821958052.0,13505.0,182.0,142661000.0,24.0,7.0,10.0,0.0,1.0,9.0,2.0
z8tthwrZkWh__i4RMQgeCDItQczDDToA956uivAsPBE=,Symbiosis Finance,2022-03-23 06:29:34.000000 UTC,2024-02-23 14:27:22.000000 UTC,6.0,112.0,40.0,17.0,4.0,1.0,1.1666666666666667,1.8333333333333333,662.0,1.0,,13.0,10.0,z8tthwrZkWh__i4RMQgeCDItQczDDToA956uivAsPBE=,74.0,2023-04-01,661759.0,2117018994425.0,29439.0,97471.0,189070664324.0,1920.0,24.0,31.0,1.0,1.0,29.0,28.0
tJo968pHMLk42nrsTsWtRfxKBCgrxZ3YQT6x0WRUyyU=,Swapsicle,2022-11-15 16:28:11.000000 UTC,2024-02-21 10:35:25.000000 UTC,6.0,0.0,0.0,5.0,4.0,3.0,0.5,1.6666666666666667,101.0,,,2.0,2.0,tJo968pHMLk42nrsTsWtRfxKBCgrxZ3YQT6x0WRUyyU=,12.0,,,,,,,,,,,,,
D1Nkvlrv9i8Rom5WXgEb_N3ttqfA1o9q7u9huc2eeaE=,BrokkrFinance,2022-03-29 15:45:13.000000 UTC,2024-02-26 12:56:02.000000 UTC,6.0,6.0,0.0,8.0,4.0,1.0,0.0,1.5,49.0,4.0,,9.0,9.0,D1Nkvlrv9i8Rom5WXgEb_N3ttqfA1o9q7u9huc2eeaE=,11.0,,,,,,,,,,,,,
E1PzVHP67Lc9xGOr34iBCtqvhoqvclQ1_hYYCKrGeEM=,Timeswap,2022-04-01 04:17:47.000000 UTC,2024-02-06 10:52:02.000000 UTC,6.0,18.0,17.0,10.0,5.0,2.0,0.0,1.3333333333333333,35.0,1.0,,6.0,5.0,E1PzVHP67Lc9xGOr34iBCtqvhoqvclQ1_hYYCKrGeEM=,33.0,2023-03-01,9149.0,14296075289.0,2987.0,810.0,853900954.0,459.0,,17.0,0.0,0.0,17.0,14.0
sVI2d4H0PLcAcrJp-liz9YVbLO_Iy75knJd7hbiVPyM=,Kassandra Finance,2022-02-25 12:42:07.000000 UTC,2024-02-22 18:57:02.000000 UTC,6.0,19.0,7.0,12.0,5.0,1.0,0.0,2.1666666666666665,253.0,,,99.0,98.0,sVI2d4H0PLcAcrJp-liz9YVbLO_Iy75knJd7hbiVPyM=,7.0,,,,,,,,,,,,,
b1XjbAwIVH3-iA_StuI-jvIaY-WoWj56n2XoN8W_rdA=,Rysk Finance,2021-10-01 20:38:08.000000 UTC,2024-01-31 13:54:41.000000 UTC,6.0,60.0,12.0,13.0,8.0,1.0,0.5,2.5,407.0,,,65.0,60.0,b1XjbAwIVH3-iA_StuI-jvIaY-WoWj56n2XoN8W_rdA=,29.0,2022-09-01,19083.0,33598327731.0,4252.0,15238.0,28787012531.0,3734.0,2310.0,2625.0,0.0,80.0,2545.0,2546.0
csNvGSofMEYEBaxdaNZi8YBgU99MNEe8n8TaCtmfFT8=,Hyperliquid,2023-04-13 03:22:25.000000 UTC,2024-02-23 22:33:41.000000 UTC,6.0,136.0,54.0,14.0,10.0,6.0,0.0,3.0,65.0,5.0,2.0,34.0,24.0,csNvGSofMEYEBaxdaNZi8YBgU99MNEe8n8TaCtmfFT8=,8.0,,,,,,,,,,,,,
zMr9ziUIls0NIAm5eLswVdNAjL-X9j4o2RcEQmrLf4c=,Revoke,2019-10-12 14:36:44.000000 UTC,2024-02-24 22:20:17.000000 UTC,6.0,1388.0,466.0,39.0,14.0,8.0,1.0,1.0,275.0,149.0,93.0,81.0,37.0,zMr9ziUIls0NIAm5eLswVdNAjL-X9j4o2RcEQmrLf4c=,14.0,,,,,,,,,,,,,
lq6YieTSPvSZ30Ko754V8VQMqVYbi5GAR928Y8Jok88=,zeroex,2020-12-10 20:33:22.000000 UTC,2022-01-12 13:21:49.000000 UTC,7.0,11.0,7.0,13.0,0.0,0.0,0.0,0.0,,,,,,lq6YieTSPvSZ30Ko754V8VQMqVYbi5GAR928Y8Jok88=,80.0,2021-12-01,3209724.0,6613107000381.0,278839.0,1066731.0,2358998953992.0,134225.0,46180.0,64924.0,12.0,5969.0,58943.0,28031.0
tet5Sa7qtgiGWnBlsxjDjMufeexZWnDqBx5ogNZCIDQ=,Lemma Finance,2022-09-16 09:55:54.000000 UTC,2023-07-19 09:04:38.000000 UTC,7.0,17.0,5.0,2.0,0.0,0.0,0.0,0.0,,,,,,tet5Sa7qtgiGWnBlsxjDjMufeexZWnDqBx5ogNZCIDQ=,70.0,,,,,,,,,,,,,
StQX6HvbT-QS_coH53pjIhvEynuCtEcKJjNmrMtD_XE=,WePiggy,2020-10-28 11:53:20.000000 UTC,2022-10-21 02:20:49.000000 UTC,7.0,22.0,20.0,1.0,0.0,0.0,0.0,0.0,,,,,,StQX6HvbT-QS_coH53pjIhvEynuCtEcKJjNmrMtD_XE=,105.0,2021-08-01,948.0,500124364.0,259.0,84.0,37819527.0,25.0,6.0,9.0,0.0,0.0,9.0,6.0
r7_33tnNGxObVydpbCH_zU3QwW0L02uu5ZOsXpZ3V4Q=,Adrastia Oracle,2021-08-13 01:52:50.000000 UTC,2024-02-27 02:13:15.000000 UTC,7.0,5.0,4.0,1.0,1.0,0.0,0.8333333333333333,1.0,182.0,4.0,3.0,10.0,10.0,r7_33tnNGxObVydpbCH_zU3QwW0L02uu5ZOsXpZ3V4Q=,71.0,2022-05-01,49662.0,43593831628.0,16.0,9678.0,8573178294.0,9.0,3.0,7.0,2.0,4.0,1.0,0.0
Uw21Z5cShKDMsAcByol6abRDU5u2QE6FI3b3Ys7cz3c=,EZswap-Labs,2023-03-06 08:33:01.000000 UTC,2024-02-20 03:12:31.000000 UTC,7.0,1.0,3.0,5.0,1.0,0.0,0.0,0.6666666666666666,16.0,,,2.0,2.0,Uw21Z5cShKDMsAcByol6abRDU5u2QE6FI3b3Ys7cz3c=,7.0,,,,,,,,,,,,,
0sq0FQ552TreemjsAcmu3q0h6OXRYFG6X9Eu-bO6Y5g=,ICHI,2020-11-10 19:16:48.000000 UTC,2024-02-23 15:38:55.000000 UTC,7.0,29.0,34.0,10.0,3.0,2.0,0.0,1.1666666666666667,32.0,,,5.0,6.0,0sq0FQ552TreemjsAcmu3q0h6OXRYFG6X9Eu-bO6Y5g=,19.0,,,,,,,,,,,,,
iD7Z5m4ryt-yubGzZdix3OgSfu8WZlrP-zzYp3_bcBM=,Kromatika,2021-11-01 16:49:51.000000 UTC,2024-02-01 20:52:56.000000 UTC,7.0,9.0,6.0,8.0,4.0,0.0,0.0,1.5,48.0,,,18.0,14.0,iD7Z5m4ryt-yubGzZdix3OgSfu8WZlrP-zzYp3_bcBM=,50.0,2022-02-01,8074.0,9839576580.0,1691.0,689.0,1518045722.0,217.0,49.0,115.0,0.0,6.0,109.0,93.0
2NZjXsMnsZoT5N4kz3DczXmFPvrLi_j33Cm-GcLR1TM=,Bitkeep,2019-06-21 11:33:23.000000 UTC,2023-11-20 07:23:06.000000 UTC,7.0,68.0,44.0,8.0,4.0,4.0,0.0,0.3333333333333333,5.0,6.0,1.0,11.0,1.0,2NZjXsMnsZoT5N4kz3DczXmFPvrLi_j33Cm-GcLR1TM=,31.0,2022-11-01,266.0,3681265278.0,6.0,18.0,394565112.0,2.0,,,,,,
o43JiUqOeAdvYs5MlG-t7wo4lOLMF0MSfr0aKzIvz2s=,Mayan Finance,2022-11-24 20:18:40.000000 UTC,2024-02-26 17:45:01.000000 UTC,7.0,47.0,12.0,6.0,4.0,2.0,0.1666666666666666,1.6666666666666667,89.0,2.0,,17.0,18.0,o43JiUqOeAdvYs5MlG-t7wo4lOLMF0MSfr0aKzIvz2s=,7.0,,,,,,,,,,,,,
aTjiUehGmN7EiPvy9HFHYyt-c49aOtTxcRTGd-Js4OU=,Bunniapp by Timeless Finance,2022-10-13 22:03:05.000000 UTC,2024-02-14 16:06:20.000000 UTC,7.0,1.0,0.0,5.0,5.0,3.0,0.6666666666666666,1.6666666666666667,131.0,,,9.0,3.0,aTjiUehGmN7EiPvy9HFHYyt-c49aOtTxcRTGd-Js4OU=,43.0,2022-10-01,2737.0,3647257544.0,789.0,1334.0,1595304577.0,280.0,117.0,171.0,0.0,12.0,159.0,159.0
zTFJSd2r20UHMY2vUZcKXdBiKE93duT1G3WP3lj3GbQ=,Stackup,2022-10-11 05:53:04.000000 UTC,2024-02-27 03:59:53.000000 UTC,7.0,548.0,309.0,17.0,5.0,3.0,0.5,1.5,114.0,19.0,2.0,133.0,76.0,zTFJSd2r20UHMY2vUZcKXdBiKE93duT1G3WP3lj3GbQ=,25.0,,,,,,,,,,,,,
vwzZHbzGcRAjpZYFa21d_5E5_nDq0NHb1FyQmr1wF6o=,WOO Network,2021-09-15 06:30:31.000000 UTC,2024-02-26 16:04:05.000000 UTC,7.0,54.0,27.0,10.0,5.0,2.0,0.1666666666666666,3.5,104.0,,,20.0,17.0,vwzZHbzGcRAjpZYFa21d_5E5_nDq0NHb1FyQmr1wF6o=,85.0,2022-11-01,3160406.0,4254066933083.0,686358.0,1752731.0,1974969817809.0,269281.0,141046.0,183889.0,1.0,22907.0,160981.0,98285.0
2zEzY32slzJJWUyPMElMOWuczCBWRl7EZdeR8Kz8i-Q=,Holograph,2022-02-27 02:59:01.000000 UTC,2024-02-26 20:56:40.000000 UTC,7.0,119.0,119.0,9.0,7.0,2.0,0.5,2.3333333333333335,274.0,,,109.0,88.0,2zEzY32slzJJWUyPMElMOWuczCBWRl7EZdeR8Kz8i-Q=,39.0,2022-12-01,470861.0,1113135125663.0,171992.0,244494.0,626374101357.0,90262.0,14409.0,25783.0,1.0,249.0,25533.0,13736.0
B3ByRQjD-IqRORoNsjZqX1y6QHegSrftI_WfkxmZJ1g=,Beamer Bridge,2022-03-25 10:01:51.000000 UTC,2023-10-31 10:26:58.000000 UTC,7.0,51.0,23.0,18.0,7.0,0.0,0.1666666666666666,1.1666666666666667,74.0,,6.0,80.0,48.0,B3ByRQjD-IqRORoNsjZqX1y6QHegSrftI_WfkxmZJ1g=,130.0,2022-12-01,61131.0,43522311042.0,7760.0,1008.0,488702332.0,58.0,,,,,,
K3XwWcHnGuoik2XEbnqgku5jl6s-agyNWXVPnc9qbt4=,Overnight+,2022-01-05 08:28:41.000000 UTC,2024-02-26 11:56:11.000000 UTC,7.0,8.0,15.0,11.0,7.0,4.0,1.5,2.8333333333333335,700.0,1.0,1.0,68.0,73.0,K3XwWcHnGuoik2XEbnqgku5jl6s-agyNWXVPnc9qbt4=,1088.0,2023-02-01,112758.0,194570135620.0,4970.0,26434.0,62279638358.0,2177.0,455.0,762.0,0.0,80.0,682.0,621.0
90MCCmnOGUJkOuOgXtrPIbQFnwV1U4C3WdECi63TRRk=,TempleDAO,2022-02-01 17:07:34.000000 UTC,2024-02-22 14:59:58.000000 UTC,7.0,48.0,21.0,24.0,9.0,2.0,0.1666666666666666,3.3333333333333335,170.0,1.0,1.0,110.0,105.0,90MCCmnOGUJkOuOgXtrPIbQFnwV1U4C3WdECi63TRRk=,10.0,,,,,,,,,,,,,
T-vdKzoeVnu7ExOhrEfCGvR7fXbgzrhlx3ibTpHcBr4=,Camelot,2023-02-08 03:30:38.000000 UTC,2024-02-26 13:32:59.000000 UTC,7.0,5.0,57.0,39.0,26.0,25.0,0.8333333333333333,2.0,143.0,24.0,23.0,48.0,33.0,T-vdKzoeVnu7ExOhrEfCGvR7fXbgzrhlx3ibTpHcBr4=,38.0,2022-11-01,2893954.0,3957383206194.0,386930.0,805545.0,1025854300388.0,78326.0,42576.0,60247.0,21.0,16418.0,43808.0,46989.0
