project_id,project_name,first_commit_date,last_commit_date,repos,stars,forks,contributors,contributors_6_months,new_contributors_6_months,avg_fulltime_devs_6_months,avg_active_devs_6_months,commits_6_months,issues_opened_6_months,issues_closed_6_months,pull_requests_opened_6_months,pull_requests_merged_6_months,project_id_1,num_contracts,first_txn_date,total_txns,total_l2_gas,total_users,txns_6_months,l2_gas_6_months,users_6_months,new_user_count,active_users,high_frequency_users,more_active_users,less_active_users,multi_project_users
21DqiYTz0FhO9PJ1tXSU-Z7y3qBbIbNTPxWDHr3S8Eo=,Cask,2022-02-12 22:40:59.000000 UTC,2023-08-30 18:59:53.000000 UTC,8.0,8.0,5.0,3.0,0.0,0.0,0.0,0.0,,,,,,21DqiYTz0FhO9PJ1tXSU-Z7y3qBbIbNTPxWDHr3S8Eo=,29.0,2022-10-01,27788.0,33107368708.0,3994.0,42.0,20430492.0,17.0,,,,,,
YbloPydy3DVkvh3b-QGNZpaMEk9CR5Jh7YWfN_RLIxA=,Suberra,2021-06-09 16:34:21.000000 UTC,2023-07-25 06:48:23.000000 UTC,8.0,12.0,1.0,5.0,0.0,0.0,0.0,0.0,,,,,,YbloPydy3DVkvh3b-QGNZpaMEk9CR5Jh7YWfN_RLIxA=,8.0,,,,,,,,,,,,,
ekibqtW43HSU0eeMJPixSW3a2-xdzgemeY5kS_Abau0=,Glitter Finance,2022-02-20 16:01:27.000000 UTC,2023-08-31 13:36:41.000000 UTC,8.0,4.0,2.0,8.0,0.0,0.0,0.0,0.0,,,,,,ekibqtW43HSU0eeMJPixSW3a2-xdzgemeY5kS_Abau0=,10.0,,,,,,,,,,,,,
X9KHtcQtnhnY_ocXUckvAU6zfiIaVQOkiL2IcQpXV60=,Transit Finance,2021-06-28 07:16:46.000000 UTC,2023-01-03 13:50:31.000000 UTC,8.0,30.0,25.0,3.0,0.0,0.0,0.0,0.0,,,,,,X9KHtcQtnhnY_ocXUckvAU6zfiIaVQOkiL2IcQpXV60=,18.0,2022-11-01,624774.0,1975078067649.0,38765.0,90855.0,188325425865.0,9411.0,3895.0,5430.0,0.0,1058.0,4372.0,694.0
Na6knMdcPlK8B6DZ67xOiiwF-i2i9VC5Uefcb5NTkDQ=,xToken,2021-01-04 17:38:10.000000 UTC,2023-06-05 14:49:39.000000 UTC,8.0,9.0,2.0,9.0,0.0,0.0,0.0,0.0,,,,,,Na6knMdcPlK8B6DZ67xOiiwF-i2i9VC5Uefcb5NTkDQ=,134.0,2022-03-01,489.0,530638512.0,50.0,48.0,35176383.0,7.0,1.0,3.0,0.0,0.0,3.0,2.0
uYLjQ55HRs_nAw4G3VwtNhdWBf5QfNb28fpeL7Dtlfs=,MesonFi,2022-09-07 22:37:39.000000 UTC,2024-02-27 01:51:09.000000 UTC,8.0,267.0,74.0,4.0,2.0,0.0,1.0,1.1666666666666667,275.0,,,7.0,8.0,uYLjQ55HRs_nAw4G3VwtNhdWBf5QfNb28fpeL7Dtlfs=,67.0,2022-09-01,5683104.0,4569670044504.0,43172.0,1815312.0,1720344552252.0,37915.0,32568.0,33756.0,7.0,33749.0,0.0,14368.0
QXfG0chZXyPFEdp3oT1CIzb9wQCg5hSmFSdYOcE64z0=,Fuji Finance,2021-02-18 04:08:40.000000 UTC,2023-09-18 08:07:41.000000 UTC,8.0,28.0,24.0,13.0,2.0,0.0,0.0,0.1666666666666666,5.0,,,2.0,1.0,QXfG0chZXyPFEdp3oT1CIzb9wQCg5hSmFSdYOcE64z0=,161.0,2022-08-01,47782.0,43637324760.0,7873.0,1189.0,1059749118.0,315.0,1.0,73.0,0.0,2.0,71.0,70.0
xrkfD1_zY9lprjHS3_dIb12jhNuzMkJwLQnVlk-7_2k=,AcryptoS,2020-12-07 04:41:13.000000 UTC,2024-02-04 04:06:43.000000 UTC,8.0,23.0,20.0,9.0,2.0,0.0,0.0,1.0,18.0,,,1.0,2.0,xrkfD1_zY9lprjHS3_dIb12jhNuzMkJwLQnVlk-7_2k=,154.0,2022-10-01,1967.0,2134928520.0,119.0,444.0,482128386.0,20.0,,7.0,0.0,1.0,6.0,5.0
pW5FGQB0ldAolaCRP9C8DZoKWy1sGHJ6dhvqzCUmze4=,Yield Yak,2021-03-13 10:17:10.000000 UTC,2024-02-15 12:36:33.000000 UTC,8.0,282.0,128.0,21.0,4.0,1.0,0.1666666666666666,2.0,56.0,4.0,,28.0,22.0,pW5FGQB0ldAolaCRP9C8DZoKWy1sGHJ6dhvqzCUmze4=,8.0,,,,,,,,,,,,,
IX6KGz_eiPZh4olpReGFG7sPnXSHg-8Ptn3rcv3z9u4=,OpenLeverage,2021-08-05 08:20:42.000000 UTC,2024-02-23 08:59:00.000000 UTC,8.0,94.0,38.0,8.0,5.0,1.0,0.1666666666666666,1.3333333333333333,154.0,,,12.0,2.0,IX6KGz_eiPZh4olpReGFG7sPnXSHg-8Ptn3rcv3z9u4=,27.0,2023-02-01,15136.0,17840150116.0,1994.0,3743.0,3826629635.0,922.0,510.0,605.0,0.0,17.0,588.0,527.0
QO9hSsDiKezyu2VKrDDeUbeK9T9r_choFNvN5lpSm4A=,Volmex,2021-04-19 18:57:04.000000 UTC,2024-02-07 14:38:14.000000 UTC,8.0,44.0,14.0,10.0,6.0,1.0,0.0,1.8333333333333333,20.0,,,3.0,4.0,QO9hSsDiKezyu2VKrDDeUbeK9T9r_choFNvN5lpSm4A=,11.0,,,,,,,,,,,,,
dvlsTs_2ZWRSP736c4WgxvqL1dw3iYyc041mToDh0ZI=,Abacus,2022-02-10 15:32:19.000000 UTC,2023-01-11 18:20:52.000000 UTC,9.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,dvlsTs_2ZWRSP736c4WgxvqL1dw3iYyc041mToDh0ZI=,167.0,2022-06-01,36864.0,67623007519.0,9563.0,17399.0,15790302557.0,9485.0,9187.0,9272.0,0.0,85.0,9187.0,6900.0
zIljR3ChL_Eax1sG-wQcRidEaRC7Qy0Zrw-p62cnHtg=,White Hat DAO,2022-02-14 17:46:36.000000 UTC,2024-01-10 08:53:53.000000 UTC,9.0,8.0,10.0,2.0,1.0,0.0,0.0,0.3333333333333333,3.0,,,,,zIljR3ChL_Eax1sG-wQcRidEaRC7Qy0Zrw-p62cnHtg=,11.0,,,,,,,,,,,,,
EHnfvSVYW5iVqpv-F025YReK-sf-E2xzo3g9K1fN6yo=,InsureDAO,2022-02-07 05:59:42.000000 UTC,2023-11-06 02:05:23.000000 UTC,9.0,19.0,16.0,13.0,1.0,0.0,0.0,0.1666666666666666,2.0,,,,,EHnfvSVYW5iVqpv-F025YReK-sf-E2xzo3g9K1fN6yo=,48.0,2022-11-01,127.0,105437018.0,39.0,,,,,,,,,
xJ6nAoEcKQx5HzpA6RfRUnojR0SJHg3ADORvjqkcfN8=,Impermax Finance,2020-11-23 18:46:40.000000 UTC,2024-01-18 15:28:24.000000 UTC,9.0,54.0,53.0,4.0,1.0,0.0,0.0,0.5,4.0,,,,,xJ6nAoEcKQx5HzpA6RfRUnojR0SJHg3ADORvjqkcfN8=,10.0,,,,,,,,,,,,,
YHXj2dumiaSgRGksfTM5Aml9JtD5FKRgHlV_TVEtL5I=,Elk Finance,2021-03-10 23:25:42.000000 UTC,2024-02-11 18:06:44.000000 UTC,9.0,19.0,43.0,10.0,2.0,0.0,0.1666666666666666,1.3333333333333333,64.0,,,25.0,23.0,YHXj2dumiaSgRGksfTM5Aml9JtD5FKRgHlV_TVEtL5I=,50.0,2022-04-01,121899.0,54439289706.0,21414.0,8328.0,6415728141.0,1218.0,378.0,593.0,0.0,47.0,546.0,487.0
eZoXqFWF4fnOIwSzlEHCAUcKxK2HNX70jJRjYq5QfqU=,Silo Finance,2021-09-23 22:19:22.000000 UTC,2023-12-08 16:40:35.000000 UTC,9.0,45.0,27.0,8.0,3.0,0.0,0.1666666666666666,1.0,55.0,,,14.0,8.0,eZoXqFWF4fnOIwSzlEHCAUcKxK2HNX70jJRjYq5QfqU=,43.0,2023-01-01,219071.0,339344772249.0,27176.0,100334.0,178015966504.0,7003.0,3543.0,5457.0,1.0,1039.0,4417.0,5029.0
HC4mNpclbKWrBgbOYtYL0hyVI9fXcuCuEoj5wiqNSo8=,Aelin,2021-10-29 22:39:39.000000 UTC,2023-09-14 13:42:52.000000 UTC,9.0,46.0,39.0,21.0,3.0,0.0,0.0,0.1666666666666666,13.0,,,12.0,13.0,HC4mNpclbKWrBgbOYtYL0hyVI9fXcuCuEoj5wiqNSo8=,138.0,,,,,,,,,,,,,
11awWpg5oXXnNqdmx79GbUOXhE5puhu9dQYnKb_4aoA=,Aura,2022-04-21 15:51:47.000000 UTC,2024-02-23 09:09:55.000000 UTC,9.0,80.0,35.0,9.0,4.0,0.0,0.0,2.6666666666666665,37.0,,,28.0,27.0,11awWpg5oXXnNqdmx79GbUOXhE5puhu9dQYnKb_4aoA=,163.0,2022-11-01,30460.0,24966490979.0,5837.0,18835.0,15009288683.0,3649.0,1041.0,1625.0,0.0,144.0,1481.0,1514.0
pZJlZR3fwrYdDT7P2jVWTFe5n-kwe47MSfSUMDp8xfw=,Bleu Fi,2022-11-08 08:26:21.000000 UTC,2024-02-23 18:58:14.000000 UTC,9.0,15.0,2.0,8.0,6.0,1.0,1.8333333333333333,3.5,363.0,6.0,3.0,334.0,202.0,pZJlZR3fwrYdDT7P2jVWTFe5n-kwe47MSfSUMDp8xfw=,22.0,,,,,,,,,,,,,
LKkBLUuJ8wsrQiEX0G-QBO-k3jhSkXX1i8f-C3lKGA8=,Aperture-Finance,2022-03-03 22:49:37.000000 UTC,2024-02-27 04:06:09.000000 UTC,9.0,35.0,8.0,9.0,7.0,4.0,0.8333333333333333,3.1666666666666665,422.0,24.0,15.0,94.0,88.0,LKkBLUuJ8wsrQiEX0G-QBO-k3jhSkXX1i8f-C3lKGA8=,32.0,2022-06-01,26124.0,64984317270.0,883.0,24013.0,60771332971.0,814.0,505.0,641.0,1.0,196.0,444.0,547.0
quFqv8HEYfaDQgW-JDk8tBLUQKFO3PhuNhN8dGssZ70=,GMX,2021-09-22 02:01:19.000000 UTC,2024-02-22 18:54:38.000000 UTC,9.0,557.0,1112.0,25.0,9.0,5.0,0.1666666666666666,4.0,903.0,2.0,2.0,251.0,221.0,quFqv8HEYfaDQgW-JDk8tBLUQKFO3PhuNhN8dGssZ70=,74.0,2021-08-01,8526118.0,14369713819818.0,460876.0,1630675.0,6548984702546.0,109731.0,22178.0,47989.0,20.0,2189.0,45780.0,27214.0
KBZDg-dcXYwGL1JUhYejPQDlUbXtJ3_CBbEgY3L-yNQ=,Fluidity Money,2022-01-22 11:55:09.000000 UTC,2024-02-22 02:51:50.000000 UTC,9.0,27.0,15.0,20.0,9.0,4.0,1.0,2.1666666666666665,444.0,1.0,,171.0,165.0,KBZDg-dcXYwGL1JUhYejPQDlUbXtJ3_CBbEgY3L-yNQ=,16.0,,,,,,,,,,,,,
pTd-7r12GEyKT-MZkLmN84vFtL5WLcPGAj7H8zKvAO8=,Squid,2022-07-22 11:28:58.000000 UTC,2024-02-26 16:37:11.000000 UTC,9.0,50.0,26.0,18.0,14.0,5.0,1.0,4.5,189.0,5.0,3.0,125.0,92.0,pTd-7r12GEyKT-MZkLmN84vFtL5WLcPGAj7H8zKvAO8=,11.0,,,,,,,,,,,,,
7Rt5Qh_zEbkJNIPHg9v44piWEM-LMOQey6hOajl6PmE=,Rango Exchange,2022-02-12 10:37:38.000000 UTC,2024-02-26 13:58:01.000000 UTC,9.0,73.0,24.0,16.0,15.0,8.0,2.1666666666666665,5.666666666666667,509.0,1.0,,269.0,228.0,7Rt5Qh_zEbkJNIPHg9v44piWEM-LMOQey6hOajl6PmE=,40.0,2022-05-01,69189.0,111931609878.0,10935.0,,,,,,,,,
Vaj3-bOUcCw5uXy2bDL_5mXGiY3bADBhQ6h3UhDjiuA=,Vyper Protocol,2022-06-20 13:31:18.000000 UTC,2023-05-16 14:37:18.000000 UTC,10.0,51.0,16.0,8.0,0.0,0.0,0.0,0.0,,,,,,Vaj3-bOUcCw5uXy2bDL_5mXGiY3bADBhQ6h3UhDjiuA=,11.0,,,,,,,,,,,,,
1Ze5Y-1YsL14mNfn0FjIwiy62moQXxFyNsArHyCNu_8=,Chainge Finance,2021-04-14 08:54:22.000000 UTC,2023-04-11 09:34:19.000000 UTC,10.0,6.0,3.0,5.0,0.0,0.0,0.0,0.0,,,,,,1Ze5Y-1YsL14mNfn0FjIwiy62moQXxFyNsArHyCNu_8=,17.0,,,,,,,,,,,,,
UvSAZLlu9KW-oJ2x4UXpVMlNKng07ORDuT8a9fN10g0=,MUX Protocol,2022-08-01 12:56:06.000000 UTC,2023-12-22 03:37:55.000000 UTC,10.0,34.0,23.0,1.0,1.0,0.0,0.0,0.6666666666666666,17.0,,,,,UvSAZLlu9KW-oJ2x4UXpVMlNKng07ORDuT8a9fN10g0=,84.0,2021-08-01,2392686.0,2559850679964.0,46199.0,1078018.0,1253783189384.0,20477.0,12169.0,15521.0,50.0,2636.0,12835.0,13643.0
gXd_VZ-uijSkl5J8Qo2WKJ84Y15FZ801GRvc6oI818E=,Zero Protocol,2021-05-15 22:50:42.000000 UTC,2023-09-12 21:30:11.000000 UTC,10.0,41.0,7.0,13.0,1.0,0.0,0.0,0.1666666666666666,1.0,,,,,gXd_VZ-uijSkl5J8Qo2WKJ84Y15FZ801GRvc6oI818E=,12.0,,,,,,,,,,,,,
ys_NbS7-_YguE6otf7fTQgWQ1T0rb-pJ_HhVk97TKe8=,Ormi Labs,2021-12-16 18:14:21.000000 UTC,2023-11-21 07:38:36.000000 UTC,10.0,5.0,4.0,7.0,1.0,0.0,0.0,0.3333333333333333,2.0,,,1.0,,ys_NbS7-_YguE6otf7fTQgWQ1T0rb-pJ_HhVk97TKe8=,23.0,,,,,,,,,,,,,
m1cjPMe-kGT9iIZE8pCQ0eoa7gTq7qzGDH9WUP4IuYs=,Aloe II,2021-08-04 07:56:38.000000 UTC,2024-02-27 04:33:17.000000 UTC,10.0,81.0,12.0,3.0,2.0,0.0,1.8333333333333333,2.0,344.0,2.0,2.0,308.0,289.0,m1cjPMe-kGT9iIZE8pCQ0eoa7gTq7qzGDH9WUP4IuYs=,36.0,2023-03-01,152.0,204907376.0,18.0,12.0,12417176.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0
IbQi2DG-Xhkr4M10Y-R6iUiEGD9RbtxVagvyVQcQC6A=,Revert Finance,2022-02-14 09:21:07.000000 UTC,2024-01-30 21:37:29.000000 UTC,10.0,62.0,27.0,4.0,2.0,0.0,0.0,0.8333333333333333,9.0,,,6.0,,IbQi2DG-Xhkr4M10Y-R6iUiEGD9RbtxVagvyVQcQC6A=,50.0,2022-07-01,170071.0,197034967890.0,2558.0,22521.0,44735632201.0,843.0,342.0,510.0,1.0,148.0,361.0,457.0
Rg17WyLp5fA76yGjME417KAJP9y0Y1YvTlXSrfVRAFA=,Alchemix,2021-03-01 18:21:58.000000 UTC,2024-02-19 14:59:13.000000 UTC,10.0,308.0,141.0,20.0,3.0,0.0,0.1666666666666666,1.3333333333333333,103.0,6.0,,13.0,14.0,Rg17WyLp5fA76yGjME417KAJP9y0Y1YvTlXSrfVRAFA=,122.0,2022-05-01,1117.0,645377437.0,158.0,598.0,354762540.0,97.0,35.0,53.0,0.0,8.0,45.0,51.0
o1LpxyOpnDvL1AdF1NNJ_3LevjZHdZc4d4Trd8pDGSE=,Hedgey Finance,2021-11-16 14:52:53.000000 UTC,2024-02-19 21:24:00.000000 UTC,10.0,12.0,9.0,5.0,3.0,0.0,0.0,1.3333333333333333,27.0,,,4.0,3.0,o1LpxyOpnDvL1AdF1NNJ_3LevjZHdZc4d4Trd8pDGSE=,40.0,2023-08-01,1620.0,2327326173.0,86.0,1524.0,2122961046.0,82.0,57.0,72.0,0.0,19.0,53.0,49.0
ApZUQBKEOWON_LM9juy_o0kXUqjeZO1rFirFeN-kN7s=,Deth,2017-09-02 16:53:08.000000 UTC,2023-11-21 08:21:07.000000 UTC,10.0,8736.0,980.0,125.0,4.0,2.0,0.1666666666666666,0.5,12.0,26.0,11.0,30.0,8.0,ApZUQBKEOWON_LM9juy_o0kXUqjeZO1rFirFeN-kN7s=,14.0,,,,,,,,,,,,,
CQBRQ4zaisC8zHXLT-zorRZAtE_WHjqNtSQ-swQZw8A=,Premia,2021-02-15 01:39:14.000000 UTC,2024-02-26 21:54:42.000000 UTC,10.0,125.0,48.0,12.0,8.0,6.0,0.6666666666666666,2.5,528.0,,,57.0,60.0,CQBRQ4zaisC8zHXLT-zorRZAtE_WHjqNtSQ-swQZw8A=,3025.0,2021-11-01,296839.0,377084792444.0,76451.0,178779.0,229438402328.0,75828.0,897.0,2218.0,5.0,189.0,2024.0,2111.0
w7O4dGdJpqe3Zg9peU7fhlbfvUgoJraRxkvX9KsQnxo=,123swap,2021-06-22 07:47:16.000000 UTC,2022-04-04 12:16:14.000000 UTC,11.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,,,,,,w7O4dGdJpqe3Zg9peU7fhlbfvUgoJraRxkvX9KsQnxo=,11.0,,,,,,,,,,,,,
KgyOYijmB7V_TE0iramWUdr5y55ag2OxHzh5ONCikOU=,Yubiai,2021-09-18 21:46:22.000000 UTC,2023-10-02 21:40:09.000000 UTC,11.0,3.0,2.0,8.0,1.0,0.0,0.0,0.3333333333333333,4.0,,,1.0,1.0,KgyOYijmB7V_TE0iramWUdr5y55ag2OxHzh5ONCikOU=,16.0,,,,,,,,,,,,,
ERFhYJe_sXEHpdARgOKPSkZp7Ft-dq_sZIXqKTxaYbQ=,KEI Finance,2023-04-07 04:28:23.000000 UTC,2024-02-26 13:18:01.000000 UTC,11.0,0.0,2.0,3.0,2.0,0.0,0.0,0.8333333333333333,25.0,,,,,ERFhYJe_sXEHpdARgOKPSkZp7Ft-dq_sZIXqKTxaYbQ=,12.0,,,,,,,,,,,,,
NRAXWjGnnfg36EXQ1_OlJxUaT2kD_szHtWMEX23IsmA=,Dolomite Exchange,2018-08-10 09:33:33.000000 UTC,2024-02-26 02:18:16.000000 UTC,11.0,28.0,22.0,7.0,3.0,0.0,0.8333333333333333,1.3333333333333333,390.0,,,19.0,14.0,NRAXWjGnnfg36EXQ1_OlJxUaT2kD_szHtWMEX23IsmA=,31.0,2022-10-01,2494.0,3990743450.0,563.0,2397.0,3914421947.0,533.0,406.0,528.0,0.0,62.0,466.0,500.0
LQiuKATKqkyGFxprXV2bgcO_b8gxWAocEEsvehQ-qbo=,Sperax,2021-06-10 15:19:56.000000 UTC,2024-02-06 19:24:13.000000 UTC,11.0,23.0,27.0,15.0,6.0,0.0,0.0,1.5,14.0,1.0,,3.0,1.0,LQiuKATKqkyGFxprXV2bgcO_b8gxWAocEEsvehQ-qbo=,41.0,2021-12-01,166041.0,92554092471.0,52993.0,16089.0,10183856721.0,5195.0,1460.0,2898.0,0.0,53.0,2845.0,1971.0
YlzhZNIvYB2cluUzncdGh8EIDb4JSzxfjVSsX8EI_GU=,Altlayer,2022-01-24 03:52:29.000000 UTC,2024-02-20 07:03:51.000000 UTC,11.0,25.0,10.0,25.0,11.0,2.0,0.6666666666666666,4.0,287.0,3.0,,80.0,62.0,YlzhZNIvYB2cluUzncdGh8EIDb4JSzxfjVSsX8EI_GU=,74.0,,,,,,,,,,,,,
rO1bV7fiy2RTlWVm1mCZA39WlJvNmfiQb7SDMzVm6ig=,Art Blocks,2021-03-05 04:04:17.000000 UTC,2024-02-26 18:24:00.000000 UTC,11.0,491.0,218.0,91.0,24.0,6.0,1.5,4.666666666666667,1404.0,14.0,13.0,614.0,427.0,rO1bV7fiy2RTlWVm1mCZA39WlJvNmfiQb7SDMzVm6ig=,26.0,,,,,,,,,,,,,
oznnKw9Fh4oL4Iw2UPX6htmkx3AaJkP1Nips5D2sMng=,UmamiDAO,2021-09-14 23:44:53.000000 UTC,2023-11-27 22:22:17.000000 UTC,12.0,15.0,7.0,12.0,1.0,0.0,0.0,0.3333333333333333,2.0,,,2.0,2.0,oznnKw9Fh4oL4Iw2UPX6htmkx3AaJkP1Nips5D2sMng=,52.0,2021-11-01,762071.0,432048952854.0,114688.0,46675.0,149406487160.0,8071.0,3167.0,5683.0,1.0,352.0,5330.0,4606.0
BKDIxB_98Ie6hWkzroJ_B8jXLZWpU0K_TxcHOJe4tCU=,Solv Protocol,2021-07-28 04:51:33.000000 UTC,2024-01-04 08:31:59.000000 UTC,12.0,129.0,71.0,8.0,1.0,0.0,0.0,0.5,9.0,,,1.0,,BKDIxB_98Ie6hWkzroJ_B8jXLZWpU0K_TxcHOJe4tCU=,35.0,2023-04-01,7638.0,7600171635.0,2404.0,7163.0,7133884201.0,2361.0,827.0,1662.0,0.0,29.0,1633.0,581.0
87h7Mbi2vdk4_dQRcpmW4mcYuP7z8oVxtk7prrAqexs=,Cowri (Shell Protocol),2019-05-28 06:25:50.000000 UTC,2024-02-25 22:03:59.000000 UTC,12.0,76.0,43.0,9.0,3.0,2.0,0.0,0.6666666666666666,45.0,,,,,87h7Mbi2vdk4_dQRcpmW4mcYuP7z8oVxtk7prrAqexs=,52.0,2022-04-01,494573.0,498088813681.0,71951.0,31944.0,43527453457.0,10597.0,2296.0,7458.0,0.0,186.0,7272.0,5898.0
5IesArO0MXrbuTsXtfBWMW3ipUBD3FjO6A7r55xcGdo=,Aori,2023-09-28 10:29:27.000000 UTC,2024-02-24 21:41:00.000000 UTC,12.0,26.0,1.0,5.0,5.0,5.0,1.1666666666666667,2.1666666666666665,699.0,1.0,,11.0,11.0,5IesArO0MXrbuTsXtfBWMW3ipUBD3FjO6A7r55xcGdo=,14.0,,,,,,,,,,,,,
YOFIuOP6yti4Q73LXudgBqaXspfx3BVcvzVuXYAnTNw=,Steer Protocol,2021-09-12 08:28:43.000000 UTC,2024-02-27 04:25:53.000000 UTC,12.0,0.0,7.0,6.0,5.0,2.0,0.0,1.3333333333333333,75.0,2.0,5.0,4.0,4.0,YOFIuOP6yti4Q73LXudgBqaXspfx3BVcvzVuXYAnTNw=,76.0,2023-05-01,107568.0,97464128818.0,351.0,94670.0,87887062166.0,326.0,210.0,239.0,3.0,31.0,205.0,219.0
FxYVsd-Hjo3eAFYxsU1-j2fCGWM-nDKjK_llEScYOyM=,Equilibria (Perennial Finance),2021-08-13 20:17:39.000000 UTC,2024-02-23 20:49:45.000000 UTC,12.0,141.0,39.0,7.0,7.0,3.0,0.6666666666666666,2.3333333333333335,280.0,,,190.0,167.0,FxYVsd-Hjo3eAFYxsU1-j2fCGWM-nDKjK_llEScYOyM=,56.0,2023-01-01,350183.0,674130262811.0,18764.0,94546.0,314190638302.0,7818.0,1095.0,2471.0,2.0,582.0,1887.0,2044.0
8VmAT1RlSHa-N4JVJQMzqfGGmJHAWawOkKQbJR-8FPQ=,PWN,2021-11-30 18:32:36.000000 UTC,2024-02-26 12:45:16.000000 UTC,12.0,34.0,10.0,13.0,10.0,5.0,0.1666666666666666,2.1666666666666665,65.0,2.0,,88.0,89.0,8VmAT1RlSHa-N4JVJQMzqfGGmJHAWawOkKQbJR-8FPQ=,24.0,2023-10-01,16.0,19910333.0,6.0,16.0,19910333.0,6.0,1.0,2.0,0.0,0.0,2.0,1.0
AMs11l6c3oONHu7hA9AeXzEamcuHp7cIEfUt0mRN8g8=,Synapse,2021-05-15 20:47:11.000000 UTC,2024-02-27 01:05:06.000000 UTC,12.0,140.0,86.0,23.0,15.0,1.0,4.0,8.666666666666666,811.0,47.0,24.0,749.0,553.0,AMs11l6c3oONHu7hA9AeXzEamcuHp7cIEfUt0mRN8g8=,173.0,2021-09-01,923677.0,1237220678237.0,101276.0,282874.0,498879699660.0,22220.0,8962.0,13030.0,3.0,861.0,12166.0,9231.0
oj9ThrFF3vIYbKto6vxshHVZ5l5FDoKvZ5lxZOrQtOg=,DeBank,2018-07-09 16:03:41.000000 UTC,2024-01-24 07:26:06.000000 UTC,13.0,641.0,339.0,19.0,3.0,1.0,0.0,1.0,19.0,4.0,1.0,6.0,1.0,oj9ThrFF3vIYbKto6vxshHVZ5l5FDoKvZ5lxZOrQtOg=,62.0,2023-05-01,52770.0,42845695377.0,50599.0,18993.0,16939000513.0,18460.0,8849.0,8879.0,0.0,0.0,8879.0,5920.0
i0aqkwvP5wxnbYvcH_t1H7sNUmdnNFi5IRH5_IkLhg4=,Umbrella Network,2020-10-08 16:32:01.000000 UTC,2024-02-22 21:18:11.000000 UTC,13.0,26.0,11.0,21.0,4.0,2.0,0.5,1.6666666666666667,278.0,,,108.0,106.0,i0aqkwvP5wxnbYvcH_t1H7sNUmdnNFi5IRH5_IkLhg4=,14.0,,,,,,,,,,,,,
9qlfZiAGTCZgEz4zDhF4NmC8-Gr_BePj74iSMgp0jY8=,AllianceBridge,2021-07-22 11:32:47.000000 UTC,2024-02-26 16:05:12.000000 UTC,13.0,38.0,29.0,7.0,5.0,0.0,0.1666666666666666,2.5,324.0,2.0,1.0,18.0,16.0,9qlfZiAGTCZgEz4zDhF4NmC8-Gr_BePj74iSMgp0jY8=,55.0,,,,,,,,,,,,,
I4DNjF4-aR1DUVQbK9ylz1f0ZF8yk2YoOkNiYcTSmvQ=,Notional,2020-11-11 14:26:03.000000 UTC,2024-02-24 14:04:58.000000 UTC,13.0,209.0,82.0,15.0,5.0,1.0,0.0,1.8333333333333333,120.0,,,372.0,343.0,I4DNjF4-aR1DUVQbK9ylz1f0ZF8yk2YoOkNiYcTSmvQ=,40.0,2023-05-01,26374.0,35838333723.0,3238.0,26090.0,35301144988.0,3234.0,1951.0,2578.0,1.0,358.0,2219.0,2443.0
0tJNxNboTwANxfYLNxuCoymAWzDw02yuDTncfvhvJ4c=,DFX,2021-09-08 06:01:12.000000 UTC,2024-02-27 03:08:20.000000 UTC,13.0,25.0,57.0,22.0,8.0,0.0,3.5,5.666666666666667,818.0,,3.0,436.0,421.0,0tJNxNboTwANxfYLNxuCoymAWzDw02yuDTncfvhvJ4c=,16.0,,,,,,,,,,,,,
UKtg1vsNpSUEdeeWaD3sMccRbAy3snEUTcf0Px5xoak=,Showtime,2021-12-13 23:01:37.000000 UTC,2023-12-07 20:01:21.000000 UTC,13.0,1057.0,160.0,30.0,10.0,4.0,1.8333333333333333,3.5,393.0,24.0,16.0,158.0,146.0,UKtg1vsNpSUEdeeWaD3sMccRbAy3snEUTcf0Px5xoak=,14.0,,,,,,,,,,,,,
F5U3eIGXRdibgGrzqF1Ay91I-i_IX5yLf0M1AQLrKnk=,Chromatic Protocol,2023-06-02 06:20:35.000000 UTC,2024-02-27 01:17:54.000000 UTC,13.0,27.0,9.0,12.0,11.0,1.0,3.3333333333333335,6.333333333333333,1392.0,241.0,244.0,386.0,385.0,F5U3eIGXRdibgGrzqF1Ay91I-i_IX5yLf0M1AQLrKnk=,16.0,,,,,,,,,,,,,
grHGNUqJJbiPyPfSDS58UGeGbT3Equ1LxCHmI2-vl_c=,Dopex,2021-07-01 01:30:04.000000 UTC,2024-02-27 00:10:50.000000 UTC,13.0,123.0,56.0,22.0,12.0,4.0,1.3333333333333333,2.6666666666666665,295.0,1.0,1.0,237.0,197.0,grHGNUqJJbiPyPfSDS58UGeGbT3Equ1LxCHmI2-vl_c=,139.0,2021-10-01,531724.0,437888106693.0,148201.0,101594.0,198890727505.0,9573.0,3061.0,5904.0,4.0,399.0,5501.0,5177.0
0HmTbfXUvoUdQTGsCefKVGpaLaNrRkep_YTr21k21hQ=,ZigZag Exchange,2021-09-17 04:23:48.000000 UTC,2023-10-11 17:22:34.000000 UTC,14.0,439.0,238.0,37.0,1.0,0.0,0.0,0.1666666666666666,1.0,,,1.0,,0HmTbfXUvoUdQTGsCefKVGpaLaNrRkep_YTr21k21hQ=,29.0,2022-09-01,53743.0,60784296259.0,6432.0,,,,,,,,,
