slug,month,maus
pendle-finance,2023-10-01 00:00:00.000000 UTC,492
uxuycom,2023-06-01 00:00:00.000000 UTC,789
rodeofi,2023-06-01 00:00:00.000000 UTC,784
plutusdao,2022-05-01 00:00:00.000000 UTC,918
apex-protocol,2023-07-01 00:00:00.000000 UTC,413
gammaswap,2023-10-01 00:00:00.000000 UTC,168
winrprotocol,2024-01-01 00:00:00.000000 UTC,3539
vesta-protocol,2023-09-01 00:00:00.000000 UTC,1784
axelar,2023-12-01 00:00:00.000000 UTC,9882
zerion,2022-04-01 00:00:00.000000 UTC,1463
maker-dao,2021-11-01 00:00:00.000000 UTC,3341
tracer-protocol,2022-08-01 00:00:00.000000 UTC,536
debridge-finance,2023-09-01 00:00:00.000000 UTC,388
aperture-finance,2023-12-01 00:00:00.000000 UTC,290
umamidao,2022-02-01 00:00:00.000000 UTC,739
livepeer,2024-01-01 00:00:00.000000 UTC,867
wombat-exchange,2023-04-01 00:00:00.000000 UTC,956
beamer-bridge,2023-02-01 00:00:00.000000 UTC,4192
arbitrumexchange,2023-07-01 00:00:00.000000 UTC,664
celer,2022-11-01 00:00:00.000000 UTC,1654
rysk-finance,2024-01-01 00:00:00.000000 UTC,1935
sperax,2022-04-01 00:00:00.000000 UTC,462
revert-finance,2023-09-01 00:00:00.000000 UTC,161
uniswap,2021-11-01 00:00:00.000000 UTC,3049
third-web,2022-08-01 00:00:00.000000 UTC,15
debridge-finance,2023-08-01 00:00:00.000000 UTC,877
umbra,2023-12-01 00:00:00.000000 UTC,2445
velaexchange,2023-10-01 00:00:00.000000 UTC,4103
hundred-finance,2022-11-01 00:00:00.000000 UTC,89
arb-id,2022-10-01 00:00:00.000000 UTC,54
hop-protocol,2023-05-01 00:00:00.000000 UTC,2419
third-web,2023-06-01 00:00:00.000000 UTC,316
elk-finance,2023-08-01 00:00:00.000000 UTC,251
yieldprotocol,2023-12-01 00:00:00.000000 UTC,434
lido,2022-10-01 00:00:00.000000 UTC,622
threshold-network,2023-08-01 00:00:00.000000 UTC,88
mux-world,2023-03-01 00:00:00.000000 UTC,1662
safe-global,2021-10-01 00:00:00.000000 UTC,100
qidao-mai-finance,2023-05-01 00:00:00.000000 UTC,781
uxuycom,2023-09-01 00:00:00.000000 UTC,703
qidao-mai-finance,2023-10-01 00:00:00.000000 UTC,513
de-bank,2024-01-01 00:00:00.000000 UTC,3128
mean-finance,2023-08-01 00:00:00.000000 UTC,545
hop-protocol,2023-08-01 00:00:00.000000 UTC,2225
wido,2023-07-01 00:00:00.000000 UTC,205
elk-finance,2023-02-01 00:00:00.000000 UTC,960
debridge-finance,2023-12-01 00:00:00.000000 UTC,2649
dodoex,2023-12-01 00:00:00.000000 UTC,41
curve,2023-11-01 00:00:00.000000 UTC,1078
hashflow,2022-08-01 00:00:00.000000 UTC,5491
omnisea,2023-06-01 00:00:00.000000 UTC,198
omni-swap,2022-12-01 00:00:00.000000 UTC,828
equilibria-xyz,2023-12-01 00:00:00.000000 UTC,1127
abracadabra,2022-12-01 00:00:00.000000 UTC,65
rango-exchange,2022-10-01 00:00:00.000000 UTC,1018
jones-dao,2022-04-01 00:00:00.000000 UTC,758
notional-finance,2023-11-01 00:00:00.000000 UTC,1217
revert-finance,2022-12-01 00:00:00.000000 UTC,149
rysk-finance,2023-09-01 00:00:00.000000 UTC,182
unsheth,2023-09-01 00:00:00.000000 UTC,1080
notional-finance,2024-01-01 00:00:00.000000 UTC,259
umamidao,2023-11-01 00:00:00.000000 UTC,2075
umamidao,2022-04-01 00:00:00.000000 UTC,663
curve,2021-09-01 00:00:00.000000 UTC,3060
abracadabra,2022-03-01 00:00:00.000000 UTC,239
vesta-protocol,2023-11-01 00:00:00.000000 UTC,1255
xy-finance,2023-05-01 00:00:00.000000 UTC,1524
wombat-exchange,2023-05-01 00:00:00.000000 UTC,576
revert-finance,2023-06-01 00:00:00.000000 UTC,317
abracadabra,2022-06-01 00:00:00.000000 UTC,288
unsheth,2023-07-01 00:00:00.000000 UTC,1602
celer,2023-01-01 00:00:00.000000 UTC,1644
x-dao,2023-08-01 00:00:00.000000 UTC,348
warden-swap,2023-04-01 00:00:00.000000 UTC,210
arbitrumexchange,2023-09-01 00:00:00.000000 UTC,325
orbiter-finance,2022-09-01 00:00:00.000000 UTC,624
celer,2024-01-01 00:00:00.000000 UTC,610
revert-finance,2023-12-01 00:00:00.000000 UTC,216
vertex-protocol,2023-08-01 00:00:00.000000 UTC,2102
hundred-finance,2021-12-01 00:00:00.000000 UTC,240
eqbtech,2023-08-01 00:00:00.000000 UTC,342
kyber-swap,2022-07-01 00:00:00.000000 UTC,531
qidao-mai-finance,2022-08-01 00:00:00.000000 UTC,193
dinngo,2022-11-01 00:00:00.000000 UTC,764
connext,2022-07-01 00:00:00.000000 UTC,1330
goodentry-io,2024-01-01 00:00:00.000000 UTC,967
apex-protocol,2023-08-01 00:00:00.000000 UTC,332
mummy-finance,2023-11-01 00:00:00.000000 UTC,683
orbiter-finance,2022-07-01 00:00:00.000000 UTC,632
flux-protocol,2023-03-01 00:00:00.000000 UTC,46
gravita-protocol,2023-08-01 00:00:00.000000 UTC,1624
mean-finance,2023-06-01 00:00:00.000000 UTC,255
compound-finance,2023-07-01 00:00:00.000000 UTC,621
umamidao,2023-10-01 00:00:00.000000 UTC,785
beamer-bridge,2023-01-01 00:00:00.000000 UTC,2105
olive-finance,2023-05-01 00:00:00.000000 UTC,261
warden-swap,2022-12-01 00:00:00.000000 UTC,775
connext,2022-02-01 00:00:00.000000 UTC,575
apex-protocol,2023-01-01 00:00:00.000000 UTC,457
umamidao,2022-01-01 00:00:00.000000 UTC,693
goodentry-io,2023-11-01 00:00:00.000000 UTC,300
eqbtech,2023-11-01 00:00:00.000000 UTC,443
router-protocol,2022-07-01 00:00:00.000000 UTC,160
nftearth,2024-01-01 00:00:00.000000 UTC,99
socket,2022-05-01 00:00:00.000000 UTC,1098
maker-dao,2021-12-01 00:00:00.000000 UTC,2702
slingshot,2022-02-01 00:00:00.000000 UTC,770
premiafinance,2022-11-01 00:00:00.000000 UTC,155
unlock-protocol,2023-09-01 00:00:00.000000 UTC,8
safe-global,2023-11-01 00:00:00.000000 UTC,891
wombat-exchange,2023-08-01 00:00:00.000000 UTC,467
rubicon,2023-10-01 00:00:00.000000 UTC,13
revert-finance,2023-07-01 00:00:00.000000 UTC,282
open-sea,2024-01-01 00:00:00.000000 UTC,120
revert-finance,2023-01-01 00:00:00.000000 UTC,175
celer,2022-10-01 00:00:00.000000 UTC,861
premiafinance,2023-06-01 00:00:00.000000 UTC,116
qidao-mai-finance,2022-09-01 00:00:00.000000 UTC,244
abracadabra,2023-01-01 00:00:00.000000 UTC,109
compound-finance,2023-06-01 00:00:00.000000 UTC,451
nifty-kit,2022-12-01 00:00:00.000000 UTC,144
mean-finance,2023-09-01 00:00:00.000000 UTC,275
primex-finance,2023-12-01 00:00:00.000000 UTC,382
x-dao,2023-05-01 00:00:00.000000 UTC,14
gammastrategies,2023-02-01 00:00:00.000000 UTC,122
tigris-trade,2023-12-01 00:00:00.000000 UTC,423
omnisea,2023-09-01 00:00:00.000000 UTC,280
omni-swap,2022-11-01 00:00:00.000000 UTC,713
orange-finance,2023-04-01 00:00:00.000000 UTC,130
jones-dao,2022-06-01 00:00:00.000000 UTC,581
router-protocol,2023-09-01 00:00:00.000000 UTC,48
shipyard-software,2023-12-01 00:00:00.000000 UTC,107
openleveragedev,2023-02-01 00:00:00.000000 UTC,264
kromatika-finance,2023-11-01 00:00:00.000000 UTC,60
sablier,2022-04-01 00:00:00.000000 UTC,295
elk-finance,2023-12-01 00:00:00.000000 UTC,170
gammastrategies,2023-05-01 00:00:00.000000 UTC,403
nifty-kit,2023-10-01 00:00:00.000000 UTC,38
xy-finance,2023-02-01 00:00:00.000000 UTC,244
fuji-finance,2023-06-01 00:00:00.000000 UTC,107
sablier,2022-10-01 00:00:00.000000 UTC,315
lodestarfinance,2023-02-01 00:00:00.000000 UTC,676
third-web,2023-07-01 00:00:00.000000 UTC,210
1-inch,2022-06-01 00:00:00.000000 UTC,200
thales,2022-11-01 00:00:00.000000 UTC,47
hundred-finance,2022-04-01 00:00:00.000000 UTC,57
fuji-finance,2023-12-01 00:00:00.000000 UTC,46
kromatika-finance,2023-03-01 00:00:00.000000 UTC,185
threshold-network,2023-07-01 00:00:00.000000 UTC,72
tracer-protocol,2023-11-01 00:00:00.000000 UTC,6
celer,2023-08-01 00:00:00.000000 UTC,827
bond-protocol,2023-06-01 00:00:00.000000 UTC,121
openleveragedev,2024-01-01 00:00:00.000000 UTC,48
wido,2023-04-01 00:00:00.000000 UTC,19
qidao-mai-finance,2022-12-01 00:00:00.000000 UTC,324
granary,2023-08-01 00:00:00.000000 UTC,286
ragetrade,2023-11-01 00:00:00.000000 UTC,528
eywa-protocol,2023-06-01 00:00:00.000000 UTC,84
uxuycom,2024-01-01 00:00:00.000000 UTC,37
overnight,2023-02-01 00:00:00.000000 UTC,31
x-dao,2023-06-01 00:00:00.000000 UTC,20
abracadabra,2022-04-01 00:00:00.000000 UTC,208
nifty-kit,2023-04-01 00:00:00.000000 UTC,174
openleveragedev,2023-06-01 00:00:00.000000 UTC,220
biconomy,2023-11-01 00:00:00.000000 UTC,98
kromatika-finance,2022-03-01 00:00:00.000000 UTC,43
hedgey-finance,2023-11-01 00:00:00.000000 UTC,15
jojoexchange,2023-08-01 00:00:00.000000 UTC,12
omni-swap,2022-09-01 00:00:00.000000 UTC,91
bond-protocol,2023-11-01 00:00:00.000000 UTC,13
flux-protocol,2023-04-01 00:00:00.000000 UTC,26
omnisea,2023-05-01 00:00:00.000000 UTC,171
unlock-protocol,2022-12-01 00:00:00.000000 UTC,28
safe-global,2022-04-01 00:00:00.000000 UTC,303
pancakeswap,2023-07-01 00:00:00.000000 UTC,526
nifty-kit,2023-11-01 00:00:00.000000 UTC,52
sablier,2023-12-01 00:00:00.000000 UTC,10
fuji-finance,2023-09-01 00:00:00.000000 UTC,119
hundred-finance,2023-09-01 00:00:00.000000 UTC,6
sablier,2022-09-01 00:00:00.000000 UTC,361
orbiter-finance,2022-05-01 00:00:00.000000 UTC,54
beefy-finance,2022-08-01 00:00:00.000000 UTC,65
warden-swap,2023-07-01 00:00:00.000000 UTC,46
x-dao,2024-01-01 00:00:00.000000 UTC,62
bunniapp,2022-12-01 00:00:00.000000 UTC,7
livepeer,2022-02-01 00:00:00.000000 UTC,184
unlock-protocol,2024-01-01 00:00:00.000000 UTC,7
arbswap-official,2022-07-01 00:00:00.000000 UTC,93
lyra-finance,2023-10-01 00:00:00.000000 UTC,2
kromatika-finance,2022-04-01 00:00:00.000000 UTC,78
arb-id,2022-09-01 00:00:00.000000 UTC,51
flux-protocol,2021-11-01 00:00:00.000000 UTC,81
warden-swap,2023-05-01 00:00:00.000000 UTC,110
1-inch,2022-10-01 00:00:00.000000 UTC,234
voltz-protocol,2023-10-01 00:00:00.000000 UTC,76
stellaxyz,2023-09-01 00:00:00.000000 UTC,68
gelato,2022-04-01 00:00:00.000000 UTC,1
anyswap,2023-08-01 00:00:00.000000 UTC,19
warden-swap,2023-10-01 00:00:00.000000 UTC,33
dexfinance-com,2023-12-01 00:00:00.000000 UTC,147
jojoexchange,2023-07-01 00:00:00.000000 UTC,7
premiafinance,2023-05-01 00:00:00.000000 UTC,98
eywa-protocol,2023-11-01 00:00:00.000000 UTC,57
omni-swap,2022-08-01 00:00:00.000000 UTC,22
nifty-kit,2023-06-01 00:00:00.000000 UTC,40
eywa-protocol,2023-09-01 00:00:00.000000 UTC,12
rysk-finance,2023-02-01 00:00:00.000000 UTC,25
kromatika-finance,2023-05-01 00:00:00.000000 UTC,156
orange-finance,2023-11-01 00:00:00.000000 UTC,35
powerpool-finance,2023-12-01 00:00:00.000000 UTC,16
router-protocol,2023-03-01 00:00:00.000000 UTC,78
fuji-finance,2023-10-01 00:00:00.000000 UTC,70
rodeofi,2022-11-01 00:00:00.000000 UTC,4
wormhole,2022-12-01 00:00:00.000000 UTC,19
saddle-finance,2022-08-01 00:00:00.000000 UTC,97
xy-finance,2022-11-01 00:00:00.000000 UTC,66
saddle-finance,2023-11-01 00:00:00.000000 UTC,24
nftearth,2023-02-01 00:00:00.000000 UTC,54
warden-swap,2023-08-01 00:00:00.000000 UTC,54
tarot-finance,2023-07-01 00:00:00.000000 UTC,4
dinngo,2023-07-01 00:00:00.000000 UTC,40
vendorfinance,2023-07-01 00:00:00.000000 UTC,11
hats-finance,2023-03-01 00:00:00.000000 UTC,22
flux-protocol,2023-07-01 00:00:00.000000 UTC,18
mindgames-io,2023-12-01 00:00:00.000000 UTC,10
bond-protocol,2024-01-01 00:00:00.000000 UTC,29
hashflow,2023-01-01 00:00:00.000000 UTC,31
x-dao,2023-07-01 00:00:00.000000 UTC,36
vesta-protocol,2022-01-01 00:00:00.000000 UTC,22
arb-id,2022-08-01 00:00:00.000000 UTC,21
gammastrategies,2022-12-01 00:00:00.000000 UTC,35
orange-finance,2024-01-01 00:00:00.000000 UTC,57
0x-splits,2022-10-01 00:00:00.000000 UTC,55
flashstake,2023-06-01 00:00:00.000000 UTC,33
mindgames-io,2023-01-01 00:00:00.000000 UTC,16
valioxyz,2023-11-01 00:00:00.000000 UTC,41
anyswap,2023-09-01 00:00:00.000000 UTC,10
jojoexchange,2023-05-01 00:00:00.000000 UTC,7
bunniapp,2023-01-01 00:00:00.000000 UTC,11
aura,2023-03-01 00:00:00.000000 UTC,3
zeroex,2022-08-01 00:00:00.000000 UTC,11
balancer,2023-11-01 00:00:00.000000 UTC,34
hundred-finance,2023-05-01 00:00:00.000000 UTC,17
defiedge,2023-01-01 00:00:00.000000 UTC,7
vmex-finance,2023-12-01 00:00:00.000000 UTC,9
lido,2022-09-01 00:00:00.000000 UTC,16
flashstake,2023-07-01 00:00:00.000000 UTC,25
router-protocol,2023-11-01 00:00:00.000000 UTC,34
beefy-finance,2022-04-01 00:00:00.000000 UTC,8
flux-protocol,2023-06-01 00:00:00.000000 UTC,8
gelato,2023-08-01 00:00:00.000000 UTC,8
fortressfinance,2023-06-01 00:00:00.000000 UTC,12
tracer-protocol,2023-08-01 00:00:00.000000 UTC,7
y2k-finance,2023-10-01 00:00:00.000000 UTC,1
zeroex,2022-07-01 00:00:00.000000 UTC,27
gelato,2022-08-01 00:00:00.000000 UTC,1
pyth-network,2023-11-01 00:00:00.000000 UTC,10
stakedao,2022-05-01 00:00:00.000000 UTC,4
wormhole,2022-10-01 00:00:00.000000 UTC,1
pendle-finance,2023-02-01 00:00:00.000000 UTC,5
defiedge,2023-05-01 00:00:00.000000 UTC,13
defiedge,2022-10-01 00:00:00.000000 UTC,6
arbswap-official,2022-05-01 00:00:00.000000 UTC,3
balancer,2023-02-01 00:00:00.000000 UTC,2
router-protocol,2022-04-01 00:00:00.000000 UTC,15
hats-finance,2023-07-01 00:00:00.000000 UTC,2
caskprotocol,2023-05-01 00:00:00.000000 UTC,10
jojoexchange,2023-10-01 00:00:00.000000 UTC,24
tracer-protocol,2023-12-01 00:00:00.000000 UTC,4
gravita-protocol,2023-06-01 00:00:00.000000 UTC,4
gammastrategies,2023-11-01 00:00:00.000000 UTC,10
router-protocol,2023-10-01 00:00:00.000000 UTC,15
defi-llama,2022-11-01 00:00:00.000000 UTC,3
gelato,2023-10-01 00:00:00.000000 UTC,9
0x-splits,2023-05-01 00:00:00.000000 UTC,5
unlock-protocol,2023-08-01 00:00:00.000000 UTC,6
synfutures,2021-12-01 00:00:00.000000 UTC,6
nifty-kit,2023-08-01 00:00:00.000000 UTC,7
bunniapp,2023-07-01 00:00:00.000000 UTC,14
caskprotocol,2023-11-01 00:00:00.000000 UTC,3
neondapp,2023-09-01 00:00:00.000000 UTC,1
anyswap,2024-01-01 00:00:00.000000 UTC,2
flux-protocol,2022-05-01 00:00:00.000000 UTC,4
hashflow,2024-01-01 00:00:00.000000 UTC,8
bitkeep,2022-12-01 00:00:00.000000 UTC,2
unlock-protocol,2022-11-01 00:00:00.000000 UTC,14
unlock-protocol,2023-04-01 00:00:00.000000 UTC,11
magpiexyz,2023-05-01 00:00:00.000000 UTC,3
anyswap,2023-04-01 00:00:00.000000 UTC,1
arb-id,2022-07-01 00:00:00.000000 UTC,3
router-protocol,2024-01-01 00:00:00.000000 UTC,14
lifinance,2022-02-01 00:00:00.000000 UTC,1
balancer,2022-09-01 00:00:00.000000 UTC,2
0x-splits,2023-10-01 00:00:00.000000 UTC,2
synfutures,2022-10-01 00:00:00.000000 UTC,6
caskprotocol,2023-10-01 00:00:00.000000 UTC,8
layer-zero,2022-04-01 00:00:00.000000 UTC,4
gelato,2022-11-01 00:00:00.000000 UTC,4
hats-finance,2023-12-01 00:00:00.000000 UTC,1
stacktical,2023-02-01 00:00:00.000000 UTC,1
pyth-network,2023-03-01 00:00:00.000000 UTC,3
bunniapp,2023-06-01 00:00:00.000000 UTC,6
layer-zero,2022-06-01 00:00:00.000000 UTC,5
pear-protocol,2023-11-01 00:00:00.000000 UTC,1
tigris-trade,2023-02-01 00:00:00.000000 UTC,2
defi-llama,2023-07-01 00:00:00.000000 UTC,4
synfutures,2022-07-01 00:00:00.000000 UTC,5
anyswap,2023-03-01 00:00:00.000000 UTC,4
notional-finance,2023-05-01 00:00:00.000000 UTC,5
wombat-exchange,2023-03-01 00:00:00.000000 UTC,2
dinngo,2022-10-01 00:00:00.000000 UTC,1
gammastrategies,2022-10-01 00:00:00.000000 UTC,2
arbirise,2023-11-01 00:00:00.000000 UTC,2
pyth-network,2022-12-01 00:00:00.000000 UTC,1
rabbithole,2023-12-01 00:00:00.000000 UTC,1
omnisea,2022-06-01 00:00:00.000000 UTC,1
anyswap,2023-05-01 00:00:00.000000 UTC,3
x-dao,2023-04-01 00:00:00.000000 UTC,2
lyra-finance,2023-09-01 00:00:00.000000 UTC,3
arrakis-finance,2023-03-01 00:00:00.000000 UTC,1
stakedao,2021-10-01 00:00:00.000000 UTC,6
aperture-finance,2023-03-01 00:00:00.000000 UTC,2
velaexchange,2022-12-01 00:00:00.000000 UTC,1
bitkeep,2023-11-01 00:00:00.000000 UTC,1
solv-finance,2023-04-01 00:00:00.000000 UTC,2
neondapp,2023-10-01 00:00:00.000000 UTC,2
omnisea,2022-09-01 00:00:00.000000 UTC,4
arbswap-official,2022-04-01 00:00:00.000000 UTC,1
beefy-finance,2023-06-01 00:00:00.000000 UTC,3
takafuldao,2023-08-01 00:00:00.000000 UTC,1
openocean-finance,2023-04-01 00:00:00.000000 UTC,4
y2k-finance,2023-06-01 00:00:00.000000 UTC,1
anyswap,2023-12-01 00:00:00.000000 UTC,1
premiafinance,2021-11-01 00:00:00.000000 UTC,1
wormhole,2022-11-01 00:00:00.000000 UTC,1
premiafinance,2022-01-01 00:00:00.000000 UTC,1
bitkeep,2023-10-01 00:00:00.000000 UTC,1
chainlink,2024-01-01 00:00:00.000000 UTC,1
defi-llama,2023-11-01 00:00:00.000000 UTC,4
open-sea,2023-02-01 00:00:00.000000 UTC,1
arbswap-official,2022-09-01 00:00:00.000000 UTC,1
anyswap,2023-01-01 00:00:00.000000 UTC,1
omnisea,2022-11-01 00:00:00.000000 UTC,1
unlock-protocol,2022-08-01 00:00:00.000000 UTC,1
beefy-finance,2023-12-01 00:00:00.000000 UTC,1
premiafinance,2021-12-01 00:00:00.000000 UTC,1
warden-swap,2021-09-01 00:00:00.000000 UTC,1
neondapp,2024-01-01 00:00:00.000000 UTC,1
pwnfinance,2023-11-01 00:00:00.000000 UTC,1
takafuldao,2023-04-01 00:00:00.000000 UTC,1
stakedao,2023-09-01 00:00:00.000000 UTC,1
dolomite-exchange,2023-06-01 00:00:00.000000 UTC,1
tornadocash,2022-08-01 00:00:00.000000 UTC,1
rainbow,2023-12-01 00:00:00.000000 UTC,7887
camelotlabs,2023-11-01 00:00:00.000000 UTC,13697
treasureproject,2022-12-01 00:00:00.000000 UTC,28478
treasureproject,2022-06-01 00:00:00.000000 UTC,15042
sushi,2023-10-01 00:00:00.000000 UTC,38357
gmx-io,2022-10-01 00:00:00.000000 UTC,47716
layer-zero,2023-03-01 00:00:00.000000 UTC,69220
wormhole,2024-01-01 00:00:00.000000 UTC,26664
radiant-capital,2023-02-01 00:00:00.000000 UTC,54240
jones-dao,2023-03-01 00:00:00.000000 UTC,5831
hop-protocol,2022-09-01 00:00:00.000000 UTC,35535
hop-protocol,2023-03-01 00:00:00.000000 UTC,14700
hop-protocol,2022-11-01 00:00:00.000000 UTC,47846
1-inch,2023-08-01 00:00:00.000000 UTC,47366
1-inch,2023-04-01 00:00:00.000000 UTC,82578
1-inch,2023-07-01 00:00:00.000000 UTC,71525
lifinance,2023-06-01 00:00:00.000000 UTC,32890
lifinance,2023-09-01 00:00:00.000000 UTC,21046
lifinance,2023-01-01 00:00:00.000000 UTC,12304
celer,2022-03-01 00:00:00.000000 UTC,1491
celer,2022-01-01 00:00:00.000000 UTC,1961
umamidao,2022-10-01 00:00:00.000000 UTC,25339
yieldprotocol,2022-12-01 00:00:00.000000 UTC,21539
umamidao,2022-11-01 00:00:00.000000 UTC,47599
sushi,2022-10-01 00:00:00.000000 UTC,107640
sushi,2022-07-01 00:00:00.000000 UTC,18595
sushi,2023-07-01 00:00:00.000000 UTC,109459
sushi,2022-08-01 00:00:00.000000 UTC,46909
dopex-io,2022-11-01 00:00:00.000000 UTC,55350
layer-zero,2024-01-01 00:00:00.000000 UTC,41208
layer-zero,2022-12-01 00:00:00.000000 UTC,10566
metamask,2023-11-01 00:00:00.000000 UTC,166843
metamask,2023-12-01 00:00:00.000000 UTC,42722
winrprotocol,2023-03-01 00:00:00.000000 UTC,5645
omni-swap,2023-08-01 00:00:00.000000 UTC,11341
umamidao,2022-12-01 00:00:00.000000 UTC,30646
dopex-io,2022-03-01 00:00:00.000000 UTC,2614
radiant-capital,2023-07-01 00:00:00.000000 UTC,59618
livepeer,2022-03-01 00:00:00.000000 UTC,487
lifinance,2022-06-01 00:00:00.000000 UTC,6364
synapse,2022-05-01 00:00:00.000000 UTC,2921
synapse,2022-10-01 00:00:00.000000 UTC,14173
socket,2023-06-01 00:00:00.000000 UTC,224910
tigris-trade,2023-08-01 00:00:00.000000 UTC,1854
dodoex,2021-10-01 00:00:00.000000 UTC,2859
camelotlabs,2023-04-01 00:00:00.000000 UTC,173718
angle-protocol,2023-09-01 00:00:00.000000 UTC,19800
uniswap,2023-10-01 00:00:00.000000 UTC,137154
ragetrade,2023-02-01 00:00:00.000000 UTC,15940
ragetrade,2022-11-01 00:00:00.000000 UTC,17942
uniswap,2023-04-01 00:00:00.000000 UTC,312385
uniswap,2023-01-01 00:00:00.000000 UTC,120017
holograph,2023-12-01 00:00:00.000000 UTC,13035
holograph,2023-11-01 00:00:00.000000 UTC,17852
stargate-finance,2023-08-01 00:00:00.000000 UTC,499712
stargate-finance,2024-01-01 00:00:00.000000 UTC,160963
stargate-finance,2022-10-01 00:00:00.000000 UTC,59259
gmx-io,2023-02-01 00:00:00.000000 UTC,63650
gainsnetwork,2023-08-01 00:00:00.000000 UTC,7328
kyber-swap,2023-04-01 00:00:00.000000 UTC,11941
vesta-protocol,2023-01-01 00:00:00.000000 UTC,18287
stargate-finance,2022-06-01 00:00:00.000000 UTC,8905
stargate-finance,2022-11-01 00:00:00.000000 UTC,97746
uniswap,2022-09-01 00:00:00.000000 UTC,94758
uniswap,2022-04-01 00:00:00.000000 UTC,29422
uniswap,2022-01-01 00:00:00.000000 UTC,10946
treasureproject,2022-10-01 00:00:00.000000 UTC,10889
apex-protocol,2023-10-01 00:00:00.000000 UTC,73785
traderjoe-xyz,2023-01-01 00:00:00.000000 UTC,7510
curve,2023-02-01 00:00:00.000000 UTC,4349
arb-id,2023-06-01 00:00:00.000000 UTC,14800
dodoex,2021-11-01 00:00:00.000000 UTC,1169
abracadabra,2023-07-01 00:00:00.000000 UTC,26727
silo-finance,2023-12-01 00:00:00.000000 UTC,3412
metamask,2022-12-01 00:00:00.000000 UTC,9334
metamask,2023-05-01 00:00:00.000000 UTC,62487
metamask,2023-10-01 00:00:00.000000 UTC,31264
metamask,2023-04-01 00:00:00.000000 UTC,80820
metamask,2023-02-01 00:00:00.000000 UTC,23243
safe-global,2023-05-01 00:00:00.000000 UTC,5975
ramsesexchange,2023-06-01 00:00:00.000000 UTC,2138
ramsesexchange,2023-05-01 00:00:00.000000 UTC,3029
gmx-io,2023-01-01 00:00:00.000000 UTC,39815
gmx-io,2022-12-01 00:00:00.000000 UTC,52411
gmx-io,2022-09-01 00:00:00.000000 UTC,35445
gmx-io,2022-06-01 00:00:00.000000 UTC,26677
traderjoe-xyz,2024-01-01 00:00:00.000000 UTC,48452
transit-finance,2023-07-01 00:00:00.000000 UTC,4425
beethoven-x,2022-08-01 00:00:00.000000 UTC,12211
beethoven-x,2023-11-01 00:00:00.000000 UTC,12024
beethoven-x,2022-11-01 00:00:00.000000 UTC,55312
beethoven-x,2022-10-01 00:00:00.000000 UTC,51877
beethoven-x,2023-03-01 00:00:00.000000 UTC,22969
beethoven-x,2023-09-01 00:00:00.000000 UTC,8826
aave,2022-07-01 00:00:00.000000 UTC,5555
socket,2023-01-01 00:00:00.000000 UTC,9709
radiant-capital,2022-08-01 00:00:00.000000 UTC,2637
uniswap,2022-05-01 00:00:00.000000 UTC,41249
uniswap,2023-11-01 00:00:00.000000 UTC,99418
arbitrumexchange,2023-06-01 00:00:00.000000 UTC,850
winrprotocol,2023-06-01 00:00:00.000000 UTC,2121
zerion,2023-09-01 00:00:00.000000 UTC,4325
orbiter-finance,2023-09-01 00:00:00.000000 UTC,18653
maker-dao,2023-12-01 00:00:00.000000 UTC,12230
paraswap,2023-09-01 00:00:00.000000 UTC,23485
paraswap,2023-10-01 00:00:00.000000 UTC,28777
paraswap,2023-07-01 00:00:00.000000 UTC,44517
paraswap,2023-08-01 00:00:00.000000 UTC,34119
zeroex,2023-08-01 00:00:00.000000 UTC,26403
zeroex,2023-06-01 00:00:00.000000 UTC,41067
zeroex,2023-04-01 00:00:00.000000 UTC,33435
zeroex,2023-07-01 00:00:00.000000 UTC,37927
across,2023-09-01 00:00:00.000000 UTC,8696
axelar,2023-11-01 00:00:00.000000 UTC,5630
overnight,2023-05-01 00:00:00.000000 UTC,1129
slingshot,2022-06-01 00:00:00.000000 UTC,23465
slingshot,2022-08-01 00:00:00.000000 UTC,23328
connext,2023-09-01 00:00:00.000000 UTC,29361
pyth-network,2023-07-01 00:00:00.000000 UTC,7
open-sea,2023-03-01 00:00:00.000000 UTC,32
gainsnetwork,2023-07-01 00:00:00.000000 UTC,7793
treasureproject,2023-06-01 00:00:00.000000 UTC,5517
wormhole,2023-12-01 00:00:00.000000 UTC,18181
lifinance,2023-04-01 00:00:00.000000 UTC,39454
umamidao,2021-12-01 00:00:00.000000 UTC,1538
yieldprotocol,2022-06-01 00:00:00.000000 UTC,21005
umamidao,2023-05-01 00:00:00.000000 UTC,1058
sushi,2022-04-01 00:00:00.000000 UTC,27641
dopex-io,2022-08-01 00:00:00.000000 UTC,7273
lodestarfinance,2023-10-01 00:00:00.000000 UTC,3429
abracadabra,2023-12-01 00:00:00.000000 UTC,2998
livepeer,2023-01-01 00:00:00.000000 UTC,2089
omni-swap,2024-01-01 00:00:00.000000 UTC,5481
woonetwork,2023-12-01 00:00:00.000000 UTC,54947
pancakeswap,2023-12-01 00:00:00.000000 UTC,9285
dopex-io,2023-11-01 00:00:00.000000 UTC,3323
dopex-io,2022-09-01 00:00:00.000000 UTC,11842
livepeer,2023-04-01 00:00:00.000000 UTC,2119
dodoex,2022-04-01 00:00:00.000000 UTC,2090
ragetrade,2023-05-01 00:00:00.000000 UTC,15222
lido,2023-01-01 00:00:00.000000 UTC,8144
