slug,month,full_time_developer,part_time_developer
0x-splits,2022-02-01 00:00:00.000000 UTC,0,3
0x-splits,2022-03-01 00:00:00.000000 UTC,1,2
0x-splits,2022-04-01 00:00:00.000000 UTC,1,2
0x-splits,2022-05-01 00:00:00.000000 UTC,0,3
0x-splits,2022-06-01 00:00:00.000000 UTC,0,3
0x-splits,2022-07-01 00:00:00.000000 UTC,1,1
0x-splits,2022-08-01 00:00:00.000000 UTC,3,0
0x-splits,2022-09-01 00:00:00.000000 UTC,1,2
0x-splits,2022-10-01 00:00:00.000000 UTC,3,0
0x-splits,2022-11-01 00:00:00.000000 UTC,0,2
0x-splits,2022-12-01 00:00:00.000000 UTC,0,2
0x-splits,2023-01-01 00:00:00.000000 UTC,2,1
0x-splits,2023-02-01 00:00:00.000000 UTC,0,1
0x-splits,2023-03-01 00:00:00.000000 UTC,0,2
0x-splits,2023-04-01 00:00:00.000000 UTC,2,1
0x-splits,2023-05-01 00:00:00.000000 UTC,3,0
0x-splits,2023-06-01 00:00:00.000000 UTC,2,0
0x-splits,2023-07-01 00:00:00.000000 UTC,0,3
0x-splits,2023-08-01 00:00:00.000000 UTC,1,1
0x-splits,2023-09-01 00:00:00.000000 UTC,0,2
0x-splits,2023-10-01 00:00:00.000000 UTC,0,5
0x-splits,2023-11-01 00:00:00.000000 UTC,0,3
0x-splits,2023-12-01 00:00:00.000000 UTC,2,3
0x-splits,2024-01-01 00:00:00.000000 UTC,0,3
0xeigenlabs,2021-05-01 00:00:00.000000 UTC,0,1
0xeigenlabs,2021-06-01 00:00:00.000000 UTC,1,1
0xeigenlabs,2021-07-01 00:00:00.000000 UTC,1,2
0xeigenlabs,2021-08-01 00:00:00.000000 UTC,1,3
0xeigenlabs,2021-09-01 00:00:00.000000 UTC,0,3
0xeigenlabs,2021-10-01 00:00:00.000000 UTC,0,3
0xeigenlabs,2021-11-01 00:00:00.000000 UTC,1,1
0xeigenlabs,2021-12-01 00:00:00.000000 UTC,1,2
0xeigenlabs,2022-01-01 00:00:00.000000 UTC,3,2
0xeigenlabs,2022-02-01 00:00:00.000000 UTC,1,1
0xeigenlabs,2022-03-01 00:00:00.000000 UTC,1,1
0xeigenlabs,2022-04-01 00:00:00.000000 UTC,1,1
0xeigenlabs,2022-05-01 00:00:00.000000 UTC,1,1
0xeigenlabs,2022-06-01 00:00:00.000000 UTC,1,1
0xeigenlabs,2022-07-01 00:00:00.000000 UTC,1,0
0xeigenlabs,2022-08-01 00:00:00.000000 UTC,1,1
0xeigenlabs,2022-09-01 00:00:00.000000 UTC,1,0
0xeigenlabs,2022-10-01 00:00:00.000000 UTC,1,1
0xeigenlabs,2022-11-01 00:00:00.000000 UTC,1,0
0xeigenlabs,2022-12-01 00:00:00.000000 UTC,1,0
0xeigenlabs,2023-01-01 00:00:00.000000 UTC,0,1
0xeigenlabs,2023-02-01 00:00:00.000000 UTC,1,0
0xeigenlabs,2023-03-01 00:00:00.000000 UTC,1,0
0xeigenlabs,2023-04-01 00:00:00.000000 UTC,0,1
0xeigenlabs,2023-05-01 00:00:00.000000 UTC,1,0
0xeigenlabs,2023-06-01 00:00:00.000000 UTC,1,1
0xeigenlabs,2023-07-01 00:00:00.000000 UTC,1,0
0xeigenlabs,2023-08-01 00:00:00.000000 UTC,1,0
0xeigenlabs,2023-09-01 00:00:00.000000 UTC,1,0
0xeigenlabs,2023-10-01 00:00:00.000000 UTC,1,0
0xeigenlabs,2023-11-01 00:00:00.000000 UTC,1,1
0xeigenlabs,2023-12-01 00:00:00.000000 UTC,1,1
0xeigenlabs,2024-01-01 00:00:00.000000 UTC,1,2
0xproject,2017-04-01 00:00:00.000000 UTC,0,1
0xproject,2017-05-01 00:00:00.000000 UTC,1,2
0xproject,2017-06-01 00:00:00.000000 UTC,0,2
0xproject,2017-07-01 00:00:00.000000 UTC,2,1
0xproject,2017-08-01 00:00:00.000000 UTC,1,2
0xproject,2017-09-01 00:00:00.000000 UTC,1,2
0xproject,2017-10-01 00:00:00.000000 UTC,1,4
0xproject,2017-11-01 00:00:00.000000 UTC,3,0
0xproject,2017-12-01 00:00:00.000000 UTC,3,3
0xproject,2018-02-01 00:00:00.000000 UTC,3,4
0xproject,2018-03-01 00:00:00.000000 UTC,3,4
0xproject,2018-04-01 00:00:00.000000 UTC,2,5
0xproject,2018-05-01 00:00:00.000000 UTC,3,5
0xproject,2018-06-01 00:00:00.000000 UTC,2,5
0xproject,2018-07-01 00:00:00.000000 UTC,1,8
0xproject,2018-08-01 00:00:00.000000 UTC,6,3
0xproject,2018-09-01 00:00:00.000000 UTC,3,5
0xproject,2018-10-01 00:00:00.000000 UTC,5,5
0xproject,2018-11-01 00:00:00.000000 UTC,6,3
0xproject,2018-12-01 00:00:00.000000 UTC,5,6
0xproject,2019-01-01 00:00:00.000000 UTC,0,2
0xproject,2019-02-01 00:00:00.000000 UTC,3,15
0xproject,2019-03-01 00:00:00.000000 UTC,1,18
0xproject,2019-04-01 00:00:00.000000 UTC,0,11
0xproject,2019-05-01 00:00:00.000000 UTC,6,8
0xproject,2019-06-01 00:00:00.000000 UTC,3,10
0xproject,2019-07-01 00:00:00.000000 UTC,4,7
0xproject,2019-08-01 00:00:00.000000 UTC,4,7
0xproject,2019-09-01 00:00:00.000000 UTC,3,9
0xproject,2019-10-01 00:00:00.000000 UTC,0,16
0xproject,2019-11-01 00:00:00.000000 UTC,5,16
0xproject,2019-12-01 00:00:00.000000 UTC,6,16
0xproject,2020-01-01 00:00:00.000000 UTC,2,12
0xproject,2020-02-01 00:00:00.000000 UTC,4,14
0xproject,2020-03-01 00:00:00.000000 UTC,4,16
0xproject,2020-04-01 00:00:00.000000 UTC,2,19
0xproject,2020-05-01 00:00:00.000000 UTC,3,14
0xproject,2020-06-01 00:00:00.000000 UTC,1,15
0xproject,2020-07-01 00:00:00.000000 UTC,2,13
0xproject,2020-08-01 00:00:00.000000 UTC,1,11
0xproject,2020-09-01 00:00:00.000000 UTC,1,12
0xproject,2020-10-01 00:00:00.000000 UTC,4,13
0xproject,2020-11-01 00:00:00.000000 UTC,3,12
0xproject,2020-12-01 00:00:00.000000 UTC,3,11
0xproject,2021-01-01 00:00:00.000000 UTC,2,9
0xproject,2021-02-01 00:00:00.000000 UTC,3,8
0xproject,2021-03-01 00:00:00.000000 UTC,2,10
0xproject,2021-04-01 00:00:00.000000 UTC,4,8
0xproject,2021-05-01 00:00:00.000000 UTC,2,11
0xproject,2021-06-01 00:00:00.000000 UTC,5,5
0xproject,2021-07-01 00:00:00.000000 UTC,2,11
0xproject,2021-08-01 00:00:00.000000 UTC,2,11
0xproject,2021-09-01 00:00:00.000000 UTC,1,12
0xproject,2021-10-01 00:00:00.000000 UTC,0,8
0xproject,2021-11-01 00:00:00.000000 UTC,2,8
0xproject,2021-12-01 00:00:00.000000 UTC,1,7
0xproject,2022-01-01 00:00:00.000000 UTC,1,12
0xproject,2022-02-01 00:00:00.000000 UTC,2,6
0xproject,2022-03-01 00:00:00.000000 UTC,2,7
0xproject,2022-04-01 00:00:00.000000 UTC,0,8
0xproject,2022-05-01 00:00:00.000000 UTC,0,9
0xproject,2022-06-01 00:00:00.000000 UTC,0,11
0xproject,2022-07-01 00:00:00.000000 UTC,1,7
0xproject,2022-08-01 00:00:00.000000 UTC,3,6
0xproject,2022-09-01 00:00:00.000000 UTC,2,11
0xproject,2022-10-01 00:00:00.000000 UTC,2,9
0xproject,2022-11-01 00:00:00.000000 UTC,1,12
0xproject,2022-12-01 00:00:00.000000 UTC,1,9
0xproject,2023-01-01 00:00:00.000000 UTC,1,10
0xproject,2023-02-01 00:00:00.000000 UTC,1,15
0xproject,2023-03-01 00:00:00.000000 UTC,0,7
0xproject,2023-04-01 00:00:00.000000 UTC,2,11
0xproject,2023-05-01 00:00:00.000000 UTC,1,8
0xproject,2023-06-01 00:00:00.000000 UTC,2,5
0xproject,2023-07-01 00:00:00.000000 UTC,0,7
0xproject,2023-08-01 00:00:00.000000 UTC,1,7
0xproject,2023-09-01 00:00:00.000000 UTC,2,2
0xproject,2023-10-01 00:00:00.000000 UTC,0,3
0xproject,2023-11-01 00:00:00.000000 UTC,0,7
0xproject,2023-12-01 00:00:00.000000 UTC,0,3
0xproject,2024-01-01 00:00:00.000000 UTC,0,2
0xsquid,2022-07-01 00:00:00.000000 UTC,1,3
0xsquid,2022-08-01 00:00:00.000000 UTC,0,5
0xsquid,2022-09-01 00:00:00.000000 UTC,0,2
0xsquid,2022-10-01 00:00:00.000000 UTC,0,3
0xsquid,2022-11-01 00:00:00.000000 UTC,0,2
0xsquid,2022-12-01 00:00:00.000000 UTC,0,5
0xsquid,2023-01-01 00:00:00.000000 UTC,0,3
0xsquid,2023-02-01 00:00:00.000000 UTC,0,4
0xsquid,2023-03-01 00:00:00.000000 UTC,0,4
0xsquid,2023-04-01 00:00:00.000000 UTC,0,3
0xsquid,2023-05-01 00:00:00.000000 UTC,1,4
0xsquid,2023-06-01 00:00:00.000000 UTC,2,4
0xsquid,2023-07-01 00:00:00.000000 UTC,0,4
0xsquid,2023-08-01 00:00:00.000000 UTC,2,4
0xsquid,2023-09-01 00:00:00.000000 UTC,1,3
0xsquid,2023-10-01 00:00:00.000000 UTC,1,5
0xsquid,2023-11-01 00:00:00.000000 UTC,1,4
0xsquid,2023-12-01 00:00:00.000000 UTC,1,2
0xsquid,2024-01-01 00:00:00.000000 UTC,0,4
1-inch,2018-09-01 00:00:00.000000 UTC,0,1
1-inch,2018-10-01 00:00:00.000000 UTC,0,1
1-inch,2018-11-01 00:00:00.000000 UTC,1,0
1-inch,2018-12-01 00:00:00.000000 UTC,1,2
1-inch,2019-02-01 00:00:00.000000 UTC,2,1
1-inch,2019-03-01 00:00:00.000000 UTC,2,1
1-inch,2019-04-01 00:00:00.000000 UTC,2,0
1-inch,2019-05-01 00:00:00.000000 UTC,0,3
1-inch,2019-06-01 00:00:00.000000 UTC,1,2
1-inch,2019-07-01 00:00:00.000000 UTC,0,3
1-inch,2019-08-01 00:00:00.000000 UTC,3,3
1-inch,2019-09-01 00:00:00.000000 UTC,2,1
1-inch,2019-10-01 00:00:00.000000 UTC,2,1
1-inch,2019-11-01 00:00:00.000000 UTC,1,1
1-inch,2019-12-01 00:00:00.000000 UTC,2,1
1-inch,2020-01-01 00:00:00.000000 UTC,0,4
1-inch,2020-02-01 00:00:00.000000 UTC,4,1
1-inch,2020-03-01 00:00:00.000000 UTC,2,1
1-inch,2020-04-01 00:00:00.000000 UTC,1,0
1-inch,2020-05-01 00:00:00.000000 UTC,1,2
1-inch,2020-06-01 00:00:00.000000 UTC,3,2
1-inch,2020-07-01 00:00:00.000000 UTC,1,1
1-inch,2020-08-01 00:00:00.000000 UTC,3,5
1-inch,2020-09-01 00:00:00.000000 UTC,2,3
1-inch,2020-10-01 00:00:00.000000 UTC,1,3
1-inch,2020-11-01 00:00:00.000000 UTC,1,5
1-inch,2020-12-01 00:00:00.000000 UTC,1,7
1-inch,2021-01-01 00:00:00.000000 UTC,1,3
1-inch,2021-02-01 00:00:00.000000 UTC,1,5
1-inch,2021-03-01 00:00:00.000000 UTC,3,2
1-inch,2021-04-01 00:00:00.000000 UTC,2,3
1-inch,2021-05-01 00:00:00.000000 UTC,4,3
1-inch,2021-06-01 00:00:00.000000 UTC,3,5
1-inch,2021-07-01 00:00:00.000000 UTC,1,7
1-inch,2021-08-01 00:00:00.000000 UTC,2,4
1-inch,2021-09-01 00:00:00.000000 UTC,1,4
1-inch,2021-10-01 00:00:00.000000 UTC,0,3
1-inch,2021-11-01 00:00:00.000000 UTC,3,4
1-inch,2021-12-01 00:00:00.000000 UTC,5,4
1-inch,2022-01-01 00:00:00.000000 UTC,1,8
1-inch,2022-02-01 00:00:00.000000 UTC,1,9
1-inch,2022-03-01 00:00:00.000000 UTC,1,8
1-inch,2022-04-01 00:00:00.000000 UTC,1,6
1-inch,2022-05-01 00:00:00.000000 UTC,2,4
1-inch,2022-06-01 00:00:00.000000 UTC,2,4
1-inch,2022-07-01 00:00:00.000000 UTC,2,6
1-inch,2022-08-01 00:00:00.000000 UTC,1,9
1-inch,2022-09-01 00:00:00.000000 UTC,2,2
1-inch,2022-10-01 00:00:00.000000 UTC,2,3
1-inch,2022-11-01 00:00:00.000000 UTC,2,7
1-inch,2022-12-01 00:00:00.000000 UTC,1,6
1-inch,2023-01-01 00:00:00.000000 UTC,2,7
1-inch,2023-02-01 00:00:00.000000 UTC,3,6
1-inch,2023-03-01 00:00:00.000000 UTC,3,10
1-inch,2023-04-01 00:00:00.000000 UTC,2,9
1-inch,2023-05-01 00:00:00.000000 UTC,1,8
1-inch,2023-06-01 00:00:00.000000 UTC,1,6
1-inch,2023-07-01 00:00:00.000000 UTC,1,14
1-inch,2023-08-01 00:00:00.000000 UTC,2,9
1-inch,2023-09-01 00:00:00.000000 UTC,1,11
1-inch,2023-10-01 00:00:00.000000 UTC,1,10
1-inch,2023-11-01 00:00:00.000000 UTC,1,8
1-inch,2023-12-01 00:00:00.000000 UTC,1,4
1-inch,2024-01-01 00:00:00.000000 UTC,2,6
123swapproject,2021-06-01 00:00:00.000000 UTC,1,0
123swapproject,2021-07-01 00:00:00.000000 UTC,0,1
123swapproject,2021-12-01 00:00:00.000000 UTC,1,0
123swapproject,2022-02-01 00:00:00.000000 UTC,0,2
123swapproject,2022-03-01 00:00:00.000000 UTC,0,1
123swapproject,2022-04-01 00:00:00.000000 UTC,0,1
aave,2019-02-01 00:00:00.000000 UTC,1,2
aave,2019-03-01 00:00:00.000000 UTC,0,2
aave,2019-04-01 00:00:00.000000 UTC,1,1
aave,2019-07-01 00:00:00.000000 UTC,1,0
aave,2019-10-01 00:00:00.000000 UTC,0,2
aave,2019-11-01 00:00:00.000000 UTC,0,1
aave,2020-01-01 00:00:00.000000 UTC,0,2
aave,2020-02-01 00:00:00.000000 UTC,0,3
aave,2020-03-01 00:00:00.000000 UTC,1,2
aave,2020-04-01 00:00:00.000000 UTC,0,3
aave,2020-05-01 00:00:00.000000 UTC,0,2
aave,2020-06-01 00:00:00.000000 UTC,0,2
aave,2020-07-01 00:00:00.000000 UTC,0,1
aave,2020-09-01 00:00:00.000000 UTC,0,2
aave,2020-11-01 00:00:00.000000 UTC,0,3
aave,2020-12-01 00:00:00.000000 UTC,0,5
aave,2021-01-01 00:00:00.000000 UTC,1,4
aave,2021-02-01 00:00:00.000000 UTC,2,6
aave,2021-03-01 00:00:00.000000 UTC,1,3
aave,2021-04-01 00:00:00.000000 UTC,2,4
aave,2021-05-01 00:00:00.000000 UTC,0,1
aave,2021-06-01 00:00:00.000000 UTC,0,6
aave,2021-07-01 00:00:00.000000 UTC,0,5
aave,2021-08-01 00:00:00.000000 UTC,1,3
aave,2021-09-01 00:00:00.000000 UTC,1,7
aave,2021-10-01 00:00:00.000000 UTC,1,2
aave,2021-11-01 00:00:00.000000 UTC,2,7
aave,2021-12-01 00:00:00.000000 UTC,2,4
aave,2022-01-01 00:00:00.000000 UTC,1,6
aave,2022-02-01 00:00:00.000000 UTC,2,5
aave,2022-03-01 00:00:00.000000 UTC,6,5
aave,2022-04-01 00:00:00.000000 UTC,2,5
aave,2022-05-01 00:00:00.000000 UTC,3,6
aave,2022-06-01 00:00:00.000000 UTC,6,6
aave,2022-07-01 00:00:00.000000 UTC,6,4
aave,2022-08-01 00:00:00.000000 UTC,5,12
aave,2022-09-01 00:00:00.000000 UTC,6,7
aave,2022-10-01 00:00:00.000000 UTC,5,11
aave,2022-11-01 00:00:00.000000 UTC,5,9
aave,2022-12-01 00:00:00.000000 UTC,7,9
aave,2023-01-01 00:00:00.000000 UTC,6,10
aave,2023-02-01 00:00:00.000000 UTC,6,7
aave,2023-03-01 00:00:00.000000 UTC,3,12
aave,2023-04-01 00:00:00.000000 UTC,6,5
aave,2023-05-01 00:00:00.000000 UTC,6,10
aave,2023-06-01 00:00:00.000000 UTC,4,11
aave,2023-07-01 00:00:00.000000 UTC,7,6
aave,2023-08-01 00:00:00.000000 UTC,7,8
aave,2023-09-01 00:00:00.000000 UTC,7,10
aave,2023-10-01 00:00:00.000000 UTC,8,8
aave,2023-11-01 00:00:00.000000 UTC,7,10
aave,2023-12-01 00:00:00.000000 UTC,8,7
aave,2024-01-01 00:00:00.000000 UTC,11,5
abacus,2022-02-01 00:00:00.000000 UTC,0,1
abacus,2022-11-01 00:00:00.000000 UTC,0,1
abacus,2023-01-01 00:00:00.000000 UTC,0,1
aboard-exchange,2021-12-01 00:00:00.000000 UTC,0,1
aboard-exchange,2022-01-01 00:00:00.000000 UTC,0,1
aboard-exchange,2022-09-01 00:00:00.000000 UTC,0,1
aboard-exchange,2022-11-01 00:00:00.000000 UTC,0,1
aboard-exchange,2023-01-01 00:00:00.000000 UTC,0,1
abracadabra,2021-06-01 00:00:00.000000 UTC,0,1
abracadabra,2021-07-01 00:00:00.000000 UTC,0,1
abracadabra,2021-08-01 00:00:00.000000 UTC,0,2
abracadabra,2021-09-01 00:00:00.000000 UTC,0,1
abracadabra,2021-10-01 00:00:00.000000 UTC,0,1
abracadabra,2021-11-01 00:00:00.000000 UTC,0,2
abracadabra,2021-12-01 00:00:00.000000 UTC,0,2
abracadabra,2022-01-01 00:00:00.000000 UTC,0,2
abracadabra,2022-02-01 00:00:00.000000 UTC,0,2
abracadabra,2022-03-01 00:00:00.000000 UTC,0,2
abracadabra,2022-04-01 00:00:00.000000 UTC,0,2
abracadabra,2022-05-01 00:00:00.000000 UTC,0,2
abracadabra,2022-06-01 00:00:00.000000 UTC,0,2
abracadabra,2022-07-01 00:00:00.000000 UTC,0,2
abracadabra,2022-08-01 00:00:00.000000 UTC,1,1
abracadabra,2022-09-01 00:00:00.000000 UTC,1,1
abracadabra,2022-10-01 00:00:00.000000 UTC,0,2
abracadabra,2022-11-01 00:00:00.000000 UTC,1,1
abracadabra,2022-12-01 00:00:00.000000 UTC,0,3
abracadabra,2023-01-01 00:00:00.000000 UTC,1,2
abracadabra,2023-02-01 00:00:00.000000 UTC,2,2
abracadabra,2023-03-01 00:00:00.000000 UTC,1,5
abracadabra,2023-04-01 00:00:00.000000 UTC,1,3
abracadabra,2023-05-01 00:00:00.000000 UTC,1,2
abracadabra,2023-06-01 00:00:00.000000 UTC,1,4
abracadabra,2023-07-01 00:00:00.000000 UTC,2,4
abracadabra,2023-08-01 00:00:00.000000 UTC,1,5
abracadabra,2023-09-01 00:00:00.000000 UTC,1,5
abracadabra,2023-10-01 00:00:00.000000 UTC,1,3
abracadabra,2023-11-01 00:00:00.000000 UTC,2,3
abracadabra,2023-12-01 00:00:00.000000 UTC,1,5
abracadabra,2024-01-01 00:00:00.000000 UTC,1,4
across,2021-11-01 00:00:00.000000 UTC,3,1
across,2021-12-01 00:00:00.000000 UTC,1,3
across,2022-01-01 00:00:00.000000 UTC,1,4
across,2022-02-01 00:00:00.000000 UTC,3,4
across,2022-03-01 00:00:00.000000 UTC,3,7
across,2022-04-01 00:00:00.000000 UTC,3,4
across,2022-05-01 00:00:00.000000 UTC,6,1
across,2022-06-01 00:00:00.000000 UTC,3,4
across,2022-07-01 00:00:00.000000 UTC,3,4
across,2022-08-01 00:00:00.000000 UTC,5,6
across,2022-09-01 00:00:00.000000 UTC,5,4
across,2022-10-01 00:00:00.000000 UTC,2,7
across,2022-11-01 00:00:00.000000 UTC,4,3
across,2022-12-01 00:00:00.000000 UTC,2,5
across,2023-01-01 00:00:00.000000 UTC,3,3
across,2023-02-01 00:00:00.000000 UTC,4,1
across,2023-03-01 00:00:00.000000 UTC,3,1
across,2023-04-01 00:00:00.000000 UTC,4,3
across,2023-05-01 00:00:00.000000 UTC,4,2
across,2023-06-01 00:00:00.000000 UTC,4,1
across,2023-07-01 00:00:00.000000 UTC,5,0
across,2023-08-01 00:00:00.000000 UTC,5,2
across,2023-09-01 00:00:00.000000 UTC,3,2
across,2023-10-01 00:00:00.000000 UTC,4,2
across,2023-11-01 00:00:00.000000 UTC,3,4
across,2023-12-01 00:00:00.000000 UTC,3,3
across,2024-01-01 00:00:00.000000 UTC,2,5
acrypto-s,2020-12-01 00:00:00.000000 UTC,1,1
acrypto-s,2021-01-01 00:00:00.000000 UTC,2,1
acrypto-s,2021-02-01 00:00:00.000000 UTC,3,0
acrypto-s,2021-03-01 00:00:00.000000 UTC,2,2
acrypto-s,2021-04-01 00:00:00.000000 UTC,2,1
acrypto-s,2021-05-01 00:00:00.000000 UTC,1,2
acrypto-s,2021-06-01 00:00:00.000000 UTC,0,2
acrypto-s,2021-07-01 00:00:00.000000 UTC,0,2
acrypto-s,2021-08-01 00:00:00.000000 UTC,0,2
acrypto-s,2021-09-01 00:00:00.000000 UTC,0,2
acrypto-s,2021-10-01 00:00:00.000000 UTC,0,1
acrypto-s,2021-11-01 00:00:00.000000 UTC,1,2
acrypto-s,2021-12-01 00:00:00.000000 UTC,1,1
acrypto-s,2022-01-01 00:00:00.000000 UTC,0,2
acrypto-s,2022-02-01 00:00:00.000000 UTC,1,1
acrypto-s,2022-04-01 00:00:00.000000 UTC,0,2
acrypto-s,2022-05-01 00:00:00.000000 UTC,0,2
acrypto-s,2022-06-01 00:00:00.000000 UTC,0,1
acrypto-s,2022-08-01 00:00:00.000000 UTC,0,1
acrypto-s,2022-11-01 00:00:00.000000 UTC,0,1
acrypto-s,2023-02-01 00:00:00.000000 UTC,0,1
acrypto-s,2023-03-01 00:00:00.000000 UTC,0,1
acrypto-s,2023-04-01 00:00:00.000000 UTC,1,1
acrypto-s,2023-05-01 00:00:00.000000 UTC,0,2
acrypto-s,2023-06-01 00:00:00.000000 UTC,0,2
acrypto-s,2023-07-01 00:00:00.000000 UTC,0,2
acrypto-s,2023-08-01 00:00:00.000000 UTC,0,1
acrypto-s,2023-10-01 00:00:00.000000 UTC,0,2
acrypto-s,2023-11-01 00:00:00.000000 UTC,0,2
acrypto-s,2023-12-01 00:00:00.000000 UTC,0,1
aelin,2021-10-01 00:00:00.000000 UTC,0,1
aelin,2021-11-01 00:00:00.000000 UTC,0,1
aelin,2021-12-01 00:00:00.000000 UTC,2,1
aelin,2022-01-01 00:00:00.000000 UTC,2,2
aelin,2022-02-01 00:00:00.000000 UTC,1,3
aelin,2022-03-01 00:00:00.000000 UTC,0,5
aelin,2022-04-01 00:00:00.000000 UTC,2,1
aelin,2022-05-01 00:00:00.000000 UTC,1,1
aelin,2022-06-01 00:00:00.000000 UTC,3,1
aelin,2022-07-01 00:00:00.000000 UTC,1,3
aelin,2022-08-01 00:00:00.000000 UTC,1,2
aelin,2022-09-01 00:00:00.000000 UTC,0,3
aelin,2022-10-01 00:00:00.000000 UTC,0,3
aelin,2022-11-01 00:00:00.000000 UTC,2,3
aelin,2022-12-01 00:00:00.000000 UTC,0,3
aelin,2023-01-01 00:00:00.000000 UTC,0,3
aelin,2023-02-01 00:00:00.000000 UTC,0,4
aelin,2023-03-01 00:00:00.000000 UTC,0,4
aelin,2023-04-01 00:00:00.000000 UTC,0,4
aelin,2023-05-01 00:00:00.000000 UTC,0,4
aelin,2023-06-01 00:00:00.000000 UTC,0,5
aelin,2023-07-01 00:00:00.000000 UTC,0,2
aelin,2023-08-01 00:00:00.000000 UTC,0,1
aelin,2023-09-01 00:00:00.000000 UTC,0,1
alliance-bridge,2021-07-01 00:00:00.000000 UTC,0,1
alliance-bridge,2021-08-01 00:00:00.000000 UTC,0,1
alliance-bridge,2021-11-01 00:00:00.000000 UTC,0,2
alliance-bridge,2021-12-01 00:00:00.000000 UTC,0,2
alliance-bridge,2022-01-01 00:00:00.000000 UTC,1,1
alliance-bridge,2022-03-01 00:00:00.000000 UTC,0,1
alliance-bridge,2022-05-01 00:00:00.000000 UTC,0,1
alliance-bridge,2022-06-01 00:00:00.000000 UTC,0,1
alliance-bridge,2022-10-01 00:00:00.000000 UTC,0,2
alliance-bridge,2022-11-01 00:00:00.000000 UTC,0,3
alliance-bridge,2023-01-01 00:00:00.000000 UTC,0,1
alliance-bridge,2023-02-01 00:00:00.000000 UTC,0,2
alliance-bridge,2023-03-01 00:00:00.000000 UTC,0,1
alliance-bridge,2023-04-01 00:00:00.000000 UTC,0,1
alliance-bridge,2023-05-01 00:00:00.000000 UTC,0,4
alliance-bridge,2023-06-01 00:00:00.000000 UTC,0,1
alliance-bridge,2023-07-01 00:00:00.000000 UTC,0,2
alliance-bridge,2023-08-01 00:00:00.000000 UTC,0,1
alliance-bridge,2023-09-01 00:00:00.000000 UTC,0,1
alliance-bridge,2023-10-01 00:00:00.000000 UTC,0,2
alliance-bridge,2023-11-01 00:00:00.000000 UTC,0,2
alliance-bridge,2023-12-01 00:00:00.000000 UTC,1,3
alliance-bridge,2024-01-01 00:00:00.000000 UTC,0,3
aloe-ii,2021-08-01 00:00:00.000000 UTC,0,1
aloe-ii,2021-11-01 00:00:00.000000 UTC,0,1
aloe-ii,2021-12-01 00:00:00.000000 UTC,0,1
aloe-ii,2022-01-01 00:00:00.000000 UTC,1,0
aloe-ii,2022-02-01 00:00:00.000000 UTC,0,2
aloe-ii,2022-03-01 00:00:00.000000 UTC,0,2
aloe-ii,2022-04-01 00:00:00.000000 UTC,0,1
aloe-ii,2022-05-01 00:00:00.000000 UTC,0,2
aloe-ii,2022-06-01 00:00:00.000000 UTC,1,2
aloe-ii,2022-07-01 00:00:00.000000 UTC,1,2
aloe-ii,2022-08-01 00:00:00.000000 UTC,0,2
aloe-ii,2022-09-01 00:00:00.000000 UTC,1,2
aloe-ii,2022-10-01 00:00:00.000000 UTC,0,1
aloe-ii,2022-11-01 00:00:00.000000 UTC,1,0
aloe-ii,2022-12-01 00:00:00.000000 UTC,1,1
aloe-ii,2023-01-01 00:00:00.000000 UTC,1,0
aloe-ii,2023-02-01 00:00:00.000000 UTC,2,0
aloe-ii,2023-03-01 00:00:00.000000 UTC,2,0
aloe-ii,2023-04-01 00:00:00.000000 UTC,1,1
aloe-ii,2023-05-01 00:00:00.000000 UTC,1,1
aloe-ii,2023-06-01 00:00:00.000000 UTC,1,1
aloe-ii,2023-07-01 00:00:00.000000 UTC,1,1
aloe-ii,2023-08-01 00:00:00.000000 UTC,2,0
aloe-ii,2023-09-01 00:00:00.000000 UTC,2,0
aloe-ii,2023-10-01 00:00:00.000000 UTC,2,0
aloe-ii,2023-11-01 00:00:00.000000 UTC,1,1
aloe-ii,2023-12-01 00:00:00.000000 UTC,2,0
aloe-ii,2024-01-01 00:00:00.000000 UTC,2,0
alpsfinance,2021-12-01 00:00:00.000000 UTC,1,0
alpsfinance,2022-01-01 00:00:00.000000 UTC,0,1
alpsfinance,2022-02-01 00:00:00.000000 UTC,2,0
alpsfinance,2022-03-01 00:00:00.000000 UTC,1,2
alpsfinance,2022-04-01 00:00:00.000000 UTC,1,2
alpsfinance,2022-05-01 00:00:00.000000 UTC,1,1
alpsfinance,2022-06-01 00:00:00.000000 UTC,0,3
alpsfinance,2022-07-01 00:00:00.000000 UTC,0,2
alt-research,2022-01-01 00:00:00.000000 UTC,1,0
alt-research,2022-02-01 00:00:00.000000 UTC,0,1
alt-research,2022-03-01 00:00:00.000000 UTC,0,2
alt-research,2022-04-01 00:00:00.000000 UTC,0,6
alt-research,2022-05-01 00:00:00.000000 UTC,0,3
alt-research,2022-06-01 00:00:00.000000 UTC,1,0
alt-research,2022-07-01 00:00:00.000000 UTC,1,2
alt-research,2022-08-01 00:00:00.000000 UTC,2,2
alt-research,2022-09-01 00:00:00.000000 UTC,2,2
alt-research,2022-10-01 00:00:00.000000 UTC,0,4
alt-research,2022-11-01 00:00:00.000000 UTC,1,2
alt-research,2022-12-01 00:00:00.000000 UTC,0,6
alt-research,2023-01-01 00:00:00.000000 UTC,1,2
alt-research,2023-02-01 00:00:00.000000 UTC,0,2
