date,forecasted_Transaction Count,forecasted_Active Users,forecasted_Unique Users,forecasted_Gas Fees,forecasted_Total Transferred,forecasted_Net Transferred,forecasted_TVL-dforce,forecasted_TVL_opchain-dforce
2024-09-17 00:00:00,0.13915269015817278,0.1667169512367901,0.01936705565867368,0.0,0.0,0.0,818340.8507642333,1061489.6186439355
2024-09-18 00:00:00,0.1472353592622855,0.11853648642921132,0.0205001780204386,0.0,0.0,0.0,996955.3712574426,907583.4129730709
2024-09-19 00:00:00,0.08324321881649509,0.09229145715239494,0.08043344324454169,0.0,0.0,0.0,999203.0160542823,899181.3291958454
2024-09-20 00:00:00,0.15284464761959218,0.1376232732503328,0.08605569979936924,0.0,0.0,0.0,853332.2585232956,999074.6009250034
2024-09-21 00:00:00,0.15072790834332955,0.12860858147392623,0.05383660008000886,0.0,0.0,0.0,875286.1907862234,988979.3558269682
2024-09-22 00:00:00,0.052085260431096014,0.0765559524221887,0.03413464361863965,2.2361383952854834e-10,0.0,0.0,994541.1083458873,979134.1553643058
2024-09-23 00:00:00,0.06830554468232027,0.13569466107266157,0.027693593105786552,1.21137953848286e-10,0.0,0.0,920134.2842855746,998274.728953384
2024-09-24 00:00:00,0.07205137967936931,0.10487026376081957,0.03829715347151552,4.301882078738264e-11,0.0,0.0,858065.9891476795,913304.1750183944
2024-09-25 00:00:00,0.10134490924529234,0.0961984094103759,0.033306292191192854,0.0,0.0,0.0,936507.8644869945,987947.3638492483
2024-09-26 00:00:00,0.1524033736084184,0.13191745797130072,0.04834483600615076,0.0,0.0,0.0,933687.3717506946,961712.9483077138
2024-09-27 00:00:00,0.11851347977835805,0.10382368883076386,0.0598964616387796,0.0,0.0,0.0,872689.7297882224,972812.3494560939
2024-09-28 00:00:00,0.1654113794144557,0.08492241024357526,0.03183876836461456,0.0,0.0,0.0,988650.8576290979,850007.096820209
2024-09-29 00:00:00,0.13458364671009979,0.0863880617927881,0.04482367756581433,0.0,0.0,0.0,996440.8998403281,984118.8762508002
2024-09-30 00:00:00,0.2477364454795244,0.08097780706893053,0.0359814004865541,0.0,0.0,0.0,931078.053522788,1035210.1692408032
2024-10-01 00:00:00,0.10503285656593479,0.09351748932485898,0.11561031911664572,3.304380331180441e-05,0.0,0.0,970784.1820683135,919942.3397156622
2024-10-02 00:00:00,0.07849954091905387,0.04960809109637737,0.0652783538478608,4.2919931618848485e-05,0.0,0.0,1009067.7165691052,980633.6002002835
2024-10-03 00:00:00,0.09167164294971342,0.050055801061588204,0.058825494005753536,4.4704051257234084e-05,0.0,0.0,1015227.8948674492,999714.4800145511
2024-10-04 00:00:00,0.16458621380401986,0.11028100384505005,0.08519291416876354,0.0,0.0,0.0,923192.1472500467,944328.6696586474
2024-10-05 00:00:00,0.15967316016959848,0.10954993993326621,0.11069416322975413,0.0,0.0,0.0,1021858.4569238513,1005862.7836535274
2024-10-06 00:00:00,0.16733421395714976,0.12359107545009852,0.07103465497547617,0.0,0.0,0.0,904003.2692130574,1014959.6339212804
2024-10-07 00:00:00,0.05158130100777864,0.1363916609719648,0.03796054899648636,3.471669871480147e-05,0.0,0.0,1018002.9872397269,1055136.2657499118
2024-10-08 00:00:00,0.10525251446403597,0.11309605558303844,0.06214768529653624,3.5933358863292404e-05,0.0,0.0,886704.1505801999,963661.7400506943
2024-10-09 00:00:00,0.16802209390443754,0.06814230890094297,0.06133287688651181,2.7770137226730267e-05,0.0,0.0,925879.2146957808,1000576.1111400302
2024-10-10 00:00:00,0.12922425770483545,0.12261856765549921,0.0710535871240896,0.0,0.0,0.0,925366.8586110395,1002495.1515689418
2024-10-11 00:00:00,0.0797277657938083,0.15957333033616564,0.06380871957176865,0.0,0.0,0.0,923967.05466182,973921.2760538172
2024-10-12 00:00:00,0.13815233408185543,0.08786875368883948,0.06484819615243527,0.0,0.0,0.0,834971.2890537039,1044937.9009619891
2024-10-13 00:00:00,0.04804025879480585,0.03509825381018903,0.03678188325372412,5.1920198706209335e-06,0.0,0.0,915660.0891838766,968411.913401474
2024-10-14 00:00:00,0.11990020891997151,0.11679315044653431,0.045943972766743814,5.75512728342336e-06,0.0,0.0,943304.1422368131,978375.1220003809
2024-10-15 00:00:00,0.14429131864480088,0.08071167799058725,0.032412443310160875,5.642308950930793e-06,0.0,0.0,940378.0553480895,1016324.9430289208
2024-10-16 00:00:00,0.15962498346033016,0.10627015637039619,0.018421907495904135,3.871441003031518e-05,0.0,0.0,893869.9828819059,1026430.8298449022
2024-10-17 00:00:00,0.307204212667044,0.10698877539396501,0.029892006234465956,4.12013269435893e-05,0.0,0.0,968345.3605919277,938541.2645745651
2024-10-18 00:00:00,0.24107046478541072,0.0898866130690513,0.05484991515985039,5.091938576811753e-05,0.0,0.0,848445.1932247417,974088.8380747257
2024-10-19 00:00:00,0.16099501072464428,0.10734682263636311,0.07521958076207197,1.0888625622660085e-05,0.0,0.0,1003771.8854906614,898560.5503102015
2024-10-20 00:00:00,0.12824879731050642,0.11268969329469279,0.04273115876553026,7.268274872836761e-06,0.0,0.0,884357.816018591,1013323.6350984508
2024-10-21 00:00:00,0.16993200640199355,0.08468130359875996,0.09186604164164217,6.032079280936236e-06,0.0,0.0,850964.8232805283,1036675.6005061544
2024-10-22 00:00:00,0.20173410091227675,0.09817051081620896,0.0536553218840665,2.569802896926213e-05,0.0,0.0,958721.1119327324,950521.3593401874
2024-10-23 00:00:00,0.09978041635672995,0.11923888226405503,0.07277103887528709,2.5054426606780264e-05,0.0,0.0,983012.6149277095,1020077.1748584036
2024-10-24 00:00:00,0.14480507819247207,0.08721687482448326,0.056016910444489094,2.221495387167619e-05,0.0,0.0,870870.7438886609,1001138.8332718514
2024-10-25 00:00:00,0.16228184617720132,0.23740577833933382,0.06717439076794572,0.0,0.0,0.0,934961.8200049434,945635.8299750574
2024-10-26 00:00:00,0.22482638944624708,0.056022222187379636,0.08830889620917935,0.0,0.0,0.0,936612.3253593878,960325.2173772176
2024-10-27 00:00:00,0.16322581079392476,0.039279802203050725,0.10666830677989278,0.0,0.0,0.0,859146.48940394,921624.8540630887
2024-10-28 00:00:00,0.10852968271147563,0.0599447805266528,0.060696155494064534,0.0,0.0,0.0,950978.1058599795,926414.1239154169
2024-10-29 00:00:00,0.07954653203658288,0.05172351646987871,0.08992626044967889,0.0,0.0,0.0,856918.814168761,1001059.266127941
2024-10-30 00:00:00,0.12551263212693656,0.08408690863341388,0.07282482027671222,0.0,0.0,0.0,858834.7972463086,1053921.8680800206
2024-10-31 00:00:00,0.20198091070882324,0.04643793092999629,0.08482632957310171,9.84749827418462e-06,0.0,0.0,979090.9942531348,932519.4257123751
2024-11-01 00:00:00,0.12942304350331674,0.10285876544647297,0.07595491824658865,2.4924470364216472e-05,0.0,0.0,957544.3832852457,969645.2621574925
2024-11-02 00:00:00,0.10236693924169236,0.13191700298392897,0.07447061199894445,1.9846557788090597e-05,0.0,0.0,939898.9793146129,978752.8578462426
2024-11-03 00:00:00,0.09261316822747302,0.12773933569029375,0.04906675484100227,1.9776459101922377e-05,0.0,0.0,946493.9720097507,1022959.2357583825
2024-11-04 00:00:00,0.16763909586590092,0.0847080948269785,0.04137040607823576,2.2844326476517153e-05,0.0,0.0,941465.8803562189,977709.0709204391
2024-11-05 00:00:00,0.14609481795912319,0.11701655369396982,0.03371035588838453,2.0350871271025023e-05,0.0,0.0,992348.8954623839,964091.507679091
2024-11-06 00:00:00,0.033679161324830086,0.1228235275604178,0.04000861801755767,2.1122188107797197e-05,0.0,0.0,934540.3037089418,1027419.203022584
2024-11-07 00:00:00,0.12287751330224923,0.1553142807494162,0.055964840501904284,1.102132776732729e-05,0.0,0.0,944227.7765839025,956028.6771652622
2024-11-08 00:00:00,0.11101100739775448,0.11670310264915099,0.08387459081907887,1.4304134676706455e-05,0.0,0.0,920320.6563689369,874272.9975000833
2024-11-09 00:00:00,0.19350927913294586,0.09946219975754327,0.08296308849667197,1.2795208245395209e-05,0.0,0.0,975008.3560902195,993265.0024057521
2024-11-10 00:00:00,0.174437843405365,0.1528302774035043,0.0870005953798186,3.079339244849178e-05,0.0,0.0,957331.9285580816,1009349.3723573261
2024-11-11 00:00:00,0.19713079952122542,0.09940549295471682,0.07086436995887009,2.133413556738852e-05,0.0,0.0,853774.9671611213,891078.7117494659
2024-11-12 00:00:00,0.1394138993690615,0.13091793260325751,0.05178487442955089,1.0160921846788018e-05,0.0,0.0,887900.8460435312,1044464.7553548327
2024-11-13 00:00:00,0.13764182086960364,0.12725654325877175,0.037824630844120494,3.262065356167311e-05,0.0,0.0,919931.4789837472,930987.1576278171
2024-11-14 00:00:00,0.14326799170779297,0.1293015847651689,0.06278109300323564,3.089967308632602e-05,0.0,0.0,841344.4818189766,947867.245881866
2024-11-15 00:00:00,0.14562162696388867,0.3517478930468593,0.07097519891501952,2.003094455351855e-05,0.0,0.0,777267.8555717146,953833.514321929
2024-11-16 00:00:00,0.15133757127056527,0.14926626374245985,0.0507322106124838,1.3733782379857288e-05,0.0,0.0,853324.1515562357,981988.6790323515
2024-11-17 00:00:00,0.12491894090734623,0.11905513384900578,0.060190727517841346,1.4904200016970062e-05,0.0,0.0,870603.533214761,967771.9323798903
2024-11-18 00:00:00,0.13605277101333518,0.07063392718619402,0.04120605839744355,2.7189458547969076e-05,0.0,0.0,778701.3424502262,1034041.162645282
2024-11-19 00:00:00,0.12801061549857576,0.09694586350868613,0.06768210542224383,1.3135282983418826e-05,0.0,0.0,861336.3717636132,1025644.2524974733
2024-11-20 00:00:00,0.1586255446858675,0.08860358828703098,0.08282323049935472,1.8939303499961283e-05,0.0,0.0,854609.7684991853,920701.6636978154
2024-11-21 00:00:00,0.15436409446732086,0.1356997986596752,0.056909538554645575,1.1345817519309143e-05,0.0,0.0,825756.6490959339,936735.3564164522
2024-11-22 00:00:00,0.11504144411660218,0.07334699578547016,0.06451837636057414,1.1097138565805112e-05,0.0,0.0,830339.9879395354,939890.5539398065
2024-11-23 00:00:00,0.17394324138435116,0.08092283750873049,0.09001977721228119,1.2643257048994986e-05,0.0,0.0,845398.0375188251,896058.1368799293
2024-11-24 00:00:00,0.12825862403792995,0.14739022602579138,0.09513727537243363,1.4026091914540748e-05,0.0,0.0,916545.6713192498,924206.0448299858
2024-11-25 00:00:00,0.11673112204729065,0.17925882664402076,0.09743631989826061,1.393684415110463e-05,0.0,0.0,840659.6450244823,956888.554889553
2024-11-26 00:00:00,0.16057258230085364,0.09119820424426549,0.1001627046671612,1.2811053276579776e-05,0.0,0.0,808348.4441320578,1048802.3724842714
2024-11-27 00:00:00,0.16081060859601365,0.07991258984133544,0.040297138611482035,1.9230551920297243e-05,0.0,0.0,865710.1142138387,933555.9185761284
2024-11-28 00:00:00,0.11552231539201156,0.1246286069551924,0.054366359699147854,1.5508334914851533e-05,0.0,0.0,860863.0507705627,968447.1691723496
2024-11-29 00:00:00,0.20563300217889094,0.08909519130073194,0.0712909719031246,2.0965002801023167e-05,0.0,0.0,845847.1987970013,984497.350176514
2024-11-30 00:00:00,0.06732215823418915,0.12459085586796462,0.09149984143506847,1.7346276390957867e-05,0.0,0.0,891331.7503107266,966724.538317846
2024-12-01 00:00:00,0.12011188697818323,0.11628396718695068,0.08555055026737025,1.6411711910046094e-05,0.0,0.0,748485.9856719457,1037397.8031897844
2024-12-02 00:00:00,0.10434531814867182,0.12250742277088618,0.09937229931714309,1.8938188318029906e-05,0.0,0.0,854571.8029880805,1020395.1242261963
2024-12-03 00:00:00,0.11876534465964805,0.15178530051277433,0.045825060397154296,1.9227555858848178e-05,0.0,0.0,831637.7603741627,937051.0117665303
2024-12-04 00:00:00,0.18861918191424248,0.13259362286941254,0.07593172951056185,1.565655566482373e-05,0.0,0.0,789361.4331849427,881202.7683290462
2024-12-05 00:00:00,0.14244607092625255,0.16974226893809932,0.07491413880005088,1.81176641298143e-05,0.0,0.0,756794.1181072851,949461.3420758127
2024-12-06 00:00:00,0.15589530356857917,0.1458018909021566,0.0705209480478572,1.688365163431594e-05,0.0,0.0,779161.8884458365,869886.3869616126
2024-12-07 00:00:00,0.20089946670562073,0.10444027164270359,0.031522759193801285,1.1335259757424704e-05,0.0,0.0,750722.8915706013,987502.633872272
2024-12-08 00:00:00,0.14954002753241424,0.13056122428131947,0.06536179199915439,1.09129396856103e-05,0.0,0.0,724703.069471332,1057648.7934247016
2024-12-09 00:00:00,0.10254254317870759,0.10664213889715368,0.056268906876194964,1.3490136318839573e-05,0.0,0.0,782078.1473663228,1012920.2451966981
2024-12-10 00:00:00,0.14012577607385895,0.08584227409182456,0.05680779193253902,1.1252252295331592e-05,0.0,0.0,774365.3525739084,1028042.8419945672
2024-12-11 00:00:00,0.10767958595284721,0.1270203733803931,0.05040040234608227,1.5709586216303623e-05,0.0,0.0,722943.5926832838,1000282.102999737
2024-12-12 00:00:00,0.17341751982223477,0.11709972155760374,0.0631629263352074,8.326415741605736e-06,0.0,0.0,779261.8033353004,960968.481836361
2024-12-13 00:00:00,0.12969861684501324,0.10078911098860818,0.04717406722969153,7.628521283908857e-06,0.0,0.0,824366.2553221367,1024106.7839587246
2024-12-14 00:00:00,0.13051433754292968,0.11116684382106935,0.0880660465600314,9.697318869964132e-06,0.0,0.0,726537.3406427938,1012942.5070204547
2024-12-15 00:00:00,0.20010537570739148,0.1041728728954085,0.0761473698915321,7.382600570848308e-06,0.0,0.0,730370.8715478578,1001196.4515290082
2024-12-16 00:00:00,0.1828408389348446,0.11342508896752065,0.048806879320870876,1.2574172655934555e-05,0.0,0.0,767843.7465460666,952642.56952545
2024-12-17 00:00:00,0.15101941102182653,0.1099177925159396,0.017403318301238528,5.3898114542909066e-06,0.0,0.0,767842.7261208586,988163.0968504667
2024-12-18 00:00:00,0.14491043741121554,0.10691523453869611,0.08036647651567799,2.393870354446833e-05,0.0,0.0,636891.6033023935,1007306.0176372129
2024-12-19 00:00:00,0.19135606652181175,0.11618574584333469,0.05242880454211505,1.531355577081411e-05,0.0,0.0,732019.9519187531,1012002.6509525195
2024-12-20 00:00:00,0.20129083218426888,0.18480722135895797,0.05930370965482043,1.8461497893972008e-05,0.0,0.0,776456.0012455233,994316.4918381817
2024-12-21 00:00:00,0.19313428695373624,0.0925633298818004,0.06379450007871715,8.705863943154811e-06,0.0,0.0,650301.1032090661,979471.5685020594
2024-12-22 00:00:00,0.11585122435842568,0.08169744018278656,0.04851912655982097,1.9804803568681494e-05,0.0,0.0,773799.8106181187,1019603.9532945819
2024-12-23 00:00:00,0.14228121695106202,0.12629387058526126,0.05861770645288017,1.3126978779046994e-05,0.0,0.0,764716.672271802,992393.9910979957
2024-12-24 00:00:00,0.23426251842457016,0.09641503467620051,0.11139285513146284,1.5235262831138295e-05,0.0,0.0,724182.6362571905,1017072.7455794826
2024-12-25 00:00:00,0.16989153569957344,0.06501117405882895,0.10620484655964509,2.132734346253168e-05,0.0,0.0,779925.0306220675,913134.7671884126
2024-12-25 22:11:59,0.12957565165617815,0.0918733280077147,0.06113082565715512,1.968659081784041e-05,0.0,0.0,815468.4402628423,
2024-12-26 00:00:00,0.1280308294863872,0.1305584828421055,0.019692871409796274,3.0001762499461794e-05,0.0,0.0,,
2024-12-27 00:00:00,0.13881367566336011,0.1606973703366581,0.04562948243037285,5.1857210064377265e-05,0.0,0.0,,
2024-12-28 00:00:00,0.12977845249138148,0.12721147176072684,0.02595135354742218,4.46190362836063e-05,0.0,0.0,,
2024-12-29 00:00:00,0.08498056198441474,0.10183182949640776,0.05372195534096912,1.2217153994947028e-05,0.0,0.0,,
2024-12-30 00:00:00,0.10089065456633003,0.06325078310817617,0.03424145733981173,9.834400820999776e-06,0.0,0.0,,
2024-12-31 00:00:00,0.09552744999580613,0.09999832023933292,0.07606491953598735,1.6758974797488837e-05,0.0,0.0,,
2025-01-01 00:00:00,0.1454929422047856,0.10026523051047408,0.03414000077010595,1.5059567283140233e-05,0.0,0.0,,
2025-01-02 00:00:00,0.14742646570467402,0.13928617704635907,0.05442386555338702,2.357695093812849e-05,0.0,0.0,,
2025-01-03 00:00:00,0.1388605297527605,0.07723324847748544,0.03557107395019441,1.678458030886994e-05,0.0,0.0,,
2025-01-04 00:00:00,0.14503803080107253,0.1260756157068566,0.03539061978554355,1.9693766209698827e-05,0.0,0.0,,
2025-01-05 00:00:00,0.18917199711386387,0.055133607794473766,0.0540867292269272,1.3772566584530149e-05,0.0,0.0,,
2025-01-06 00:00:00,0.1050936859615075,0.09101450642243467,0.04575212076079544,1.465384460823988e-05,0.0,0.0,,
2025-01-07 00:00:00,0.13448685469139718,0.1306861756741679,0.07491513879585124,2.9389214631273538e-05,0.0,0.0,,
2025-01-08 00:00:00,0.12879847884091852,0.1160533270905075,0.045815581398320815,1.446524448669704e-05,0.0,0.0,,
2025-01-09 00:00:00,0.13884708355499858,0.10006975417507895,0.07431232850143656,2.0502972932915017e-05,0.0,0.0,,
2025-01-10 00:00:00,0.17974751944013342,0.11421081272611823,0.09644635379970709,2.0905219088301606e-05,0.0,0.0,,
2025-01-11 00:00:00,0.13507260593510423,0.10921180399983654,0.10054011733179576,2.207491023244783e-05,0.0,0.0,,
2025-01-12 00:00:00,0.1920212129083239,0.08784130935854076,0.08463704739666253,2.469637947004675e-05,0.0,0.0,,
2025-01-13 00:00:00,0.10412095787133209,0.09027658382064468,0.07109308649429508,3.558873731346303e-05,0.0,0.0,,
2025-01-14 00:00:00,0.1699782271711726,0.10540823154363763,0.06460387747234114,4.2804008174317484e-05,0.0,0.0,,
2025-01-15 00:00:00,0.1541330907147438,0.13436600559621073,0.061136221260532635,4.0530520066513515e-05,0.0,0.0,,
2025-01-16 00:00:00,0.0681737611246906,0.09480528963233761,0.08591231924796175,3.7357443628736775e-05,0.0,0.0,,
2025-01-17 00:00:00,0.11576642037634619,0.09959125322571923,0.07353702380458721,3.917768082411893e-05,0.0,0.0,,
2025-01-18 00:00:00,0.1338797919052323,0.1364086065161699,0.032712488559013105,3.6906792868596856e-05,0.0,0.0,,
2025-01-19 00:00:00,0.1427581412799658,0.18495319701063292,0.05981434926928987,1.849102729428054e-05,0.0,0.0,,
2025-01-20 00:00:00,0.19676680202265145,0.06248007450426505,0.04892663402677116,2.6476732355951313e-05,0.0,0.0,,
2025-01-21 00:00:00,0.11420610456402008,0.06213887559977195,0.05982516744905493,1.932747746843453e-05,0.0,0.0,,
2025-01-22 00:00:00,0.21271271605133396,0.08787799268698841,0.055209697951475255,1.9618194783525593e-05,0.0,0.0,,
2025-01-23 00:00:00,0.16969030136458507,0.08187520145694673,0.06210147379069866,3.874459029486528e-05,0.0,0.0,,
2025-01-24 00:00:00,0.191610670888368,0.11647786427111571,0.010801399585212887,2.9848757119363256e-05,0.0,0.0,,
2025-01-25 00:00:00,0.46391240415042173,0.08196644120590224,0.08638327451477497,2.5538054427283286e-05,0.0,0.0,,
2025-01-26 00:00:00,0.31825798993825444,0.09833274873353227,0.06770401541109002,1.5526366440250136e-05,0.0,0.0,,
2025-01-27 00:00:00,0.25716539195833166,0.030938616996245137,0.07283060236203764,2.2395197126028762e-05,0.0,0.0,,
2025-01-28 00:00:00,0.15987924982596563,0.08782199502416708,0.0861857097952415,2.376801722671301e-05,0.0,0.0,,
2025-01-29 00:00:00,0.13215248094653312,0.10076461292441896,0.0772401605861871,1.6919023521249806e-05,0.0,0.0,,
2025-01-30 00:00:00,0.113136252797787,0.1418783055116958,0.0659325837117485,2.4988625406670145e-05,0.0,0.0,,
2025-01-31 00:00:00,0.13596194751063576,0.06236943479424731,0.09161117248684757,2.1811759398408037e-05,0.0,0.0,,
2025-02-01 00:00:00,0.07369068665064439,0.05181400023317191,0.09299090928752732,1.762594806066231e-05,0.0,0.0,,
2025-02-02 00:00:00,0.18962131888750766,0.08737140331906014,0.08286144459973736,1.7478275949641034e-05,0.0,0.0,,
2025-02-03 00:00:00,0.17609798137461213,0.09387290036154912,0.051384461982021984,3.1971710847582304e-05,0.0,0.0,,
2025-02-04 00:00:00,0.13749877641324024,0.08392520111484349,0.054223273112498055,4.235000461207063e-05,0.0,0.0,,
2025-02-05 00:00:00,0.09683625952858592,0.11625561864927686,0.028926432809227215,3.436397286369246e-05,0.0,0.0,,
2025-02-06 00:00:00,0.2311981995677786,0.06993112358280514,0.029190470532379643,2.58912648516224e-05,0.0,0.0,,
2025-02-07 00:00:00,0.1423705409889848,0.09391171175631254,0.04882206451762542,1.6273564355564862e-05,0.0,0.0,,
2025-02-08 00:00:00,0.09940778401706835,0.046149475022749735,0.05660936394130546,2.3369025689759733e-05,0.0,0.0,,
2025-02-09 00:00:00,0.13168079933308813,0.06847327642156792,0.05993449798186148,3.696142891856393e-05,0.0,0.0,,
2025-02-10 00:00:00,0.09701820230965107,0.0667178341687963,0.04257269793858155,2.5157103310642413e-05,0.0,0.0,,
2025-02-11 00:00:00,0.21604832264116944,0.08869528589349873,0.05899900091213143,2.5115131605638804e-05,0.0,0.0,,
