date,forecasted_Transaction Count,forecasted_Active Users,forecasted_Unique Users,forecasted_Gas Fees,forecasted_Total Transferred,forecasted_Net Transferred,forecasted_TVL-velodrome,forecasted_TVL_opchain-velodrome,forecasted_TVL-velodrome_v1_protocol,forecasted_TVL_opchain-velodrome_v1_protocol,forecasted_TVL-velodrome_v2_protocol,forecasted_TVL_opchain-velodrome_v2_protocol,forecasted_TVL-velodrome_v3_protocol,forecasted_TVL_opchain-velodrome_v3_protocol
2024-09-11 00:00:00,0.12280655503127967,0.37412189350971803,0.0517960609596875,0.0009497483045074149,0.0,0.0,77398639.67593375,77965220.68889321,1243169.1430712193,1228630.1008611224,94778283.01045288,81644181.89180063,3932341.0696080006,-769570.4202624563
2024-09-12 00:00:00,0.48485365537880376,0.5495062151257448,0.03563935751723957,0.0007480321482660621,0.0,0.0,82399655.54689386,76824189.19299747,1294061.5768375995,1167403.61527483,86833262.33936192,78992884.70652568,4065132.3572605206,-1794720.3744632136
2024-09-13 00:00:00,0.30938282356535324,0.3204436679798717,0.00349601945452076,0.0012904787992849096,0.0,0.0,82196239.34816113,74340557.37827846,1256750.7109560273,1174423.8484726532,86912941.15138851,79855652.64411879,4064784.1341634225,-713676.5833217552
2024-09-14 00:00:00,0.5633217721811402,0.288517676498544,0.03393973879120975,0.0007728939248299502,0.0,0.0,78386596.08222717,87104717.04928592,1343757.1626559147,1229556.098613319,100433496.3565064,83351125.99817558,3640686.1405410385,350461.6988289062
2024-09-15 00:00:00,0.5414625842672863,0.2986547849665722,0.011360709700669607,0.0008599839752807709,0.0,0.0,74878598.01253587,84279583.52743968,1297247.1948145754,1130025.1313395277,89111015.72539032,77490187.71280071,4187426.885715543,5645.501460726088
2024-09-16 00:00:00,0.316053745944137,0.3803312826060297,0.11440038035358324,0.0007519488699286268,0.0,0.0,78806794.56477338,81838000.0786744,1316872.0681818174,1131042.5868348142,90292528.00536866,73865675.53162964,4388293.762296192,-616666.3016825066
2024-09-17 00:00:00,0.4187800402628811,0.4068159560978675,0.06899752216308642,0.0005313024810015122,0.0,0.0,74906205.57566178,69890733.04177965,1276671.1103417126,1196680.0006821456,96497160.71609399,71372323.47184709,4508926.073902357,-1603673.1437467763
2024-09-18 00:00:00,0.2999632422769291,0.41314058305990625,0.08219210361342455,0.000496587025531481,0.0,0.0,73547643.96561939,83640488.4709852,1508182.9323524232,1104138.3601943993,91771788.89220285,72329910.80730376,5173574.053577949,-451705.6493854353
2024-09-19 00:00:00,0.31776796161656745,0.2247307663400836,-0.01823138789629289,0.0004291467434077462,0.0,0.0,73113130.98523916,76713653.06329013,1413001.14289881,1144326.388876006,104082401.47577748,85799131.46596852,5591458.45168528,-286763.62530857173
2024-09-20 00:00:00,0.36680931389494226,0.23066754302504355,0.011904632293058484,0.0003928798268098119,0.0,0.0,72176719.35853818,87889248.25321838,1447757.2085355907,1152720.7271295832,103770635.88014843,87072193.42542142,5502297.960415907,1430897.1407092987
2024-09-21 00:00:00,0.3695054724955466,0.20804852922152475,-0.004152482344859367,0.0006386309687905548,0.0,0.0,76534500.45974024,89568431.3880383,1393879.5186155539,1165101.8546950174,88498450.69575728,71540014.75171396,5737942.956266352,2075407.5811830221
2024-09-22 00:00:00,0.3978751708470256,0.3098637396188633,0.023371088127376653,0.00045246425549496386,0.0,0.0,73880170.63929845,84739152.30841056,1415358.3903711017,1228072.8194881727,98491782.93654992,91349817.29357156,6498828.778404402,2571778.151667759
2024-09-23 00:00:00,0.30768370750892843,0.35038322618310647,0.022813911030516998,0.00044353783013399413,0.0,0.0,79532593.24847429,85212266.05180252,1523296.6946731652,1178390.4691502664,97523473.04796532,85538869.04329823,6244604.670093786,1881156.7375831679
2024-09-24 00:00:00,0.41135139799621784,0.22718985013917775,0.03601990341750282,0.0003244882252093256,0.0,0.0,70623514.0929433,90223590.48990674,1286201.2983424882,1367668.1017894521,91658825.92268069,93084734.33177379,6924602.286739008,3882664.2542381845
2024-09-25 00:00:00,0.32062036464726523,0.2280116434632767,0.03272914156830502,0.0005358109724113715,0.0,0.0,66056691.05886228,88194351.1961823,1377421.8311891048,1156328.2872742487,98981617.2745744,86719029.07703969,7879570.6918349145,4217605.582311822
2024-09-26 00:00:00,0.38237652440394104,0.3350072385319395,0.0443833206403611,0.0007842932373947659,0.0,0.0,67814366.69886284,90792467.90860556,1254066.2519619593,1286049.5483986952,97041825.02531508,85259705.26367743,7942436.502243469,4561176.894128202
2024-09-27 00:00:00,0.15207812739473725,0.351746294617277,0.053270016380490844,0.0004255494998804651,0.0,0.0,72546715.87507439,99323386.05033325,1373880.6266178957,1248574.0546929364,91113735.0497936,91005919.0298737,7849168.561122126,4883797.728436958
2024-09-28 00:00:00,0.4302203349994755,0.23837700506502393,0.049387204025689066,0.0006319532907463045,0.0,0.0,72073798.93797481,93772122.15628435,1243808.0266148255,1330308.78348727,105371126.71782655,96189587.74050477,7928320.161248782,4990983.395759942
2024-09-29 00:00:00,0.6250697814046596,0.2875923011213988,0.017583413062773227,0.0008357689093825742,0.0,0.0,70125721.86842564,90754989.7002233,1290143.9301659062,1371926.1698440001,105312763.93162778,91517745.41432542,8590012.302314973,4197787.961095739
2024-09-30 00:00:00,0.4203142670482181,0.18695049014819815,0.03228737083100212,0.0006909561536891379,0.0,0.0,68448683.33189169,90857416.3435508,1320363.263317968,1399365.5459870459,97089161.82606582,84009183.33467019,7921807.803094109,4004628.371370654
2024-10-01 00:00:00,0.3596192249807563,0.5559277972216213,0.0235107177830796,0.00040535652781746687,0.0,0.0,68754126.38777395,88376336.37426358,1296881.90338704,1182370.700363712,97952251.70978479,92833888.80606274,7978233.720028154,2369025.22286644
2024-10-02 00:00:00,0.4780943896729953,0.34806902366580844,0.02875346952826773,0.0003364410158549117,0.0,0.0,77808777.85159427,77399659.9321112,1376958.2955947274,1244252.93057765,106870465.66830261,76714839.73895337,7963464.858661147,-141372.70919082855
2024-10-03 00:00:00,0.22791462424310932,0.6707940850313158,0.04295787199984391,0.00042513803272351436,0.0,0.0,70842981.26714784,74557278.85777529,1347913.3352338648,1211648.0084018144,95133027.26315324,72111804.67477609,8781490.29901868,-1547832.2976425774
2024-10-04 00:00:00,0.46164921609727955,0.28762979609371314,0.03244560206034384,0.00047866525590793875,0.0,0.0,75847431.03687218,78844963.71764249,1281251.6187991814,1189954.5680182592,106501519.91080809,66692350.03512984,8718851.832334638,-1690267.0749311217
2024-10-05 00:00:00,0.6672564483190389,0.2826082911694744,0.04276611718235412,0.00042178076632211613,0.0,0.0,70031357.84542336,87988979.38841066,1363317.210165495,1208453.0712232168,105805168.12992358,80581157.95535675,9656247.36445242,222730.41013946978
2024-10-06 00:00:00,0.6428571939600207,0.4228330652793924,0.050014931075107315,0.00033670193727731545,0.0,0.0,75259995.51611735,89607523.05892052,1507110.543631678,1259799.8921587882,95000119.58002383,77677598.69653909,9324570.20332369,576389.1559561534
2024-10-07 00:00:00,0.40581503487363757,0.17022116788698274,0.05183589969877668,0.0003748642119573021,0.0,0.0,67960575.73763269,84520317.41104975,1499419.793677614,1226824.8563369839,106186162.68141395,81160978.07777876,9228142.751392286,1551473.1467612903
2024-10-08 00:00:00,0.40114204659104336,0.32682033159431406,0.06459982494063084,0.0003010832832039033,0.0,0.0,74488357.41767856,88875439.44053996,1589318.6886931702,1307871.8043291725,104039797.4683973,83899024.8094733,9177306.71238336,1976863.8600594767
2024-10-09 00:00:00,0.5785755571870198,0.35271903116918046,0.06258840893199481,0.0003298691365803927,0.0,0.0,65720610.60680276,84665466.19652401,1317927.1267651366,1154461.0124430566,95915906.62176718,83948500.3907464,10317721.682718337,168441.44404214542
2024-10-10 00:00:00,0.5390124140178469,0.2736819884206576,0.019048765425086954,0.000880650574298726,0.0,0.0,71471165.11595462,71233530.4991507,1510113.2658931033,1209266.278347409,112389740.52639963,77964974.36660051,10864802.687496085,-1355073.7695624586
2024-10-11 00:00:00,0.3891898584060095,0.4579633706275151,0.02174466028868289,0.0007043214816619969,0.0,0.0,67722605.18030308,78078733.88190389,1361396.9128717468,1050757.264460311,98477256.36183928,71318266.4418791,11161680.22117098,-1556270.1877622379
2024-10-12 00:00:00,0.434686551233472,0.2270251027262948,0.022851665463034885,0.0005887289875496736,0.0,0.0,65721131.33056181,79105776.05292985,1480630.52037803,1131079.8245279766,93585819.89058408,76041610.05544513,12100601.140750507,-525626.8720824795
2024-10-13 00:00:00,0.17335321958860547,0.28808481009908377,0.019648479347023746,0.0005741171741710254,0.0,0.0,61917044.88508819,86022254.37236373,1330804.3578533698,1249606.424237426,112313061.96918449,89479183.90705322,12436616.022666069,304393.98037439206
2024-10-14 00:00:00,0.5059878431680004,0.22266530309542973,0.02020028474505615,0.00040244101426265986,0.0,0.0,63811333.5310262,81977667.93382138,1456038.0660892082,1215292.732079162,96358156.5506109,75550739.03018887,13034630.557756873,4762.320655983823
2024-10-15 00:00:00,0.33102349873549497,0.13569617875397966,0.01568095768763161,0.00042403240955607733,0.0,0.0,67752470.14311917,89420507.19018407,1469079.3304296643,1188549.665873837,94647936.40375157,80651433.17796111,14858745.923409965,3118658.342599068
2024-10-16 00:00:00,0.49816136321936305,0.17937346856776984,0.07299020854842767,0.0002233820713583966,0.0,0.0,69113211.87613198,93811021.36108197,1452729.694864911,1317857.4957186494,106980019.36798859,85004964.56350487,17349187.37166081,2195067.296275435
2024-10-17 00:00:00,0.3454504793811544,0.467388337533579,0.07651996984144357,0.00032616625747909135,0.0,0.0,71426316.96455018,87039665.22806911,1492640.0244449493,1317919.5445963712,93301196.21955623,87131539.5862713,17785022.76802501,2098350.1024527997
2024-10-18 00:00:00,0.34553176859356083,0.4529322441661845,0.06922601887341617,0.0004959414090517991,0.0,0.0,59431488.06426991,78031564.93239748,1326171.0825566873,1158961.2529142215,98184534.67194958,84551078.90409215,17369766.765155215,1235153.8165365919
2024-10-19 00:00:00,0.5381365134749845,0.32555208881154185,0.07105015695543422,0.0003895922170489215,0.0,0.0,63886033.16928631,80282129.86827771,1432319.5645075773,1316453.5454007077,112750791.74492832,83940901.88875932,19019863.30631603,2367724.3328936617
2024-10-20 00:00:00,0.594069782990037,0.45425419530141287,0.051037025629508376,0.0002883120811908195,0.0,0.0,61018008.88647943,91257512.8180809,1319173.1852317504,1212373.195245402,88899755.77141954,81678205.38401344,18991175.478161007,2264238.5335884346
2024-10-21 00:00:00,0.3556840231752029,0.2094306318552997,0.051562830229938635,0.0004857477916549417,0.0,0.0,61070963.21717462,96242297.73810424,1357103.466495069,1272866.6438983805,101530030.15932769,87059962.62283736,19632670.8608417,3508354.9490940194
2024-10-22 00:00:00,0.3421941945512942,0.5761610963583556,0.044973012336804286,0.00026474201557609894,0.0,0.0,61302180.51972653,86067035.33609408,1274516.8417128464,1289036.8621928112,105490690.38304445,84768580.44190648,21223242.269708455,1934290.7959888254
2024-10-23 00:00:00,0.3714222354509603,0.3865833488303667,0.022107386576086865,0.00042135790385812834,0.0,0.0,56104919.72969541,83283000.0132842,1303925.4119508185,1200734.3982064214,87355342.23343231,82123767.32314736,18969742.130238246,1340102.875134471
2024-10-24 00:00:00,0.21130241179656603,0.3122151219077611,0.028705818812315136,0.0005021588997531769,0.0,0.0,61082459.813992836,75426329.54176189,1221105.6728919004,1175274.0818056357,92635872.4179973,84678291.51878253,21147526.746603604,-250368.72842823082
2024-10-25 00:00:00,0.5002159032370241,0.4109187018349768,0.019860903717055494,0.0005899990164158846,0.0,0.0,58730145.07824637,72604892.49975206,1302491.5613394075,1173992.6423842697,100119093.2584069,71891212.44664107,20184727.895040322,178205.2339160299
2024-10-26 00:00:00,0.6316571941202839,0.3542668273283117,0.11222592959850913,0.0004749695594804688,0.0,0.0,60652207.07135498,73820232.38501173,1239568.440041825,1180141.7743689104,84369300.73879652,82323399.23154055,21129449.36783739,-968195.832134059
2024-10-27 00:00:00,0.3518562903151854,0.3707245970747239,0.09037756214663857,0.0006745909487870774,0.0,0.0,53527431.27287768,77862122.61045289,1316964.344145772,1050531.971606255,93623740.92178062,81028303.56189467,25089995.169652995,-1440156.2478665637
2024-10-28 00:00:00,0.28631852619412074,0.13485559726767016,0.11945965697649528,0.0005181748511837272,0.0,0.0,59007402.453427605,75393213.56303772,1293150.161328222,1224377.2482625458,92358148.636643,79327493.79544012,24535940.178171404,-893863.4776543042
2024-10-29 00:00:00,0.1934355128474399,0.26895937169387857,0.05392448372561283,0.0008288615021042351,0.0,0.0,51275591.72835364,71727662.54567581,1216735.2802921126,1218025.3067848047,85803823.25993854,76108647.87463598,30496833.31829554,-523704.5304931461
2024-10-30 00:00:00,0.2602504324844434,0.3462220269051079,0.0482896506419589,0.00021009113340895563,0.0,0.0,52803960.89988407,80171670.69821666,1372995.512323763,1196837.7045917404,96109023.21255004,77728469.95378855,29384783.592333794,-254355.22570179077
2024-10-31 00:00:00,0.777102528337247,0.32477577351686776,0.054238447346148244,0.0014890173796529187,0.0,0.0,47874783.45298313,86143441.60211502,1367078.8365171032,1278552.3538444713,99742880.82924931,82309371.70975597,28227022.287467126,-346056.89273356664
2024-11-01 00:00:00,0.7395968256767729,0.3052086488685761,0.03893118425264256,0.00110502370103766,0.0,0.0,51704032.78919664,76124713.39611931,1370658.9433430778,1096203.4912682143,89160400.00807014,78548008.31303298,32617819.40413912,-2183783.9846602813
2024-11-02 00:00:00,0.593807419313731,0.31368759559637877,0.049090070252118284,0.0009511843494632763,0.0,0.0,48085314.93159567,65787134.52111791,1304262.871324009,1140474.1026938525,96623328.4932936,71535696.3627537,30882709.715288255,-2799830.654332853
2024-11-03 00:00:00,0.5919423061953486,0.35750328581199053,0.07853826766019312,0.0006235091690463056,0.0,0.0,47925774.6502772,69985685.3296762,1334636.2261036413,1045335.8398845396,102447476.94337063,80235849.59085248,32117355.083809465,-3531395.1351564243
2024-11-04 00:00:00,0.4597296343026292,0.2516746103848978,0.0749600098339223,0.0009550532458707043,0.0,0.0,46994478.9184301,62675922.92326354,1316555.4127776336,1187273.749417028,81995501.73237066,70616720.50584224,35798268.17111654,-4195851.019626675
2024-11-05 00:00:00,0.39836323105457455,0.3400722113181295,0.10105082963268774,0.0008158149862159775,0.0,0.0,45613979.12810883,62629911.01554091,1398484.1290407656,994148.8247267492,95208020.86709079,64685247.41930552,33345881.886051346,-5748550.528365681
2024-11-06 00:00:00,0.32475429318675775,0.30214929010243485,0.07136006292519927,0.0001539177642871371,0.0,0.0,49059421.26647367,64484565.34870188,1336791.7750643215,1065923.277580136,94925038.63620625,74321315.78710073,36149332.47064191,-5466015.789316037
2024-11-07 00:00:00,0.5355512507707636,0.2587977961230387,0.06148973504322788,0.0006383413829344393,0.0,0.0,44171311.16305337,80138631.54627195,1313813.8022543527,1213349.939871997,86762383.78411543,81125195.07491253,33542780.551016394,-881037.2910907401
2024-11-08 00:00:00,0.36030577831794836,0.37022561016757527,0.06520299728722803,0.0006419935690667861,0.0,0.0,39488914.039835155,92887298.36320508,1286935.8048001437,1160927.854240858,102311579.26985644,82187531.36504614,35336810.93844661,717148.1495922833
2024-11-09 00:00:00,0.4270601386375419,0.2711688793063041,0.0618514922864777,0.00035312594440539994,0.0,0.0,43147122.260650225,81944596.54756694,1345987.3503037358,1168265.5998237394,97932782.80440733,81299772.68460882,35318548.58926567,891654.9219520127
2024-11-10 00:00:00,0.37167875088872465,0.20726956641592995,0.03191422532655709,0.00037234436167413437,0.0,0.0,35762465.46856405,84180172.37381798,1252770.2100274612,1258284.6030076386,85663125.46445575,83732324.70376752,41242482.76280638,2960815.1689714687
2024-11-11 00:00:00,0.41497043364974556,0.3323570178499638,0.06981916137587624,0.000549740994467369,0.0,0.0,41724025.08420877,98826254.66431615,1182039.3329027833,1321670.5904034027,106295066.40863945,78796927.21036035,42147504.911993,3935492.8588436297
2024-11-12 00:00:00,0.46471097339822187,0.30853143533164695,0.02431771294819674,0.00031661747064844176,0.0,0.0,36377792.129339844,110685055.00480679,1201391.6424456986,1477363.5913433786,102240315.33942588,96192886.56046447,44946826.40557642,6473202.288145377
2024-11-13 00:00:00,0.38231277554872034,0.2474962620720804,0.025183781108354713,0.0006779797814073866,0.0,0.0,39616107.0500185,102929410.11712982,1263723.5859409221,1369424.2295990237,92922891.32227579,98891736.60712595,49871476.09453403,7785273.494789926
2024-11-14 00:00:00,0.4483670536537324,0.41110869899852015,0.03455578225956064,0.0005485870715409904,0.0,0.0,36773193.423736185,104472088.42209044,1132211.5164738172,1411791.0533045444,104271491.6487647,95748443.70955256,49037709.227195784,5686076.719266448
2024-11-15 00:00:00,0.3119322385693705,0.3839886774143052,0.037655214155182096,0.000631706277889657,0.0,0.0,36628808.558629595,96422387.76712967,1176036.5220158182,1417748.1632359233,93528538.93286717,88185135.99914075,51948732.874820344,4231241.280592506
2024-11-16 00:00:00,0.525330980158826,0.25872654168877,0.03571994685729091,0.0009369812279708755,0.0,0.0,39852077.837009564,97018640.59868906,1093568.085644958,1192729.661773781,80747428.69059415,89155227.83351427,47943361.46658126,5210764.931229947
2024-11-17 00:00:00,0.3336603216253871,0.253472395437756,0.04939827389471421,0.0008586288105284665,0.0,0.0,40512274.97228293,93622203.98324068,1139630.0802056796,1305094.2836710766,102269500.98933612,93124093.31610288,52079073.715250924,4358353.987796489
2024-11-18 00:00:00,0.5581280370148659,0.3257533163858952,0.04665001109250553,0.0004289569014894735,0.0,0.0,39457795.9474438,99239429.99440044,1011220.9842816219,1408130.6401590696,91276315.3301263,85217345.00704008,55163767.5360265,4661013.72851141
2024-11-19 00:00:00,0.45973001194126434,0.3857527914197277,0.052941762504838646,0.000578517620220479,0.0,0.0,42569954.46326661,95390427.95850603,1154450.4096231218,1350999.3458599574,83057598.99250025,92125789.53285983,55231002.05223545,6448671.602864146
2024-11-20 00:00:00,0.21428604854140518,0.33840210242509144,0.054023128067897934,0.0005038589057981371,0.0,0.0,38822565.91726623,92727859.88394481,1145716.0986627934,1395848.5373541263,103223455.0252637,87850324.08613616,57068774.6277387,5326630.9590035165
2024-11-21 00:00:00,0.5019612220850331,0.23904502278747833,0.037762105046128425,0.0009015384813020298,0.0,0.0,39196084.41076607,96794388.88348977,1137354.526039663,1350130.8694800397,84128867.24235286,88205577.41707473,59257414.77374886,4387266.9075059565
2024-11-22 00:00:00,0.30434993942958394,0.3517007848920963,0.3879660609552868,0.0006269133844272909,0.0,0.0,40102017.007553525,101364053.98687275,1043185.3364173151,1363362.0414611306,87212805.22606534,90563293.92280746,60582150.699411996,7856058.530861374
2024-11-23 00:00:00,0.5096571946109838,0.32515715566973397,0.03640627383413017,0.0007074822418545245,0.0,0.0,40429896.082532965,105936501.83678354,1202483.6814471332,1354192.1866257684,96881980.24322584,95769009.41791965,57683455.528610446,7126721.013627593
2024-11-24 00:00:00,0.44615144393257705,0.3718858926020757,0.046697251874789375,0.0003973670857980298,0.0,0.0,39465834.14229302,118462006.65345153,1061334.991175219,1449478.6411435117,77601535.47809009,93559132.6858393,55286730.43537867,8255950.43475202
2024-11-25 00:00:00,0.5323845442901818,0.35528092012128054,0.04245021956100381,0.0005495040040327829,0.0,0.0,41187106.31638223,114176930.01264083,1236365.1982084743,1474440.39466736,79573718.90610856,103071325.4678869,62078704.04437277,9013280.475466205
2024-11-26 00:00:00,0.5045713192472147,0.3157241943203362,0.05353127247747525,0.0008431470178843129,0.0,0.0,39156034.91562042,112479057.02788816,1012750.209494929,1340910.248791142,98404270.81381796,97775543.834051,64702387.33865952,8532088.967698988
2024-11-27 00:00:00,0.501376289588219,0.12830698341877572,0.03411733445103795,0.0009316769304930682,0.0,0.0,40702261.06255133,97341189.85961257,1316237.293693992,1312742.8638555445,76383598.72381017,91755606.514487,62632721.83952499,7478268.790464251
2024-11-28 00:00:00,0.4563351633223069,0.28397511246564006,0.029670283313198362,0.0004364204228191363,0.0,0.0,40712713.50566517,115399226.38869698,1048038.3913475417,1624015.405233482,83281850.30107072,101269569.38476023,68518985.35357057,11226040.163791407
2024-11-29 00:00:00,0.39567896145842496,0.3350960285642809,0.027749322074296482,0.0009181300793981368,0.0,0.0,42436105.66986187,122567667.14970122,1128807.0962771955,1454250.004536426,89900515.32637729,100699084.3849906,67653001.38064878,12809644.048366787
2024-11-30 00:00:00,0.6055589758798509,0.2561083998284211,0.07102510697962922,0.0007762715045871963,0.0,0.0,43374551.00952406,123142217.89494517,1035940.5164371588,1466202.074385757,70715610.3837621,116202229.6986164,66326950.07522981,12621748.267157659
2024-12-01 00:00:00,0.1735839019900576,0.35917513888751484,0.025571045497567543,0.0007957770624554209,0.0,0.0,40150129.78187749,132397646.94819096,1136755.7055907764,1795554.713476445,70762790.34819701,118222404.05452251,67570797.3533706,15590488.143268662
2024-12-02 00:00:00,0.4034401584292689,0.30544799582882937,0.05974252131734003,0.0005782595223835388,0.0,0.0,44044673.98094497,134634512.22166947,1122873.964673052,1725014.1078941135,82076722.03207567,122110032.01419011,66665283.30794032,16090450.448892118
2024-12-03 00:00:00,0.2877748192041432,0.2954463166085086,0.040019419688384676,0.0006762399245148461,0.0,0.0,44949961.21755216,125143189.92263368,1095862.1390032074,1650527.5668200732,64745797.24990844,108538173.17194076,66498994.9301012,13621733.715623232
2024-12-04 00:00:00,0.3289589750329228,0.3629453273722099,0.04118877339360957,0.0006001309140364395,0.0,0.0,42975811.51073542,136037917.61542603,1110648.9065897444,1584677.856196179,77423525.37201361,99125901.97608359,76526682.58570337,14371292.573296119
2024-12-05 00:00:00,0.3040322138171709,0.2733056589107404,0.05650716059070576,0.0006194680064233452,0.0,0.0,41135539.33005222,134144017.21625085,1148955.5884451699,1576859.2523136833,85168634.07211052,126295563.12057832,69193782.66948943,16142843.832434777
2024-12-06 00:00:00,0.39971598114179707,0.4648266599138028,0.0679092746040289,0.00047003348162368605,0.0,0.0,43017230.990000166,132172585.24224792,1058584.553480151,1736610.2194532766,69748626.45235118,112980899.13073477,71161048.85071938,15970570.7800952
2024-12-07 00:00:00,0.3566336344779876,0.4214481318793854,0.08529854680146105,0.0003522968597629402,0.0,0.0,41184465.959450595,134135368.72268312,1159947.768492276,1764913.2238847683,73047033.6731538,118214149.66745278,67147552.9954487,21008334.798808865
2024-12-08 00:00:00,0.43215634717137374,0.303895648619352,0.08437513706982987,0.0005034666886879071,0.0,0.0,36072786.36495461,126072899.17060968,1230050.9494504456,1614312.8396937293,96296433.21135983,120562249.51701352,70606022.17712842,18828548.67529439
2024-12-09 00:00:00,0.43284902430333505,0.2314164577061146,0.03256919115969324,0.0007802890930191708,0.0,0.0,37628671.05293839,140051844.47013202,1202001.4560028913,1486466.8409800981,68743947.88935846,125212707.32239714,76577878.98348136,17900543.678759422
2024-12-10 00:00:00,0.353197719652697,0.363879039489792,0.060885989080391466,0.0008470042819743234,0.0,0.0,36353610.75145737,123497275.51614608,1355166.1215261435,1475236.3446400776,84349791.80404538,108491628.36814617,69884073.76008256,11809923.952041002
2024-12-11 00:00:00,0.48705884906626423,0.2349470634882654,0.04594720559782911,0.0005851127892360916,0.0,0.0,38694672.44759048,126864515.37334643,1141610.652435239,1477419.602096679,93016630.6477449,102221211.1716873,75445670.19056876,10956968.522506146
2024-12-12 00:00:00,0.5059839372253624,0.3191477116168259,0.028959659222906123,0.0005514715714393297,0.0,0.0,39021434.342995495,119683780.0394911,1283765.5895062147,1554377.9514789644,74619565.78382827,113383365.51039357,70140787.8665118,16005645.443429656
2024-12-13 00:00:00,0.4324537287234006,0.1971174057415144,0.03881372121450761,0.000673107331376228,0.0,0.0,35627965.72425082,125732125.04431435,1256858.7730100432,1649364.1058015283,86157687.63341282,117661848.14988653,79051272.21689378,15815428.947245732
2024-12-14 00:00:00,0.45438143709213874,0.26298868545182913,0.04808729656493403,0.0004949752735041185,0.0,0.0,38666896.08987627,132544326.69178602,1307833.9674147025,1708954.8999287945,85779343.67317963,121133583.2422785,86575847.35668783,14469209.963723809
2024-12-15 00:00:00,0.09763628085664695,0.4049917473436857,0.036767794286669625,0.00039012096255393146,0.0,0.0,41206286.255102396,123781120.1923246,1358636.03938596,1510369.8693463362,66635193.78584616,110499547.74258305,91373377.02909599,14472869.855789302
2024-12-16 00:00:00,0.7580436189972529,0.32372641710966604,0.03204791420002282,0.0008432340941027282,0.0,0.0,35191660.66174742,132326935.4595217,1234364.9064378862,1742715.2564171888,75059065.5096979,109885368.91789825,90408444.18455896,14861303.586574208
2024-12-17 00:00:00,0.2887104626641158,0.27216362414715256,0.04927093167450733,0.0008037929986931755,0.0,0.0,34513703.759101346,132840226.41455057,1367107.7028476477,1513861.2467861874,89471812.40454559,125467504.92003332,96178218.93416716,16032591.423914665
2024-12-18 00:00:00,0.43277150362971206,0.3522084418767526,0.04745821384505633,0.00035603746540853167,0.0,0.0,38325043.34897324,121991323.93962595,1317840.8103136527,1667681.1925774748,63623579.892892025,108535170.21996099,96064392.69707407,13795993.139934491
