chain,date,token,value,readable_date
Arbitrum,1631923200,USDT,91806144.0194,2021-09-18 00:00:00
Arbitrum,1632009600,USDT,103250713.48044,2021-09-19 00:00:00
Arbitrum,1632096000,USDT,91399646.80311,2021-09-20 00:00:00
Arbitrum,1632182400,USDT,80499646.41627,2021-09-21 00:00:00
Arbitrum,1632268800,USDT,88100231.55983,2021-09-22 00:00:00
Arbitrum,1632355200,USDT,75483559.88676,2021-09-23 00:00:00
Arbitrum,1632441600,USDT,75934034.55524,2021-09-24 00:00:00
Arbitrum,1632528000,USDT,77537114.46955,2021-09-25 00:00:00
Arbitrum,1632614400,USDT,84159885.52879,2021-09-26 00:00:00
Arbitrum,1632700800,USDT,82657243.26061,2021-09-27 00:00:00
Arbitrum,1632787200,USDT,81821139.12072,2021-09-28 00:00:00
Arbitrum,1632873600,USDT,77957954.15416,2021-09-29 00:00:00
Arbitrum,1632960000,USDT,79135264.9036,2021-09-30 00:00:00
Arbitrum,1633046400,USDT,84484049.42082,2021-10-01 00:00:00
Arbitrum,1633132800,USDT,80692997.99561,2021-10-02 00:00:00
Arbitrum,1633219200,USDT,83309465.80267,2021-10-03 00:00:00
Arbitrum,1633305600,USDT,78763660.29665,2021-10-04 00:00:00
Arbitrum,1633392000,USDT,79563506.65592,2021-10-05 00:00:00
Arbitrum,1633478400,USDT,79825864.51306,2021-10-06 00:00:00
Arbitrum,1633564800,USDT,76093323.93649,2021-10-07 00:00:00
Arbitrum,1633651200,USDT,66289702.65746,2021-10-08 00:00:00
Arbitrum,1633737600,USDT,65321052.98847,2021-10-09 00:00:00
Arbitrum,1633824000,USDT,64610746.44778,2021-10-10 00:00:00
Arbitrum,1633910400,USDT,67087590.36333,2021-10-11 00:00:00
Arbitrum,1633996800,USDT,68607435.96809,2021-10-12 00:00:00
Arbitrum,1634083200,USDT,67986269.48498,2021-10-13 00:00:00
Arbitrum,1634169600,USDT,70293604.26333,2021-10-14 00:00:00
Arbitrum,1634256000,USDT,71922637.85174,2021-10-15 00:00:00
Arbitrum,1634342400,USDT,78610658.60272,2021-10-16 00:00:00
Arbitrum,1634428800,USDT,74064834.67268,2021-10-17 00:00:00
Arbitrum,1634515200,USDT,71813016.20155,2021-10-18 00:00:00
Arbitrum,1634601600,USDT,69594164.99399,2021-10-19 00:00:00
Arbitrum,1634688000,USDT,70135840.53764,2021-10-20 00:00:00
Arbitrum,1634774400,USDT,71275349.86734,2021-10-21 00:00:00
Arbitrum,1634860800,USDT,71738838.34565,2021-10-22 00:00:00
Arbitrum,1634947200,USDT,72524200.89799,2021-10-23 00:00:00
Arbitrum,1635033600,USDT,73257025.82241,2021-10-24 00:00:00
Arbitrum,1635120000,USDT,72016106.83729,2021-10-25 00:00:00
Arbitrum,1635206400,USDT,76251161.88289,2021-10-26 00:00:00
Arbitrum,1635292800,USDT,80770218.32997,2021-10-27 00:00:00
Arbitrum,1635379200,USDT,68228963.68106,2021-10-28 00:00:00
Arbitrum,1635465600,USDT,78855155.68107,2021-10-29 00:00:00
Arbitrum,1635552000,USDT,63818069.75506,2021-10-30 00:00:00
Arbitrum,1635638400,USDT,63107607.35224,2021-10-31 00:00:00
Arbitrum,1635724800,USDT,59538861.82814,2021-11-01 00:00:00
Arbitrum,1635811200,USDT,59270854.24573,2021-11-02 00:00:00
Arbitrum,1635897600,USDT,62156002.13079,2021-11-03 00:00:00
Arbitrum,1635984000,USDT,62407605.75249,2021-11-04 00:00:00
Arbitrum,1636070400,USDT,62904627.77637,2021-11-05 00:00:00
Arbitrum,1636156800,USDT,66448343.44085,2021-11-06 00:00:00
Arbitrum,1636243200,USDT,65474972.9417,2021-11-07 00:00:00
Arbitrum,1636329600,USDT,67315907.19931,2021-11-08 00:00:00
Arbitrum,1636416000,USDT,66841825.2642,2021-11-09 00:00:00
Arbitrum,1636502400,USDT,66229715.14752,2021-11-10 00:00:00
Arbitrum,1636588800,USDT,49889988.35513,2021-11-11 00:00:00
Arbitrum,1636675200,USDT,60454982.52108,2021-11-12 00:00:00
Arbitrum,1636761600,USDT,58853172.07933,2021-11-13 00:00:00
