,contract_address,application_id,project_name,oso_project_filename,network,verified_network,ContractName,total_gas,fork_count,star_count,repo_older_than_1_month,license_check,repo_activity_check,Bix Comment,Contract with issue
0,0x000000000000bd696655814b68c2f67e399ab4e5,0x15b210abdc6acfd99e60255792b2b78714f4e8c92c4c5e91b898d48d046212a4,MiniBridge,defieye,"BASE,FRAX,OPTIMISM,MODE",,,,10.0,17.0,True,True,True,Contract submit to this round are MIT and one that is not verified (different address then others). Github license is GNU GENERAL PUBLIC LICENSE contract code is MIT,https://explorer.zora.energy/address/0x257312be423cEB2D43683f44b101dC10dfEe3e22?tab=contract
1,0x257312be423ceb2d43683f44b101dc10dfee3e22,0x15b210abdc6acfd99e60255792b2b78714f4e8c92c4c5e91b898d48d046212a4,MiniBridge,defieye,ZORA,,,,10.0,17.0,True,True,True,Contract submit to this round are MIT and one that is not verified (different address then others). Github license is GNU GENERAL PUBLIC LICENSE contract code is MIT,https://explorer.zora.energy/address/0x257312be423cEB2D43683f44b101dC10dfEe3e22?tab=contract
2,0x0000049f63ef0d60abe49fdd8bebfa5a68822222,0xe20f59eb1c8f9cb72e07b8d0f067bac997614fd6db06d8c031c5c9235f760dcc,L2Pass,l2pass,"OPTIMISM,BASE,ZORA",,,3.4076765099681623,0.0,0.0,True,True,False,"out of 9 contracts submit only 1 of them is MIT, 5 of them are  BUSL-1.1, and 3 contracts are not verified. GitHub license is MIT, contract code is mix of BUSL-1.1 and MIT. MIT license.md does not overright BUSL-1.1 code",https://optimistic.etherscan.io/address/0x222228060E7Efbb1D78BB5D454581910e3922222#code https://basescan.org/address/0x0000049F63Ef0D60aBE49fdD8BEbfa5a68822222#code https://basescan.org/address/0x222228060E7Efbb1D78BB5D454581910e3922222#code
3,0x0000c74e9931c7d6c1a6e811fe96a8a808e06969,0xe20f59eb1c8f9cb72e07b8d0f067bac997614fd6db06d8c031c5c9235f760dcc,L2Pass,l2pass,"BASE,OPTIMISM,ZORA",,,0.31843769403795885,0.0,0.0,True,True,False,"out of 9 contracts submit only 1 of them is MIT, 5 of them are  BUSL-1.1, and 3 contracts are not verified. GitHub license is MIT, contract code is mix of BUSL-1.1 and MIT. MIT license.md does not overright BUSL-1.1 code",https://optimistic.etherscan.io/address/0x222228060E7Efbb1D78BB5D454581910e3922222#code https://basescan.org/address/0x0000049F63Ef0D60aBE49fdD8BEbfa5a68822222#code https://basescan.org/address/0x222228060E7Efbb1D78BB5D454581910e3922222#code
4,0x222228060e7efbb1d78bb5d454581910e3922222,0xe20f59eb1c8f9cb72e07b8d0f067bac997614fd6db06d8c031c5c9235f760dcc,L2Pass,l2pass,"OPTIMISM,ZORA,BASE",,,1.4997314699003321,0.0,0.0,True,True,False,"out of 9 contracts submit only 1 of them is MIT, 5 of them are  BUSL-1.1, and 3 contracts are not verified. GitHub license is MIT, contract code is mix of BUSL-1.1 and MIT. MIT license.md does not overright BUSL-1.1 code",https://optimistic.etherscan.io/address/0x222228060E7Efbb1D78BB5D454581910e3922222#code https://basescan.org/address/0x0000049F63Ef0D60aBE49fdD8BEbfa5a68822222#code https://basescan.org/address/0x222228060E7Efbb1D78BB5D454581910e3922222#code
5,0x003c2aa63fec8118297535350a66e7a53be3d0b5,0x7539f43dc91f9c406c83a06339708e4033cdbf630916c6dfb9de2b5ef811affd,Seamless Protocol,seamless-protocol,BASE,,,,0.0,2.0,True,True,False,"Contract submit were BUSL-1.1, AGPL-3.0, MIT, and GPL-3.0-only. Github license is MIT, contract code is MIT and UNLICENSED",https://basescan.org/address/0x36291d2D51a0122B9faCbE3c3F989cc6b1f859B3#code https://basescan.org/address/0x003c2aa63FEC8118297535350a66e7A53BE3d0B5 https://basescan.org/address/0x90C5055530C0465AbB077FA016a3699A3F53Ef99#code https://basescan.org/address/0xb4D5e163738682A955404737f88FDCF15C1391bF#code
6,0x003d47ddddb070822b35ae5cc4f0066cf9e89753,0x7539f43dc91f9c406c83a06339708e4033cdbf630916c6dfb9de2b5ef811affd,Seamless Protocol,seamless-protocol,BASE,,,,0.0,2.0,True,True,False,"Contract submit were BUSL-1.1, AGPL-3.0, MIT, and GPL-3.0-only. Github license is MIT, contract code is MIT and UNLICENSED",https://basescan.org/address/0x36291d2D51a0122B9faCbE3c3F989cc6b1f859B3#code https://basescan.org/address/0x003c2aa63FEC8118297535350a66e7A53BE3d0B5 https://basescan.org/address/0x90C5055530C0465AbB077FA016a3699A3F53Ef99#code https://basescan.org/address/0xb4D5e163738682A955404737f88FDCF15C1391bF#code
7,0x04faa2826dbb38a7a4e9a5e3db26b9e389e761b6,0x7539f43dc91f9c406c83a06339708e4033cdbf630916c6dfb9de2b5ef811affd,Seamless Protocol,seamless-protocol,BASE,,,0.0001009920016832,0.0,2.0,True,True,False,"Contract submit were BUSL-1.1, AGPL-3.0, MIT, and GPL-3.0-only. Github license is MIT, contract code is MIT and UNLICENSED",https://basescan.org/address/0x36291d2D51a0122B9faCbE3c3F989cc6b1f859B3#code https://basescan.org/address/0x003c2aa63FEC8118297535350a66e7A53BE3d0B5 https://basescan.org/address/0x90C5055530C0465AbB077FA016a3699A3F53Ef99#code https://basescan.org/address/0xb4D5e163738682A955404737f88FDCF15C1391bF#code
8,0x0e02eb705be325407707662c6f6d3466e939f3a0,0x7539f43dc91f9c406c83a06339708e4033cdbf630916c6dfb9de2b5ef811affd,Seamless Protocol,seamless-protocol,BASE,,,,0.0,2.0,True,True,False,"Contract submit were BUSL-1.1, AGPL-3.0, MIT, and GPL-3.0-only. Github license is MIT, contract code is MIT and UNLICENSED",https://basescan.org/address/0x36291d2D51a0122B9faCbE3c3F989cc6b1f859B3#code https://basescan.org/address/0x003c2aa63FEC8118297535350a66e7A53BE3d0B5 https://basescan.org/address/0x90C5055530C0465AbB077FA016a3699A3F53Ef99#code https://basescan.org/address/0xb4D5e163738682A955404737f88FDCF15C1391bF#code
9,0x16e48501634dfbb52f556430d788c110e5bda6cf,0x7539f43dc91f9c406c83a06339708e4033cdbf630916c6dfb9de2b5ef811affd,Seamless Protocol,seamless-protocol,BASE,,,0.000300012730113046,0.0,2.0,True,True,False,"Contract submit were BUSL-1.1, AGPL-3.0, MIT, and GPL-3.0-only. Github license is MIT, contract code is MIT and UNLICENSED",https://basescan.org/address/0x36291d2D51a0122B9faCbE3c3F989cc6b1f859B3#code https://basescan.org/address/0x003c2aa63FEC8118297535350a66e7A53BE3d0B5 https://basescan.org/address/0x90C5055530C0465AbB077FA016a3699A3F53Ef99#code https://basescan.org/address/0xb4D5e163738682A955404737f88FDCF15C1391bF#code
10,0x1c7a460413dd4e964f96d8dfc56e7223ce88cd85,0x7539f43dc91f9c406c83a06339708e4033cdbf630916c6dfb9de2b5ef811affd,Seamless Protocol,seamless-protocol,BASE,,,0.20464744898577816,0.0,2.0,True,True,False,"Contract submit were BUSL-1.1, AGPL-3.0, MIT, and GPL-3.0-only. Github license is MIT, contract code is MIT and UNLICENSED",https://basescan.org/address/0x36291d2D51a0122B9faCbE3c3F989cc6b1f859B3#code https://basescan.org/address/0x003c2aa63FEC8118297535350a66e7A53BE3d0B5 https://basescan.org/address/0x90C5055530C0465AbB077FA016a3699A3F53Ef99#code https://basescan.org/address/0xb4D5e163738682A955404737f88FDCF15C1391bF#code
11,0x2181be388ced00754e7c1ee33dbcf78397dd89ac,0x7539f43dc91f9c406c83a06339708e4033cdbf630916c6dfb9de2b5ef811affd,Seamless Protocol,seamless-protocol,BASE,,,,0.0,2.0,True,True,False,"Contract submit were BUSL-1.1, AGPL-3.0, MIT, and GPL-3.0-only. Github license is MIT, contract code is MIT and UNLICENSED",https://basescan.org/address/0x36291d2D51a0122B9faCbE3c3F989cc6b1f859B3#code https://basescan.org/address/0x003c2aa63FEC8118297535350a66e7A53BE3d0B5 https://basescan.org/address/0x90C5055530C0465AbB077FA016a3699A3F53Ef99#code https://basescan.org/address/0xb4D5e163738682A955404737f88FDCF15C1391bF#code
12,0x23dc1656251f27327783f750fab5797a03a0ee45,0x7539f43dc91f9c406c83a06339708e4033cdbf630916c6dfb9de2b5ef811affd,Seamless Protocol,seamless-protocol,BASE,,,,0.0,2.0,True,True,False,"Contract submit were BUSL-1.1, AGPL-3.0, MIT, and GPL-3.0-only. Github license is MIT, contract code is MIT and UNLICENSED",https://basescan.org/address/0x36291d2D51a0122B9faCbE3c3F989cc6b1f859B3#code https://basescan.org/address/0x003c2aa63FEC8118297535350a66e7A53BE3d0B5 https://basescan.org/address/0x90C5055530C0465AbB077FA016a3699A3F53Ef99#code https://basescan.org/address/0xb4D5e163738682A955404737f88FDCF15C1391bF#code
13,0x258730e23cf2f25887cb962d32bd10b878ea8a4e,0x7539f43dc91f9c406c83a06339708e4033cdbf630916c6dfb9de2b5ef811affd,Seamless Protocol,seamless-protocol,BASE,,,0.36841412419492314,0.0,2.0,True,True,False,"Contract submit were BUSL-1.1, AGPL-3.0, MIT, and GPL-3.0-only. Github license is MIT, contract code is MIT and UNLICENSED",https://basescan.org/address/0x36291d2D51a0122B9faCbE3c3F989cc6b1f859B3#code https://basescan.org/address/0x003c2aa63FEC8118297535350a66e7A53BE3d0B5 https://basescan.org/address/0x90C5055530C0465AbB077FA016a3699A3F53Ef99#code https://basescan.org/address/0xb4D5e163738682A955404737f88FDCF15C1391bF#code
14,0x27076a995387458da63b23d9afe3df851727a8db,0x7539f43dc91f9c406c83a06339708e4033cdbf630916c6dfb9de2b5ef811affd,Seamless Protocol,seamless-protocol,BASE,,,,0.0,2.0,True,True,False,"Contract submit were BUSL-1.1, AGPL-3.0, MIT, and GPL-3.0-only. Github license is MIT, contract code is MIT and UNLICENSED",https://basescan.org/address/0x36291d2D51a0122B9faCbE3c3F989cc6b1f859B3#code https://basescan.org/address/0x003c2aa63FEC8118297535350a66e7A53BE3d0B5 https://basescan.org/address/0x90C5055530C0465AbB077FA016a3699A3F53Ef99#code https://basescan.org/address/0xb4D5e163738682A955404737f88FDCF15C1391bF#code
15,0x272b77c7316dae8675beb5710d124f635f073e01,0x7539f43dc91f9c406c83a06339708e4033cdbf630916c6dfb9de2b5ef811affd,Seamless Protocol,seamless-protocol,BASE,,,,0.0,2.0,True,True,False,"Contract submit were BUSL-1.1, AGPL-3.0, MIT, and GPL-3.0-only. Github license is MIT, contract code is MIT and UNLICENSED",https://basescan.org/address/0x36291d2D51a0122B9faCbE3c3F989cc6b1f859B3#code https://basescan.org/address/0x003c2aa63FEC8118297535350a66e7A53BE3d0B5 https://basescan.org/address/0x90C5055530C0465AbB077FA016a3699A3F53Ef99#code https://basescan.org/address/0xb4D5e163738682A955404737f88FDCF15C1391bF#code
16,0x2a0979257105834789bc6b9e1b00446dfba8dfba,0x7539f43dc91f9c406c83a06339708e4033cdbf630916c6dfb9de2b5ef811affd,Seamless Protocol,seamless-protocol,BASE,,,,0.0,2.0,True,True,False,"Contract submit were BUSL-1.1, AGPL-3.0, MIT, and GPL-3.0-only. Github license is MIT, contract code is MIT and UNLICENSED",https://basescan.org/address/0x36291d2D51a0122B9faCbE3c3F989cc6b1f859B3#code https://basescan.org/address/0x003c2aa63FEC8118297535350a66e7A53BE3d0B5 https://basescan.org/address/0x90C5055530C0465AbB077FA016a3699A3F53Ef99#code https://basescan.org/address/0xb4D5e163738682A955404737f88FDCF15C1391bF#code
17,0x2b1bdefce33f34128759f71076ebd62637fd154c,0x7539f43dc91f9c406c83a06339708e4033cdbf630916c6dfb9de2b5ef811affd,Seamless Protocol,seamless-protocol,BASE,,,,0.0,2.0,True,True,False,"Contract submit were BUSL-1.1, AGPL-3.0, MIT, and GPL-3.0-only. Github license is MIT, contract code is MIT and UNLICENSED",https://basescan.org/address/0x36291d2D51a0122B9faCbE3c3F989cc6b1f859B3#code https://basescan.org/address/0x003c2aa63FEC8118297535350a66e7A53BE3d0B5 https://basescan.org/address/0x90C5055530C0465AbB077FA016a3699A3F53Ef99#code https://basescan.org/address/0xb4D5e163738682A955404737f88FDCF15C1391bF#code
18,0x2fb1bea0a63f77efa77619b903b2830b52ee78f4,0x7539f43dc91f9c406c83a06339708e4033cdbf630916c6dfb9de2b5ef811affd,Seamless Protocol,seamless-protocol,BASE,,,0.058606663138531,0.0,2.0,True,True,False,"Contract submit were BUSL-1.1, AGPL-3.0, MIT, and GPL-3.0-only. Github license is MIT, contract code is MIT and UNLICENSED",https://basescan.org/address/0x36291d2D51a0122B9faCbE3c3F989cc6b1f859B3#code https://basescan.org/address/0x003c2aa63FEC8118297535350a66e7A53BE3d0B5 https://basescan.org/address/0x90C5055530C0465AbB077FA016a3699A3F53Ef99#code https://basescan.org/address/0xb4D5e163738682A955404737f88FDCF15C1391bF#code
19,0x32688c5f716ecc0d0005b70bde33d4b88cae794d,0x7539f43dc91f9c406c83a06339708e4033cdbf630916c6dfb9de2b5ef811affd,Seamless Protocol,seamless-protocol,BASE,,,,0.0,2.0,True,True,False,"Contract submit were BUSL-1.1, AGPL-3.0, MIT, and GPL-3.0-only. Github license is MIT, contract code is MIT and UNLICENSED",https://basescan.org/address/0x36291d2D51a0122B9faCbE3c3F989cc6b1f859B3#code https://basescan.org/address/0x003c2aa63FEC8118297535350a66e7A53BE3d0B5 https://basescan.org/address/0x90C5055530C0465AbB077FA016a3699A3F53Ef99#code https://basescan.org/address/0xb4D5e163738682A955404737f88FDCF15C1391bF#code
20,0x36291d2d51a0122b9facbe3c3f989cc6b1f859b3,0x7539f43dc91f9c406c83a06339708e4033cdbf630916c6dfb9de2b5ef811affd,Seamless Protocol,seamless-protocol,BASE,,,6.868455244077e-05,0.0,2.0,True,True,False,"Contract submit were BUSL-1.1, AGPL-3.0, MIT, and GPL-3.0-only. Github license is MIT, contract code is MIT and UNLICENSED",https://basescan.org/address/0x36291d2D51a0122B9faCbE3c3F989cc6b1f859B3#code https://basescan.org/address/0x003c2aa63FEC8118297535350a66e7A53BE3d0B5 https://basescan.org/address/0x90C5055530C0465AbB077FA016a3699A3F53Ef99#code https://basescan.org/address/0xb4D5e163738682A955404737f88FDCF15C1391bF#code
21,0x3800da378e17a5b8d07d0144c321163591475977,0x7539f43dc91f9c406c83a06339708e4033cdbf630916c6dfb9de2b5ef811affd,Seamless Protocol,seamless-protocol,BASE,,,,0.0,2.0,True,True,False,"Contract submit were BUSL-1.1, AGPL-3.0, MIT, and GPL-3.0-only. Github license is MIT, contract code is MIT and UNLICENSED",https://basescan.org/address/0x36291d2D51a0122B9faCbE3c3F989cc6b1f859B3#code https://basescan.org/address/0x003c2aa63FEC8118297535350a66e7A53BE3d0B5 https://basescan.org/address/0x90C5055530C0465AbB077FA016a3699A3F53Ef99#code https://basescan.org/address/0xb4D5e163738682A955404737f88FDCF15C1391bF#code
22,0x3f5a90ef7bc3ee64e1e95b850dbbc2469ff71ce8,0x7539f43dc91f9c406c83a06339708e4033cdbf630916c6dfb9de2b5ef811affd,Seamless Protocol,seamless-protocol,BASE,,,,0.0,2.0,True,True,False,"Contract submit were BUSL-1.1, AGPL-3.0, MIT, and GPL-3.0-only. Github license is MIT, contract code is MIT and UNLICENSED",https://basescan.org/address/0x36291d2D51a0122B9faCbE3c3F989cc6b1f859B3#code https://basescan.org/address/0x003c2aa63FEC8118297535350a66e7A53BE3d0B5 https://basescan.org/address/0x90C5055530C0465AbB077FA016a3699A3F53Ef99#code https://basescan.org/address/0xb4D5e163738682A955404737f88FDCF15C1391bF#code
23,0x40292d35b48ff625c648c2a7f0c9e42cd07cd0b0,0x7539f43dc91f9c406c83a06339708e4033cdbf630916c6dfb9de2b5ef811affd,Seamless Protocol,seamless-protocol,BASE,,,6.447444e-12,0.0,2.0,True,True,False,"Contract submit were BUSL-1.1, AGPL-3.0, MIT, and GPL-3.0-only. Github license is MIT, contract code is MIT and UNLICENSED",https://basescan.org/address/0x36291d2D51a0122B9faCbE3c3F989cc6b1f859B3#code https://basescan.org/address/0x003c2aa63FEC8118297535350a66e7A53BE3d0B5 https://basescan.org/address/0x90C5055530C0465AbB077FA016a3699A3F53Ef99#code https://basescan.org/address/0xb4D5e163738682A955404737f88FDCF15C1391bF#code
24,0x524adcceede99f8fb0d654704f48ec2f0744b837,0x7539f43dc91f9c406c83a06339708e4033cdbf630916c6dfb9de2b5ef811affd,Seamless Protocol,seamless-protocol,BASE,,,,0.0,2.0,True,True,False,"Contract submit were BUSL-1.1, AGPL-3.0, MIT, and GPL-3.0-only. Github license is MIT, contract code is MIT and UNLICENSED",https://basescan.org/address/0x36291d2D51a0122B9faCbE3c3F989cc6b1f859B3#code https://basescan.org/address/0x003c2aa63FEC8118297535350a66e7A53BE3d0B5 https://basescan.org/address/0x90C5055530C0465AbB077FA016a3699A3F53Ef99#code https://basescan.org/address/0xb4D5e163738682A955404737f88FDCF15C1391bF#code
25,0x5607718c64334eb5174cb2226af891a6ed82c7c6,0x7539f43dc91f9c406c83a06339708e4033cdbf630916c6dfb9de2b5ef811affd,Seamless Protocol,seamless-protocol,BASE,,,9.1022332296668e-05,0.0,2.0,True,True,False,"Contract submit were BUSL-1.1, AGPL-3.0, MIT, and GPL-3.0-only. Github license is MIT, contract code is MIT and UNLICENSED",https://basescan.org/address/0x36291d2D51a0122B9faCbE3c3F989cc6b1f859B3#code https://basescan.org/address/0x003c2aa63FEC8118297535350a66e7A53BE3d0B5 https://basescan.org/address/0x90C5055530C0465AbB077FA016a3699A3F53Ef99#code https://basescan.org/address/0xb4D5e163738682A955404737f88FDCF15C1391bF#code
26,0x56908a201eb6a4c4a35b833e5e9749650228ff5e,0x7539f43dc91f9c406c83a06339708e4033cdbf630916c6dfb9de2b5ef811affd,Seamless Protocol,seamless-protocol,BASE,,,,0.0,2.0,True,True,False,"Contract submit were BUSL-1.1, AGPL-3.0, MIT, and GPL-3.0-only. Github license is MIT, contract code is MIT and UNLICENSED",https://basescan.org/address/0x36291d2D51a0122B9faCbE3c3F989cc6b1f859B3#code https://basescan.org/address/0x003c2aa63FEC8118297535350a66e7A53BE3d0B5 https://basescan.org/address/0x90C5055530C0465AbB077FA016a3699A3F53Ef99#code https://basescan.org/address/0xb4D5e163738682A955404737f88FDCF15C1391bF#code
27,0x57460dc21bf1574b8e6e00d372b8ca5ec41b3955,0x7539f43dc91f9c406c83a06339708e4033cdbf630916c6dfb9de2b5ef811affd,Seamless Protocol,seamless-protocol,BASE,,,,0.0,2.0,True,True,False,"Contract submit were BUSL-1.1, AGPL-3.0, MIT, and GPL-3.0-only. Github license is MIT, contract code is MIT and UNLICENSED",https://basescan.org/address/0x36291d2D51a0122B9faCbE3c3F989cc6b1f859B3#code https://basescan.org/address/0x003c2aa63FEC8118297535350a66e7A53BE3d0B5 https://basescan.org/address/0x90C5055530C0465AbB077FA016a3699A3F53Ef99#code https://basescan.org/address/0xb4D5e163738682A955404737f88FDCF15C1391bF#code
28,0x59a11c2f543790b8ce1a2dc46c4ad08a4536bdc8,0x7539f43dc91f9c406c83a06339708e4033cdbf630916c6dfb9de2b5ef811affd,Seamless Protocol,seamless-protocol,BASE,,,0.004563060669455371,0.0,2.0,True,True,False,"Contract submit were BUSL-1.1, AGPL-3.0, MIT, and GPL-3.0-only. Github license is MIT, contract code is MIT and UNLICENSED",https://basescan.org/address/0x36291d2D51a0122B9faCbE3c3F989cc6b1f859B3#code https://basescan.org/address/0x003c2aa63FEC8118297535350a66e7A53BE3d0B5 https://basescan.org/address/0x90C5055530C0465AbB077FA016a3699A3F53Ef99#code https://basescan.org/address/0xb4D5e163738682A955404737f88FDCF15C1391bF#code
29,0x5d6fcde71293286ccd4418bbba444f2d67f17895,0x7539f43dc91f9c406c83a06339708e4033cdbf630916c6dfb9de2b5ef811affd,Seamless Protocol,seamless-protocol,BASE,,,,0.0,2.0,True,True,False,"Contract submit were BUSL-1.1, AGPL-3.0, MIT, and GPL-3.0-only. Github license is MIT, contract code is MIT and UNLICENSED",https://basescan.org/address/0x36291d2D51a0122B9faCbE3c3F989cc6b1f859B3#code https://basescan.org/address/0x003c2aa63FEC8118297535350a66e7A53BE3d0B5 https://basescan.org/address/0x90C5055530C0465AbB077FA016a3699A3F53Ef99#code https://basescan.org/address/0xb4D5e163738682A955404737f88FDCF15C1391bF#code
30,0x5d8df7515493a804da1d16c73d75bd9479d49bad,0x7539f43dc91f9c406c83a06339708e4033cdbf630916c6dfb9de2b5ef811affd,Seamless Protocol,seamless-protocol,BASE,,,,0.0,2.0,True,True,False,"Contract submit were BUSL-1.1, AGPL-3.0, MIT, and GPL-3.0-only. Github license is MIT, contract code is MIT and UNLICENSED",https://basescan.org/address/0x36291d2D51a0122B9faCbE3c3F989cc6b1f859B3#code https://basescan.org/address/0x003c2aa63FEC8118297535350a66e7A53BE3d0B5 https://basescan.org/address/0x90C5055530C0465AbB077FA016a3699A3F53Ef99#code https://basescan.org/address/0xb4D5e163738682A955404737f88FDCF15C1391bF#code
31,0x639d2dd24304ac2e6a691d8c1cff4a2665925fee,0x7539f43dc91f9c406c83a06339708e4033cdbf630916c6dfb9de2b5ef811affd,Seamless Protocol,seamless-protocol,BASE,,,0.0010468380183521,0.0,2.0,True,True,False,"Contract submit were BUSL-1.1, AGPL-3.0, MIT, and GPL-3.0-only. Github license is MIT, contract code is MIT and UNLICENSED",https://basescan.org/address/0x36291d2D51a0122B9faCbE3c3F989cc6b1f859B3#code https://basescan.org/address/0x003c2aa63FEC8118297535350a66e7A53BE3d0B5 https://basescan.org/address/0x90C5055530C0465AbB077FA016a3699A3F53Ef99#code https://basescan.org/address/0xb4D5e163738682A955404737f88FDCF15C1391bF#code
32,0x6e081f9ebb2b2f07c2f771074ebb32ddac141d14,0x7539f43dc91f9c406c83a06339708e4033cdbf630916c6dfb9de2b5ef811affd,Seamless Protocol,seamless-protocol,BASE,,,,0.0,2.0,True,True,False,"Contract submit were BUSL-1.1, AGPL-3.0, MIT, and GPL-3.0-only. Github license is MIT, contract code is MIT and UNLICENSED",https://basescan.org/address/0x36291d2D51a0122B9faCbE3c3F989cc6b1f859B3#code https://basescan.org/address/0x003c2aa63FEC8118297535350a66e7A53BE3d0B5 https://basescan.org/address/0x90C5055530C0465AbB077FA016a3699A3F53Ef99#code https://basescan.org/address/0xb4D5e163738682A955404737f88FDCF15C1391bF#code
33,0x76402a68a7d851fa990ceca747841cc451c42f18,0x7539f43dc91f9c406c83a06339708e4033cdbf630916c6dfb9de2b5ef811affd,Seamless Protocol,seamless-protocol,BASE,,,,0.0,2.0,True,True,False,"Contract submit were BUSL-1.1, AGPL-3.0, MIT, and GPL-3.0-only. Github license is MIT, contract code is MIT and UNLICENSED",https://basescan.org/address/0x36291d2D51a0122B9faCbE3c3F989cc6b1f859B3#code https://basescan.org/address/0x003c2aa63FEC8118297535350a66e7A53BE3d0B5 https://basescan.org/address/0x90C5055530C0465AbB077FA016a3699A3F53Ef99#code https://basescan.org/address/0xb4D5e163738682A955404737f88FDCF15C1391bF#code
34,0x785c979ee8709060b3f71aef4f2c09229db90778,0x7539f43dc91f9c406c83a06339708e4033cdbf630916c6dfb9de2b5ef811affd,Seamless Protocol,seamless-protocol,BASE,,,1.61410508e-10,0.0,2.0,True,True,False,"Contract submit were BUSL-1.1, AGPL-3.0, MIT, and GPL-3.0-only. Github license is MIT, contract code is MIT and UNLICENSED",https://basescan.org/address/0x36291d2D51a0122B9faCbE3c3F989cc6b1f859B3#code https://basescan.org/address/0x003c2aa63FEC8118297535350a66e7A53BE3d0B5 https://basescan.org/address/0x90C5055530C0465AbB077FA016a3699A3F53Ef99#code https://basescan.org/address/0xb4D5e163738682A955404737f88FDCF15C1391bF#code
35,0x789aaef4d2cb94e22cc1ad8e8714858029bad568,0x7539f43dc91f9c406c83a06339708e4033cdbf630916c6dfb9de2b5ef811affd,Seamless Protocol,seamless-protocol,BASE,,,,0.0,2.0,True,True,False,"Contract submit were BUSL-1.1, AGPL-3.0, MIT, and GPL-3.0-only. Github license is MIT, contract code is MIT and UNLICENSED",https://basescan.org/address/0x36291d2D51a0122B9faCbE3c3F989cc6b1f859B3#code https://basescan.org/address/0x003c2aa63FEC8118297535350a66e7A53BE3d0B5 https://basescan.org/address/0x90C5055530C0465AbB077FA016a3699A3F53Ef99#code https://basescan.org/address/0xb4D5e163738682A955404737f88FDCF15C1391bF#code
36,0x8768c789c6df8af1a92d96de823b4f80010db294,0x7539f43dc91f9c406c83a06339708e4033cdbf630916c6dfb9de2b5ef811affd,Seamless Protocol,seamless-protocol,BASE,,,0.018543779982980735,0.0,2.0,True,True,False,"Contract submit were BUSL-1.1, AGPL-3.0, MIT, and GPL-3.0-only. Github license is MIT, contract code is MIT and UNLICENSED",https://basescan.org/address/0x36291d2D51a0122B9faCbE3c3F989cc6b1f859B3#code https://basescan.org/address/0x003c2aa63FEC8118297535350a66e7A53BE3d0B5 https://basescan.org/address/0x90C5055530C0465AbB077FA016a3699A3F53Ef99#code https://basescan.org/address/0xb4D5e163738682A955404737f88FDCF15C1391bF#code
37,0x90c5055530c0465abb077fa016a3699a3f53ef99,0x7539f43dc91f9c406c83a06339708e4033cdbf630916c6dfb9de2b5ef811affd,Seamless Protocol,seamless-protocol,BASE,,,,0.0,2.0,True,True,False,"Contract submit were BUSL-1.1, AGPL-3.0, MIT, and GPL-3.0-only. Github license is MIT, contract code is MIT and UNLICENSED",https://basescan.org/address/0x36291d2D51a0122B9faCbE3c3F989cc6b1f859B3#code https://basescan.org/address/0x003c2aa63FEC8118297535350a66e7A53BE3d0B5 https://basescan.org/address/0x90C5055530C0465AbB077FA016a3699A3F53Ef99#code https://basescan.org/address/0xb4D5e163738682A955404737f88FDCF15C1391bF#code
38,0x918e3dfabd8c69a54d542cdeea4a3e0616174323,0x7539f43dc91f9c406c83a06339708e4033cdbf630916c6dfb9de2b5ef811affd,Seamless Protocol,seamless-protocol,BASE,,,5.301153045e-09,0.0,2.0,True,True,False,"Contract submit were BUSL-1.1, AGPL-3.0, MIT, and GPL-3.0-only. Github license is MIT, contract code is MIT and UNLICENSED",https://basescan.org/address/0x36291d2D51a0122B9faCbE3c3F989cc6b1f859B3#code https://basescan.org/address/0x003c2aa63FEC8118297535350a66e7A53BE3d0B5 https://basescan.org/address/0x90C5055530C0465AbB077FA016a3699A3F53Ef99#code https://basescan.org/address/0xb4D5e163738682A955404737f88FDCF15C1391bF#code
39,0x998e44232bef4f8b033e5a5175bdc97f2b10d5e5,0x7539f43dc91f9c406c83a06339708e4033cdbf630916c6dfb9de2b5ef811affd,Seamless Protocol,seamless-protocol,BASE,,,0.04092526092319472,0.0,2.0,True,True,False,"Contract submit were BUSL-1.1, AGPL-3.0, MIT, and GPL-3.0-only. Github license is MIT, contract code is MIT and UNLICENSED",https://basescan.org/address/0x36291d2D51a0122B9faCbE3c3F989cc6b1f859B3#code https://basescan.org/address/0x003c2aa63FEC8118297535350a66e7A53BE3d0B5 https://basescan.org/address/0x90C5055530C0465AbB077FA016a3699A3F53Ef99#code https://basescan.org/address/0xb4D5e163738682A955404737f88FDCF15C1391bF#code
40,0x9f5af07189b4ae59845d36a2b0562478870fa915,0x7539f43dc91f9c406c83a06339708e4033cdbf630916c6dfb9de2b5ef811affd,Seamless Protocol,seamless-protocol,BASE,,,0.004031249409581208,0.0,2.0,True,True,False,"Contract submit were BUSL-1.1, AGPL-3.0, MIT, and GPL-3.0-only. Github license is MIT, contract code is MIT and UNLICENSED",https://basescan.org/address/0x36291d2D51a0122B9faCbE3c3F989cc6b1f859B3#code https://basescan.org/address/0x003c2aa63FEC8118297535350a66e7A53BE3d0B5 https://basescan.org/address/0x90C5055530C0465AbB077FA016a3699A3F53Ef99#code https://basescan.org/address/0xb4D5e163738682A955404737f88FDCF15C1391bF#code
