application_id,project_name,url,has_contracts,artifact_namespace,artifact_name,is_fork,fork_count,star_count,first_commit_time,last_commit_time,days_with_commits_count,commit_count,language,license_spdx_id,license_check,repo_older_than_1_month,repo_activity_check,project_id
0xdf48e30c4a5a98cd28649bd681a6c9fb5ab8cd1f7012f9926b7f969caa4ec583,MusicalZombie,https://github.com/cctv688/musicalzombie,true,,,,,,,,,,,,,,,
0x3423896c9b2eeeb7adb1e12af74112a485fc191c2744ee042ec6ade6d94475c3,Peach Tycoon,https://github.com/odyssy-automaton/peaches-s2-contracts,true,,,,,,,,,,,,,,,
0x560c469b966758421c1fbd1ffa06f253b32203a1e3faf92db6aa3998f6798d0e,sahar,https://github.com/sahar0123/sahartoken,true,,,,,,,,,,,,,,,
0x9b3809cbe10752fe078ee0d238bcc0634d733c519eb2e8c09e92fb6218e4f194,Mellow,https://github.com/0xdontblink/mellow-contracts,true,,,,,,,,,,,,,,,
0xbdd3f0391e8d5d31de5005f8dc798e24a95e837d8db73387ee7bc9ca37fbd736,Bright Moments,https://github.com/bright-moments/retropgf-contracts,true,,,,,,,,,,,,,,,
0xd6a2898a8b433175f5f712911f19066eca805bd2da04be773558dcc04150a9d2,Trugly Labs,https://github.com/trugly-labs/contracts-v1,true,,,,,,,,,,,,,,,
0x3f354b2977595db5637d85b4b11270a8d5b5398baa42119fdecbd231748056fd,Whatlet,https://github.com/tony1908/watlet,true,,,,,,,,,,,,,,,
0x77b995c505966561946ca17a3639fff0e2f657effa1d7fa9b074ea3705ba2d93,ahmad,https://github.com/ahmadam3/basetoken,true,,,,,,,,,,,,,,,
0x9f679ae7021e52af83b4ddf2ba0da3c6d845e5e7f0152dd9d24b33f27e2fa280,ZombieGameFi,https://github.com/bxkehs/zombiegamefi,true,,,,,,,,,,,,,,,
0x278cc73c1b54136bf0fdcfe60d7027ec0ae94e3115f722defc06a7bab3f98baa,Lady Based Ape Yacht Club,https://github.com/karimelazzaou/lady-based-ape-yacht-club,true,,,,,,,,,,,,,,,
0x4e987d4b2e9ad9eaf6ddedbc343235e854702263710306263a1b24d6b1e77caf,Frameme,https://github.com/andrewjiang/frameme,true,,,,,,,,,,,,,,,
0xe54e438de566feefec9e5bf5f3219119b6e94139b87649c3442335566a890c6a,GraffitiETH,https://github.com/rgsgv/graffitieth,true,,,,,,,,,,,,,,,
0xf97ad63cd7563fcfedc53f62ce99f948f19ca50abe6016d532de949fc6962641,Cult,https://github.com/aexomainnet/cult-main-ui,false,,,,,,,,,,,,,,,
0x180569f28f4eb47ca0730f26b0f6e56dd2e6329eeda2d366356cb2d388eba15c,far.cards,https://github.com/beachcrypto/mint.club-v2-contract,true,,,,,,,,,,,,,,,
0x5cf3806e6ba877223581f8b9b5141c2ef872b5a5aba91578dc01cf96fa257c45,Solis Protocol,https://github.com/solis-protocol/solis-ink,true,,,,,,,,,,,,,,,
0xc19e1e9d533640bf87439f1f50a64d00f68808687ccb3f85d56d6cb9fc7cb1a9,Pipi duck,https://github.com/ghuinfd/duck,true,,,,,,,,,,,,,,,
0x4d7096ae0f3db639731e97e55801937e20078ba6d3bdf681def7305d7ab796d2,Payflow,https://github.com/sidrisov/payflow,false,,,,,,,,,,,,,,,
0x087b6b1fd21acd7179c25edb42b8dd13b2ba6bf9247c4bbee69f5bc7fa995515,tannaz000,https://github.com/tannaz000/tannaztoken,true,,,,,,,,,,,,,,,
0x96877db751211fdbce5c01e2e4f0dd9ccb17216579acbc4c1175859782239dcf,OasisX,https://github.com/prakashith/oasisx-basecontracts,true,,,,,,,,,,,,,,,
0xb5896696159c4f5bef2764395b1ca0bae72bbfff88c4c90bdd87a8d4d6fea095,Cute AoiC,https://github.com/najmashish/aoic,true,,,,,,,,,,,,,,,
0x4ba82858fb605d453f0f861fe18941a8efec787ef9c21473b86eb91d1319b8e0,Kleo Network,https://github.com/kleo-network/contracts,true,,,,,,,,,,,,,,,
0x8315a83faff360eb7288ffbfec2694372880dd58f48e38bf4785b3bb1fbd5f1a,Sommelier,https://github.com/peggyjv/cellar-contracts,true,,,,,,,,,,,,,,,
0x7036bddcb923a03fdca6515e4cf6085a732372b314f2d032ef137831b5be2f13,El Niño Estrella,https://github.com/sweetmantech/xcelencia,false,,,,,,,,,,,,,,,
0xa4b262275dfc74ee54f578423fcf1789b4bcb5123e88afc5362698b16214b84b,purr-etty,https://github.com/stipinp/stipinpixel,true,,,,,,,,,,,,,,,
0xb7ebea47dea8a497359acd60c798d07ed7cffc2bb45bfbf25deca00f8b700af2,AuditFortress,https://github.com/auditfortress/evm-contracts,true,,,,,,,,,,,,,,,
0xbb2d3969d262c3d9f262ce1d9a25fed9d976a71a67de06770e3b093ff4fbb5b6,Feedback Forge - Decentralized Feedback Platform,https://github.com/cleanerzkp/feedback-forge,true,,,,,,,,,,,,,,,
0x1827bacd436e615022fcfb14589fd21fa59de47133ce1c37859afc096cc1c50d,Midas,https://github.com/geleodor/midasnft,true,,,,,,,,,,,,,,,
0x4756287bc74c0058fe7fae7bbd2ec3b3553a0d8f7997d6d78edbbbd3a8883c12,higher swap nft,https://github.com/yungwkndllc/highercontract,true,,,,,,,,,,,,,,,
0x5c76f623580566171af2a9553e8b7b230acc71aeb8829446d5eae2579ecda369,WebHash.com,https://github.com/webhash-eth/websitessmartcontract,true,,,,,,,,,,,,,,,
0x709c02fe126a81cde7daf33eb27336ec09240cc7484109be6d6d2d6e3628f74c,Nocturnal Azure,https://github.com/rgsgv/nocturnal-azure,true,,,,,,,,,,,,,,,
0x20ae1e1a7cad1f9f3c0fb096ae6b84f6963da472321f94db7f1632e8f4cbb7c9,Offline Oracles,https://github.com/offline-protocol/oracles_arcade_frontend,false,,,,,,,,,,,,,,,
0x3267d0dd2841082a4978abb18ed2aa5ab3352b2bd94e8d8d9c85419e5be5e75c,CyberDEX,https://github.com/cyberdex-exchange/frontend,false,,,,,,,,,,,,,,,
0x7a4bb37bc7997b8e9b34775164682ff1f441b716cd235f2e7cdce76677b66007,zkCodex,https://github.com/zkcodex/zkcodex,false,,,,,,,,,,,,,,,
0x0977b98d0f0def84d01ecdddbc1fb174583277efaa87a93b0b52a0531d1b0c1e,CanineReverie,https://github.com/cctv688/caninereverie,true,,,,,,,,,,,,,,,
0x6d031f6987d48abf08e333b5966abd7c7b260a034a12989aec9fdf5c5cb95f41,Wish You Were Based,https://github.com/colinmcdonnell22/creator-core-extensions-solidity,true,,,,,,,,,,,,,,,
0x7ce3b68e8b6911e06e6cf4b59dabc373014a74bd4baf9645451abbe39c2bb345,Crypto: The Game S2,https://github.com/tjcages/ctg-player-nft,true,,,,,,,,,,,,,,,
0xf2a78bbe5c225b1cbfe43094e52ea7e63e29e78d77bff4fd83ccdb69d619f14f,coNFT — Web3 Utility Hub,https://github.com/evgenyzamatevsky/conft-contracts,true,,,,,,,,,,,,,,,
0xfdd4bcd6e67f93bd982b9e8dd6d82594db6232b227799ddb63609c63da0d9285,Atlendis,https://github.com/atlendis/protocol-v1,true,,,,,,,,,,,,,,,
0xd3a309fcfefe55fd92cdce15cc173ed826efa600cb680a3964b77423c2224d4c,ghost warrior,https://github.com/alehgonzalez11/ghost-warrior,false,,,,,,,,,,,,,,,
0x79ba041f53102d8febf2c91fadd85db4de68c61d2622332b9a667de2ff86b8e1,TribalElegance,https://github.com/cctv688/tribalelegance,true,,,,,,,,,,,,,,,
0x2edab393551910750557b388d6f7d402fed91a7da19a8220516df351792e52f8,EcoVoltex,https://github.com/mhmtalitas/energytrading,false,,,,,,,,,,,,,,,
0x018c78841e7c4e0983002b778dbca9f56a03aa514622932c8696afdf80b6b64f,Chibi Clash Kingdoms,https://github.com/925gg/chibi-kingdoms-contracts,true,,,,,,,,,,,,,,,
0x139886c34c96057dc7f1adb5f7dc76b386a3e0dad9bffc844f6493c2259fbca5,NFTREX WEB3,https://github.com/mint-rex-fun/mint-rex-contracts,true,,,,,,,,,,,,,,,
0x580fbe696a29cfce9f6f6ffdb2820a217a412ebdb15ec4f5c6b766a812f661cf,KPR,https://github.com/frantrick/chibigo-contract,true,,,,,,,,,,,,,,,
0x92aa7fc3757c537aff212fc916a1b1b51bc51db6aa37bfeedfe5e0d2fb1a4f3e,Her Sketch,https://github.com/rgsgv/her-sketch,true,,,,,,,,,,,,,,,
0xf7d2bb98847d32764c9b12cdba0e5e0e70e230473f9ef08716c9406ebbb4bf75,EFIHUB,https://github.com/efihubdotio/efihub-blockchain,true,,,,,,,,,,,,,,,
0x06a81d499875e2dc872cdf566bcc280cc989e77f7c99bab8a2911eed39d137b0,Blue on base,https://github.com/lomonoshka/blue,true,,,,,,,,,,,,,,,
0xab2b00da5b03f99a3e196558fc80026d685fc2a4c2d81d6b7eabf4765d11b6d8,Juniper,https://github.com/newcodave/kernel,true,,,,,,,,,,,,,,,
0xcae19c04b5b5259b764418c2dc3b3feae8478817f2a3e634c4f2908e765da149,Mini Pet,https://github.com/bxkehs/minipet,true,,,,,,,,,,,,,,,
0x1552c2cfe5b55df0961e7c5f2266411a0644a217d25563697a6602ead1e6becf,Happy Puppy Club,https://github.com/happy-puppy-club/hpc-token,true,,,,,,,,,,,,,,,
0x4e8ab19805b03cb53d2c6d1b2560618ca7ee1d49d3d8cfef9ba2b9ad216489b9,Memecoindex,https://github.com/tony1908/memecoinindex,true,,,,,,,,,,,,,,,
0xcd24f92028d5573b1b037081d720e380430fee802405d52217c63a9befab7b18,MetaFe - Web3 Gaming Ecosystem on Base,https://github.com/paditech-jsc/metafe_sc,false,,,,,,,,,,,,,,,
0x91f5f15153dde8cf7568bfd22d40070297fbefd4c69a53ffe12ef7391a29dad4,Basemigos,https://github.com/d0mainsale/basemigos,false,,,,,,,,,,,,,,,
0x1335476de5a24573f3fa1297827fbeb02921948d678b399c7367fb956d08a6cc,Opstack For Cats Dream ☑️,https://github.com/zeus199803/opstack-for-cats-dream-,true,,,,,,,,,,,,,,,
0xca0a77290d883bc0beb2d820c941fb77e35379e528e3bf27214084974e90a29f,Team Super Onchain ,https://github.com/apikritch/my-portfolio-v2,false,,,,,,,,,,,,,,,
0x28e160898611ec3d8123f5afbbbf5ad5ea6d118d55f0ae9811f1ca29e8455a67,OptiDoge,https://github.com/moneymandoug/optidoge,true,,,,,,,,,,,,,,,
0x2bb5fb105211af9e286ddebbc1a056810555d2de8db2cbe14b98325ee2f755b1,1099DA,https://github.com/b0ggs/tenninetynine,true,,,,,,,,,,,,,,,
0x4e1c4a52205554420255ab42c83e654f70ecbc58d8e38efc07ab6f90c898556e,OPEPEN BITS,https://github.com/agr-83/opepen-bits,true,,,,,,,,,,,,,,,
0x2ba5d3003e56480b5a659ffcf25f8c4e060c86d8c0fe55bc858c61398a59354f,neda,https://github.com/nda0255/neda,true,,,,,,,,,,,,,,,
0x52b74da84ea50e0a6ddb28c1c78e0baaa284b7a95298cf23bf65dafd7b0c6d19,Skeleton ERA 💀,https://github.com/mali030303/skeleton-era--,true,,,,,,,,,,,,,,,
0xf9ebb0464e7162627ab3de5fe03a21c879e932233e1453f2139c2126eb93f72e,Air3,https://github.com/air3app/buildair3,true,,,,,,,,,,,,,,,
0x46b435a9dfcdb64b345bff9222f967739d2dfa39df62e283542cb77971104965,Infinex,https://github.com/infinex-io/infinex-governance,false,,,,,,,,,,,,,,,
0x803f713b2b978af150b8c2052f93d0f27244ffd26d73168043f5097cf57a02f5,mahnaz,https://github.com/adevil7009/mahitoken,true,,,,,,,,,,,,,,,
0x40a2c63704bf09f999d715152e15624a11f67543463200ce089aeeec35420101,EthFS: Ethereum File System,https://github.com/holic/ethfs,true,,,,,,,,,,,,,,,
0x51a2973f75974cadb1f1ad1cc13edeecdde695bc42228f60f42a83942805da4f,Stanford Lloyd,https://github.com/ghuinfd/seadrop,true,,,,,,,,,,,,,,,
0x1776d8e433d87d448bcf3051eda5c6076705533fa486f544669e4c8d56068e66,MONCAT,https://github.com/5ably/catonthemoon,false,,,,,,,,,,,,,,,
0x2460d70188372752b95cdd425e385aba208a6a60c5c59a8d8967843d35d5132b,Borja Moskv,https://github.com/d0mainsale/borjamoskv,false,,,,,,,,,,,,,,,
0x3b05a4dc7dc3dacfc1e9156b047b02e78a32b2cdf9757f0e8fe88cf0b82a127c,NFTFeed,https://github.com/nftfeed2023/nftfeed-contracts,true,,,,,,,,,,,,,,,
0x4cba820efd9e11754eb472ca0736756f27d0ece09adb3c9651bac5b29acc9a6d,Blockflow,https://github.com/blockfloww/cli-examples,false,,,,,,,,,,,,,,,
0xce334e51d8b2cb9d78a7f53f22c4b674aec11d381cdcdbf2548eda257d235469,SCENES by Sound of Fractures,https://github.com/tomathyg/sof-cms-contentful-app,false,,,,,,,,,,,,,,,
0xb4a561873a309c62c617bd600a1fe21ffff679f60997b81b97d48752d4e87518,Plum,https://github.com/goftok/hackathon3,true,,,,,,,,,,,,,,,
0xfdf7761b1307fc08a682fcacdaa8f5c46c64dce2fea74ea4ecf30297f7690a54,Working Cat,https://github.com/bxkehs/meow,true,,,,,,,,,,,,,,,
0xca0a77290d883bc0beb2d820c941fb77e35379e528e3bf27214084974e90a29f,Team Super Onchain ,https://github.com/apikritch/sd-perfumery,false,,,,,,,,,,,,,,,
0x58cc9b7370ec36eb7fc74c11725dd0cd1c882218bf14e05596830dc4d3815291,MEME BLOCKS,https://github.com/agr-83/meme-blocks,true,,,,,,,,,,,,,,,
0x96882f4d8cb44156651c56ae1c56ad54956b6d385f322a3a7f10100538c18b8c,Mode Spray,https://github.com/wolfcito/mode-spray-hardhat,true,,,,,,,,,,,,,,,
0x0f7c2c465283083f776dcbb88c6b65f13777d116d610bc8cc7898feb1dc226ba,Bumpcast.Fun,https://github.com/bumpcast/bumpcast-contracts,true,,,,,,,,,,,,,,,
0x33c5f5b6193b41a8c9d5de5f97e0f8668c48d5c7960b2ed73b2cb20fb1b040b3,XVG,https://github.com/area-technology/xvg-contract,true,,,,,,,,,,,,,,,
0x55bff36906b3e55bff995b4a7d73fd6651eeba4274ad49e269b29157bbf2fee2,8 Bit Cats☑️,https://github.com/zeus199803/8-bit-cats--,true,,,,,,,,,,,,,,,
0x61bcb5c518c115528c14236ceb2e08e029807ed94f6ed86868a933eb75914460,The Sound Ecosystem By Malik Naim ,https://github.com/malikthedev/sound-xyz-feat.-haze-soundxyz-,true,,,,,,,,,,,,,,,
0xf3e0e4f94c4a26e5263a5be628ef9c67acd0a6a2471505281e9f04880834900e,seskamol,https://github.com/seskamol/seskamol-fair,true,,,,,,,,,,,,,,,
0x12b9022a60b8b866095c13e625636f7b09088d247e990983bb9359b854c88923,Ritual Haikus,https://github.com/ghgoodreau/ritual-haiku-contract,false,,,,,,,,,,,,,,,
0xc269a69a843bee622249bf42fc9eecd21daab453b922240c941d9ab444e55718,valio.xyz,https://github.com/valioxyz/ownership-proof,false,,,,,,,,,,,,,,,
0x44cbd14e4f25b022266ceb8807d9855d5dccf0dae831b9e164b0e8f899f7b576,DriftBottleSeeds,https://github.com/shupeng2002/driftbottleseeds,true,,,,,,,,,,,,,,,
0x867da1968fdb6780543c902385139eac58d363d2a4938cb053716d062d73e22d,My art collection,https://github.com/ghuinfd/psychedelicworld,true,,,,,,,,,,,,,,,
0x9a6593058674dab572b37868b4716b77578ff09b6e340c0bba5d825b425c58da,imehdi,https://github.com/iimehdii/mytoken,true,,,,,,,,,,,,,,,
0xa0cd2f24212107947d42aa6784981aa55bce4bc78e95b3612fd09c72f91f8f49,HaloFi,https://github.com/good-ghosting/goodghosting-protocol-v2,true,,,,,,,,,,,,,,,
0xa8ad98c43452a7c64e7443a8b6501ea17b78c6b8ed7b40bdfb7329597f5a632b,Calyptus,https://github.com/calyptus-learn/v2-nft-sc,true,,,,,,,,,,,,,,,
0x1730435337335401b19607170298fb5be52b6366bc50a1ba061241d7ae5bc780,ZK Syndication,https://github.com/greekchief/zk-nano-syndicates,false,,,,,,,,,,,,,,,
0x8d8a64212af7b42385dfd49305b5561b1204e321938b487279b70739078a5805,Daily Active Users - DAU,https://github.com/dauquest/assets,false,,,,,,,,,,,,,,,
0x93decae913f62c0a86519d0b0798e4a10c46c541bfc14dcff0193d6b026e9532,LlamaPay,https://github.com/llamasubs/contracts,true,,,,,,,,,,,,,,,
0xae59eff637057519b8acdd22f3c4f38bfb627447985418733a3e14b001ca4185,Haluo AI,https://github.com/haluo-ai/haluo-core,true,,,,,,,,,,,,,,,
0xe937f07177691a9a82ac9ce1a346a2b29a0c1bd16b570203cd63f884688ea4c0,DropX (by StationX),https://github.com/stationx-network/dropx-contracts,true,,,,,,,,,,,,,,,
0x280f1567d8cceb1b780a49bbdc7567f7dd345e6efec47c6967a980a1a2e97e5b,MagicalTux,https://github.com/magicaltux-op/already,false,,,,,,,,,,,,,,,
0x8eed3c77bcaeb764cfcf5af96839926331bed3c0c5ad6b941f9a52b3baa31b4c,Draw The Chart,https://github.com/smolstudios/drawthechart-contract,true,,,,,,,,,,,,,,,
0x9f327296956538e5dae4bdb51ed3a86ee95b51bd0933f086ef4ff6bd22749603,/ball,https://github.com/senspace-studio/gasha,true,,,,,,,,,,,,,,,
0xca0a77290d883bc0beb2d820c941fb77e35379e528e3bf27214084974e90a29f,Team Super Onchain ,https://github.com/apikritch/covid-app,false,,,,,,,,,,,,,,,
0xfb769494b5743bb541b8a29d2d59d0daba3111ac9577c50ca584e1ad3f9b1f90,EVM Warfare,https://github.com/harshitsiwach/evm_working,false,,,,,,,,,,,,,,,
0x7148dfc87c9fa374f42c37cb334aee9a4a56b223fa2559a4a6e626d2e735d978,vfat.io,https://github.com/vfat-io/sickle-public,true,,,,,,,,,,,,,,,
0xb829ef9012f2513b084420808b544ef2d86793db661b184d9faf9f16ec24b890,Perfect Pool,https://github.com/tribesxapp/march-madness,true,,,,,,,,,,,,,,,
0xf768e690048e96804634dee647d15bc4c44ccb13dd02af21bd6aaf01b83217c2,Yeeter,https://github.com/yeet-haus/mvp,false,,,,,,,,,,,,,,,
0xaf71ff915f86155577c4fd40b5bae36d490fab333c26810f9fd5d826827e692b,Gyroscope (FTL Labs),https://github.com/gyrostable/gyro-pools,true,,,,,,,,,,,,,,,
0xca0a77290d883bc0beb2d820c941fb77e35379e528e3bf27214084974e90a29f,Team Super Onchain ,https://github.com/apikritch/travel-agent,false,,,,,,,,,,,,,,,
0x132b4c2f6b9ef8bfea6829d6b61514ae26af5f562cc8edc96bf8bd0e9549e313,BaseX,https://github.com/basex-fi/v3-core,true,,,,,,,,,,,,,,,
0x7df5175e05fc1bc2b3caf3cb107d5ef9b410ab7c03b464e05b1da1433cc5a1cd,Build base and live to me on tiktok ,https://github.com/fibonaccinewton/candymachine,true,,,,,,,,,,,,,,,
0xb0603bbaecdb57f90aff3c952a7f19551fc49270e7fd0ff45cf9b6f71031559a,GifmeBeer,https://github.com/gifmebeer/lager,true,,,,,,,,,,,,,,,
0xbdd3f0391e8d5d31de5005f8dc798e24a95e837d8db73387ee7bc9ca37fbd736,Bright Moments,https://github.com/bright-moments/smart-contracts-public,true,,,,,,,,,,,,,,,
0xfb73df3326a611caaf111e841a82167c3a373ab9e6cec1b85fbd38cf3e01b58b,MiniMatch,https://github.com/mini-match/minimatch-contract,true,,,,,,,,,,,,,,,
0x28e4e251a3d4c82029f0510ba3d10bb18eaf60d30fbaaf871bffcc87c23b9ceb,Lawyerd,https://github.com/lawyerd999/frame,false,,,,,,,,,,,,,,,
0xb27e536d4522efdd4049c9ca69b8b5290d5efe5137ed60af3eaa49f9cf6379c9,Playground,https://github.com/degenengine/zitherin-contract,true,,,,,,,,,,,,,,,
0xc72ed8c55cf48f3cbb165676df09963bff1b3de3b965bb0aaa2ff7096a848186,PILL,https://github.com/skorolevskiy/zora-mint-frame,true,,,,,,,,,,,,,,,
0xccf2bac65d5ad2aedb5c7e4d82f7ffc1a26ba078cdc6800bcadf518f7ad0d522,Interview Medal,https://github.com/najmashish/interviewmedal,true,,,,,,,,,,,,,,,
0xab546b3376d549fa59c19cf9ac8a9784f2a6083ad14272decbc156a3df602870,Crimson Tide,https://github.com/nurabura/crimson-tide,true,,,,,,,,,,,,,,,
0xe6b4f15d6bb1fb3cd10a1a6ddc498411867a27d826e65292315819cb95df753a,Patchwork,https://github.com/runic-inc/patchwork,true,,,,,,,,,,,,,,,
0x771559cc199af81bd2a5d862e0b4c00e2b5209c921fdf98a54ca3879ffab3d03,KarafuruNavigators,https://github.com/cctv688/karafurunavigators,true,,,,,,,,,,,,,,,
0xb829ef9012f2513b084420808b544ef2d86793db661b184d9faf9f16ec24b890,Perfect Pool,https://github.com/tribesxapp/tribex-smart-contracts,true,,,,,,,,,,,,,,,
0xe7e0c29025310463f5b9225ef6bb4f73a4d70be83fe027b9d416609c9b8a159a,"""Niaor"", ""Alma Monroe"" and ""Simon Commons""",https://github.com/yunheuni/opensea,true,,,,,,,,,,,,,,,
0x681e63c107a51e56bcd0c930ba823e7e65d05b5cc10ef250d03230ec9bf74cf6,Pixel car,https://github.com/shupeng2002/pixel,true,,,,,,,,,,,,,,,
0x9068a93c710e0e3c58b1beb6b12a49dda4dbb91885ad3bce6b69901b325a8e69,AuralGenius,https://github.com/auralgenius/agcore,true,,,,,,,,,,,,,,,
0xf3720a8f428c5f0a5bb05d15a81afc673f60e701cd48e26d503d6041f6f76ccb,PEPE THE NEWS GUY,https://github.com/pratikawasare/pepe-the-news-guy,true,,,,,,,,,,,,,,,
0x412b73736bb8d8e7bc1b2469b98554a1656c01e3bd941cd015967f974f2d3e90,Farcaster-Frames-Marketsense,https://github.com/starit/farcaster-marketsense-contracts,true,,,,,,,,,,,,,,,
0xbc70b991e7d2373e434dd0198ba7c0bfbd1dfe1034aa7e10aeada7a35ff9223a,Kawaii Boio,https://github.com/ghuinfd/boio,true,,,,,,,,,,,,,,,
0xdc4e0b7f5575bb3ed3bbb4157cf33fb1db0722723cfe5b9eff4236ddc59b2e97,Woosh - Consumer Apps To Onboard The Next Million From LatAm,https://github.com/hypergood/woosh-contracts,true,,,,,,,,,,,,,,,
0x51504348243d8e8fa59cf2ba983d9255373e5eb23fe22a0d18c0d36028561ace,Test Project,https://github.com/jseiferth/testingthisthing,true,,,,,,,,,,,,,,,
0xcc8f5d29928043a98940eb9d1ebd0d4fe88c16afdfee39c3afd501dacc1f535f,España Elegante,https://github.com/rgsgv/espa-a-elegante,true,,,,,,,,,,,,,,,
0xea5f2b6166bb125300791f82a95585c6b76f6f845e43e89a9f60cad5b9ddd563,C doll,https://github.com/bxkehs/cdoll,true,,,,,,,,,,,,,,,
0x0f853e1d30e3696ce7555acdd82c08fca35f9ef52536b0b4426e02b807413abd,Dot,https://github.com/freshdots/contracts,true,,,,,,,,,,,,,,,
0x1f05ec08c6a22a23e34c613a1091703e0e4b153ba299cef34b5da0c530b96648,Keren - Complain Onchain,https://github.com/hyphenwave/keren,true,,,,,,,,,,,,,,,
0xa63b9a373940b46e1365e1b6328a1af9c01ab3926687bed3b94df49ea54b98f8,Botto,https://github.com/elevenyellow/botto-base-access-pass,true,,,,,,,,,,,,,,,
0xab2320fcc4d49ed109aaafed0eec8f4a21cc82b92323e6e8385e6a715fc5f75c,hedye,https://github.com/hedye000/heditoken,true,,,,,,,,,,,,,,,
0xbd62dd630ea34309991be5fb22398cde7ef20139b03aaaf4e4285e1fa2323f31,Test Project,https://github.com/jseiferth/testing-retro-sign-up,true,,,,,,,,,,,,,,,
0xeabf931f20b2277d0e1bf8e8a6e4144c6a06d832d7586401af325db3fef2d3bf,MinesweeperGameFi,https://github.com/najmashish/minesweepergamefi,true,,,,,,,,,,,,,,,
0x49ab3be49695330430f122cc66f07b6083ef1ab2ef9fcf3786f6f65e7486e33a,Primitives,https://github.com/rodrigojarau/primitives-collection,false,,,,,,,,,,,,,,,
0xcd1abed5dcd8f99bf1f5553245c72a4917639ed7cdbf301a0fcb9263d047b26b,SuperchainSynergyHub,https://github.com/aaronvick/superchainsynergyhub,false,,,,,,,,,,,,,,,
0xe081a8d060a8a6a2676ee5004cd902a9c8933e36ea67043ebf31f4fe5f610e3d,Beware of Shadows,https://github.com/romanmedrano/beware-of-shadows,false,,,,,,,,,,,,,,,
0xb27e536d4522efdd4049c9ca69b8b5290d5efe5137ed60af3eaa49f9cf6379c9,Playground,https://github.com/degenengine/gearslots-contract,true,,,,,,,,,,,,,,,
0x862e2be644bc51a681e0a517873c10ed8e23683e646b1f149eee7265d59c73c5,2048,https://github.com/alperaym/2048,false,,,,,,,,,,,,,,,
0x08302f097d810f9223af0b526472fef3ae0cbb2464174060912a9e97f4b5a661,Light,https://github.com/lightdotso/lightdotso,true,,,,,,,,,,,,,,,
0x2ce8e1ecde37bd7dd88b99ff97b1b9a071be62ce80cc6ece832bb0198cc01aba,JayLelikeZ,https://github.com/jaylelikez/retro-funding,true,,,,,,,,,,,,,,,
0x67ede805ca65f99a56b43dad0a4fa389ed5f8488c8de1d825f7f5b3ea70408a7,Rounds.wtf,https://github.com/prop-house/round-contracts,true,,,,,,,,,,,,,,,
