application_id,project_name,url,license_check,license_spdx_id,Custom license check,Overall,Bagholder Comment,Check Repo,Check Contract Submission,Link to Retrolist.app ,Bix Comment,Contract with issue,Issue With OS Tag,
0x2e7c3fcaca4cfa15199cba38b7f5ee0e18377e069dc8237d03fa7620d44d3cd3,Unitap,https://github.com/unitapapp/tokentap,Permissive,MIT,,Approved,,X,X,https://retrolist.app/project/0x2e7c3fcaca4cfa15199cba38b7f5ee0e18377e069dc8237d03fa7620d44d3cd3,Contracts submit were MIT. Github license is MIT contract code is MIT,,,
0x6c7990e08e4fbbb37b7df628116d66e53a14dcc3328bbf124be3245bca366068,Umbra,https://github.com/scopelift/umbra-protocol,Permissive,MIT,,Approved,,X,X,https://retrolist.app/project/0x6c7990e08e4fbbb37b7df628116d66e53a14dcc3328bbf124be3245bca366068,Contracts submit were MIT. Github license is MIT contract code is MIT,,,
0x32544f86ae24d37df67bb6e7eb98eca5003932567225ed85e34f72bd0dc859db,Thales Protocol,https://github.com/thales-markets/contracts,Permissive,MIT,,Approved,,X,X,https://retrolist.app/project/0x32544f86ae24d37df67bb6e7eb98eca5003932567225ed85e34f72bd0dc859db,Contracts submit were MIT. Github license is MIT contract code is MIT,,,
0x2e0e80846b4d52b126f3c9a20a01876bbcb80de67befe916870c5d8736af6c2a,Talent Protocol,https://github.com/talentprotocol/contracts,Permissive,MIT,,Approved,,X,X,https://retrolist.app/project/0x2e0e80846b4d52b126f3c9a20a01876bbcb80de67befe916870c5d8736af6c2a,Contracts submit were MIT. Github license is MIT contract code is MIT,,,
0xcf10a15439ef8c56e1b6c22641544012bfd032c7b584d1160a7d743cb770875b,Synthetix,https://github.com/synthetixio/synthetix-v3,Permissive,MIT,,Approved,,X,X,https://retrolist.app/project/0xcf10a15439ef8c56e1b6c22641544012bfd032c7b584d1160a7d743cb770875b,Contracts submit were MIT. Github license is MIT contract code is MIT,,,
0xefaeef1446de875ab6e50d31c8dbe776f99d884cb8cb68d50b1384067e4aeb6b,Synapse Protocol,https://github.com/synapsecns/sanguine,Permissive,MIT,,Approved,,X,X,https://retrolist.app/project/0xefaeef1446de875ab6e50d31c8dbe776f99d884cb8cb68d50b1384067e4aeb6b,Contracts submit were MIT. Github license is MIT ,,,
0x3ecbf66c1b21342b26acb0f7d4c6b8bbbef168ffafff3f425de3503fd8dfa535,Superfluid,https://github.com/superfluid-finance/protocol-monorepo,Custom,NOASSERTION,MIT,Approved,,X,X,https://retrolist.app/project/0x3ecbf66c1b21342b26acb0f7d4c6b8bbbef168ffafff3f425de3503fd8dfa535,"Contracts submit were AGPLv3. Github license is AGPLv3 and MIT, contract code is AGPLv3 and MIT",,,
0x73899e48df9f895ffbffc36d53ce970c1454c8eeb0700ed20f303bf936b6a0f5,sudoswap,https://github.com/sudoswap/lssvm2,Permissive,AGPL-3.0,,Approved,,X,X,https://retrolist.app/project/0x73899e48df9f895ffbffc36d53ce970c1454c8eeb0700ed20f303bf936b6a0f5,"Contracts submit were AGPL-3.0, Github license is  GNU AFFERO GENERAL PUBLIC LICENSE contract code is AGPL-3.0 and MIT",,,
0x4b987d79912367ada6c3fa1bf6ad1daa6d164078f8c5efc8db2128b9231087a9,Sturdy,https://github.com/sturdyfi/v2-aggregator,Custom,NOASSERTION,GPL-3.0,Approved,,X,X,https://retrolist.app/project/0x4b987d79912367ada6c3fa1bf6ad1daa6d164078f8c5efc8db2128b9231087a9,"Contracts submit were GNU AGPLv3, AGPL-3.0 and ISC. Github license is GNU Affero General Public License, contract code is AGPL-3.0 and MIT",,,
0xb6266f3d955040aa7583f2f346db87abe0649f545389af3cc8fe302aacfc850b,Splits,https://github.com/0xsplits/splits-vesting,Permissive,GPL-3.0,,Approved,,X,X,https://retrolist.app/project/0xb6266f3d955040aa7583f2f346db87abe0649f545389af3cc8fe302aacfc850b,Contract submit are GPL-3.0-or-later. Github license is GNU GENERAL PUBLIC LICENSE and contract code is GPL-3.0-or-later,,,
0x70a31809b59034a137b8ba57b092412879e779f0ea527f091776dca521edc7af,Sound.xyz,https://github.com/soundxyz/sound-protocol,Permissive,MIT,,Approved,,X,X,https://retrolist.app/project/0x70a31809b59034a137b8ba57b092412879e779f0ea527f091776dca521edc7af,Contracts submit were MIT. Github license is MIT contract code is MIT,,,
0x636ce56a00ff90ba0bbe96b4d581a09414da0d3ed44b71ae38b29b9be7ff20a6,Sonne Finance,https://github.com/sonne-finance/lending-protocol,Permissive,BSD-3-Clause,,Approved,,X,X,https://retrolist.app/project/0x636ce56a00ff90ba0bbe96b4d581a09414da0d3ed44b71ae38b29b9be7ff20a6,Contracts submit were BSD-3-Clause. Github license is BSD-3-Clause and contract code is BSD-3-Clause and GPL-3.0,,,
0x79159d9bd4981ce68651fb4d585fd5827215309e503f46209adb0ec438f71b30,Slice,https://github.com/slice-so/contracts-hooks,Permissive,GPL-3.0,,Approved,,X,X,https://retrolist.app/project/0x79159d9bd4981ce68651fb4d585fd5827215309e503f46209adb0ec438f71b30,"Contracts submit were MIT, Github license is  GNU GENERAL PUBLIC LICENSE contract code is a mix of AGPL-3.0-only, UNLICENSED and MIT",,,
0x62408999652f3bfa1be746d256bf5a4eb4719b993d40f07d2d60aaebee015018,Sequence,https://github.com/0xsequence/contracts-library,Custom,NOASSERTION,Apache-2.0,Approved,,X,X,https://retrolist.app/project/0x62408999652f3bfa1be746d256bf5a4eb4719b993d40f07d2d60aaebee015018,Contracts submit were Apache-2.0 Github license is Apache-2.0 and contract code is Apache-2.0,,,
0x278442aa60cfdfad09d58112baecb05486dde654b47db21fb3d2274a2639bd47,Scry Protocol,https://github.com/scryprotocol/contracts,Permissive,MIT,,Approved,,X,X,https://retrolist.app/project/0x278442aa60cfdfad09d58112baecb05486dde654b47db21fb3d2274a2639bd47,"Contracts submit are MIT and SCRY. Github license is MIT, contract code is a mix of MIT and SCRY",,,
0x482720e73e91229b5f7d5e2d80a54eb8a722309c26dba03355359788b18f4373,RubyScore,https://github.com/rubyscoreio/main_contracts,Permissive,MIT,,Approved,,X,X,https://retrolist.app/project/0x482720e73e91229b5f7d5e2d80a54eb8a722309c26dba03355359788b18f4373,Contracts submit were MIT. Github license is MIT contract code is MIT,,,
0x2b6c413a5b076f917ada28ac44b0995daee75f06678705d1eb75ff5da38bdd3b,RMRK,https://github.com/rmrk-team/evm,Permissive,Apache-2.0,,Approved,,X,X,https://retrolist.app/project/0x2b6c413a5b076f917ada28ac44b0995daee75f06678705d1eb75ff5da38bdd3b,"Contracts submit are MIT and Apache-2.0, Github license is Apache License contract code is Apache-2.0",,,
0x8016ec0d5302d0347a567897083883e11e112d7ed17319f88682213470a3ac49,Revert,https://github.com/revert-finance/compoundor,Permissive,MIT,,Approved,,X,X,https://retrolist.app/project/0x8016ec0d5302d0347a567897083883e11e112d7ed17319f88682213470a3ac49,Contracts submit were MIT. Github license is MIT contract code is MIT,,,
0xab1ddf597f6539acc5ad601c2a6d2899c0475cfd9cc3b837939b1084ba5d7a36,Reserve Protocol,https://github.com/reserve-protocol/protocol,Custom,NOASSERTION,Blue Oak,Approved,,X,X,https://retrolist.app/project/0xab1ddf597f6539acc5ad601c2a6d2899c0475cfd9cc3b837939b1084ba5d7a36,"Contracts submit are BlueOak-1.0.0, Github license is Blue Oak Model License and contract code is BlueOak-1.0.0",,,
0x892cf9449b4046f9b68efe6ffccfcd8df1322b1a9ffc65a2bbfe1207c4ceba8d,Pyth Network,https://github.com/pyth-network/pyth-crosschain,Custom,NOASSERTION,Apache-2.0,Approved,,X,X,https://retrolist.app/project/0x892cf9449b4046f9b68efe6ffccfcd8df1322b1a9ffc65a2bbfe1207c4ceba8d,"Contracts submit are MIT, Github license is Apache License and contract code is Apache 2",,,
0x8a0f263d8dca18ceca0615836a5401c9dd31c7141ee439cd7020b4907e0b6c2e,Poster,https://github.com/lenspost-labs/lenspost721,Permissive,GPL-3.0,,Approved,,X,None via retrolist.app,https://retrolist.app/project/0x8a0f263d8dca18ceca0615836a5401c9dd31c7141ee439cd7020b4907e0b6c2e,No contracts submit through application. Github license is GNU GENERAL PUBLIC LICENSE contract code is Apache-2.0,,,
0x45064f78302aeee0d4ea3667a39d3cffa25157b131aba8b1c0d9cfb7c085f87d,PoolTogether,https://github.com/generationsoftware/pt-v5-twab-delegator,Permissive,MIT,,Approved,,X,X,https://retrolist.app/project/0x45064f78302aeee0d4ea3667a39d3cffa25157b131aba8b1c0d9cfb7c085f87d,Contracts submit were MIT. Github license is MIT contract code is MIT,,,
0x4cf98b5dec7f0f51eb6b88ecb15639bafc7320bdc6e21ac443f4c58ebeb1245b,Perp V2 - Curie,https://github.com/perpetual-protocol/perp-curie-contract,Permissive,GPL-3.0,,Approved,,X,X,https://retrolist.app/project/0x4cf98b5dec7f0f51eb6b88ecb15639bafc7320bdc6e21ac443f4c58ebeb1245b,"Contracts submit were MIT. Github license is GNU GENERAL PUBLIC LICENSE contract code is GPL-3.0-or-later, GPL-2.0-or-later and MIT",,,
0xf900c29f3adf3153dbfbd974303e590850c0d2ced1966490c705290a63ffea1b,Overnight Finance,https://github.com/ovnstable/ovnstable-core,Permissive,MIT,,Approved,,X,X,https://retrolist.app/project/0xf900c29f3adf3153dbfbd974303e590850c0d2ced1966490c705290a63ffea1b,"Contracts submit are MIT. Github license is MIT and contrace code is a mix of MIT, GPL-2.0-or-later, Apache-2.0, agpl-3.0 and UNLICENSED",,,
0x52d9a9709aeb50c10afb0f67a35f1a538bc6897c9f45161d39c37fd566fbe19a,Orderly Network,https://github.com/orderlynetwork/contract-evm,Permissive,Apache-2.0,,Approved,,X,X,https://retrolist.app/project/0x52d9a9709aeb50c10afb0f67a35f1a538bc6897c9f45161d39c37fd566fbe19a,Contracts submit are MIT. Github license is  Apache License contract code is mix of Apache-2.0 and MIT,,,
0x66cce776ce6eaa99192120fc25b91ecc7b98e03210a08f0d3bfda82f542d3e1a,Opti.Domains,https://github.com/opti-domains/optidomains-ens-contracts,Permissive,MIT,,Approved,,X,X,https://retrolist.app/project/0x66cce776ce6eaa99192120fc25b91ecc7b98e03210a08f0d3bfda82f542d3e1a,"Contract submit are MIT. Github license is MIT, contract code is MIT",,,
0x24ff0fb2933e55b169a80d9bd35a00a7011795387717b27445ccdc0f8660d740,OpenOcean,https://github.com/openocean-finance/openoceanexchangev2,Permissive,MIT,,Approved,,X,X,https://retrolist.app/project/0x24ff0fb2933e55b169a80d9bd35a00a7011795387717b27445ccdc0f8660d740,Contracts submit are MIT. Github license is MIT and contrace code is MIT,,,
0xd5b4c54b12bf86f6eb67fec81032809a16ff1c4b4c7f0d5898fc86367db86ca6,ODOS,https://github.com/odos-xyz/odos-router-v2,Permissive,MIT,,Approved,,X,X,https://retrolist.app/project/0xd5b4c54b12bf86f6eb67fec81032809a16ff1c4b4c7f0d5898fc86367db86ca6,Contracts submit are MIT. Github license is MIT and contrace code is MIT,,,
0xfc54b4a9c537be25238cba3f05100b733aeee83a3eb3fdae60d651b3b913390c,Multicaller,https://github.com/vectorized/multicaller,Permissive,MIT,,Approved,,X,X,https://retrolist.app/project/0xfc54b4a9c537be25238cba3f05100b733aeee83a3eb3fdae60d651b3b913390c,Contract submit are MIT. Github license is MIT contract code is MIT,,,
0xf1d9b05abe0f41beab3e5f4b829afd9a7ba3679829d4be72c45e0d340f7bffaa,Multicall3,https://github.com/mds1/multicall,Permissive,MIT,,Approved,,X,X,https://retrolist.app/project/0xf1d9b05abe0f41beab3e5f4b829afd9a7ba3679829d4be72c45e0d340f7bffaa,Contract submit are MIT. Github license is MIT contract code is MIT,,,
0xd4f0252e6ac2408099cd40d213fb6f42e8fa129b446d6e8da55e673598ef14c0,Moonwell,https://github.com/moonwell-fi/moonwell-contracts-v2,Permissive,BSD-3-Clause,,Approved,,X,X,https://retrolist.app/project/0xd4f0252e6ac2408099cd40d213fb6f42e8fa129b446d6e8da55e673598ef14c0,"Contracts submit to this round are agpl-3.0, BSD-3-Clause, MIT Github license is BSD-3 contract code is GPL-3.0-or-later",,,
0x83dcff4c909bbcc0a141c180a7a282180e14dbc11f3de8d288932a6b017cb86a,ModeChat.xyz | Onchain Social on Mode,https://github.com/punk-domains-2/modechat-id-contracts,Permissive,GPL-3.0,,Approved,,X,X,https://retrolist.app/project/0x83dcff4c909bbcc0a141c180a7a282180e14dbc11f3de8d288932a6b017cb86a,Contract submit are GPL-3.0-or-later. Github license is  GNU GENERAL PUBLIC LICENSE contrace code is GPL-3.0 and Apache,,,
0x7fd77f963d3383d7aa4dd67652c6554ce6f0661aad01afdbeaef33c3e5957a69,Loot2,https://github.com/mcgingras/on-chain-6551,Permissive,MIT,,Approved,,X,None via retrolist.app,https://retrolist.app/project/0x7fd77f963d3383d7aa4dd67652c6554ce6f0661aad01afdbeaef33c3e5957a69,No contracts submit within the application GitHub license is MIT. Contract code is mix of UNLICENSED and MIT,,,
0x7747e26c3538f93bc67d9e13f343464996624e96fe549e3be484e848a1f61732,Lido Finance,https://github.com/lidofinance/lido-l2,Permissive,GPL-3.0,,Approved,,X,X,https://retrolist.app/project/0x7747e26c3538f93bc67d9e13f343464996624e96fe549e3be484e848a1f61732,Contract submit to this round is GPL-3.0. GitHub license is GNU GENERAL PUBLIC LICENSE and contrace code is GPL-3.0,,,
0x517eaa9c56951de89261f2d7830ea49aae92f2a903104a17d9c5c2edd4959806,LI.FI,https://github.com/lifinance/contracts,Permissive,MIT,,Approved,,X,X,https://retrolist.app/project/0x517eaa9c56951de89261f2d7830ea49aae92f2a903104a17d9c5c2edd4959806,"Contracts submit to this rounds are AGPL-3.0. GitHub license is MIT, contract code is UNLICENSED",,,
0x447b6819a0fa334f2429f86c022cf75ef3cad7e6e96078cb361ab961514b5125,Let's Get HAI,https://github.com/hai-on-op/scripts,Permissive,MIT,,Approved,,X,X,https://retrolist.app/project/0x447b6819a0fa334f2429f86c022cf75ef3cad7e6e96078cb361ab961514b5125,Contracts submit to this round are GPL-3.0. Github license is MIT and contract code is mix of GPL-3.0 and MIT,,,
0x91a4420e2fcc8311e97dad480f201a8ce221f2cd64c2de77280cbcc6ce193752,Layer3,https://github.com/layer3xyz/cubes,Permissive,Apache-2.0,,Approved,,X,X,https://retrolist.app/project/0x91a4420e2fcc8311e97dad480f201a8ce221f2cd64c2de77280cbcc6ce193752,Contracts submit to this round are MIt. Github license is Apache and contract code within GutHub is Apache and MIT,,,
0x8967594d2978692a35fea137ba640bb42f11cad907ca6b0bd01f3718fc4c7f5b,Hats Protocol,https://github.com/hats-protocol/hats-protocol,Permissive,AGPL-3.0,,Approved,,X,X,,"Contracts submit for this round are AGPL-3.0, MIT, UNLICENSED",https://optimistic.etherscan.io/address/0x64DB769cBC4de73a09BCA715604B27FA8704d3Eb#code https://optimistic.etherscan.io/address/0x050079a8fbFCE76818C62481BA015b89567D2d35#code https://basescan.org/address/0x050079a8fbFCE76818C62481BA015b89567D2d35#code,,
0xaf344305f30af57f984af95f7c8570fdfcf7520b55e605bb34095ba49f8a385a,Gloom,https://github.com/gloom-labs/contracts,Unspecified,MIT,,Approved,,X,X,https://retrolist.app/project/0xaf344305f30af57f984af95f7c8570fdfcf7520b55e605bb34095ba49f8a385a,Contracts submit for this round are MIT. Github and contracts are MIT.,,,
0xe434930e189c807b137ff0d8e2fa6a95eaa57dde574143a02ca0d7fb31a40bea,Giveth,https://github.com/giveth/bridge-contract,Permissive,GPL-3.0,,Approved,"Repo not considered, as not labeled to contain contract code",X,X,https://retrolist.app/project/0xe434930e189c807b137ff0d8e2fa6a95eaa57dde574143a02ca0d7fb31a40bea,"Contracts submit for this round at LGPL-3.0-only, GPL-3, MIT. ",,,
0x120cdd8e43ae1efbafdf02eda876e1952c05a52870c8d5a8f56d9ec0f79f586d,Gitcoin Passport,https://github.com/gitcoinco/eas-proxy,Permissive,AGPL-3.0,,Approved,,X,X,https://retrolist.app/project/0x120cdd8e43ae1efbafdf02eda876e1952c05a52870c8d5a8f56d9ec0f79f586d,The contract submit for this round is MIT. GitHub license is  GNU AFFERO GENERAL PUBLIC LICENSE and all contract code is GPL.,,,
0x6aa80764b6082947c3b2de86fe12804eb475b0afb719de50b9eed60b86f20535,Gitcoin,https://github.com/allo-protocol/allo-v2,Unspecified,GPL-3.0,,Approved,,X,X,https://retrolist.app/project/0x6aa80764b6082947c3b2de86fe12804eb475b0afb719de50b9eed60b86f20535,Contract submit to this round are MIT and  AGPL-3.0-only. GitHub licenses are GNU AFFERO GENERAL PUBLIC LICENSE and all contract code is GPL-3 or MIT,,,
0x20528d941017e017af28e86bd57bec2c7c5467e6ed952941502e04493a966cb3,Gamma,https://github.com/gammastrategies/hypervisor,Custom,NOASSERTION,GPL-3.0,Approved,Business source that changed to GPL ,X,X,https://retrolist.app/project/0x20528d941017e017af28e86bd57bec2c7c5467e6ed952941502e04493a966cb3,Contracts submit to this round are a mix of BUSL-1.1 and GPL-3. Github license is BUSL-1.1 changed to GPL.,,,
0xa88844cea135382e3484e39c3172033437121b35ca0bc8b10b9b8253984876b5,Ethereum Attestation Service (EAS),https://github.com/ethereum-attestation-service/eas-contracts,Permissive,MIT,,Approved,,X,None via retrolist.app,https://retrolist.app/project/0xa88844cea135382e3484e39c3172033437121b35ca0bc8b10b9b8253984876b5,"No contract addresses submit within the application. GitHub license is MIT, code is MIT",,,
0x54ff216c822bda60476028563e056b6aa5d48aeffa73173267cb988a340c5332,Drakula.app,https://github.com/showtime-xyz/creator-tokens,Permissive,MIT,,Approved,,X,X,https://retrolist.app/project/0x54ff216c822bda60476028563e056b6aa5d48aeffa73173267cb988a340c5332,"Contract submit for this round is MIT, GitHub license is MIT and code is MIT",,,
0xa03ec02831ddba6f92dee26ff03642e07aa6085c3c6e2b403119dde5566fa740,DappLearning ZK redpacket,https://github.com/dapp-learning-dao/official-website-smart-contract,Permissive,Apache-2.0,,Approved,,X,X,https://retrolist.app/project/0xa03ec02831ddba6f92dee26ff03642e07aa6085c3c6e2b403119dde5566fa740,"Contracts submit to this round are GPL-3.0 and MIT. GitHub license is Apache - contracts are mix of GPL-3.0, MIT or UNLICENSED",,,
0x31ad5901da0dd56bc4e1649645365b03443ac0712c72431bf6132b121b8b96eb,Daimo,https://github.com/daimo-eth/daimo,Permissive,GPL-3.0,,Approved,,X,X,https://retrolist.app/project/0x31ad5901da0dd56bc4e1649645365b03443ac0712c72431bf6132b121b8b96eb,"Contracts submit to this round at GPL-3.0-or-later or MIT. GitHub license is GNU GENERAL PUBLIC LICENSE, has a mix of GPL-3.0-or-later, MIT and UNLICENSED contracts",,,
0x8fa98773f72474172c2fe75fb7ad3ae2274edd1bc1635b77dd175259dbfde5bd,Copin.io,https://github.com/copin-protocol/onchain-copytrading,Permissive,MIT,,Approved,,X,X,https://retrolist.app/project/0x8fa98773f72474172c2fe75fb7ad3ae2274edd1bc1635b77dd175259dbfde5bd,Contracts submit to the round are MIT. GitHub license is MIT and contracts are a mix of MIT and GPL-3.0-or-later,,,
0x8c0d39ff0da67bf02e286f0d9e92da3470476333f185cc72c1db4923ace41901,Catalog Radio,https://github.com/catalogworks/catalog-cosign-contracts-public,Permissive,MIT,,Approved,,X,X,https://retrolist.app/project/0x8c0d39ff0da67bf02e286f0d9e92da3470476333f185cc72c1db4923ace41901,"Contract submit to this round is MIT, Github license is MIT, Github contracts are a mix of MIT, Apache 2.0 and UNLICENSED",,,
0x46cd8d30b17201a2c573336842ad0e4ee866eb51d885027efe9dff78bff1c086,Builder Protocol,https://github.com/ourzora/nouns-protocol,Permissive,MIT,,Approved,,X,X,https://retrolist.app/project/0x46cd8d30b17201a2c573336842ad0e4ee866eb51d885027efe9dff78bff1c086,"Contract submit is MIT, Github license is MIT, Github contracts are a mix of MIT and UNLICENSED",,,
0x5c4cbf1cf48fea0f82cfdf33b94f43910f3062b6cca1fbfe46d4ee7e1f5506d1,Boost,https://github.com/rabbitholegg/quest-protocol,Permissive,GPL-3.0,,Approved,,X,X,https://retrolist.app/project/0x5c4cbf1cf48fea0f82cfdf33b94f43910f3062b6cca1fbfe46d4ee7e1f5506d1,"Contracts submit to the round are MIT, Github license is GNU GENERAL PUBLIC LICENSE, but its a general description of what the license is, it doesnt say that the works within the repo are GPL. ",,,
0xe5c133e05956a3939b9a78f4ad5d0a897a027da60a7d5e1b6276a2266211f69f,BMX by Morphex,https://github.com/morphex-labs/morphex-contracts,Permissive,MIT,,Approved,,X,X,https://retrolist.app/project/0xe5c133e05956a3939b9a78f4ad5d0a897a027da60a7d5e1b6276a2266211f69f,"Contracts sub are MIT and AGPL-3.0, Github is MIT and all contracts are MIT or AGPL-3.0",,,
0x1c33980ce1d1290b5300719114dbe2cade0b820cb2b45321b715fd53d7abc8d2,Balancer,https://github.com/balancer/balancer-v2-monorepo,Permissive,GPL-3.0,,Approved,,X,X,https://retrolist.app/project/0x1c33980ce1d1290b5300719114dbe2cade0b820cb2b45321b715fd53d7abc8d2,"Contract submit for the round are GPL-3.0-or-later, all Github files are GPL-3.0-or-later or MIT",,,
0xa08c7ab7824d147d6cb87ffb4e86cec454a030d48b8c395bad6d64456be3d911,Aragon,https://github.com/aragon/osx,Permissive,AGPL-3.0,,Approved,,X,X,https://retrolist.app/project/0xa08c7ab7824d147d6cb87ffb4e86cec454a030d48b8c395bad6d64456be3d911,Contract & Github are both AGPL-3.0-or-later,,,
0x12d482385e2c26d37da1f30c513d66c1fa39e9ed4980a49a51b23caa7b2ce0bc,Alchemix,https://github.com/alchemix-finance/v2-foundry,Permissive,MIT,,Approved,,X,None via retrolist.app,https://retrolist.app/project/0x12d482385e2c26d37da1f30c513d66c1fa39e9ed4980a49a51b23caa7b2ce0bc,"No contracts in application. Github is a mix of GPL-3.0-or-later, MIT and UNILICENSED, but GitHub license is MIT",,,
0xb98778ca9ff41446e2bc304f7b5d27f0fa7c2bcd11df19e22d1352c06698a1f6,Account Abstraction - ERC-4337,https://github.com/eth-infinitism/account-abstraction,Permissive,GPL-3.0,,Approved,,X,X,https://retrolist.app/project/0xb98778ca9ff41446e2bc304f7b5d27f0fa7c2bcd11df19e22d1352c06698a1f6,Contracts and all Github contracts are GPL-3.0,,,
0x0fad18f37ecec4f4f4ca18e60c353eb11462363e8aa14562b5d96af54108d106,0x Protocol,https://github.com/0xproject/protocol,Custom,NOASSERTION,Apache-2.0,Approved,,X,None via retrolist.app,https://retrolist.app/project/0x0fad18f37ecec4f4f4ca18e60c353eb11462363e8aa14562b5d96af54108d106,"No contracts submit via application, contracts in Github are a mix of MIT and Apache-2.0, GitHub license is Apache",,,
0x79196c0af1a1f78fe5a009a4753c46d2271b17fc2836e1f6635822f8f4cb3b61,🏰 BuidlGuidl,https://github.com/scaffold-eth/se-2-challenges,Permissive,MIT,,Approved,,X,X,https://retrolist.app/project/0x79196c0af1a1f78fe5a009a4753c46d2271b17fc2836e1f6635822f8f4cb3b61,Contracts and all Githubs are MIT,,,
