application_id,project_name,url,license_check,license_spdx_id,Custom license check,Overall,Bagholder Comment,Check Repo,Check Contract Submission,Link to Retrolist.app ,Bix Comment,Contract with issue,Issue With OS Tag,
0x850df51e29f2846a5f085d88e6b6fc13fad51ad7161f8a825ed09d470668161a,Party.app + Party Protocol,https://github.com/partydao/party-protocol,Permissive,GPL-3.0,,Approved,,X,X,https://retrolist.app/project/0x850df51e29f2846a5f085d88e6b6fc13fad51ad7161f8a825ed09d470668161a,"Contracts submit to this round are GPL-3.0 or are not verified -12 of the Zora contracts are not verified. Github license is GNU GENERAL PUBLIC LICENSE. Contract code is a mix of MIT,  GPL-3.0 and Beta Software and Apache-2.0.... is Beta Software Opensource?",https://github.com/PartyDAO/party-protocol/blob/main/contracts/crowdfund/CollectionBatchBuyCrowdfund.sol https://github.com/PartyDAO/party-protocol/blob/main/contracts/crowdfund/RollingAuctionCrowdfund.sol,X,Github is counted
0x5bf4cb9356352d8d123d9925d213594088a16a5aacb407030a2b25de728217bd,Owlto Finance,https://github.com/owlto-finance/owlto,Permissive,GPL-3.0,,Approved,,X,X,https://retrolist.app/project/0x5bf4cb9356352d8d123d9925d213594088a16a5aacb407030a2b25de728217bd,None of the contracts submit to this round are verified. Github license is GNU GENERAL PUBLIC LICENSE there is only one contract thats MIT but the contracts from submission are not in the GitHub,https://basescan.org/address/0x26637c9fDbD5Ecdd76a9E21Db7ea533e1B0713b6#code https://basescan.org/address/0xb09F0b2C76bc7489091F8809bAFA4637cADa8625#code https://explorer.zora.energy/address/0xED2FC44DA32aDB8B57A19e289fc7D0b42d674294,X,"Github seems incomplete, problematic"
0xad43dc524ae73ce9398d0378c5ba9fa53c3394ac9e90f7b60df7b4a7d028f476,OptiChads NFT Community,https://github.com/distractionboy/optichads,Permissive,MIT,,Approved,,X,X,https://retrolist.app/project/0xad43dc524ae73ce9398d0378c5ba9fa53c3394ac9e90f7b60df7b4a7d028f476,"Contracts submit are MIT or unverified. Github license is MIT, I dont see any .sol contracts in the repo",https://basescan.org/address/0x9F52a49ED049106682B19e914A90a88E9170B8D3,X,Is already rejected
0x37c2292c6316d1f9b796c3eeac2049e38f31eb3dee37db0e7987854de1b001d0,NFT HOOK,https://github.com/nfthook/nft-hook-dapp,Permissive,MIT,,Approved,,X,X,https://retrolist.app/project/0x37c2292c6316d1f9b796c3eeac2049e38f31eb3dee37db0e7987854de1b001d0,Contracts submit are MIT or not verified. Github license is MIT contract code is MIT.,https://explorer.zora.energy/address/0x53cb0B849491590CaB2cc44AF8c20e68e21fc36D https://explorer.zora.energy/address/0x186841b63Ff49D94C83F09441976caC2ac14264E,X,Github is counted
0x15b210abdc6acfd99e60255792b2b78714f4e8c92c4c5e91b898d48d046212a4,MiniBridge,https://github.com/defieye/mini-bridge,Permissive,GPL-3.0,,Approved,,X,X,https://retrolist.app/project/0xf5620f27ed4f175969211c6c127e6aa718664ebcff813c1d4fcf5b7216bbf65f,Contract submit to this round are MIT and one that is not verified (different address then others). Github license is GNU GENERAL PUBLIC LICENSE contract code is MIT,https://explorer.zora.energy/address/0x257312be423cEB2D43683f44b101dC10dfEe3e22?tab=contract,X,No issue
0x6c4b5386ddf396c088d3a96a65fb8a928a2a9edeb6eeb46ec6179acb5eaa23fe,Metronome,https://github.com/autonomoussoftware/metronome-synth-public,Permissive,MIT,,Approved,,X,X,https://retrolist.app/project/0x6c4b5386ddf396c088d3a96a65fb8a928a2a9edeb6eeb46ec6179acb5eaa23fe,"Contracts submit to this round are MIT. Github license is MIT, contrace code is MIT and BUSL-1.1. MIT license.md can not override BUSL-1.1",https://github.com/autonomoussoftware/metronome-synth-public/blob/main/contracts/dependencies/%40layerzerolabs/solidity-examples/libraries/LzLib.sol https://github.com/autonomoussoftware/metronome-synth-public/blob/main/contracts/dependencies/stargate-protocol/LPTokenERC20.sol https://github.com/autonomoussoftware/metronome-synth-public/blob/main/contracts/dependencies/stargate-protocol/Pool.sol,X,Issue
0xd765664dd27255f1ba341fbb3375439a57fb6a92313df2f7af7856233f415ed7,Linkdrop,https://github.com/linkdrophq/linkdrop-p2p-contracts,Permissive,GPL-3.0,,Approved,,X,X,https://retrolist.app/project/0xd765664dd27255f1ba341fbb3375439a57fb6a92313df2f7af7856233f415ed7,Contracts submit to this round are GPL-3.0 and UNLICENSED. GitHub license is GNU GENERAL PUBLIC LICENSE,https://basescan.org/address/0x88d51990A3B962f975846F3688e36D2A1fc611f1#code,X,No issue
0xe20f59eb1c8f9cb72e07b8d0f067bac997614fd6db06d8c031c5c9235f760dcc,L2Pass,https://github.com/l2pass/contracts,Permissive,MIT,,Approved,,X,X,https://retrolist.app/project/0xe20f59eb1c8f9cb72e07b8d0f067bac997614fd6db06d8c031c5c9235f760dcc,"out of 9 contracts submit only 1 of them is MIT, 5 of them are  BUSL-1.1, and 3 contracts are not verified. GitHub license is MIT, contract code is mix of BUSL-1.1 and MIT. MIT license.md does not overright BUSL-1.1 code",https://optimistic.etherscan.io/address/0x222228060E7Efbb1D78BB5D454581910e3922222#code https://basescan.org/address/0x0000049F63Ef0D60aBE49fdD8BEbfa5a68822222#code https://basescan.org/address/0x222228060E7Efbb1D78BB5D454581910e3922222#code,X,Issue
0x945e356d400d37b4cd548ca3b53d4ee41a075c8b4befd0b8589947b6d8721ad4,Kwenta,https://github.com/kwenta/synthswap,Permissive,GPL-3.0,,Approved,,X,X,https://retrolist.app/project/0x945e356d400d37b4cd548ca3b53d4ee41a075c8b4befd0b8589947b6d8721ad4,"Contracts submit to this round are GPL-3.0-or-later, MIT and UNLICENSED. ",https://optimistic.etherscan.io/address/0x195f6F7ca2268e1DEC03352786C350Eb61aBa307#code https://optimistic.etherscan.io/address/0x6Fd879830D9b1EE5d4f9ef12f8D5deE916bebD0b#code https://optimistic.etherscan.io/address/0xD301BCC5D3229A0a6400F1030c382A5d503931E1#code https://optimistic.etherscan.io/address/0x1964cF9d0c5c268DcF5a5d37F13600483237f6F5#code,X,Github is counted
0xa47182d330bd0c5c69b1418462f3f742099138f09bff057189cdd19676a6acd1,Hyperlane,https://github.com/hyperlane-xyz/hyperlane-monorepo,Custom,NOASSERTION,Apache-2.0,Approved,,X,X,https://retrolist.app/project/0xa47182d330bd0c5c69b1418462f3f742099138f09bff057189cdd19676a6acd1,"Contract submit are Apache, Unverified, and MIT. GitHub license is Apache, contracts within GitHub are Apache, MIT and BUSL-1.1",https://basescan.org/address/0xeA87ae93Fa0019a82A727bfd3eBd1cFCa8f64f1D#code https://github.com/hyperlane-xyz/hyperlane-monorepo/blob/main/solidity/contracts/avs/ECDSAServiceManagerBase.sol ,X,Issue
0x1a6ff49fed19e164fd6b39f668f391cfc7fc493906e942c74997aacee91be632,Holograph Foundation,https://github.com/holographxyz/holograph-protocol,Permissive,MIT,,Approved,,X,X,https://retrolist.app/project/0x32c11a30a752ad93d1d583c2b2cb0bae88fcfffc995bad594ab5670e4a0fe59e,Contracts submit to this round are UNLICENSED....but within the same contract they also use Limited Public License which is semi-permissive (considered open source) - I would say it falls under mixed license // also all 4 Zora contracts are partial matches for verified contracts ,https://optimistic.etherscan.io/address/0x1Ed99DFE7462763eaF6925271D7Cb2232a61854C#code https://explorer.zora.energy/address/0x1Ed99DFE7462763eaF6925271D7Cb2232a61854C?tab=contract https://optimistic.etherscan.io/address/0x8D5b1b160D33ce8B6CAFE2674A81916D33C6Ff0B#code https://explorer.zora.energy/address/0x8D5b1b160D33ce8B6CAFE2674A81916D33C6Ff0B?tab=contract https://optimistic.etherscan.io/address/0xE1dD53589c001982d06247E1259DCC366b8DdB1B#code https://explorer.zora.energy/address/0xE1dD53589c001982d06247E1259DCC366b8DdB1B?tab=contract https://optimistic.etherscan.io/address/0xf3dDf3Dc6ebB5c5Dc878c7A0c8B2C5e051c37594#code https://explorer.zora.energy/address/0xf3dDf3Dc6ebB5c5Dc878c7A0c8B2C5e051c37594?tab=contract https://basescan.org/address/0x1Ed99DFE7462763eaF6925271D7Cb2232a61854C#code https://basescan.org/address/0x8D5b1b160D33ce8B6CAFE2674A81916D33C6Ff0B https://basescan.org/address/0xE1dD53589c001982d06247E1259DCC366b8DdB1B https://basescan.org/address/0xf3dDf3Dc6ebB5c5Dc878c7A0c8B2C5e051c37594 ,X,Issue
0x41cf185bd4ee6592c65edcb7360e2e56e069fe50ea4adeb7aaee243f7a515c92,Harvest Finance,https://github.com/harvestfi/harvest-strategy-base,Custom,NOASSERTION,MIT,Approved,,X,X,,9 out of the 11 contracts submit to this round are UNLICENSED. No license stated in the license.md just general rules. Majority of contracts in the GitHub are UNLICENSED and 1 BUSL-1.1,https://basescan.org/address/0x4c60e50173A6Bb05Fa4A8BF32fD4EA7e0975D2D8#code https://basescan.org/address/0x90188FEd247002e81dAC2Bc74f547C5e4f703c5D#code https://basescan.org/address/0xF90FF0F7c8Db52bF1bF869F74226eAD125EFa745#code https://basescan.org/address/0x11cb7edA79C3B5f55B2BB501EB0Cf2d605259cf3#code https://basescan.org/address/0x9c0F3393e3c0df870F7B1878bc9a5D313665a891#code https://basescan.org/address/0x68B2FC1566f411C1Af8fF5bFDA3dD4F3F3e59D03#code https://basescan.org/address/0x583f12edCcb5F1e27e5F493006B6D18FeD7Fce77#code https://basescan.org/address/0x98E03c6Ed7374F1e58FF022f1D2D8239526E13F9#code https://basescan.org/address/0xCD719739C3Ece8b576D649BE97195aD03e676a2c#code https://github.com/harvestfi/harvest-strategy-base/blob/master/contracts/base/interface/aerodrome/IPool.sol ,X,Issue
0xa2a580dae44336df1cbcb7a5303880f393068fb96116e10e180e10f5745dccd4,fxhash,https://github.com/fxhash/fxhash-evm-core,Permissive,MIT,,Approved,,X,X,https://retrolist.app/project/0xa2a580dae44336df1cbcb7a5303880f393068fb96116e10e180e10f5745dccd4,All contracts submit for this round are MIT besides 1 UNLICENSED. Github license MIT all contract code MIT,https://basescan.org/address/0x070e5A608705aC4954eec054f9074eEe49bDcbfF#code,X,No issue
0x182f5a5c04ccdc4739ee9f362af72d7a0f55d6b410cc9dc2b52dc7f99f06f3f9,far.quest - Farcaster Super App,https://github.com/wieldlabs/contracts,Permissive,AGPL-3.0,,Approved,,X,X,https://retrolist.app/project/0x182f5a5c04ccdc4739ee9f362af72d7a0f55d6b410cc9dc2b52dc7f99f06f3f9,Contracts submit were 2 UNLICENSED and 1 MIT. Github License is GNU AFFERO GENERAL PUBLIC LICENSE and all contracts within are AGPL-3.0-or-later,https://optimistic.etherscan.io/address/0x8Db531fE6BEa7b474c7735879e9A1000E819Bd1D#code https://optimistic.etherscan.io/address/0xf2A541B200ce09591fCE7F9B7eC4a2C12fFc3824#code,X,No issue
0x512f97f1de28ad530f752d53bf4f56ed16d34a3121f0512cd5a0485c2074b312,Extra Finance,https://github.com/extrafi/extra-contracts,Permissive,MIT,,Approved,,X,X,https://retrolist.app/project/0x512f97f1de28ad530f752d53bf4f56ed16d34a3121f0512cd5a0485c2074b312,Contracts submit for this round are gpl-3.0 but 2/4 contain unverified libraries. GitHub license is MIT and contracts within are MIT ,https://optimistic.etherscan.io/address/0xBB505c54D71E9e599cB8435b4F0cEEc05fC71cbD#code https://basescan.org/address/0xBB505c54D71E9e599cB8435b4F0cEEc05fC71cbD#code,X,No issue
0x753735dcf81ae3bd485765a433f7d9fd93f704bc8713d873b4cacfbbec060c0d,Ethos Reserve,https://github.com/byte-masons/ethos-v2-contracts,Permissive,GPL-3.0,,Approved,,X,X,https://retrolist.app/project/0x753735dcf81ae3bd485765a433f7d9fd93f704bc8713d873b4cacfbbec060c0d,All of the contracts submit to this round are BUSL-1.1 with 1 unverified contract. The GitHub license is GNU GENERAL PUBLIC LICENSE that was added 2 months ago.... Every single contract in the repo is BUSL-1.1,https://github.com/Byte-Masons/Ethos-V2-contracts/tree/master/contracts/contracts/Dependencies https://github.com/Byte-Masons/Ethos-V2-contracts/tree/master/contracts/contracts/Interfaces https://github.com/Byte-Masons/Ethos-V2-contracts/tree/master/contracts/contracts/LQTY https://github.com/Byte-Masons/Ethos-V2-contracts/tree/master/contracts/contracts/Proxy https://github.com/Byte-Masons/Ethos-V2-contracts/tree/master/contracts/contracts/TestContracts,X,Issue
0x46b434953909491a2555ccb9cdaee3417765721a33a302a470b25aa6926cae61,Crowdmuse,https://github.com/crowdmuse/contracts,Permissive,MIT,,Approved,,X,X,https://retrolist.app/project/0x46b434953909491a2555ccb9cdaee3417765721a33a302a470b25aa6926cae61,Contracts submit to this round are MIT and one in unverified. GitHub license is MIT and contract is MIT (only one in GitHub),https://explorer.zora.energy/address/0x4698fd9e546ECa547244EA893e388E7B30655b71,X,No issue
0x8809b8e6597cfc24a10313db53a1e7b102790160cb803bc47e07848b14fd0b5e,Coordinape,https://github.com/coordinape/coordinape-protocol,Permissive,MIT,,Approved,,X,X,https://retrolist.app/project/0x8809b8e6597cfc24a10313db53a1e7b102790160cb803bc47e07848b14fd0b5e ,"2 contracts submit to the round - 1 is MIT and 1 has no license (none). GitHub license is MIT, all contracts are AGPL-3.0-only, MIT and 1 UNLICENSED",https://optimistic.etherscan.io/address/0x7154cA7E4C756E06151aefA2D765404950FA0EE1#code ,X,No issue
0x5316b19c17eba417d70b924baa6a1c467b14069968424d14fcf1409f2a308873,Bored Town,https://github.com/bored-town/contracts,Permissive,MIT,,Approved,,X,X,https://retrolist.app/project/0x5316b19c17eba417d70b924baa6a1c467b14069968424d14fcf1409f2a308873,Mode contract has a partial match for verification and no license. Github has MIT license and MIT contracts which include a different project,https://explorer.mode.network/address/0xc14F462E63f36D9bE62b2Fbb7595E844d3bc18Ee?tab=contract,X,Issue
0xc0901c8f9503f0bf91a1cca0c6c90e55af8719cc2237fb4a0bf0770b307cbd11,Basepaint,https://github.com/basepaint/basepaint-contracts,Permissive,MIT,,Approved,,X,X,https://retrolist.app/project/0xc0901c8f9503f0bf91a1cca0c6c90e55af8719cc2237fb4a0bf0770b307cbd11,"3 of the 4 contract submit to the round are UNLICENSED. Github license and contracts are MIT, but I do not see the contracts from the application in the GitHub",https://basescan.org/address/0xE6249eAfdC9C8a809fE28a5213120B1860f9a75f https://basescan.org/address/0xBa5e05cb26b78eDa3A2f8e3b3814726305dcAc83#code https://basescan.org/address/0xD68fe5b53e7E1AbeB5A4d0A6660667791f39263a,X,Issue
0x32a687fa8ed3dc2679b9be5653dc7b0765a5099064501ad183d2d8a1509f4871,Aura Finance,https://github.com/aurafinance/aura-contracts,Permissive,MIT,,Approved,,X,X,https://retrolist.app/project/0x32a687fa8ed3dc2679b9be5653dc7b0765a5099064501ad183d2d8a1509f4871,Contracts submit for the round are MIT but Github contains 1 UNLICENSED and 1 BUSL-1.1. GitHub license is MIT but I do not believe that overrides the BUSL-1.1,https://github.com/aurafinance/aura-contracts/blob/main/contracts/layerzero/mocks/LZEndpointMock.sol,X,Issue
0x3061b642db56c507e265f03029735b0413a613bda43456a31e78128baeb18754,Aave,https://github.com/aave/aave-v3-core,Permissive,MIT,,Approved,BSL with change date that has already taken place,X,None via retrolist.app,https://retrolist.app/project/0x3061b642db56c507e265f03029735b0413a613bda43456a31e78128baeb18754,"No contracts submit via application, Github is a mix of AGPL-3.0, MIT and BUSL-1.1... my question is does the general license on the Github only cover protocol contracts - verbiage Licensed Work: Aave V3 Core. The Licensed Work is (c) 2022 Aave? If so, then other BUSL contracts remain not open source",https://github.com/aave/aave-v3-core/blob/master/contracts/deployments/ReservesSetupHelper.sol https://github.com/aave/aave-v3-core/blob/master/contracts/misc/AaveOracle.sol https://github.com/aave/aave-v3-core/blob/master/contracts/misc/AaveProtocolDataProvider.sol https://github.com/aave/aave-v3-core/blob/master/contracts/misc/L2Encoder.sol https://github.com/aave/aave-v3-core/blob/master/contracts/misc/ZeroReserveInterestRateStrategy.sol https://github.com/aave/aave-v3-core/blob/master/contracts/mocks/flashloan/MockFlashLoanReceiver.sol https://github.com/aave/aave-v3-core/blob/master/contracts/mocks/flashloan/MockSimpleFlashLoanReceiver.sol https://github.com/aave/aave-v3-core/blob/master/contracts/mocks/helpers/MockIncentivesController.sol https://github.com/aave/aave-v3-core/blob/master/contracts/mocks/helpers/MockL2Pool.sol https://github.com/aave/aave-v3-core/blob/master/contracts/mocks/helpers/MockPeripheryContract.sol https://github.com/aave/aave-v3-core/blob/master/contracts/mocks/helpers/MockPool.sol https://github.com/aave/aave-v3-core/blob/master/contracts/mocks/helpers/MockReserveConfiguration.sol https://github.com/aave/aave-v3-core/blob/master/contracts/mocks/helpers/SelfDestructTransfer.sol https://github.com/aave/aave-v3-core/blob/master/contracts/mocks/oracle/CLAggregators/MockAggregator.sol https://github.com/aave/aave-v3-core/blob/master/contracts/mocks/oracle/PriceOracle.sol https://github.com/aave/aave-v3-core/blob/master/contracts/mocks/oracle/SequencerOracle.sol https://github.com/aave/aave-v3-core/blob/master/contracts/mocks/tests/FlashloanAttacker.sol https://github.com/aave/aave-v3-core/blob/master/contracts/mocks/tests/MockReserveInterestRateStrategy.sol https://github.com/aave/aave-v3-core/blob/master/contracts/mocks/tests/WadRayMathWrapper.sol https://github.com/aave/aave-v3-core/blob/master/contracts/mocks/tokens/MintableDelegationERC20.sol https://github.com/aave/aave-v3-core/blob/master/contracts/mocks/tokens/MintableERC20.sol https://github.com/aave/aave-v3-core/blob/master/contracts/mocks/tokens/MockATokenRepayment.sol https://github.com/aave/aave-v3-core/blob/master/contracts/mocks/tokens/WETH9Mocked.sol https://github.com/aave/aave-v3-core/blob/master/contracts/mocks/upgradeability/MockAToken.sol https://github.com/aave/aave-v3-core/blob/master/contracts/mocks/upgradeability/MockInitializableImplementation.sol https://github.com/aave/aave-v3-core/blob/master/contracts/mocks/upgradeability/MockStableDebtToken.sol https://github.com/aave/aave-v3-core/blob/master/contracts/mocks/upgradeability/MockVariableDebtToken.sol https://github.com/aave/aave-v3-,X,"Same as Uniswap, the team likely forgot to update the individual file licenses, there are lots of AAVE forks https://defillama.com/forks/AAVE%20V3"
0x5614d129eba060ce7d224e8e8f9f29aeddfdb572b0dd45edc81f18f5307bc01a,/send,https://github.com/0xsend/sendapp,Permissive,GPL-3.0,,Approved,,X,X,https://retrolist.app/project/0x5614d129eba060ce7d224e8e8f9f29aeddfdb572b0dd45edc81f18f5307bc01a,"1 of the 2 contracts they submit is UNLICENSED which defaults to copyright with creator, not open source. Cant find contraxts in the Github appears to just be for the dApp and is labeled GNU GENERAL PUBLIC LICENSE",https://basescan.org/address/0x614F5273FdB63C1E1972fe1457Ce77DF1Ca440A6,X,Issue
0x9102357674825ed224734387fbefbf41c16fe5d9764c2f7f3e897ad3325d3990,Zora,https://github.com/ourzora/zora-protocol,Permissive,MIT,,Approved,,X,X,https://retrolist.app/project/0x9102357674825ed224734387fbefbf41c16fe5d9764c2f7f3e897ad3325d3990,Contacts submit were MIT. Github license is MIT contract code is MIT.,,,
0x941cd8e246098a5392e47379f6353f6e37c769b022546b640aa5c6c78f91119e,ZKP2P,https://github.com/zkp2p/zk-p2p,Permissive,MIT,,Approved,,X,X,https://retrolist.app/project/0x941cd8e246098a5392e47379f6353f6e37c769b022546b640aa5c6c78f91119e,Contacts submit were MIT. Github license is MIT contract code is a mix of MIT and Apache,,,
0xf7669f10edbb4ca465f6a6b5ec7e90521a0011e8b3233c43e3cd0dd22633d67f,Zeronym,https://github.com/holonym-foundation/holonym-relayer,Unspecified,,,Approved,"No contracts, so not considered",X,X,https://optimistic.etherscan.io/address/0xA40C8AAF7F47B18c1eDdBe7855b580f828eD9711#code,"Contracts submit were MIT, there was not a license in the GitHub",,,
0x000c2ce4773defb3010a58d3800d0ec9d432189c574ba26d3103f1db44a5af6d,WOOFi,https://github.com/woonetwork/woostakingv2,Permissive,MIT,,Approved,,X,X,https://retrolist.app/project/0x000c2ce4773defb3010a58d3800d0ec9d432189c574ba26d3103f1db44a5af6d,"Contracts submit were MIT. Github license is MIT, contract code is a mix of MIT and UNLICENSED",,,
0xfa434705204825a48e5f4a8dd34e548cc54988c592c2aaae54faf8da0a139ffd,Vesper Finance,https://github.com/vesperfi/vesper-contracts,Permissive,MIT,,Approved,,X,X,https://retrolist.app/project/0xfa434705204825a48e5f4a8dd34e548cc54988c592c2aaae54faf8da0a139ffd,Contracts submit were MIT. Github license is MIT contract code is MIT,,,
