date,forecasted_Transaction Count,forecasted_Active Users,forecasted_Unique Users,forecasted_Total Transferred,forecasted_TVL,forecasted_TVL_opchain
2024-09-01 00:00:00,0.0,0.0,0.0,0.0,107601714.88189238,121027215.64611156
2024-09-02 00:00:00,0.0,0.0,0.0,0.0,103183723.37278478,118142688.7667812
2024-09-03 00:00:00,0.0,0.0,0.0,0.0,107428621.52600051,124567376.76239246
2024-09-04 00:00:00,0.0,0.0,0.0,0.0,112843115.13365632,129792395.60084932
2024-09-05 00:00:00,0.0,0.0,0.0,0.0,112371086.49761283,130803710.0118986
2024-09-06 00:00:00,0.0,0.0,0.0,0.0,108631769.33404018,125327908.82161336
2024-09-07 00:00:00,0.0,0.0,0.0,0.0,101493330.19660407,120038918.00684915
2024-09-08 00:00:00,0.0,0.0,0.0,0.0,100552421.85486811,104799017.8961905
2024-09-09 00:00:00,0.0,0.0,0.0,0.0,108871257.09586954,131743491.18266796
2024-09-10 00:00:00,0.0,0.0,0.0,0.0,111615631.11970404,128525095.98981383
2024-09-11 00:00:00,0.0,0.0,0.0,0.0,105428768.25070176,134588606.4679915
2024-09-12 00:00:00,0.0,0.0,0.0,0.0,107124303.29499154,130401760.45753103
2024-09-13 00:00:00,0.0,0.0,0.0,0.0,112243926.29117092,135468206.95367545
2024-09-14 00:00:00,0.0,0.0,0.0,0.0,107868464.11972456,136689641.8617607
2024-09-15 00:00:00,0.0,0.0,0.0,0.0,100790053.12940952,119943042.58902736
2024-09-16 00:00:00,0.0,0.0,0.0,0.0,98318988.68056202,123039245.43386208
2024-09-17 00:00:00,0.0,0.0,0.0,0.0,101665627.21012728,130276110.1356385
2024-09-18 00:00:00,0.0,0.0,0.0,0.0,102632557.09529534,147079750.6622612
2024-09-19 00:00:00,0.0,0.0,0.0,0.0,109429937.4369918,131732417.77820782
2024-09-20 00:00:00,0.0,0.0,0.0,0.0,113436104.13219886,125017100.72949292
2024-09-21 00:00:00,0.0,0.0,0.0,0.0,102931394.40690172,133057375.90074249
2024-09-22 00:00:00,0.0,0.0,0.0,0.0,91719355.63094392,144871745.70186234
2024-09-23 00:00:00,0.0,0.0,0.0,0.0,103364867.17461112,137762633.09693304
2024-09-24 00:00:00,0.0,0.0,0.0,0.0,103865348.3872798,143876326.89187172
2024-09-25 00:00:00,0.0,0.0,0.0,0.0,95683667.40242171,150722177.67630568
2024-09-26 00:00:00,0.0,0.0,0.0,0.0,110909927.81716448,144630820.31623667
2024-09-27 00:00:00,0.0,0.0,0.0,0.0,100710326.34716558,138732706.12792233
2024-09-28 00:00:00,0.0,0.0,0.0,0.0,101496391.71224098,149555480.3328291
2024-09-29 00:00:00,0.0,0.0,0.0,0.0,100368585.47222853,153032460.5497582
2024-09-30 00:00:00,0.0,0.0,0.0,0.0,98729646.69342884,136263587.67384464
2024-10-01 00:00:00,0.0,0.0,0.0,0.0,96531880.37832816,153772571.56211808
2024-10-02 00:00:00,0.0,0.0,0.0,0.0,88880303.62088299,139352397.90238902
2024-10-03 00:00:00,0.0,0.0,0.0,0.0,101744764.5499274,128607424.76105297
2024-10-04 00:00:00,0.0,0.0,0.0,0.0,96399532.2185503,135081806.89583108
2024-10-05 00:00:00,0.0,0.0,0.0,0.0,101397180.02266586,129853142.25945142
2024-10-06 00:00:00,0.0,0.0,0.0,0.0,98962651.97115356,145480867.1872828
2024-10-07 00:00:00,0.0,0.0,0.0,0.0,91216003.0815624,150602179.2997752
2024-10-08 00:00:00,0.0,0.0,0.0,0.0,96164622.53165416,143367167.8666914
2024-10-09 00:00:00,0.0,0.0,0.0,0.0,94347970.8377878,147654478.82744706
2024-10-10 00:00:00,0.0,0.0,0.0,0.0,95324129.10704252,138712569.15999675
2024-10-11 00:00:00,0.0,0.0,0.0,0.0,97920403.26468858,130880241.19465958
2024-10-12 00:00:00,0.0,0.0,0.0,0.0,92885315.4543621,135363609.7955836
2024-10-13 00:00:00,0.0,0.0,0.0,0.0,95109069.44177364,143351317.7089159
2024-10-14 00:00:00,0.0,0.0,0.0,0.0,84686837.47737037,148218040.35523432
2024-10-15 00:00:00,0.0,0.0,0.0,0.0,87831400.05106981,144952711.3706172
2024-10-16 00:00:00,0.0,0.0,0.0,0.0,90421356.60401374,142514094.32923886
2024-10-17 00:00:00,0.0,0.0,0.0,0.0,83498708.11442272,124116755.24170496
2024-10-18 00:00:00,0.0,0.0,0.0,0.0,89557950.37663405,131895672.5716884
2024-10-19 00:00:00,0.0,0.0,0.0,0.0,91070526.2162181,145983657.97483936
2024-10-20 00:00:00,0.0,0.0,0.0,0.0,83271929.29758199,141482835.98031282
2024-10-21 00:00:00,0.0,0.0,0.0,0.0,91253878.47287868,141669447.5274343
2024-10-22 00:00:00,0.0,0.0,0.0,0.0,93354703.28487857,148062006.22392768
2024-10-23 00:00:00,0.0,0.0,0.0,0.0,83950809.68593176,146064184.28462306
2024-10-24 00:00:00,0.0,0.0,0.0,0.0,94264831.1208495,151101584.15406927
2024-10-25 00:00:00,0.0,0.0,0.0,0.0,82031533.49018866,154805718.45426363
2024-10-26 00:00:00,0.0,0.0,0.0,0.0,91505558.07737188,133972078.4590486
2024-10-27 00:00:00,0.0,0.0,0.0,0.0,89713558.1009844,148071164.65443772
2024-10-28 00:00:00,0.0,0.0,0.0,0.0,87051842.90675633,138767056.9968182
2024-10-29 00:00:00,0.0,0.0,0.0,0.0,85251121.29955685,139111935.41466016
2024-10-30 00:00:00,0.0,0.0,0.0,0.0,88594698.19712153,145913088.1037333
2024-10-31 00:00:00,0.0,0.0,0.0,0.0,90359460.1059461,148043642.60630766
2024-11-01 00:00:00,0.0,0.0,0.0,0.0,93764983.37525168,135689538.03750736
2024-11-02 00:00:00,0.0,0.0,0.0,0.0,87724174.21254799,152386189.5801425
2024-11-03 00:00:00,0.0,0.0,0.0,0.0,84250907.2270651,146023000.08137324
2024-11-04 00:00:00,0.0,0.0,0.0,0.0,89243638.68917513,129222830.77762876
2024-11-05 00:00:00,0.0,0.0,0.0,0.0,84403229.62606356,131648707.58818723
2024-11-06 00:00:00,0.0,0.0,0.0,0.0,93359020.12377046,140741821.77963933
2024-11-07 00:00:00,0.0,0.0,0.0,0.0,85713000.88468774,142398008.23716578
2024-11-08 00:00:00,0.0,0.0,0.0,0.0,84497268.8734279,151807324.12596333
2024-11-09 00:00:00,0.0,0.0,0.0,0.0,87569417.29627937,160997334.65172067
2024-11-10 00:00:00,0.0,0.0,0.0,0.0,80306487.46362092,154858787.16294926
2024-11-11 00:00:00,0.0,0.0,0.0,0.0,83581852.82061276,164776177.00565654
2024-11-12 00:00:00,0.0,0.0,0.0,0.0,78458435.97527191,158313321.53638205
2024-11-13 00:00:00,0.0,0.0,0.0,0.0,84488035.5380062,169147630.6549707
2024-11-14 00:00:00,0.0,0.0,0.0,0.0,78668506.82764189,151952658.82331777
2024-11-15 00:00:00,0.0,0.0,0.0,0.0,81946705.08732225,162775056.1033609
2024-11-16 00:00:00,0.0,0.0,0.0,0.0,79606074.32470292,175360381.1674871
2024-11-17 00:00:00,0.0,0.0,0.0,0.0,80223475.65626809,145704976.01408094
2024-11-18 00:00:00,0.0,0.0,0.0,0.0,82637777.87361525,164733311.98613292
2024-11-19 00:00:00,0.0,0.0,0.0,0.0,81625588.64145492,151617790.6244174
2024-11-20 00:00:00,0.0,0.0,0.0,0.0,78193803.69649789,154672310.86422145
2024-11-21 00:00:00,0.0,0.0,0.0,0.0,77110731.804652,146831034.541038
2024-11-22 00:00:00,0.0,0.0,0.0,0.0,79018591.6842574,149755365.44567794
2024-11-23 00:00:00,0.0,0.0,0.0,0.0,77343856.90118681,165702225.6568359
2024-11-24 00:00:00,0.0,0.0,0.0,0.0,84226857.98670697,170175038.35876858
2024-11-25 00:00:00,0.0,0.0,0.0,0.0,72818703.31900184,171821849.88160875
2024-11-26 00:00:00,0.0,0.0,0.0,0.0,85541445.9976432,171911250.90524283
2024-11-27 00:00:00,0.0,0.0,0.0,0.0,80150520.41182326,161884138.75064132
2024-11-28 00:00:00,0.0,0.0,0.0,0.0,82102601.67188567,166903905.3661437
2024-11-29 00:00:00,0.0,0.0,0.0,0.0,75255844.28126658,167695545.70396
2024-11-30 00:00:00,0.0,0.0,0.0,0.0,75751090.18493979,171862054.04447106
2024-12-01 00:00:00,0.0,0.0,0.0,0.0,74144092.24164462,158592257.62937972
2024-12-02 00:00:00,0.0,0.0,0.0,0.0,75349269.31193683,176919547.24535426
2024-12-03 00:00:00,0.0,0.0,0.0,0.0,75616278.1894015,164197901.43587708
2024-12-04 00:00:00,0.0,0.0,0.0,0.0,76806090.10941511,179937325.9239144
2024-12-05 00:00:00,0.0,0.0,0.0,0.0,79627859.62105,184902758.97330412
2024-12-06 00:00:00,0.0,0.0,0.0,0.0,73240484.2583424,181021573.794868
2024-12-07 00:00:00,0.0,0.0,0.0,0.0,78150708.96233669,188591968.48411453
2024-12-08 00:00:00,0.0,0.0,0.0,0.0,79624003.22703478,193440497.38745385
2024-12-09 00:00:00,0.0,0.0,0.0,0.0,82101334.44944327,190559318.43353817
2024-12-10 00:00:00,0.0,0.0,0.0,0.0,84581960.73622474,168332030.35726786
2024-12-11 00:00:00,0.0,0.0,0.0,0.0,78605670.02209541,171910171.74798352
2024-12-12 00:00:00,0.0,0.0,0.0,0.0,77469555.74363983,181735083.65623572
2024-12-13 00:00:00,0.0,0.0,0.0,0.0,83572420.39828531,165154403.36238393
2024-12-14 00:00:00,0.0,0.0,0.0,0.0,80340567.48915437,174415447.79663092
2024-12-15 00:00:00,0.0,0.0,0.0,0.0,84773733.97482641,189160053.82055357
2024-12-16 00:00:00,0.0,0.0,0.0,0.0,83168095.7773885,167361381.52282643
2024-12-17 00:00:00,0.0,0.0,0.0,0.0,86994102.73004007,191180669.38478088
2024-12-18 00:00:00,0.0,0.0,0.0,0.0,86749160.08771236,195021914.88933215
2024-12-19 00:00:00,0.0,0.0,0.0,0.0,85155736.73561057,152211175.7518592
2024-12-20 00:00:00,0.0,0.0,0.0,0.0,88762173.7265572,173166063.49659416
2024-12-21 00:00:00,0.0,0.0,0.0,0.0,91959637.05963816,160066566.1824817
2024-12-22 00:00:00,0.0,0.0,0.0,0.0,84668373.22486375,184276156.18568325
2024-12-23 00:00:00,0.0,0.0,0.0,0.0,83724579.33089419,170974891.51900274
2024-12-24 00:00:00,0.0,0.0,0.0,0.0,69709387.46671657,175743156.10628498
2024-12-25 00:00:00,0.0,0.0,0.0,0.0,78833835.87929213,175713768.44931355
2024-12-25 23:09:06,0.0,0.0,0.0,0.0,81035510.02182314,
2024-12-26 00:00:00,0.0,0.0,0.0,0.0,85961078.32061604,
2024-12-27 00:00:00,0.0,0.0,0.0,0.0,79901887.21644545,
2024-12-28 00:00:00,0.0,0.0,0.0,0.0,79781142.84923308,
2024-12-29 00:00:00,0.0,0.0,0.0,0.0,78467871.36834104,
2024-12-30 00:00:00,0.0,0.0,0.0,0.0,80038507.93513477,
2024-12-31 00:00:00,0.0,0.0,0.0,0.0,71945945.67768624,
2025-01-01 00:00:00,0.0,0.0,0.0,0.0,74832538.98085731,
2025-01-02 00:00:00,0.0,0.0,0.0,0.0,67010520.74576674,
2025-01-03 00:00:00,0.0,0.0,0.0,0.0,71402565.62126052,
2025-01-04 00:00:00,0.0,0.0,0.0,0.0,69824752.60941069,
2025-01-05 00:00:00,0.0,0.0,0.0,0.0,69300481.78600374,
2025-01-06 00:00:00,0.0,0.0,0.0,0.0,69422625.4452769,
2025-01-07 00:00:00,0.0,0.0,0.0,0.0,66516851.07121304,
2025-01-08 00:00:00,0.0,0.0,0.0,0.0,67398755.08014669,
2025-01-09 00:00:00,0.0,0.0,0.0,0.0,69968080.2920639,
2025-01-10 00:00:00,0.0,0.0,0.0,0.0,75308961.50038631,
2025-01-11 00:00:00,0.0,0.0,0.0,0.0,68958522.79408877,
2025-01-12 00:00:00,0.0,0.0,0.0,0.0,63055116.95666822,
2025-01-13 00:00:00,0.0,0.0,0.0,0.0,72075617.70351948,
2025-01-14 00:00:00,0.0,0.0,0.0,0.0,62103843.36683758,
2025-01-15 00:00:00,0.0,0.0,0.0,0.0,62637975.05308845,
2025-01-16 00:00:00,0.0,0.0,0.0,0.0,62190265.140981205,
2025-01-17 00:00:00,0.0,0.0,0.0,0.0,66793737.390243374,
2025-01-18 00:00:00,0.0,0.0,0.0,0.0,65943101.18536932,
2025-01-19 00:00:00,0.0,0.0,0.0,0.0,71900248.5561792,
2025-01-20 00:00:00,0.0,0.0,0.0,0.0,67205963.14865997,
2025-01-21 00:00:00,0.0,0.0,0.0,0.0,67431162.18793504,
2025-01-22 00:00:00,0.0,0.0,0.0,0.0,68226155.2624112,
