date,token,value,readable_date
1619586000,USDT,4207539.49297,2021-04-28 05:00:00
1619586000,DAI,1267686.59298,2021-04-28 05:00:00
1619586000,USDC,1815145.25015,2021-04-28 05:00:00
1619672400,USDT,4235108.49398,2021-04-29 05:00:00
1619672400,DAI,1268199.74167,2021-04-29 05:00:00
1619672400,USDC,1826863.71708,2021-04-29 05:00:00
1619758800,USDT,4235903.04465,2021-04-30 05:00:00
1619758800,DAI,1251439.34968,2021-04-30 05:00:00
1619758800,USDC,1816498.24493,2021-04-30 05:00:00
1619845200,USDT,4240033.18478,2021-05-01 05:00:00
1619845200,DAI,1263170.30694,2021-05-01 05:00:00
1619845200,USDC,1808615.01066,2021-05-01 05:00:00
1619931600,USDT,4240493.52177,2021-05-02 05:00:00
1619931600,DAI,1266937.43824,2021-05-02 05:00:00
1619931600,USDC,2085936.84514,2021-05-02 05:00:00
1620018000,USDT,4234256.2004,2021-05-03 05:00:00
1620018000,DAI,1257616.83113,2021-05-03 05:00:00
1620018000,USDC,2089130.69305,2021-05-03 05:00:00
1620104400,USDT,4243693.78782,2021-05-04 05:00:00
1620104400,DAI,1666290.64521,2021-05-04 05:00:00
1620104400,USDC,2083815.17247,2021-05-04 05:00:00
1620190800,USDT,4144254.20268,2021-05-05 05:00:00
1620190800,DAI,1738685.24515,2021-05-05 05:00:00
1620190800,USDC,2044466.51672,2021-05-05 05:00:00
1620277200,USDT,4156005.3349,2021-05-06 05:00:00
1620277200,DAI,1741646.95138,2021-05-06 05:00:00
1620277200,USDC,2048085.10187,2021-05-06 05:00:00
1620363600,USDT,4143748.52205,2021-05-07 05:00:00
1620363600,DAI,1743602.02502,2021-05-07 05:00:00
1620363600,USDC,2050291.81365,2021-05-07 05:00:00
1620450000,USDT,4142355.61058,2021-05-08 05:00:00
1620450000,DAI,1738402.77326,2021-05-08 05:00:00
1620450000,USDC,2071653.29098,2021-05-08 05:00:00
1620536400,USDT,4075219.46552,2021-05-09 05:00:00
1620536400,DAI,1721880.43917,2021-05-09 05:00:00
1620536400,USDC,2054948.96968,2021-05-09 05:00:00
1620622800,USDT,4108460.56678,2021-05-10 05:00:00
1620622800,DAI,1718557.46052,2021-05-10 05:00:00
1620622800,USDC,2058016.49398,2021-05-10 05:00:00
1620709200,USDT,4142225.33388,2021-05-11 05:00:00
1620709200,DAI,1966154.73183,2021-05-11 05:00:00
1620709200,USDC,2439387.09379,2021-05-11 05:00:00
1620795600,USDT,4083789.19359,2021-05-12 05:00:00
1620795600,DAI,1969964.8611,2021-05-12 05:00:00
1620795600,USDC,2450912.354,2021-05-12 05:00:00
1620882000,USDT,11581241.15508,2021-05-13 05:00:00
1620882000,DAI,1963597.73098,2021-05-13 05:00:00
1620882000,USDC,4965952.6335,2021-05-13 05:00:00
1620968400,USDT,11619973.67128,2021-05-14 05:00:00
1620968400,DAI,1905818.77001,2021-05-14 05:00:00
1620968400,USDC,4871532.19072,2021-05-14 05:00:00
1621054800,USDT,11566479.16733,2021-05-15 05:00:00
1621054800,DAI,1979374.07564,2021-05-15 05:00:00
1621054800,USDC,4916091.69778,2021-05-15 05:00:00
1621141200,USDT,11572717.78649,2021-05-16 05:00:00
1621141200,DAI,1961831.89997,2021-05-16 05:00:00
1621141200,USDC,4931211.90436,2021-05-16 05:00:00
1621227600,USDT,11517185.56189,2021-05-17 05:00:00
1621227600,DAI,1927026.1988,2021-05-17 05:00:00
1621227600,USDC,4874099.08564,2021-05-17 05:00:00
1621314000,USDT,11381472.91621,2021-05-18 05:00:00
1621314000,DAI,1924316.54257,2021-05-18 05:00:00
1621314000,USDC,5200301.98517,2021-05-18 05:00:00
1621400400,USDT,11805411.31095,2021-05-19 05:00:00
1621400400,DAI,1850952.15871,2021-05-19 05:00:00
1621400400,USDC,5116132.73037,2021-05-19 05:00:00
1621486800,USDT,12269384.63853,2021-05-20 05:00:00
1621486800,DAI,1762005.28093,2021-05-20 05:00:00
1621486800,USDC,4995198.91902,2021-05-20 05:00:00
1621573200,USDT,11302819.29352,2021-05-21 05:00:00
1621573200,DAI,1753709.95868,2021-05-21 05:00:00
1621573200,USDC,5050960.70792,2021-05-21 05:00:00
1621659600,USDT,11374027.40939,2021-05-22 05:00:00
1621659600,DAI,1736150.21582,2021-05-22 05:00:00
1621659600,USDC,5164019.79992,2021-05-22 05:00:00
