application_id,project_name,oso_project_filename,contract_address,network,count_appearances
0xdd35cc4641c3c35bee5782fc0442b2a1b88a058ec0a7b90ba32c70347e4e9194,Arcadia Finance ,arcadia-finance,0x17b5826382e3a5257b829cf0546a08bd77409270,BASE,6
0xdd35cc4641c3c35bee5782fc0442b2a1b88a058ec0a7b90ba32c70347e4e9194,Arcadia Finance ,arcadia-finance,0xefe32813dba3a783059d50e5358b9e3661218dad,BASE,3108
0xdd35cc4641c3c35bee5782fc0442b2a1b88a058ec0a7b90ba32c70347e4e9194,Arcadia Finance ,arcadia-finance,0xda14fdd72345c4d2511357214c5b89a919768e59,BASE,2358
0xdd35cc4641c3c35bee5782fc0442b2a1b88a058ec0a7b90ba32c70347e4e9194,Arcadia Finance ,arcadia-finance,0x803ea69c7e87d1d6c86adeb40cb636cc0e6b98e2,BASE,1368
0xdd35cc4641c3c35bee5782fc0442b2a1b88a058ec0a7b90ba32c70347e4e9194,Arcadia Finance ,arcadia-finance,0xa4b0b9fd1d91fa2de44f6abfd59cc14ba1e1a7af,BASE,78
0xdd35cc4641c3c35bee5782fc0442b2a1b88a058ec0a7b90ba32c70347e4e9194,Arcadia Finance ,arcadia-finance,0xae909e19fd13c01c28d5ee439d403920cf7f9eea,BASE,12
0xdd35cc4641c3c35bee5782fc0442b2a1b88a058ec0a7b90ba32c70347e4e9194,Arcadia Finance ,arcadia-finance,0x21bd524cc54ca78a7c48254d4676184f781667dc,BASE,12
0xdd35cc4641c3c35bee5782fc0442b2a1b88a058ec0a7b90ba32c70347e4e9194,Arcadia Finance ,arcadia-finance,0x393893caeb06b5c16728bb1e354b6c36942b1382,BASE,3792
0xdd35cc4641c3c35bee5782fc0442b2a1b88a058ec0a7b90ba32c70347e4e9194,Arcadia Finance ,arcadia-finance,0xfe0fa1fd8f8e889062f03e2f126fc7b9de6091a5,BASE,6
0xdd35cc4641c3c35bee5782fc0442b2a1b88a058ec0a7b90ba32c70347e4e9194,Arcadia Finance ,arcadia-finance,0xfbeceafc96ed6fc800753d3ee6782b6f9a60eed7,BASE,12
0xdd35cc4641c3c35bee5782fc0442b2a1b88a058ec0a7b90ba32c70347e4e9194,Arcadia Finance ,arcadia-finance,0x6a5485e3ce6913890ae5e8bdc08a868d432eeb31,BASE,12
0xdd35cc4641c3c35bee5782fc0442b2a1b88a058ec0a7b90ba32c70347e4e9194,Arcadia Finance ,arcadia-finance,0xd3a7055bbcda4f8f49e5c5de7e83b09a33633f44,BASE,6
0xdd35cc4641c3c35bee5782fc0442b2a1b88a058ec0a7b90ba32c70347e4e9194,Arcadia Finance ,arcadia-finance,0xd0690557600eb8be8391d1d97346e2aab5300d5f,BASE,18
0xdd35cc4641c3c35bee5782fc0442b2a1b88a058ec0a7b90ba32c70347e4e9194,Arcadia Finance ,arcadia-finance,0x3ec4a293fb906dd2cd440c20decb250def141df1,BASE,3426
0x54c8768e4b6c2ac3d3df596b5dc9d1dc81cb879d83a65a0e50f0270fe24fa2cd,Archly,archlyfi,0x6aca098fa93dad7a872f6dcb989f8b4a3afc3342,MODE,24
0x54c8768e4b6c2ac3d3df596b5dc9d1dc81cb879d83a65a0e50f0270fe24fa2cd,Archly,archlyfi,0xbf9813fc8f99759a77d877f812ff065d2070f1cc,FRAX,18
0x54c8768e4b6c2ac3d3df596b5dc9d1dc81cb879d83a65a0e50f0270fe24fa2cd,Archly,archlyfi,0xb33f66f27d8d8282ac1f55f98cd83503e90128e9,OPTIMISM,0
0x54c8768e4b6c2ac3d3df596b5dc9d1dc81cb879d83a65a0e50f0270fe24fa2cd,Archly,archlyfi,0xe8e2b714c57937e0b29c6abeaf00b52388cab598,BASE,714
0x54c8768e4b6c2ac3d3df596b5dc9d1dc81cb879d83a65a0e50f0270fe24fa2cd,Archly,archlyfi,0x29c8d266438292c8b0bcca659df2db122b7a9e51,OPTIMISM,24
0x54c8768e4b6c2ac3d3df596b5dc9d1dc81cb879d83a65a0e50f0270fe24fa2cd,Archly,archlyfi,0xe8876189a80b2079d8c0a7867e46c50361d972c1,BASE,324
0x54c8768e4b6c2ac3d3df596b5dc9d1dc81cb879d83a65a0e50f0270fe24fa2cd,Archly,archlyfi,0xfe7c6adbb0450b0b3e908724346efcadd5e7a0d3,OPTIMISM,6
0x54c8768e4b6c2ac3d3df596b5dc9d1dc81cb879d83a65a0e50f0270fe24fa2cd,Archly,archlyfi,0xe8876189a80b2079d8c0a7867e46c50361d972c1,FRAX,114
0x54c8768e4b6c2ac3d3df596b5dc9d1dc81cb879d83a65a0e50f0270fe24fa2cd,Archly,archlyfi,0xb9c016e1dc2613190092db1aa73edff507ca5fb8,BASE,0
0x54c8768e4b6c2ac3d3df596b5dc9d1dc81cb879d83a65a0e50f0270fe24fa2cd,Archly,archlyfi,0x0361a173dc338c32e57079b2c51cef36f8a982f1,BASE,312
0x54c8768e4b6c2ac3d3df596b5dc9d1dc81cb879d83a65a0e50f0270fe24fa2cd,Archly,archlyfi,0xe8876189a80b2079d8c0a7867e46c50361d972c1,MODE,54
0x54c8768e4b6c2ac3d3df596b5dc9d1dc81cb879d83a65a0e50f0270fe24fa2cd,Archly,archlyfi,0xb33f66f27d8d8282ac1f55f98cd83503e90128e9,MODE,0
0x54c8768e4b6c2ac3d3df596b5dc9d1dc81cb879d83a65a0e50f0270fe24fa2cd,Archly,archlyfi,0x1d3b404a18a83493c6b900e9e7b2cd2761099997,BASE,0
0x54c8768e4b6c2ac3d3df596b5dc9d1dc81cb879d83a65a0e50f0270fe24fa2cd,Archly,archlyfi,0xb33f66f27d8d8282ac1f55f98cd83503e90128e9,ZORA,0
0x54c8768e4b6c2ac3d3df596b5dc9d1dc81cb879d83a65a0e50f0270fe24fa2cd,Archly,archlyfi,0x14eafc4ceb334d4f913204647708abad1cef0854,OPTIMISM,24
0x54c8768e4b6c2ac3d3df596b5dc9d1dc81cb879d83a65a0e50f0270fe24fa2cd,Archly,archlyfi,0xe8e2b714c57937e0b29c6abeaf00b52388cab598,FRAX,108
0x54c8768e4b6c2ac3d3df596b5dc9d1dc81cb879d83a65a0e50f0270fe24fa2cd,Archly,archlyfi,0x9d1a576ef61e734cd0272a8652fad5a18fb1337f,BASE,0
0x54c8768e4b6c2ac3d3df596b5dc9d1dc81cb879d83a65a0e50f0270fe24fa2cd,Archly,archlyfi,0xb98d4d0ed40b47ded99c9b17ce89c9bf09f22ee3,OPTIMISM,0
0x54c8768e4b6c2ac3d3df596b5dc9d1dc81cb879d83a65a0e50f0270fe24fa2cd,Archly,archlyfi,0x9d1a576ef61e734cd0272a8652fad5a18fb1337f,OPTIMISM,0
0x54c8768e4b6c2ac3d3df596b5dc9d1dc81cb879d83a65a0e50f0270fe24fa2cd,Archly,archlyfi,0x86be3f49530cab5c581c2b5a2ba7b4e6544c08a2,BASE,6
0x54c8768e4b6c2ac3d3df596b5dc9d1dc81cb879d83a65a0e50f0270fe24fa2cd,Archly,archlyfi,0x9de5b4928296d96f48fe67ebb2ca1556827fc6a9,BASE,120
0x54c8768e4b6c2ac3d3df596b5dc9d1dc81cb879d83a65a0e50f0270fe24fa2cd,Archly,archlyfi,0x2d45d18bc844cfb242b77cc5943bd318dcad5407,OPTIMISM,90
0x54c8768e4b6c2ac3d3df596b5dc9d1dc81cb879d83a65a0e50f0270fe24fa2cd,Archly,archlyfi,0xdc2b62d05578a1f3d69c498df7ff260152bcb6ee,FRAX,18
0x54c8768e4b6c2ac3d3df596b5dc9d1dc81cb879d83a65a0e50f0270fe24fa2cd,Archly,archlyfi,0xbf9813fc8f99759a77d877f812ff065d2070f1cc,MODE,12
0x54c8768e4b6c2ac3d3df596b5dc9d1dc81cb879d83a65a0e50f0270fe24fa2cd,Archly,archlyfi,0x29c8d266438292c8b0bcca659df2db122b7a9e51,BASE,12
0x54c8768e4b6c2ac3d3df596b5dc9d1dc81cb879d83a65a0e50f0270fe24fa2cd,Archly,archlyfi,0x273c9c5766c0c2441d778814c5d68d847c022f00,OPTIMISM,72
0x54c8768e4b6c2ac3d3df596b5dc9d1dc81cb879d83a65a0e50f0270fe24fa2cd,Archly,archlyfi,0x12508dd9108abab2c5fd8fc6e4984e46a3cf7824,MODE,0
0x54c8768e4b6c2ac3d3df596b5dc9d1dc81cb879d83a65a0e50f0270fe24fa2cd,Archly,archlyfi,0x6aca098fa93dad7a872f6dcb989f8b4a3afc3342,ZORA,12
0x54c8768e4b6c2ac3d3df596b5dc9d1dc81cb879d83a65a0e50f0270fe24fa2cd,Archly,archlyfi,0x6aca098fa93dad7a872f6dcb989f8b4a3afc3342,FRAX,36
0x54c8768e4b6c2ac3d3df596b5dc9d1dc81cb879d83a65a0e50f0270fe24fa2cd,Archly,archlyfi,0x6aca098fa93dad7a872f6dcb989f8b4a3afc3342,BASE,168
0x54c8768e4b6c2ac3d3df596b5dc9d1dc81cb879d83a65a0e50f0270fe24fa2cd,Archly,archlyfi,0x9de5b4928296d96f48fe67ebb2ca1556827fc6a9,OPTIMISM,102
0x54c8768e4b6c2ac3d3df596b5dc9d1dc81cb879d83a65a0e50f0270fe24fa2cd,Archly,archlyfi,0xc8c5172879f0b7e88cc03ca20835dbe9e283386e,BASE,0
0x54c8768e4b6c2ac3d3df596b5dc9d1dc81cb879d83a65a0e50f0270fe24fa2cd,Archly,archlyfi,0xe0bb58736b5c373ecd104068e4ab57399a3b16d7,OPTIMISM,24
0x54c8768e4b6c2ac3d3df596b5dc9d1dc81cb879d83a65a0e50f0270fe24fa2cd,Archly,archlyfi,0xc8c5172879f0b7e88cc03ca20835dbe9e283386e,FRAX,0
0x54c8768e4b6c2ac3d3df596b5dc9d1dc81cb879d83a65a0e50f0270fe24fa2cd,Archly,archlyfi,0x14eafc4ceb334d4f913204647708abad1cef0854,FRAX,24
0x54c8768e4b6c2ac3d3df596b5dc9d1dc81cb879d83a65a0e50f0270fe24fa2cd,Archly,archlyfi,0x14eafc4ceb334d4f913204647708abad1cef0854,BASE,12
0x54c8768e4b6c2ac3d3df596b5dc9d1dc81cb879d83a65a0e50f0270fe24fa2cd,Archly,archlyfi,0x68c696a0cae310ff3a4ce1b4f56ab3bb1566be8d,BASE,48
0x54c8768e4b6c2ac3d3df596b5dc9d1dc81cb879d83a65a0e50f0270fe24fa2cd,Archly,archlyfi,0x0361a173dc338c32e57079b2c51cef36f8a982f1,OPTIMISM,510
0x54c8768e4b6c2ac3d3df596b5dc9d1dc81cb879d83a65a0e50f0270fe24fa2cd,Archly,archlyfi,0x9de5b4928296d96f48fe67ebb2ca1556827fc6a9,MODE,0
0x54c8768e4b6c2ac3d3df596b5dc9d1dc81cb879d83a65a0e50f0270fe24fa2cd,Archly,archlyfi,0x5295caa712b9753fb66a0dc617eb2eb435e1f12b,OPTIMISM,0
0x54c8768e4b6c2ac3d3df596b5dc9d1dc81cb879d83a65a0e50f0270fe24fa2cd,Archly,archlyfi,0x12508dd9108abab2c5fd8fc6e4984e46a3cf7824,BASE,0
0x54c8768e4b6c2ac3d3df596b5dc9d1dc81cb879d83a65a0e50f0270fe24fa2cd,Archly,archlyfi,0x0361a173dc338c32e57079b2c51cef36f8a982f1,FRAX,6
0x54c8768e4b6c2ac3d3df596b5dc9d1dc81cb879d83a65a0e50f0270fe24fa2cd,Archly,archlyfi,0x8e4dd1749dfd63538ca3cef29b10f9e25605a4cc,ZORA,6
0x54c8768e4b6c2ac3d3df596b5dc9d1dc81cb879d83a65a0e50f0270fe24fa2cd,Archly,archlyfi,0xc8c5172879f0b7e88cc03ca20835dbe9e283386e,OPTIMISM,0
0x54c8768e4b6c2ac3d3df596b5dc9d1dc81cb879d83a65a0e50f0270fe24fa2cd,Archly,archlyfi,0xe8e2b714c57937e0b29c6abeaf00b52388cab598,MODE,90
0x54c8768e4b6c2ac3d3df596b5dc9d1dc81cb879d83a65a0e50f0270fe24fa2cd,Archly,archlyfi,0x14eafc4ceb334d4f913204647708abad1cef0854,MODE,6
0x54c8768e4b6c2ac3d3df596b5dc9d1dc81cb879d83a65a0e50f0270fe24fa2cd,Archly,archlyfi,0xb162bf709505765605b447f9817acbf428cb86f6,OPTIMISM,54
0x54c8768e4b6c2ac3d3df596b5dc9d1dc81cb879d83a65a0e50f0270fe24fa2cd,Archly,archlyfi,0x724f9a247a6755d5fd93e0cf1e563f9441523618,BASE,54
0x54c8768e4b6c2ac3d3df596b5dc9d1dc81cb879d83a65a0e50f0270fe24fa2cd,Archly,archlyfi,0xe23c611dbdeea723e1979edfe109f0f61f75c347,FRAX,0
0x54c8768e4b6c2ac3d3df596b5dc9d1dc81cb879d83a65a0e50f0270fe24fa2cd,Archly,archlyfi,0xda25a4e7407b95883d4b038b394bf607ccee4b17,OPTIMISM,30
0x54c8768e4b6c2ac3d3df596b5dc9d1dc81cb879d83a65a0e50f0270fe24fa2cd,Archly,archlyfi,0x339dec659ad3cccb45f298365749aa96a66cd80d,BASE,6
0x54c8768e4b6c2ac3d3df596b5dc9d1dc81cb879d83a65a0e50f0270fe24fa2cd,Archly,archlyfi,0x12508dd9108abab2c5fd8fc6e4984e46a3cf7824,OPTIMISM,0
0x54c8768e4b6c2ac3d3df596b5dc9d1dc81cb879d83a65a0e50f0270fe24fa2cd,Archly,archlyfi,0x0b1481fe6fd74a6449064163604d712dff9bc6dd,ZORA,36
0x54c8768e4b6c2ac3d3df596b5dc9d1dc81cb879d83a65a0e50f0270fe24fa2cd,Archly,archlyfi,0x708514080fbc9f7cd597571fd5cebffd2b03dcf5,OPTIMISM,0
0x54c8768e4b6c2ac3d3df596b5dc9d1dc81cb879d83a65a0e50f0270fe24fa2cd,Archly,archlyfi,0xcfeea73f209e81d731dd3e395c6d1cec846e331b,OPTIMISM,12
0x54c8768e4b6c2ac3d3df596b5dc9d1dc81cb879d83a65a0e50f0270fe24fa2cd,Archly,archlyfi,0xb17906d2c9f0457492077d2952f0ca333fe70b6f,MODE,0
0x54c8768e4b6c2ac3d3df596b5dc9d1dc81cb879d83a65a0e50f0270fe24fa2cd,Archly,archlyfi,0xae7cffe5ff17a509d4f724c002519e8d1f2a1a5a,OPTIMISM,12
0x54c8768e4b6c2ac3d3df596b5dc9d1dc81cb879d83a65a0e50f0270fe24fa2cd,Archly,archlyfi,0xbf9813fc8f99759a77d877f812ff065d2070f1cc,ZORA,12
0x54c8768e4b6c2ac3d3df596b5dc9d1dc81cb879d83a65a0e50f0270fe24fa2cd,Archly,archlyfi,0x12508dd9108abab2c5fd8fc6e4984e46a3cf7824,ZORA,0
0x54c8768e4b6c2ac3d3df596b5dc9d1dc81cb879d83a65a0e50f0270fe24fa2cd,Archly,archlyfi,0x0361a173dc338c32e57079b2c51cef36f8a982f1,MODE,12
0x54c8768e4b6c2ac3d3df596b5dc9d1dc81cb879d83a65a0e50f0270fe24fa2cd,Archly,archlyfi,0x523073f029c889242bebfbb7ee3bdab52942a39a,MODE,24
0x54c8768e4b6c2ac3d3df596b5dc9d1dc81cb879d83a65a0e50f0270fe24fa2cd,Archly,archlyfi,0xc8c5172879f0b7e88cc03ca20835dbe9e283386e,MODE,0
0x54c8768e4b6c2ac3d3df596b5dc9d1dc81cb879d83a65a0e50f0270fe24fa2cd,Archly,archlyfi,0xc8c5172879f0b7e88cc03ca20835dbe9e283386e,ZORA,0
0x54c8768e4b6c2ac3d3df596b5dc9d1dc81cb879d83a65a0e50f0270fe24fa2cd,Archly,archlyfi,0x8e4dd1749dfd63538ca3cef29b10f9e25605a4cc,FRAX,12
0x54c8768e4b6c2ac3d3df596b5dc9d1dc81cb879d83a65a0e50f0270fe24fa2cd,Archly,archlyfi,0x9412316dc6c882ffc4fa1a01413b0c701b147b9e,MODE,18
