date,forecasted_Transaction Count,forecasted_Active Users,forecasted_Unique Users,forecasted_Gas Fees,forecasted_Total Transferred,forecasted_Net Transferred
2024-09-01,0.0,0.0,0.012585344966210646,0.0,0.0,0.0
2024-09-02,0.0,0.0,0.018903896672059807,0.0,0.0,0.0
2024-09-03,0.0,0.0,0.015968512791958447,0.0,0.0,0.0
2024-09-04,0.0,1.6051136276340967e-05,9.37514936157984e-15,-5.744342572488926e-06,0.0,0.0
2024-09-05,0.0,1.0973822372243953e-05,0.010402525356368384,-4.850463547341755e-06,0.0,0.0
2024-09-06,0.0,1.5078773723680093e-05,7.431334162295064e-15,-2.5336908616257157e-06,0.0,0.0
2024-09-07,3.2679926937295505e-07,0.0,0.0,-5.270231232221617e-06,0.0,0.0
2024-09-08,2.749088359178185e-07,0.0,0.0,-4.343746533553264e-06,0.0,0.0
2024-09-09,1.9482677474539257e-07,0.0,0.0,-4.554408909006262e-06,0.0,0.0
2024-09-10,0.014299326449090322,0.015054667353458956,0.0,1.2046194068112005e-09,0.0,0.0
2024-09-11,0.01325717821042466,0.023353211565147174,0.0,8.184876334541562e-10,0.0,0.0
2024-09-12,0.018028817190296097,0.024546638354102878,0.0,1.0757533838547978e-09,0.0,0.0
2024-09-13,-0.0024919640238741693,-0.00885247431394784,0.0,0.0,0.0,0.0
2024-09-14,-0.004184342613713655,0.0,0.0,0.0,0.0,0.0
2024-09-15,0.003944584407754303,0.0,0.0,0.0,0.0,0.0
2024-09-16,0.0012096970022094215,0.007483327243958419,0.01174792175957099,0.0,0.0,0.0
2024-09-17,0.0007564840377630593,0.007132014767566774,0.009877933058430844,0.0,0.0,0.0
2024-09-18,0.0012058396375671993,0.00535191939393504,0.011152855248559312,0.0,0.0,0.0
2024-09-19,0.0402027707798115,-0.01709281296170377,0.0,0.0,0.0,0.0
2024-09-20,0.03537669998907111,-0.0322756623066866,0.0,0.0,0.0,0.0
2024-09-21,0.03680535711917164,-0.0256609452351523,0.0,0.0,0.0,0.0
2024-09-22,0.0,0.020243696311023098,0.0,0.0,0.0,0.0
2024-09-23,0.0,0.02582871732451144,0.0,0.0,0.0,0.0
2024-09-24,0.0,0.02732979823043556,0.0,0.0,0.0,0.0
2024-09-25,0.03172764953295329,0.0,0.0,0.0,0.0,0.0
2024-09-26,0.0304219920443385,0.0,0.0,0.0,0.0,0.0
2024-09-27,0.03186027779380949,0.0,0.0,0.0,0.0,0.0
2024-09-28,0.021597856140306126,0.003562615671094284,0.012909398531664668,0.0,0.0,0.0
2024-09-29,0.0371651801078704,0.01022192877491316,0.008305556797614772,0.0,0.0,0.0
2024-09-30,0.026121800063629408,0.016125504605301596,0.013462396186091394,0.0,0.0,0.0
2024-10-01,0.009253591000405204,-0.007131041951724901,0.0,0.0,0.0,0.0
2024-10-02,0.011265985184408139,-0.004403427960083126,0.0,0.0,0.0,0.0
2024-10-03,0.012176417047396974,0.002170050440079059,0.0,0.0,0.0,0.0
2024-10-04,0.020237426755862445,0.004251987103245098,0.0017634525054047523,0.0,0.0,0.0
2024-10-05,0.013722612916625746,-0.0007039857892226653,0.0017141105643749643,0.0,0.0,0.0
2024-10-06,0.02021990015834744,-0.0038969828774054853,0.001525058638696101,0.0,0.0,0.0
2024-10-07,0.006452899151215887,0.02199597653208147,0.0012011169059672909,0.0,0.0,0.0
2024-10-08,0.011863420631652013,0.022921075972342626,0.000745627342688141,0.0,0.0,0.0
2024-10-09,0.005483931813532849,0.02161199043355738,0.0008623886173380972,0.0,0.0,0.0
2024-10-10,0.012054145267599204,0.01909899456279675,0.011649464348086077,-3.9960257953512705e-06,0.0,0.0
2024-10-11,0.00936455344888855,0.01168411545070687,0.012663130172023496,-9.73470212701675e-06,0.0,0.0
2024-10-12,0.011746690212181483,0.01631594855733854,0.011436963820237182,-1.0704233408846107e-05,0.0,0.0
2024-10-13,0.018920238915566552,0.00977449674079266,0.0010777101067275256,6.392681659003224e-10,0.0,0.0
2024-10-14,0.01246687147938448,0.012603618933837827,0.00036025288084748635,9.805669973869808e-10,0.0,0.0
2024-10-15,0.018820983874145797,0.011945837245784907,0.012192626476452193,8.420148281981035e-10,0.0,0.0
2024-10-16,0.0,0.02111902187669979,0.0,2.1172431843897986e-10,0.0,0.0
2024-10-17,0.0,0.022593440500824152,0.0,3.1065373155456657e-10,0.0,0.0
2024-10-18,0.0,0.023227522677616397,0.0,0.0,0.0,0.0
2024-10-19,0.0,0.007736500062281748,0.0017181983156517612,0.0,0.0,0.0
2024-10-20,0.0,0.007711928138164803,0.0028556142559728677,0.0,0.0,0.0
2024-10-21,0.0,0.010467926798373748,0.004162791866013526,0.0,0.0,0.0
2024-10-22,0.024059730598577318,0.009656560893233275,0.015818550801646188,1.098907350854834e-09,0.0,0.0
2024-10-23,0.020272610212620862,0.00938289585217046,0.013031594711722699,1.0570326419150439e-09,0.0,0.0
2024-10-24,0.02876339960952697,0.00822112320536247,0.0176801013249088,1.3423632911327257e-09,0.0,0.0
2024-10-25,0.03340829142507517,0.006576771599797862,0.006017397524741937,3.524922859482847e-10,0.0,0.0
2024-10-26,0.013433217442013706,0.006599805139304369,0.0027400368831917415,0.0,0.0,0.0
2024-10-27,0.026567004437964788,0.007344000022441368,0.005109162559051659,0.0,0.0,0.0
2024-10-28,0.012880705311524646,0.024742271497172435,0.007632087476420815,-5.5193866678534035e-06,0.0,0.0
2024-10-29,0.014585839129068934,0.0239162193238652,0.00683990976547559,-3.6631045143126125e-06,0.0,0.0
