dt,chain,receipt_status,tx_count,l2_fees,l1_fees
2024-08-02,BOB,1,58001,0.17838864798582516,0.0033619696842018426
2024-08-02,CYBER,0,95,0.00022330617804003258,0.00030135410740921709
2024-08-02,CYBER,1,182511,0.10267142121206882,0.20002467370151944
2024-08-02,FRAX,0,356,0.033277439590185337,0.00069065877893387956
2024-08-02,FRAX,1,50821,0.1071059561563403,0.016049748581236898
2024-08-02,HAM,0,72,1.0540231852e-08,1.2952446833706999e-05
2024-08-02,HAM,1,165658,6.815857786125262e-06,0.017606382615613647
2024-08-02,KROMA,0,550,0.000383254678368561,4.8173213226513e-05
2024-08-02,KROMA,1,137333,0.25864949021621947,0.0092995788219765486
2024-08-02,LISK,1,43327,4.4532415881795954e-05,8.3126414618616014e-05
2024-08-02,LYRA,0,6,1.010165975973e-06,3.186197037312e-05
2024-08-02,LYRA,1,47014,0.001148739516137949,0.064361655016651018
2024-08-02,METAL,1,43290,1.6158291200455998e-05,0.00032707136437424997
2024-08-02,MINT,0,623,0.000300963420840868,0.0037660227680915543
2024-08-02,MINT,1,74136,0.095470392331779327,0.25188530775365875
2024-08-02,MODE,0,1911,0.0051634743791326276,0.00084245160713872517
2024-08-02,MODE,1,202343,0.03103838168728535,0.030065601315694926
2024-08-02,OPTIMISM,0,44568,1.0416528944265044,0.0056869710769656663
2024-08-02,OPTIMISM,1,493229,7.110068254654931,0.060135864443821553
2024-08-02,ORDERLY,1,88486,0.00049091725579869473,0.15584281415984441
2024-08-02,POLYNOMIAL,1,43470,0.0085385195803049929,0.0090580796371906077
2024-08-02,RACE,1,43352,1.9755172049140003e-05,3.6574413919060002e-06
2024-08-02,REDSTONE,0,537,6.0932319645400045e-05,4.7422421849067e-05
2024-08-02,REDSTONE,1,46569,0.0029772891444207745,0.00035772160774315281
2024-08-02,SHAPE,1,43291,0.0,
2024-08-02,SWAN,0,1,0.000106510010736208,4.142791373e-06
2024-08-02,SWAN,1,18018,0.034517699452846752,0.0965568447070128
2024-08-02,WORLDCHAIN,1,63796,0.43146420315482376,0.034154222519995017
2024-08-02,XTERIO,1,42904,0.0,
2024-08-02,ZORA,0,467,0.00031922566749661687,0.0002309991621349711
2024-08-02,ZORA,1,129429,0.034002888545677075,0.01679149094584451
2024-08-03,AUTOMATA,1,42892,0.0,
2024-08-03,BASE,0,212531,3.4760320126334912,0.0035959353487870055
2024-08-03,BASE,1,3004237,20.267696111853805,0.0855923177448696
2024-08-03,BOB,0,99,0.00061721122520493824,9.576142662209e-06
2024-08-03,BOB,1,61748,0.2101188088671021,0.0016050466556493154
2024-08-03,CYBER,0,123,0.00037347065307729058,0.00013552048299144903
2024-08-03,CYBER,1,191416,0.080290631261935044,0.10147771201864633
2024-08-03,FRAX,0,823,0.002075967662644345,0.00039242649780261128
2024-08-03,FRAX,1,50791,0.064280163022793671,0.0067048447318576619
2024-08-03,HAM,0,85,1.4260800573000001e-08,1.9916371738029e-05
2024-08-03,HAM,1,159686,5.5716362292541795e-06,0.0064445264896500661
2024-08-03,KROMA,0,341,0.0012112616978776157,1.5827437771795e-05
2024-08-03,KROMA,1,146163,0.18690168822974174,0.0040468941317227565
2024-08-03,LISK,1,43685,2.5334077337340015e-05,2.1581114914833023e-05
2024-08-03,LYRA,0,6,1.7108307107499998e-06,2.660227222879e-06
2024-08-03,LYRA,1,46534,0.0010666951097922891,0.025404021519180413
2024-08-03,METAL,1,43056,1.3913725668880004e-05,7.120410550894e-05
2024-08-03,MINT,0,490,0.00012908942660839876,0.0013714092049333883
2024-08-03,MINT,1,86723,0.098934777409698541,0.11124137421883201
2024-08-03,MODE,0,1769,0.0367011078050193,0.00026812221164777405
2024-08-03,MODE,1,200709,0.17031366031237205,0.012053367944545569
2024-08-03,OPTIMISM,0,37692,0.67930707902197107,0.0015312325668256047
2024-08-03,OPTIMISM,1,460902,6.18237078548795,0.025438046407428357
2024-08-03,ORDERLY,1,91507,0.00048174283769406761,0.063911980407033914
2024-08-03,POLYNOMIAL,1,43160,3.1126485898288022e-05,0.0033376865935488419
2024-08-03,RACE,1,43495,0.0,
2024-08-03,REDSTONE,0,119,3.457179302470001e-05,8.0761002230399979e-06
2024-08-03,REDSTONE,1,44728,0.0041461285739744971,0.00011182421623651691
2024-08-03,SHAPE,1,43334,0.0,
2024-08-03,SWAN,0,93,0.00053133679999999961,0.00023109941340641998
2024-08-03,SWAN,1,17845,0.0095227760114442537,0.024169237962458269
2024-08-03,WORLDCHAIN,1,43627,0.0,
2024-08-03,XTERIO,1,43097,0.0,
2024-08-03,ZORA,0,363,0.00030747243553239204,4.696088829172701e-05
2024-08-03,ZORA,1,130838,0.032755581576995804,0.0092280110096082009
2024-08-04,AUTOMATA,1,43155,0.0,
2024-08-04,BASE,0,190816,6.2956782843517782,0.011503375049770184
2024-08-04,BASE,1,3287145,30.253806905819481,0.20728211529015622
2024-08-04,BOB,0,185,0.00041669414949160118,0.00012515723907493108
2024-08-04,BOB,1,57375,0.215704099520005,0.0044025009352821427
2024-08-04,CYBER,0,226,0.00046386499917184555,0.00074500658666658282
2024-08-04,CYBER,1,174292,0.1282850757453815,0.14285969315431352
2024-08-04,FRAX,0,370,0.0018813370292729951,0.00078185105533269694
2024-08-04,FRAX,1,49648,0.063532097124042466,0.017291072229990264
2024-08-04,HAM,0,76,1.1640451687999999e-08,2.7533873985243e-05
2024-08-04,HAM,1,166450,0.00090801818553038459,0.016853851338605445
2024-08-04,KROMA,0,1082,0.001820969285141276,6.9284155148898011e-05
2024-08-04,KROMA,1,193478,0.23461989937652289,0.013678341100317626
2024-08-04,LISK,0,1,4.6280619989999996e-08,5.70949699718e-07
2024-08-04,LISK,1,43317,1.2420882055165993e-05,3.1117439298734996e-05
2024-08-04,LYRA,0,84,1.6557987902683003e-05,0.000167086310081366
2024-08-04,LYRA,1,48333,0.0014695698437209646,0.0672809974227234
2024-08-04,METAL,1,43440,2.7538787769364e-05,8.9360667474606007e-05
2024-08-04,MINT,0,541,0.00049448489933473711,0.0037734053713201323
2024-08-04,MINT,1,85055,0.076375924918258578,0.19486649081182644
2024-08-04,MODE,0,2087,0.080527763718580919,0.0014284295685577284
2024-08-04,MODE,1,165137,0.21610059444848684,0.027338461998793476
2024-08-04,OPTIMISM,0,43663,2.5180126738471396,0.006696258827951042
2024-08-04,OPTIMISM,1,469052,14.157313488218355,0.0676770508623755
2024-08-04,ORDERLY,1,94517,0.0004832216743232178,0.19066226403140021
2024-08-04,POLYNOMIAL,1,43358,2.8016000253384008e-05,0.0093107528060491912
2024-08-04,RACE,1,43196,0.0,
2024-08-04,REDSTONE,0,323,4.6354023846339993e-05,1.7952492623147004e-05
2024-08-04,REDSTONE,1,46703,0.0024895854626117951,0.00061153428380995248
2024-08-04,SHAPE,1,42933,0.0,
2024-08-04,SWAN,0,82,0.00047358279999999957,0.000148884496463132
2024-08-04,SWAN,1,17662,0.0082267231870663624,0.0046943203968624119
2024-08-04,WORLDCHAIN,1,43260,0.0,
2024-08-04,XTERIO,1,43079,0.0,
2024-08-04,ZORA,0,259,0.00035192240840939914,0.00011164551205814101
2024-08-04,ZORA,1,124364,0.061929485650194058,0.016895480071323195
2024-08-05,AUTOMATA,1,43322,0.0,
2024-08-05,BASE,0,447906,31.2277298674949,0.1643469863069435
2024-08-05,BASE,1,3130278,153.25577839790287,1.6946248145468821
2024-08-05,BOB,0,576,0.0046603459716867256,0.0043388923485647834
2024-08-05,BOB,1,70137,0.20300415915993281,0.11652993552932241
2024-08-05,CYBER,0,305,0.0014452208797617956,0.017127758255264337
2024-08-05,CYBER,1,109605,0.1348916033118846,1.4467046067820741
2024-08-05,FRAX,0,657,0.0075190540939866794,0.008521400214576421
2024-08-05,FRAX,1,53395,0.18849351935239148,0.325770120593168
2024-08-05,HAM,0,72,6.3167125151e-08,0.00043338806436868409
2024-08-05,HAM,1,142470,0.00019111867178375289,0.040488105936766737
2024-08-05,KROMA,0,313,0.00012538402790332012,0.000263682542791665
2024-08-05,KROMA,1,167878,0.16892464335682367,0.10152131028835737
2024-08-05,LISK,0,1,7.39782072e-09,1.104754783887e-06
2024-08-05,LISK,1,43328,0.0014069042918749446,0.00053624716522849506
2024-08-05,LYRA,0,188,8.6068662216535991e-05,0.00181902210059087
2024-08-05,LYRA,1,55394,0.0036647054904298555,1.0012753203680722
2024-08-05,METAL,1,43351,0.0002730401220551686,0.015681696022774107
2024-08-05,MINT,0,684,0.00028110796553650579,0.027824674247314597
2024-08-05,MINT,1,61830,0.045902743854211267,0.8056897336180262
2024-08-05,MODE,0,19021,1.1538385510407103,0.11342266975128867
2024-08-05,MODE,1,188831,3.7731096174222718,0.49445509562603146
2024-08-05,OPTIMISM,0,151915,17.069928907934038,0.11013247299170098
2024-08-05,OPTIMISM,1,716026,99.531714631512116,0.65484211573381734
2024-08-05,ORDERLY,0,2,9.24206994e-08,4.4805399511e-07
2024-08-05,ORDERLY,1,97459,0.0010360075355210108,2.5343407432982694
2024-08-05,POLYNOMIAL,1,43201,4.0299988000620032e-05,0.093700031397653746
2024-08-05,RACE,1,43151,2.237735767344e-06,2.60537268207e-07
2024-08-05,REDSTONE,0,306,3.9065447934480055e-05,0.00053513351447261818
2024-08-05,REDSTONE,1,46419,0.0009777227027551428,0.0047151349462409139
2024-08-05,SHAPE,1,43354,0.0,
2024-08-05,SWAN,1,17537,0.0057240760275797525,0.036821669355277961
2024-08-05,WORLDCHAIN,1,43611,0.0,
2024-08-05,XTERIO,1,43453,0.0,
2024-08-05,ZORA,0,529,0.0012404267185386812,0.0011023145073495613
2024-08-05,ZORA,1,113211,0.038854361720266517,0.13543378027295594
2024-08-06,AUTOMATA,1,43410,2.1005313e-08,0.0002174883658752
2024-08-06,BASE,0,250479,4.6138335722725721,0.0066558597316150022
2024-08-06,BASE,1,3136159,29.410104810787402,0.19146922801877855
2024-08-06,BOB,0,140,0.00071081347286439274,2.8172974237842008e-05
2024-08-06,BOB,1,62315,0.20112616344328096,0.0037486471221143819
2024-08-06,CYBER,0,114,0.00018008283361956007,0.00025302601270767
2024-08-06,CYBER,1,145983,0.10366254196557878,0.15263269851173614
2024-08-06,FRAX,0,312,0.0019193604041925463,0.00029703637999592582
2024-08-06,FRAX,1,49763,0.048644190263905131,0.01262031628802502
2024-08-06,HAM,0,93,1.6497176393e-08,3.8693699867435e-05
2024-08-06,HAM,1,165183,6.1797488192951483e-06,0.015024682286987737
2024-08-06,KROMA,0,499,0.0017686800411927579,4.9245639024154996e-05
2024-08-06,KROMA,1,196837,0.23772330786702517,0.011996600363122559
2024-08-06,LISK,1,43348,0.00012891746007147412,9.339875455763697e-05
2024-08-06,LYRA,0,3,4.7153148899999994e-07,3.6066642364860004e-06
2024-08-06,LYRA,1,48105,0.0012212489449081809,0.051848956018787147
2024-08-06,METAL,1,43140,2.5345633746447968e-05,0.00046583442900812415
2024-08-06,MINT,0,530,0.00027429840556531025,0.0028608398580278558
2024-08-06,MINT,1,76309,0.10677551728663383,0.20032125056281203
2024-08-06,MODE,0,6577,0.020822063399577782,0.0013167119656857338
2024-08-06,MODE,1,187794,0.16787446652070226,0.025600438947072139
2024-08-06,OPTIMISM,0,70095,0.84122492730963694,0.0043717682437822451
2024-08-06,OPTIMISM,1,571013,7.3500209350383274,0.056681351361487942
2024-08-06,ORDERLY,1,67504,0.00045902194102967768,0.048749953660079642
2024-08-06,POLYNOMIAL,1,43334,3.0634391909248e-05,0.007137262604446251
2024-08-06,RACE,1,43305,2.1389718851159996e-06,1.2255710554400002e-07
2024-08-06,REDSTONE,0,1420,0.000100858752493229,0.00015898792592765887
2024-08-06,REDSTONE,1,51845,0.0042710240969822252,0.00098781358114708958
2024-08-06,SHAPE,1,43363,0.0,
2024-08-06,SWAN,0,17,2.0214477539999996e-08,0.00018432573475945604
2024-08-06,SWAN,1,17642,0.0044550744250906318,0.014532815666945764
2024-08-06,WORLDCHAIN,1,65014,0.4434851282696311,0.029662283058528909
2024-08-06,XTERIO,1,42935,0.0,
2024-08-06,ZORA,0,338,0.00046684696769069161,0.00011366618108532998
2024-08-06,ZORA,1,128206,0.036630259551707338,0.019244460589267823
2024-08-07,AUTOMATA,1,43431,0.0075374288484138128,0.17041982579740653
2024-08-07,BASE,0,287178,4.80616520699006,0.0082394621014285352
