transaction_date,address,cnt,total_transferred,total_transferred_in_tokens,net_transferred,net_transferred_in_tokens
2024-11-15,0xdc1f5b81eec7e6391aeb6c8e5a2000d3a9aa8e6d,1,0.0,0.0,0.0,0.0
2024-12-03,0xdc1f5b81eec7e6391aeb6c8e5a2000d3a9aa8e6d,3,0.0,0.0,0.0,0.0
2024-12-10,0xdc1f5b81eec7e6391aeb6c8e5a2000d3a9aa8e6d,4,0.0,0.0,0.0,0.0
2024-12-11,0xdc1f5b81eec7e6391aeb6c8e5a2000d3a9aa8e6d,1,0.0,0.0,0.0,0.0
2024-12-18,0xdc1f5b81eec7e6391aeb6c8e5a2000d3a9aa8e6d,5,0.0,0.0,0.0,0.0
2024-12-30,0xdc1f5b81eec7e6391aeb6c8e5a2000d3a9aa8e6d,3,0.0,0.0,0.0,0.0
2025-01-12,0xdc1f5b81eec7e6391aeb6c8e5a2000d3a9aa8e6d,3,0.0,0.0,0.0,0.0
