transaction_date,address,transaction_cnt,active_users,total_transferred,unique_users,total_transferred_in_tokens,cum_transferred
2024-11-18,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,504.0,16.0,3.241170166292236e+17,0.0,324.1170166292236,2.265501844246364e+20
2024-11-19,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,523.0,14.0,3.350056412629305e+17,0.0,335.0056412629305,2.2688519006589934e+20
2024-11-20,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1122.0,12.0,7.198441035209284e+17,0.0,719.8441035209283,2.276050341694203e+20
2024-11-21,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,592.0,13.0,3.796838750552872e+17,0.0,379.68387505528716,2.2798471804447556e+20
2024-11-22,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,469.0,14.0,2.811735600200628e+17,0.0,281.1735600200628,2.2826589160449563e+20
2024-11-23,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,498.0,12.0,2.9655028415570266e+17,1.0,296.5502841557027,2.2856244188865135e+20
2024-11-24,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,541.0,12.0,3.17923121906269e+17,0.0,317.923121906269,2.288803650105576e+20
2024-11-25,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1030.0,13.0,6.082012529056129e+17,0.0,608.2012529056129,2.294885662634632e+20
2024-11-26,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1131.0,17.0,6.647012597038382e+17,3.0,664.7012597038382,2.3015326752316706e+20
2024-11-27,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1276.0,16.0,7.520693024438108e+17,1.0,752.0693024438108,2.3090533682561086e+20
2024-11-28,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1477.0,14.0,8.395128410685974e+17,0.0,839.5128410685974,2.3174484966667947e+20
2024-11-29,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,866.0,14.0,4.877785667205745e+17,0.0,487.77856672057453,2.3223262823340006e+20
2024-11-30,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1326.0,13.0,7.237347375819274e+17,1.0,723.7347375819274,2.32956362970982e+20
2024-12-01,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,999.0,14.0,5.4017127954769446e+17,1.0,540.1712795476944,2.334965342505297e+20
2024-12-02,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,979.0,17.0,5.348272183568072e+17,1.0,534.8272183568072,2.3403136146888648e+20
2024-12-03,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1164.0,15.0,6.367026893019032e+17,1.0,636.7026893019032,2.3466806415818837e+20
2024-12-04,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1334.0,18.0,7.280448100188476e+17,2.0,728.0448100188477,2.3539610896820722e+20
2024-12-05,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,931.0,15.0,4.927170679449922e+17,0.0,492.7170679449922,2.358888260361522e+20
2024-12-06,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,337.0,13.0,1.735964594201468e+17,0.0,173.59645942014683,2.3606242249557236e+20
2024-12-07,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,9.0,3.0,5131899364623892.0,0.0,5.131899364623892,2.36067554394937e+20
2024-12-08,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,145.0,14.0,7.333431003758074e+16,0.0,73.33431003758074,2.361408887049746e+20
2024-12-09,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,615.0,12.0,3.174623110304232e+17,0.0,317.46231103042317,2.36458351016005e+20
2024-12-10,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,682.0,14.0,3.646202955765534e+17,1.0,364.6202955765534,2.3682297131158156e+20
2024-12-11,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,615.0,14.0,3.3531027159363046e+17,0.0,335.3102715936305,2.371582815831752e+20
2024-12-12,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,626.0,15.0,3.2566046301657856e+17,1.0,325.66046301657855,2.3748394204619178e+20
2024-12-13,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,730.0,15.0,3.755248120724816e+17,1.0,375.5248120724816,2.3785946685826426e+20
2024-12-14,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,525.0,13.0,2.6868372286296758e+17,0.0,268.68372286296756,2.3812815058112722e+20
2024-12-15,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,653.0,14.0,3.394852460824897e+17,2.0,339.4852460824897,2.384676358272097e+20
2024-12-16,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,982.0,15.0,5.0002363005417024e+17,1.0,500.0236300541702,2.3896765945726386e+20
2024-12-17,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1201.0,14.0,6.028742783161275e+17,0.0,602.8742783161275,2.3957053373557998e+20
2024-12-18,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1645.0,13.0,8.465356509147149e+17,0.0,846.5356509147149,2.404170693864947e+20
2024-12-19,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,3081.0,14.0,1.652709740407744e+18,0.0,1652.709740407744,2.4206977912690246e+20
2024-12-20,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,2918.0,14.0,1.658821274581142e+18,1.0,1658.821274581142,2.437286004014836e+20
2024-12-21,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1982.0,14.0,1.1465842680496356e+18,0.0,1146.5842680496355,2.4487518466953324e+20
2024-12-22,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1519.0,12.0,8.946107354175766e+17,0.0,894.6107354175766,2.4576979540495083e+20
2024-12-23,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,913.0,13.0,5.534353017100243e+17,0.0,553.4353017100243,2.4632323070666087e+20
2024-12-24,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1204.0,13.0,7.187769344433472e+17,0.0,718.7769344433472,2.4704200764110422e+20
2024-12-25,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1610.0,13.0,9.301247546445736e+17,0.0,930.1247546445736,2.479721323957488e+20
2024-12-26,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1637.0,12.0,9.46289078932482e+17,0.0,946.2890789324821,2.4891842147468126e+20
2024-12-27,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1308.0,12.0,7.705469871974598e+17,0.0,770.5469871974599,2.4968896846187872e+20
2024-12-28,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1309.0,14.0,7.80847245272588e+17,1.0,780.847245272588,2.504698157071513e+20
2024-12-29,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1390.0,12.0,8.238725675640564e+17,0.0,823.8725675640565,2.5129368827471534e+20
2024-12-30,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1212.0,12.0,7.118488452437841e+17,0.0,711.848845243784,2.5200553711995912e+20
2024-12-31,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,2133.0,13.0,1.26470103270752e+18,0.0,1264.70103270752,2.5327023815266664e+20
2025-01-01,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,2120.0,12.0,1.2695597839480433e+18,0.0,1269.5597839480433,2.545397979366147e+20
2025-01-02,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,2282.0,13.0,1.3565382912306468e+18,0.0,1356.5382912306468,2.5589633622784534e+20
2025-01-03,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1557.0,12.0,9.085639576735939e+17,0.0,908.5639576735939,2.5680490018551893e+20
2025-01-04,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1877.0,12.0,1.0592035610745133e+18,0.0,1059.2035610745133,2.5786410374659346e+20
2025-01-05,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1375.0,12.0,7.59786281229879e+17,0.0,759.786281229879,2.5862389002782333e+20
2025-01-06,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,846.0,15.0,4.655501398509508e+17,0.0,465.55013985095076,2.5908944016767428e+20
2025-01-07,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1040.0,14.0,5.6925889637931264e+17,0.0,569.2588963793127,2.596586990640536e+20
2025-01-08,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1097.0,14.0,6.32865845187684e+17,0.0,632.8658451876839,2.6029156490924127e+20
2025-01-09,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1039.0,13.0,6.275429344815188e+17,0.0,627.5429344815188,2.609191078437228e+20
2025-01-10,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1449.0,14.0,8.813349799110584e+17,1.0,881.3349799110584,2.6180044282363386e+20
2025-01-11,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1391.0,12.0,8.542850771009688e+17,0.0,854.2850771009688,2.626547279007348e+20
2025-01-12,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1431.0,12.0,8.798981457054725e+17,0.0,879.8981457054725,2.6353462604644028e+20
2025-01-13,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1218.0,12.0,7.541631352525503e+17,0.0,754.1631352525503,2.6428878918169284e+20
2025-01-14,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,2021.0,25.0,1.2691998989748662e+18,11.0,1269.199898974866,2.6555798908066772e+20
2025-01-15,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1945.0,24.0,1.2114736056575288e+18,0.0,1211.4736056575289,2.6676946268632524e+20
2025-01-16,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,2010.0,24.0,1.2122153802241577e+18,0.0,1212.2153802241578,2.679816780665494e+20
2025-01-17,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1805.0,23.0,1.0683942406035516e+18,0.0,1068.3942406035517,2.6905007230715295e+20
2025-01-18,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,0.0,0.0,0.0,0.0,0.0,2.6905007230715295e+20
2025-01-19,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,0.0,0.0,0.0,0.0,0.0,2.6905007230715295e+20
2025-01-20,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,0.0,0.0,0.0,0.0,0.0,2.6905007230715295e+20
2025-01-21,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,0.0,0.0,0.0,0.0,0.0,2.6905007230715295e+20
2025-01-22,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,0.0,0.0,0.0,0.0,0.0,2.6905007230715295e+20
