date,forecasted_Transaction Count,forecasted_Active Users,forecasted_Unique Users,forecasted_Gas Fees,forecasted_Total Transferred,forecasted_Net Transferred,forecasted_TVL-derive_v2_protocol,forecasted_TVL_opchain-derive_v2_protocol
2024-09-01 00:00:00,0.5102221247754116,0.4894611181823746,0.00027976215653769076,2.6259244897364968e-06,0.0,0.0,53331673.66499851,59516783.88471742
2024-09-02 00:00:00,0.22669992815303103,0.5143982040791805,0.0,3.651067410422387e-06,0.0,0.0,53332033.94247135,53547697.17400765
2024-09-03 00:00:00,0.344818901708269,0.4246421161865522,0.0,4.768204860321748e-06,0.0,0.0,48189454.282077596,59467466.47175231
2024-09-04 00:00:00,0.43106497760882756,0.28692642458074424,4.545079470431892e-10,6.523336162822922e-06,0.0,0.0,47479022.89001772,61354037.38098175
2024-09-05 00:00:00,0.2796440806462748,0.33625397665441964,9.969249510690969e-10,1.1927968388755874e-05,0.0,0.0,45398573.5575222,52725202.55080334
2024-09-06 00:00:00,0.17739411345737746,0.23697434474277113,8.107749029629262e-10,1.0217708216476723e-05,0.0,0.0,44877477.75608855,53763239.417638116
2024-09-07 00:00:00,0.2616863041351288,0.3279884373950409,5.36461456841693e-11,3.2764298972071216e-06,0.0,0.0,41594288.66028353,57976695.25119578
2024-09-08 00:00:00,0.2037222172190502,0.19660288312538982,6.958793666737432e-10,9.074136460230552e-07,0.0,0.0,44021859.64887512,54865616.939631835
2024-09-09 00:00:00,0.17438814818982384,0.23479365933728052,1.1640487377470393e-09,4.5009314958600706e-07,0.0,0.0,41501953.143771194,56419956.26184311
2024-09-10 00:00:00,0.40326885052308253,0.320555030893463,-0.014534703233287193,1.4270486346264716e-07,0.0,0.0,40844021.03377999,51237421.57788137
2024-09-11 00:00:00,0.20362644684777736,0.3196654000173947,-0.014929876224718672,9.980172887631611e-08,0.0,0.0,40935568.317148715,53574065.22153923
2024-09-12 00:00:00,0.3708439769144775,0.15207596331652523,-0.03889414740885534,2.169577420453461e-08,0.0,0.0,35680240.47029539,54032751.675736874
2024-09-13 00:00:00,0.001888719241288833,0.3350538511251296,0.0023789125288618887,5.94534958654738e-06,0.0,0.0,34683543.61229261,55268859.49227209
2024-09-14 00:00:00,0.07480650411524845,0.2931788419073794,-0.00031997893257801314,7.2301754036018555e-06,0.0,0.0,34905843.950285055,54810761.84788005
2024-09-15 00:00:00,0.10054034029171652,0.3297414064551322,0.0007983757205246888,8.059214811754998e-06,0.0,0.0,32910562.95380507,52811252.786333315
2024-09-16 00:00:00,0.2990033435277544,0.1857857153142662,0.002269885161981936,3.853725558421024e-23,0.0,0.0,29716841.029729474,51975836.049273685
2024-09-17 00:00:00,0.35565476741223856,0.307702611745728,0.0,3.669349103867162e-24,0.0,0.0,27500050.751244728,55202284.53088996
2024-09-18 00:00:00,0.24907518254757846,0.2331222161889587,0.0,1.0843271227668552e-24,0.0,0.0,28273408.474629365,55139789.63277024
2024-09-19 00:00:00,0.15092321396749675,0.44860348090002705,0.037754200983260454,3.034506348471878e-10,0.0,0.0,25419271.432439905,56844820.74287534
2024-09-20 00:00:00,0.2547821581972248,0.2940219872830496,0.07142345768485345,1.6441223549968436e-10,0.0,0.0,24181988.38550913,56208593.89561666
2024-09-21 00:00:00,0.28426564690994266,0.33186315903423386,0.06820900691295054,4.61797737225158e-11,0.0,0.0,24448555.36071258,54400673.77336497
2024-09-22 00:00:00,0.20950561019443026,0.2814562449662473,-2.5469973082234307e-05,0.0,0.0,0.0,23253548.103097,54511082.35916933
2024-09-23 00:00:00,0.3042795465049389,0.34088980125559587,0.029079955863899696,0.0,0.0,0.0,22741423.161914762,52753944.07369471
2024-09-24 00:00:00,0.204671907661139,0.2500902630204163,0.06130759674821876,0.0,0.0,0.0,20914135.255949236,56534622.74485957
2024-09-25 00:00:00,0.19521177936833928,0.23033571912116219,0.02823227584624341,8.75921576569128e-06,0.0,0.0,18510488.47302907,57447648.913351335
2024-09-26 00:00:00,0.334169591791595,0.23064621046377132,0.01780329986406927,5.426408168447718e-06,0.0,0.0,21251277.294024255,55616081.125161104
2024-09-27 00:00:00,0.253632786218205,0.24611728947441344,0.020862319408563403,6.69239583891928e-06,0.0,0.0,19415820.545498792,56750255.2586348
2024-09-28 00:00:00,0.35045156999423444,0.3051518705610099,7.67612594164624e-20,1.0629138971464874e-05,0.0,0.0,18436828.50797128,57730952.25962658
2024-09-29 00:00:00,0.3112256281177584,0.3382602549233057,6.233951421003195e-20,7.502068572915089e-06,0.0,0.0,18538465.46616706,54834586.03273868
2024-09-30 00:00:00,0.2509364144273742,0.15961459624403132,7.643843419976257e-20,7.384073917962205e-06,0.0,0.0,17695696.877110142,51908974.69145125
2024-10-01 00:00:00,0.28247069953427556,0.5776058130494379,0.006402538865895934,3.1682529744818344e-06,0.0,0.0,16889692.153607104,49112934.43516321
2024-10-02 00:00:00,0.2450952562231847,0.4401655831537804,0.007529444096314935,6.869392699589403e-06,0.0,0.0,16144791.47455348,50174266.03400782
2024-10-03 00:00:00,0.3678387838646327,0.3642235828878374,0.005905160457006315,8.49781088515938e-06,0.0,0.0,16393042.564894127,50438168.453945376
2024-10-04 00:00:00,0.2951702803619797,0.32747625887798415,0.003073269408579513,6.66162359374365e-06,0.0,0.0,15091340.776838765,54731785.26024251
2024-10-05 00:00:00,0.45933160872655177,0.3668124642090195,0.0037826524363791295,5.8361804991483136e-06,0.0,0.0,15678934.716116231,54036304.31735478
2024-10-06 00:00:00,0.2556574262400951,0.336131865526882,0.005912916671375084,5.783799138340848e-06,0.0,0.0,14915738.716443876,56004862.901852
2024-10-07 00:00:00,0.23145485257070572,0.3522151385170718,0.002824473314352941,7.808861364590835e-06,0.0,0.0,14501718.72924153,51944345.15122734
2024-10-08 00:00:00,0.22376279973191715,0.2510375809721256,0.003360223078383572,6.494203839734016e-06,0.0,0.0,14805340.847307067,54879304.61399823
2024-10-09 00:00:00,0.33954037582111746,0.3499931329644634,0.0018603026383811501,6.661345113903224e-06,0.0,0.0,14706650.314098455,55045486.408562936
2024-10-10 00:00:00,0.1894140155474236,0.3274919607251508,1.2190119873336388e-07,3.5536077634187003e-06,0.0,0.0,14805609.749482067,56709255.59887412
2024-10-11 00:00:00,0.333759833606214,0.20868146854450814,0.0013360073994998203,2.976311821101951e-06,0.0,0.0,13512658.761551451,53032452.47818704
2024-10-12 00:00:00,0.3185380826277427,0.11832604589873068,1.8867504191972823e-07,2.8184377549541766e-06,0.0,0.0,14652830.21883037,53276364.53649759
2024-10-13 00:00:00,0.28105883854006974,0.3915448886906815,-0.0015495647322387102,4.388896243877994e-06,0.0,0.0,13892830.015042618,56022505.87203815
2024-10-14 00:00:00,0.2816378255366727,0.26906930258234857,-2.0057455618404805e-05,3.9121000979986e-06,0.0,0.0,13585126.200308012,54790734.33287329
2024-10-15 00:00:00,0.2782789504871141,0.398042565507879,-0.001924773586285189,3.880966202796803e-06,0.0,0.0,13318176.71407327,59857936.23983882
2024-10-16 00:00:00,0.36188604049931655,0.3762207851414918,0.03519941665823963,9.612080895444081e-06,0.0,0.0,13046565.79982435,52511231.64816163
2024-10-17 00:00:00,0.2588831623881125,0.179414941255426,0.04032836621229204,6.681125443456159e-06,0.0,0.0,12908068.938516073,52221755.09983395
2024-10-18 00:00:00,0.40605002877021534,0.3971256504078978,0.03147758517130465,9.186444319271068e-06,0.0,0.0,13126401.276091408,49843072.932726726
2024-10-19 00:00:00,0.19801715571072448,0.2477791217079639,0.038326808784267176,9.094947631772299e-06,0.0,0.0,14236264.410266697,54588676.26194654
2024-10-20 00:00:00,0.2969987912613887,0.2048860424811014,2.543913869419101e-05,8.607626167272485e-06,0.0,0.0,12328616.914351275,54726159.55995881
2024-10-21 00:00:00,0.23835012665535732,0.18179282576580544,0.03486442059881876,7.653239070928933e-06,0.0,0.0,11893445.519598398,52505574.55553369
2024-10-22 00:00:00,0.49865329322956103,0.19364005575056828,0.0002655813295296538,1.0938813920142296e-06,0.0,0.0,12307599.66595641,53584241.57358294
2024-10-23 00:00:00,0.14702237331214962,0.2679139111355679,0.006065290384984071,9.015999694056731e-07,0.0,0.0,11361353.79204734,52833735.32921702
2024-10-24 00:00:00,0.5326369475889948,0.16583679894469122,0.0004041063586848054,1.5024525738997193e-06,0.0,0.0,11473571.271716649,61965111.842091694
2024-10-25 00:00:00,0.24678600885468524,0.29603555235031287,0.0017554831866566263,6.6987322590505375e-06,0.0,0.0,11840492.61269915,55215715.90119284
2024-10-26 00:00:00,0.06132879614234864,0.2608127837640191,0.0033041918522702034,7.050774188006542e-06,0.0,0.0,10438242.116176417,50539420.71253379
2024-10-27 00:00:00,0.20396159644931866,0.13411412011101936,0.0022401104119206022,5.999242546794884e-06,0.0,0.0,9993227.744437687,51740287.1822805
2024-10-28 00:00:00,0.27838508168668075,0.3472983401716351,-0.0004999238804059521,9.181875334935909e-06,0.0,0.0,10699527.917561831,55801195.24030408
2024-10-29 00:00:00,0.30684210032454534,0.3836235615205312,2.3990312284107487e-06,9.88502510122396e-06,0.0,0.0,9871242.327406825,51596915.92110788
2024-10-30 00:00:00,0.224077722761136,0.14069739535032227,1.6646287855603157e-06,7.822991080022987e-06,0.0,0.0,8903852.570534289,53342903.04545592
2024-10-31 00:00:00,0.23364671898789519,0.2735760438098779,0.0225638087753883,5.703397536489036e-06,0.0,0.0,9093460.128552834,59714714.225076675
2024-11-01 00:00:00,0.29827088449524625,0.24588928268974555,0.009054744093520736,8.87723831500113e-06,0.0,0.0,8446771.93469009,56471124.37199373
2024-11-02 00:00:00,0.2679636276332547,0.14742509172178453,0.024643815681621946,8.724215696804816e-06,0.0,0.0,8694659.509520242,50645939.416438706
2024-11-03 00:00:00,0.3449393117502578,0.2560273740348388,0.007804026242539427,6.5327715719858835e-06,0.0,0.0,7812664.665725816,55273081.48299583
2024-11-04 00:00:00,0.2477094644227585,0.3361118770500579,0.012709452545059757,7.575512373100418e-06,0.0,0.0,7935519.893507392,51548958.551114894
2024-11-05 00:00:00,0.3688747558427041,0.2518426015926647,0.012458089984078248,4.6648378989073475e-06,0.0,0.0,7721659.653983944,54389238.652414635
2024-11-06 00:00:00,0.7280083930077792,0.4514180117608591,0.01192684896041863,5.710897729831299e-06,0.0,0.0,7792043.432320322,53939162.436956786
2024-11-07 00:00:00,0.04672134961990938,0.23962608964140378,0.013072125510181748,9.272151863522002e-06,0.0,0.0,8135176.375167222,57346858.13796374
2024-11-08 00:00:00,0.6307891423242297,0.2932883621260032,0.015939208891072233,7.2223207307639575e-06,0.0,0.0,7288537.140690076,57620600.23755114
2024-11-09 00:00:00,0.27993408520722657,0.29153155475669945,-0.006505810474366726,6.93737338802445e-06,0.0,0.0,7037898.766110753,52046422.04606569
2024-11-10 00:00:00,0.28733455652641665,0.2014490192753993,0.02360920336688589,4.144941771862504e-06,0.0,0.0,7216378.793900826,55466567.27984885
2024-11-11 00:00:00,0.18406835650055078,0.25014661352945833,0.00010557697250542244,5.19743191470772e-06,0.0,0.0,6266181.156604037,53811735.80965448
2024-11-12 00:00:00,0.24834445672853936,0.20459118506350896,0.0,5.83639155741234e-06,0.0,0.0,6041187.743357835,51215155.82437865
2024-11-13 00:00:00,0.2781485057549008,0.6133422524945721,0.0,2.5278186419685046e-06,0.0,0.0,6022495.2569149975,57143125.893156715
2024-11-14 00:00:00,0.24140645516264467,0.3385456159510056,0.0,4.489810522100872e-06,0.0,0.0,5126199.216446826,54550536.1786624
2024-11-15 00:00:00,0.3237605024241877,0.40650161396683265,0.0004065311468797922,6.235269729892493e-06,0.0,0.0,5129722.466216836,64039657.20874715
2024-11-16 00:00:00,0.3356061577479288,0.38501647768520886,0.003815677132742489,4.0396351446186185e-06,0.0,0.0,5011570.157210067,55384659.87052206
2024-11-17 00:00:00,0.3202822710563467,0.28473664360898066,0.0003215509394191888,7.4816683169394075e-06,0.0,0.0,4589625.72081871,55935281.67693758
2024-11-18 00:00:00,0.37579118618641794,0.17659232093724236,0.01530616256971865,1.0551369132228901e-05,0.0,0.0,4641582.260641994,53162971.887790054
2024-11-19 00:00:00,0.2923806472514925,0.2757263198519687,0.022209865716837893,7.420125717814842e-06,0.0,0.0,4278649.514521504,56323492.19816253
2024-11-20 00:00:00,0.4207915441093251,0.327863829515073,0.020506976913160842,5.723676691974904e-06,0.0,0.0,3947437.737153119,54846149.20761506
2024-11-21 00:00:00,0.323318168295216,0.29206098421720905,0.01782055967314604,8.090673711475427e-06,0.0,0.0,3821432.9643735196,51887558.902612485
2024-11-22 00:00:00,0.33553739925630177,0.2005536657885646,0.01721661011562477,4.4833725548936624e-06,0.0,0.0,3768808.0291860313,54833018.32782865
2024-11-23 00:00:00,0.32111154243329193,0.46956297686195386,0.027822104721242594,6.809072742124718e-06,0.0,0.0,3642802.428408775,57827098.09793471
2024-11-24 00:00:00,0.3412102356238828,0.26594197800140784,0.062065779052540425,7.817077819313566e-06,0.0,0.0,3296899.1274507474,60290033.85203769
2024-11-25 00:00:00,0.35477574045303545,0.3226776662082039,0.02688893045029333,8.7416088519366e-06,0.0,0.0,3315396.592538107,58884186.64063087
2024-11-26 00:00:00,0.5316295268237232,0.37250835435365653,0.041221387030417646,6.197089648413534e-06,0.0,0.0,3400406.5422670487,53703288.15301319
2024-11-27 00:00:00,0.23317420038527786,0.36606425018868416,0.024638810269466942,6.9763428643151675e-06,0.0,0.0,2842185.6919725607,51902370.389629215
2024-11-28 00:00:00,0.21779679260634227,0.16888526975836407,0.028616839131800804,7.874344600370211e-06,0.0,0.0,3007946.6556686102,52006631.58048016
2024-11-29 00:00:00,0.3449557681907433,0.2118027819415308,0.018700106947539426,5.946392934648487e-06,0.0,0.0,3014837.4255950623,54952338.0907222
2024-11-30 00:00:00,0.31939123692003407,0.22451331889518886,0.0288430862969471,7.878389050364607e-06,0.0,0.0,2848848.298893377,58218201.04741587
