,project,repo,license,Total Stars,Total Forks,Total Contributors,Project ID,Project Name
1808,lxdao-official,lxdao-official/gclx-official,,273.0,130.0,9.0,0x79aaf24aab7a9cffbaffd2003b262aa452d31b5a07fb17c54021479284c564be,LXDAO
1809,lxdao-official,lxdao-official/hackerhouse-demo,MIT,1.0,1.0,3.0,0x79aaf24aab7a9cffbaffd2003b262aa452d31b5a07fb17c54021479284c564be,LXDAO
1810,lxdao-official,lxdao-official/hashdna-website,,1.0,,3.0,0x79aaf24aab7a9cffbaffd2003b262aa452d31b5a07fb17c54021479284c564be,LXDAO
1811,lxdao-official,lxdao-official/idea3-frontend,,,,2.0,0x79aaf24aab7a9cffbaffd2003b262aa452d31b5a07fb17c54021479284c564be,LXDAO
1812,lxdao-official,lxdao-official/img3,,30.0,1.0,6.0,0x79aaf24aab7a9cffbaffd2003b262aa452d31b5a07fb17c54021479284c564be,LXDAO
1813,lxdao-official,lxdao-official/lxdao-ui,,,1.0,6.0,0x79aaf24aab7a9cffbaffd2003b262aa452d31b5a07fb17c54021479284c564be,LXDAO
1814,lxdao-official,lxdao-official/metapavo-document,,,,2.0,0x79aaf24aab7a9cffbaffd2003b262aa452d31b5a07fb17c54021479284c564be,LXDAO
1815,lxdao-official,lxdao-official/metapavo-extension,,3.0,,10.0,0x79aaf24aab7a9cffbaffd2003b262aa452d31b5a07fb17c54021479284c564be,LXDAO
1816,lxdao-official,lxdao-official/mobymask-extension,,3.0,2.0,2.0,0x79aaf24aab7a9cffbaffd2003b262aa452d31b5a07fb17c54021479284c564be,LXDAO
1817,lxdao-official,lxdao-official/myfirstlayer2-contract,,,,1.0,0x79aaf24aab7a9cffbaffd2003b262aa452d31b5a07fb17c54021479284c564be,LXDAO
1818,lxdao-official,lxdao-official/myfirstlayer2-frontend,,13.0,6.0,11.0,0x79aaf24aab7a9cffbaffd2003b262aa452d31b5a07fb17c54021479284c564be,LXDAO
1819,lxdao-official,lxdao-official/myfirstnft-backend,,3.0,,3.0,0x79aaf24aab7a9cffbaffd2003b262aa452d31b5a07fb17c54021479284c564be,LXDAO
1820,lxdao-official,lxdao-official/myfirstnft-contract,,3.0,,2.0,0x79aaf24aab7a9cffbaffd2003b262aa452d31b5a07fb17c54021479284c564be,LXDAO
1821,lxdao-official,lxdao-official/myfirstnft-frontend,MIT,9.0,,7.0,0x79aaf24aab7a9cffbaffd2003b262aa452d31b5a07fb17c54021479284c564be,LXDAO
1822,lxdao-official,lxdao-official/navh-fairsharing,,,,2.0,0x79aaf24aab7a9cffbaffd2003b262aa452d31b5a07fb17c54021479284c564be,LXDAO
1823,lxdao-official,lxdao-official/navh-fairsharing-contract,,,,1.0,0x79aaf24aab7a9cffbaffd2003b262aa452d31b5a07fb17c54021479284c564be,LXDAO
1824,lxdao-official,lxdao-official/osign,,,,1.0,0x79aaf24aab7a9cffbaffd2003b262aa452d31b5a07fb17c54021479284c564be,LXDAO
1825,lxdao-official,lxdao-official/research,,,,1.0,0x79aaf24aab7a9cffbaffd2003b262aa452d31b5a07fb17c54021479284c564be,LXDAO
1826,lxdao-official,lxdao-official/steal-your-env,MIT,7.0,,2.0,0x79aaf24aab7a9cffbaffd2003b262aa452d31b5a07fb17c54021479284c564be,LXDAO
1827,lxdao-official,lxdao-official/wallet.sh,,2.0,1.0,1.0,0x79aaf24aab7a9cffbaffd2003b262aa452d31b5a07fb17c54021479284c564be,LXDAO
1828,lxdao-official,lxdao-official/web3-general-manual,MIT,,,4.0,0x79aaf24aab7a9cffbaffd2003b262aa452d31b5a07fb17c54021479284c564be,LXDAO
1829,lxdao-official,lxdao-official/who-read-env,MIT,4.0,,3.0,0x79aaf24aab7a9cffbaffd2003b262aa452d31b5a07fb17c54021479284c564be,LXDAO
1830,lxdao-official,lxdao-official/donate3-inone,,,,3.0,0x79aaf24aab7a9cffbaffd2003b262aa452d31b5a07fb17c54021479284c564be,LXDAO
1831,lxdao-official,lxdao-official/web3knowledgehub,,,,1.0,0x79aaf24aab7a9cffbaffd2003b262aa452d31b5a07fb17c54021479284c564be,LXDAO
1832,lxdao-official,lxdao-official/optimism_docs,MIT,,,2.0,0x79aaf24aab7a9cffbaffd2003b262aa452d31b5a07fb17c54021479284c564be,LXDAO
1833,lxdao-official,lxdao-official/fairsharing-official,,,,1.0,0x79aaf24aab7a9cffbaffd2003b262aa452d31b5a07fb17c54021479284c564be,LXDAO
1834,lodestar-chainsafe,chainsafe/lodestar,LGPL-3.0,984.0,254.0,187.0,0xde75c1d79d53e7864eca485bd594741b745f36cdafdc272cc7809407acb409db,Lodestar
1835,llamafolio,llamafolio/airdrops,,1.0,,1.0,0xf42ea318753c3e178b843d0f7718634e910003f14ce2b32c6bee43be9cdc02ee,LlamaFolio
1836,llamafolio,llamafolio/evm-indexer,,112.0,23.0,7.0,0xf42ea318753c3e178b843d0f7718634e910003f14ce2b32c6bee43be9cdc02ee,LlamaFolio
1837,llamafolio,llamafolio/llamafolio-api,GPL-3.0,28.0,8.0,13.0,0xf42ea318753c3e178b843d0f7718634e910003f14ce2b32c6bee43be9cdc02ee,LlamaFolio
1838,llamafolio,llamafolio/llamafolio-docs,,1.0,,2.0,0xf42ea318753c3e178b843d0f7718634e910003f14ce2b32c6bee43be9cdc02ee,LlamaFolio
1839,llamafolio,llamafolio/llamafolio-labels,,3.0,3.0,5.0,0xf42ea318753c3e178b843d0f7718634e910003f14ce2b32c6bee43be9cdc02ee,LlamaFolio
1840,llamafolio,llamafolio/llamafolio-tokens,,11.0,3.0,4.0,0xf42ea318753c3e178b843d0f7718634e910003f14ce2b32c6bee43be9cdc02ee,LlamaFolio
1841,limechain,limechain/appco,,3.0,,4.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1842,limechain,limechain/angular-firebase-template,,,,3.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1843,limechain,limechain/blocksplit-demo,,1.0,,3.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1844,limechain,limechain/colibragastest,,,,1.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1845,limechain,limechain/contract-functions-decorator-python-,,,1.0,2.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1846,limechain,limechain/ecrecover,,,,1.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1847,limechain,limechain/erc827,,,,1.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1848,limechain,limechain/election-coverage,,,,1.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1849,limechain,limechain/fruzhin,Apache-2.0,26.0,,10.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1850,limechain,limechain/hcs-integration-clients-demo,,,,2.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1851,limechain,limechain/hcs-integration-node,,1.0,1.0,3.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1852,limechain,limechain/identityproxy,,5.0,2.0,4.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1853,limechain,limechain/ionic-angular-template,,,,3.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1854,limechain,limechain/lecturesrepo,,,,1.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1855,limechain,limechain/limeacademy,,2.0,1.0,8.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1856,limechain,limechain/limedjv,,,2.0,4.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1857,limechain,limechain/merkletreeutil,,,,1.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1858,limechain,limechain/nodejs-restfulapi-starter,,,,1.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1859,limechain,limechain/rollupcodes,MIT,63.0,6.0,9.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1860,limechain,limechain/scalabilityworkshop,,,,1.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1861,limechain,limechain/smartcontracts-template,MIT,2.0,2.0,1.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1862,limechain,limechain/solidity-0.8,,,,1.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1863,limechain,limechain/solidity-pow,,,,1.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1864,limechain,limechain/sportsicon-vesting,,1.0,,4.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1865,limechain,limechain/sportsicon-vesting-app,,,,3.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1866,limechain,limechain/supplychainpocs,,1.0,,2.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1867,limechain,limechain/upgradeablesoliditycontract,,4.0,3.0,4.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1868,limechain,limechain/vcoin-contracts,,,,2.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1869,limechain,limechain/zk-merkle-inclusion-proof,,1.0,,3.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1870,limechain,limechain/ae_sophia,,2.0,,5.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1871,limechain,limechain/aepp-token-migration-backend,,,3.0,2.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1872,limechain,limechain/aepp-token-migration-holders,,,2.0,1.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1873,limechain,limechain/aepp-token-migration-smart-contract,,,6.0,5.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1874,limechain,limechain/aepp-token-owners-parcing-script,,,2.0,2.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1875,limechain,limechain/as-scale-codec,Apache-2.0,18.0,6.0,10.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1876,limechain,limechain/as-substrate-runtime,Apache-2.0,12.0,2.0,7.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1877,limechain,limechain/backend-task-tester,,,,2.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1878,limechain,limechain/baseline-spreadsheet-integration,,,,1.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1879,limechain,limechain/batched-transactions,,10.0,5.0,3.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1880,limechain,limechain/block2018workshop,,,1.0,1.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1881,limechain,limechain/bonding_mathematics,MIT,1.0,,2.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1882,limechain,limechain/celo-tickets-playground,,,,3.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1883,limechain,limechain/cli-analytics,,,,5.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1884,limechain,limechain/cli-analytics-sdk,,,,3.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1885,limechain,limechain/contract-verifier,,1.0,1.0,1.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1886,limechain,limechain/convector-face-rec,,,,1.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1887,limechain,limechain/corda-settler,NOASSERTION,,1.0,1.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1888,limechain,limechain/crc-extractoor-sdk,,,,1.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1889,limechain,limechain/demo-subgraph,MIT,40.0,14.0,14.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1890,limechain,limechain/devbgworkshop2019,,1.0,,2.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1891,limechain,limechain/dog,,1.0,,2.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1892,limechain,limechain/eoslime,MIT,38.0,18.0,18.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1893,limechain,limechain/eoslime-shape-react,MIT,3.0,,2.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1894,limechain,limechain/equivalence-tests,Apache-2.0,,2.0,4.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1895,limechain,limechain/ethereum-transaction-debugger,,2.0,3.0,3.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1896,limechain,limechain/etherlime,MIT,186.0,46.0,46.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1897,limechain,limechain/etherlime-shape-angular,,1.0,,5.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1898,limechain,limechain/etherlime-shape-chainlink,,,,4.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1899,limechain,limechain/etherlime-shape-monoplasma,,,,4.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1900,limechain,limechain/etherlime-shape-react,,,,4.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1901,limechain,limechain/external-adapter,MIT,,,3.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1902,limechain,limechain/extractoor-contracts,MIT,32.0,1.0,1.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1903,limechain,limechain/extractoor-sdk,MIT,3.0,,2.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1904,limechain,limechain/forta-agent-scripts,,2.0,2.0,4.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1905,limechain,limechain/forta-bots,,,1.0,3.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1906,limechain,limechain/forta-flashloan-detector,,2.0,2.0,1.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1907,limechain,limechain/forta-starter-kits,,9.0,10.0,5.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1908,limechain,limechain/fosdem-challenge,,,,2.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1909,limechain,limechain/goscale,Apache-2.0,2.0,2.0,3.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1910,limechain,limechain/gosemble,Apache-2.0,4.0,2.0,7.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1911,limechain,limechain/gosemble-research,Apache-2.0,1.0,1.0,3.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1912,limechain,limechain/hardhat-graph-plugin,,1.0,,1.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1913,limechain,limechain/hardhat-hedera-example,MIT,3.0,1.0,2.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1914,limechain,limechain/hardhat-hethers,MIT,10.0,1.0,8.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1915,limechain,limechain/hardhat-local-hedera,MIT,1.0,,4.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1916,limechain,limechain/hashport-contracts,MIT,5.0,4.0,12.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1917,limechain,limechain/hashport-validator,Apache-2.0,24.0,12.0,25.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1918,limechain,limechain/hedera-java-sdk-client,,,,1.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1919,limechain,limechain/hedera-tickets-backend,,1.0,1.0,1.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1920,limechain,limechain/hedera-tickets-contracts,,1.0,1.0,2.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1921,limechain,limechain/hedera-tickets-frontend,MIT,1.0,1.0,4.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1922,limechain,limechain/java-host-research,Apache-2.0,,1.0,2.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1923,limechain,limechain/limeacademy-next-web3-boilerplate,,3.0,2.0,1.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1924,limechain,limechain/limepay-contracts,,1.0,1.0,1.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1925,limechain,limechain/local-hedera,Apache-2.0,1.0,,5.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1926,limechain,limechain/matchstick,MIT,192.0,17.0,55.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1927,limechain,limechain/matchstick-as,,19.0,3.0,11.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1928,limechain,limechain/merkletree,,1.0,3.0,2.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1929,limechain,limechain/meta-txs-oz-defender,,,1.0,1.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1930,limechain,limechain/mockusd-faucet,,1.0,,2.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1931,limechain,limechain/mongoose-immutable-plugin,,2.0,2.0,3.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1932,limechain,limechain/next-web3-boilerplate,,1.0,1.0,2.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1933,limechain,limechain/nginx-aenode-coffee-shop,,,,2.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1934,limechain,limechain/polkadot-conformance,Apache-2.0,,,4.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1935,limechain,limechain/quorum-network,,,,,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1936,limechain,limechain/react-hosted-wyre,,,,2.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1937,limechain,limechain/react-native-auth-starter,,9.0,1.0,2.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1938,limechain,limechain/react-web3-boilerplate,,13.0,12.0,5.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1939,limechain,limechain/rollup-precompile-tests,MIT,,,1.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1940,limechain,limechain/subgraph-tester,,,1.0,1.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1941,limechain,limechain/subsembly,Apache-2.0,27.0,3.0,3.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1942,limechain,limechain/subsembly-core,Apache-2.0,,2.0,2.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1943,limechain,limechain/supplychain-docker,,,,3.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1944,limechain,limechain/supplychain-frontend,,,,3.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1945,limechain,limechain/supplychain-node,,,,5.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1946,limechain,limechain/tx-inclusion-contracts,MIT,1.0,1.0,3.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1947,limechain,limechain/tx-inclusion-poc-script,,1.0,,3.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1948,limechain,limechain/tx-inclusion-sdk,MIT,,,1.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1949,limechain,limechain/verifiable-merkle-tree,,,,2.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1950,limechain,limechain/wasm-injector,Apache-2.0,2.0,,4.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1951,limechain,limechain/web3-examples,,1.0,1.0,2.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1952,limechain,limechain/whbar,,,,3.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1953,limechain,limechain/wisp,MIT,1.0,,2.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1954,limechain,limechain/wisp-analytics,MIT,,,2.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1955,limechain,limechain/wisp-bridge-demo-contracts,,,,2.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1956,limechain,limechain/wisp-protocol,GPL-3.0,2.0,3.0,2.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1957,limechain,limechain/wisp-prover,GPL-3.0,2.0,2.0,1.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1958,limechain,limechain/wrap-up-hardhat,,,,1.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1959,limechain,limechain/avalanche-client,,,,3.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1960,limechain,limechain/hedera-transaction-tool-release,,,,1.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1961,limechain,limechain/stylus-toolkit,MIT,,,1.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1962,limechain,limechain/utxo-poc,MIT,,,1.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1963,limechain,limechain/filecoin-ipc-actors-fevm,,,,2.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes
1964,lighthouse-sigp,sigp/lighthouse,Apache-2.0,2571.0,647.0,508.0,0xd37644d60f063de12786ccd1bb192bdca7ead7aaed1707161943e0ce8bfb72ff,Lighthouse
1965,lexdao,lexdao/ait,MIT,5.0,4.0,2.0,0x88403a05838b89463ea5a2a8635d2b4c537fb2f6e7a4b939bebb60adb7dedee0,LexDAO
1966,lexdao,lexdao/arbitration,,9.0,1.0,3.0,0x88403a05838b89463ea5a2a8635d2b4c537fb2f6e7a4b939bebb60adb7dedee0,LexDAO
1967,lexdao,lexdao/assets,MIT,,1.0,2.0,0x88403a05838b89463ea5a2a8635d2b4c537fb2f6e7a4b939bebb60adb7dedee0,LexDAO
1968,lexdao,lexdao/bpnft,GPL-3.0,1.0,,1.0,0x88403a05838b89463ea5a2a8635d2b4c537fb2f6e7a4b939bebb60adb7dedee0,LexDAO
1969,lexdao,lexdao/bounties,MIT,1.0,,1.0,0x88403a05838b89463ea5a2a8635d2b4c537fb2f6e7a4b939bebb60adb7dedee0,LexDAO
1970,lexdao,lexdao/cooperative,MIT,,1.0,1.0,0x88403a05838b89463ea5a2a8635d2b4c537fb2f6e7a4b939bebb60adb7dedee0,LexDAO
1971,lexdao,lexdao/dao,,,,1.0,0x88403a05838b89463ea5a2a8635d2b4c537fb2f6e7a4b939bebb60adb7dedee0,LexDAO
1972,lexdao,lexdao/dao-law,MIT,5.0,1.0,1.0,0x88403a05838b89463ea5a2a8635d2b4c537fb2f6e7a4b939bebb60adb7dedee0,LexDAO
1973,lexdao,lexdao/dao-proposals,MIT,,,1.0,0x88403a05838b89463ea5a2a8635d2b4c537fb2f6e7a4b939bebb60adb7dedee0,LexDAO
