,Project ID,Project Name,Dev Tool ID,Dev Tool Name,Relationship Type,Num Project Devs Engaging with Dev Tool,Num Smart Contract Devs Engaging with Dev Tool,Project Total Txns,Project Total Gas Fees
1111,UKtg1vsNpSUEdeeWaD3sMccRbAy3snEUTcf0Px5xoak=,showtime-xyz,D3mUC1uetKFVx1xSk39LA6L7IG93NmwmCIqjArMu8i4=,ethers-io,Dependency,0,0,1.0,5.6533695083679976e-06
1112,UKtg1vsNpSUEdeeWaD3sMccRbAy3snEUTcf0Px5xoak=,showtime-xyz,kfCLop4S40EFI3hMpDXMSe2_xEwv7l5hrci8-T5yW_o=,wevm,Dependency,0,0,1.0,5.6533695083679976e-06
1113,UKtg1vsNpSUEdeeWaD3sMccRbAy3snEUTcf0Px5xoak=,showtime-xyz,PZA75rAKiN4P9poFNpkZYK-yrF1r3WgpEHmbvwPjbXk=,zora,Dependency,0,0,1.0,5.6533695083679976e-06
1114,UKtg1vsNpSUEdeeWaD3sMccRbAy3snEUTcf0Px5xoak=,showtime-xyz,dMfvcoukJbU8asuACN_Pz6Jv--YCA1-XqqVaOt3z_QU=,solady-vectorized,Dependency,0,0,1.0,5.6533695083679976e-06
1115,UKtg1vsNpSUEdeeWaD3sMccRbAy3snEUTcf0Px5xoak=,showtime-xyz,6oYxQLeuskLSgiRjief2LzEf9sDQdxNjEkGxzLkvJXw=,openzeppelin,Dependency,0,0,1.0,5.6533695083679976e-06
1116,UKtg1vsNpSUEdeeWaD3sMccRbAy3snEUTcf0Px5xoak=,showtime-xyz,sC8RX02Lj6i-4uNqdy4_KIHBL4-VbljDzcmDJls08Tw=,solhint-protofire,Dependency,0,0,1.0,5.6533695083679976e-06
1117,UKtg1vsNpSUEdeeWaD3sMccRbAy3snEUTcf0Px5xoak=,showtime-xyz,57ErQ5loSD9BlgJCB1nUOKthiQC6uxZ6ZESdKngaphM=,rainbow,Dependency,0,0,1.0,5.6533695083679976e-06
1118,UKtg1vsNpSUEdeeWaD3sMccRbAy3snEUTcf0Px5xoak=,showtime-xyz,DIFwzDKrLDsrfbdzXMd0V-K852SAS7sR0loKq0bIlco=,libp2p,Dependency,0,0,1.0,5.6533695083679976e-06
1119,UKtg1vsNpSUEdeeWaD3sMccRbAy3snEUTcf0Px5xoak=,showtime-xyz,KHHcusE_j4--ADJVcKQcBG1M5M6x_DU8H_RW-fmmhCs=,wighawag,Dependency,0,0,1.0,5.6533695083679976e-06
1120,UQrhi8C2lSXtgkojDyC0Vqo4NvwHsYkOFRDUhlVkv80=,kwenta,cMy_ZibGiUZCzPBHjDsLrCgBqbqPC-RANz_ePZYqwRU=,tenderly,Dependency,0,3,711726.0,20.154184414841918
1121,UQrhi8C2lSXtgkojDyC0Vqo4NvwHsYkOFRDUhlVkv80=,kwenta,ueCbv6mKZFXtfRF7CghK1M68mjq8jpSFbf4tesVhbHE=,theredguild,Engagement,1,3,711726.0,20.154184414841918
1122,UQrhi8C2lSXtgkojDyC0Vqo4NvwHsYkOFRDUhlVkv80=,kwenta,T-k4UoWd5ek9LpuBJJPI6UoTrelr5HDXLNDSCyQnYk0=,cannon-rs-badboilabs,Engagement,1,3,711726.0,20.154184414841918
1123,UQrhi8C2lSXtgkojDyC0Vqo4NvwHsYkOFRDUhlVkv80=,kwenta,gqc1KYoATFx8-JbkTkVblT6DS2K8tVOSdWUkEoiyGDs=,go-ethereum,Dependency,0,3,711726.0,20.154184414841918
1124,UQrhi8C2lSXtgkojDyC0Vqo4NvwHsYkOFRDUhlVkv80=,kwenta,aVyyHCAyvC17oFRmyiZz_fgZ1yWnZPrBwhmF3oRqT1w=,synthetix,Both,4,3,11387616.0,322.46695063747046
1125,UQrhi8C2lSXtgkojDyC0Vqo4NvwHsYkOFRDUhlVkv80=,kwenta,ETWm9PT-9PpUMOjMOBRhCFyEzeJ5V4eeCC3unkOylag=,pyth-network,Dependency,0,3,711726.0,20.154184414841918
1126,UQrhi8C2lSXtgkojDyC0Vqo4NvwHsYkOFRDUhlVkv80=,kwenta,D1kTRxhL5jyrUMM89CpODFq7N0OFAiVX04m_1FUqktk=,blocknative,Dependency,0,3,711726.0,20.154184414841918
1127,UQrhi8C2lSXtgkojDyC0Vqo4NvwHsYkOFRDUhlVkv80=,kwenta,KHHcusE_j4--ADJVcKQcBG1M5M6x_DU8H_RW-fmmhCs=,wighawag,Dependency,0,3,711726.0,20.154184414841918
1128,UQrhi8C2lSXtgkojDyC0Vqo4NvwHsYkOFRDUhlVkv80=,kwenta,QMXrH8r1mqwEjb22WQc5yYn2EWQjGyLNE-wJxUleSMY=,crate-crypto,Dependency,0,3,711726.0,20.154184414841918
1129,UQrhi8C2lSXtgkojDyC0Vqo4NvwHsYkOFRDUhlVkv80=,kwenta,oEZd9jgPWaKJGuupx-tvUXbdQi5zQ7zNdtdDcpoHODA=,synpress-synthexio,Both,2,3,2846904.0,80.61673765936767
1130,UQrhi8C2lSXtgkojDyC0Vqo4NvwHsYkOFRDUhlVkv80=,kwenta,1hLLflXAqMy1sbUCwkxBdBhreqET1R052tFu56FGRn8=,derivexyz,Engagement,2,3,2846904.0,80.61673765936767
1131,UQrhi8C2lSXtgkojDyC0Vqo4NvwHsYkOFRDUhlVkv80=,kwenta,y9t7a2RCN_Cxpi-g-8Qmb5txYxaC0nARzZwmwSWinuI=,foundry,Engagement,2,3,2846904.0,80.61673765936767
1132,UQrhi8C2lSXtgkojDyC0Vqo4NvwHsYkOFRDUhlVkv80=,kwenta,_-S_4OPQhIH4TID_hmmAA5OXTOHKI4iN4pvDgt3elQk=,ipfs,Dependency,0,3,711726.0,20.154184414841918
1133,UQrhi8C2lSXtgkojDyC0Vqo4NvwHsYkOFRDUhlVkv80=,kwenta,jUda1pi-FdNlaUmgKq51B4h8x4wX3QTN2fZkKq6N0vw=,yearn,Engagement,1,3,711726.0,20.154184414841918
1134,UQrhi8C2lSXtgkojDyC0Vqo4NvwHsYkOFRDUhlVkv80=,kwenta,57ErQ5loSD9BlgJCB1nUOKthiQC6uxZ6ZESdKngaphM=,rainbow,Dependency,0,3,711726.0,20.154184414841918
1135,UQrhi8C2lSXtgkojDyC0Vqo4NvwHsYkOFRDUhlVkv80=,kwenta,49IQVtGGIRnaELpl9hbznb1FNpTo-lH6AL9GKBq5JoE=,apeworx,Engagement,2,3,2846904.0,80.61673765936767
1136,UQrhi8C2lSXtgkojDyC0Vqo4NvwHsYkOFRDUhlVkv80=,kwenta,PCE9LCHH01ZkCYO-GdLEM4DDJdJvBR9xzfW5Ix5N-Sw=,indexsupply,Engagement,1,3,711726.0,20.154184414841918
1137,UQrhi8C2lSXtgkojDyC0Vqo4NvwHsYkOFRDUhlVkv80=,kwenta,6oYxQLeuskLSgiRjief2LzEf9sDQdxNjEkGxzLkvJXw=,openzeppelin,Both,1,3,711726.0,20.154184414841918
1138,UQrhi8C2lSXtgkojDyC0Vqo4NvwHsYkOFRDUhlVkv80=,kwenta,DIFwzDKrLDsrfbdzXMd0V-K852SAS7sR0loKq0bIlco=,libp2p,Dependency,0,3,711726.0,20.154184414841918
1139,UQrhi8C2lSXtgkojDyC0Vqo4NvwHsYkOFRDUhlVkv80=,kwenta,kfCLop4S40EFI3hMpDXMSe2_xEwv7l5hrci8-T5yW_o=,wevm,Both,2,3,2846904.0,80.61673765936767
1140,UQrhi8C2lSXtgkojDyC0Vqo4NvwHsYkOFRDUhlVkv80=,kwenta,7gqfws0MWRPiMksDMMfnZZFhU66gzItyl2x5wJa6mEE=,socket,Dependency,0,3,711726.0,20.154184414841918
1141,UQrhi8C2lSXtgkojDyC0Vqo4NvwHsYkOFRDUhlVkv80=,kwenta,7gUDkvUsSCuHnuP7sm59b35QEtUkBQ1g5Usam51USRc=,defi-wonderland,Dependency,0,3,711726.0,20.154184414841918
1142,UQrhi8C2lSXtgkojDyC0Vqo4NvwHsYkOFRDUhlVkv80=,kwenta,LYjorXBAT3ups7hO6SJ_Uy7fft9PqTeD3Nq2m2El7uM=,buidlguidl,Engagement,1,3,711726.0,20.154184414841918
1143,UQrhi8C2lSXtgkojDyC0Vqo4NvwHsYkOFRDUhlVkv80=,kwenta,UQrhi8C2lSXtgkojDyC0Vqo4NvwHsYkOFRDUhlVkv80=,kwenta,Both,3,3,6405534.0,181.38765973357724
1144,UQrhi8C2lSXtgkojDyC0Vqo4NvwHsYkOFRDUhlVkv80=,kwenta,9aQoeGEVZyOz1Xi4OOLRjukU-y6pN8yzRRDN2hPyXFY=,frame-floating,Engagement,1,3,711726.0,20.154184414841918
1145,UQrhi8C2lSXtgkojDyC0Vqo4NvwHsYkOFRDUhlVkv80=,kwenta,D3mUC1uetKFVx1xSk39LA6L7IG93NmwmCIqjArMu8i4=,ethers-io,Both,1,3,711726.0,20.154184414841918
1146,UQrhi8C2lSXtgkojDyC0Vqo4NvwHsYkOFRDUhlVkv80=,kwenta,Ui5SdZUa7VSPifXZCO4979gn2C_DVxQD_0YlTI4bhCw=,usecannon,Engagement,2,3,2846904.0,80.61673765936767
1147,UQrhi8C2lSXtgkojDyC0Vqo4NvwHsYkOFRDUhlVkv80=,kwenta,imOWe-ffDazpMiTjIJWOp-siTuTAeO6jJ9v-DrUyvXM=,lodestar-chainsafe,Dependency,0,3,711726.0,20.154184414841918
1148,UQrhi8C2lSXtgkojDyC0Vqo4NvwHsYkOFRDUhlVkv80=,kwenta,4ahqteHrXIMftYmNLN8XD6NyoSEqkA8chfvz4uSTAxg=,prettier-solidity,Dependency,0,3,711726.0,20.154184414841918
1149,UQrhi8C2lSXtgkojDyC0Vqo4NvwHsYkOFRDUhlVkv80=,kwenta,v7O_pwRuoVT9BKG9-9pHzkka3dwinL8fYQstm8MlP4Q=,hardhat-nomicfoundation,Dependency,0,3,711726.0,20.154184414841918
1150,UQrhi8C2lSXtgkojDyC0Vqo4NvwHsYkOFRDUhlVkv80=,kwenta,p0d52ry1DHeogcfqG6LhWQDbBYD473gv6MLSMmsdEdo=,snapshot-labs,Dependency,0,3,711726.0,20.154184414841918
1151,UQrhi8C2lSXtgkojDyC0Vqo4NvwHsYkOFRDUhlVkv80=,kwenta,MCpsUwYZfHNmAmI2Msxk5JorgS4Bgt7_3vvFT5HHnGw=,blst-supranational,Dependency,0,3,711726.0,20.154184414841918
1152,UlGC3DmBYncL0mol-swnPNMUlFhBItNJW9qZchOEVEA=,fractal-visions,6oYxQLeuskLSgiRjief2LzEf9sDQdxNjEkGxzLkvJXw=,openzeppelin,Dependency,0,0,2546.0,0.005376534292557868
1153,UlGC3DmBYncL0mol-swnPNMUlFhBItNJW9qZchOEVEA=,fractal-visions,v7O_pwRuoVT9BKG9-9pHzkka3dwinL8fYQstm8MlP4Q=,hardhat-nomicfoundation,Dependency,0,0,2546.0,0.005376534292557868
1154,UlGC3DmBYncL0mol-swnPNMUlFhBItNJW9qZchOEVEA=,fractal-visions,D3mUC1uetKFVx1xSk39LA6L7IG93NmwmCIqjArMu8i4=,ethers-io,Dependency,0,0,2546.0,0.005376534292557868
1155,WPjCCIDK0pJh-tTktKDnWPNNhP8yjWYUxixrmtComxE=,seamless-protocol,kfCLop4S40EFI3hMpDXMSe2_xEwv7l5hrci8-T5yW_o=,wevm,Dependency,0,0,559594.0,2.3793915693309615
1156,WPjCCIDK0pJh-tTktKDnWPNNhP8yjWYUxixrmtComxE=,seamless-protocol,57ErQ5loSD9BlgJCB1nUOKthiQC6uxZ6ZESdKngaphM=,rainbow,Dependency,0,0,559594.0,2.3793915693309615
1157,WPjCCIDK0pJh-tTktKDnWPNNhP8yjWYUxixrmtComxE=,seamless-protocol,6oYxQLeuskLSgiRjief2LzEf9sDQdxNjEkGxzLkvJXw=,openzeppelin,Dependency,0,0,559594.0,2.3793915693309615
1158,WPjCCIDK0pJh-tTktKDnWPNNhP8yjWYUxixrmtComxE=,seamless-protocol,D3mUC1uetKFVx1xSk39LA6L7IG93NmwmCIqjArMu8i4=,ethers-io,Dependency,0,0,559594.0,2.3793915693309615
1159,XFrUqpjp_oS9-UTjz77GxDM0yJm2WvBpA9FhmI64VPE=,gammastrategies,D3mUC1uetKFVx1xSk39LA6L7IG93NmwmCIqjArMu8i4=,ethers-io,Dependency,0,1,65208.0,0.9744776058869133
1160,XFrUqpjp_oS9-UTjz77GxDM0yJm2WvBpA9FhmI64VPE=,gammastrategies,6oYxQLeuskLSgiRjief2LzEf9sDQdxNjEkGxzLkvJXw=,openzeppelin,Dependency,0,1,65208.0,0.9744776058869133
1161,XFrUqpjp_oS9-UTjz77GxDM0yJm2WvBpA9FhmI64VPE=,gammastrategies,4ahqteHrXIMftYmNLN8XD6NyoSEqkA8chfvz4uSTAxg=,prettier-solidity,Dependency,0,1,65208.0,0.9744776058869133
1162,XFrUqpjp_oS9-UTjz77GxDM0yJm2WvBpA9FhmI64VPE=,gammastrategies,sC8RX02Lj6i-4uNqdy4_KIHBL4-VbljDzcmDJls08Tw=,solhint-protofire,Dependency,0,1,65208.0,0.9744776058869133
1163,Xbh46oxlK5PxdhROWeVFvqtYL2ZYyxLTAAlwob_0I8E=,dapp-learning-dao,v7O_pwRuoVT9BKG9-9pHzkka3dwinL8fYQstm8MlP4Q=,hardhat-nomicfoundation,Dependency,0,0,125.0,0.00014500874569947896
1164,Xbh46oxlK5PxdhROWeVFvqtYL2ZYyxLTAAlwob_0I8E=,dapp-learning-dao,4ahqteHrXIMftYmNLN8XD6NyoSEqkA8chfvz4uSTAxg=,prettier-solidity,Dependency,0,0,125.0,0.00014500874569947896
1165,Xbh46oxlK5PxdhROWeVFvqtYL2ZYyxLTAAlwob_0I8E=,dapp-learning-dao,cMy_ZibGiUZCzPBHjDsLrCgBqbqPC-RANz_ePZYqwRU=,tenderly,Dependency,0,0,125.0,0.00014500874569947896
1166,Xbh46oxlK5PxdhROWeVFvqtYL2ZYyxLTAAlwob_0I8E=,dapp-learning-dao,D3mUC1uetKFVx1xSk39LA6L7IG93NmwmCIqjArMu8i4=,ethers-io,Dependency,0,0,125.0,0.00014500874569947896
1167,Xbh46oxlK5PxdhROWeVFvqtYL2ZYyxLTAAlwob_0I8E=,dapp-learning-dao,7UvoYLwQcGamsUW0EDD7aipxdaT5to2z-FJ1P6kh-4k=,eth-infinitism-account-abstraction,Dependency,0,0,125.0,0.00014500874569947896
1168,Xbh46oxlK5PxdhROWeVFvqtYL2ZYyxLTAAlwob_0I8E=,dapp-learning-dao,_-S_4OPQhIH4TID_hmmAA5OXTOHKI4iN4pvDgt3elQk=,ipfs,Dependency,0,0,125.0,0.00014500874569947896
1169,Xbh46oxlK5PxdhROWeVFvqtYL2ZYyxLTAAlwob_0I8E=,dapp-learning-dao,KHHcusE_j4--ADJVcKQcBG1M5M6x_DU8H_RW-fmmhCs=,wighawag,Dependency,0,0,125.0,0.00014500874569947896
1170,Xbh46oxlK5PxdhROWeVFvqtYL2ZYyxLTAAlwob_0I8E=,dapp-learning-dao,DIFwzDKrLDsrfbdzXMd0V-K852SAS7sR0loKq0bIlco=,libp2p,Dependency,0,0,125.0,0.00014500874569947896
1171,Xbh46oxlK5PxdhROWeVFvqtYL2ZYyxLTAAlwob_0I8E=,dapp-learning-dao,MCpsUwYZfHNmAmI2Msxk5JorgS4Bgt7_3vvFT5HHnGw=,blst-supranational,Dependency,0,0,125.0,0.00014500874569947896
1172,Xbh46oxlK5PxdhROWeVFvqtYL2ZYyxLTAAlwob_0I8E=,dapp-learning-dao,6oYxQLeuskLSgiRjief2LzEf9sDQdxNjEkGxzLkvJXw=,openzeppelin,Dependency,0,0,125.0,0.00014500874569947896
1173,Xbh46oxlK5PxdhROWeVFvqtYL2ZYyxLTAAlwob_0I8E=,dapp-learning-dao,57ErQ5loSD9BlgJCB1nUOKthiQC6uxZ6ZESdKngaphM=,rainbow,Dependency,0,0,125.0,0.00014500874569947896
1174,Xbh46oxlK5PxdhROWeVFvqtYL2ZYyxLTAAlwob_0I8E=,dapp-learning-dao,kfCLop4S40EFI3hMpDXMSe2_xEwv7l5hrci8-T5yW_o=,wevm,Dependency,0,0,125.0,0.00014500874569947896
1175,Xbh46oxlK5PxdhROWeVFvqtYL2ZYyxLTAAlwob_0I8E=,dapp-learning-dao,utP0HUUvVZW22pMwXVjj5QkWWWfGXv-i6LCpkH5IkaY=,alloy-rs,Dependency,0,0,125.0,0.00014500874569947896
1176,Xbh46oxlK5PxdhROWeVFvqtYL2ZYyxLTAAlwob_0I8E=,dapp-learning-dao,D1kTRxhL5jyrUMM89CpODFq7N0OFAiVX04m_1FUqktk=,blocknative,Dependency,0,0,125.0,0.00014500874569947896
1177,Xbh46oxlK5PxdhROWeVFvqtYL2ZYyxLTAAlwob_0I8E=,dapp-learning-dao,sC8RX02Lj6i-4uNqdy4_KIHBL4-VbljDzcmDJls08Tw=,solhint-protofire,Dependency,0,0,125.0,0.00014500874569947896
1178,Xf4Ih4Sd3VYRNNNkN9Lpjw7pJQVTHIPKHXWRsdE_yFI=,umbra-scopelift,6oYxQLeuskLSgiRjief2LzEf9sDQdxNjEkGxzLkvJXw=,openzeppelin,Both,3,0,57285.0,0.11301668423859432
1179,Xf4Ih4Sd3VYRNNNkN9Lpjw7pJQVTHIPKHXWRsdE_yFI=,umbra-scopelift,kfCLop4S40EFI3hMpDXMSe2_xEwv7l5hrci8-T5yW_o=,wevm,Engagement,2,0,25460.0,0.05022963743937525
1180,Xf4Ih4Sd3VYRNNNkN9Lpjw7pJQVTHIPKHXWRsdE_yFI=,umbra-scopelift,oRirYZnYmwKEXZ0X-KS2YNVg72udn-ZJIedzqdNpbVI=,alchemyplatform,Engagement,1,0,6365.0,0.012557409359843811
1181,Xf4Ih4Sd3VYRNNNkN9Lpjw7pJQVTHIPKHXWRsdE_yFI=,umbra-scopelift,v7O_pwRuoVT9BKG9-9pHzkka3dwinL8fYQstm8MlP4Q=,hardhat-nomicfoundation,Engagement,1,0,6365.0,0.012557409359843811
1182,Xf4Ih4Sd3VYRNNNkN9Lpjw7pJQVTHIPKHXWRsdE_yFI=,umbra-scopelift,wqMqsuF1yLtr3OBt49nDELFIu3S7pQHmIRc4GNzpbjQ=,scopelift,Engagement,3,0,57285.0,0.11301668423859432
1183,Xf4Ih4Sd3VYRNNNkN9Lpjw7pJQVTHIPKHXWRsdE_yFI=,umbra-scopelift,iRrq3otTCxa80zV-CWBrtJXeeAGtyIM9kfy3hyXFK7A=,whatsabi-shazow,Engagement,1,0,6365.0,0.012557409359843811
1184,Xf4Ih4Sd3VYRNNNkN9Lpjw7pJQVTHIPKHXWRsdE_yFI=,umbra-scopelift,M42BYUKuR6fTAaWcxx290zHriqE4VNluSLGyn8yTct8=,slither-crytic,Engagement,1,0,6365.0,0.012557409359843811
1185,Xf4Ih4Sd3VYRNNNkN9Lpjw7pJQVTHIPKHXWRsdE_yFI=,umbra-scopelift,y9t7a2RCN_Cxpi-g-8Qmb5txYxaC0nARzZwmwSWinuI=,foundry,Engagement,3,0,57285.0,0.11301668423859432
1186,Xf4Ih4Sd3VYRNNNkN9Lpjw7pJQVTHIPKHXWRsdE_yFI=,umbra-scopelift,D3mUC1uetKFVx1xSk39LA6L7IG93NmwmCIqjArMu8i4=,ethers-io,Both,1,0,6365.0,0.012557409359843811
1187,Xf4Ih4Sd3VYRNNNkN9Lpjw7pJQVTHIPKHXWRsdE_yFI=,umbra-scopelift,TBJVKwUPYuceU72pVpckxBcwXK6m0tJsGEMGbQ5PE6s=,abi-to-sol-gnidan,Engagement,1,0,6365.0,0.012557409359843811
1188,Xf4Ih4Sd3VYRNNNkN9Lpjw7pJQVTHIPKHXWRsdE_yFI=,umbra-scopelift,64qp1ybgolFxPB47LJA0p7BGYKekaqGS8p3yqqvkL3o=,rotki,Engagement,1,0,6365.0,0.012557409359843811
1189,Xf4Ih4Sd3VYRNNNkN9Lpjw7pJQVTHIPKHXWRsdE_yFI=,umbra-scopelift,Skg2WIacZgsQJx8bP11NeCHF6mkHjHZ-VCmKmi97u3U=,solidity-ethereum,Engagement,1,0,6365.0,0.012557409359843811
1190,Xf4Ih4Sd3VYRNNNkN9Lpjw7pJQVTHIPKHXWRsdE_yFI=,umbra-scopelift,9FPohrEjU-h_5BTmL-HBlyLH7f9rLprx2zqBddNDtn0=,vyperlang,Engagement,1,0,6365.0,0.012557409359843811
1191,Xf4Ih4Sd3VYRNNNkN9Lpjw7pJQVTHIPKHXWRsdE_yFI=,umbra-scopelift,KHHcusE_j4--ADJVcKQcBG1M5M6x_DU8H_RW-fmmhCs=,wighawag,Engagement,1,0,6365.0,0.012557409359843811
1192,Xf4Ih4Sd3VYRNNNkN9Lpjw7pJQVTHIPKHXWRsdE_yFI=,umbra-scopelift,Dc8DKDCOLAOKl0Hv9vWh3krpsqkG-Sk9defPhrWHqPg=,cryo-paradigmxyz,Engagement,1,0,6365.0,0.012557409359843811
1193,Xf4Ih4Sd3VYRNNNkN9Lpjw7pJQVTHIPKHXWRsdE_yFI=,umbra-scopelift,KxxR7pXLecV5YBqbWpSlDo8E9DmHOqrzHcxKVUonsRU=,cyfrin,Engagement,1,0,6365.0,0.012557409359843811
1194,Xf4Ih4Sd3VYRNNNkN9Lpjw7pJQVTHIPKHXWRsdE_yFI=,umbra-scopelift,utP0HUUvVZW22pMwXVjj5QkWWWfGXv-i6LCpkH5IkaY=,alloy-rs,Engagement,1,0,6365.0,0.012557409359843811
1195,Xf4Ih4Sd3VYRNNNkN9Lpjw7pJQVTHIPKHXWRsdE_yFI=,umbra-scopelift,sC8RX02Lj6i-4uNqdy4_KIHBL4-VbljDzcmDJls08Tw=,solhint-protofire,Dependency,0,0,6365.0,0.012557409359843811
1196,Xf4Ih4Sd3VYRNNNkN9Lpjw7pJQVTHIPKHXWRsdE_yFI=,umbra-scopelift,gqc1KYoATFx8-JbkTkVblT6DS2K8tVOSdWUkEoiyGDs=,go-ethereum,Engagement,1,0,6365.0,0.012557409359843811
1197,Xf4Ih4Sd3VYRNNNkN9Lpjw7pJQVTHIPKHXWRsdE_yFI=,umbra-scopelift,D1kTRxhL5jyrUMM89CpODFq7N0OFAiVX04m_1FUqktk=,blocknative,Dependency,0,0,6365.0,0.012557409359843811
1198,Xf4Ih4Sd3VYRNNNkN9Lpjw7pJQVTHIPKHXWRsdE_yFI=,umbra-scopelift,4ahqteHrXIMftYmNLN8XD6NyoSEqkA8chfvz4uSTAxg=,prettier-solidity,Dependency,0,0,6365.0,0.012557409359843811
1199,XyKL4912vsx41aNjTJDLDexSgi4_BcPkilZ8twJlqxI=,aave,jUda1pi-FdNlaUmgKq51B4h8x4wX3QTN2fZkKq6N0vw=,yearn,Engagement,1,9,14808411.0,426.6415155829133
1200,XyKL4912vsx41aNjTJDLDexSgi4_BcPkilZ8twJlqxI=,aave,49IQVtGGIRnaELpl9hbznb1FNpTo-lH6AL9GKBq5JoE=,apeworx,Both,1,9,14808411.0,426.6415155829133
1201,XyKL4912vsx41aNjTJDLDexSgi4_BcPkilZ8twJlqxI=,aave,_-S_4OPQhIH4TID_hmmAA5OXTOHKI4iN4pvDgt3elQk=,ipfs,Dependency,0,9,14808411.0,426.6415155829133
1202,XyKL4912vsx41aNjTJDLDexSgi4_BcPkilZ8twJlqxI=,aave,Dc8DKDCOLAOKl0Hv9vWh3krpsqkG-Sk9defPhrWHqPg=,cryo-paradigmxyz,Engagement,2,9,59233644.0,1706.5660623316517
1203,XyKL4912vsx41aNjTJDLDexSgi4_BcPkilZ8twJlqxI=,aave,DIFwzDKrLDsrfbdzXMd0V-K852SAS7sR0loKq0bIlco=,libp2p,Dependency,0,9,14808411.0,426.6415155829133
1204,XyKL4912vsx41aNjTJDLDexSgi4_BcPkilZ8twJlqxI=,aave,cMy_ZibGiUZCzPBHjDsLrCgBqbqPC-RANz_ePZYqwRU=,tenderly,Dependency,0,9,14808411.0,426.6415155829133
1205,XyKL4912vsx41aNjTJDLDexSgi4_BcPkilZ8twJlqxI=,aave,sC8RX02Lj6i-4uNqdy4_KIHBL4-VbljDzcmDJls08Tw=,solhint-protofire,Dependency,0,9,14808411.0,426.6415155829133
1206,XyKL4912vsx41aNjTJDLDexSgi4_BcPkilZ8twJlqxI=,aave,M42BYUKuR6fTAaWcxx290zHriqE4VNluSLGyn8yTct8=,slither-crytic,Engagement,1,9,14808411.0,426.6415155829133
1207,XyKL4912vsx41aNjTJDLDexSgi4_BcPkilZ8twJlqxI=,aave,oEZd9jgPWaKJGuupx-tvUXbdQi5zQ7zNdtdDcpoHODA=,synpress-synthexio,Engagement,1,9,14808411.0,426.6415155829133
1208,XyKL4912vsx41aNjTJDLDexSgi4_BcPkilZ8twJlqxI=,aave,Q8XI5uvgwOT41A1eWKKVRoQdzjDvYXRtVLpT6n7KVrg=,gelato,Engagement,2,9,59233644.0,1706.5660623316517
1209,XyKL4912vsx41aNjTJDLDexSgi4_BcPkilZ8twJlqxI=,aave,KHHcusE_j4--ADJVcKQcBG1M5M6x_DU8H_RW-fmmhCs=,wighawag,Both,1,9,14808411.0,426.6415155829133
1210,XyKL4912vsx41aNjTJDLDexSgi4_BcPkilZ8twJlqxI=,aave,ApZUQBKEOWON_LM9juy_o0kXUqjeZO1rFirFeN-kN7s=,dethcrypto,Engagement,1,9,14808411.0,426.6415155829133
1211,XyKL4912vsx41aNjTJDLDexSgi4_BcPkilZ8twJlqxI=,aave,Y-O2nnqzudGeu_SO3Z-iGC0SQ0r-hhqXxbv-af1MBds=,fe-ethereum,Engagement,1,9,14808411.0,426.6415155829133
1212,XyKL4912vsx41aNjTJDLDexSgi4_BcPkilZ8twJlqxI=,aave,9FPohrEjU-h_5BTmL-HBlyLH7f9rLprx2zqBddNDtn0=,vyperlang,Dependency,0,9,14808411.0,426.6415155829133
1213,XyKL4912vsx41aNjTJDLDexSgi4_BcPkilZ8twJlqxI=,aave,6oYxQLeuskLSgiRjief2LzEf9sDQdxNjEkGxzLkvJXw=,openzeppelin,Both,3,9,133275699.0,3839.7736402462306
1214,XyKL4912vsx41aNjTJDLDexSgi4_BcPkilZ8twJlqxI=,aave,4ahqteHrXIMftYmNLN8XD6NyoSEqkA8chfvz4uSTAxg=,prettier-solidity,Dependency,0,9,14808411.0,426.6415155829133
1215,XyKL4912vsx41aNjTJDLDexSgi4_BcPkilZ8twJlqxI=,aave,imOWe-ffDazpMiTjIJWOp-siTuTAeO6jJ9v-DrUyvXM=,lodestar-chainsafe,Engagement,1,9,14808411.0,426.6415155829133
1216,XyKL4912vsx41aNjTJDLDexSgi4_BcPkilZ8twJlqxI=,aave,kfCLop4S40EFI3hMpDXMSe2_xEwv7l5hrci8-T5yW_o=,wevm,Both,7,9,725612139.0,20905.434263562587
1217,XyKL4912vsx41aNjTJDLDexSgi4_BcPkilZ8twJlqxI=,aave,AMRUj6HUvwYnxDOM8OlY2YoA4f33M2X7NODmHamC_XI=,hardhat-tracer-zemse,Dependency,0,9,14808411.0,426.6415155829133
1218,XyKL4912vsx41aNjTJDLDexSgi4_BcPkilZ8twJlqxI=,aave,Skg2WIacZgsQJx8bP11NeCHF6mkHjHZ-VCmKmi97u3U=,solidity-ethereum,Engagement,3,9,133275699.0,3839.7736402462306
1219,XyKL4912vsx41aNjTJDLDexSgi4_BcPkilZ8twJlqxI=,aave,y9t7a2RCN_Cxpi-g-8Qmb5txYxaC0nARzZwmwSWinuI=,foundry,Engagement,7,9,725612139.0,20905.434263562587
1220,XyKL4912vsx41aNjTJDLDexSgi4_BcPkilZ8twJlqxI=,aave,utP0HUUvVZW22pMwXVjj5QkWWWfGXv-i6LCpkH5IkaY=,alloy-rs,Engagement,1,9,14808411.0,426.6415155829133
