,package_source,package,github_org_count,artifact_namespace,artifact_name,op_project_count,op_onchain_project_count,op_project_share,op_onchain_project_share,ratio,oso_project
82848,NPM,node-dir,493,node-dir,node-dir,188.0,115.0,0.2946708463949843,0.33045977011494254,1.12145390070922,
82964,NPM,any-signal,526,any-signal,any-signal,170.0,104.0,0.2664576802507837,0.2988505747126437,1.1215686274509804,
81011,NPM,@emotion/css,209,emotion,css,85.0,52.0,0.13322884012539185,0.14942528735632185,1.1215686274509804,
80987,NPM,@storybook/csf,208,storybook,csf,85.0,52.0,0.13322884012539185,0.14942528735632185,1.1215686274509804,
84296,NPM,urix,991,urix,urix,340.0,208.0,0.5329153605015674,0.5977011494252874,1.1215686274509804,
80535,NPM,tty-table,174,tty-table,tty-table,85.0,52.0,0.13322884012539185,0.14942528735632185,1.1215686274509804,
84289,NPM,repeat-element,990,repeat-element,repeat-element,340.0,208.0,0.5329153605015674,0.5977011494252874,1.1215686274509804,
84301,NPM,resolve-url,993,resolve-url,resolve-url,340.0,208.0,0.5329153605015674,0.5977011494252874,1.1215686274509804,
82773,NPM,globrex,465,globrex,globrex,170.0,104.0,0.2664576802507837,0.2988505747126437,1.1215686274509804,
84432,NPM,prr,1045,prr,prr,371.0,227.0,0.5815047021943573,0.6522988505747126,1.1217430368373764,
84610,NPM,proxy-from-env,1131,proxy-from-env,proxy-from-env,371.0,227.0,0.5815047021943573,0.6522988505747126,1.1217430368373764,
80351,NPM,fast-json-parse,163,fast-json-parse,fast-json-parse,67.0,41.0,0.10501567398119123,0.11781609195402298,1.1218905472636815,
84903,NPM,@noble/hashes,1338,noble,hashes,451.0,276.0,0.7068965517241379,0.7931034482758621,1.1219512195121952,
84434,NPM,@noble/curves,1046,noble,curves,384.0,235.0,0.6018808777429467,0.6752873563218391,1.1219618055555556,
84221,NPM,cookiejar,973,cookiejar,cookiejar,366.0,224.0,0.5736677115987461,0.6436781609195402,1.122040072859745,
82040,NPM,metro-transform-worker,316,metro-transform-worker,metro-transform-worker,116.0,71.0,0.18181818181818182,0.20402298850574713,1.122126436781609,
82037,NPM,metro-runtime,316,metro-runtime,metro-runtime,116.0,71.0,0.18181818181818182,0.20402298850574713,1.122126436781609,
84745,NPM,p-cancelable,1213,p-cancelable,p-cancelable,410.0,251.0,0.6426332288401254,0.7212643678160919,1.1223577235772357,
79945,NPM,libnpmpack,145,libnpmpack,libnpmpack,49.0,30.0,0.0768025078369906,0.08620689655172414,1.1224489795918369,
81578,NPM,ahocorasick,259,ahocorasick,ahocorasick,98.0,60.0,0.1536050156739812,0.1724137931034483,1.1224489795918369,
79472,NPM,browser-assert,126,browser-assert,browser-assert,49.0,30.0,0.0768025078369906,0.08620689655172414,1.1224489795918369,
83078,NPM,lodash-es,584,lodash-es,lodash-es,196.0,120.0,0.3072100313479624,0.3448275862068966,1.1224489795918369,
79449,NPM,@prisma/client,125,prisma,client,49.0,30.0,0.0768025078369906,0.08620689655172414,1.1224489795918369,
82465,NPM,ts-loader,380,ts-loader,ts-loader,129.0,79.0,0.20219435736677116,0.22701149425287356,1.1227390180878554,
84697,NPM,object.getownpropertydescriptors,1187,object.getownpropertydescriptors,object.getownpropertydescriptors,400.0,245.0,0.6269592476489029,0.7040229885057471,1.1229166666666666,
81131,NPM,goober,220,goober,goober,80.0,49.0,0.12539184952978055,0.14080459770114942,1.1229166666666668,
81083,NPM,react-hot-toast,216,react-hot-toast,react-hot-toast,80.0,49.0,0.12539184952978055,0.14080459770114942,1.1229166666666668,
84769,NPM,global-modules,1228,global-modules,global-modules,413.0,253.0,0.6473354231974922,0.7270114942528736,1.123083131557708,
80753,NPM,@samverschueren/stream-to-observable,194,samverschueren,stream-to-observable,93.0,57.0,0.14576802507836992,0.16379310344827586,1.1236559139784945,
80821,NPM,@changesets/get-version-range-type,197,changesets,get-version-range-type,93.0,57.0,0.14576802507836992,0.16379310344827586,1.1236559139784945,
80835,NPM,@changesets/logger,197,changesets,logger,93.0,57.0,0.14576802507836992,0.16379310344827586,1.1236559139784945,
80839,NPM,@changesets/errors,197,changesets,errors,93.0,57.0,0.14576802507836992,0.16379310344827586,1.1236559139784945,
84435,NPM,errno,1046,errno,errno,372.0,228.0,0.5830721003134797,0.6551724137931034,1.1236559139784945,
81573,NPM,@radix-ui/react-use-previous,258,radix-ui,react-use-previous,93.0,57.0,0.14576802507836992,0.16379310344827586,1.1236559139784945,
84600,NPM,simple-get,1124,simple-get,simple-get,403.0,247.0,0.6316614420062696,0.7097701149425287,1.1236559139784945,
80795,NPM,is-subdir,197,is-subdir,is-subdir,93.0,57.0,0.14576802507836992,0.16379310344827586,1.1236559139784945,
78270,NPM,@web3modal/siwe,89,web3modal,siwe,31.0,19.0,0.048589341692789965,0.05459770114942529,1.1236559139784947,
78535,NPM,@magic-sdk/provider,97,magic-sdk,provider,31.0,19.0,0.048589341692789965,0.05459770114942529,1.1236559139784947,
78547,NPM,@magic-sdk/types,97,magic-sdk,types,31.0,19.0,0.048589341692789965,0.05459770114942529,1.1236559139784947,
77971,NPM,dag-map,82,dag-map,dag-map,31.0,19.0,0.048589341692789965,0.05459770114942529,1.1236559139784947,
78565,NPM,streamroller,98,streamroller,streamroller,31.0,19.0,0.048589341692789965,0.05459770114942529,1.1236559139784947,
85041,NPM,aes-js,1450,aes-js,aes-js,496.0,304.0,0.7774294670846394,0.8735632183908046,1.1236559139784947,
78418,RUST,jsonrpc-core,93,jsonrpc-core,jsonrpc-core,31.0,19.0,0.048589341692789965,0.05459770114942529,1.1236559139784947,
84293,NPM,array-unique,991,array-unique,array-unique,341.0,209.0,0.5344827586206896,0.6005747126436781,1.1236559139784947,
78808,NPM,xmlcreate,105,xmlcreate,xmlcreate,31.0,19.0,0.048589341692789965,0.05459770114942529,1.1236559139784947,
77674,NPM,@urql/exchange-retry,76,urql,exchange-retry,31.0,19.0,0.048589341692789965,0.05459770114942529,1.1236559139784947,
77247,NPM,promptly,69,promptly,promptly,31.0,19.0,0.048589341692789965,0.05459770114942529,1.1236559139784947,
77372,NPM,is-jpg,71,is-jpg,is-jpg,31.0,19.0,0.048589341692789965,0.05459770114942529,1.1236559139784947,
79837,NPM,shimmer,142,shimmer,shimmer,62.0,38.0,0.09717868338557993,0.10919540229885058,1.1236559139784947,
77770,NPM,@expo/prebuild-config,78,expo,prebuild-config,31.0,19.0,0.048589341692789965,0.05459770114942529,1.1236559139784947,
82128,NPM,metro-resolver,331,metro-resolver,metro-resolver,124.0,76.0,0.19435736677115986,0.21839080459770116,1.1236559139784947,
84297,NPM,extglob,991,extglob,extglob,341.0,209.0,0.5344827586206896,0.6005747126436781,1.1236559139784947,
84295,NPM,arr-diff,991,arr-diff,arr-diff,341.0,209.0,0.5344827586206896,0.6005747126436781,1.1236559139784947,
84294,NPM,expand-brackets,991,expand-brackets,expand-brackets,341.0,209.0,0.5344827586206896,0.6005747126436781,1.1236559139784947,
82129,NPM,metro,331,metro,metro,124.0,76.0,0.19435736677115986,0.21839080459770116,1.1236559139784947,facebook-oss
76519,NPM,truffle-interface-adapter,58,truffle-interface-adapter,truffle-interface-adapter,31.0,19.0,0.048589341692789965,0.05459770114942529,1.1236559139784947,
83660,NPM,dayjs,766,dayjs,dayjs,261.0,160.0,0.4090909090909091,0.45977011494252873,1.1238825031928479,
82606,NPM,optimist,415,optimist,optimist,168.0,103.0,0.26332288401253917,0.2959770114942529,1.1240079365079365,
83696,NPM,@colors/colors,777,colors,colors,274.0,168.0,0.42946708463949845,0.4827586206896552,1.1240875912408759,
83002,NPM,file-type,543,file-type,file-type,212.0,130.0,0.3322884012539185,0.3735632183908046,1.1242138364779874,
85038,NPM,ripemd160,1446,ripemd160,ripemd160,468.0,287.0,0.7335423197492164,0.8247126436781609,1.1242877492877492,
85021,NPM,browserify-aes,1435,browserify-aes,browserify-aes,468.0,287.0,0.7335423197492164,0.8247126436781609,1.1242877492877492,
82633,NPM,@json-rpc-tools/utils,421,json-rpc-tools,utils,150.0,92.0,0.23510971786833856,0.26436781609195403,1.1244444444444444,
80871,NPM,estree-util-to-js,198,estree-util-to-js,estree-util-to-js,75.0,46.0,0.11755485893416928,0.13218390804597702,1.1244444444444444,
80700,NPM,gulp,190,gulp,gulp,75.0,46.0,0.11755485893416928,0.13218390804597702,1.1244444444444444,
82643,NPM,@json-rpc-tools/types,422,json-rpc-tools,types,150.0,92.0,0.23510971786833856,0.26436781609195403,1.1244444444444444,
80806,NPM,object.defaults,197,object.defaults,object.defaults,75.0,46.0,0.11755485893416928,0.13218390804597702,1.1244444444444444,
80810,NPM,array-each,197,array-each,array-each,75.0,46.0,0.11755485893416928,0.13218390804597702,1.1244444444444444,
82066,NPM,logkitty,322,logkitty,logkitty,119.0,73.0,0.1865203761755486,0.20977011494252873,1.1246498599439776,
82069,NPM,ansi-fragments,322,ansi-fragments,ansi-fragments,119.0,73.0,0.1865203761755486,0.20977011494252873,1.1246498599439776,
82945,NPM,dns-over-http-resolver,522,dns-over-http-resolver,dns-over-http-resolver,163.0,100.0,0.2554858934169279,0.28735632183908044,1.1247443762781186,
84773,NPM,global-prefix,1230,global-prefix,global-prefix,414.0,254.0,0.6489028213166145,0.7298850574712644,1.1247987117552334,
84252,NPM,mixin-deep,983,mixin-deep,mixin-deep,339.0,208.0,0.5313479623824452,0.5977011494252874,1.1248770894788593,
84269,NPM,split-string,985,split-string,split-string,339.0,208.0,0.5313479623824452,0.5977011494252874,1.1248770894788593,
81277,NPM,cssfilter,229,cssfilter,cssfilter,88.0,54.0,0.13793103448275862,0.15517241379310345,1.125,
81278,NPM,xss,229,xss,xss,88.0,54.0,0.13793103448275862,0.15517241379310345,1.125,
79698,RUST,borsh,137,borsh,borsh,44.0,27.0,0.06896551724137931,0.07758620689655173,1.125,
82729,NPM,@tanstack/react-query-persist-client,451,tanstack,react-query-persist-client,176.0,108.0,0.27586206896551724,0.3103448275862069,1.125,
83182,NPM,isomorphic-unfetch,616,isomorphic-unfetch,isomorphic-unfetch,220.0,135.0,0.3448275862068966,0.3879310344827586,1.125,
79431,NPM,lodash.escape,124,lodash.escape,lodash.escape,44.0,27.0,0.06896551724137931,0.07758620689655173,1.125,
78328,NPM,react-transition-state,91,react-transition-state,react-transition-state,44.0,27.0,0.06896551724137931,0.07758620689655173,1.125,
78835,NPM,@storybook/preview-api,105,storybook,preview-api,44.0,27.0,0.06896551724137931,0.07758620689655173,1.125,
84731,NPM,responselike,1205,responselike,responselike,409.0,251.0,0.6410658307210031,0.7212643678160919,1.1251018744906276,
85012,NPM,pbkdf2,1430,pbkdf2,pbkdf2,466.0,286.0,0.7304075235109718,0.8218390804597702,1.1251788268955651,
84892,NPM,functional-red-black-tree,1333,functional-red-black-tree,functional-red-black-tree,448.0,275.0,0.7021943573667712,0.7902298850574713,1.1253720238095237,
83009,NPM,lodash.flatten,549,lodash.flatten,lodash.flatten,202.0,124.0,0.3166144200626959,0.3563218390804598,1.1254125412541256,
83596,NPM,@walletconnect/ethereum-provider,741,walletconnect,ethereum-provider,272.0,167.0,0.4263322884012539,0.47988505747126436,1.125612745098039,
80269,NPM,serve-favicon,159,serve-favicon,serve-favicon,57.0,35.0,0.08934169278996865,0.10057471264367816,1.1257309941520468,
84298,NPM,arr-flatten,992,arr-flatten,arr-flatten,342.0,210.0,0.5360501567398119,0.603448275862069,1.1257309941520468,
82005,NPM,appdirsjs,311,appdirsjs,appdirsjs,114.0,70.0,0.1786833855799373,0.20114942528735633,1.1257309941520468,
82925,NPM,get-port-please,517,get-port-please,get-port-please,184.0,113.0,0.2884012539184953,0.32471264367816094,1.1259057971014492,
84970,NPM,os-tmpdir,1409,os-tmpdir,os-tmpdir,464.0,285.0,0.7272727272727273,0.8189655172413793,1.1260775862068966,
80814,NPM,detect-package-manager,197,detect-package-manager,detect-package-manager,70.0,43.0,0.109717868338558,0.1235632183908046,1.1261904761904762,
82509,NPM,jscodeshift,392,jscodeshift,jscodeshift,140.0,86.0,0.219435736677116,0.2471264367816092,1.1261904761904762,facebook-oss
81369,NPM,astring,238,astring,astring,83.0,51.0,0.13009404388714735,0.14655172413793102,1.1265060240963853,
84336,NPM,es-array-method-boxes-properly,1008,es-array-method-boxes-properly,es-array-method-boxes-properly,345.0,212.0,0.5407523510971787,0.6091954022988506,1.1265700483091787,
84410,NPM,prepend-http,1041,prepend-http,prepend-http,358.0,220.0,0.5611285266457681,0.632183908045977,1.126629422718808,
85017,NPM,evp_bytestokey,1433,evp_bytestokey,evp_bytestokey,467.0,287.0,0.731974921630094,0.8247126436781609,1.1266952177016416,
85018,NPM,buffer-xor,1433,buffer-xor,buffer-xor,467.0,287.0,0.731974921630094,0.8247126436781609,1.1266952177016416,
85029,NPM,create-hmac,1440,create-hmac,create-hmac,467.0,287.0,0.731974921630094,0.8247126436781609,1.1266952177016416,
85033,NPM,md5.js,1443,md5.js,md5.js,467.0,287.0,0.731974921630094,0.8247126436781609,1.1266952177016416,
85035,NPM,create-hash,1444,create-hash,create-hash,467.0,287.0,0.731974921630094,0.8247126436781609,1.1266952177016416,
85036,NPM,hash-base,1444,hash-base,hash-base,467.0,287.0,0.731974921630094,0.8247126436781609,1.1266952177016416,
85037,NPM,cipher-base,1444,cipher-base,cipher-base,467.0,287.0,0.731974921630094,0.8247126436781609,1.1266952177016416,
80934,NPM,@changesets/cli,204,changesets,cli,96.0,59.0,0.15047021943573669,0.16954022988505746,1.126736111111111,
81206,NPM,@types/accepts,224,types,accepts,96.0,59.0,0.15047021943573669,0.16954022988505746,1.126736111111111,
82924,NPM,outdent,517,outdent,outdent,192.0,118.0,0.30094043887147337,0.3390804597701149,1.126736111111111,
81590,NPM,signedsource,260,signedsource,signedsource,96.0,59.0,0.15047021943573669,0.16954022988505746,1.126736111111111,
81532,NPM,@graphql-tools/relay-operation-optimizer,254,graphql-tools,relay-operation-optimizer,96.0,59.0,0.15047021943573669,0.16954022988505746,1.126736111111111,
84685,NPM,cors,1179,cors,cors,397.0,244.0,0.622257053291536,0.7011494252873564,1.1267842149454241,
84742,NPM,interpret,1211,interpret,interpret,410.0,252.0,0.6426332288401254,0.7241379310344828,1.1268292682926828,
84732,NPM,cacheable-request,1206,cacheable-request,cacheable-request,410.0,252.0,0.6426332288401254,0.7241379310344828,1.1268292682926828,
81691,NPM,react-popper,270,react-popper,react-popper,109.0,67.0,0.17084639498432602,0.1925287356321839,1.1269113149847094,
81914,NPM,qrcode-terminal,298,qrcode-terminal,qrcode-terminal,109.0,67.0,0.17084639498432602,0.1925287356321839,1.1269113149847094,
84270,NPM,is-descriptor,985,is-descriptor,is-descriptor,340.0,209.0,0.5329153605015674,0.6005747126436781,1.1269607843137255,
84271,NPM,is-accessor-descriptor,985,is-accessor-descriptor,is-accessor-descriptor,340.0,209.0,0.5329153605015674,0.6005747126436781,1.1269607843137255,
84278,NPM,assign-symbols,986,assign-symbols,assign-symbols,340.0,209.0,0.5329153605015674,0.6005747126436781,1.1269607843137255,
84267,NPM,is-data-descriptor,985,is-data-descriptor,is-data-descriptor,340.0,209.0,0.5329153605015674,0.6005747126436781,1.1269607843137255,
84285,NPM,arr-union,989,arr-union,arr-union,340.0,209.0,0.5329153605015674,0.6005747126436781,1.1269607843137255,
84680,NPM,es6-promise,1172,es6-promise,es6-promise,400.0,246.0,0.6269592476489029,0.7068965517241379,1.1275,
83077,NPM,lint-staged,583,lint-staged,lint-staged,226.0,139.0,0.3542319749216301,0.3994252873563218,1.1275811209439528,
84305,NPM,pascalcase,994,pascalcase,pascalcase,343.0,211.0,0.5376175548589341,0.6063218390804598,1.1277939747327503,
84807,NPM,yn,1260,yn,yn,434.0,267.0,0.6802507836990596,0.7672413793103449,1.1278801843317974,
74771,NPM,@aws-sdk/util-stream-node,40,aws-sdk,util-stream-node,13.0,8.0,0.02037617554858934,0.022988505747126436,1.1282051282051282,
79225,NPM,libsodium-wrappers,117,libsodium-wrappers,libsodium-wrappers,39.0,24.0,0.061128526645768025,0.06896551724137931,1.1282051282051282,
80450,NPM,array.prototype.filter,169,array.prototype.filter,array.prototype.filter,65.0,40.0,0.10188087774294671,0.11494252873563218,1.1282051282051282,
78578,NPM,@hapi/cryptiles,98,hapi,cryptiles,39.0,24.0,0.061128526645768025,0.06896551724137931,1.1282051282051282,
74741,NPM,@react-native-community/eslint-plugin,40,react-native-community,eslint-plugin,13.0,8.0,0.02037617554858934,0.022988505747126436,1.1282051282051282,
72457,NPM,ethers-multicall,26,ethers-multicall,ethers-multicall,13.0,8.0,0.02037617554858934,0.022988505747126436,1.1282051282051282,
72541,NPM,snappy,26,snappy,snappy,13.0,8.0,0.02037617554858934,0.022988505747126436,1.1282051282051282,
83609,NPM,@walletconnect/jsonrpc-http-connection,745,walletconnect,jsonrpc-http-connection,273.0,168.0,0.4278996865203762,0.4827586206896552,1.1282051282051282,
80860,NPM,@storybook/client-logger,198,storybook,client-logger,78.0,48.0,0.12225705329153605,0.13793103448275862,1.1282051282051282,
72772,NPM,rollup-plugin-json,27,rollup-plugin-json,rollup-plugin-json,13.0,8.0,0.02037617554858934,0.022988505747126436,1.1282051282051282,
78420,NPM,@storybook/addon-highlight,94,storybook,addon-highlight,39.0,24.0,0.061128526645768025,0.06896551724137931,1.1282051282051282,
74486,RUST,aliasable,38,aliasable,aliasable,13.0,8.0,0.02037617554858934,0.022988505747126436,1.1282051282051282,
72863,NPM,seamless-immutable,28,seamless-immutable,seamless-immutable,13.0,8.0,0.02037617554858934,0.022988505747126436,1.1282051282051282,
72679,NPM,@angular/cdk,26,angular,cdk,13.0,8.0,0.02037617554858934,0.022988505747126436,1.1282051282051282,
72350,NPM,semver-store,25,semver-store,semver-store,13.0,8.0,0.02037617554858934,0.022988505747126436,1.1282051282051282,
79086,NPM,stringify-package,112,stringify-package,stringify-package,52.0,32.0,0.08150470219435736,0.09195402298850575,1.1282051282051282,
72716,NPM,path2,27,path2,path2,13.0,8.0,0.02037617554858934,0.022988505747126436,1.1282051282051282,
74360,NPM,@vladfrangu/async_event_emitter,37,vladfrangu,async_event_emitter,13.0,8.0,0.02037617554858934,0.022988505747126436,1.1282051282051282,
72720,NPM,third-party-capital,27,third-party-capital,third-party-capital,13.0,8.0,0.02037617554858934,0.022988505747126436,1.1282051282051282,
80765,NPM,file-system-cache,195,file-system-cache,file-system-cache,78.0,48.0,0.12225705329153605,0.13793103448275862,1.1282051282051282,
75122,NPM,ethers-eip712,43,ethers-eip712,ethers-eip712,26.0,16.0,0.04075235109717868,0.04597701149425287,1.1282051282051282,
72671,NPM,lodash.partialright,26,lodash.partialright,lodash.partialright,13.0,8.0,0.02037617554858934,0.022988505747126436,1.1282051282051282,
75082,NPM,eslint-plugin-html,43,eslint-plugin-html,eslint-plugin-html,13.0,8.0,0.02037617554858934,0.022988505747126436,1.1282051282051282,
78590,NPM,@hapi/iron,99,hapi,iron,39.0,24.0,0.061128526645768025,0.06896551724137931,1.1282051282051282,
72002,NPM,synthetix,24,synthetix,synthetix,13.0,8.0,0.02037617554858934,0.022988505747126436,1.1282051282051282,
78563,NPM,@hapi/b64,98,hapi,b64,39.0,24.0,0.061128526645768025,0.06896551724137931,1.1282051282051282,
79639,NPM,@storybook/client-api,134,storybook,client-api,52.0,32.0,0.08150470219435736,0.09195402298850575,1.1282051282051282,
72853,NPM,arb-ts,28,arb-ts,arb-ts,13.0,8.0,0.02037617554858934,0.022988505747126436,1.1282051282051282,
74851,NPM,@web3auth/base-evm-adapter,41,web3auth,base-evm-adapter,13.0,8.0,0.02037617554858934,0.022988505747126436,1.1282051282051282,
74634,NPM,@google/model-viewer,39,google,model-viewer,13.0,8.0,0.02037617554858934,0.022988505747126436,1.1282051282051282,
80714,NPM,react-loadable,190,react-loadable,react-loadable,65.0,40.0,0.10188087774294671,0.11494252873563218,1.1282051282051282,
75489,NPM,next-pwa,46,next-pwa,next-pwa,13.0,8.0,0.02037617554858934,0.022988505747126436,1.1282051282051282,
80433,NPM,katex,168,katex,katex,65.0,40.0,0.10188087774294671,0.11494252873563218,1.1282051282051282,
74373,NPM,fbjs-scripts,37,fbjs-scripts,fbjs-scripts,13.0,8.0,0.02037617554858934,0.022988505747126436,1.1282051282051282,
78837,NPM,@storybook/manager-webpack4,105,storybook,manager-webpack4,39.0,24.0,0.061128526645768025,0.06896551724137931,1.1282051282051282,
72854,NPM,p-try-each,28,p-try-each,p-try-each,13.0,8.0,0.02037617554858934,0.022988505747126436,1.1282051282051282,
80908,NPM,@types/react-router-config,201,types,react-router-config,65.0,40.0,0.10188087774294671,0.11494252873563218,1.1282051282051282,
73679,NPM,@chakra-ui/next-js,32,chakra-ui,next-js,13.0,8.0,0.02037617554858934,0.022988505747126436,1.1282051282051282,
73718,NPM,weak-map,32,weak-map,weak-map,13.0,8.0,0.02037617554858934,0.022988505747126436,1.1282051282051282,
69899,NPM,minim,17,minim,minim,13.0,8.0,0.02037617554858934,0.022988505747126436,1.1282051282051282,
69876,NPM,@swagger-api/apidom-core,17,swagger-api,apidom-core,13.0,8.0,0.02037617554858934,0.022988505747126436,1.1282051282051282,
73397,NPM,chai-ethers,30,chai-ethers,chai-ethers,13.0,8.0,0.02037617554858934,0.022988505747126436,1.1282051282051282,
76444,NPM,is-gif,57,is-gif,is-gif,26.0,16.0,0.04075235109717868,0.04597701149425287,1.1282051282051282,
69842,NPM,@swagger-api/apidom-parser-adapter-openapi-json-3-1,17,swagger-api,apidom-parser-adapter-openapi-json-3-1,13.0,8.0,0.02037617554858934,0.022988505747126436,1.1282051282051282,
73975,NPM,jest-matchers,34,jest-matchers,jest-matchers,13.0,8.0,0.02037617554858934,0.022988505747126436,1.1282051282051282,
69837,NPM,@swagger-api/apidom-ns-openapi-3-0,17,swagger-api,apidom-ns-openapi-3-0,13.0,8.0,0.02037617554858934,0.022988505747126436,1.1282051282051282,
69836,NPM,@swagger-api/apidom-parser-adapter-yaml-1-2,17,swagger-api,apidom-parser-adapter-yaml-1-2,13.0,8.0,0.02037617554858934,0.022988505747126436,1.1282051282051282,
76746,NPM,continuation-local-storage,61,continuation-local-storage,continuation-local-storage,26.0,16.0,0.04075235109717868,0.04597701149425287,1.1282051282051282,
69820,NPM,@swagger-api/apidom-parser-adapter-openapi-json-3-0,17,swagger-api,apidom-parser-adapter-openapi-json-3-0,13.0,8.0,0.02037617554858934,0.022988505747126436,1.1282051282051282,
82242,NPM,@walletconnect/legacy-provider,352,walletconnect,legacy-provider,143.0,88.0,0.22413793103448276,0.25287356321839083,1.1282051282051282,
76379,RUST,rtoolbox,56,rtoolbox,rtoolbox,13.0,8.0,0.02037617554858934,0.022988505747126436,1.1282051282051282,
69793,NPM,ramda-adjunct,17,ramda-adjunct,ramda-adjunct,13.0,8.0,0.02037617554858934,0.022988505747126436,1.1282051282051282,
69778,NPM,@swagger-api/apidom-parser-adapter-openapi-yaml-3-1,17,swagger-api,apidom-parser-adapter-openapi-yaml-3-1,13.0,8.0,0.02037617554858934,0.022988505747126436,1.1282051282051282,
77377,NPM,multistream-select,71,multistream-select,multistream-select,26.0,16.0,0.04075235109717868,0.04597701149425287,1.1282051282051282,libp2p
74052,NPM,@discordjs/ws,34,discordjs,ws,13.0,8.0,0.02037617554858934,0.022988505747126436,1.1282051282051282,
76601,NPM,mathjs,59,mathjs,mathjs,26.0,16.0,0.04075235109717868,0.04597701149425287,1.1282051282051282,
69759,NPM,@swagger-api/apidom-ns-json-schema-draft-4,17,swagger-api,apidom-ns-json-schema-draft-4,13.0,8.0,0.02037617554858934,0.022988505747126436,1.1282051282051282,
70379,NPM,web-tree-sitter,18,web-tree-sitter,web-tree-sitter,13.0,8.0,0.02037617554858934,0.022988505747126436,1.1282051282051282,
69903,NPM,@swagger-api/apidom-parser-adapter-asyncapi-yaml-2,17,swagger-api,apidom-parser-adapter-asyncapi-yaml-2,13.0,8.0,0.02037617554858934,0.022988505747126436,1.1282051282051282,
76239,GO,github.com/jpillora/backoff,55,0,0,13.0,8.0,0.02037617554858934,0.022988505747126436,1.1282051282051282,
73955,NPM,@toruslabs/constants,34,toruslabs,constants,13.0,8.0,0.02037617554858934,0.022988505747126436,1.1282051282051282,
73363,NPM,node-version,30,node-version,node-version,13.0,8.0,0.02037617554858934,0.022988505747126436,1.1282051282051282,
69995,NPM,@swagger-api/apidom-reference,17,swagger-api,apidom-reference,13.0,8.0,0.02037617554858934,0.022988505747126436,1.1282051282051282,
70001,NPM,@swagger-api/apidom-ns-json-schema-draft-6,17,swagger-api,apidom-ns-json-schema-draft-6,13.0,8.0,0.02037617554858934,0.022988505747126436,1.1282051282051282,
70007,NPM,@swagger-api/apidom-parser-adapter-asyncapi-json-2,17,swagger-api,apidom-parser-adapter-asyncapi-json-2,13.0,8.0,0.02037617554858934,0.022988505747126436,1.1282051282051282,
76556,NPM,gifsicle,59,gifsicle,gifsicle,26.0,16.0,0.04075235109717868,0.04597701149425287,1.1282051282051282,
70012,NPM,@swagger-api/apidom-ns-asyncapi-2,17,swagger-api,apidom-ns-asyncapi-2,13.0,8.0,0.02037617554858934,0.022988505747126436,1.1282051282051282,
73899,NPM,@reach/auto-id,34,reach,auto-id,13.0,8.0,0.02037617554858934,0.022988505747126436,1.1282051282051282,
70038,NPM,@swagger-api/apidom-json-pointer,17,swagger-api,apidom-json-pointer,13.0,8.0,0.02037617554858934,0.022988505747126436,1.1282051282051282,
69964,NPM,@swagger-api/apidom-ns-openapi-3-1,17,swagger-api,apidom-ns-openapi-3-1,13.0,8.0,0.02037617554858934,0.022988505747126436,1.1282051282051282,
69957,NPM,tree-sitter-yaml,17,tree-sitter-yaml,tree-sitter-yaml,13.0,8.0,0.02037617554858934,0.022988505747126436,1.1282051282051282,
70045,NPM,@swagger-api/apidom-ast,17,swagger-api,apidom-ast,13.0,8.0,0.02037617554858934,0.022988505747126436,1.1282051282051282,
69956,NPM,@swagger-api/apidom-parser-adapter-openapi-yaml-3-0,17,swagger-api,apidom-parser-adapter-openapi-yaml-3-0,13.0,8.0,0.02037617554858934,0.022988505747126436,1.1282051282051282,
73871,PIP,pygments-lexer-solidity,33,0,0,26.0,16.0,0.04075235109717868,0.04597701149425287,1.1282051282051282,
69943,NPM,@swagger-api/apidom-parser-adapter-api-design-systems-yaml,17,swagger-api,apidom-parser-adapter-api-design-systems-yaml,13.0,8.0,0.02037617554858934,0.022988505747126436,1.1282051282051282,
76533,NPM,escape-latex,58,escape-latex,escape-latex,26.0,16.0,0.04075235109717868,0.04597701149425287,1.1282051282051282,
76504,NPM,complex.js,58,complex.js,complex.js,26.0,16.0,0.04075235109717868,0.04597701149425287,1.1282051282051282,
73237,PIP,twine,30,0,0,13.0,8.0,0.02037617554858934,0.022988505747126436,1.1282051282051282,
69941,NPM,@swagger-api/apidom-parser-adapter-api-design-systems-json,17,swagger-api,apidom-parser-adapter-api-design-systems-json,13.0,8.0,0.02037617554858934,0.022988505747126436,1.1282051282051282,
76503,NPM,typed-function,58,typed-function,typed-function,26.0,16.0,0.04075235109717868,0.04597701149425287,1.1282051282051282,
73857,NPM,simple-git-hooks,33,simple-git-hooks,simple-git-hooks,13.0,8.0,0.02037617554858934,0.022988505747126436,1.1282051282051282,
69910,NPM,@swagger-api/apidom-ns-api-design-systems,17,swagger-api,apidom-ns-api-design-systems,13.0,8.0,0.02037617554858934,0.022988505747126436,1.1282051282051282,
77927,NPM,swagger-ui-express,81,swagger-ui-express,swagger-ui-express,26.0,16.0,0.04075235109717868,0.04597701149425287,1.1282051282051282,
69984,NPM,tree-sitter-json,17,tree-sitter-json,tree-sitter-json,13.0,8.0,0.02037617554858934,0.022988505747126436,1.1282051282051282,
76885,NPM,gatsby-plugin-react-helmet,63,gatsby-plugin-react-helmet,gatsby-plugin-react-helmet,26.0,16.0,0.04075235109717868,0.04597701149425287,1.1282051282051282,
