transaction_date,address,cnt,total_transferred,total_transferred_in_tokens,net_transferred,net_transferred_in_tokens
2024-06-06,0x5a973117dd273676bf4d14313b80562dc8973ba9,2,0.0,0.0,0.0,0.0
2024-09-22,0x5a973117dd273676bf4d14313b80562dc8973ba9,3,0.0,0.0,0.0,0.0
2024-12-13,0x5a973117dd273676bf4d14313b80562dc8973ba9,1,0.0,0.0,0.0,0.0
2024-12-20,0x5a973117dd273676bf4d14313b80562dc8973ba9,2,0.0,0.0,0.0,0.0
2024-12-22,0x5a973117dd273676bf4d14313b80562dc8973ba9,1,0.0,0.0,0.0,0.0
