date,token,value,readable_date,protocol
1717545600,USR,8573959.8788,2024-06-05 00:00:00,resolv
1717632000,USR,8578982.74699,2024-06-06 00:00:00,resolv
1717718400,USR,8582418.72152,2024-06-07 00:00:00,resolv
1717804800,USR,9173567.5387,2024-06-08 00:00:00,resolv
1717891200,USR,9180774.8141,2024-06-09 00:00:00,resolv
1717977600,USR,9183280.04621,2024-06-10 00:00:00,resolv
1718064000,USR,9185388.50887,2024-06-11 00:00:00,resolv
1718150400,RLP,6328332.92979,2024-06-12 00:00:00,resolv
1718150400,USR,9196594.26809,2024-06-12 00:00:00,resolv
1718236800,RLP,6321637.1412,2024-06-13 00:00:00,resolv
1718236800,USR,9189189.51501,2024-06-13 00:00:00,resolv
1718323200,RLP,6313986.6184,2024-06-14 00:00:00,resolv
1718323200,USR,9180186.23089,2024-06-14 00:00:00,resolv
1718409600,RLP,6322010.17872,2024-06-15 00:00:00,resolv
1718409600,USR,9194117.48794,2024-06-15 00:00:00,resolv
1718496000,RLP,6322010.17872,2024-06-16 00:00:00,resolv
1718496000,USR,9196326.76534,2024-06-16 00:00:00,resolv
1718582400,RLP,6322010.17872,2024-06-17 00:00:00,resolv
1718582400,USR,9198533.13009,2024-06-17 00:00:00,resolv
1718668800,RLP,6320536.96894,2024-06-18 00:00:00,resolv
1718668800,USR,9198502.7497,2024-06-18 00:00:00,resolv
1718755200,RLP,6340215.14292,2024-06-19 00:00:00,resolv
1718755200,USR,9211991.65227,2024-06-19 00:00:00,resolv
1718841600,RLP,6333877.61863,2024-06-20 00:00:00,resolv
1718841600,USR,9204921.97352,2024-06-20 00:00:00,resolv
1718928000,RLP,6333877.61863,2024-06-21 00:00:00,resolv
1718928000,USR,9206888.61939,2024-06-21 00:00:00,resolv
1719014400,RLP,6337864.96597,2024-06-22 00:00:00,resolv
1719014400,USR,9208424.84604,2024-06-22 00:00:00,resolv
1719100800,RLP,6387706.80777,2024-06-23 00:00:00,resolv
1719100800,USR,9210483.00451,2024-06-23 00:00:00,resolv
1719187200,RLP,6383999.81013,2024-06-24 00:00:00,resolv
1719187200,USR,9206887.64226,2024-06-24 00:00:00,resolv
1719273600,RLP,6394098.19225,2024-06-25 00:00:00,resolv
1719273600,USR,9223365.12756,2024-06-25 00:00:00,resolv
1719360000,RLP,6394098.19225,2024-06-26 00:00:00,resolv
1719360000,USR,9214479.53174,2024-06-26 00:00:00,resolv
1719446400,RLP,6387706.80777,2024-06-27 00:00:00,resolv
1719446400,USR,9207198.78404,2024-06-27 00:00:00,resolv
1719532800,RLP,6384063.73244,2024-06-28 00:00:00,resolv
1719532800,USR,9204100.1857,2024-06-28 00:00:00,resolv
1719619200,RLP,6407783.02089,2024-06-29 00:00:00,resolv
1719619200,USR,9220959.03978,2024-06-29 00:00:00,resolv
1719705600,RLP,6400772.39322,2024-06-30 00:00:00,resolv
1719705600,USR,9213179.14929,2024-06-30 00:00:00,resolv
1719792000,RLP,6401289.6688,2024-07-01 00:00:00,resolv
1719792000,USR,9216235.91314,2024-07-01 00:00:00,resolv
1719878400,RLP,6424783.61727,2024-07-02 00:00:00,resolv
1719878400,USR,9218440.52413,2024-07-02 00:00:00,resolv
1719964800,RLP,6397843.09702,2024-07-03 00:00:00,resolv
1719964800,USR,9181159.79841,2024-07-03 00:00:00,resolv
1720051200,RLP,6382821.16543,2024-07-04 00:00:00,resolv
1720051200,USR,9161440.76244,2024-07-04 00:00:00,resolv
1720137600,RLP,6233287.5996,2024-07-05 00:00:00,resolv
1720137600,USR,9195061.92174,2024-07-05 00:00:00,resolv
1720224000,RLP,6332498.81243,2024-07-06 00:00:00,resolv
1720224000,USR,9231953.27218,2024-07-06 00:00:00,resolv
1720310400,RLP,6326165.205,2024-07-07 00:00:00,resolv
1720310400,USR,9222730.44106,2024-07-07 00:00:00,resolv
1720396800,RLP,6326165.205,2024-07-08 00:00:00,resolv
1720396800,USR,9223753.08802,2024-07-08 00:00:00,resolv
1720483200,RLP,6326175.02315,2024-07-09 00:00:00,resolv
1720483200,USR,9224057.68632,2024-07-09 00:00:00,resolv
1720569600,RLP,6389209.30477,2024-07-10 00:00:00,resolv
1720569600,USR,9218103.21899,2024-07-10 00:00:00,resolv
1720656000,RLP,6394717.27841,2024-07-11 00:00:00,resolv
1720656000,USR,9224796.51889,2024-07-11 00:00:00,resolv
1720742400,RLP,6459842.03047,2024-07-12 00:00:00,resolv
1720742400,USR,9220151.17009,2024-07-12 00:00:00,resolv
1720828800,RLP,6464323.88773,2024-07-13 00:00:00,resolv
1720828800,USR,9227126.14473,2024-07-13 00:00:00,resolv
1720915200,RLP,6470836.49436,2024-07-14 00:00:00,resolv
1720915200,USR,9237744.02148,2024-07-14 00:00:00,resolv
1721001600,RLP,6456711.84126,2024-07-15 00:00:00,resolv
1721001600,USR,9218377.52319,2024-07-15 00:00:00,resolv
1721088000,RLP,6464369.15462,2024-07-16 00:00:00,resolv
1721088000,USR,9229305.14163,2024-07-16 00:00:00,resolv
1721174400,RLP,6464370.14595,2024-07-17 00:00:00,resolv
1721174400,USR,9229465.23892,2024-07-17 00:00:00,resolv
