chain,date,token,value,readable_date,protocol
Ethereum,1544659200,USDT,298991.28311,2018-12-13 00:00:00,uniswap_v1_protocol
Ethereum,1544745600,USDT,299489.76132,2018-12-14 00:00:00,uniswap_v1_protocol
Ethereum,1544832000,USDT,280164.92713,2018-12-15 00:00:00,uniswap_v1_protocol
Ethereum,1544918400,USDT,275225.30708,2018-12-16 00:00:00,uniswap_v1_protocol
Ethereum,1545004800,USDT,303365.44139,2018-12-17 00:00:00,uniswap_v1_protocol
Ethereum,1545091200,USDT,344072.64987,2018-12-18 00:00:00,uniswap_v1_protocol
Ethereum,1545177600,USDT,373810.09749,2018-12-19 00:00:00,uniswap_v1_protocol
Ethereum,1545264000,USDT,371259.15444,2018-12-20 00:00:00,uniswap_v1_protocol
Ethereum,1545350400,USDT,413884.8698,2018-12-21 00:00:00,uniswap_v1_protocol
Ethereum,1545436800,USDT,404934.97517,2018-12-22 00:00:00,uniswap_v1_protocol
Ethereum,1545523200,USDT,426551.63786,2018-12-23 00:00:00,uniswap_v1_protocol
Ethereum,1545609600,USDT,468429.62412,2018-12-24 00:00:00,uniswap_v1_protocol
Ethereum,1545696000,USDT,496973.11796,2018-12-25 00:00:00,uniswap_v1_protocol
Ethereum,1545782400,USDT,467024.48753,2018-12-26 00:00:00,uniswap_v1_protocol
Ethereum,1545868800,USDT,463842.80717,2018-12-27 00:00:00,uniswap_v1_protocol
Ethereum,1545955200,USDT,426153.53798,2018-12-28 00:00:00,uniswap_v1_protocol
Ethereum,1546041600,USDT,452265.55353,2018-12-29 00:00:00,uniswap_v1_protocol
Ethereum,1546128000,USDT,496580.05504,2018-12-30 00:00:00,uniswap_v1_protocol
Ethereum,1546214400,USDT,486847.87598,2018-12-31 00:00:00,uniswap_v1_protocol
Ethereum,1546300800,USDT,467285.18802,2019-01-01 00:00:00,uniswap_v1_protocol
Ethereum,1546387200,USDT,476896.69488,2019-01-02 00:00:00,uniswap_v1_protocol
Ethereum,1546473600,USDT,519608.25072,2019-01-03 00:00:00,uniswap_v1_protocol
Ethereum,1546560000,USDT,522629.30036,2019-01-04 00:00:00,uniswap_v1_protocol
Ethereum,1546646400,USDT,539704.71196,2019-01-05 00:00:00,uniswap_v1_protocol
Ethereum,1546732800,USDT,589867.15337,2019-01-06 00:00:00,uniswap_v1_protocol
Ethereum,1546819200,USDT,601897.81276,2019-01-07 00:00:00,uniswap_v1_protocol
Ethereum,1546905600,USDT,593771.82366,2019-01-08 00:00:00,uniswap_v1_protocol
Ethereum,1546992000,USDT,597273.47979,2019-01-09 00:00:00,uniswap_v1_protocol
Ethereum,1547078400,USDT,630302.26086,2019-01-10 00:00:00,uniswap_v1_protocol
Ethereum,1547164800,USDT,581374.7339,2019-01-11 00:00:00,uniswap_v1_protocol
Ethereum,1547251200,USDT,559974.66697,2019-01-12 00:00:00,uniswap_v1_protocol
Ethereum,1547337600,USDT,549957.46341,2019-01-13 00:00:00,uniswap_v1_protocol
Ethereum,1547424000,USDT,573268.07451,2019-01-14 00:00:00,uniswap_v1_protocol
Ethereum,1547510400,USDT,651956.89427,2019-01-15 00:00:00,uniswap_v1_protocol
Ethereum,1547596800,USDT,587989.62043,2019-01-16 00:00:00,uniswap_v1_protocol
Ethereum,1547683200,USDT,656750.47756,2019-01-17 00:00:00,uniswap_v1_protocol
Ethereum,1547769600,USDT,650829.45294,2019-01-18 00:00:00,uniswap_v1_protocol
Ethereum,1547856000,USDT,642206.86586,2019-01-19 00:00:00,uniswap_v1_protocol
Ethereum,1547942400,USDT,712050.41923,2019-01-20 00:00:00,uniswap_v1_protocol
Ethereum,1548028800,USDT,616045.37445,2019-01-21 00:00:00,uniswap_v1_protocol
Ethereum,1548115200,USDT,709039.95496,2019-01-22 00:00:00,uniswap_v1_protocol
Ethereum,1548201600,USDT,700195.63093,2019-01-23 00:00:00,uniswap_v1_protocol
Ethereum,1548288000,USDT,683738.5547,2019-01-24 00:00:00,uniswap_v1_protocol
Ethereum,1548374400,USDT,721391.17107,2019-01-25 00:00:00,uniswap_v1_protocol
Ethereum,1548460800,USDT,724397.43188,2019-01-26 00:00:00,uniswap_v1_protocol
Ethereum,1548547200,USDT,733283.18682,2019-01-27 00:00:00,uniswap_v1_protocol
Ethereum,1548633600,USDT,723449.34308,2019-01-28 00:00:00,uniswap_v1_protocol
Ethereum,1548720000,USDT,739741.71437,2019-01-29 00:00:00,uniswap_v1_protocol
Ethereum,1548806400,USDT,646902.74671,2019-01-30 00:00:00,uniswap_v1_protocol
Ethereum,1548892800,USDT,687324.29586,2019-01-31 00:00:00,uniswap_v1_protocol
Ethereum,1548979200,USDT,705267.21702,2019-02-01 00:00:00,uniswap_v1_protocol
Ethereum,1549065600,USDT,719915.51664,2019-02-02 00:00:00,uniswap_v1_protocol
Ethereum,1549152000,USDT,749351.79459,2019-02-03 00:00:00,uniswap_v1_protocol
Ethereum,1549238400,USDT,754957.08912,2019-02-04 00:00:00,uniswap_v1_protocol
Ethereum,1549324800,USDT,763930.61045,2019-02-05 00:00:00,uniswap_v1_protocol
Ethereum,1549411200,USDT,789885.22278,2019-02-06 00:00:00,uniswap_v1_protocol
Ethereum,1549497600,USDT,849074.81641,2019-02-07 00:00:00,uniswap_v1_protocol
Ethereum,1549584000,USDT,993181.28632,2019-02-08 00:00:00,uniswap_v1_protocol
Ethereum,1549670400,USDT,1197349.57131,2019-02-09 00:00:00,uniswap_v1_protocol
Ethereum,1549756800,USDT,1295862.04095,2019-02-10 00:00:00,uniswap_v1_protocol
Ethereum,1549843200,USDT,1389170.22072,2019-02-11 00:00:00,uniswap_v1_protocol
Ethereum,1549929600,USDT,1878069.95023,2019-02-12 00:00:00,uniswap_v1_protocol
Ethereum,1550016000,USDT,1960405.44974,2019-02-13 00:00:00,uniswap_v1_protocol
Ethereum,1550102400,USDT,2252938.20746,2019-02-14 00:00:00,uniswap_v1_protocol
Ethereum,1550188800,USDT,2306585.30541,2019-02-15 00:00:00,uniswap_v1_protocol
Ethereum,1550275200,USDT,2616354.00063,2019-02-16 00:00:00,uniswap_v1_protocol
Ethereum,1550361600,USDT,2740464.3895,2019-02-17 00:00:00,uniswap_v1_protocol
Ethereum,1550448000,USDT,2857039.97381,2019-02-18 00:00:00,uniswap_v1_protocol
Ethereum,1550534400,USDT,2898232.11839,2019-02-19 00:00:00,uniswap_v1_protocol
Ethereum,1550620800,USDT,3970507.5959,2019-02-20 00:00:00,uniswap_v1_protocol
Ethereum,1550707200,USDT,2913887.01183,2019-02-21 00:00:00,uniswap_v1_protocol
Ethereum,1550793600,USDT,4982308.74548,2019-02-22 00:00:00,uniswap_v1_protocol
Ethereum,1550880000,USDT,5447425.5244,2019-02-23 00:00:00,uniswap_v1_protocol
Ethereum,1550966400,USDT,5592854.71097,2019-02-24 00:00:00,uniswap_v1_protocol
Ethereum,1551052800,USDT,5568692.63568,2019-02-25 00:00:00,uniswap_v1_protocol
Ethereum,1551139200,USDT,4268347.20451,2019-02-26 00:00:00,uniswap_v1_protocol
Ethereum,1551225600,USDT,4437617.60422,2019-02-27 00:00:00,uniswap_v1_protocol
Ethereum,1551312000,USDT,4722167.89032,2019-02-28 00:00:00,uniswap_v1_protocol
Ethereum,1551398400,USDT,4460983.26902,2019-03-01 00:00:00,uniswap_v1_protocol
Ethereum,1551484800,USDT,4996326.29546,2019-03-02 00:00:00,uniswap_v1_protocol
Ethereum,1551571200,USDT,4952820.21376,2019-03-03 00:00:00,uniswap_v1_protocol
Ethereum,1551657600,USDT,5347257.1988,2019-03-04 00:00:00,uniswap_v1_protocol
Ethereum,1551744000,USDT,5166993.64567,2019-03-05 00:00:00,uniswap_v1_protocol
Ethereum,1551830400,USDT,6019110.66305,2019-03-06 00:00:00,uniswap_v1_protocol
Ethereum,1551916800,USDT,6140649.88788,2019-03-07 00:00:00,uniswap_v1_protocol
Ethereum,1552003200,USDT,6621539.9143,2019-03-08 00:00:00,uniswap_v1_protocol
Ethereum,1552089600,USDT,6469520.84648,2019-03-09 00:00:00,uniswap_v1_protocol
Ethereum,1552176000,USDT,6410497.31657,2019-03-10 00:00:00,uniswap_v1_protocol
Ethereum,1552262400,USDT,6464645.7852,2019-03-11 00:00:00,uniswap_v1_protocol
Ethereum,1552348800,USDT,6373975.71049,2019-03-12 00:00:00,uniswap_v1_protocol
Ethereum,1552435200,USDT,6501826.93734,2019-03-13 00:00:00,uniswap_v1_protocol
Ethereum,1552521600,USDT,6425583.20033,2019-03-14 00:00:00,uniswap_v1_protocol
Ethereum,1552608000,USDT,6632215.70707,2019-03-15 00:00:00,uniswap_v1_protocol
Ethereum,1552694400,USDT,6819642.99834,2019-03-16 00:00:00,uniswap_v1_protocol
Ethereum,1552780800,USDT,7187165.726,2019-03-17 00:00:00,uniswap_v1_protocol
Ethereum,1552867200,USDT,7179610.63496,2019-03-18 00:00:00,uniswap_v1_protocol
Ethereum,1552953600,USDT,7108283.03056,2019-03-19 00:00:00,uniswap_v1_protocol
Ethereum,1553040000,USDT,7161127.3679,2019-03-20 00:00:00,uniswap_v1_protocol
Ethereum,1553126400,USDT,7269804.62213,2019-03-21 00:00:00,uniswap_v1_protocol
Ethereum,1553212800,USDT,7189794.10424,2019-03-22 00:00:00,uniswap_v1_protocol
Ethereum,1553299200,USDT,7344850.41021,2019-03-23 00:00:00,uniswap_v1_protocol
Ethereum,1553385600,USDT,7732317.24804,2019-03-24 00:00:00,uniswap_v1_protocol
Ethereum,1553472000,USDT,7172728.63669,2019-03-25 00:00:00,uniswap_v1_protocol
Ethereum,1553558400,USDT,7010142.47861,2019-03-26 00:00:00,uniswap_v1_protocol
Ethereum,1553644800,USDT,7087071.78654,2019-03-27 00:00:00,uniswap_v1_protocol
Ethereum,1553731200,USDT,7345241.36486,2019-03-28 00:00:00,uniswap_v1_protocol
Ethereum,1553817600,USDT,7411388.65152,2019-03-29 00:00:00,uniswap_v1_protocol
Ethereum,1553904000,USDT,7661087.53157,2019-03-30 00:00:00,uniswap_v1_protocol
Ethereum,1553990400,USDT,7693335.20499,2019-03-31 00:00:00,uniswap_v1_protocol
Ethereum,1554076800,USDT,7711476.8956,2019-04-01 00:00:00,uniswap_v1_protocol
Ethereum,1554163200,USDT,7655607.11752,2019-04-02 00:00:00,uniswap_v1_protocol
Ethereum,1554249600,USDT,8735666.07305,2019-04-03 00:00:00,uniswap_v1_protocol
Ethereum,1554336000,USDT,9485108.61372,2019-04-04 00:00:00,uniswap_v1_protocol
Ethereum,1554422400,USDT,9426566.17983,2019-04-05 00:00:00,uniswap_v1_protocol
Ethereum,1554508800,USDT,9924075.71508,2019-04-06 00:00:00,uniswap_v1_protocol
Ethereum,1554595200,USDT,9859868.0355,2019-04-07 00:00:00,uniswap_v1_protocol
Ethereum,1554681600,USDT,9740487.6293,2019-04-08 00:00:00,uniswap_v1_protocol
Ethereum,1554768000,USDT,9835795.2959,2019-04-09 00:00:00,uniswap_v1_protocol
Ethereum,1554854400,USDT,9852685.84924,2019-04-10 00:00:00,uniswap_v1_protocol
Ethereum,1554940800,USDT,9755261.51018,2019-04-11 00:00:00,uniswap_v1_protocol
Ethereum,1555027200,USDT,9246501.64486,2019-04-12 00:00:00,uniswap_v1_protocol
Ethereum,1555113600,USDT,9397344.21083,2019-04-13 00:00:00,uniswap_v1_protocol
Ethereum,1555200000,USDT,9298187.34023,2019-04-14 00:00:00,uniswap_v1_protocol
Ethereum,1555286400,USDT,9679642.28159,2019-04-15 00:00:00,uniswap_v1_protocol
Ethereum,1555372800,USDT,9618772.45246,2019-04-16 00:00:00,uniswap_v1_protocol
Ethereum,1555459200,USDT,9482563.81739,2019-04-17 00:00:00,uniswap_v1_protocol
Ethereum,1555545600,USDT,9663574.89247,2019-04-18 00:00:00,uniswap_v1_protocol
Ethereum,1555632000,USDT,10053938.53414,2019-04-19 00:00:00,uniswap_v1_protocol
Ethereum,1555718400,USDT,9920315.61529,2019-04-20 00:00:00,uniswap_v1_protocol
Ethereum,1555804800,USDT,9833282.08968,2019-04-21 00:00:00,uniswap_v1_protocol
Ethereum,1555891200,USDT,9527365.00304,2019-04-22 00:00:00,uniswap_v1_protocol
Ethereum,1555977600,USDT,9702630.8772,2019-04-23 00:00:00,uniswap_v1_protocol
Ethereum,1556064000,USDT,9598854.81317,2019-04-24 00:00:00,uniswap_v1_protocol
Ethereum,1556150400,USDT,9541315.6009,2019-04-25 00:00:00,uniswap_v1_protocol
Ethereum,1556236800,USDT,9361458.54018,2019-04-26 00:00:00,uniswap_v1_protocol
Ethereum,1556323200,USDT,9223448.39267,2019-04-27 00:00:00,uniswap_v1_protocol
Ethereum,1556409600,USDT,9787434.03615,2019-04-28 00:00:00,uniswap_v1_protocol
Ethereum,1556496000,USDT,9833411.64773,2019-04-29 00:00:00,uniswap_v1_protocol
Ethereum,1556582400,USDT,9942315.35774,2019-04-30 00:00:00,uniswap_v1_protocol
Ethereum,1556668800,USDT,10341400.07445,2019-05-01 00:00:00,uniswap_v1_protocol
Ethereum,1556755200,USDT,10161373.07575,2019-05-02 00:00:00,uniswap_v1_protocol
Ethereum,1556841600,USDT,10412914.43527,2019-05-03 00:00:00,uniswap_v1_protocol
Ethereum,1556928000,USDT,10777959.14522,2019-05-04 00:00:00,uniswap_v1_protocol
Ethereum,1557014400,USDT,10641859.64372,2019-05-05 00:00:00,uniswap_v1_protocol
Ethereum,1557100800,USDT,10532002.6053,2019-05-06 00:00:00,uniswap_v1_protocol
Ethereum,1557187200,USDT,10924986.53137,2019-05-07 00:00:00,uniswap_v1_protocol
Ethereum,1557273600,USDT,10346517.40418,2019-05-08 00:00:00,uniswap_v1_protocol
Ethereum,1557360000,USDT,10200270.82304,2019-05-09 00:00:00,uniswap_v1_protocol
Ethereum,1557446400,USDT,10370163.43569,2019-05-10 00:00:00,uniswap_v1_protocol
Ethereum,1557532800,USDT,10710217.01943,2019-05-11 00:00:00,uniswap_v1_protocol
Ethereum,1557619200,USDT,11827661.26134,2019-05-12 00:00:00,uniswap_v1_protocol
Ethereum,1557705600,USDT,11479042.73498,2019-05-13 00:00:00,uniswap_v1_protocol
Ethereum,1557792000,USDT,11957409.21635,2019-05-14 00:00:00,uniswap_v1_protocol
Ethereum,1557878400,USDT,12977926.37072,2019-05-15 00:00:00,uniswap_v1_protocol
Ethereum,1557964800,USDT,13926722.55175,2019-05-16 00:00:00,uniswap_v1_protocol
Ethereum,1558051200,USDT,14176302.84666,2019-05-17 00:00:00,uniswap_v1_protocol
Ethereum,1558137600,USDT,14385380.9069,2019-05-18 00:00:00,uniswap_v1_protocol
Ethereum,1558224000,USDT,13680863.20195,2019-05-19 00:00:00,uniswap_v1_protocol
Ethereum,1558310400,USDT,14204889.2085,2019-05-20 00:00:00,uniswap_v1_protocol
Ethereum,1558396800,USDT,15323188.12373,2019-05-21 00:00:00,uniswap_v1_protocol
Ethereum,1558483200,USDT,15542100.66393,2019-05-22 00:00:00,uniswap_v1_protocol
Ethereum,1558569600,USDT,15735860.18641,2019-05-23 00:00:00,uniswap_v1_protocol
Ethereum,1558656000,USDT,16227667.87605,2019-05-24 00:00:00,uniswap_v1_protocol
Ethereum,1558742400,USDT,16391582.869,2019-05-25 00:00:00,uniswap_v1_protocol
Ethereum,1558828800,USDT,16670639.32455,2019-05-26 00:00:00,uniswap_v1_protocol
Ethereum,1558915200,USDT,17528648.1944,2019-05-27 00:00:00,uniswap_v1_protocol
Ethereum,1559001600,USDT,17192586.32393,2019-05-28 00:00:00,uniswap_v1_protocol
Ethereum,1559088000,USDT,17164875.56537,2019-05-29 00:00:00,uniswap_v1_protocol
Ethereum,1559174400,USDT,16351224.02708,2019-05-30 00:00:00,uniswap_v1_protocol
Ethereum,1559260800,USDT,15655549.72511,2019-05-31 00:00:00,uniswap_v1_protocol
Ethereum,1559347200,USDT,17416575.24749,2019-06-01 00:00:00,uniswap_v1_protocol
Ethereum,1559433600,USDT,17527640.45656,2019-06-02 00:00:00,uniswap_v1_protocol
Ethereum,1559520000,USDT,17518796.40969,2019-06-03 00:00:00,uniswap_v1_protocol
Ethereum,1559606400,USDT,16402476.57981,2019-06-04 00:00:00,uniswap_v1_protocol
Ethereum,1559692800,USDT,15515109.6665,2019-06-05 00:00:00,uniswap_v1_protocol
Ethereum,1559779200,USDT,16087305.81285,2019-06-06 00:00:00,uniswap_v1_protocol
Ethereum,1559865600,USDT,16466210.56016,2019-06-07 00:00:00,uniswap_v1_protocol
Ethereum,1559952000,USDT,17560446.41192,2019-06-08 00:00:00,uniswap_v1_protocol
Ethereum,1560038400,USDT,17215285.74717,2019-06-09 00:00:00,uniswap_v1_protocol
Ethereum,1560124800,USDT,16608080.5287,2019-06-10 00:00:00,uniswap_v1_protocol
Ethereum,1560211200,USDT,17426630.19406,2019-06-11 00:00:00,uniswap_v1_protocol
Ethereum,1560297600,USDT,17468585.43762,2019-06-12 00:00:00,uniswap_v1_protocol
Ethereum,1560384000,USDT,18586494.87137,2019-06-13 00:00:00,uniswap_v1_protocol
Ethereum,1560470400,USDT,18103312.86681,2019-06-14 00:00:00,uniswap_v1_protocol
Ethereum,1560556800,USDT,18296656.70004,2019-06-15 00:00:00,uniswap_v1_protocol
Ethereum,1560643200,USDT,18256870.18006,2019-06-16 00:00:00,uniswap_v1_protocol
Ethereum,1560729600,USDT,17736986.78433,2019-06-17 00:00:00,uniswap_v1_protocol
Ethereum,1560816000,USDT,17945030.36395,2019-06-18 00:00:00,uniswap_v1_protocol
Ethereum,1560902400,USDT,17331432.08943,2019-06-19 00:00:00,uniswap_v1_protocol
Ethereum,1560988800,USDT,17670047.43451,2019-06-20 00:00:00,uniswap_v1_protocol
Ethereum,1561075200,USDT,17790116.64613,2019-06-21 00:00:00,uniswap_v1_protocol
Ethereum,1561161600,USDT,18926712.99875,2019-06-22 00:00:00,uniswap_v1_protocol
Ethereum,1561248000,USDT,19579153.64456,2019-06-23 00:00:00,uniswap_v1_protocol
Ethereum,1561334400,USDT,19218126.87339,2019-06-24 00:00:00,uniswap_v1_protocol
Ethereum,1561420800,USDT,19605483.33073,2019-06-25 00:00:00,uniswap_v1_protocol
Ethereum,1561507200,USDT,19921195.14734,2019-06-26 00:00:00,uniswap_v1_protocol
Ethereum,1561593600,USDT,20341635.04885,2019-06-27 00:00:00,uniswap_v1_protocol
Ethereum,1561680000,USDT,18441874.48089,2019-06-28 00:00:00,uniswap_v1_protocol
Ethereum,1561766400,USDT,19461443.14621,2019-06-29 00:00:00,uniswap_v1_protocol
Ethereum,1561852800,USDT,20072891.87532,2019-06-30 00:00:00,uniswap_v1_protocol
Ethereum,1561939200,USDT,18587917.04006,2019-07-01 00:00:00,uniswap_v1_protocol
Ethereum,1562025600,USDT,19462664.76025,2019-07-02 00:00:00,uniswap_v1_protocol
Ethereum,1562112000,USDT,19315579.1559,2019-07-03 00:00:00,uniswap_v1_protocol
Ethereum,1562198400,USDT,19737458.33416,2019-07-04 00:00:00,uniswap_v1_protocol
Ethereum,1562284800,USDT,18932181.50345,2019-07-05 00:00:00,uniswap_v1_protocol
Ethereum,1562371200,USDT,20198649.36552,2019-07-06 00:00:00,uniswap_v1_protocol
Ethereum,1562457600,USDT,20282629.0261,2019-07-07 00:00:00,uniswap_v1_protocol
Ethereum,1562544000,USDT,21357703.36845,2019-07-08 00:00:00,uniswap_v1_protocol
Ethereum,1562630400,USDT,21724492.99642,2019-07-09 00:00:00,uniswap_v1_protocol
Ethereum,1562716800,USDT,21920631.12661,2019-07-10 00:00:00,uniswap_v1_protocol
Ethereum,1562803200,USDT,21476538.4375,2019-07-11 00:00:00,uniswap_v1_protocol
Ethereum,1562889600,USDT,20269594.01443,2019-07-12 00:00:00,uniswap_v1_protocol
Ethereum,1562976000,USDT,20894918.32935,2019-07-13 00:00:00,uniswap_v1_protocol
Ethereum,1563062400,USDT,20309979.60234,2019-07-14 00:00:00,uniswap_v1_protocol
Ethereum,1563148800,USDT,17682638.74215,2019-07-15 00:00:00,uniswap_v1_protocol
Ethereum,1563235200,USDT,17635553.89355,2019-07-16 00:00:00,uniswap_v1_protocol
Ethereum,1563321600,USDT,15444778.36527,2019-07-17 00:00:00,uniswap_v1_protocol
Ethereum,1563408000,USDT,16434018.90428,2019-07-18 00:00:00,uniswap_v1_protocol
Ethereum,1563494400,USDT,16919917.14841,2019-07-19 00:00:00,uniswap_v1_protocol
Ethereum,1563580800,USDT,17078759.10147,2019-07-20 00:00:00,uniswap_v1_protocol
Ethereum,1563667200,USDT,17473071.35512,2019-07-21 00:00:00,uniswap_v1_protocol
Ethereum,1563753600,USDT,17247119.39009,2019-07-22 00:00:00,uniswap_v1_protocol
Ethereum,1563840000,USDT,16698486.8142,2019-07-23 00:00:00,uniswap_v1_protocol
Ethereum,1563926400,USDT,16787116.12201,2019-07-24 00:00:00,uniswap_v1_protocol
Ethereum,1564012800,USDT,16885820.27214,2019-07-25 00:00:00,uniswap_v1_protocol
Ethereum,1564099200,USDT,17236339.39192,2019-07-26 00:00:00,uniswap_v1_protocol
Ethereum,1564185600,USDT,17578226.98645,2019-07-27 00:00:00,uniswap_v1_protocol
Ethereum,1564272000,USDT,16706382.80258,2019-07-28 00:00:00,uniswap_v1_protocol
Ethereum,1564358400,USDT,17017260.32348,2019-07-29 00:00:00,uniswap_v1_protocol
Ethereum,1564444800,USDT,16912121.23541,2019-07-30 00:00:00,uniswap_v1_protocol
Ethereum,1564531200,USDT,17031260.65026,2019-07-31 00:00:00,uniswap_v1_protocol
Ethereum,1564617600,USDT,17927008.36177,2019-08-01 00:00:00,uniswap_v1_protocol
Ethereum,1564704000,USDT,17932864.02759,2019-08-02 00:00:00,uniswap_v1_protocol
Ethereum,1564790400,USDT,18037357.77706,2019-08-03 00:00:00,uniswap_v1_protocol
Ethereum,1564876800,USDT,18184676.14717,2019-08-04 00:00:00,uniswap_v1_protocol
Ethereum,1564963200,USDT,18202129.41091,2019-08-05 00:00:00,uniswap_v1_protocol
Ethereum,1565049600,USDT,18948616.80917,2019-08-06 00:00:00,uniswap_v1_protocol
Ethereum,1565136000,USDT,18304303.89977,2019-08-07 00:00:00,uniswap_v1_protocol
Ethereum,1565222400,USDT,18511732.40628,2019-08-08 00:00:00,uniswap_v1_protocol
Ethereum,1565308800,USDT,17433500.28112,2019-08-09 00:00:00,uniswap_v1_protocol
Ethereum,1565395200,USDT,17051047.37616,2019-08-10 00:00:00,uniswap_v1_protocol
Ethereum,1565481600,USDT,16933036.10293,2019-08-11 00:00:00,uniswap_v1_protocol
Ethereum,1565568000,USDT,17673682.38844,2019-08-12 00:00:00,uniswap_v1_protocol
Ethereum,1565654400,USDT,17257357.32186,2019-08-13 00:00:00,uniswap_v1_protocol
Ethereum,1565740800,USDT,17146599.62223,2019-08-14 00:00:00,uniswap_v1_protocol
Ethereum,1565827200,USDT,15771115.88315,2019-08-15 00:00:00,uniswap_v1_protocol
Ethereum,1565913600,USDT,16033580.73056,2019-08-16 00:00:00,uniswap_v1_protocol
Ethereum,1566000000,USDT,16334957.95172,2019-08-17 00:00:00,uniswap_v1_protocol
Ethereum,1566086400,USDT,16327364.88464,2019-08-18 00:00:00,uniswap_v1_protocol
Ethereum,1566172800,USDT,16853660.91271,2019-08-19 00:00:00,uniswap_v1_protocol
Ethereum,1566259200,USDT,17309812.93012,2019-08-20 00:00:00,uniswap_v1_protocol
Ethereum,1566345600,USDT,17017659.09667,2019-08-21 00:00:00,uniswap_v1_protocol
Ethereum,1566432000,USDT,16331129.29477,2019-08-22 00:00:00,uniswap_v1_protocol
Ethereum,1566518400,USDT,16836106.84448,2019-08-23 00:00:00,uniswap_v1_protocol
Ethereum,1566604800,USDT,17013765.36975,2019-08-24 00:00:00,uniswap_v1_protocol
Ethereum,1566691200,USDT,16981964.68545,2019-08-25 00:00:00,uniswap_v1_protocol
Ethereum,1566777600,USDT,16560130.22821,2019-08-26 00:00:00,uniswap_v1_protocol
Ethereum,1566864000,USDT,17021239.69381,2019-08-27 00:00:00,uniswap_v1_protocol
Ethereum,1566950400,USDT,16830782.57691,2019-08-28 00:00:00,uniswap_v1_protocol
