transaction_date,transaction_cnt,active_users,total_transferred,gas_fee,unique_users,retained_percent,daa_to_maa_ratio,cum_transferred
2024-06-02,2597.0,1405.0,3.230847135848377e+19,0.2543343919656497,1098.0,0.2633451957295373,0.04,3.230847135848377e+19
2024-06-03,3147.0,1674.0,4.158660304452103e+19,0.603129204448736,1259.0,0.2383512544802867,0.05,7.389507440300481e+19
2024-06-04,2795.0,1445.0,2.636922326564205e+19,0.3347082921628744,991.0,0.2948096885813149,0.04,1.0026429766864686e+20
2024-06-05,2707.0,1561.0,3.836016109017731e+19,0.3167271699347094,1033.0,0.2773862908392056,0.05,1.3862445875882417e+20
2024-06-06,1585.0,1057.0,3.10571355283959e+19,0.1256904571974072,616.0,0.315042573320719,0.03,1.6968159428722006e+20
2024-06-07,1930.0,1035.0,2.412466600568403e+19,0.179346698227215,505.0,0.302415458937198,0.03,1.938062602929041e+20
2024-06-08,1795.0,987.0,1.2925821577524378e+19,0.1889567551419733,418.0,0.3708206686930091,0.03,2.0673208187042847e+20
2024-06-09,1875.0,1034.0,1.4666062396484674e+19,0.2414349945355716,409.0,0.3665377176015474,0.03,2.2139814426691315e+20
2024-06-10,1767.0,1100.0,2.066286465583828e+19,0.4002461739607422,493.0,0.3372727272727273,0.03,2.4206100892275143e+20
2024-06-11,1818.0,1010.0,1.3165241272990497e+19,0.9006297726722781,436.0,0.3514851485148514,0.03,2.5522625019574193e+20
2024-06-12,2173.0,1305.0,2.9956992721662525e+19,1.3863956926722414,682.0,0.2973180076628352,0.04,2.8518324291740448e+20
2024-06-13,2276.0,1253.0,1.2572618159121304e+19,0.3568222982665757,623.0,0.3192338387869114,0.04,2.977558610765258e+20
2024-06-14,1786.0,1082.0,1.6060668274863954e+19,0.423552698969214,507.0,0.3484288354898336,0.03,3.1381652935138974e+20
2024-06-15,2206.0,1095.0,1.995558276502653e+19,0.8169357117006343,422.0,0.3123287671232876,0.03,3.3377211211641625e+20
2024-06-16,2785.0,1628.0,3.1278081021628744e+19,0.3606259284166693,955.0,0.2751842751842752,0.05,3.65050193138045e+20
2024-06-17,2335.0,1229.0,2.633943855416546e+19,1.122665089881629,537.0,0.3384865744507729,0.04,3.913896316922105e+20
2024-06-18,2418.0,1273.0,2.671514357423886e+19,0.5818878089314125,452.0,0.3637077769049489,0.04,4.1810477526644936e+20
2024-06-19,2530.0,1481.0,3.365675471504016e+19,0.3636216399437852,728.0,0.312626603646185,0.05,4.517615299814895e+20
2024-06-20,2422.0,1385.0,2.868727025912199e+19,0.439318761311877,569.0,0.3386281588447653,0.04,4.804488002406115e+20
2024-06-21,2974.0,1641.0,3.019592290856968e+19,0.7043117257633187,823.0,0.2827544180377818,0.05,5.106447231491811e+20
2024-06-22,2407.0,1260.0,3.2647832099757388e+19,1.2062442902458432,468.0,0.3666666666666666,0.04,5.432925552489385e+20
2024-06-23,2472.0,1305.0,4.61853989645936e+19,0.5676263967115406,498.0,0.3601532567049808,0.04,5.8947795421353214e+20
2024-06-24,6509.0,4584.0,3.0193848984035086e+19,0.7700651598265993,3680.0,0.1106020942408377,0.14,6.196718031975673e+20
2024-06-25,3169.0,1916.0,2.8371990060156076e+19,0.8637037188123929,643.0,0.4478079331941544,0.06,6.480437932577233e+20
2024-06-26,3465.0,1983.0,3.243229739900943e+19,1.340335934003027,459.0,0.5451336359051941,0.06,6.804760906567327e+20
2024-06-27,10308.0,3531.0,3.3084103981821956e+19,1.6097273299018728,1516.0,0.3565562163693004,0.11,7.135601946385547e+20
2024-06-28,15819.0,6537.0,5.155568635145567e+19,1.2782574654902052,4059.0,0.2776502983019734,0.2,7.651158809900104e+20
2024-06-29,16615.0,7491.0,4.39377479742204e+19,1.417896577956971,4789.0,0.2573755172874115,0.23,8.090536289642308e+20
2024-06-30,15734.0,5505.0,5.407548734194308e+19,1.9529964449546031,2601.0,0.3747502270663033,0.17,8.631291163061739e+20
2024-07-01,61306.0,52073.0,1.9573196420157224e+20,0.7144057999032853,49835.0,0.02592514354848,0.04,1.058861080507746e+21
2024-07-02,53867.0,46123.0,8.443691183503083e+19,0.3710183701461097,43954.0,0.0259957071309325,0.04,1.143297992342777e+21
2024-07-03,26618.0,18675.0,6.584726656660978e+19,0.5916202340326839,15850.0,0.0897456492637215,0.02,1.2091452589093867e+21
2024-07-04,40319.0,33103.0,1.0478033380732466e+20,0.6494781553428014,30281.0,0.0510225659305803,0.03,1.3139255927167113e+21
2024-07-05,26497.0,20060.0,9.124379294511692e+19,0.8607964974928312,18103.0,0.0533399800598205,0.02,1.4051693856618282e+21
2024-07-06,12188.0,3813.0,4.978368639725186e+19,0.6534316199636803,1536.0,0.2617361657487542,0.0,1.45495307205908e+21
2024-07-07,12309.0,3720.0,1.133593774644626e+20,0.3994009862871543,2230.0,0.3034946236559139,0.0,1.568312449523543e+21
2024-07-08,14510.0,5325.0,1.324275183840972e+20,0.52363562942383,2238.0,0.2334272300469483,0.0,1.70073996790764e+21
2024-07-09,15208.0,6653.0,1.4185546697158889e+20,0.7115105464196952,3488.0,0.1993085825943183,0.01,1.8425954348792288e+21
2024-07-10,89956.0,80029.0,5.038976501932846e+20,0.7307471004370222,76548.0,0.0173811993152482,0.06,2.3464930850725136e+21
2024-07-11,60182.0,50919.0,1.457983778428024e+20,0.3151217250495651,48459.0,0.0279659851921679,0.04,2.4922914629153157e+21
2024-07-12,50260.0,41255.0,3.8807234336834054e+20,0.2898586148187797,37794.0,0.0312446976124106,0.03,2.880363806283656e+21
