date,forecasted_Transaction Count,forecasted_Active Users,forecasted_Unique Users,forecasted_Total Transferred,forecasted_Retained Daily Active Users,forecasted_DAA/MAA
2024-09-01,234237.21068513952,189624.25729054885,2125.293190922381,4.9279308655878144e+20,0.3840624069082832,0.4839826227252518
2024-09-02,177572.13335775724,148856.22708565483,2825.786219018696,3.0678719601907447e+20,0.3507622242641951,0.5020027533274972
2024-09-03,213247.67289107904,221922.85768063608,2348.7963975442954,4.575712991035354e+20,0.2661830214412956,0.3050491360197259
2024-09-04,142281.0810846743,67473.453533032,2856.3019530180827,1.1771988419116182e+21,0.1297108077489762,0.2029872378037806
2024-09-05,165054.22527353247,119368.29633016672,3140.924232173672,9.433678435547584e+20,0.2214313142377969,0.3380557662021871
2024-09-06,184009.39853643073,101261.41932487872,2792.3644008524716,8.923299171817997e+20,0.2371270474864396,0.3096046638443046
2024-09-07,194406.61653231893,104895.3795067926,2444.073534505386,6.362191254289585e+20,0.3022308766723073,0.2777073212967649
2024-09-08,342547.67363527603,115593.74165765283,2511.597824383616,6.809856890443525e+20,0.1605398249810641,0.4416412728754493
2024-09-09,258622.7730494014,142579.46792594326,3114.5936794752743,5.94697297802023e+20,0.1447066285489871,0.2472378628517184
2024-09-10,35947.25153746642,49180.044541378775,2848.9920108645206,4.0371359077672373e+20,0.1632929509607169,0.2749973630701749
2024-09-11,42777.7901957075,44300.48379947033,2026.149406216333,3.506027394471916e+20,0.1671574473398447,0.300749417313125
2024-09-12,79004.95497745545,44128.511949502266,2569.4398654896386,3.86185245813849e+20,0.1442400384019786,0.1728416434504545
2024-09-13,81629.34912271792,116248.7208167548,2639.452875275299,3.5532925865374535e+20,0.1749841546122048,0.4020993188104177
2024-09-14,82538.1052898038,79141.90253272073,1898.2147963815996,3.730172252854122e+20,0.2938219142801127,0.1189498263261288
2024-09-15,115539.466099052,119897.91355274367,1913.5342986159576,3.5478046228056146e+20,0.186804774621134,0.244067448708953
2024-09-16,99551.56836538936,85976.54645509635,4645.223153690908,7.626041594663101e+20,0.1324419056729584,0.2279422839500916
2024-09-17,130963.50824985886,195301.0385923027,658.591550001655,8.802082893665375e+20,0.2267893005603255,0.190003449175236
2024-09-18,120649.90701352456,123734.68158896806,1665.400681323934,4.147966638075532e+20,0.1300179839224504,0.1990541096442993
2024-09-19,174508.52405534437,75061.09850601916,3176.4614102104374,3.8108886232864457e+20,0.1328623004385314,0.1701223798379132
2024-09-20,154326.35715840114,77395.77424072774,2907.0494547936214,4.2129575298838594e+20,0.0962034095845082,0.1658746064376288
2024-09-21,149396.99726818345,22132.456184563405,1572.69664057949,5.237278455651789e+20,0.1426430880236021,0.1917033508195689
2024-09-22,53559.70181945431,85269.35874859891,2510.022464295113,6.954349028618022e+20,0.0958448296647582,0.2709312151218808
