transaction_date,transaction_cnt,active_users,total_transferred,unique_users,retained_percent,daa_to_maa_ratio,total_transferred_in_tokens,cum_transferred
2024-10-20,183400.0,181435.0,6.769583105423556e+20,20151.0,0.0025959710089012594,0.14,676958.3105423556,7.747432860255417e+22
2024-10-21,226107.0,216323.0,9.937727144862364e+20,7253.0,0.002001636441802305,0.16,993772.7144862365,7.846810131704041e+22
2024-10-22,211279.0,204675.0,8.453531330697563e+20,3419.0,0.014813729082692073,0.15,845353.1330697563,7.931345445011016e+22
2024-10-23,220559.0,209811.0,7.056857579569089e+20,4450.0,0.015580689287024989,0.16,705685.7579569089,8.001914020806707e+22
2024-10-24,149506.0,140701.0,3.5823467121528367e+20,23312.0,0.032593940341575395,0.11,358234.6712152837,8.037737487928236e+22
2024-10-25,174991.0,167095.0,4.2892629851454826e+20,30157.0,0.013752655674915468,0.13,428926.2985145483,8.080630117779691e+22
2024-10-26,162939.0,152392.0,3.870718524630934e+20,28156.0,0.020788492834269517,0.11,387071.8524630934,8.119337303026e+22
2024-10-27,250757.0,235583.0,6.072335943993013e+20,15210.0,0.009164498287227856,0.18,607233.5943993013,8.18006066246593e+22
2024-10-28,228504.0,220448.0,5.066019775272519e+20,11135.0,0.002426876179416461,0.17,506601.9775272519,8.230720860218655e+22
2024-10-29,213228.0,205882.0,5.906266146101183e+20,11637.0,0.004609436473319669,0.15,590626.6146101183,8.289783521679668e+22
2024-10-30,313832.0,253322.0,1.1031063751603931e+21,19860.0,0.008052991844371984,0.19,1103106.375160393,8.400094159195707e+22
2024-10-31,160916.0,146325.0,3.8595888731597196e+20,9877.0,0.025122159576285667,0.11,385958.88731597195,8.438690047927305e+22
2024-11-01,201053.0,192876.0,5.4093717041929146e+20,4485.0,0.01554366536012775,0.14,540937.1704192915,8.492783764969234e+22
2024-11-02,273879.0,265129.0,4.4910562389971553e+20,9789.0,0.001938678907248924,0.2,449105.62389971555,8.537694327359206e+22
2024-11-03,233271.0,225625.0,3.5828095928276864e+20,11198.0,0.002309141274238227,0.17,358280.95928276866,8.573522423287484e+22
2024-11-04,117714.0,112544.0,2.077603901036611e+20,4110.0,0.0026478532840489054,0.08,207760.39010366108,8.59429846229785e+22
2024-11-05,117959.0,114305.0,7.796633195594567e+19,4105.0,0.00710380123354184,0.09,77966.33195594567,8.602095095493444e+22
2024-11-06,145064.0,141705.0,2.3591064742952413e+20,4612.0,0.0026463427543135386,0.11,235910.64742952414,8.625686160236396e+22
2024-11-07,219309.0,215275.0,1.8049918783554496e+20,3181.0,0.0013749854836836604,0.16,180499.18783554496,8.64373607901995e+22
2024-11-08,76039.0,69826.0,7.939883087266269e+19,5516.0,0.0038237905651190103,0.05,79398.83087266269,8.651675962107215e+22
2024-11-09,10073.0,5241.0,4.073992505006485e+19,4182.0,0.0484640335813776,0.0,40739.92505006485,8.655749954612222e+22
2024-11-10,67384.0,63212.0,2.6927480704370967e+20,3527.0,0.004176422198316775,0.05,269274.8070437097,8.682677435316592e+22
2024-11-11,242598.0,239938.0,4.042311384102296e+20,974.0,0.000883561586743242,0.18,404231.1384102296,8.723100549157615e+22
2024-11-12,266907.0,265194.0,1.6660632996868955e+20,1000.0,0.0007994147680565925,0.2,166606.32996868953,8.739761182154483e+22
2024-11-13,33384.0,31581.0,2.727478784232037e+19,3909.0,0.028308159969601975,0.02,27274.787842320373,8.742488660938716e+22
2024-11-14,172361.0,167906.0,3.5157348097409535e+20,4224.0,0.003293509463628459,0.13,351573.48097409535,8.777646009036126e+22
2024-11-15,133632.0,130574.0,1.3925680899443499e+20,5988.0,0.013815920474213856,0.1,139256.80899443498,8.79157168993557e+22
