gitcoin_project_id,match_funding_usd
0xa7b8948d5c8b8d2cd502cd9c8638dda011ecfbfc10abe0df58a504e4802f5d6d,29976.859375
0xa43d39ea6e0c57d3082983686ceffca5cd0e96dcef1ddf84fb124623b0bbe05a,16771.3926403125
0x1249835eaab22b2d2fd7f34556a20cae9cfd902f56c54789730081e6996ed012,15507.587969289063
0xbc0c38f75ec02f37af3c6cc5acef9951e0f69c0b49a26e9bf680b1fbcf4f76cb,14647.892565
0xf56dd3fa328f36673fd27422bf169559797919b4e8dd639b341d14127219c70a,14404.09241775
0x1bb64e87b901e6e0f4d7877a99bc5a035ca4be1ec2517fd3f2e00337e636daf7,14360.838622750001
0x0a20445056c91be20dac69d794c92f57e0eb88ad54f2ef4106d7026bc4c6fdc1,12751.498894804688
0x4a960782a3b8681844dfecd31dee6fcbbb06028493240b524e8fa1dab18b2b64,11699.284623312498
0x04eceede743d19c498a90952e9903e9ee46f3dc77766bcc85d1eb9b3e7ce7a5e,11327.034335
0xfc2b194a96cddbaf81f7423f5ba672bc71d0a7d2b8d5de92f0e11b30675a3891,9992.286718750001
0xc3dd0086d1972b4d51aaf1fdab9438d4e38ed8dccd6c19b1a34d03e5b4c76692,9992.286718750001
0x22d16f2c1e30709d9a6430d0b3c7fedfd7616222c33312f75aeb74ec8404da3e,9992.286718750001
0xe2b72e4c520b305d3693b4b0c52d8279c9648121bd3c73157549e097ffa7622f,9699.623754
0x95c829c50b4f5cd8148deb66d89b9b881e458fbdc01d7357a262fe7bf3656e5d,8874.7826021875
0x779de4efbff1c51778f6b543f93f4e2333d3e9efc8f535197aed46e25d254f5c,7868.3966414999995
0xee8124ee3513324f8c0f4f77e8bf6f7291b7d14f44b1f0a3d05528dbeea68d10,7557.698563624999
0x81905a5d4ea1db6d19ffcdee179d5d6c71b8f77cd4a2ff80c1e9cb36ebab9364,7238.625218320313
0xf42c345d1a3ae64d5953ebf95fe1f294509df92cd4be45675db90febb70ad8f2,6576.323409687499
0x13d905b85e4af8c8f7d0d1270fe631b0440ec9ab7cfe0c37bd45be902a86d2bc,6149.3174468125
0x44f9fa38718389bc760062528c8cee39bb1301ed21c07aced112633d189ed4a1,6118.62215796875
0x1eb6bbad0896e16d57cca476cb0a37f0adf1dede385378d8f65224a09bc8fa51,5544.5446324609375
0x4461dd764ba9de1c4559972250f43ecac0e0bc9893c6629b1687177470c1aa72,5363.660956
0x455a568be64843690b179b7d32d44e7bfc53e71815e18cb699af2c5ec80c2a6e,5323.390749414063
0xc025b1a2704cca91f583adb6068a3fed5bc108011e93a9bf3096d54e88bc59d6,4934.966015375
0xeff81a9b1ca1db940b74d9b8876c8d8cd62f69f0f1263c28399f4a0120cacf56,4364.02207125
0xb41886ba1efb90342778b99e54257c26a58a723ac6820b1578a359824452044f,4311.7662693125
0xf9de2d3e800d1a9cfda4b8d634b040c2bc5ebedff641b4e6f1e26df9e6bffa15,4290.63230321875
0x15524d92e001464560374928cc41ddc573d4c1975b234d880a99441ddaa76dbd,4269.920785
0xf8eb666a7df2d28609bb67ec2c3646d46c44d8e5f78bc20e01a74e3ea6a6985f,4084.94662703125
0xe2c43384610aa737a111228f7f3cf745ecea1563ce5bd5d3c6f9bc9c30614df7,3833.8497658750002
0xe80c011513c354bb3bec640feeb29104712c2bd20d172b6caac4aa52115efa4a,3728.53457575
0xd71334a228d2c9f81d67cba4f06896afa8255951444cd57e3c3a2299822e979e,3712.2209902421873
0x0e746fd798da04d3ee071831372a81f18723996b41b48dc342737125460ffac6,3483.5023615
0x2d510a87f17bbf9e54b2042c66b614366478456616f0c7683d327d084005fa5d,3447.1930615156252
0x68fd0ec0d2e8de4f84960fde41c25ff504ed4764b968b94adcd4cdca9b671195,3151.71695640625
0xbe81c3716fb87ffc8f50493a99df7cded36513388f6cb9f68524a27c6a4b4bf6,2952.5002360000003
0x41efb0e934b404f079d4c4a8b1aa24c55f1590dd56168604dbeaca8309172238,2891.1257025
0xc613d50d362ab15e07157a2cc8668cbcf8796703a538b26f4005421b61f4b9f4,2860.79897625
0xb8bbd3634174dd24aefa9f067a243ef6b58cd7265d21f87da18a529e5a703257,2804.3518446484372
0xda9602c16090577afd33a6af76b18d4c711de8ee7d8d7081b6215523351d634e,2757.343798875
0x64f5e769a5229fc4c2a386a8590f19032b7f25365dd3e23198463abde3034845,2673.964459375
0x3b329e3200afbc8bbb55171df34cafb92e8d61b5a3ee872e5e3ef2dd130b3296,2610.6705971875003
0xff268e803bc12ae16a77336cd27db1975ab09ff0182826a114546bc9af008cb6,2590.53761796875
0x5e4e8235c7e1078340c59e320c1c3bbb381b5b0281949abcce98c69291fff86f,2486.2019290625
0xdbffe6eafcb836ed7fb9b2b0dd8e6dbfef147ab447341cad1ad32b25e5d46b4d,2485.2556550625
0x9aa1813681cbc4c7acdad3f7687ee68b6c21a055f2df0d771551ad3d0a9e9d4d,2469.79344390625
0x5e58c271f7eb7a36b9361b48f086949b6df0a464ce4c5d0a58a52267bae0240b,2330.25928775
0x7635d987063f27d22e7888fc2da2ae1397fe627e3c35cbbb648e3ab4b581308c,2290.453933875
0xc28edb99ae1e341f288c7b146eba6776d70012f215316de5c6bdf56695f48726,2277.0566008984374
0x7ee2df261a02e30fa952e670db2468fc7eb1863becb6e744865faaa4e05cac83,2171.2239245312503
0x516c5de42ab87ace201b76af95626784e60b8f3e5b38517a2fe21f327d78bae8,2042.7697369140626
0x82bf0d1cd9a7bc7a7f61c6b996de8f268830380ccf3cfb9d67f07fa1b000826c,2007.57325915625
0x3cc8662636a42846fa8f2c73b7c5dcca7c51610cd36aaa18b56fddc7d1d9a5f9,1920.01784296875
0xe81bec1db1a71473aaa482d44f142bdfc6717e36db537372040c8db414e90e78,1914.53033490625
0x856b4d79fa4520fee59d4d13d19b4cdd6ae11f3031e7437a152f29b283bb7e14,1907.250864609375
0x44eb49421b42a27fb781934866279d5603b6d2176d598c5d1372eca0073e34e9,1872.1798853437501
0x1cbcb60aefc2123145840c53cb8b1b5b2f096cddc99ed66b80355c33ccaf651a,1805.5867437499999
0xafa569b3df50c6c51374bf2b214eb7c948cf3dce2a65c3f627bce0a2603cec72,1802.4455303515624
0x3cae7aa84706f7032f4757311bcf2e2c632fc1383e5e0250e6a7ae599e8c2bc0,1801.3905731250002
0xff4910e8d182cb65846f22f2542c76379d31ebe23f0f6fbc1b0e2618ffb62b86,1777.024918046875
0x2ecbb6ef7d2b380d12fec5bd9e5bf05762555b9ce51961b0a1e5ff21c55bcb0c,1773.22999015625
0x2155c66cdeefcbf9a0e5eb4f64eec6c2bf39966e21c8e944c4cc262db6a8d726,1754.7454706796875
0x26e6000d50326b3ae1438d0427cfa28377280de230a46cad9c24987997dd856a,1602.835288390625
0x58ff805d5c7cd447637ca35aed128f04807dfb13c5fec552f2b88aed7735b127,1593.7698475390625
0x15bdddfe681cb35c8a957f65d10d96408980ee4e0f25da7675a6b17a698bc7ec,1580.84119675
0x5032feb4d0a5f184603312f79a98f92bc33a46743af1b0ec40167c0b955a5761,1571.6993048749998
0x1aa4717cd9e88c3d4c615357c84107f8d4cc5239fa3841df223e7e5aa0d229f4,1541.339922734375
0x9d8a7504b0b9f0f0cb9284796a85fdc8164164117e22f1cd087f252c3ae993c1,1488.205953875
0x9e8896090abff240885c74b27cd32f3917d2471e504e82db21e309360bbf2903,1487.7609606562498
0x4bb2e6fac4b614cfe450944775b05d1056cb6dacf3d77f5c7c0ff4802e804cf7,1427.306260375
0xdbda23378d80411be755c66e1292acfd21a8508f5065df3336a98cce79a78647,1423.0979218749999
0x5392326450ab92f263ce23af5fe0e136e6f2a04efe80e3b669d10bb3581b9e50,1384.1500148437501
0xd72767c6cb539cbcf31ae2369983f0c287a2f990cc69fcdfa35baf050955effe,1380.95136
0x7f3ac573b2b8f2a101e6f4ebb763963708e0f1e442ea58214a8d8bedcddb5735,1378.956955625
0xff0d19a8d41e62428e35da3007ed6659a53edb0fbdaebda99ab1543bc048a7f8,1313.869474625
0x9ef3e36ef91c92f3857668552a8a57706c853550af2886019b69c4615f2f30d9,1309.08944890625
0xa225e750a843513b0e93e651ba35a76d592dab85e5125058083fbec3154da1cb,1302.3592981875001
0xcee95e78878f18a6e3c8de55b9fd8ea7ab17747037589461d3c542d84cd97baf,1210.3221885
0xe787f05a734aa4180888a0cabceb9bb088dcc4bde0272d653200c36ee676189f,1198.6978808203125
0x11fdec05421d0276e2ed523ad646343efb18d7c7309c2281ef1b10b01e6c3f49,1181.3048061875
0x219c467ddf5049939fb4664ef17b79d196e5cc6854e5aac44144cf9c4af1ac75,1151.061519125
