project,head-to-head_comparisons,elo_rating,margin_of_error,rating_std_across_simulations,num_main_round_appearances,highest_unique_donor_count_in_one_round,crowd_funding_usd,match_funding_usd
metamail,240,1703.9718010513361,25.819888974716108,11.760076524744584,2,3725,6522.263234726748,13862.813282187499
giveth,390,1703.5926563857442,20.254787341673335,13.550867394038765,3,2015,7014.366171033924,28840.122870312498
zaratandotworld,464,1699.8732729317735,18.56953381770519,9.642723053283273,4,2641,8079.970181843402,15987.599379906249
ethstaker,105,1697.972582655178,39.03600291794133,8.699744330270859,2,3639,9825.849331778987,40806.92741834375
ethers-io,90,1691.3970112743198,42.16370213557839,9.399008021043034,2,1359,5330.745017857806,48246.16742334375
smoldapp,121,1690.9953371504762,36.36363636363637,8.87705550531542,1,1552,12051.91667658789,10579.7593505625
fundingthecommons,227,1689.974763321777,26.548932463998877,10.342108391646304,2,145,1174.8339542436815,16073.429741250002
opendataforweb3,237,1689.622526963175,25.982792098465232,11.514385940060132,2,4745,6513.970402114124,11806.795396078125
ethscriptions-protocol,105,1688.3517950727048,39.03600291794133,9.972764585728163,2,8878,57117.80713533021,25755.37500015625
dappnode,105,1687.7172821286542,39.03600291794133,11.08921273821235,2,2690,10929.7086277154,46107.006345625
zkbob,119,1686.776884771495,36.667939881128454,8.427364167511653,1,2857,4889.730580190711,11587.4786505
omniswap-omnibtc,118,1683.7017847109776,36.82298471593293,7.619671078445972,1,10344,17822.049558394803,14849.591509375
nftstorage,167,1683.1721814207217,30.952929301365472,10.356852622079218,2,1382,3995.871721880504,14360.838622750001
0xfacet,105,1680.3004010198597,39.03600291794133,10.856226701590078,2,8878,57117.80713533021,25755.37500015625
via-protocol,119,1679.9126348613092,36.667939881128454,9.52221505721106,1,9420,15953.519079239277,15001.1375
eth-limo,105,1675.6885880551129,39.03600291794133,11.133913443314206,2,659,3549.822484855904,37003.551843249996
blockchain-lab-um,121,1674.199107194801,36.36363636363637,9.752878235570986,1,2665,5398.248862233253,7557.698563624999
citizenwallet,494,1673.1165329740186,17.996850826633903,8.68399656850642,4,1405,6016.809515424394,20931.416423734376
kolektivo,106,1672.4407110737166,38.851434494290565,10.213032805199585,1,1649,2134.145249180787,8142.758116875
shapeshift,346,1671.8024638083252,21.504133222818815,12.225162305113344,3,2519,6230.55661417673,12795.948061000001
blockscout,90,1669.6719442556432,42.16370213557839,8.657147726240375,2,6322,10553.998186204746,44924.35483028125
pheasant-network,61,1666.9869637114443,51.21475197315839,9.127077202662381,1,4412,8897.576981875893,13076.806968875
withtally,121,1664.091252803995,36.36363636363637,10.327435366338232,1,446,1469.2494799923234,6410.5318388125
vocdoni,227,1663.239312483552,26.548932463998877,12.552166910098961,2,275,3945.865012664807,5004.04870025
horizaio,119,1662.4283656419607,36.667939881128454,10.05583701816199,1,2854,4248.3935147180655,7868.3966414999995
beacon-chain,106,1661.7841885651783,38.851434494290565,11.833561573896477,2,1072,4322.558483334252,21609.196118437503
loanshark,119,1659.011530713115,36.667939881128454,13.56462476305758,1,4044,6966.406025730219,15001.1375
zkcodex,106,1658.2914340524553,38.851434494290565,11.033566932511228,1,1140,2231.8408516047057,4269.920785
kleo-network,402,1656.3748854621892,19.950186722152658,9.59084461850987,4,2171,6126.837102915539,10169.314733328125
carmineoptions,464,1651.3373343185467,18.56953381770519,10.57341916270354,4,2433,9832.648950969777,15056.18815328125
treegens,227,1646.4285227885332,26.548932463998877,12.296567229489275,2,195,1118.57161362248,6149.3174468125
banklessdao,227,1644.6568973324352,26.548932463998877,14.166706362535498,2,470,1388.209501843572,6835.950018
wannabet-cc,227,1642.9987408438892,26.548932463998877,11.986090844180323,2,867,3478.951455415401,8269.6115689375
glo-foundation,464,1642.9037613406572,18.56953381770519,9.856339948669444,4,797,3478.1886474969756,14673.109293734375
openzeppelin,45,1641.3453164722707,59.6284793999944,8.0966634236924,1,1617,4015.0067407018546,23210.711346375
buidlguidl,90,1640.900161956649,42.16370213557839,13.727423562708662,2,467,1741.3325802677,21062.62437778125
passportxyz,45,1637.7752891283044,59.6284793999944,8.553248970478963,1,6493,7281.864108900416,29976.859375
solady-vectorized,90,1637.2213736482797,42.16370213557839,10.64343792110006,2,545,5653.682162906094,23263.76697625
datonic,223,1634.8654433211652,26.785981207297006,10.410520419789677,3,1014,3878.238160725204,14975.33469765625
zkp2p,464,1634.6615170214686,18.56953381770519,9.747409789753657,4,555,6840.601058332861,7227.60665890625
opencollective,106,1633.6776651291254,38.851434494290565,12.499811643852938,1,88,246.20105362741742,4900.159654375
ethernaut-openzeppelin,45,1631.6724259334615,59.6284793999944,10.835751803628924,1,1617,4015.0067407018546,23210.711346375
solarpunk-dao,227,1630.7476351300297,26.548932463998877,15.031084515166219,2,118,1537.3883219700656,5895.2042455
show-karma,345,1630.221416757502,21.53527608232662,12.414898185375623,3,330,1718.3347354594089,10899.09712096875
builders-garden,30,1630.1456211677641,73.02967433402215,10.439482798492234,1,507,868.3766851086048,7238.625218320313
peeramid-labs,271,1628.2986958327494,24.29826956923148,10.974769496221668,2,590,2745.310029992259,5953.29580540625
synpress-synthexio,209,1626.4120052251983,27.668578554642988,11.965433691600845,3,510,3765.1446385575564,20149.496704250003
zkemail,90,1625.9997792916747,42.16370213557839,13.936698835634079,2,1185,3290.1776396858145,21156.91278184375
raid-guild,106,1623.2297034858682,38.851434494290565,14.454228879008062,1,46,269.55089692538604,3334.002578125
eoa-blockchain-labs,105,1621.3662059689677,39.03600291794133,14.342634400153285,2,328,1708.480650152248,14412.674617749999
hedgey-finance,106,1617.7687846316958,38.851434494290565,12.722812108601099,1,482,629.5674813208857,3437.094433125
jobstash,227,1616.7627067036065,26.548932463998877,13.467641512756122,2,134,1043.1234577592631,4269.5008860625
4everland,237,1615.244147391283,25.982792098465232,12.575115184264638,2,1191,3024.634760587253,3153.338141625
eiptools,477,1614.1115881673811,18.314741859825205,7.308230824282088,4,1089,7062.535734986299,25849.368023890624
zktlabs,61,1613.4561177616563,51.21475197315839,12.237452278208828,1,1587,2814.881337718107,7325.98084325
starksheet-the-candy-shop,358,1613.341709979179,21.1406569032676,10.135180075218754,3,1240,4020.6109742801295,5378.18555321875
elefria-labs,327,1612.3645045218132,22.120050544373242,11.159450939834544,4,1346,4402.639670790681,14964.941147703124
iron-wallet,163,1612.0239305649393,31.330417999518296,14.961726085926186,2,2093,3071.6438796052244,9065.18998878125
impersonator-eth,477,1611.9366700959893,18.314741859825205,7.87152773836928,4,1089,7062.535734986299,25849.368023890624
charmverse,106,1608.6000610823173,38.851434494290565,13.85614896498269,1,85,113.41544429707574,3219.8223550000002
defilab-xyz,240,1606.0106103529654,25.819888974716108,13.276319309633264,2,2370,3175.1530124178958,4285.5510783125
lighthouse-sigp,105,1604.1465371101776,39.03600291794133,15.289930456724703,2,362,1730.755947668972,15083.198119250002
mosaicfun,30,1602.5757672885197,73.02967433402215,13.15728758271696,1,63,138.46197023259538,3801.0197485546873
metagame-metafam,121,1601.5216645830008,36.36363636363637,15.413941341952698,1,141,519.1642727869848,2309.31342775
web3-gpt,208,1600.2191804756578,27.735009811261456,12.401237117101529,3,693,3377.7698570966168,13302.119911703125
opensource-observer,208,1599.3994994845382,27.735009811261456,14.090635676722226,3,223,1624.248192631604,16999.632345015627
here-wallet,119,1596.2376756797998,36.667939881128454,12.704531432447402,1,2533,3069.6244207660407,2774.6103919999996
zk-passport,105,1595.4561672803952,39.03600291794133,13.044120838154925,2,787,2650.2887052071856,9699.623754
spect-ai,118,1593.5699508302548,36.82298471593293,15.325930282469319,1,744,1097.80204229031,1494.5653556875
ultrasoundmoney,44,1590.7515766472486,60.30226891555272,12.006002908420323,1,231,484.0385915332008,9791.94111484375
growthepie,403,1587.9569841217015,19.925419255468714,10.283779229628193,4,733,3440.240789653019,20757.299338187502
bladedaogames,119,1583.7070887347777,36.667939881128454,14.21183575423384,1,1015,1928.6487806598802,1237.5938437500001
zeropoolnetwork,281,1582.2820320308779,23.861999450875743,12.02817635101453,3,1112,2631.104844710877,3964.397149265625
fractaldotbox,10,1579.7349413031582,126.49110640673516,4.426034147175376,1,286,1052.7508565056487,9992.286718750001
dig-dao,121,1579.5138567427907,36.36363636363637,14.948915226474963,1,285,865.7474981290943,1571.6993048749998
flow-state-coop,227,1579.4245470000124,26.548932463998877,13.738536246357643,2,219,1637.2587058725703,4284.4998299375
chaincraftgames,106,1578.733264593107,38.851434494290565,15.413415200550027,1,176,813.5797456383007,1549.674366875
talentlayer-labs,119,1577.795737914126,36.667939881128454,12.6401593274049,1,1130,2031.3434912165599,1314.99971325
coindlabs,106,1577.387208171165,38.851434494290565,15.064564169934942,1,225,640.7641760879778,1380.95136
privx-exchange,119,1575.148267909585,36.667939881128454,14.822108659800739,1,1057,1467.8478122903894,1368.10374
pairwise-general-magic,464,1574.843198386898,18.56953381770519,8.28058258999463,4,191,1694.7330753879164,13269.775824640625
poppunk-llc,45,1570.5703250931163,59.6284793999944,13.870326144735557,1,433,987.3922918193794,8267.542071
getwalletx,74,1568.9263335581068,46.49905549752771,12.806793333174564,2,687,1503.8403026480228,8874.7826021875
deezstealth,30,1565.7284281880309,73.02967433402215,12.739199563517705,1,39,141.14597345143557,2471.5965885546875
vacp2p,61,1564.753758768208,51.21475197315839,13.098936691417236,1,314,733.8063020735322,2460.1504425000003
ethereum-cat-herders,90,1564.5758554451174,42.16370213557839,15.593309672438352,2,244,1401.8033634854592,10786.51277078125
web3,45,1563.6127514936495,59.6284793999944,12.926531440611138,1,214,710.2528179266351,8439.333598250001
therougeproject,237,1563.028422636475,25.982792098465232,13.24319718628231,2,952,2658.425874470528,1821.6020191718749
1hive,464,1561.5357275191282,18.56953381770519,10.3436545356058,4,635,1931.1556218705286,4457.678631656249
spaghetteth,106,1560.4157806996352,38.851434494290565,15.409449182012377,1,60,111.64631574985106,1438.790685625
kiwi-news-attestate,346,1558.2661576438577,21.504133222818815,11.538873330884444,3,247,1670.3452004560818,4354.7681270625
sociallayer-im,121,1556.7965571006964,36.36363636363637,13.810486340403168,1,137,921.6668529468589,1300.2621012500001
tonspay,165,1556.6667357332346,31.139957766460917,13.484015420910382,2,843,1597.4073804750224,3958.2537322812504
ens-wayback-machine-blossomlabs,368,1556.274403529398,20.85144140570748,10.269807169312179,4,364,1840.136236304194,10680.475447421877
nicenode,105,1555.4728362872854,39.03600291794133,13.053895056720322,2,236,1060.5719415654457,6887.7214150625005
otterscan,209,1554.8654912796019,27.668578554642988,13.39094319498312,3,425,3133.996468467739,22233.50356796875
solidity-ethereum,90,1549.6945273090437,42.16370213557839,13.743587731704373,2,244,1401.8033634854592,10786.51277078125
blobscan,44,1548.8880027367027,60.30226891555272,12.750864173989324,1,103,464.70525041711517,4490.2337657812495
shutter-network,61,1547.5218490793188,51.21475197315839,14.933156968087607,1,371,745.9135027338571,2544.250475875
dao-driven,40,1547.2211624756249,63.24555320336758,13.236634139696907,2,80,1090.446493876574,3712.2209902421873
toaster-finance,121,1547.1790876414118,36.36363636363637,14.848979017529034,1,284,410.16535430966906,1151.061519125
aastarcommunity,61,1546.7691876181625,51.21475197315839,14.12655652342665,1,478,1149.304414601007,2891.1257025
voicedeck,227,1545.7650481850476,26.548932463998877,15.97345083349985,2,66,559.7878583903075,2026.9302734375
monas-project,30,1543.057571151198,73.02967433402215,11.187057771752377,1,35,199.26852896809578,2042.7697369140626
fe-ethereum,90,1542.7991364708257,42.16370213557839,14.980129043027306,2,244,1401.8033634854592,10786.51277078125
opentothepublic,105,1541.2805407248338,39.03600291794133,14.56350312690778,2,599,2114.5103879533062,5363.660956
sourcify-ethereum,90,1541.0390238939583,42.16370213557839,13.427046336693365,2,244,1401.8033634854592,10786.51277078125
go-ethereum,90,1540.0621764580171,42.16370213557839,14.008321838257297,2,244,1401.8033634854592,10786.51277078125
lodestar-chainsafe,105,1539.171585737205,39.03600291794133,12.738760958518817,2,286,927.5147614883545,6564.55066996875
qortal,239,1537.9346634119343,25.873849094126037,13.943314533649852,2,364,778.256442056736,1791.23494890625
breadchaincoop,254,1537.0535308248523,25.098232205526344,11.077972648651604,3,143,718.5864430463089,5817.921209304688
apeworx,90,1535.5533837820237,42.16370213557839,11.79460051835105,2,149,1059.7901976694047,11547.94987475
postino-labs,10,1535.413140118904,126.49110640673516,8.69115952354918,1,63,143.5834727915353,9992.286718750001
remix-ethereum,90,1534.8221840834203,42.16370213557839,14.2585892254469,2,244,1401.8033634854592,10786.51277078125
clrfund,90,1534.0728817451663,42.16370213557839,12.423549284001663,2,244,1401.8033634854592,10786.51277078125
someresatguides,44,1534.0426175171121,60.30226891555272,11.53230101311376,1,76,378.33476989652263,3729.4210748437504
ecoland-world,40,1532.0985866268713,63.24555320336758,11.598216205497486,2,74,561.2644943834166,6702.347705039063
protspec,40,1530.776554786739,63.24555320336758,13.988147038603744,2,89,385.7079891473404,3447.1930615156252
closerdao,106,1529.8636838019345,38.851434494290565,15.980441471006632,1,60,579.883424368978,652.71529125
bloomnetwork,227,1529.7749059274104,26.548932463998877,12.6933600051777,2,116,334.65204792656004,2101.9511839375
togethercrew,106,1527.5793263838493,38.851434494290565,15.873962215836409,1,51,51.41817342682043,1070.4770525000001
chimi-co,227,1527.421669196823,26.548932463998877,15.277433257427392,2,95,423.9346576774842,1732.8698253125
protocol-explorer,121,1524.7430467752688,36.36363636363637,14.74129215157035,1,66,306.25308369786944,998.8649413750001
punk-domains,327,1524.5300345313722,22.120050544373242,9.661784596846799,4,2742,4659.248816732836,8407.71293346875
corpus-io,464,1523.429993604599,18.56953381770519,9.242605457962572,4,1307,3528.960303267459,3536.3585533124997
daomasons,227,1522.8385615454008,26.548932463998877,14.575808947615583,2,67,322.5718163395586,2032.1494775
bankless-card,121,1521.4453711287313,36.36363636363637,15.623640504547017,1,114,481.99664427083917,950.6294118125
wtfacademy,358,1521.400055094482,21.1406569032676,10.891238164512465,3,484,3418.1450176913204,1921.637724421875
hackdays-io,106,1521.2002641403649,38.851434494290565,14.24348342594991,1,78,194.7188957425533,766.296143125
zkvrf,118,1515.1722911625827,36.82298471593293,14.563171089768739,1,329,590.0033667171374,686.44338109375
wuw-whateveryouwant,121,1514.5361821221866,36.36363636363637,14.862767812062577,1,90,264.07596067374106,956.6214030625
daocoa,136,1513.1709894096136,34.29971702850177,14.314714948416295,2,52,143.56350962916622,2953.52781890625
epochprotocol,298,1512.5561352026066,23.171377854539692,13.34744870021659,3,655,1873.631865950409,2857.68326315625
lexdao,239,1512.0235686536441,25.873849094126037,15.735348611674844,2,149,1187.055753816553,3599.758820828125
lighthouse-web3,45,1511.6905829691461,59.6284793999944,14.308997532036898,1,723,1079.371365494524,4648.2118146875
zeroboundlabs,121,1511.5159778565724,36.36363636363637,14.358007190341763,1,53,283.4425160586834,706.7553679375
a51finance,106,1511.264819621396,38.851434494290565,13.96252269383448,1,154,235.01593075221172,682.68385375
viaprize,464,1509.9258058716216,18.56953381770519,8.513560327225616,4,482,2527.644172917468,2699.38733259375
aiswarm,30,1509.5996488245735,73.02967433402215,11.137376967579367,1,36,70.51351312547922,1593.7698475390625
porters-xyz,105,1508.6259186867721,39.03600291794133,12.059710442627436,2,605,1821.0447942791507,3151.71695640625
inverternetwork,61,1508.565516732106,51.21475197315839,12.738143812425202,1,212,532.2077867626213,1979.194023875
anu-initiative,106,1507.6000893603623,38.851434494290565,14.536507026279994,1,53,91.47554432088509,864.89271375
coin-cashew,105,1506.24890093032,39.03600291794133,14.722262768970827,2,211,886.10129158376,3607.84702225
smoothly-protocol,358,1504.8459063633218,21.1406569032676,11.150273988229596,3,375,1483.5821611053457,2233.901909109375
itu-blockchain,119,1504.6569072456602,36.667939881128454,14.839971383601892,1,702,1914.7637093314174,588.94465825
commons-stack,298,1504.3079660875242,23.171377854539692,9.106968370893567,3,435,2156.1280649959517,3196.1920444687503
libp2p,61,1503.7653435497314,51.21475197315839,16.44121080461157,1,108,584.9026373726019,1351.885589875
asymmetryfinance,118,1503.4291582255223,36.82298471593293,15.35476725625385,1,107,483.91628484032117,218.54115806250002
amet-finance,121,1502.4314919919677,36.36363636363637,13.692854089650707,1,94,225.5125724648824,901.794683125
basin-global,121,1501.0636909207274,36.36363636363637,15.884692544572008,1,110,199.5493777518859,920.369856
greenpill-dev-guild,165,1499.7178033489895,31.139957766460917,12.074069311497581,2,67,324.0936742515769,2650.7782699375
wizard-bridge-evm,61,1496.5624493513503,51.21475197315839,13.973979051949444,1,228,494.0461714408011,1424.911953375
hildr-optimism-java,237,1496.3736260130845,25.982792098465232,13.632279348900227,2,218,1380.691527833882,1047.58120471875
regen-atlas,227,1495.681859410318,26.548932463998877,14.450639144671282,2,102,410.8479425636988,1589.393478
givestation,345,1495.5642245397698,21.53527608232662,11.096482394045019,3,779,1947.2176989713344,2917.334739546875
solve3-org,118,1495.5085463462403,36.82298471593293,13.936540829063347,1,171,591.113777023973,477.10816924999995
c-atts,227,1494.0982460163418,26.548932463998877,14.714976790980739,2,57,461.1232998255914,1347.440289
dragverse,121,1491.9407362082557,36.36363636363637,15.111026088379445,1,58,215.36589153530076,714.844556125
givepraise,358,1491.8829839363038,21.1406569032676,11.840021709406098,3,224,977.1399776206958,1889.1893098125
ephemery-testnet,61,1491.5010140032348,51.21475197315839,14.027072142619184,1,281,485.2933508150745,1534.15221025
patientanalyticszkp,30,1491.2563473084126,73.02967433402215,12.864219423270674,1,34,61.165651082992554,1198.6978808203125
0xnextlabs,227,1489.909918505659,26.548932463998877,12.809352462625863,2,224,767.8308671918348,1971.28040375
ambiretech,118,1487.6798307663207,36.82298471593293,17.0298013706883,1,294,357.36347559583373,610.7945186875
asteriskdao,10,1487.4965734848367,126.49110640673516,8.119487417306752,1,45,75.15043645951664,2649.754592078125
armitage-labs,121,1486.960839535338,36.36363636363637,15.328497055811892,1,67,207.24739879870322,613.8795035625
candide-labs,61,1486.936888946815,51.21475197315839,17.21630093082797,1,326,687.1332792796247,1828.352682875
eth-wizard-stake-house,61,1485.4006143437257,51.21475197315839,14.584371135020028,1,193,541.3179080574992,1551.211647625
unlock-protocol,90,1484.924417254066,42.16370213557839,13.07032509971576,2,2903,1064.6613007648016,7295.81080728125
arbitrumhub,61,1484.7069577165582,51.21475197315839,14.00542288794933,1,228,519.2310926290666,1427.306260375
etheralpha,237,1484.0070490880164,25.982792098465232,14.182400801913142,2,312,919.4113797949103,890.7270974375001
0xlighthouse,106,1483.7883939102267,38.851434494290565,15.91361047232885,1,73,105.91421543294564,595.17565125
stogramhq,40,1483.4935351969443,63.24555320336758,11.666255853849744,2,86,469.45120504911756,1802.4455303515624
rolod0x,227,1483.0941797490614,26.548932463998877,15.688293429208231,2,57,514.1625340342289,1488.205953875
jellycuts,45,1482.5543601667998,59.6284793999944,11.737145321208457,1,198,1744.7165965077002,3728.53457575
lifespanio,179,1482.4800853029967,29.897403710077434,13.75819238462962,2,232,1807.9372235668125,1284.59044734375
metagov,463,1482.2655980593815,18.589576493606923,8.948741655088108,4,318,1411.4081830160576,8951.413042578124
australopitech,121,1481.8990275302046,36.36363636363637,16.787971181709167,1,61,99.50550879491493,662.4146326875
afyapp,30,1481.0826249324944,73.02967433402215,13.009619297625548,1,34,60.50729638058692,1083.4519127734375
whal3s-xyz,119,1480.6859781686303,36.667939881128454,16.468333927640515,1,226,204.6742218087893,10.800819
blockchain-kami,136,1479.980017610008,34.29971702850177,15.04758768581222,2,95,463.04566114314366,2610.6705971875003
astrodevs-labs,118,1478.8711037687337,36.82298471593293,18.550062959367466,1,305,314.46541387215257,567.96685584375
0xfableorg,119,1478.553668453689,36.667939881128454,13.63394806015189,1,245,2465.8092730442704,157.8119665
decentraschool,346,1478.4896761479076,21.504133222818815,14.104423673612056,3,382,5315.4246897629255,603.993731
privatefolio,227,1475.930368642059,26.548932463998877,14.469857222620263,2,64,221.0541828671121,1244.155810125
drewpackages,106,1475.739012143161,38.851434494290565,18.46029836232799,1,35,102.04446926835226,522.951415625
carboncopyrefi,106,1475.025010608454,38.851434494290565,17.00266513497489,1,68,52.45695624995278,546.62658
d-hedge,106,1473.4704203957162,38.851434494290565,15.980162355386243,1,258,293.95739856379805,355.72683687499995
gaslockr,237,1472.2033258336141,25.982792098465232,14.500689564621485,2,239,1744.2859181026492,299.3509365625
lxdao-official,118,1471.5280887562965,36.82298471593293,15.02565514024041,1,256,323.74567100941204,501.52393965625
descier,227,1471.4972369173308,26.548932463998877,16.237624932379724,2,73,158.11804098531138,1651.8012411250002
evm-diff,119,1469.0081649984068,36.667939881128454,14.469493324320672,1,1336,1226.9917282479496,399.33028025
open-cann,358,1468.9988514068243,21.1406569032676,12.604670770023409,3,207,983.7867987396262,1321.067367
tx-city,106,1468.6957985779234,38.851434494290565,12.429029854373258,1,43,40.82285730756121,597.273450625
blockhead-darryl-yeo,91,1468.2502178751095,41.931393468876735,13.296980697596194,1,313,344.0966025499447,3277.03300725
thesellouts,106,1467.564090620196,38.851434494290565,11.932221729906026,1,52,56.13014293980086,481.594799375
luncosim,343,1465.4488811162666,21.597969886241554,11.846906266428787,3,212,1500.6296911615427,2247.427578671875
ethereumphone,118,1462.073010711895,36.82298471593293,18.741847899846462,1,177,297.6764058806002,397.25659226562493
proveuswrong,119,1461.421274817537,36.667939881128454,15.096116406880283,1,240,321.1842065243691,48.603685500000005
benzin-web3-oss,119,1460.875781315674,36.667939881128454,15.95707027660863,1,269,513.2502377838741,56.40427699999999
scryprotocol,119,1460.083449969729,36.667939881128454,16.17734172663586,1,130,110.91094769025813,6.0004550000000005
tropykus,119,1459.9938927840485,36.667939881128454,13.10881301290865,1,187,185.73266956189764,19.8015015
chatafisha,30,1458.7089043516119,73.02967433402215,11.806248529548538,1,47,152.10542630124837,919.4710812890625
cryptosmartnow,30,1458.4955047208975,73.02967433402215,14.465725824669304,1,34,81.380495024845,799.5313866406249
open-spellbook,119,1457.9590545314024,36.667939881128454,17.860648808624017,1,207,282.2951559417693,40.50307125
robo-labs,119,1457.576938942432,36.667939881128454,16.776219266240865,1,277,414.57807558765353,57.0043225
peerwork,119,1457.2822117854014,36.667939881128454,17.03617231479768,1,225,198.39788765550475,21.001592499999997
truquest,119,1456.2637342749758,36.667939881128454,12.420612307470018,1,227,169.68146114816636,18.001365
klayoracle,119,1455.891076609054,36.667939881128454,17.03075707402235,1,534,1081.1487180339755,241.51831375
icdevsorg,223,1455.6846320969062,26.785981207297006,12.14214073402569,3,105,5766.01918192883,396.9624155625
useweb3,90,1455.181943224583,42.16370213557839,13.301314812182094,2,2842,812.5871587546644,5749.463504281251
permetsystems,119,1454.4162325680018,36.667939881128454,15.288466256759786,1,168,120.34598023300941,8.10061425
notichain,118,1452.2063339968504,36.82298471593293,13.806274294861968,1,191,271.06218999950215,371.84017553125
thebadge,225,1451.989936346524,26.66666666666667,13.691497528191805,2,602,877.5550223954183,825.0338883750001
walletx-inc,118,1451.317016567896,36.82298471593293,16.32746717794299,1,259,302.6243573790416,490.917088578125
symbiota-coop,119,1451.0472463701954,36.667939881128454,13.745808518630788,1,148,147.38036649440483,16.2012285
cascadiacarbon,30,1450.749987441902,73.02967433402215,11.927768053498111,1,25,206.51740476489067,817.107894765625
blocknative,45,1450.5965922151095,59.6284793999944,14.257586966468116,1,193,422.90580870211124,3978.73965725
cyfrin,45,1450.5806866660862,59.6284793999944,14.668208930879857,1,127,297.66637473370065,1689.495794375
examp-llc,118,1450.3352792346623,36.82298471593293,12.771690232853306,1,194,257.15634241187945,374.24172671875
metrics-garden-labs,166,1448.6879098834197,31.046021028253314,13.375552980620114,2,77,315.5304507663759,1999.06724134375
songs-tools,227,1447.8117828481163,26.548932463998877,15.579688161962924,2,40,678.8598837659229,821.8466966875001
serenita-org,358,1447.664118810014,21.1406569032676,10.762323449938078,3,513,1241.7458500012203,1521.901702765625
changeth,118,1446.5493580086454,36.82298471593293,14.300980076341537,1,156,237.6610128104221,415.06809690625
grassrootseconomics,119,1446.1591812247466,36.667939881128454,11.358457759411516,1,262,722.0851569610604,106.20805349999999
web3utils,118,1445.19201288333,36.82298471593293,14.016811588552514,1,129,255.7013625097461,253.56377954687497
revolte-pgrandne,121,1444.8085571560396,36.36363636363637,14.98448421265031,1,70,184.08379203779623,429.92537218750005
mystic-garden,106,1443.8942279695593,38.851434494290565,14.223673582695351,1,72,373.9930968238041,31.167305
fairdatasociety,119,1443.7950284890578,36.667939881128454,13.754337345084759,1,201,233.35819130724713,46.203503500000004
troopfinance,119,1443.3275999831883,36.667939881128454,14.425787403739925,1,192,198.20984562038075,38.70293475
0xmetacrypt,119,1442.5025922321286,36.667939881128454,17.36170520003408,1,519,687.6933457866458,333.625298
pentaclexyz,45,1442.1171704543383,59.6284793999944,11.222700699879052,1,58,343.1717286147177,3327.48815325
pulsarswap,119,1441.6863123563994,36.667939881128454,14.78810942513868,1,413,603.5556205513494,316.824024
evmcrispr,90,1440.4636466880268,42.16370213557839,12.665786102367239,2,93,369.2078409624228,5228.681114218751
protocolfun,118,1440.1617406492483,36.82298471593293,13.032777225492698,1,133,261.40369299286976,268.1732159375
opml-labs,119,1439.5009648249936,36.667939881128454,15.250840702380907,1,370,546.2779329961836,238.81810900000002
stakegarden,119,1438.9562641449595,36.667939881128454,16.900636500924183,1,395,684.1989051704209,219.91667575000002
statwig,119,1438.5870405002477,36.667939881128454,13.587221647062355,1,110,81.26923862669219,6.30047775
