,oso_project_name,oso_display_name,round_number,oso_generated_round_label,gitcoin_project_id,num_donors,crowd_funding_usd,match_funding_usd
286,metamail,MetaMail,20,GG-20 - 25,0x75dbe031eedc59ee150353863a2eed352fead5ff98bd8fd15c975cbbdaf989fb,670,1187.4083499130065,3000.4896184374998
287,ethereumcolombia,ethereumcolombia,18,GG-18 - 0x2871742b184633f8dc8546c6301cbc209945033e,0xfd0cf02e2c2b30ff1f1c0dec4cf916bbe39b81202dde29e5891a038db56ef64b,600,902.3134692235362,2984.976281359375
288,blockhead-darryl-yeo,Blockhead,19,GG-19 - 0xa1d52f9b5339792651861329a046dd912761e9a9,0x121349de663c28873917d4ab844eeb4776a87fb732a806cb083cec0e4a1a1b51,2398,901.603156508881,2983.533260303125
289,apeworx,Ape Framework,22,GG-22 - 609,0x0685571a364d43f0c52de722141375d8d38e95c5354c564ac7f673d54e884f9a,149,226.4354101492678,2931.736846875
290,aastarcommunity,ETHPaymaster,20,GG-20 - 26,0x41efb0e934b404f079d4c4a8b1aa24c55f1590dd56168604dbeaca8309172238,478,1149.304414601007,2891.1257025
291,coin-cashew,Ethereum Staking Guides by CoinCashew,19,GG-19 - 0xa1d52f9b5339792651861329a046dd912761e9a9,0x30110c8ff69b31ae1173c17e3b20c79fbc8d6cfeb41145038235d6788b73f705,2124,709.614805090378,2861.101333690625
292,,,22,GG-22 - 608,0xc613d50d362ab15e07157a2cc8668cbcf8796703a538b26f4005421b61f4b9f4,531,4029.5221596545307,2860.79897625
293,poapin-glory-lab,POAPin,19,GG-19 - 0xd4cc0dd193c7dc1d665ae244ce12d7fab337a008,0xcc6d33fe291d0fafb19cf8b833dc27d2f469fac52e3cc1f050ca4a0d83d66c74,1406,2181.1478004152887,2846.63867425
294,kiwi-news-attestate,Kiwi News,22,GG-22 - 608,0x19b8fdb6bdea6cdb71a19f43c0ec0962ec08b563c57f4c2307d0b954123dd67e,111,139.89394631481264,2845.515009375
295,defieye,DeFiEye,18,GG-18 - 0x2871742b184633f8dc8546c6301cbc209945033e,0x1ef537a99ddf6b11379768c49717ffe833ce78a1af4784f5ca25e9978a9c2ba1,1116,1586.007568821984,2840.2153075
296,defilab-xyz,DefiLab,18,GG-18 - 0x8de918f0163b2021839a8d84954dd7e8e151326d,0x2fc1f04d7ca2fe96643cd2f25bbb0cc3e67cc7de03ad54693040ea0d578a7699,2370,2735.4572501121934,2817.2136225000004
297,fundingthecommons,fundingthecommons,20,GG-20 - 25,0x158ab8951774976a766c75367cc2995b796300ebb2212b4b8cf8ef9f2ffbd9a2,123,538.442128222604,2813.239891875
298,,,20,GG-20 - 23,0xb8bbd3634174dd24aefa9f067a243ef6b58cd7265d21f87da18a529e5a703257,42,174.4765669927001,2804.3518446484372
299,,,20,GG-20 - 27,0xf9de2d3e800d1a9cfda4b8d634b040c2bc5ebedff641b4e6f1e26df9e6bffa15,73,234.65546654630452,2774.702524625
300,here-wallet,HERE Wallet,18,GG-18 - 0x8de918f0163b2021839a8d84954dd7e8e151326d,0x06037ec8c4b5ab0dc0bba9cc15e809976f0eaedc983b81c1185465066467c53d,2533,3069.6244207660407,2774.6103919999996
301,,,20,GG-20 - 23,0x0a20445056c91be20dac69d794c92f57e0eb88ad54f2ef4106d7026bc4c6fdc1,49,152.44861002266407,2759.2121760546875
302,bonadocs,Bonadocs,20,GG-20 - 27,0xda9602c16090577afd33a6af76b18d4c711de8ee7d8d7081b6215523351d634e,53,180.82519560679793,2757.343798875
303,protspec,Bulwark,20,GG-20 - 23,0x2d510a87f17bbf9e54b2042c66b614366478456616f0c7683d327d084005fa5d,89,328.5429562777281,2738.0404730859377
304,punk-domains,Punk Domains & Iggy Social,18,GG-18 - 0x8de918f0163b2021839a8d84954dd7e8e151326d,0xae97e83e49806ee023655c5ce84bb7837c7ad4fab73129d6ac089a3d48bfe268,2007,3126.0111875854404,2725.406661
305,zaratandotworld,Zaratan,19,GG-19 - 0xd4cc0dd193c7dc1d665ae244ce12d7fab337a008,0xf85911aef3286fb038ed02b59f9aeba9711c1e12af61a8dd3e56d1cd7d66a197,1523,2668.901766607538,2715.75413453125
306,blockhead-darryl-yeo,Blockhead,20,GG-20 - 23,0x4fd63b1dac50da4c90406edc9baade1a7253c7e9374a1f4f14fb8a5a763ce13e,52,109.660796618723,2713.17370875
307,trueblocks,TrueBlocks,18,GG-18 - 0x222ea76664ed77d18d4416d2b2e77937b76f0a35,0xfb5b07f162ab081bf8608d275e9d595a331e0b36b2e445a9a67a2baad6195444,1541,2408.133032060483,2690.333353375
308,evmcrispr,EVMcrispr,22,GG-22 - 609,0x7f38a40bd304060f713fc4209a6a743114a043b9c45db1f80be3866dbe5d5e74,93,99.39759307177155,2686.22636859375
309,punk-domains,Punk Domains & Iggy Social,20,GG-20 - 27,0xbe25f387e9a599ccf2cb0525a5e69be8704ac8e610fe7b26f32023c390fcc5c4,139,473.99014198352234,2656.184328125
310,,,18,GG-18 - 0x2871742b184633f8dc8546c6301cbc209945033e,0xefcb4a53c28f2fa2afac8c6ce181cedfcb642f40d1b5357046cbeff26d2a5982,68,942.6177088558652,2652.951111609375
311,zaratandotworld,Zaratan,20,GG-20 - 25,0xb7b83ad943fd3fa1d40b1590a5874431ac90be72e7f9b90db81db9294a417962,324,1053.8634497537278,2650.856929
312,asteriskdao,AsteriskDAO,22,GG-22 - 611,0xb525bba2365edf674998b6282431e30b4fae4fb4f1dad9e2e700dd5292b4161d,45,75.15043645951664,2649.754592078125
313,elefria-labs,Elefria Labs,22,GG-22 - 609,0x05a5d1739241a3665c57ff73c8222fcf4dcec7f4fdf02877b237bc42150152b0,162,128.250229866062,2643.3594596875
314,ephemery-testnet,Ephemery Testnet,19,GG-19 - 0xa1d52f9b5339792651861329a046dd912761e9a9,0x72fb0d927846d11ac534201e7469dd6a613dfe118a8c15e0cd3d959b33318d01,2031,670.3939226785282,2606.24813918125
315,bonding-curves,Bonding Curves Research Group,22,GG-22 - 609,0x77ad10f6532a1fe22e28870d7f4d73eb3b05331c9470ebf1356aed5d5a9ef240,105,139.65051627310095,2598.69393921875
316,,,20,GG-20 - 23,0xff268e803bc12ae16a77336cd27db1975ab09ff0182826a114546bc9af008cb6,74,203.22402480989695,2590.53761796875
317,vocdoni,vocdoni,22,GG-22 - 608,0xcf324fb6eca9c6b44ac7f613f07315bbad9cf4027c16ec150adb7d0a84054583,189,975.5173740739119,2562.911465
318,shutter-network,Shutter Network,20,GG-20 - 26,0xb98fbddebe785f9314d6fd9493b6fcf867235d000cbf0621ece321e8478ca130,371,745.9135027338571,2544.250475875
319,evmcrispr,EVMcrispr,20,GG-20 - 27,0x7f38a40bd304060f713fc4209a6a743114a043b9c45db1f80be3866dbe5d5e74,61,269.8102478906512,2542.454745625
320,,,20,GG-20 - 23,0x64f5e769a5229fc4c2a386a8590f19032b7f25365dd3e23198463abde3034845,124,1024.4388500828645,2540.60435625
321,ens-wayback-machine-blossomlabs,ENS Wayback Machine,20,GG-20 - 25,0x6e07132d7c9eee7aeba5d863bc48e968f4f03a7d53aef01b46b14441fbb4f2c7,174,653.2105126151582,2523.227515375
322,kleo-network,Kleo Network,22,GG-22 - 610,0xfabc09d3228b4183d4fdac845336a131ce3564a2d0ae816510fa1d8361fce7f9,445,703.8687770995311,2512.36058421875
323,dao-driven,DAO Driven,20,GG-20 - 23,0xd71334a228d2c9f81d67cba4f06896afa8255951444cd57e3c3a2299822e979e,80,821.169392131269,2503.3541430078126
324,deezstealth,DeezStealth,20,GG-20 - 23,0xcbfa8a0d37fa400af26253e3fff06d4999c52e60e34ac9ad2ccb986ebc5b37a0,39,141.14597345143557,2471.5965885546875
325,peeramid-labs,Multipass,22,GG-22 - 610,0x9aa1813681cbc4c7acdad3f7687ee68b6c21a055f2df0d771551ad3d0a9e9d4d,109,443.19468214706285,2469.79344390625
326,unlock-protocol,Unlock Protocol,22,GG-22 - 609,0x0ef8265983dc88987f5fc276db1094103d7b99a686bd50087feb48553998464e,2903,571.8521705720632,2464.9971464062496
327,vocdoni,vocdoni,20,GG-20 - 25,0xcf324fb6eca9c6b44ac7f613f07315bbad9cf4027c16ec150adb7d0a84054583,275,2970.3476385908953,2441.1372352500002
328,blockchain-kami,LensView,20,GG-20 - 23,0x3b329e3200afbc8bbb55171df34cafb92e8d61b5a3ee872e5e3ef2dd130b3296,61,396.7195381335914,2402.3890878125003
329,elefria-labs,Elefria Labs,18,GG-18 - 0x8de918f0163b2021839a8d84954dd7e8e151326d,0x07961486ee21b1c67495f7f01e21c4d976a654da5b3ce8ad31c78181438a86fa,1346,1890.9183822185646,2394.181545
330,,,18,GG-18 - 0x2871742b184633f8dc8546c6301cbc209945033e,0x0f95f3b933e4c08f252fd35f4fa66b5048880b3a90b56cdca22b1446af01685c,106,565.1694703804096,2388.431059203125
331,starksheet-the-candy-shop,Starksheet,19,GG-19 - 0xd4cc0dd193c7dc1d665ae244ce12d7fab337a008,0xa9956ceed5830e7f1c9e820c38453edc222265ff98e8592d25544464570266a1,1240,2066.309371261599,2382.73903653125
332,punk-domains,Punk Domains & Iggy Social,22,GG-22 - 609,0xbe25f387e9a599ccf2cb0525a5e69be8704ac8e610fe7b26f32023c390fcc5c4,2742,668.5530179809139,2350.48554359375
333,daocoa,DAO Coalition,20,GG-20 - 23,0x2ec218d189a1726a1d19616640a0f6f8849db62d071d3bce43008b57859263a2,44,97.75642406195402,2343.66757203125
334,,,19,GG-19 - 0x98720dd1925d34a2453ebc1f91c9d48e7e89ec29,0xa472e5da40273206293b1af9a8bd1c17a10fb6da6c2552b9758eba36a30cfafd,517,846.1464686125983,2342.513054140625
335,,,20,GG-20 - 27,0x5e58c271f7eb7a36b9361b48f086949b6df0a464ce4c5d0a58a52267bae0240b,91,584.4434221610427,2330.25928775
336,zkp2p,ZKP2P Fiat On Ramp,22,GG-22 - 608,0xb7f0a657dc2950ef2656224e7355e1d2481436c8608399d2da739749daf5d9ab,253,618.079176852305,2321.664536875
337,eth-wizard-stake-house,eth-wizard: An Ethereum validator installation wizard,18,GG-18 - 0x222ea76664ed77d18d4416d2b2e77937b76f0a35,0x4ead9a89e6e36b62255601f4ef011f33a32400ba5ea5122a7c8b1ce8639a2bae,1515,1830.1199982013786,2319.23237253125
338,metagame-metafam,MetaGame,20,GG-20 - 25,0x05a79a70988df2ed473b27c1bcdb6f9d6822bcd5cb0151a16fa63f54f44ae26c,141,519.1642727869848,2309.31342775
339,,,18,GG-18 - 0x2871742b184633f8dc8546c6301cbc209945033e,0x84390b956342a8d85018306d7a9de2f4411e79add9bc63a07b9d103d71af4b1f,68,1025.9690766632302,2306.67486153125
340,,,20,GG-20 - 26,0x7635d987063f27d22e7888fc2da2ae1397fe627e3c35cbbb648e3ab4b581308c,392,4771.152194004855,2290.453933875
341,nicenode,NiceNode,20,GG-20 - 26,0x9f6555e5301957ed78151c648eaed30c24440ddf5e1ca5f3ddeb0ace3f3a052f,236,865.8452106765471,2280.278129125
342,,,20,GG-20 - 23,0xc28edb99ae1e341f288c7b146eba6776d70012f215316de5c6bdf56695f48726,33,74.31599362194538,2277.0566008984374
343,porters-xyz,PORTERS,20,GG-20 - 26,0x68fd0ec0d2e8de4f84960fde41c25ff504ed4764b968b94adcd4cdca9b671195,605,1773.210030905262,2273.095208125
344,,,19,GG-19 - 0x98720dd1925d34a2453ebc1f91c9d48e7e89ec29,0x5b80b111859f63d74ec3e35bacf2e7806f2476a3075ec1586599f0a74c688fb1,331,688.7557367852423,2267.2644502656253
345,,,19,GG-19 - 0x98720dd1925d34a2453ebc1f91c9d48e7e89ec29,0x33c5c1554c1fba988895c3db260136ccff746649d3e4f6b507fe9bc3e1455211,169,553.125155774178,2238.445836015625
346,peeramid-labs,Multipass,20,GG-20 - 25,0x0e746fd798da04d3ee071831372a81f18723996b41b48dc342737125460ffac6,590,1445.074125377003,2237.40953275
347,,,18,GG-18 - 0x2871742b184633f8dc8546c6301cbc209945033e,0x4c37e15b91561695efc7b49db720fba8fafeb0046073b36bd31e90ff541a6e36,101,2038.7142434418893,2229.1689860625
348,eoa-blockchain-labs,Ethereum on ARM,18,GG-18 - 0x222ea76664ed77d18d4416d2b2e77937b76f0a35,0x429927c3a14cbe156749adb31371f385749150ac3604513b24d0ddfb6e7b8b90,1259,1959.794191531837,2226.40754140625
349,givestation,GiveStation,20,GG-20 - 25,0xdbffe6eafcb836ed7fb9b2b0dd8e6dbfef147ab447341cad1ad32b25e5d46b4d,779,1609.8419461259045,2216.1379638125
350,coin-cashew,Ethereum Staking Guides by CoinCashew,22,GG-22 - 610,0xea9cfd8f69b336eb6a64f6af1de2a27285a681f82b61e172320ad7f1eb63a208,65,85.30669063283494,2195.505180625
351,eiptools,EIP.Tools,22,GG-22 - 609,0x4c8d716d67653b5aa14300221f05e19c96cde76fcf628fbf6fb92bb014839e64,81,135.65643860255295,2177.519065
352,impersonator-eth,Impersonator,22,GG-22 - 609,0x4c8d716d67653b5aa14300221f05e19c96cde76fcf628fbf6fb92bb014839e64,81,135.65643860255295,2177.519065
353,,,22,GG-22 - 609,0x7ee2df261a02e30fa952e670db2468fc7eb1863becb6e744865faaa4e05cac83,61,166.7955113761418,2171.2239245312503
354,wizard-bridge-evm,Wizard Bridge EVM,19,GG-19 - 0x98720dd1925d34a2453ebc1f91c9d48e7e89ec29,0x1346437f2db47e5221fd8a94692ebd14f4c19a0be6932580bf5f3503bfd862bf,1448,2056.5433770425134,2161.3960687500003
355,buidlguidl,Buidl Guidl,22,GG-22 - 609,0x5876a29572047b39be601fcd3d6ae177504d5a19fd5601c8d23b6cc3560501cb,115,173.27209926262003,2156.23549484375
356,,,18,GG-18 - 0x2871742b184633f8dc8546c6301cbc209945033e,0x55e6a9679c7f4d5e6cf5913bb4b90ec71193a894c2496b89cc0bf00fe4286aab,107,291.6345568662273,2138.9121439843752
357,,,18,GG-18 - 0x2871742b184633f8dc8546c6301cbc209945033e,0xc5c127b7e0caba2474270b0e3e06daf3bd7d7801ec1c6d21e5077891a290d429,84,618.3426238957072,2132.66167015625
358,plume-sig,PLUME: Pseudonymously Linked Unique Message Entities,20,GG-20 - 27,0x4e3274ad612859bee5b459a1bae8ec04f25c5d85df8eb430923bbd391f36e313,83,143.77873281296343,2108.78589025
359,,,20,GG-20 - 23,0x1249835eaab22b2d2fd7f34556a20cae9cfd902f56c54789730081e6996ed012,78,199.22417691815645,2075.5259566015625
360,,,19,GG-19 - 0x98720dd1925d34a2453ebc1f91c9d48e7e89ec29,0x2e640d65f775bc1ee5130ccc4b16d49d155214fb8f996ba7ad91515c06811480,1064,2196.208487711847,2070.337252890625
361,eiptools,EIP.Tools,22,GG-22 - 608,0x8636eeeb1f17504d85d24237b621cf43cbcce8d97e6fbcdc4b2b382bdee2cad6,82,186.65508970734663,2066.332384375
362,impersonator-eth,Impersonator,22,GG-22 - 608,0x8636eeeb1f17504d85d24237b621cf43cbcce8d97e6fbcdc4b2b382bdee2cad6,82,186.65508970734663,2066.332384375
363,weekinethnews,Week in Ethereum News,19,GG-19 - 0x98720dd1925d34a2453ebc1f91c9d48e7e89ec29,0xd144e320b20f9d4a2723349291ad09907475555a6fa4c4dfd8bfd9e9c6ad020d,405,3773.0406794035807,2052.725877515625
364,,,22,GG-22 - 608,0xbe81c3716fb87ffc8f50493a99df7cded36513388f6cb9f68524a27c6a4b4bf6,102,217.35780242370674,2047.4521900000002
365,monas-project,Monas,20,GG-20 - 23,0x516c5de42ab87ace201b76af95626784e60b8f3e5b38517a2fe21f327d78bae8,35,199.26852896809578,2042.7697369140626
366,banklessdao,Bankless DAO,22,GG-22 - 608,0xa40bea19733bd9fad64d6c9807497041f379c12d93af17a6283e2761e20917ad,161,205.89696369005833,2040.559420625
367,impersonator-eth,Impersonator,22,GG-22 - 610,0x0192fd72d195ccf37dc79750b830ac24b9b3ba5fd602286e90fd7e53122cd565,67,78.77736090664257,2004.8523550000002
368,eiptools,EIP.Tools,22,GG-22 - 610,0x0192fd72d195ccf37dc79750b830ac24b9b3ba5fd602286e90fd7e53122cd565,67,78.77736090664257,2004.8523550000002
369,inverternetwork,Inverter Network,20,GG-20 - 26,0x65d8e9be9448fbfc55737ccee6ebd9b1c48ce7fe2a28f313a89b224d2b6db22b,212,532.2077867626213,1979.194023875
370,,,19,GG-19 - 0x98720dd1925d34a2453ebc1f91c9d48e7e89ec29,0x19fb33daa8379e3268e90abd2fe08f73f317ba2fe803add9853da3993fee6a47,766,1767.5477629033849,1977.277144375
371,useweb3,useWeb3,22,GG-22 - 609,0x51e6a19e11caa5b107e61215a94d646a1d6209e0ecb4b9c4507e568040401142,2842,473.4802135789869,1951.79331390625
372,starksheet-the-candy-shop,Starksheet,18,GG-18 - 0x8de918f0163b2021839a8d84954dd7e8e151326d,0xa9956ceed5830e7f1c9e820c38453edc222265ff98e8592d25544464570266a1,951,1728.240977669126,1947.1476475
373,citizenwallet,Citizen Wallet,19,GG-19 - 0xd4cc0dd193c7dc1d665ae244ce12d7fab337a008,0xcd450144a7b83c2fe1e1a3715670fcf9d55712a5ae80743a1ab7fbccbd5c6e85,1405,1667.9677292369306,1944.2558155468748
374,breadchaincoop,BreadchainCoop,22,GG-22 - 608,0x1eb6bbad0896e16d57cca476cb0a37f0adf1dede385378d8f65224a09bc8fa51,72,289.2327682530158,1930.874481875
375,1hive,1Hive Gardens,22,GG-22 - 608,0xe3c5497e3073669d3788a015ce9e89fd2ba14028af892c613b7dad8e742d7b46,115,157.94630882365163,1930.874481875
376,luncosim,LunCo,22,GG-22 - 608,0x9a9cda60bcd1b566669a6e03d79dcea4be966ebdef25dc9754cbd4170e99c61f,130,672.6904096524813,1927.5779400000001
377,,,22,GG-22 - 609,0x3cc8662636a42846fa8f2c73b7c5dcca7c51610cd36aaa18b56fddc7d1d9a5f9,84,84.34272338545998,1920.01784296875
378,,,20,GG-20 - 23,0x856b4d79fa4520fee59d4d13d19b4cdd6ae11f3031e7437a152f29b283bb7e14,35,89.57072121743113,1907.250864609375
379,giveth,Giveth,18,GG-18 - 0x8de918f0163b2021839a8d84954dd7e8e151326d,0xa239387d1ac7d323f08dde2bfeb4e563f77abaaa63d23f9877dbc531a8aaef08,923,2149.814853520473,1901.84421225
380,itu-blockchain,ITU Blockchain,19,GG-19 - 0x98720dd1925d34a2453ebc1f91c9d48e7e89ec29,0x4cd41869f9b2d95c05e2cb13643f1ab7ae05ebd439349c0024aeba44a249b1d8,312,675.7175806378946,1850.995577765625
381,treegens,Treegens,20,GG-20 - 25,0x13d905b85e4af8c8f7d0d1270fe631b0440ec9ab7cfe0c37bd45be902a86d2bc,195,776.4043012037873,1849.4280993124999
382,candide-labs,Candide Labs,20,GG-20 - 26,0x84f9b36934f29d1f49a45b5211fd975204ec34e214f99c6b43fcb4214af27bca,326,687.1332792796247,1828.352682875
383,,,18,GG-18 - 0x2871742b184633f8dc8546c6301cbc209945033e,0x4dff827d68973a39950735a7a4ffceb136497a5cd7ff6b36486834b1a8b01b4e,117,207.46065770923087,1825.888414671875
384,elefria-labs,Elefria Labs,19,GG-19 - 0xd4cc0dd193c7dc1d665ae244ce12d7fab337a008,0x07961486ee21b1c67495f7f01e21c4d976a654da5b3ce8ad31c78181438a86fa,810,1181.4625297884922,1820.5759293906249
385,fundingthecommons,fundingthecommons,19,GG-19 - 0x98720dd1925d34a2453ebc1f91c9d48e7e89ec29,0xe6fa6e3acf27baa6ac85c62f0c23190eddeb1168f0b3e8003e92b5574e26389f,144,1565.4301009823103,1819.17502453125
386,kairosresearch,Kairos Research,18,GG-18 - 0x2871742b184633f8dc8546c6301cbc209945033e,0xa3d3795aeb01daaccfb4866f2f669a4bea5ecd39c19f9bd1ce75bb1be58cc234,126,193.73619409322055,1807.887050046875
387,,,20,GG-20 - 23,0x1cbcb60aefc2123145840c53cb8b1b5b2f096cddc99ed66b80355c33ccaf651a,42,229.42104990035295,1805.5867437499999
388,0xnextlabs,Nextme,22,GG-22 - 608,0x28bc28ca0597412b7b62522d92f88b2e60b00a3a5e8db1b6cc8c81333fd8045d,224,602.4062282075756,1791.52066625
389,,,20,GG-20 - 27,0x44eb49421b42a27fb781934866279d5603b6d2176d598c5d1372eca0073e34e9,58,150.92931083031,1790.3430592500001
390,,,20,GG-20 - 25,0xa43d39ea6e0c57d3082983686ceffca5cd0e96dcef1ddf84fb124623b0bbe05a,227,577.4937064527185,1787.1113903125
391,,,20,GG-20 - 23,0xff4910e8d182cb65846f22f2542c76379d31ebe23f0f6fbc1b0e2618ffb62b86,86,372.7648476514587,1777.024918046875
392,,,20,GG-20 - 23,0x2ecbb6ef7d2b380d12fec5bd9e5bf05762555b9ce51961b0a1e5ff21c55bcb0c,30,83.25736320763826,1773.22999015625
393,,,18,GG-18 - 0x2871742b184633f8dc8546c6301cbc209945033e,0xa19c019ccb129b858919260f93b99fb5205d6fe2c064f084d6f5e464364efbbc,72,506.1100043023216,1766.8839417343752
394,,,22,GG-22 - 611,0x2155c66cdeefcbf9a0e5eb4f64eec6c2bf39966e21c8e944c4cc262db6a8d726,14,59.09161187335849,1754.7454706796875
395,,,18,GG-18 - 0x2871742b184633f8dc8546c6301cbc209945033e,0x4c3a5495e0d5a47ac4c53d26b72f70097321cf1a0fed6626311de7a9c8fbb6b6,189,413.4501803872299,1741.3820085156249
396,vaariance,variance,20,GG-20 - 27,0xe81bec1db1a71473aaa482d44f142bdfc6717e36db537372040c8db414e90e78,63,107.57243521511555,1738.566170375
397,nomis-cc,Nomis,20,GG-20 - 25,0x7526948d012d40ce4a7e1f8009e0504eeec7820ab5dec95c5b022a5ed36a3eed,1068,2314.1526347265753,1734.08226775
398,,,19,GG-19 - 0x98720dd1925d34a2453ebc1f91c9d48e7e89ec29,0xbf0759a189cf67ec0f531de1fa1daa459dc9bb856d1f5c7699b1e1e9137f456f,482,2713.055352304131,1707.1026357812498
399,jobstash,JobStash,22,GG-22 - 608,0x25f4b3a0ac5d08bd1c84b8bfa95b4cc329695d3206b0c436bf730a4b424b30c2,134,193.41981417674106,1700.116550625
400,cyfrin,Cyfrin,22,GG-22 - 609,0xb1e2bdde0f89f071280085bf7fdbbba143408a43bd2166a87647f3326e4f57f5,127,297.66637473370065,1689.495794375
401,,,18,GG-18 - 0x2871742b184633f8dc8546c6301cbc209945033e,0x09ff7f5c0990d73d5d8735ab666e5934e3538e58189c7212c0637ba5edea37ae,65,2616.233954149251,1686.127819875
402,commons-stack,Commons Stack,20,GG-20 - 26,0x3438002cc3cf9cb80519485ae44ae77d0320cbd376653720aa84796f0931a05e,260,490.2678389225621,1675.1170348750002
403,impersonator-eth,Impersonator,19,GG-19 - 0xd4cc0dd193c7dc1d665ae244ce12d7fab337a008,0xaf7e0ce22feb1fa64e405a2d29ad3b0ac9092730b0312bf587ba3a20953b9373,640,1465.1576609313488,1672.480272828125
404,eiptools,EIP.Tools,19,GG-19 - 0xd4cc0dd193c7dc1d665ae244ce12d7fab337a008,0xaf7e0ce22feb1fa64e405a2d29ad3b0ac9092730b0312bf587ba3a20953b9373,640,1465.1576609313488,1672.480272828125
405,,,19,GG-19 - 0x98720dd1925d34a2453ebc1f91c9d48e7e89ec29,0x0103894ed3067c5a7266f50629fa86587e47348af4306fbc00a39328dc45cd50,466,958.0215654280037,1670.879238703125
406,banklessdao,Bankless DAO,19,GG-19 - 0x98720dd1925d34a2453ebc1f91c9d48e7e89ec29,0xf0a3ebfbb295ea4691e2fa72cca351df05e2fc1f3b99cf0dd69bf5fb0de5ce2d,199,470.41322757303715,1651.266570671875
407,cadcad-org,cadCAD: Computer Aided Design for Complex Systems,20,GG-20 - 27,0xcf11630dc86ab8f11b4da861f737540108c8a0b58c26b592c7734c1d67f2245e,69,140.8744614496827,1650.8746765
408,mycelia-uni,mycelia-uni,18,GG-18 - 0x2871742b184633f8dc8546c6301cbc209945033e,0xbb13a4be78f790d95e48128b50ae064ad85eb400d9a06fc0a65b4cc3a709d163,110,676.1710456983419,1626.873327984375
409,,,18,GG-18 - 0x2871742b184633f8dc8546c6301cbc209945033e,0x5511ccf73496756a197a4fac7b7b00c61fbccadc855540f5bbcd94f04f62eec9,94,272.3795458816203,1615.1224371874998
410,,,19,GG-19 - 0x98720dd1925d34a2453ebc1f91c9d48e7e89ec29,0xeddcb82d2b047920fb51edd0dcdcf5e5dae9c472289a137f368dd139e28dbcb4,147,372.38180519267917,1614.0425272656248
411,web3-gpt,W3GPT,19,GG-19 - 0xd4cc0dd193c7dc1d665ae244ce12d7fab337a008,0x26e6000d50326b3ae1438d0427cfa28377280de230a46cad9c24987997dd856a,693,942.712172286454,1602.835288390625
412,turbo-eth,TurboETH,20,GG-20 - 27,0x53d6a5cc5deee4a2d0f22c491c750ab521760ae0e25ab87dd1d028fc1b0a6a07,55,130.95231808569224,1594.00988525
413,aiswarm,AI Swarm,20,GG-20 - 23,0x58ff805d5c7cd447637ca35aed128f04807dfb13c5fec552f2b88aed7735b127,36,70.51351312547922,1593.7698475390625
414,corpus-io,corpus-io,18,GG-18 - 0x8de918f0163b2021839a8d84954dd7e8e151326d,0x5e4e8235c7e1078340c59e320c1c3bbb381b5b0281949abcce98c69291fff86f,1307,2144.3560246676993,1585.62023375
415,vacp2p,nim-libp2p,20,GG-20 - 26,0x15bdddfe681cb35c8a957f65d10d96408980ee4e0f25da7675a6b17a698bc7ec,314,460.2323176919017,1580.84119675
416,4everland,4EVERLAND,19,GG-19 - 0xd4cc0dd193c7dc1d665ae244ce12d7fab337a008,0x032027603fb8055d56e750a29d658eddae5b163ea76c406e42012309dc5a4f6e,828,1258.408881069936,1577.018613125
417,4everland,4EVERLAND,18,GG-18 - 0x8de918f0163b2021839a8d84954dd7e8e151326d,0x032027603fb8055d56e750a29d658eddae5b163ea76c406e42012309dc5a4f6e,1191,1766.225879517317,1576.3195285
418,dig-dao,Dig DAO,20,GG-20 - 25,0x5032feb4d0a5f184603312f79a98f92bc33a46743af1b0ec40167c0b955a5761,285,865.7474981290943,1571.6993048749998
419,glo-foundation,Glo Dollar,19,GG-19 - 0xd4cc0dd193c7dc1d665ae244ce12d7fab337a008,0xde911fbd1751098258b7f2511cc84a00b3af2608fe0ffe7278dafe85620acfc1,797,1497.0285361332099,1571.214864421875
420,,,18,GG-18 - 0x2871742b184633f8dc8546c6301cbc209945033e,0x6f0e2cefd498ee12dce51b414ffd400e5742f87411be0149629c4ad31504d60a,94,227.9424945637329,1562.118419125
421,,,19,GG-19 - 0x98720dd1925d34a2453ebc1f91c9d48e7e89ec29,0x50f7ca3dfa2359dc2fd5b42fe2a8c43c9306f1880bfb6fbd5e1c4dc26cd1a5c4,386,740.7293036507908,1554.404006109375
422,eth-wizard-stake-house,eth-wizard: An Ethereum validator installation wizard,20,GG-20 - 26,0x07a1e686b15c95fbdd24e62094e1464f236f54e31bfee35c1b5f0fea2d7555c1,193,541.3179080574992,1551.211647625
423,chaincraftgames,ChainCraft,22,GG-22 - 608,0xa018fb58a9580407f1abd5c5ed6f43ad3f0c41b89eff7694d46d94082832516b,176,813.5797456383007,1549.674366875
424,,,20,GG-20 - 23,0x1aa4717cd9e88c3d4c615357c84107f8d4cc5239fa3841df223e7e5aa0d229f4,58,117.99648549733683,1541.339922734375
425,weekinethnews,Week in Ethereum News,18,GG-18 - 0x2871742b184633f8dc8546c6301cbc209945033e,0x7fb41bab4e46183b02cb55d2f1d7137e69e1bc87ed4d94329f772901c59a9a00,85,326.1309489808955,1540.61678915625
426,ephemery-testnet,Ephemery Testnet,20,GG-20 - 26,0x0e4442f82108d75389ea09e7e6c3df38ddf7d67fd7e79e9a2be4bea5cf04a92d,281,485.2933508150745,1534.15221025
