,oso_project_name,oso_display_name,round_number,oso_generated_round_label,gitcoin_project_id,num_donors,crowd_funding_usd,match_funding_usd
0,passportxyz,Passport XYZ,22,GG-22 - 609,0xa7b8948d5c8b8d2cd502cd9c8638dda011ecfbfc10abe0df58a504e4802f5d6d,6493,7281.864108900416,29976.859375
1,defi-llama,DefiLlama,22,GG-22 - 609,0xbb1d90979d5a76457be64366c845853b41d0f849f51c6d3570c25c9d57036a5f,8064,12537.023826710352,29976.859375
2,ethereum-attestation-service,Ethereum Attestation Service,22,GG-22 - 610,0x0d157806d0b64bcc680b8bbeeb8aea011d85ae54c7ef7c7170f30536d9f758c7,745,1634.6453140893063,29976.859375
3,dappnode,DAppNode,22,GG-22 - 610,0x22724a362754b65d9b3c7fc7dda94c7dc233a39c06ee60ee448bc38e3f8d0378,1393,3719.6421268753547,29976.859375
4,l2beat,L2BEAT,22,GG-22 - 610,0x805aeaf9c52db21357df138ef7884790093f63283bce6ce2b06b69f093c767f7,2426,5250.720800432213,29976.859375
5,eth-limo,eth.limo,22,GG-22 - 610,0xdaf7588714a0008d7ee1fe317a87c80a6f64cb8881c016a1d87bc704eb3b115f,622,1430.0929339978538,29976.859375
6,defi-llama,DefiLlama,20,GG-20 - 26,0xbb1d90979d5a76457be64366c845853b41d0f849f51c6d3570c25c9d57036a5f,6539,28073.70059570935,29928.8375
7,ethers-io,ethers.js,20,GG-20 - 27,0xcbb363783fddd273e8a74b9d05e9a96499c2c9cc83d1871fc5e52aa876d49316,1145,3305.4835977563903,29573.88148725
8,blockscout,Blockscout,22,GG-22 - 609,0x9aba986e5a1628f7cad35a182c7b0e51011dd92219abbf990dba0e75773fb47d,6322,8166.230558213978,27259.45707265625
9,ethstaker,EthStaker,22,GG-22 - 610,0x16d8946b35ef6cda278d9f21423525efafef16284fbe57ece22cf105dc561982,1033,1975.9423128268281,25691.667327343752
10,l2beat,L2BEAT,20,GG-20 - 26,0x2bc0754a5c16d8e5c75b31954b39f526ee2e47dac233d169d5a4dab919fb29ea,3547,12493.881211461994,25146.508555875
11,openzeppelin,OpenZeppelin,20,GG-20 - 27,0x9bb54ace45c582da521e15a373b137b21f541cb228301c059bc3e6917d9a6e9d,1617,4015.0067407018546,23210.711346375
12,ethernaut-openzeppelin,The Ethernaut,20,GG-20 - 27,0x9bb54ace45c582da521e15a373b137b21f541cb228301c059bc3e6917d9a6e9d,1617,4015.0067407018546,23210.711346375
13,defieye,DeFiEye,22,GG-22 - 610,0xe955bf7fdaaa527fdb72eeaeab78fd0be4b3acc51778471a0b394b2221fcb8cf,2470,4185.604407251769,20631.27369625
14,ethstaker,EthStaker,19,GG-19 - 0xa1d52f9b5339792651861329a046dd912761e9a9,0x76eabce511626d1d54bdae4770c3dc172bffca39ba53d82c27defe44ddb94cfa,5503,6002.303906364923,19998.68125
15,l2beat,L2BEAT,19,GG-19 - 0xa1d52f9b5339792651861329a046dd912761e9a9,0x99a0923a56df8ca5c4e11857a3135657720904cd1b059d8b94f1f080acefa001,8021,11409.043011086997,19998.68125
16,iron-wallet,Iron Wallet,18,GG-18 - 0x222ea76664ed77d18d4416d2b2e77937b76f0a35,0x0b154245baf1b3cc9a3ffd436e99f32ce3f00d81200627858c86a2ff7960ed4b,4105,6551.120041343849,19834.365625000002
17,internetmaximalism,INTMAX,18,GG-18 - 0x222ea76664ed77d18d4416d2b2e77937b76f0a35,0x237895756d838c8210b90f5f20b7c95c721e83ff348aec57901c167e65a44163,7635,21394.721680681454,19834.365625000002
18,protocol-guild,Protocol Guild,18,GG-18 - 0x222ea76664ed77d18d4416d2b2e77937b76f0a35,0x58ee2f1c57f90eb5ef717e2b002a8e5cf10883a212dd70906dfcd3536f2b9c02,4037,8102.918302222388,19834.365625000002
19,ethstaker,EthStaker,18,GG-18 - 0x222ea76664ed77d18d4416d2b2e77937b76f0a35,0x76eabce511626d1d54bdae4770c3dc172bffca39ba53d82c27defe44ddb94cfa,4999,8663.60600765422,19834.365625000002
20,l2beat,L2BEAT,18,GG-18 - 0x222ea76664ed77d18d4416d2b2e77937b76f0a35,0xb965779deedb4e9c97878be6d8270712a796ccc507157845917ade8e2dd51a10,6040,13163.328962003347,19834.365625000002
21,dappnode,DAppNode,19,GG-19 - 0xa1d52f9b5339792651861329a046dd912761e9a9,0xd1602a95b19154abaad3db8e33663dc75235897c57eb350242dc29671f088e7b,4771,4879.095746527981,19407.09026060312
22,ethers-io,ethers.js,22,GG-22 - 609,0xcbb363783fddd273e8a74b9d05e9a96499c2c9cc83d1871fc5e52aa876d49316,1359,2025.2614201014148,18672.28593609375
23,blockscout,Blockscout,20,GG-20 - 27,0x9aba986e5a1628f7cad35a182c7b0e51011dd92219abbf990dba0e75773fb47d,738,2387.767627990769,17664.897757625
24,scopelift,ScopeLift,20,GG-20 - 26,0xd046794292aa91ab772ee8c2c37f86e822d43cd8e129d4faa49ba93349a1d3fb,3066,9928.82592329324,17278.815753875
25,wevm,wevm,22,GG-22 - 609,0x051b5bdc0d04a2732212f67e321a65bcecd89226f248d5d9ef2fe0855e5f584b,288,535.9193897710284,17064.32719921875
26,impersonator-eth,Impersonator,20,GG-20 - 27,0x4c8d716d67653b5aa14300221f05e19c96cde76fcf628fbf6fb92bb014839e64,198,3090.5980273727328,16482.409388
27,eiptools,EIP.Tools,20,GG-20 - 27,0x4c8d716d67653b5aa14300221f05e19c96cde76fcf628fbf6fb92bb014839e64,198,3090.5980273727328,16482.409388
28,growthepie,growthepie,22,GG-22 - 609,0x15efcb2d16f0f0233f51f59cffb576fa301cf5db6be97b890297196b13995f0b,733,1419.1897336786496,16256.750607656251
29,wevm,wevm,20,GG-20 - 27,0x7e1cb25f8531aa3ccd9f093ade213b00a9dea63ba303520892df624b0fe2a047,654,1684.9981741497154,16175.33951525
30,dappnode,DAppNode,20,GG-20 - 26,0xcaef5a0888b633cefc42d708d4b5df2601833fad281d157e4da21e11b8924bdb,2690,7210.066500840045,16130.146970624999
31,wevm,wevm,22,GG-22 - 609,0x7e1cb25f8531aa3ccd9f093ade213b00a9dea63ba303520892df624b0fe2a047,807,1185.6548862255513,15986.6591046875
32,ethereum-attestation-service,Ethereum Attestation Service,20,GG-20 - 26,0xd5e2e7dc17dc62eae20a87ba8e971d359e2c9a17053e8339b893ee66e4004cf2,2117,5958.5030167352,15983.794955250001
33,solady-vectorized,Solady (by Vectorized),20,GG-20 - 27,0xa3817fe7f2dea260bbbec254bd464174433500969a89d3f8f227a3adca018436,545,5413.530638732947,15926.630875625
34,otterscan,Otterscan,20,GG-20 - 27,0x7bd8f08d99d1dfbd44e49fc8d3adbaba5f3d6d1d94ba5ad0ff3b2ec951b5c9a1,425,1999.668569433671,15877.24829375
35,zkemail,ZK Email,19,GG-19 - 0xa1d52f9b5339792651861329a046dd912761e9a9,0xad02fe3124cef38f8c4fd5a44302713e49458d60a84d0ddcd4bca4047543964e,4635,4954.834870689545,15476.909423990624
36,0xfacet,Facet,20,GG-20 - 26,0x5bcb382413123e3e0176c6480660d856d65cfbc19e0ef88557d39459d8aa4c8b,8878,50945.202332565656,15408.861986875001
37,ethscriptions-protocol,Ethscriptions,20,GG-20 - 26,0x5bcb382413123e3e0176c6480660d856d65cfbc19e0ef88557d39459d8aa4c8b,8878,50945.202332565656,15408.861986875001
38,ethstaker,EthStaker,20,GG-20 - 26,0x16d8946b35ef6cda278d9f21423525efafef16284fbe57ece22cf105dc561982,3639,7849.90701895216,15115.260091
39,tapexyz,tapexyz,18,GG-18 - 0x8de918f0163b2021839a8d84954dd7e8e151326d,0x0f1d31d427400106f3d2958225dd235ae60b6a7572fb5155201b723e1ae79632,8294,13378.263873256195,15001.1375
40,loanshark,Loanshark,18,GG-18 - 0x8de918f0163b2021839a8d84954dd7e8e151326d,0x3b839e762e389f72b3c43b70aeb7bb5c43a3781feda8683c29d5ae4896c6166c,4044,6966.406025730219,15001.1375
41,jedi-swap,JediSwap,18,GG-18 - 0x8de918f0163b2021839a8d84954dd7e8e151326d,0x60c037f9dfa5daee0f07bc26fb73393ef924e36c73c41ea6bd58029e1724de36,21132,46129.324967252505,15001.1375
42,scopelift,ScopeLift,18,GG-18 - 0x8de918f0163b2021839a8d84954dd7e8e151326d,0x9fb5b0d0698dc64cbd3a01c5205ebc5ef609e7d20c21ce20ee2c73905a8309a0,6446,10430.732189260758,15001.1375
43,idriss-crypto,IDriss,18,GG-18 - 0x8de918f0163b2021839a8d84954dd7e8e151326d,0xb6a332decc38c703130a537ce7fcfe5a24bd85e52e0769994bc752d04e182cca,10623,17663.102953753103,15001.1375
44,opscientia,OpSci,18,GG-18 - 0x8de918f0163b2021839a8d84954dd7e8e151326d,0xb75838608c70abd1dd916c7db56678a4fe398983cc8e8de9f3e8ae14eeef009a,3701,5814.79858768697,15001.1375
45,heyxyz,heyxyz,18,GG-18 - 0x8de918f0163b2021839a8d84954dd7e8e151326d,0xbe519f8c8f7ff2acb359dd757c5d2bf25b05d9fd29b8684885aa27f1fa487fcf,21309,48381.12769017359,15001.1375
46,revoke-cash,Revoke,18,GG-18 - 0x8de918f0163b2021839a8d84954dd7e8e151326d,0xc173241c5950421d5b565b808e8b2e696af202610739de1b4895b7d6ddc6709c,15545,30275.959372622518,15001.1375
47,via-protocol,Via Protocol,18,GG-18 - 0x8de918f0163b2021839a8d84954dd7e8e151326d,0xe8d3a5b6bdbf0d28545bacff60d88a98c268535d2df144bb3c765c69ee2018cb,9420,15953.519079239277,15001.1375
48,brightid,BrightID,18,GG-18 - 0x8de918f0163b2021839a8d84954dd7e8e151326d,0xe9dfc4da2e9fbcf33042b9c978322967e52985162659fa8a0627bc8573cbbb59,5780,8808.727471503611,15001.1375
49,defi-llama,DefiLlama,18,GG-18 - 0x8de918f0163b2021839a8d84954dd7e8e151326d,0xed6c82f35785e9ca4e0c4644f756b1ce5deacbd6f1dc6ed9e3c7035c023424de,10751,23092.350038641445,15001.1375
50,,,18,GG-18 - 0x2871742b184633f8dc8546c6301cbc209945033e,0x457ec30327c665492be165353e1d2e1bfcca298a3ca9ee6e2b69acee9ca4940c,1632,2197.263033797848,15001.137187499999
51,etherscore,EtherScore,18,GG-18 - 0x2871742b184633f8dc8546c6301cbc209945033e,0xb3f29ba7f49ecfcc6a5ada3494f3fdc50eedcb08ab1ff647e3d31fa6ad57dc9f,3584,6916.524470301127,15001.137187499999
52,,,18,GG-18 - 0x2871742b184633f8dc8546c6301cbc209945033e,0xb5a30ed4936627d0ff4b3f92e98c1249ee7984ee1fd2ed3e8983a369e037edb5,1387,18931.59001654641,15001.137187499999
53,tor-project,The Tor Project,22,GG-22 - 608,0x2a5577bd176b68d3f7699a362938a6ea1f386637a4b67a76871d68fa20dc4649,2074,3113.8646426677005,14984.28125
54,revoke-cash,Revoke,22,GG-22 - 608,0x4858e0d4adce13099b9cbe25bced4c9bcc90f063dcd70a2f6f7cda15f1177687,6246,12897.103070731442,14984.28125
55,heyxyz,heyxyz,22,GG-22 - 608,0x7c2db89015825d83f56cd55aff50b2ac0a8b50338d88c2988323ce6fa7739d1a,8644,16780.23440921312,14984.28125
56,,,22,GG-22 - 608,0xa43d39ea6e0c57d3082983686ceffca5cd0e96dcef1ddf84fb124623b0bbe05a,6061,14786.288034069094,14984.28125
57,giveth,Giveth,22,GG-22 - 608,0xca460772f5ba0840a589d2c19fb7e17ac259e4be884313e3712c06c9c885dc93,2015,3158.2210230799974,14984.28125
58,jedi-swap,JediSwap,20,GG-20 - 25,0x20557bf40cff39d72f709901d853fd736a636588aa11cbbe3cad30ed2c092811,5427,12843.99340725386,14979.978125000001
59,idriss-crypto,IDriss,20,GG-20 - 25,0x38bf4d301073905d6847ddd0144eb16e80391e77886cdc1401893aec5d7e21d4,4958,9638.961695960854,14979.978125000001
60,revoke-cash,Revoke,20,GG-20 - 25,0x4858e0d4adce13099b9cbe25bced4c9bcc90f063dcd70a2f6f7cda15f1177687,7107,23180.68109516081,14979.978125000001
61,heyxyz,heyxyz,20,GG-20 - 25,0x7c2db89015825d83f56cd55aff50b2ac0a8b50338d88c2988323ce6fa7739d1a,11912,42172.892415663475,14979.978125000001
62,rotki,rotki,22,GG-22 - 608,0xca5797a71ca6f849ba9c366972d47c01061949d5cdf7fa61e20a229e035d877b,312,872.3297467293451,14966.000426875
63,,,19,GG-19 - 0x98720dd1925d34a2453ebc1f91c9d48e7e89ec29,0x8922fedbc096d4323fdf3e6de55477a6e487d4bde5ab92d1954ff0f0a9104de9,8894,18275.518546308624,14849.591509375
64,jedi-swap,JediSwap,19,GG-19 - 0xd4cc0dd193c7dc1d665ae244ce12d7fab337a008,0x60c037f9dfa5daee0f07bc26fb73393ef924e36c73c41ea6bd58029e1724de36,17583,42932.11465708373,14849.591509375
65,heyxyz,heyxyz,19,GG-19 - 0xd4cc0dd193c7dc1d665ae244ce12d7fab337a008,0x661adec1a01270a6f2d0fa694e85810429dbcbacfcb2aa42445c05badce85e39,10287,22645.02742830827,14849.591509375
66,revoke-cash,Revoke,19,GG-19 - 0xd4cc0dd193c7dc1d665ae244ce12d7fab337a008,0xc6b17013c16bc26c862d299c80a164806e79bd9be638faa0d0d5d6baf0017983,12141,25885.621686458562,14849.591509375
67,omniswap-omnibtc,OmniSwap,19,GG-19 - 0xd4cc0dd193c7dc1d665ae244ce12d7fab337a008,0xf01c0de2dfaabbafd7bbd7b8ecd8b0731fb66a650468aac22e610ca5a860af27,10344,17822.049558394803,14849.591509375
68,,,22,GG-22 - 609,0xbc0c38f75ec02f37af3c6cc5acef9951e0f69c0b49a26e9bf680b1fbcf4f76cb,1723,6477.391954824293,14647.892565
69,eth-limo,eth.limo,18,GG-18 - 0x222ea76664ed77d18d4416d2b2e77937b76f0a35,0xa7421049dfb7dcacaa3c423aaa31fbfeae4e091825a8c937423a7e3b3fd79888,3327,5849.635668304982,14286.49521603125
70,etherscore,EtherScore,19,GG-19 - 0x98720dd1925d34a2453ebc1f91c9d48e7e89ec29,0xb3f29ba7f49ecfcc6a5ada3494f3fdc50eedcb08ab1ff647e3d31fa6ad57dc9f,6801,11822.310073693447,13884.368061265624
71,ethers-io,ethers.js,19,GG-19 - 0xa1d52f9b5339792651861329a046dd912761e9a9,0xe0acd0898fada5b0a3f1a6a918858f39fdb7f8408f62a0f583afb70fe488022b,3866,3557.9503046069044,13535.907417249999
72,wevm,wevm,20,GG-20 - 27,0x051b5bdc0d04a2732212f67e321a65bcecd89226f248d5d9ef2fe0855e5f584b,207,1442.2711387276045,13275.2351615
73,fundingthecommons,fundingthecommons,22,GG-22 - 608,0x158ab8951774976a766c75367cc2995b796300ebb2212b4b8cf8ef9f2ffbd9a2,145,636.3918260210776,13260.189849375001
74,nomis-cc,Nomis,22,GG-22 - 610,0xe39c0d4cdaad8005ea412b64dec0136acbf237c0d74028f5b480c123d1442959,3134,5776.05354364694,13221.5935959375
75,lighthouse-sigp,Lighthouse by Sigma Prime,18,GG-18 - 0x222ea76664ed77d18d4416d2b2e77937b76f0a35,0x68bf035f1ecb5914aede9bcae5512d0f3efa2c9f4cd7e3c7a69c7cb5836418b4,3356,6178.526920466684,13154.746313468748
76,pheasant-network,Pheasant Network,20,GG-20 - 26,0xa6b3ac8eaefda73ea83fbce5fd4724606f0ff6e801ef4160ef82ac37001e2a11,4412,8897.57698187589,13076.806968875
77,idena-network,IDENA,18,GG-18 - 0x8de918f0163b2021839a8d84954dd7e8e151326d,0x0680788f172a4a0fa32244dd5230aa38bb010521599ff83666dcfad66fc17b91,4118,5439.651137940344,12641.758594
78,synpress-synthexio,Synpress,20,GG-20 - 27,0x7f2586fce05d466c9fb3e509be56c02e0af6870f04209d5881c6d100534fec5d,86,871.4759432710871,12480.325237500001
79,defi-llama,DefiLlama,19,GG-19 - 0xd4cc0dd193c7dc1d665ae244ce12d7fab337a008,0x46ddc886ac23d5bc2cbc96cd2aa990627bcd98c881a953070f94c15e03267707,7149,15156.377674679141,12303.54699209375
80,zkemail,ZK Email,20,GG-20 - 27,0x894b0042307e276dd7220307a3322db396b1744bd1b9d686318cc7a5fdce59f0,1185,2446.9142177602625,12240.29596075
81,idriss-crypto,IDriss,19,GG-19 - 0xd4cc0dd193c7dc1d665ae244ce12d7fab337a008,0xb6a332decc38c703130a537ce7fcfe5a24bd85e52e0769994bc752d04e182cca,8427,12456.24228374497,12172.462323109376
82,beacon-chain,Beaconchain and Bitfly,22,GG-22 - 609,0x424fd613fbf44be00f5234e93664773a005c2b75716ef400d1b81c84218d3e80,396,822.2725393004657,12129.2368403125
83,hvax,Event Horizon,20,GG-20 - 25,0xc102c4d1950b6c73cd589a79814dd9beac9edc6269103433b6a727d93d57213b,2993,28018.324421604986,12013.0436575625
84,hypercerts,Hypercerts,22,GG-22 - 608,0xa87df39f52e703cab5d5c8e27eebebefc2867f34ac9aeb28097095c8fe41a839,356,921.4242376415641,11828.291933125
85,defieye,DeFiEye,20,GG-20 - 26,0xe955bf7fdaaa527fdb72eeaeab78fd0be4b3acc51778471a0b394b2221fcb8cf,3946,8017.282492659666,11591.43876375
86,zkbob,zkBob,18,GG-18 - 0x8de918f0163b2021839a8d84954dd7e8e151326d,0xf10d9fafd2491e190fda57aacd786aa6ccd2d8145476e41999a8afdd26aeadbc,2857,4889.730580190711,11587.4786505
87,buidlguidl,Buidl Guidl,20,GG-20 - 27,0x95dec817fc4d981c441a79c61af27629b45d3192cfacf7b1f297a9e460e8c6fd,467,1306.302980707661,11219.722602
88,nomis-cc,Nomis,18,GG-18 - 0x8de918f0163b2021839a8d84954dd7e8e151326d,0x10777174de8790acb94957d4a321e33b474b9b56f2fb54a4b82df089dc24bc6a,2747,4865.528277214718,11007.234652
89,metamail,MetaMail,18,GG-18 - 0x8de918f0163b2021839a8d84954dd7e8e151326d,0x957be7b3b8481ecbdbf166fc14aa604cb3cfda120f6ef8846bc4d60782f3098a,3725,5334.854884813742,10862.32366375
90,rotki,rotki,20,GG-20 - 25,0xca5797a71ca6f849ba9c366972d47c01061949d5cdf7fa61e20a229e035d877b,391,2400.2508555425384,10853.892950250001
91,smoldapp,Smol Dapp,20,GG-20 - 25,0xa21d64f44be3240fcaeb10d61fb71c73ffab1df8a067e1187d74ab1144e13fbe,1552,12051.91667658789,10579.7593505625
92,opendataforweb3,Open Data Community,18,GG-18 - 0x8de918f0163b2021839a8d84954dd7e8e151326d,0xaedf9165393192b5ec481914f7d2d9b16e82d4bbad0283251d4d4a243e9e7ae2,4745,5452.853927979157,10393.68812825
93,rotki,rotki,19,GG-19 - 0xa1d52f9b5339792651861329a046dd912761e9a9,0xbb5864fabd76bd8a9d620dd2cfd089a0507135e6e57d12487d4ffd74a4939538,2698,3284.221194511499,10353.61726334375
94,ethscriptions-protocol,Ethscriptions,22,GG-22 - 610,0x5bcb382413123e3e0176c6480660d856d65cfbc19e0ef88557d39459d8aa4c8b,1229,6172.604802764556,10346.513013281248
95,0xfacet,Facet,22,GG-22 - 610,0x5bcb382413123e3e0176c6480660d856d65cfbc19e0ef88557d39459d8aa4c8b,1229,6172.604802764556,10346.513013281248
96,brightid,BrightID,22,GG-22 - 610,0x611f1323118db9846b22e4e29d4706eae6bb84289c4746aff689c91d3d66f6c8,829,1104.112747659623,10184.03843546875
97,,,22,GG-22 - 611,0x0a20445056c91be20dac69d794c92f57e0eb88ad54f2ef4106d7026bc4c6fdc1,286,601.8847086841706,9992.286718750001
98,,,22,GG-22 - 611,0x22d16f2c1e30709d9a6430d0b3c7fedfd7616222c33312f75aeb74ec8404da3e,327,754.6131288843462,9992.286718750001
99,postino-labs,Postino,22,GG-22 - 611,0x5be4e7aeeb5698c95f55c1adaaf751165fbbe244af5040ba854efcb423eccd35,63,143.5834727915353,9992.286718750001
100,easpulse,EAS Pulse,22,GG-22 - 611,0x7086370d6c02fd0520ba88216949f58d3e3a9f83d0fa98446291ceacc2579c42,38,57.655585776490625,9992.286718750001
101,zenbiteth,zenbit.eth,22,GG-22 - 611,0xa0bbd6a88f6ae3b3226f280737cca8681235502da868d4f36d798582f5b90038,388,720.0998377717406,9992.286718750001
102,,,22,GG-22 - 611,0xc3dd0086d1972b4d51aaf1fdab9438d4e38ed8dccd6c19b1a34d03e5b4c76692,370,804.3027074109414,9992.286718750001
103,fractaldotbox,Geist dApp Kit,22,GG-22 - 611,0xe16e069d2d3bda1fb44acfb65c933ddf0f7bbcbac042e80f3c86b634e040d27b,286,1052.7508565056487,9992.286718750001
104,,,22,GG-22 - 611,0xfc2b194a96cddbaf81f7423f5ba672bc71d0a7d2b8d5de92f0e11b30675a3891,153,448.83725959062576,9992.286718750001
105,citizenwallet,Citizen Wallet,20,GG-20 - 23,0x724faaa36242f79b26dc4b8577588e575ff04fcd3c48592a2bbb45544bf739ff,622,1226.754042731708,9986.65234375
106,tor-project,The Tor Project,20,GG-20 - 26,0x2a5577bd176b68d3f7699a362938a6ea1f386637a4b67a76871d68fa20dc4649,680,2803.35195761718,9884.8964495
107,,,18,GG-18 - 0x2871742b184633f8dc8546c6301cbc209945033e,0x676954e3b9f241db0eedd8e77043d18f43923fa613725217b05848f1fd0910a0,346,897.2295690234496,9880.248989593749
108,lighthouse-sigp,Lighthouse by Sigma Prime,22,GG-22 - 610,0xcc52492e46dbd2c54cdb936a81a470abfd16bf20f0733a8734a7da9c122cbf2d,167,357.6882255517412,9877.974701250001
109,ultrasoundmoney,Ultra Sound Money,22,GG-22 - 610,0x3fbd291fcb5c1c3bb2c8ce4715aa7beeb7a2745d28e355517395523a85e67d5d,231,484.0385915332008,9791.94111484375
110,nftstorage,NFT.Storage,22,GG-22 - 608,0x1bb64e87b901e6e0f4d7877a99bc5a035ca4be1ec2517fd3f2e00337e636daf7,607,1250.2693191844155,9772.448545625
111,eoa-blockchain-labs,Ethereum on ARM,22,GG-22 - 610,0x9d84ffdf1483554511a0fa7d1dda1b2b1fa455fddb4733121a250a6d93a300f3,128,383.927600530209,9617.775561875
112,beacon-chain,Beaconchain and Bitfly,20,GG-20 - 26,0x424fd613fbf44be00f5234e93664773a005c2b75716ef400d1b81c84218d3e80,1072,3500.285944033786,9479.959278125001
113,zaratandotworld,Zaratan,18,GG-18 - 0x8de918f0163b2021839a8d84954dd7e8e151326d,0x1d016063ccb058b383978f2f92d241c5515c1716aec3da1a472ae876f8479fed,2641,4099.383660492274,9450.1165795
114,blockscout,Blockscout,18,GG-18 - 0x222ea76664ed77d18d4416d2b2e77937b76f0a35,0xb510aeabc101c97d8612650059a43a1b4ed1c8c86e96d61143506b3649b9f4d0,2296,3688.0491947336122,9258.48353009375
115,beacon-chain,Beaconchain and Bitfly,19,GG-19 - 0xa1d52f9b5339792651861329a046dd912761e9a9,0xfea4b1dccc14b6b2d06d08ec300222497194f0f95437d5c4de8fa2e22f552f58,2941,2231.0073262962605,8961.16908395
116,zkemail,ZK Email,22,GG-22 - 609,0x894b0042307e276dd7220307a3322db396b1744bd1b9d686318cc7a5fdce59f0,532,843.2634219255519,8916.61682109375
117,giveth,Giveth,20,GG-20 - 25,0x7f4b4b6cecc3bdaf95098ea2b2f5cd9c31ea742880d5076b540f83caf8247e16,341,1303.7558478053497,8810.623934
118,,,19,GG-19 - 0x98720dd1925d34a2453ebc1f91c9d48e7e89ec29,0x457ec30327c665492be165353e1d2e1bfcca298a3ca9ee6e2b69acee9ca4940c,2414,6320.985544412397,8802.285489984375
119,glo-foundation,Glo Dollar,22,GG-22 - 608,0x11ad5b43ed18ff7a1f2d06140e6c664c79e74c99815c71381ffc96ff8fb7f37e,148,324.45521385996835,8791.577495
120,opensource-observer,Open Source Observer,20,GG-20 - 27,0x2fd12cb88cba8d832aaca4cfb55962a2adc78491132d388586b3f58afb1264e3,190,771.9629938236258,8785.31095975
121,brightid,BrightID,20,GG-20 - 26,0x611f1323118db9846b22e4e29d4706eae6bb84289c4746aff689c91d3d66f6c8,2332,3817.43041857388,8698.816619375
122,,,18,GG-18 - 0x2871742b184633f8dc8546c6301cbc209945033e,0x33c5c1554c1fba988895c3db260136ccff746649d3e4f6b507fe9bc3e1455211,206,647.5030115950831,8677.6578250625
123,apeworx,Ape Framework,20,GG-20 - 27,0x0685571a364d43f0c52de722141375d8d38e95c5354c564ac7f673d54e884f9a,143,833.354787520137,8616.213027875
124,web3-gpt,W3GPT,22,GG-22 - 609,0x4a960782a3b8681844dfecd31dee6fcbbb06028493240b524e8fa1dab18b2b64,323,965.8924766511482,8470.8609221875
125,web3,web3.js,20,GG-20 - 27,0x362c1b3aca1b441acfe30d5a5316cdcf43713bb5586d47b6f04a719552d89a4d,214,710.2528179266351,8439.333598250001
126,0xfacet,Facet,18,GG-18 - 0x222ea76664ed77d18d4416d2b2e77937b76f0a35,0xf9232d7ef9ed63d584a6d35561d189c73dccf11bd03d9992b2700faee0d77b46,2925,7376.614410218783,8423.45673728125
127,ethscriptions-protocol,Ethscriptions,18,GG-18 - 0x222ea76664ed77d18d4416d2b2e77937b76f0a35,0xf9232d7ef9ed63d584a6d35561d189c73dccf11bd03d9992b2700faee0d77b46,2925,7376.614410218783,8423.45673728125
128,tapexyz,tapexyz,20,GG-20 - 25,0xf5dbc005bb82012a9c3dbe56bd25e5aff7c17a70ea95a4497a5da3e5ae459118,1975,3998.4616784029504,8372.9089731875
129,,,20,GG-20 - 25,0xf56dd3fa328f36673fd27422bf169559797919b4e8dd639b341d14127219c70a,3289,5604.0541059661555,8337.25662525
130,poppunk-llc,Gaslite by PopPunk LLC,20,GG-20 - 27,0xc11db7eb428f262abb7e1e89f2f2a494581a7bb4f7de0df8278976ed7fb399eb,433,987.3922918193794,8267.542071
131,wevm,wevm,18,GG-18 - 0x222ea76664ed77d18d4416d2b2e77937b76f0a35,0x50f3dbb23d121a397941e827ce2f10a0aea7f5cf311de6e3abcfe3847c56c405,2056,4659.860580266453,8238.0054186875
132,shapeshift,ShapeShift DAO,20,GG-20 - 25,0xf1e079f0432b8f22d831530ddcf6a15e8aacb8fd39abf7465d33be9d89286348,2519,3486.0056916820186,8222.809592375
133,,,20,GG-20 - 27,0x1249835eaab22b2d2fd7f34556a20cae9cfd902f56c54789730081e6996ed012,691,7369.53248455096,8201.10005175
134,kolektivo,Kolektivo,22,GG-22 - 608,0x4520f6b610af56dd9fb1aa85b560c5d460412285032dfbb90a47656ebc08d0b1,1649,2134.145249180787,8142.758116875
135,elefria-labs,Elefria Labs,20,GG-20 - 27,0x05a5d1739241a3665c57ff73c8222fcf4dcec7f4fdf02877b237bc42150152b0,660,1202.0085289175622,8106.824213625
136,ethereum-attestation-service,Ethereum Attestation Service,18,GG-18 - 0x222ea76664ed77d18d4416d2b2e77937b76f0a35,0xcedfb9ec17d6bb6a62026f04cd86b71ff3c5b0985fbfd501a27f78676402ab8e,2134,3972.8268081028946,8089.446020156251
137,datonic,datonic & Gitcoin Grants Data Portal,22,GG-22 - 610,0xc3addde14b0efcb8057b6d3b2ad3630bc9aa62f49c57cf8999a92cefbd32eff3,480,748.4800743194355,7945.06680875
138,poapin-glory-lab,POAPin,18,GG-18 - 0x8de918f0163b2021839a8d84954dd7e8e151326d,0xcc6d33fe291d0fafb19cf8b833dc27d2f469fac52e3cc1f050ca4a0d83d66c74,2407,3468.111455018718,7902.599235
139,horizaio,Horiza,18,GG-18 - 0x8de918f0163b2021839a8d84954dd7e8e151326d,0x779de4efbff1c51778f6b543f93f4e2333d3e9efc8f535197aed46e25d254f5c,2854,4248.3935147180655,7868.3966414999995
140,buidlguidl,Buidl Guidl,22,GG-22 - 609,0x5f61bac522130fcc98305a95ab4379445f2f13c27632b67c3fe437835f2740f3,161,261.757500297419,7686.6662809375
141,blockchain-lab-um,Masca,20,GG-20 - 25,0xee8124ee3513324f8c0f4f77e8bf6f7291b7d14f44b1f0a3d05528dbeea68d10,2665,5398.248862233253,7557.698563624999
