,chain_id,round_id,round_name,project_name_x,project_github,payout_address,status,total_donations_count,total_amount_donated_in_usd,unique_donors_count,project_github_org_space,project_id,artifact_namespace,project_source,project_namespace,project_name_y,display_name,event_source,repository_count,first_commit_date,last_commit_date,star_count,fork_count,contributor_count,contributor_count_6_months,new_contributor_count_6_months,fulltime_developer_average_6_months,active_developer_count_6_months,commit_count_6_months,opened_pull_request_count_6_months,merged_pull_request_count_6_months,opened_issue_count_6_months,closed_issue_count_6_months
55,42161,26,Web3 Infrastructure,IPFS Implementations,ipfs,0xa42E95907F3425Ec94a434c2eD13fE39bDfa1153,APPROVED,100,351.1946,99,ipfs,_-S_4OPQhIH4TID_hmmAA5OXTOHKI4iN4pvDgt3elQk=,ipfs,OSS_DIRECTORY,oso,ipfs,IPFS,GITHUB,219,2015-01-02 07:32:30+00:00,2024-05-21 08:39:53+00:00,72483,12616,4653.0,247.0,157.0,1.2,24.0,2104.0,1746.0,912.0,468.0,432.0
56,42161,26,Web3 Infrastructure,"Interplanetary Shipyard: go-libp2p, js-libp2p, rust-libp2p",libp2p,0x53DCAf729e11022D5b8949946f6601211C662B38,APPROVED,77,238.94498,77,libp2p,DIFwzDKrLDsrfbdzXMd0V-K852SAS7sR0loKq0bIlco=,libp2p,OSS_DIRECTORY,oso,libp2p,libp2p,GITHUB,254,2015-01-19 04:39:36+00:00,2024-05-21 15:46:33+00:00,24232,6284,2017.0,206.0,118.0,0.5,32.0,8595.0,1171.0,801.0,299.0,270.0
57,42161,26,Web3 Infrastructure,libp2p General,libp2p,0x77ae90Ec657Cf51425009c5C072663B08015894F,APPROVED,108,345.95767,108,libp2p,DIFwzDKrLDsrfbdzXMd0V-K852SAS7sR0loKq0bIlco=,libp2p,OSS_DIRECTORY,oso,libp2p,libp2p,GITHUB,254,2015-01-19 04:39:36+00:00,2024-05-21 15:46:33+00:00,24232,6284,2017.0,206.0,118.0,0.5,32.0,8595.0,1171.0,801.0,299.0,270.0
58,42161,26,Web3 Infrastructure,MigaLabs,migalabs,0x492d683a51613aBcef3AD233149d69b7FE60FBd7,APPROVED,426,682.3303,419,migalabs,wN7mQ7wixnW2yIg75ulsr7Byw5F0P0j-SHGKMOUHtPE=,migalabs,OSS_DIRECTORY,oso,migalabs,Miga Labs,GITHUB,20,2021-02-08 11:10:47+00:00,2024-04-23 09:24:22+00:00,85,22,21.0,11.0,4.0,0.0,3.0,301.0,59.0,52.0,14.0,18.0
59,42161,27,Developer Tooling and Libraries,Iggy - Web3 Social Framework,iggy-social,0x12e838F846FFDAdE34B2E006F84117A370d71687,APPROVED,145,474.0702,139,iggy-social,ivIdvKMO5LeCxf9VpaXW81KaYdIYYAfdKqkQxylVbOQ=,iggy-social,OSS_DIRECTORY,oso,punk-domains,Punk Domains & Iggy Social,GITHUB,60,2022-02-17 08:54:12+00:00,2024-05-20 14:27:01+00:00,33,40,11.0,4.0,2.0,0.25,1.0,454.0,23.0,19.0,3.0,4.0
60,42161,27,Developer Tooling and Libraries,"Blockscout Block Explorer - Decentralized, Open-Source, Transparent Block Explorer for All Chains",blockscout,0x242ba6d68FfEb4a098B591B32d370F973FF882B7,APPROVED,750,2388.9104,738,blockscout,6BxfXGCsH-o83hx52DVL09NneutKXpQeLugD4o7mr-4=,blockscout,OSS_DIRECTORY,oso,blockscout,Blockscout,GITHUB,32,2018-03-08 20:57:01+00:00,2024-05-21 14:12:14+00:00,3579,2785,2292.0,343.0,285.0,0.8333333333333334,20.0,2899.0,1168.0,1007.0,833.0,740.0
61,42161,27,Developer Tooling and Libraries,Otterscan,otterscan,0xb9eb4e2eca1aec7ecaec61e8257386e437a355d3,APPROVED,426,1999.6418,425,otterscan,Dwx7FnWfcaVm5hKf1lTvTbndelM6HSuxGPfbVXzxft4=,otterscan,OSS_DIRECTORY,oso,otterscan,Otterscan,GITHUB,7,2021-07-01 18:47:48+00:00,2024-05-01 00:30:10+00:00,1310,180,44.0,11.0,7.0,0.3333333333333333,2.0,375.0,533.0,320.0,63.0,69.0
62,42161,27,Developer Tooling and Libraries,Unlock Protocol,unlock-protocol,0xF5C28ce24Acf47849988f147d5C75787c0103534,APPROVED,219,497.33658,211,unlock-protocol,viUcpRzCFYZUuCyABVcLzx6QMpmB07MqM0WzOi63irc=,unlock-protocol,OSS_DIRECTORY,oso,unlock-protocol,Unlock Protocol,GITHUB,69,2018-07-24 15:03:07+00:00,2024-05-20 17:46:19+00:00,999,386,186.0,39.0,28.0,0.16666666666666666,4.0,983.0,670.0,616.0,139.0,183.0
63,42161,27,Developer Tooling and Libraries,Vue Dapp,vu3th,0x9D75F4EbcB8e7669E59dcc27CBadC698E0F77187,APPROVED,696,968.60004,683,vu3th,Qn1kTRFzU9wbXQDHyvvjr0gG-8CJYoeB14cELtXnE3o=,vu3th,OSS_DIRECTORY,oso,vu3th,VueDapp,GITHUB,7,2021-08-21 01:04:20+00:00,2024-05-20 04:47:16+00:00,219,64,42.0,5.0,2.0,1.0,1.0,341.0,32.0,31.0,11.0,24.0
64,42161,25,dApps & Apps ,Token Heist,vu3th,0x72B277a3FEe8DA1A9bfb1B3bbfA071f4a524EC63,APPROVED,28,61.08636,27,vu3th,Qn1kTRFzU9wbXQDHyvvjr0gG-8CJYoeB14cELtXnE3o=,vu3th,OSS_DIRECTORY,oso,vu3th,VueDapp,GITHUB,7,2021-08-21 01:04:20+00:00,2024-05-20 04:47:16+00:00,219,64,42.0,5.0,2.0,1.0,1.0,341.0,32.0,31.0,11.0,24.0
65,42161,27,Developer Tooling and Libraries,Viem,wevm,0xd2135CfB216b74109775236E36d4b433F1DF507B,APPROVED,214,1442.282,207,wevm,6NNK1ToXDqBqTrXGmfponu2SdWDk02fIFeFJtkY0pfU=,wevm,OSS_DIRECTORY,oso,wagmi-dev,wagmi,GITHUB,21,2022-01-02 20:50:12+00:00,2024-05-21 14:10:50+00:00,10535,1934,1565.0,583.0,461.0,0.5,6.0,1776.0,1014.0,870.0,477.0,470.0
66,42161,27,Developer Tooling and Libraries,Wagmi,wevm,0xd2135CfB216b74109775236E36d4b433F1DF507B,APPROVED,670,1691.7977,654,wevm,6NNK1ToXDqBqTrXGmfponu2SdWDk02fIFeFJtkY0pfU=,wevm,OSS_DIRECTORY,oso,wagmi-dev,wagmi,GITHUB,21,2022-01-02 20:50:12+00:00,2024-05-21 14:10:50+00:00,10535,1934,1565.0,583.0,461.0,0.5,6.0,1776.0,1014.0,870.0,477.0,470.0
67,42161,27,Developer Tooling and Libraries,Bonadocs,bonadocs,0x9d55D24105cd246115705A58CF92a5161A90B1fF,APPROVED,56,180.88853,53,bonadocs,LY94m_3HjHmpcGpjy4sWpO66dN5d50xz1aHYfwuq-0o=,bonadocs,OSS_DIRECTORY,oso,bonadocs,Bonadocs,GITHUB,14,2023-11-12 23:38:16+00:00,2024-04-29 08:39:39+00:00,0,3,4.0,4.0,2.0,0.5,2.0,354.0,96.0,63.0,1.0,1.0
68,42161,27,Developer Tooling and Libraries,Open Source Observer,opensource-observer,0x87fEEd6162CB7dFe6B62F64366742349bF4D1B05,APPROVED,195,773.0334,190,opensource-observer,Erx9J64anc8oSeN-wDKm0sojJf8ONrFVYbQ7GFnqSyc=,opensource-observer,OSS_DIRECTORY,oso,opensource-observer,Open Source Observer,GITHUB,6,2023-07-28 01:52:08+00:00,2024-05-21 04:48:59+00:00,98,47,39.0,34.0,28.0,0.3333333333333333,15.0,667.0,520.0,497.0,414.0,290.0
69,42161,27,Developer Tooling and Libraries,ethers.js,ethers-io,0x8ba1f109551bD432803012645Ac136ddd64DBA72,APPROVED,1163,3308.53,1145,ethers-io,D3mUC1uetKFVx1xSk39LA6L7IG93NmwmCIqjArMu8i4=,ethers-io,OSS_DIRECTORY,oso,ethers-io,ethers.js,GITHUB,30,2016-05-04 23:15:21+00:00,2024-05-01 02:46:56+00:00,8420,2077,1835.0,140.0,110.0,0.0,1.0,86.0,51.0,0.0,115.0,69.0
70,42161,27,Developer Tooling and Libraries,Swiss-Knife.xyz,swiss-knife-xyz,0xf90e6125C8918F1ADAc31f85D80728dB62F17d9B,APPROVED,203,3090.6494,198,swiss-knife-xyz,le15WIjDOt3HxIHxasrBZmLS7lgsxZ1Zz5Xsm0Bt0_0=,swiss-knife-xyz,OSS_DIRECTORY,oso,swiss-knife-xyz,Swiss-Knife.xyz,GITHUB,2,2024-01-18 15:55:21+00:00,2024-05-14 12:31:29+00:00,61,14,7.0,7.0,7.0,1.0,1.0,123.0,8.0,11.0,18.0,4.0
71,42161,27,Developer Tooling and Libraries,Pentacle,pentaclexyz,0xABE27D3e9c163363768A248725F34f24A8D8BAbA,APPROVED,62,343.23743,58,pentaclexyz,JFcLv8sLgmVnS9vmV8Z8uSimEestk_hGGjCLqRMySyY=,pentaclexyz,OSS_DIRECTORY,oso,pentaclexyz,Pentacle,GITHUB,14,2021-05-29 03:07:13+00:00,2024-05-19 16:19:24+00:00,12,9,14.0,6.0,3.0,0.0,1.0,86.0,25.0,25.0,0.0,0.0
72,42161,27,Developer Tooling and Libraries,web3.py,ethereum,0x5597cD8d55D2Db56b10FF4F8fe69C8922BF6C537,APPROVED,250,1109.169,244,ethereum,1Q375i734ysPpZD0v4dCRY1s6K83oFRvPXi1hhCbfkA=,ethereum,OSS_DIRECTORY,oso,kzg-ceremony-specs-ethereum,Powers of Tau Specification,GITHUB,1,2022-06-07 14:09:18+00:00,2023-01-12 11:12:54+00:00,432,132,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,42161,27,Developer Tooling and Libraries,web3.py,ethereum,0x5597cD8d55D2Db56b10FF4F8fe69C8922BF6C537,APPROVED,250,1109.169,244,ethereum,2OpLN_X-kM90E4QdvJw6FLBnkFrM5JhAFbFGG8ct6tU=,ethereum,OSS_DIRECTORY,oso,hive-ethereum,hive - Ethereum end-to-end test harness,GITHUB,1,2016-07-06 12:31:02+00:00,2024-05-20 12:43:43+00:00,1492,1712,104.0,25.0,11.0,0.0,3.0,147.0,130.0,79.0,11.0,4.0
74,42161,27,Developer Tooling and Libraries,web3.py,ethereum,0x5597cD8d55D2Db56b10FF4F8fe69C8922BF6C537,APPROVED,250,1109.169,244,ethereum,LJvOh5Fp1SMMO15PMtKlyAjqrgZVuAb_iA7FWzzuLVo=,ethereum,OSS_DIRECTORY,oso,js-ethereum-cryptography-ethereum,js-ethereum-cryptography,GITHUB,1,2019-10-14 08:19:56+00:00,2024-04-02 07:33:33+00:00,2664,352,24.0,3.0,0.0,0.0,2.0,8.0,7.0,3.0,0.0,0.0
75,42161,27,Developer Tooling and Libraries,web3.py,ethereum,0x5597cD8d55D2Db56b10FF4F8fe69C8922BF6C537,APPROVED,250,1109.169,244,ethereum,yZgZcnMPVcoyBgHTYi0GGcDHjjLy-zEHMlhti9ZTmYI=,ethereum,OSS_DIRECTORY,oso,eth-portal-ethereum,Ethereum Portal Network Tools,GITHUB,1,2022-05-11 20:07:24+00:00,2023-01-11 19:27:27+00:00,20,24,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,42161,27,Developer Tooling and Libraries,web3.py,ethereum,0x5597cD8d55D2Db56b10FF4F8fe69C8922BF6C537,APPROVED,250,1109.169,244,ethereum,UNKoHLpnT_OziRiPCuX21uhgLNIJygsxuZz3A0TL-cg=,ethereum,OSS_DIRECTORY,oso,protocol-guild,Protocol Guild,GITHUB,303,2015-01-01 18:35:06+00:00,2024-05-21 15:09:12+00:00,498370,202269,17105.0,1473.0,870.0,4.0,108.0,11396.0,5186.0,4046.0,1631.0,1631.0
77,42161,27,Developer Tooling and Libraries,web3.py,ethereum,0x5597cD8d55D2Db56b10FF4F8fe69C8922BF6C537,APPROVED,250,1109.169,244,ethereum,7oTuZbUFg8jwdGTUp8SnLKd2dqHqoqyMsVXf3Xih6Fw=,ethereum,OSS_DIRECTORY,oso,beaconrunner-ethereum,Beacon Runner,GITHUB,1,2020-07-06 09:32:19+00:00,2022-02-22 15:58:25+00:00,196,76,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,42161,27,Developer Tooling and Libraries,web3.py,ethereum,0x5597cD8d55D2Db56b10FF4F8fe69C8922BF6C537,APPROVED,250,1109.169,244,ethereum,J3qV-ePBTun7wX5t0CN7s5s7nKq8VRFmXWISqm5YeQM=,ethereum,OSS_DIRECTORY,oso,research-ethereum,Ethereum Research,GITHUB,1,2016-07-16 10:33:58+00:00,2024-05-16 07:18:06+00:00,6924,2304,66.0,3.0,2.0,0.0,1.0,24.0,2.0,0.0,0.0,0.0
79,42161,27,Developer Tooling and Libraries,web3.py,ethereum,0x5597cD8d55D2Db56b10FF4F8fe69C8922BF6C537,APPROVED,250,1109.169,244,ethereum,D2zwYqX14n3b2obaZF2GNSrADBUBZYbg3yvtRx3KP4E=,ethereum,OSS_DIRECTORY,oso,pm-ethereum,Ethereum Project Management,GITHUB,1,2016-10-01 03:45:02+00:00,2024-05-14 11:43:31+00:00,5992,1104,148.0,26.0,10.0,0.0,1.0,136.0,44.0,37.0,87.0,89.0
80,42161,27,Developer Tooling and Libraries,web3.py,ethereum,0x5597cD8d55D2Db56b10FF4F8fe69C8922BF6C537,APPROVED,250,1109.169,244,ethereum,Y-O2nnqzudGeu_SO3Z-iGC0SQ0r-hhqXxbv-af1MBds=,ethereum,OSS_DIRECTORY,oso,fe-ethereum,Fe,GITHUB,1,2019-08-14 07:48:54+00:00,2024-05-15 16:08:13+00:00,6284,672,67.0,11.0,4.0,0.0,4.0,16.0,31.0,27.0,10.0,5.0
81,42161,27,Developer Tooling and Libraries,web3.py,ethereum,0x5597cD8d55D2Db56b10FF4F8fe69C8922BF6C537,APPROVED,250,1109.169,244,ethereum,vkL4pMUQ6CjoqNRImAEVHirBsfTS5M0s07Vv6BBfbt0=,ethereum,OSS_DIRECTORY,oso,rig-ethereum,Robust Incentives Group (RIG),GITHUB,1,2020-01-10 03:44:18+00:00,2023-02-23 22:51:29+00:00,472,100,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,42161,27,Developer Tooling and Libraries,web3.py,ethereum,0x5597cD8d55D2Db56b10FF4F8fe69C8922BF6C537,APPROVED,250,1109.169,244,ethereum,6SvakULxwnEe0sXlQ-6EGw8TCjTwwv9-7AGvLHsNJvU=,ethereum,OSS_DIRECTORY,oso,distributed-validator-specs-ethereum,Ethereum Distributed Validator Specification,GITHUB,1,2022-02-26 02:27:49+00:00,2022-10-13 14:59:25+00:00,292,48,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,42161,27,Developer Tooling and Libraries,web3.py,ethereum,0x5597cD8d55D2Db56b10FF4F8fe69C8922BF6C537,APPROVED,250,1109.169,244,ethereum,eqZGNsynA6mufQGmmQhYTX6b4aEdiwlr2keMKa_Xf3w=,ethereum,OSS_DIRECTORY,oso,c-kzg-4844-ethereum,C-KZG-4844,GITHUB,1,2022-11-19 09:34:18+00:00,2024-05-08 14:30:50+00:00,408,312,49.0,18.0,11.0,0.0,2.0,47.0,35.0,34.0,7.0,10.0
84,42161,27,Developer Tooling and Libraries,web3.py,ethereum,0x5597cD8d55D2Db56b10FF4F8fe69C8922BF6C537,APPROVED,250,1109.169,244,ethereum,EE95QJzH3TeDPYao7N4LrVUwFBg4Qyb2dN9fafE7NVE=,ethereum,OSS_DIRECTORY,oso,solidity,Solidity,GITHUB,1,2015-08-24 11:49:09+00:00,2024-05-21 08:39:29+00:00,89788,22220,1866.0,129.0,90.0,0.0,11.0,394.0,222.0,168.0,158.0,139.0
85,42161,27,Developer Tooling and Libraries,web3.py,ethereum,0x5597cD8d55D2Db56b10FF4F8fe69C8922BF6C537,APPROVED,250,1109.169,244,ethereum,UAIQ343s-3KW2kLZPnETp5lCH5BZZW0hWjEPHv8C6dU=,ethereum,OSS_DIRECTORY,oso,execution-spec-tests-ethereum,Ethereum Execution Spec Tests,GITHUB,1,2022-10-21 00:14:13+00:00,2024-05-17 14:27:38+00:00,328,228,28.0,19.0,12.0,0.5,3.0,100.0,135.0,98.0,55.0,26.0
86,42161,27,Developer Tooling and Libraries,web3.py,ethereum,0x5597cD8d55D2Db56b10FF4F8fe69C8922BF6C537,APPROVED,250,1109.169,244,ethereum,tjJPgbJiPdjr4C-JGNmoGuffnyZsmzACUaLmVyzR_RY=,ethereum,OSS_DIRECTORY,oso,remix-project,Remix Project,GITHUB,1,2020-05-12 17:38:02+00:00,2024-05-16 07:36:34+00:00,9200,3444,608.0,78.0,64.0,0.25,6.0,947.0,325.0,269.0,156.0,94.0
87,42161,27,Developer Tooling and Libraries,web3.py,ethereum,0x5597cD8d55D2Db56b10FF4F8fe69C8922BF6C537,APPROVED,250,1109.169,244,ethereum,gqc1KYoATFx8-JbkTkVblT6DS2K8tVOSdWUkEoiyGDs=,ethereum,OSS_DIRECTORY,oso,go-ethereum,geth,GITHUB,1,2015-02-20 17:17:18+00:00,2024-05-21 11:53:36+00:00,185416,77856,5270.0,437.0,318.0,0.6,9.0,433.0,752.0,448.0,336.0,379.0
88,42161,27,Developer Tooling and Libraries,web3.py,ethereum,0x5597cD8d55D2Db56b10FF4F8fe69C8922BF6C537,APPROVED,250,1109.169,244,ethereum,ZgTba6mQxBzmnY0SiTruuls-omkzzx_ra-jmEbFZZpo=,ethereum,OSS_DIRECTORY,oso,py-evm-ethereum,Python Implementation of the Ethereum protocol,GITHUB,1,2024-01-12 22:22:43+00:00,2024-04-19 17:18:15+00:00,8788,2520,157.0,14.0,9.0,0.0,4.0,98.0,40.0,36.0,9.0,8.0
89,42161,27,Developer Tooling and Libraries,web3.py,ethereum,0x5597cD8d55D2Db56b10FF4F8fe69C8922BF6C537,APPROVED,250,1109.169,244,ethereum,RTK-CbyYVcPObDQzwaHAlVFTBFV8vc1nUvNEDNhPEKI=,ethereum,OSS_DIRECTORY,oso,portal-hive-ethereum,portal-hive - Portal network end-to-end test harness,GITHUB,1,2022-11-18 14:48:31+00:00,2024-03-08 00:59:16+00:00,60,72,12.0,7.0,2.0,0.0,4.0,19.0,22.0,18.0,3.0,1.0
90,42161,27,Developer Tooling and Libraries,web3.py,ethereum,0x5597cD8d55D2Db56b10FF4F8fe69C8922BF6C537,APPROVED,250,1109.169,244,ethereum,VPRpp_l5T9Eh0u95IqfzUGdh-2DCLEp5TIxDQ8XMWJE=,ethereum,OSS_DIRECTORY,oso,ethereum-cat-herders,Ethereum Cat Herders,GITHUB,1,2015-10-27 07:57:31+00:00,2024-05-21 15:08:13+00:00,50356,20310,1499.0,153.0,94.0,0.16666666666666666,5.0,285.0,409.0,277.0,52.0,23.0
91,42161,27,Developer Tooling and Libraries,web3.py,ethereum,0x5597cD8d55D2Db56b10FF4F8fe69C8922BF6C537,APPROVED,250,1109.169,244,ethereum,5RQoLHKLY7iqr0aG8wsndMtz4Pg3R572433D4DZIMck=,ethereum,OSS_DIRECTORY,oso,glados-ethereum,Glados,GITHUB,1,2022-10-20 17:20:56+00:00,2024-05-15 22:17:43+00:00,240,92,13.0,8.0,2.0,0.0,2.0,65.0,52.0,51.0,14.0,8.0
92,42161,27,Developer Tooling and Libraries,web3.py,ethereum,0x5597cD8d55D2Db56b10FF4F8fe69C8922BF6C537,APPROVED,250,1109.169,244,ethereum,9CNpd9pl9JfxwHOBJVfuuHL9j6BbOg5lRbpiYYlok34=,ethereum,OSS_DIRECTORY,oso,execution-specs-ethereum,Ethereum Execution Client Specifications,GITHUB,1,2020-09-03 06:46:11+00:00,2024-05-16 19:36:48+00:00,3148,844,110.0,23.0,17.0,0.0,4.0,95.0,59.0,50.0,26.0,24.0
93,42161,27,Developer Tooling and Libraries,web3.py,ethereum,0x5597cD8d55D2Db56b10FF4F8fe69C8922BF6C537,APPROVED,250,1109.169,244,ethereum,r06ZetKFJUG0eWrHEAW5wIlDXFDxyiZQdxxSqnmqs0k=,ethereum,OSS_DIRECTORY,oso,web3py-ethereum,web3.py,GITHUB,1,2023-04-25 18:15:13+00:00,2024-05-17 17:56:58+00:00,19340,6556,944.0,61.0,47.0,1.0,5.0,290.0,166.0,137.0,68.0,135.0
94,42161,27,Developer Tooling and Libraries,web3.py,ethereum,0x5597cD8d55D2Db56b10FF4F8fe69C8922BF6C537,APPROVED,250,1109.169,244,ethereum,A6YJpQWs5GcyO3uMqUJ-LPrlZ0EIlc2ORw6H_omNK9I=,ethereum,OSS_DIRECTORY,oso,utp-ethereum,uTorrent transport protocol,GITHUB,1,2022-11-17 15:51:23+00:00,2024-03-18 15:12:08+00:00,108,48,7.0,3.0,1.0,0.0,2.0,9.0,11.0,6.0,2.0,1.0
95,42161,27,Developer Tooling and Libraries,web3.py,ethereum,0x5597cD8d55D2Db56b10FF4F8fe69C8922BF6C537,APPROVED,250,1109.169,244,ethereum,qW30kgHAedkLgtpJOBfCXpilTFWRm4BpyhJnJHRjD98=,ethereum,OSS_DIRECTORY,oso,execution-apis-ethereum,Ethereum Execution APIs,GITHUB,1,2021-06-18 21:22:50+00:00,2024-05-15 06:20:25+00:00,3536,1328,132.0,27.0,17.0,0.0,3.0,17.0,23.0,17.0,19.0,10.0
96,42161,27,Developer Tooling and Libraries,web3.py,ethereum,0x5597cD8d55D2Db56b10FF4F8fe69C8922BF6C537,APPROVED,250,1109.169,244,ethereum,oaYhCXaEQHBOrZXV5m76_gCofnNnTrMt2EIer2sGp_s=,ethereum,OSS_DIRECTORY,oso,consensus-specs-ethereum,Ethereum Proof-of-Stake Consensus Specifications,GITHUB,1,2019-02-01 15:45:12+00:00,2024-05-21 03:19:51+00:00,13776,3600,288.0,47.0,18.0,2.0,7.0,490.0,165.0,133.0,29.0,37.0
97,42161,27,Developer Tooling and Libraries,web3.py,ethereum,0x5597cD8d55D2Db56b10FF4F8fe69C8922BF6C537,APPROVED,250,1109.169,244,ethereum,YSPwwIlBQ8ecrYlB42JeJYrmQCfc3Io_yi16iuYJVyc=,ethereum,OSS_DIRECTORY,oso,ethereum-org-website-ethereum,Ethereum.Org Website,GITHUB,1,2019-05-13 17:42:28+00:00,2024-05-21 13:01:30+00:00,19240,18424,2669.0,281.0,200.0,1.0,5.0,3137.0,950.0,824.0,214.0,308.0
98,42161,27,Developer Tooling and Libraries,web3.py,ethereum,0x5597cD8d55D2Db56b10FF4F8fe69C8922BF6C537,APPROVED,250,1109.169,244,ethereum,x2pPa4GB4r2gkMi-QKsdfR1iO8TQ3rClWCdXAcGDpAg=,ethereum,OSS_DIRECTORY,oso,sourcify-ethereum,Sourcify,GITHUB,26,2020-02-20 19:04:56+00:00,2024-05-21 12:16:04+00:00,3021,1482,219.0,50.0,37.0,0.5714285714285714,6.0,1346.0,100.0,78.0,80.0,61.0
99,42161,27,Developer Tooling and Libraries,web3.py,ethereum,0x5597cD8d55D2Db56b10FF4F8fe69C8922BF6C537,APPROVED,250,1109.169,244,ethereum,C5bocDrEsDO1K31YXS2KVgsQMqdpY6yw69QyL7cm2QE=,ethereum,OSS_DIRECTORY,oso,portal-network-specs-ethereum,The Portal Network,GITHUB,1,2020-02-26 23:12:15+00:00,2024-05-21 15:09:12+00:00,1088,308,43.0,10.0,2.0,0.0,5.0,15.0,40.0,27.0,15.0,3.0
100,42161,27,Developer Tooling and Libraries,web3.py,ethereum,0x5597cD8d55D2Db56b10FF4F8fe69C8922BF6C537,APPROVED,250,1109.169,244,ethereum,5gwecE6S2wSzp5K0eaeGseu7YLsNJwCAAmwnwGdKuCs=,ethereum,OSS_DIRECTORY,oso,trin-ethereum,Trin,GITHUB,1,2021-02-16 23:39:32+00:00,2024-05-21 14:14:00+00:00,1336,392,46.0,18.0,8.0,1.0,6.0,206.0,227.0,200.0,23.0,41.0
101,42161,27,Developer Tooling and Libraries,Gaslite,poppunkllc,0x924F5821f991F366DF954536E9a408867f962637,APPROVED,440,988.2636,433,poppunkllc,5pM0X8szGnOmIXBlsv7cOJtaXxHGIiUNrrNnKbmrBIc=,poppunkllc,OSS_DIRECTORY,oso,poppunk-llc,Gaslite,GITHUB,5,2023-09-13 13:58:57+00:00,2024-04-14 04:39:08+00:00,394,77,8.0,7.0,4.0,0.0,1.0,51.0,17.0,14.0,0.0,0.0
102,42161,27,Developer Tooling and Libraries,Gaslite,poppunkllc,0x924F5821f991F366DF954536E9a408867f962637,APPROVED,440,988.2636,433,poppunkllc,SPyfIAEl7WD79Lt8svQb42S7lpB_LI7us3qZzekgPzo=,poppunkllc,OSS_DIRECTORY,oso,gaslitedrop-poppunkllc,Gaslite Drop by Gaslite,GITHUB,1,2023-09-13 13:58:57+00:00,2024-04-14 04:39:08+00:00,224,48,8.0,7.0,4.0,0.0,1.0,51.0,17.0,14.0,0.0,0.0
103,42161,27,Developer Tooling and Libraries,Web3.js,web3,0xA98dE5Ce2EA0997f8396255092843275d3cFc257,APPROVED,222,711.2133,214,web3,-cqm4kiQPXiAI9GserwK_Jf2AF05Ygc5Mcmf6S9igjk=,web3,OSS_DIRECTORY,oso,web3,web3.js,GITHUB,9,2021-04-29 23:41:15+00:00,2024-05-21 13:10:59+00:00,18877,4914,2295.0,113.0,94.0,1.0,8.0,170.0,217.0,145.0,201.0,197.0
104,42161,27,Developer Tooling and Libraries,W3GPT,web3-gpt,0x42e9c498135431a48796B5fFe2CBC3d7A1811927,APPROVED,189,1474.2172,180,web3-gpt,kWHwpnr4lmIFWxAyRcAwdMd2XxQ9-Nq86bWsftLvbrc=,web3-gpt,OSS_DIRECTORY,oso,web3-gpt,W3GPT,GITHUB,1,2024-04-16 19:01:05+00:00,2024-04-16 19:01:05+00:00,8,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
105,42161,27,Developer Tooling and Libraries,OrbitDB,orbitdb,0x7d8d6519c81de8017d473247b4374fafb42996f5,APPROVED,91,344.29047,90,orbitdb,zAFI_uZMLW0JI3FA72k6ru3os7cJ0AkawYuzzfnlAqU=,orbitdb,OSS_DIRECTORY,oso,orbitdb,OrbitDB,GITHUB,29,2021-04-27 21:07:40+00:00,2024-05-16 12:04:46+00:00,17022,1343,426.0,27.0,16.0,0.0,3.0,139.0,39.0,38.0,30.0,34.0
106,42161,27,Developer Tooling and Libraries,Solide Smart Contract Knowledge Hub,solide-project,0x0225d43b588e69154Ec98f710249D9ff2AED4527,APPROVED,55,83.88305,54,solide-project,v3-fakk4iW19fhvH7bV4KEdMk_wuW4T7aCj665T3NYI=,solide-project,OSS_DIRECTORY,oso,solide-project,Solide Smart Contract Knowledge Hub,GITHUB,11,2023-12-21 09:59:53+00:00,2024-05-21 01:15:46+00:00,11,1,3.0,3.0,3.0,0.3333333333333333,2.0,157.0,14.0,14.0,19.0,7.0
107,42161,27,Developer Tooling and Libraries,Ronan/wighawag and Etherplay,etherplay,0xAdDbc936aB952B6dC5C5Fe090c55269a1174D173,APPROVED,53,231.37064,50,etherplay,Nmorn_XHlPgXfBXSj--GA_U9ZrDX9iOeMk28XURFfEo=,etherplay,OSS_DIRECTORY,oso,etherplay,etherplay,GITHUB,21,2017-04-19 02:47:59+00:00,2024-03-07 11:44:04+00:00,29,4,1.0,1.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0
108,42161,25,dApps & Apps ,Stratagems,etherplay,0xAdDbc936aB952B6dC5C5Fe090c55269a1174D173,APPROVED,49,106.306564,46,etherplay,Nmorn_XHlPgXfBXSj--GA_U9ZrDX9iOeMk28XURFfEo=,etherplay,OSS_DIRECTORY,oso,etherplay,etherplay,GITHUB,21,2017-04-19 02:47:59+00:00,2024-03-07 11:44:04+00:00,29,4,1.0,1.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0
